

This is a high resolution (resolving power=4000) Kurucz Vega model wavelength-extended to 303.2 microns.

Column 2 is the line blanketted emergent spectrum.

Column 3 is the unblanketted atmosphere's spectrum

A total error of 1.46% (global bias) can be assigned to the 2nd Column.


M. Cohen
26/05/1996
KURUCZ VEGA MODEL                       
TEFF  9400.K   log(GRAV)  3.900 TITLE SDSC GRID  [-0.5] i.e. metal poor
VTURB 0.0 KM/S      RESOLVING POWER 4000  Absolutely calibrated by M. Cohen (provided 01/06/96)

  Wavelength   F-lambda      F-lambda 
                (model)     (continuum)
   (microns)   W/cm2/um      W/cm2/um
   1.241770  3.069043E-13  3.070321E-13
   1.241930  3.067454E-13  3.068891E-13
   1.242080  3.066074E-13  3.067671E-13
   1.242240  3.064805E-13  3.066242E-13
   1.242390  3.063586E-13  3.065022E-13
   1.242540  3.061570E-13  3.063644E-13
   1.242700  3.060143E-13  3.062217E-13
   1.242850  3.059405E-13  3.061000E-13
   1.243010  3.058298E-13  3.059574E-13
   1.243160  3.057082E-13  3.058198E-13
   1.243320  3.055498E-13  3.056933E-13
   1.243470  3.053327E-13  3.055558E-13
   1.243630  3.050789E-13  3.054134E-13
   1.243780  3.050371E-13  3.052920E-13
   1.243940  3.049746E-13  3.051498E-13
   1.244090  3.048692E-13  3.050125E-13
   1.244250  3.047431E-13  3.048863E-13
   1.244400  3.046060E-13  3.047491E-13
   1.244560  3.044799E-13  3.046231E-13
   1.244710  3.043589E-13  3.044861E-13
   1.244860  3.042219E-13  3.043491E-13
   1.245020  3.040801E-13  3.042232E-13
   1.245170  3.039115E-13  3.040863E-13
   1.245330  3.036428E-13  3.039447E-13
   1.245490  3.034854E-13  3.038190E-13
   1.245640  3.034123E-13  3.036822E-13
   1.245800  3.033502E-13  3.035407E-13
   1.245950  3.032772E-13  3.034200E-13
   1.246110  3.030724E-13  3.032787E-13
   1.246260  3.025235E-13  3.031581E-13
   1.246420  3.013674E-13  3.030168E-13
   1.246570  2.996300E-13  3.028805E-13
   1.246730  2.990141E-13  3.027552E-13
   1.246880  2.996236E-13  3.026189E-13
   1.247040  3.008143E-13  3.024779E-13
   1.247190  3.012488E-13  3.023576E-13
   1.247350  3.007598E-13  3.022167E-13
   1.247500  3.012258E-13  3.020808E-13
   1.247660  3.017025E-13  3.019558E-13
   1.247820  3.016568E-13  3.018151E-13
   1.247970  3.015368E-13  3.016950E-13
   1.248130  3.013963E-13  3.015544E-13
   1.248280  3.012605E-13  3.014187E-13
   1.248440  3.011202E-13  3.012940E-13
   1.248600  3.009798E-13  3.011536E-13
   1.248750  3.008443E-13  3.010181E-13
   1.248910  3.007197E-13  3.008935E-13
   1.249060  3.005843E-13  3.007581E-13
   1.249220  3.004442E-13  3.006179E-13
   1.249380  3.003199E-13  3.004935E-13
   1.249530  3.002004E-13  3.003582E-13
   1.249690  3.000605E-13  3.002183E-13
   1.249840  2.999254E-13  3.000989E-13
   1.250000  2.997855E-13  2.999590E-13
   1.250160  2.996616E-13  2.998349E-13
   1.250310  2.995108E-13  2.996999E-13
   1.250470  2.993712E-13  2.995603E-13
   1.250630  2.992315E-13  2.994363E-13
   1.250780  2.991125E-13  2.993015E-13
   1.250940  2.989888E-13  2.991620E-13
   1.251090  2.988541E-13  2.990430E-13
   1.251250  2.986675E-13  2.989036E-13
   1.251410  2.984810E-13  2.987799E-13
   1.251560  2.983466E-13  2.986454E-13
   1.251720  2.980816E-13  2.985062E-13
   1.251880  2.977381E-13  2.983827E-13
   1.252030  2.974625E-13  2.982484E-13
   1.252190  2.974022E-13  2.981093E-13
   1.252350  2.975147E-13  2.979860E-13
   1.252510  2.975329E-13  2.978471E-13
   1.252660  2.974773E-13  2.977129E-13
   1.252820  2.973700E-13  2.975898E-13
   1.252980  2.972313E-13  2.974510E-13
   1.253130  2.971131E-13  2.973328E-13
   1.253290  2.969744E-13  2.971940E-13
   1.253450  2.968359E-13  2.970555E-13
   1.253600  2.967022E-13  2.969374E-13
   1.253760  2.965637E-13  2.967989E-13
   1.253920  2.964097E-13  2.966604E-13
   1.254080  2.962871E-13  2.965378E-13
   1.254230  2.961536E-13  2.964042E-13
   1.254390  2.959684E-13  2.962659E-13
   1.254550  2.955485E-13  2.961434E-13
   1.254710  2.953166E-13  2.960053E-13
   1.254860  2.952460E-13  2.958875E-13
   1.255020  2.946545E-13  2.957495E-13
   1.255180  2.940008E-13  2.956116E-13
   1.255340  2.934568E-13  2.954893E-13
   1.255490  2.939963E-13  2.953562E-13
   1.255650  2.948434E-13  2.952184E-13
   1.255810  2.947995E-13  2.950964E-13
   1.255970  2.946932E-13  2.949587E-13
   1.256120  2.945135E-13  2.948415E-13
   1.256280  2.937515E-13  2.947038E-13
   1.256440  2.929588E-13  2.945664E-13
   1.256600  2.923224E-13  2.944445E-13
   1.256760  2.928720E-13  2.943072E-13
   1.256910  2.934259E-13  2.941745E-13
   1.257070  2.920571E-13  2.940529E-13
   1.257230  2.907669E-13  2.939157E-13
   1.257390  2.899137E-13  2.937942E-13
   1.257550  2.917251E-13  2.936571E-13
   1.257700  2.929952E-13  2.935248E-13
   1.257860  2.930452E-13  2.934034E-13
   1.258020  2.929395E-13  2.932664E-13
   1.258180  2.924136E-13  2.931296E-13
   1.258340  2.910478E-13  2.930084E-13
   1.258490  2.904494E-13  2.928763E-13
   1.258650  2.907955E-13  2.927396E-13
   1.258810  2.916234E-13  2.926186E-13
   1.258970  2.920779E-13  2.924820E-13
   1.259130  2.919726E-13  2.923611E-13
   1.259290  2.918207E-13  2.922247E-13
   1.259450  2.916845E-13  2.920883E-13
   1.259600  2.915529E-13  2.919721E-13
   1.259760  2.914167E-13  2.918358E-13
   1.259920  2.912651E-13  2.916997E-13
   1.260080  2.910359E-13  2.915790E-13
   1.260240  2.901863E-13  2.914430E-13
   1.260400  2.888098E-13  2.913224E-13
   1.260560  2.890156E-13  2.911865E-13
   1.260720  2.895934E-13  2.910505E-13
   1.260880  2.902328E-13  2.909302E-13
   1.261030  2.903961E-13  2.907989E-13
   1.261190  2.901831E-13  2.906633E-13
   1.261350  2.898307E-13  2.905431E-13
   1.261510  2.880541E-13  2.904074E-13
   1.261670  2.853187E-13  2.902874E-13
   1.261830  2.861903E-13  2.901519E-13
   1.261990  2.875411E-13  2.900164E-13
   1.262150  2.889994E-13  2.898964E-13
   1.262310  2.892044E-13  2.897611E-13
   1.262470  2.890848E-13  2.896258E-13
   1.262630  2.889497E-13  2.895061E-13
   1.262790  2.888147E-13  2.893709E-13
   1.262950  2.886798E-13  2.892513E-13
   1.263100  2.885339E-13  2.891208E-13
   1.263260  2.883991E-13  2.889858E-13
   1.263420  2.882643E-13  2.888663E-13
   1.263580  2.881142E-13  2.887314E-13
   1.263740  2.879795E-13  2.885966E-13
   1.263900  2.878294E-13  2.884772E-13
   1.264060  2.876332E-13  2.883426E-13
   1.264220  2.874525E-13  2.882234E-13
   1.264380  2.873643E-13  2.880888E-13
   1.264540  2.872454E-13  2.879542E-13
   1.264700  2.871112E-13  2.878352E-13
   1.264860  2.869769E-13  2.877007E-13
   1.265020  2.868119E-13  2.875664E-13
   1.265180  2.866470E-13  2.874474E-13
   1.265340  2.864822E-13  2.873132E-13
   1.265500  2.863329E-13  2.871944E-13
   1.265660  2.862143E-13  2.870603E-13
   1.265820  2.860959E-13  2.869262E-13
   1.265980  2.859620E-13  2.868076E-13
   1.266140  2.858129E-13  2.866736E-13
   1.266300  2.856485E-13  2.865397E-13
   1.266460  2.854995E-13  2.864212E-13
   1.266620  2.853352E-13  2.862874E-13
   1.266780  2.851864E-13  2.861691E-13
   1.266950  2.849871E-13  2.860309E-13
   1.267110  2.848537E-13  2.858973E-13
   1.267270  2.847204E-13  2.857791E-13
   1.267430  2.845871E-13  2.856455E-13
   1.267590  2.844540E-13  2.855274E-13
   1.267750  2.842749E-13  2.853940E-13
   1.267910  2.840499E-13  2.852607E-13
   1.268070  2.836871E-13  2.851428E-13
   1.268230  2.832632E-13  2.850095E-13
   1.268390  2.832989E-13  2.848763E-13
   1.268550  2.833806E-13  2.847586E-13
   1.268710  2.832938E-13  2.846255E-13
   1.268870  2.831612E-13  2.845078E-13
   1.269040  2.830088E-13  2.843704E-13
   1.269200  2.828457E-13  2.842375E-13
   1.269360  2.826673E-13  2.841200E-13
   1.269520  2.824890E-13  2.839872E-13
   1.269680  2.823109E-13  2.838545E-13
   1.269840  2.821327E-13  2.837372E-13
   1.270000  2.819701E-13  2.836046E-13
   1.270160  2.818073E-13  2.834873E-13
   1.270330  2.816251E-13  2.833504E-13
   1.270490  2.814473E-13  2.832180E-13
   1.270650  2.812543E-13  2.831008E-13
   1.270810  2.810462E-13  2.829686E-13
   1.270970  2.808687E-13  2.828516E-13
   1.271130  2.806760E-13  2.827194E-13
   1.271290  2.804986E-13  2.825872E-13
   1.271460  2.802864E-13  2.824659E-13
   1.271620  2.800940E-13  2.823339E-13
   1.271780  2.799016E-13  2.822019E-13
   1.271940  2.796942E-13  2.820852E-13
   1.272100  2.794716E-13  2.819534E-13
   1.272260  2.792491E-13  2.818368E-13
   1.272430  2.790375E-13  2.817006E-13
   1.272590  2.788152E-13  2.815690E-13
   1.272750  2.785930E-13  2.814525E-13
   1.272910  2.783557E-13  2.813210E-13
   1.273070  2.781185E-13  2.811894E-13
   1.273240  2.778466E-13  2.810688E-13
   1.273400  2.775793E-13  2.809373E-13
   1.273560  2.773272E-13  2.808212E-13
   1.273720  2.770601E-13  2.806899E-13
   1.273890  2.767888E-13  2.805542E-13
   1.274050  2.765068E-13  2.804383E-13
   1.274210  2.762249E-13  2.803072E-13
   1.274370  2.759128E-13  2.801912E-13
   1.274530  2.756008E-13  2.800602E-13
   1.274700  2.752848E-13  2.799249E-13
   1.274860  2.749579E-13  2.798091E-13
   1.275020  2.746009E-13  2.796783E-13
   1.275180  2.742441E-13  2.795474E-13
   1.275350  2.738681E-13  2.794275E-13
   1.275510  2.734813E-13  2.792969E-13
   1.275670  2.730644E-13  2.791813E-13
   1.275840  2.726284E-13  2.790464E-13
   1.276000  2.721817E-13  2.789159E-13
   1.276160  2.717050E-13  2.788006E-13
   1.276320  2.712134E-13  2.786702E-13
   1.276490  2.706875E-13  2.785506E-13
   1.276650  2.701510E-13  2.784203E-13
   1.276810  2.695694E-13  2.782901E-13
   1.276980  2.689538E-13  2.781707E-13
   1.277140  2.683123E-13  2.780406E-13
   1.277300  2.676410E-13  2.779256E-13
   1.277470  2.669054E-13  2.777912E-13
   1.277630  2.661443E-13  2.776613E-13
   1.277790  2.653382E-13  2.775465E-13
   1.277960  2.644680E-13  2.774123E-13
   1.278120  2.635270E-13  2.772825E-13
   1.278280  2.625261E-13  2.771679E-13
   1.278450  2.614463E-13  2.770339E-13
   1.278610  2.603108E-13  2.769193E-13
   1.278770  2.591156E-13  2.767898E-13
   1.278940  2.578266E-13  2.766559E-13
   1.279100  2.564519E-13  2.765416E-13
   1.279260  2.549574E-13  2.764121E-13
   1.279430  2.533544E-13  2.762935E-13
   1.279590  2.516357E-13  2.761643E-13
   1.279750  2.497976E-13  2.760350E-13
   1.279920  2.477909E-13  2.759165E-13
   1.280080  2.456239E-13  2.757875E-13
   1.280250  2.432737E-13  2.756541E-13
   1.280410  2.407332E-13  2.755401E-13
   1.280570  2.379685E-13  2.754112E-13
   1.280740  2.349611E-13  2.752930E-13
   1.280900  2.316737E-13  2.751641E-13
   1.281070  2.280691E-13  2.750311E-13
   1.281230  2.240946E-13  2.749174E-13
   1.281390  2.197019E-13  2.747887E-13
   1.281560  2.146779E-13  2.746707E-13
   1.281720  2.085051E-13  2.745422E-13
   1.281890  1.988685E-13  2.744094E-13
   1.282050  1.892100E-13  2.742960E-13
   1.282220  1.878410E-13  2.741633E-13
   1.282380  1.955702E-13  2.740500E-13
   1.282540  2.059468E-13  2.739216E-13
   1.282710  2.124213E-13  2.737892E-13
   1.282870  2.175334E-13  2.736759E-13
   1.283040  2.219061E-13  2.735435E-13
   1.283200  2.258012E-13  2.734305E-13
   1.283370  2.293018E-13  2.732982E-13
   1.283530  2.324751E-13  2.731702E-13
   1.283700  2.353442E-13  2.730530E-13
   1.283860  2.379762E-13  2.729252E-13
   1.284030  2.403640E-13  2.727931E-13
   1.284190  2.425303E-13  2.726804E-13
   1.284360  2.445273E-13  2.725484E-13
   1.284520  2.463479E-13  2.724357E-13
   1.284690  2.479996E-13  2.723040E-13
   1.284850  2.495050E-13  2.721764E-13
   1.285020  2.509013E-13  2.720596E-13
   1.285180  2.521813E-13  2.719322E-13
   1.285350  2.533525E-13  2.718156E-13
   1.285510  2.544225E-13  2.716882E-13
   1.285680  2.553987E-13  2.715568E-13
   1.285840  2.562889E-13  2.714445E-13
   1.286010  2.571001E-13  2.713131E-13
   1.286170  2.578554E-13  2.712009E-13
   1.286340  2.585467E-13  2.710697E-13
   1.286500  2.591672E-13  2.709428E-13
   1.286670  2.597386E-13  2.708265E-13
   1.286840  2.602652E-13  2.706955E-13
   1.287000  2.607509E-13  2.705835E-13
   1.287170  2.611579E-13  2.704526E-13
   1.287330  2.614499E-13  2.703259E-13
   1.287500  2.617970E-13  2.702099E-13
   1.287660  2.622223E-13  2.700833E-13
   1.287830  2.625690E-13  2.699526E-13
   1.288000  2.628265E-13  2.698368E-13
   1.288160  2.630433E-13  2.697103E-13
   1.288330  2.632263E-13  2.695946E-13
   1.288490  2.634281E-13  2.694683E-13
   1.288660  2.636553E-13  2.693379E-13
   1.288830  2.638379E-13  2.692224E-13
   1.288990  2.639800E-13  2.690962E-13
   1.289160  2.641031E-13  2.689807E-13
   1.289320  2.642303E-13  2.688547E-13
   1.289490  2.643088E-13  2.687245E-13
   1.289660  2.643873E-13  2.686093E-13
   1.289820  2.643661E-13  2.684834E-13
   1.289990  2.642668E-13  2.683682E-13
   1.290160  2.643452E-13  2.682383E-13
   1.290320  2.644425E-13  2.681126E-13
   1.290490  2.645503E-13  2.679975E-13
   1.290660  2.646137E-13  2.678678E-13
   1.290820  2.646517E-13  2.677570E-13
   1.290990  2.646706E-13  2.676274E-13
   1.291160  2.646601E-13  2.674978E-13
   1.291320  2.646389E-13  2.673872E-13
   1.291490  2.646430E-13  2.672577E-13
   1.291660  2.646177E-13  2.671430E-13
   1.291820  2.646112E-13  2.670179E-13
   1.291990  2.645858E-13  2.668885E-13
   1.292160  2.645457E-13  2.667740E-13
   1.292320  2.645098E-13  2.666490E-13
   1.292490  2.644549E-13  2.665345E-13
   1.292660  2.644148E-13  2.664055E-13
   1.292820  2.643642E-13  2.662806E-13
   1.292990  2.643094E-13  2.661664E-13
   1.293160  2.642546E-13  2.660374E-13
   1.293330  2.641999E-13  2.659234E-13
   1.293490  2.641198E-13  2.657987E-13
   1.293660  2.640062E-13  2.656699E-13
   1.293830  2.638633E-13  2.655559E-13
   1.294000  2.638381E-13  2.654272E-13
   1.294160  2.638464E-13  2.653175E-13
   1.294330  2.637624E-13  2.651890E-13
   1.294500  2.636931E-13  2.650605E-13
   1.294670  2.636239E-13  2.649469E-13
   1.294830  2.635588E-13  2.648226E-13
   1.295000  2.634161E-13  2.647090E-13
   1.295170  2.632147E-13  2.645807E-13
   1.295340  2.630429E-13  2.644526E-13
   1.295500  2.630072E-13  2.643432E-13
   1.295670  2.630997E-13  2.642151E-13
   1.295840  2.630160E-13  2.641018E-13
   1.296010  2.629323E-13  2.639738E-13
   1.296180  2.628487E-13  2.638459E-13
   1.296340  2.627692E-13  2.637368E-13
   1.296510  2.626856E-13  2.636091E-13
   1.296680  2.625873E-13  2.634959E-13
   1.296850  2.624893E-13  2.633683E-13
   1.297020  2.623472E-13  2.632406E-13
   1.297190  2.621028E-13  2.631277E-13
   1.297350  2.618625E-13  2.630043E-13
   1.297520  2.617353E-13  2.628915E-13
   1.297690  2.618570E-13  2.627641E-13
   1.297860  2.618615E-13  2.626367E-13
   1.298030  2.617783E-13  2.625241E-13
   1.298200  2.616951E-13  2.623968E-13
   1.298360  2.616014E-13  2.622883E-13
   1.298530  2.614890E-13  2.621612E-13
   1.298700  2.613914E-13  2.620342E-13
   1.298870  2.612791E-13  2.619218E-13
   1.299040  2.611815E-13  2.617948E-13
   1.299210  2.610694E-13  2.616825E-13
   1.299380  2.609573E-13  2.615556E-13
   1.299550  2.608598E-13  2.614288E-13
   1.299710  2.607520E-13  2.613208E-13
   1.299880  2.606545E-13  2.611941E-13
   1.300050  2.605426E-13  2.610820E-13
   1.300220  2.604453E-13  2.609555E-13
   1.300390  2.603336E-13  2.608290E-13
   1.300560  2.602363E-13  2.607170E-13
   1.300730  2.601247E-13  2.605907E-13
   1.300900  2.600130E-13  2.604789E-13
   1.301070  2.599014E-13  2.603526E-13
   1.301240  2.597753E-13  2.602264E-13
   1.301410  2.596492E-13  2.601147E-13
   1.301570  2.595272E-13  2.599927E-13
   1.301740  2.593868E-13  2.598811E-13
   1.301910  2.592172E-13  2.597551E-13
   1.302080  2.591496E-13  2.596292E-13
   1.302250  2.590964E-13  2.595177E-13
   1.302420  2.589997E-13  2.593919E-13
   1.302590  2.589031E-13  2.592807E-13
   1.302760  2.587775E-13  2.591549E-13
   1.302930  2.586519E-13  2.590292E-13
   1.303100  2.585409E-13  2.589182E-13
   1.303270  2.584154E-13  2.587926E-13
   1.303440  2.583045E-13  2.586816E-13
   1.303610  2.581936E-13  2.585561E-13
   1.303780  2.580973E-13  2.584452E-13
   1.303950  2.580011E-13  2.583199E-13
   1.304120  2.578759E-13  2.581946E-13
   1.304290  2.577651E-13  2.580838E-13
   1.304460  2.576401E-13  2.579586E-13
   1.304630  2.575440E-13  2.578480E-13
   1.304800  2.574334E-13  2.577229E-13
   1.304970  2.573230E-13  2.575979E-13
   1.305140  2.571981E-13  2.574874E-13
   1.305310  2.570877E-13  2.573625E-13
   1.305480  2.569774E-13  2.572521E-13
   1.305650  2.568671E-13  2.571273E-13
   1.305820  2.567424E-13  2.570025E-13
   1.305990  2.566323E-13  2.568923E-13
   1.306170  2.565182E-13  2.567637E-13
   1.306340  2.564081E-13  2.566536E-13
   1.306510  2.562981E-13  2.565291E-13
   1.306680  2.561881E-13  2.564045E-13
   1.306850  2.560638E-13  2.562946E-13
   1.307020  2.559539E-13  2.561702E-13
   1.307190  2.558297E-13  2.560604E-13
   1.307360  2.557055E-13  2.559361E-13
   1.307530  2.555957E-13  2.558119E-13
   1.307700  2.554717E-13  2.557022E-13
   1.307870  2.553188E-13  2.555781E-13
   1.308040  2.551948E-13  2.554685E-13
   1.308220  2.550958E-13  2.553406E-13
   1.308390  2.550152E-13  2.552311E-13
   1.308560  2.549201E-13  2.551072E-13
   1.308730  2.547963E-13  2.549834E-13
   1.308900  2.546871E-13  2.548740E-13
   1.309070  2.545634E-13  2.547503E-13
   1.309240  2.544541E-13  2.546410E-13
   1.309410  2.543450E-13  2.545174E-13
   1.309590  2.542320E-13  2.543900E-13
   1.309760  2.541085E-13  2.542809E-13
   1.309930  2.539995E-13  2.541574E-13
   1.310100  2.538762E-13  2.540484E-13
   1.310270  2.537529E-13  2.539251E-13
   1.310440  2.536440E-13  2.538019E-13
   1.310620  2.535170E-13  2.536891E-13
   1.310790  2.534081E-13  2.535659E-13
   1.310960  2.532995E-13  2.534572E-13
   1.311130  2.531908E-13  2.533341E-13
   1.311300  2.530678E-13  2.532111E-13
   1.311480  2.529554E-13  2.530986E-13
   1.311650  2.528468E-13  2.529757E-13
   1.311820  2.527241E-13  2.528673E-13
   1.311990  2.526013E-13  2.527444E-13
   1.312160  2.524643E-13  2.526360E-13
   1.312340  2.522663E-13  2.525095E-13
   1.312510  2.515573E-13  2.523869E-13
   1.312680  2.510060E-13  2.522786E-13
   1.312850  2.513555E-13  2.521561E-13
   1.313030  2.516439E-13  2.520441E-13
   1.313200  2.517931E-13  2.519217E-13
   1.313370  2.516851E-13  2.517993E-13
   1.313540  2.515628E-13  2.516913E-13
   1.313720  2.514368E-13  2.515653E-13
   1.313890  2.513289E-13  2.514574E-13
   1.314060  2.512210E-13  2.513352E-13
   1.314230  2.511133E-13  2.512274E-13
   1.314410  2.509874E-13  2.511015E-13
   1.314580  2.508798E-13  2.509796E-13
   1.314750  2.507579E-13  2.508719E-13
   1.314920  2.506360E-13  2.507500E-13
   1.315100  2.503538E-13  2.506387E-13
   1.315270  2.499757E-13  2.505169E-13
   1.315440  2.496975E-13  2.503952E-13
   1.315620  2.497146E-13  2.502840E-13
   1.315790  2.499774E-13  2.501624E-13
   1.315960  2.499413E-13  2.500551E-13
   1.316140  2.498302E-13  2.499298E-13
   1.316310  2.496804E-13  2.498083E-13
   1.316480  2.487914E-13  2.497012E-13
   1.316660  2.471457E-13  2.495760E-13
   1.316830  2.451495E-13  2.494691E-13
   1.317000  2.470039E-13  2.493478E-13
   1.317180  2.486548E-13  2.492370E-13
   1.317350  2.490023E-13  2.491159E-13
   1.317520  2.489381E-13  2.489949E-13
   1.317700  2.487566E-13  2.488843E-13
   1.317870  2.485363E-13  2.487633E-13
   1.318040  2.483730E-13  2.486566E-13
   1.318220  2.482909E-13  2.485320E-13
   1.318390  2.482978E-13  2.484112E-13
   1.318570  2.482159E-13  2.483009E-13
   1.318740  2.481094E-13  2.481802E-13
   1.318910  2.480029E-13  2.480737E-13
   1.319090  2.478786E-13  2.479494E-13
   1.319260  2.477581E-13  2.478430E-13
   1.319440  2.476481E-13  2.477188E-13
   1.319610  2.475276E-13  2.475984E-13
   1.319780  2.474214E-13  2.474922E-13
   1.319960  2.472974E-13  2.473681E-13
   1.320130  2.471913E-13  2.472620E-13
   1.320310  2.470673E-13  2.471380E-13
   1.320480  2.469613E-13  2.470320E-13
   1.320660  2.468375E-13  2.469082E-13
   1.320830  2.467175E-13  2.467881E-13
   1.321000  2.465975E-13  2.466823E-13
   1.321180  2.464879E-13  2.465585E-13
   1.321350  2.463822E-13  2.464528E-13
   1.321530  2.462587E-13  2.463292E-13
   1.321700  2.461389E-13  2.462094E-13
   1.321880  2.459732E-13  2.461001E-13
   1.322050  2.457548E-13  2.459804E-13
   1.322230  2.456739E-13  2.458712E-13
   1.322400  2.456670E-13  2.457516E-13
   1.322580  2.455720E-13  2.456425E-13
   1.322750  2.454667E-13  2.455230E-13
   1.322930  2.453435E-13  2.453998E-13
   1.323100  2.452242E-13  2.452946E-13
   1.323280  2.451153E-13  2.451716E-13
   1.323450  2.449961E-13  2.450664E-13
   1.323630  2.448873E-13  2.449435E-13
   1.323800  2.447681E-13  2.448243E-13
   1.323980  2.446594E-13  2.447156E-13
   1.324150  2.445544E-13  2.445966E-13
   1.324330  2.444037E-13  2.444879E-13
   1.324500  2.442567E-13  2.443690E-13
   1.324680  2.441622E-13  2.442604E-13
   1.324850  2.440714E-13  2.441416E-13
   1.325030  2.439770E-13  2.440191E-13
   1.325210  2.438547E-13  2.439108E-13
   1.325380  2.437360E-13  2.437921E-13
   1.325560  2.436137E-13  2.436838E-13
   1.325730  2.434952E-13  2.435653E-13
   1.325910  2.433870E-13  2.434571E-13
   1.326080  2.432826E-13  2.433387E-13
   1.326260  2.431606E-13  2.432166E-13
   1.326440  2.430385E-13  2.431086E-13
   1.326610  2.429343E-13  2.429903E-13
   1.326790  2.428123E-13  2.428823E-13
   1.326960  2.426942E-13  2.427641E-13
   1.327140  2.425864E-13  2.426563E-13
   1.327320  2.424647E-13  2.425346E-13
   1.327490  2.423606E-13  2.424165E-13
   1.327670  2.422250E-13  2.423088E-13
   1.327840  2.421350E-13  2.421909E-13
   1.328020  2.420275E-13  2.420834E-13
   1.328200  2.419200E-13  2.419619E-13
   1.328370  2.418022E-13  2.418441E-13
   1.328550  2.416948E-13  2.417366E-13
   1.328730  2.415735E-13  2.416154E-13
   1.328900  2.413722E-13  2.415117E-13
   1.329080  2.411952E-13  2.413905E-13
   1.329260  2.411299E-13  2.412833E-13
   1.329430  2.410822E-13  2.411658E-13
   1.329610  2.410030E-13  2.410448E-13
   1.329790  2.408959E-13  2.409378E-13
   1.329960  2.407786E-13  2.408205E-13
   1.330140  2.406578E-13  2.407135E-13
   1.330320  2.405369E-13  2.405926E-13
   1.330490  2.404338E-13  2.404894E-13
   1.330670  2.403270E-13  2.403687E-13
   1.330850  2.402202E-13  2.402480E-13
   1.331030  2.400996E-13  2.401413E-13
   1.331200  2.399827E-13  2.400244E-13
   1.331380  2.398761E-13  2.399178E-13
   1.331560  2.397557E-13  2.397974E-13
   1.331740  2.396353E-13  2.396909E-13
   1.331910  2.395186E-13  2.395741E-13
   1.332090  2.393844E-13  2.394538E-13
   1.332270  2.392642E-13  2.393475E-13
   1.332450  2.391718E-13  2.392273E-13
   1.332620  2.390830E-13  2.391246E-13
   1.332800  2.389769E-13  2.390046E-13
   1.332980  2.388568E-13  2.388984E-13
   1.333160  2.387508E-13  2.387785E-13
   1.333330  2.386345E-13  2.386622E-13
   1.333510  2.385285E-13  2.385562E-13
   1.333690  2.384087E-13  2.384364E-13
   1.333870  2.383028E-13  2.383305E-13
   1.334040  2.381867E-13  2.382144E-13
   1.334220  2.380809E-13  2.381086E-13
   1.334400  2.379613E-13  2.379890E-13
   1.334580  2.378418E-13  2.378695E-13
   1.334760  2.377362E-13  2.377639E-13
   1.334940  2.376168E-13  2.376444E-13
   1.335110  2.375148E-13  2.375424E-13
   1.335290  2.373954E-13  2.374231E-13
   1.335470  2.372624E-13  2.373177E-13
   1.335650  2.371432E-13  2.371985E-13
   1.335830  2.370517E-13  2.370793E-13
   1.336010  2.369464E-13  2.369740E-13
   1.336180  2.368447E-13  2.368585E-13
   1.336360  2.367257E-13  2.367533E-13
   1.336540  2.366206E-13  2.366344E-13
   1.336720  2.365017E-13  2.365293E-13
   1.336900  2.363691E-13  2.364105E-13
   1.337080  2.362503E-13  2.362917E-13
   1.337260  2.361316E-13  2.361867E-13
   1.337430  2.360441E-13  2.360716E-13
   1.337610  2.359392E-13  2.359668E-13
   1.337790  2.358207E-13  2.358482E-13
   1.337970  2.357159E-13  2.357435E-13
   1.338150  2.355975E-13  2.356250E-13
   1.338330  2.354791E-13  2.355204E-13
   1.338510  2.353745E-13  2.354020E-13
   1.338690  2.352563E-13  2.352837E-13
   1.338870  2.351517E-13  2.351792E-13
   1.339050  2.350335E-13  2.350610E-13
   1.339230  2.348880E-13  2.349567E-13
   1.339410  2.347287E-13  2.348385E-13
   1.339580  2.346142E-13  2.347378E-13
   1.339760  2.345374E-13  2.346198E-13
   1.339940  2.344607E-13  2.345018E-13
   1.340120  2.343703E-13  2.343977E-13
   1.340300  2.342661E-13  2.342799E-13
   1.340480  2.341484E-13  2.341759E-13
   1.340660  2.340444E-13  2.340581E-13
   1.340840  2.339268E-13  2.339542E-13
   1.341020  2.337955E-13  2.338366E-13
   1.341200  2.336505E-13  2.337190E-13
   1.341380  2.335193E-13  2.336152E-13
   1.341560  2.334293E-13  2.334978E-13
   1.341740  2.333119E-13  2.333941E-13
   1.341920  2.331946E-13  2.332767E-13
   1.342100  2.330773E-13  2.331731E-13
   1.342280  2.329875E-13  2.330559E-13
   1.342460  2.329114E-13  2.329524E-13
   1.342640  2.328079E-13  2.328352E-13
   1.342820  2.326909E-13  2.327182E-13
   1.343000  2.325192E-13  2.326148E-13
   1.343180  2.322930E-13  2.324978E-13
   1.343360  2.321488E-13  2.323946E-13
   1.343540  2.321002E-13  2.322777E-13
   1.343720  2.321064E-13  2.321745E-13
   1.343910  2.320134E-13  2.320543E-13
   1.344090  2.319240E-13  2.319376E-13
   1.344270  2.318074E-13  2.318346E-13
   1.344450  2.316908E-13  2.317180E-13
   1.344630  2.315878E-13  2.316151E-13
   1.344810  2.314850E-13  2.314986E-13
   1.344990  2.313549E-13  2.313958E-13
   1.345170  2.312385E-13  2.312794E-13
   1.345350  2.311358E-13  2.311767E-13
   1.345530  2.310332E-13  2.310604E-13
