

This is a high resolution (resolving power=4000) Kurucz Vega model wavelength-extended to 303.2 microns.

Column 2 is the line blanketted emergent spectrum.

Column 3 is the unblanketted atmosphere's spectrum

A total error of 1.46% (global bias) can be assigned to the 2nd Column.


M. Cohen
26/05/1996
KURUCZ VEGA MODEL                       
TEFF  9400.K   log(GRAV)  3.900 TITLE SDSC GRID  [-0.5] i.e. metal poor
VTURB 0.0 KM/S      RESOLVING POWER 4000  Absolutely calibrated by M. Cohen (provided 01/06/96)

  Wavelength   F-lambda      F-lambda 
                (model)     (continuum)
   (microns)   W/cm2/um      W/cm2/um
   2.287810  3.442229E-14  3.519855E-14
   2.288330  3.439347E-14  3.516844E-14
   2.288850  3.436468E-14  3.513788E-14
   2.289380  3.433514E-14  3.510705E-14
   2.289900  3.430640E-14  3.507701E-14
   2.290430  3.427596E-14  3.504622E-14
   2.290950  3.420359E-14  3.501622E-14
   2.291480  3.416713E-14  3.498548E-14
   2.292000  3.418540E-14  3.495507E-14
   2.292530  3.416069E-14  3.492485E-14
   2.293050  3.413114E-14  3.489448E-14
   2.293580  3.409991E-14  3.486430E-14
   2.294100  3.407134E-14  3.483399E-14
   2.294630  3.404438E-14  3.480386E-14
   2.295160  3.401509E-14  3.477329E-14
   2.295680  3.398145E-14  3.474351E-14
   2.296210  3.395314E-14  3.471298E-14
   2.296740  3.392300E-14  3.468249E-14
   2.297270  3.389147E-14  3.465248E-14
   2.297790  3.387007E-14  3.462233E-14
   2.298320  3.384232E-14  3.459237E-14
   2.298850  3.380947E-14  3.456197E-14
   2.299380  3.377525E-14  3.453206E-14
   2.299910  3.375409E-14  3.450171E-14
   2.300440  3.372550E-14  3.447184E-14
   2.300970  3.369740E-14  3.444153E-14
   2.301500  3.366839E-14  3.441172E-14
   2.302030  3.363940E-14  3.438146E-14
   2.302560  3.361091E-14  3.435169E-14
   2.303090  3.358243E-14  3.432195E-14
   2.303620  3.355352E-14  3.429176E-14
   2.304150  3.352324E-14  3.426207E-14
   2.304680  3.349576E-14  3.423194E-14
   2.305210  3.346599E-14  3.420229E-14
   2.305740  3.343670E-14  3.417220E-14
   2.306270  3.341021E-14  3.414259E-14
   2.306810  3.338067E-14  3.411225E-14
   2.307340  3.335238E-14  3.408270E-14
   2.307870  3.332458E-14  3.405317E-14
   2.308400  3.329449E-14  3.402321E-14
   2.308940  3.326228E-14  3.399343E-14
   2.309470  3.322761E-14  3.396350E-14
   2.310000  3.319759E-14  3.393407E-14
   2.310540  3.317561E-14  3.390390E-14
   2.311070  3.314748E-14  3.387451E-14
   2.311600  3.311890E-14  3.384515E-14
   2.312140  3.309007E-14  3.381506E-14
   2.312670  3.306201E-14  3.378574E-14
   2.313210  3.302355E-14  3.375615E-14
   2.313740  3.298173E-14  3.372642E-14
   2.314280  3.297508E-14  3.369688E-14
   2.314810  3.294573E-14  3.366720E-14
   2.315350  3.291703E-14  3.363771E-14
   2.315890  3.289158E-14  3.360824E-14
   2.316420  3.286368E-14  3.357863E-14
   2.316960  3.283459E-14  3.354921E-14
   2.317500  3.280644E-14  3.351981E-14
   2.318030  3.277630E-14  3.349027E-14
   2.318570  3.274545E-14  3.346092E-14
   2.319110  3.271967E-14  3.343159E-14
   2.319650  3.269391E-14  3.340184E-14
   2.320190  3.266588E-14  3.337256E-14
   2.320720  3.263815E-14  3.334360E-14
   2.321260  3.260925E-14  3.331391E-14
   2.321800  3.258082E-14  3.328470E-14
   2.322340  3.255334E-14  3.325552E-14
   2.322880  3.252543E-14  3.322637E-14
   2.323420  3.249753E-14  3.319677E-14
   2.323960  3.246919E-14  3.316766E-14
   2.324500  3.244088E-14  3.313857E-14
   2.325040  3.241214E-14  3.310950E-14
   2.325580  3.238206E-14  3.308000E-14
   2.326120  3.235336E-14  3.305099E-14
   2.326660  3.232879E-14  3.302200E-14
   2.327210  3.230123E-14  3.299274E-14
   2.327750  3.227306E-14  3.296334E-14
   2.328290  3.224536E-14  3.293442E-14
   2.328830  3.221769E-14  3.290551E-14
   2.329370  3.218958E-14  3.287663E-14
   2.329920  3.216169E-14  3.284705E-14
   2.330460  3.213362E-14  3.281821E-14
   2.331000  3.210604E-14  3.278940E-14
   2.331550  3.207774E-14  3.276034E-14
   2.332090  3.205021E-14  3.273158E-14
   2.332630  3.202225E-14  3.270239E-14
   2.333180  3.199447E-14  3.267340E-14
   2.333720  3.196655E-14  3.264470E-14
   2.334270  3.193882E-14  3.261576E-14
   2.334810  3.191049E-14  3.258711E-14
   2.335360  3.187649E-14  3.255776E-14
   2.335900  3.185318E-14  3.252917E-14
   2.336450  3.182825E-14  3.250032E-14
   2.336990  3.180091E-14  3.247176E-14
   2.337540  3.177331E-14  3.244294E-14
   2.338090  3.173854E-14  3.241416E-14
   2.338630  3.170406E-14  3.238524E-14
   2.339180  3.168736E-14  3.235650E-14
   2.339730  3.166076E-14  3.232778E-14
   2.340280  3.163328E-14  3.229909E-14
   2.340820  3.160744E-14  3.227070E-14
   2.341370  3.158001E-14  3.224206E-14
   2.341920  3.155261E-14  3.221345E-14
   2.342470  3.152522E-14  3.218485E-14
   2.343020  3.149740E-14  3.215627E-14
   2.343570  3.146961E-14  3.212727E-14
   2.344120  3.144004E-14  3.209875E-14
   2.344670  3.140872E-14  3.207025E-14
   2.345220  3.138368E-14  3.204176E-14
   2.345770  3.135733E-14  3.201331E-14
   2.346320  3.132651E-14  3.198487E-14
   2.346870  3.129975E-14  3.195646E-14
   2.347420  3.127257E-14  3.192808E-14
   2.347970  3.124540E-14  3.189971E-14
   2.348520  3.121782E-14  3.187137E-14
   2.349070  3.119070E-14  3.184305E-14
   2.349620  3.116360E-14  3.181475E-14
   2.350180  3.113582E-14  3.178622E-14
   2.350730  3.110832E-14  3.175797E-14
   2.351280  3.108128E-14  3.172974E-14
   2.351830  3.105383E-14  3.170154E-14
   2.352390  3.102703E-14  3.167265E-14
   2.352940  3.100006E-14  3.164449E-14
   2.353490  3.097312E-14  3.161636E-14
   2.354050  3.094593E-14  3.158797E-14
   2.354600  3.091859E-14  3.155988E-14
   2.355160  3.089145E-14  3.153155E-14
   2.355710  3.086460E-14  3.150351E-14
   2.356270  3.083617E-14  3.147523E-14
   2.356820  3.080847E-14  3.144722E-14
   2.357380  3.077921E-14  3.141899E-14
   2.357930  3.075510E-14  3.139148E-14
   2.358490  3.072898E-14  3.136329E-14
   2.359050  3.070200E-14  3.133512E-14
   2.359600  3.067529E-14  3.130724E-14
   2.360160  3.064836E-14  3.127911E-14
   2.360720  3.062100E-14  3.125101E-14
   2.361280  3.059410E-14  3.122293E-14
   2.361830  3.056704E-14  3.119514E-14
   2.362390  3.054064E-14  3.116711E-14
   2.362950  3.051381E-14  3.113910E-14
   2.363510  3.048700E-14  3.111112E-14
   2.364070  3.045976E-14  3.108314E-14
   2.364630  3.043300E-14  3.105521E-14
   2.365180  3.040608E-14  3.102755E-14
   2.365740  3.037936E-14  3.099966E-14
   2.366300  3.035222E-14  3.097222E-14
   2.366860  3.032554E-14  3.094437E-14
   2.367420  3.029889E-14  3.091655E-14
   2.367980  3.027138E-14  3.088875E-14
   2.368550  3.024451E-14  3.086070E-14
   2.369110  3.021836E-14  3.083294E-14
   2.369670  3.019180E-14  3.080522E-14
   2.370230  3.016437E-14  3.077750E-14
   2.370790  3.013873E-14  3.075025E-14
   2.371350  3.011222E-14  3.072258E-14
   2.371920  3.008506E-14  3.069469E-14
   2.372480  3.005816E-14  3.066706E-14
   2.373040  3.003129E-14  3.063947E-14
   2.373610  3.000200E-14  3.061163E-14
   2.374170  2.996905E-14  3.058452E-14
   2.374730  2.994574E-14  3.055698E-14
   2.375300  2.992395E-14  3.052922E-14
   2.375860  2.989848E-14  3.050173E-14
   2.376430  2.987237E-14  3.047401E-14
   2.376990  2.984652E-14  3.044658E-14
   2.377560  2.982044E-14  3.041933E-14
   2.378120  2.979420E-14  3.039194E-14
   2.378690  2.976773E-14  3.036432E-14
   2.379250  2.974066E-14  3.033696E-14
   2.379820  2.971380E-14  3.030982E-14
   2.380390  2.968653E-14  3.028226E-14
   2.380950  2.965996E-14  3.025498E-14
   2.381520  2.963230E-14  3.022746E-14
   2.382090  2.960552E-14  3.019997E-14
   2.382650  2.957989E-14  3.017319E-14
   2.383220  2.955316E-14  3.014575E-14
   2.383790  2.952342E-14  3.011832E-14
   2.384360  2.949327E-14  3.009092E-14
   2.384930  2.946445E-14  3.006398E-14
   2.385500  2.944171E-14  3.003663E-14
   2.386070  2.941639E-14  3.000929E-14
   2.386630  2.938140E-14  2.998267E-14
   2.387200  2.936564E-14  2.995538E-14
   2.387770  2.934125E-14  2.992812E-14
   2.388340  2.931472E-14  2.990087E-14
   2.388920  2.928797E-14  2.987384E-14
   2.389490  2.926061E-14  2.984664E-14
   2.390060  2.923329E-14  2.981946E-14
   2.390630  2.920599E-14  2.979275E-14
   2.391200  2.917870E-14  2.976561E-14
   2.391770  2.915187E-14  2.973850E-14
   2.392340  2.912593E-14  2.971185E-14
   2.392920  2.909891E-14  2.968454E-14
   2.393490  2.907301E-14  2.965750E-14
   2.394060  2.904884E-14  2.963091E-14
   2.394640  2.902360E-14  2.960367E-14
   2.395210  2.899905E-14  2.957670E-14
   2.395780  2.897366E-14  2.955018E-14
   2.396360  2.894849E-14  2.952300E-14
   2.396930  2.892400E-14  2.949610E-14
   2.397510  2.889843E-14  2.946940E-14
   2.398080  2.887056E-14  2.944253E-14
   2.398660  2.884333E-14  2.941588E-14
   2.399230  2.881721E-14  2.938907E-14
   2.399810  2.878873E-14  2.936202E-14
   2.400380  2.876010E-14  2.933569E-14
   2.400960  2.873338E-14  2.930869E-14
   2.401540  2.870626E-14  2.928214E-14
   2.402110  2.867982E-14  2.925544E-14
   2.402690  2.865233E-14  2.922851E-14
   2.403270  2.862613E-14  2.920203E-14
   2.403850  2.860037E-14  2.917515E-14
   2.404420  2.855656E-14  2.914897E-14
   2.405000  2.852191E-14  2.912213E-14
   2.405580  2.852135E-14  2.909573E-14
   2.406160  2.850166E-14  2.906895E-14
   2.406740  2.847941E-14  2.904260E-14
   2.407320  2.845591E-14  2.901585E-14
   2.407900  2.843115E-14  2.898955E-14
   2.408480  2.840387E-14  2.896285E-14
   2.409060  2.838128E-14  2.893616E-14
   2.409640  2.835701E-14  2.890994E-14
   2.410220  2.833149E-14  2.888330E-14
   2.410800  2.830471E-14  2.885710E-14
   2.411380  2.827754E-14  2.883052E-14
   2.411960  2.824954E-14  2.880437E-14
   2.412550  2.821625E-14  2.877758E-14
   2.413130  2.817477E-14  2.875148E-14
   2.413710  2.815742E-14  2.872497E-14
   2.414290  2.813290E-14  2.869892E-14
   2.414880  2.810310E-14  2.867222E-14
   2.415460  2.807271E-14  2.864621E-14
   2.416040  2.804109E-14  2.862021E-14
   2.416630  2.801939E-14  2.859359E-14
   2.417210  2.799793E-14  2.856763E-14
   2.417790  2.797564E-14  2.854128E-14
   2.418380  2.795315E-14  2.851514E-14
   2.418960  2.793217E-14  2.848884E-14
   2.419550  2.791055E-14  2.846274E-14
   2.420140  2.788853E-14  2.843625E-14
   2.420720  2.786676E-14  2.841043E-14
   2.421310  2.784435E-14  2.838439E-14
   2.421890  2.782010E-14  2.835820E-14
   2.422480  2.779353E-14  2.833221E-14
   2.423070  2.776825E-14  2.830583E-14
   2.423650  2.774322E-14  2.828012E-14
   2.424240  2.771588E-14  2.825420E-14
   2.424830  2.768940E-14  2.822787E-14
   2.425420  2.766295E-14  2.820200E-14
   2.426010  2.763526E-14  2.817572E-14
   2.426600  2.760508E-14  2.814988E-14
   2.427180  2.757391E-14  2.812431E-14
   2.427770  2.754294E-14  2.809809E-14
   2.428360  2.751201E-14  2.807232E-14
   2.428950  2.747944E-14  2.804658E-14
   2.429540  2.744606E-14  2.802043E-14
   2.430130  2.741438E-14  2.799474E-14
   2.430720  2.738523E-14  2.796905E-14
   2.431320  2.736004E-14  2.794274E-14
   2.431910  2.733510E-14  2.791711E-14
   2.432500  2.731310E-14  2.789149E-14
   2.433090  2.729486E-14  2.786548E-14
   2.433680  2.727663E-14  2.783991E-14
   2.434270  2.725842E-14  2.781435E-14
   2.434870  2.723834E-14  2.778818E-14
   2.435460  2.721892E-14  2.776267E-14
   2.436050  2.720282E-14  2.773718E-14
   2.436650  2.718238E-14  2.771149E-14
   2.437240  2.716050E-14  2.768563E-14
   2.437840  2.713801E-14  2.765998E-14
   2.438430  2.711660E-14  2.763458E-14
   2.439020  2.709727E-14  2.760879E-14
   2.439620  2.707317E-14  2.758320E-14
   2.440210  2.704809E-14  2.755787E-14
   2.440810  2.702197E-14  2.753233E-14
   2.441410  2.699464E-14  2.750640E-14
   2.442000  2.696217E-14  2.748112E-14
   2.442600  2.693406E-14  2.745564E-14
   2.443200  2.690722E-14  2.743019E-14
   2.443790  2.687524E-14  2.740498E-14
   2.444390  2.684185E-14  2.737917E-14
   2.444990  2.680642E-14  2.735377E-14
   2.445590  2.677060E-14  2.732840E-14
   2.446180  2.673258E-14  2.730328E-14
   2.446780  2.669436E-14  2.727755E-14
   2.447380  2.665577E-14  2.725225E-14
   2.447980  2.661927E-14  2.722696E-14
   2.448580  2.658855E-14  2.720170E-14
   2.449180  2.656280E-14  2.717647E-14
   2.449780  2.654157E-14  2.715125E-14
   2.450380  2.652612E-14  2.712564E-14
   2.450980  2.651313E-14  2.710047E-14
   2.451580  2.650179E-14  2.707531E-14
   2.452180  2.649088E-14  2.705019E-14
   2.452780  2.648078E-14  2.702508E-14
   2.453390  2.646721E-14  2.699977E-14
   2.453990  2.645222E-14  2.697429E-14
   2.454590  2.643765E-14  2.694924E-14
   2.455190  2.641533E-14  2.692423E-14
   2.455800  2.639731E-14  2.689900E-14
   2.456400  2.638237E-14  2.687402E-14
   2.457000  2.634296E-14  2.684906E-14
   2.457610  2.632825E-14  2.682390E-14
   2.458210  2.631907E-14  2.679899E-14
   2.458810  2.629685E-14  2.677409E-14
   2.459420  2.627159E-14  2.674859E-14
   2.460020  2.624656E-14  2.672374E-14
   2.460630  2.622012E-14  2.669869E-14
   2.461240  2.619045E-14  2.667366E-14
   2.461840  2.616020E-14  2.664886E-14
   2.462450  2.612977E-14  2.662388E-14
   2.463050  2.609755E-14  2.659913E-14
   2.463660  2.605337E-14  2.657420E-14
   2.464270  2.602262E-14  2.654927E-14
   2.464880  2.599028E-14  2.652437E-14
   2.465480  2.594844E-14  2.649971E-14
   2.466090  2.590684E-14  2.647485E-14
   2.466700  2.586124E-14  2.645002E-14
   2.467310  2.581323E-14  2.642520E-14
   2.467920  2.576367E-14  2.640041E-14
   2.468530  2.571373E-14  2.637564E-14
   2.469140  2.566829E-14  2.635089E-14
   2.469750  2.562976E-14  2.632616E-14
   2.470360  2.560459E-14  2.630145E-14
   2.470970  2.559760E-14  2.627676E-14
   2.471580  2.559666E-14  2.625209E-14
   2.472190  2.559814E-14  2.622745E-14
   2.472800  2.559881E-14  2.620283E-14
   2.473410  2.559182E-14  2.617823E-14
   2.474020  2.559370E-14  2.615364E-14
   2.474630  2.559195E-14  2.612909E-14
   2.475250  2.558476E-14  2.610433E-14
   2.475860  2.557536E-14  2.607981E-14
   2.476470  2.556478E-14  2.605532E-14
   2.477090  2.555158E-14  2.603063E-14
   2.477700  2.553699E-14  2.600618E-14
   2.478310  2.552121E-14  2.598174E-14
   2.478930  2.550364E-14  2.595712E-14
   2.479540  2.546744E-14  2.593273E-14
   2.480160  2.541786E-14  2.590815E-14
   2.480770  2.543018E-14  2.588379E-14
   2.481390  2.542308E-14  2.585966E-14
   2.482010  2.539238E-14  2.583514E-14
   2.482620  2.534913E-14  2.581086E-14
   2.483240  2.534686E-14  2.578638E-14
   2.483850  2.532682E-14  2.576213E-14
   2.484470  2.529982E-14  2.573771E-14
   2.485090  2.527163E-14  2.571329E-14
   2.485710  2.524188E-14  2.568890E-14
   2.486330  2.518066E-14  2.566453E-14
   2.486940  2.513087E-14  2.564079E-14
   2.487560  2.514183E-14  2.561646E-14
   2.488180  2.510622E-14  2.559216E-14
   2.488800  2.506468E-14  2.556787E-14
   2.489420  2.502039E-14  2.554361E-14
   2.490040  2.496024E-14  2.551936E-14
   2.490660  2.491009E-14  2.549554E-14
   2.491280  2.486553E-14  2.547134E-14
   2.491900  2.480951E-14  2.544716E-14
   2.492520  2.474402E-14  2.542300E-14
   2.493140  2.467464E-14  2.539886E-14
   2.493770  2.460472E-14  2.537454E-14
   2.494390  2.453943E-14  2.535084E-14
   2.495010  2.449082E-14  2.532676E-14
   2.495630  2.446679E-14  2.530271E-14
   2.496260  2.447224E-14  2.527847E-14
   2.496880  2.449447E-14  2.525486E-14
   2.497500  2.451746E-14  2.523086E-14
   2.498130  2.453550E-14  2.520669E-14
   2.498750  2.453082E-14  2.518274E-14
   2.499380  2.456027E-14  2.515861E-14
   2.500000  2.459973E-14  2.513509E-14
   2.500630  2.463659E-14  2.511100E-14
   2.501250  2.463737E-14  2.508713E-14
   2.501880  2.463245E-14  2.506308E-14
   2.502500  2.462496E-14  2.503965E-14
   2.503130  2.461532E-14  2.501564E-14
   2.503760  2.460411E-14  2.499165E-14
   2.504380  2.459076E-14  2.496828E-14
   2.505010  2.457642E-14  2.494433E-14
   2.505640  2.456093E-14  2.492042E-14
   2.506270  2.454309E-14  2.489652E-14
   2.506890  2.452154E-14  2.487322E-14
   2.507520  2.450570E-14  2.484936E-14
   2.508150  2.448595E-14  2.482552E-14
   2.508780  2.446464E-14  2.480209E-14
   2.509410  2.444258E-14  2.477830E-14
   2.510040  2.442093E-14  2.475451E-14
   2.510670  2.439695E-14  2.473115E-14
   2.511300  2.437025E-14  2.470741E-14
   2.511930  2.434983E-14  2.468370E-14
   2.512560  2.432591E-14  2.466039E-14
   2.513190  2.429850E-14  2.463672E-14
   2.513830  2.426819E-14  2.461286E-14
   2.514460  2.424396E-14  2.458963E-14
   2.515090  2.421467E-14  2.456601E-14
   2.515720  2.418386E-14  2.454281E-14
   2.516360  2.415016E-14  2.451904E-14
   2.516990  2.411435E-14  2.449549E-14
   2.517620  2.407079E-14  2.447235E-14
   2.518260  2.402359E-14  2.444864E-14
   2.518890  2.399371E-14  2.442516E-14
   2.519530  2.394853E-14  2.440188E-14
   2.520160  2.389738E-14  2.437843E-14
   2.520800  2.384065E-14  2.435519E-14
   2.521430  2.377797E-14  2.433179E-14
   2.522070  2.370819E-14  2.430859E-14
   2.522700  2.363092E-14  2.428523E-14
   2.523340  2.354541E-14  2.426168E-14
   2.523980  2.345148E-14  2.423856E-14
   2.524610  2.335318E-14  2.421525E-14
   2.525250  2.325904E-14  2.419216E-14
   2.525890  2.318702E-14  2.416870E-14
   2.526530  2.317642E-14  2.414564E-14
   2.527170  2.321253E-14  2.412223E-14
   2.527810  2.326324E-14  2.409922E-14
   2.528450  2.331429E-14  2.407585E-14
   2.529080  2.335968E-14  2.405306E-14
   2.529720  2.339715E-14  2.402973E-14
   2.530360  2.342687E-14  2.400680E-14
   2.531000  2.344965E-14  2.398351E-14
   2.531650  2.346529E-14  2.396043E-14
   2.532290  2.347609E-14  2.393718E-14
   2.532930  2.347960E-14  2.391433E-14
   2.533570  2.347925E-14  2.389112E-14
   2.534210  2.348082E-14  2.386831E-14
   2.534850  2.347586E-14  2.384514E-14
   2.535500  2.346958E-14  2.382218E-14
   2.536140  2.345927E-14  2.379905E-14
   2.536780  2.344092E-14  2.377633E-14
   2.537430  2.343504E-14  2.375305E-14
   2.538070  2.342246E-14  2.373036E-14
   2.538720  2.340511E-14  2.370713E-14
   2.539360  2.338950E-14  2.368448E-14
   2.540010  2.337104E-14  2.366166E-14
   2.540650  2.335392E-14  2.363868E-14
   2.541300  2.333243E-14  2.361590E-14
   2.541940  2.331001E-14  2.359295E-14
   2.542590  2.329275E-14  2.357022E-14
   2.543230  2.327532E-14  2.354731E-14
   2.543880  2.325543E-14  2.352462E-14
   2.544530  2.323366E-14  2.350195E-14
   2.545180  2.321153E-14  2.347892E-14
   2.545820  2.318959E-14  2.345646E-14
   2.546470  2.316598E-14  2.343385E-14
   2.547120  2.314010E-14  2.341088E-14
   2.547770  2.311121E-14  2.338831E-14
   2.548420  2.308804E-14  2.336538E-14
   2.549070  2.306679E-14  2.334284E-14
   2.549720  2.303987E-14  2.332033E-14
   2.550370  2.301183E-14  2.329746E-14
   2.551020  2.295923E-14  2.327499E-14
   2.551670  2.293202E-14  2.325254E-14
   2.552320  2.292298E-14  2.322973E-14
   2.552970  2.288712E-14  2.320732E-14
   2.553630  2.285526E-14  2.318474E-14
   2.554280  2.281493E-14  2.316199E-14
   2.554930  2.277199E-14  2.313964E-14
   2.555580  2.273438E-14  2.311730E-14
   2.556240  2.266797E-14  2.309481E-14
   2.556890  2.261273E-14  2.307214E-14
   2.557540  2.257449E-14  2.304987E-14
   2.558200  2.251277E-14  2.302743E-14
   2.558850  2.244037E-14  2.300482E-14
   2.559510  2.235809E-14  2.298243E-14
   2.560160  2.226366E-14  2.296024E-14
   2.560820  2.215863E-14  2.293788E-14
   2.561480  2.203756E-14  2.291517E-14
   2.562130  2.190102E-14  2.289304E-14
   2.562790  2.174568E-14  2.287074E-14
   2.563450  2.159013E-14  2.284847E-14
   2.564100  2.146901E-14  2.282602E-14
   2.564760  2.147144E-14  2.280378E-14
   2.565420  2.156971E-14  2.278157E-14
   2.566080  2.167798E-14  2.275937E-14
   2.566740  2.177978E-14  2.273683E-14
   2.567390  2.186183E-14  2.271485E-14
   2.568050  2.194026E-14  2.269271E-14
   2.568710  2.200031E-14  2.267060E-14
   2.569370  2.204425E-14  2.264850E-14
   2.570030  2.206128E-14  2.262605E-14
   2.570690  2.209022E-14  2.260400E-14
   2.571360  2.212380E-14  2.258178E-14
   2.572020  2.214224E-14  2.255977E-14
   2.572680  2.215099E-14  2.253777E-14
   2.573340  2.215488E-14  2.251579E-14
   2.574000  2.214538E-14  2.249347E-14
   2.574670  2.212866E-14  2.247136E-14
   2.575330  2.214406E-14  2.244943E-14
   2.575990  2.213791E-14  2.242754E-14
   2.576660  2.212826E-14  2.240548E-14
   2.577320  2.211692E-14  2.238362E-14
   2.577980  2.210412E-14  2.236178E-14
   2.578650  2.208782E-14  2.233941E-14
   2.579310  2.205763E-14  2.231762E-14
   2.579980  2.205062E-14  2.229566E-14
   2.580650  2.204065E-14  2.227373E-14
   2.581310  2.202309E-14  2.225198E-14
   2.581980  2.200316E-14  2.223009E-14
   2.582640  2.198379E-14  2.220839E-14
   2.583310  2.196057E-14  2.218653E-14
   2.583980  2.190490E-14  2.216469E-14
   2.584650  2.189982E-14  2.214288E-14
   2.585320  2.189547E-14  2.212108E-14
   2.585980  2.185593E-14  2.209910E-14
   2.586650  2.185124E-14  2.207735E-14
   2.587320  2.184654E-14  2.205560E-14
   2.587990  2.182493E-14  2.203389E-14
   2.588660  2.180298E-14  2.201219E-14
   2.589330  2.178067E-14  2.199051E-14
   2.590000  2.175802E-14  2.196885E-14
   2.590670  2.173539E-14  2.194721E-14
   2.591340  2.171203E-14  2.192558E-14
   2.592020  2.168781E-14  2.190381E-14
   2.592690  2.166267E-14  2.188223E-14
   2.593360  2.163572E-14  2.186067E-14
   2.594030  2.161320E-14  2.183912E-14
   2.594710  2.158724E-14  2.181744E-14
   2.595380  2.156037E-14  2.179593E-14
   2.596050  2.153278E-14  2.177444E-14
   2.596730  2.150214E-14  2.175281E-14
   2.597400  2.147425E-14  2.173136E-14
   2.598080  2.144439E-14  2.170976E-14
   2.598750  2.141254E-14  2.168836E-14
   2.599430  2.137801E-14  2.166680E-14
   2.600100  2.134220E-14  2.164543E-14
   2.600780  2.129899E-14  2.162392E-14
   2.601460  2.123398E-14  2.160278E-14
   2.602130  2.121904E-14  2.158147E-14
   2.602810  2.117522E-14  2.156001E-14
   2.603490  2.112345E-14  2.153858E-14
   2.604170  2.106737E-14  2.151716E-14
   2.604850  2.100444E-14  2.149575E-14
   2.605520  2.093484E-14  2.147454E-14
   2.606200  2.085645E-14  2.145318E-14
   2.606880  2.076689E-14  2.143183E-14
   2.607560  2.066511E-14  2.141051E-14
   2.608240  2.054749E-14  2.138921E-14
   2.608920  2.041117E-14  2.136829E-14
   2.609600  2.025327E-14  2.134702E-14
   2.610280  2.007023E-14  2.132577E-14
   2.610970  1.986048E-14  2.130438E-14
   2.611650  1.962725E-14  2.128317E-14
   2.612330  1.939463E-14  2.126199E-14
   2.613010  1.938454E-14  2.124082E-14
   2.613700  1.956005E-14  2.121987E-14
   2.614380  1.973336E-14  2.119874E-14
   2.615060  1.987659E-14  2.117762E-14
   2.615750  1.998566E-14  2.115637E-14
   2.616430  2.006165E-14  2.113530E-14
   2.617120  2.010611E-14  2.111408E-14
   2.617800  2.012048E-14  2.109341E-14
   2.618490  2.010484E-14  2.107223E-14
   2.619170  2.006280E-14  2.105123E-14
   2.619860  1.999013E-14  2.103009E-14
   2.620550  1.988524E-14  2.100897E-14
   2.621230  1.974619E-14  2.098839E-14
   2.621920  1.956591E-14  2.096731E-14
   2.622610  1.933924E-14  2.094625E-14
   2.623290  1.906319E-14  2.092537E-14
   2.623980  1.871750E-14  2.090470E-14
   2.624670  1.825486E-14  2.088370E-14
   2.625360  1.739554E-14  2.086271E-14
   2.626050  1.691335E-14  2.084174E-14
   2.626740  1.788900E-14  2.082080E-14
   2.627430  1.844567E-14  2.080023E-14
   2.628120  1.880198E-14  2.077931E-14
   2.628810  1.907734E-14  2.075843E-14
   2.629500  1.929647E-14  2.073791E-14
   2.630190  1.947298E-14  2.071707E-14
   2.630890  1.961569E-14  2.069607E-14
   2.631580  1.973135E-14  2.067526E-14
   2.632270  1.982449E-14  2.065482E-14
   2.632960  1.989940E-14  2.063404E-14
   2.633660  1.995916E-14  2.061313E-14
   2.634350  2.000622E-14  2.059275E-14
   2.635050  2.003924E-14  2.057187E-14
   2.635740  2.007131E-14  2.055117E-14
   2.636440  2.009574E-14  2.053069E-14
   2.637130  2.011180E-14  2.051003E-14
   2.637830  2.012273E-14  2.048923E-14
   2.638520  2.012990E-14  2.046896E-14
   2.639220  2.012736E-14  2.044820E-14
   2.639920  2.010007E-14  2.042745E-14
   2.640610  2.012314E-14  2.040723E-14
   2.641310  2.012766E-14  2.038654E-14
   2.642010  2.011700E-14  2.036585E-14
   2.642710  2.010881E-14  2.034554E-14
   2.643400  2.010395E-14  2.032504E-14
   2.644100  2.009331E-14  2.030477E-14
   2.644800  2.008127E-14  2.028416E-14
   2.645500  2.006923E-14  2.026357E-14
   2.646200  2.005439E-14  2.024335E-14
   2.646900  2.003992E-14  2.022280E-14
   2.647600  2.002545E-14  2.020261E-14
   2.648310  2.000840E-14  2.018195E-14
   2.649010  1.999291E-14  2.016180E-14
   2.649710  1.997603E-14  2.014132E-14
   2.650410  1.995286E-14  2.012086E-14
   2.651110  1.992163E-14  2.010077E-14
   2.651820  1.991972E-14  2.008020E-14
   2.652520  1.990186E-14  2.006015E-14
   2.653220  1.988191E-14  2.003977E-14
   2.653930  1.985903E-14  2.001960E-14
   2.654630  1.982094E-14  1.999925E-14
   2.655340  1.981243E-14  1.997912E-14
   2.656040  1.979466E-14  1.995882E-14
   2.656750  1.977152E-14  1.993872E-14
   2.657450  1.974715E-14  1.991845E-14
   2.658160  1.972195E-14  1.989840E-14
   2.658870  1.969504E-14  1.987801E-14
   2.659570  1.966725E-14  1.985815E-14
   2.660280  1.963726E-14  1.983780E-14
   2.660990  1.960591E-14  1.981782E-14
   2.661700  1.957249E-14  1.979751E-14
   2.662410  1.953286E-14  1.977757E-14
   2.663120  1.949708E-14  1.975729E-14
   2.663830  1.944884E-14  1.973739E-14
   2.664540  1.930903E-14  1.971716E-14
   2.665250  1.931921E-14  1.969728E-14
   2.665960  1.929540E-14  1.967709E-14
   2.666670  1.922623E-14  1.965726E-14
