WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f673n
     1928.126  8.981326E-10
     1928.469  9.042600E-10
     1928.813  9.104177E-10
     1929.158  9.165861E-10
     1929.501  9.227434E-10
     1929.845  9.289288E-10
     1930.189  9.391649E-10
     1930.533  9.526833E-10
     1930.878  9.663085E-10
     1931.223  9.799105E-10
     1931.566  9.934942E-10
     1931.911   1.007146E-9
     1932.255   1.020775E-9
     1932.599   1.034467E-9
     1932.944   1.048184E-9
     1933.289   1.061927E-9
     1933.633   1.075646E-9
     1933.979   1.089473E-9
     1934.323   1.103242E-9
     1934.668   1.117070E-9
     1935.014   1.130923E-9
     1935.358   1.144758E-9
     1935.703   1.158657E-9
     1936.049   1.172576E-9
     1936.393   1.186476E-9
     1936.739   1.200446E-9
     1937.085   1.214481E-9
      1937.43   1.228447E-9
     1937.775   1.242482E-9
     1938.121   1.256543E-9
     1938.466   1.270580E-9
     1938.812   1.284687E-9
     1939.158   1.298814E-9
     1939.503   1.312922E-9
     1939.849   1.327095E-9
     1940.195   1.320834E-9
     1940.541   1.298687E-9
     1940.887   1.276495E-9
     1941.233   1.254338E-9
     1941.579   1.232066E-9
     1941.926   1.209759E-9
     1942.272   1.187415E-9
     1942.618   1.165090E-9
     1942.964   1.142666E-9
     1943.311   1.120198E-9
     1943.658   1.097686E-9
     1944.004   1.075138E-9
      1944.35   1.052617E-9
     1944.697   1.029989E-9
     1945.044   1.007316E-9
      1945.39  9.846784E-10
     1945.737  9.619251E-10
     1946.084  9.391353E-10
     1946.432  9.163092E-10
     1946.779  8.934307E-10
     1947.126  8.705240E-10
     1947.473  8.476371E-10
      1947.82  8.246493E-10
     1948.168  8.016092E-10
     1948.514  7.786053E-10
     1948.862  7.554921E-10
      1949.21  7.323425E-10
     1949.558  7.091399E-10
     1949.905  6.859089E-10
     1950.252  6.854402E-10
       1950.6  6.935289E-10
     1950.948  7.016294E-10
     1951.295  7.097191E-10
     1951.644  7.178461E-10
     1951.992  7.259881E-10
     1952.339  7.341159E-10
     1952.688  7.423101E-10
     1953.037  7.504905E-10
     1953.384  7.586598E-10
     1953.733  7.668696E-10
     1954.081  7.750885E-10
     1954.429  7.832991E-10
     1954.778  7.915477E-10
     1955.127  7.998081E-10
     1955.474  8.080572E-10
     1955.823  8.163473E-10
     1956.173  8.246727E-10
     1956.521  8.329631E-10
      1956.87  8.412920E-10
      1957.22  8.496328E-10
     1957.568  8.579623E-10
     1957.917  8.663329E-10
     1958.266  8.747154E-10
     1958.615  8.830865E-10
     1958.965  8.915197E-10
     1959.314  8.999176E-10
     1959.663  9.083539E-10
     1960.013  9.161017E-10
     1960.362  9.058136E-10
     1960.712  8.954800E-10
     1961.061  8.851257E-10
     1961.411  8.747504E-10
      1961.76  8.643909E-10
      1962.11  8.539781E-10
      1962.46  8.435481E-10
     1962.811  8.331010E-10
     1963.161  8.226332E-10
      1963.51  8.121775E-10
      1963.86  8.016718E-10
     1964.211  7.911452E-10
      1964.56  7.806347E-10
     1964.911  7.700703E-10
     1965.262  7.594554E-10
     1965.612  7.488863E-10
     1965.963  7.382666E-10
     1966.314  7.276258E-10
     1966.663  7.170013E-10
     1967.014  7.063227E-10
     1967.365  6.956268E-10
     1967.715  6.849435E-10
     1968.066  6.742094E-10
     1968.417  6.634544E-10
     1968.769  6.526820E-10
      1969.12  6.418887E-10
      1969.47  6.311083E-10
     1969.822  6.202803E-10
     1970.173  6.162106E-10
     1970.524  6.191140E-10
     1970.875  6.220303E-10
     1971.227  6.249516E-10
     1971.579  6.278765E-10
      1971.93  6.308064E-10
     1972.282  6.337411E-10
     1972.633  6.366706E-10
     1972.985  6.396129E-10
     1973.337  6.425601E-10
     1973.688  6.455030E-10
      1974.04  6.484590E-10
     1974.393  6.514189E-10
     1974.744  6.543752E-10
     1975.097  6.573531E-10
      1975.45  6.603265E-10
     1975.801  6.632953E-10
     1976.154  6.662776E-10
     1976.506  6.692635E-10
     1976.858  6.722461E-10
     1977.211  6.752409E-10
     1977.563  6.782405E-10
     1977.916  6.812451E-10
     1978.269  6.842534E-10
     1978.621  6.872573E-10
     1978.974  6.902746E-10
     1979.327  6.932965E-10
     1979.679  6.963131E-10
     1980.033  6.998969E-10
     1980.386  7.089293E-10
     1980.738  7.179500E-10
     1981.092  7.270150E-10
     1981.446  7.361184E-10
     1981.799  7.451846E-10
     1982.152  7.542924E-10
     1982.506  7.634132E-10
     1982.859  7.725220E-10
     1983.212  7.816723E-10
     1983.566  7.908390E-10
     1983.919  7.999936E-10
     1984.274  8.092184E-10
     1984.628  8.184279E-10
     1984.981  8.276252E-10
     1985.336  8.368673E-10
      1985.69  8.461228E-10
     1986.043  8.553628E-10
     1986.397  8.646511E-10
     1986.752  8.739495E-10
     1987.105  8.832357E-10
      1987.46  8.925668E-10
     1987.814  9.019114E-10
     1988.169  9.112725E-10
     1988.524  9.206469E-10
     1988.878  9.300087E-10
     1989.233  9.394127E-10
     1989.588  9.488335E-10
     1989.941  9.582383E-10
     1990.297  9.589165E-10
     1990.652  9.578598E-10
     1991.007  9.568001E-10
     1991.362  9.557378E-10
     1991.717  9.546723E-10
     1992.072  9.536077E-10
     1992.427  9.525368E-10
     1992.783  9.514625E-10
     1993.137  9.503895E-10
     1993.493  9.493097E-10
     1993.849  9.482272E-10
     1994.204  9.471421E-10
      1994.56  9.460540E-10
     1994.915  9.449658E-10
     1995.271  9.438721E-10
     1995.627  9.427753E-10
     1995.983  9.416758E-10
     1996.338  9.405764E-10
     1996.694  9.394709E-10
     1997.051  9.383624E-10
     1997.407  9.372513E-10
     1997.763  9.361371E-10
     1998.119  9.350235E-10
     1998.475  9.339034E-10
     1998.832  9.327807E-10
     1999.187  9.316583E-10
     1999.544  9.305299E-10
     1999.901  9.293982E-10
     2000.257  9.273036E-10
     2000.615  9.248150E-10
     2000.972  9.223286E-10
     2001.328  9.198432E-10
     2001.685  9.173445E-10
     2002.042  9.148393E-10
     2002.398  9.123352E-10
     2002.755  9.098179E-10
     2003.113  9.072947E-10
     2003.469  9.047728E-10
     2003.828  9.022288E-10
     2004.184  8.996947E-10
     2004.542  8.971460E-10
     2004.899  8.945917E-10
     2005.256  8.920396E-10
     2005.614  8.894733E-10
     2005.972  8.868997E-10
     2006.329  8.843208E-10
     2006.686  8.817431E-10
     2007.046  8.791439E-10
     2007.403  8.765539E-10
     2007.761  8.739502E-10
     2008.119  8.713397E-10
     2008.476  8.687316E-10
     2008.835  8.661086E-10
     2009.193  8.634792E-10
      2009.55  8.608530E-10
     2009.909  8.582108E-10
     2010.269  8.552670E-10
     2010.626  8.522377E-10
     2010.985  8.491918E-10
     2011.344  8.461380E-10
     2011.702  8.430873E-10
     2012.061  8.400208E-10
      2012.42  8.369463E-10
     2012.778  8.338738E-10
     2013.137  8.307854E-10
     2013.496  8.276893E-10
     2013.855  8.245867E-10
     2014.215  8.214764E-10
     2014.573  8.183689E-10
     2014.932  8.152443E-10
     2015.292  8.121133E-10
     2015.652  8.089743E-10
      2016.01  8.058386E-10
      2016.37  8.026854E-10
      2016.73  7.995256E-10
     2017.089  7.963583E-10
     2017.449  7.931829E-10
     2017.808  7.900108E-10
     2018.168  7.868223E-10
     2018.528  7.836260E-10
     2018.888  7.804319E-10
     2019.248  7.772212E-10
     2019.608  7.740038E-10
     2019.968  7.707788E-10
     2020.329  7.695183E-10
     2020.689  7.684447E-10
     2021.049  7.673709E-10
     2021.409  7.662911E-10
      2021.77  7.652081E-10
      2022.13  7.641254E-10
     2022.491  7.630363E-10
     2022.851  7.619443E-10
     2023.212  7.608490E-10
     2023.573  7.597508E-10
     2023.933  7.586528E-10
     2024.295  7.575482E-10
     2024.656  7.564405E-10
     2025.017  7.553301E-10
     2025.377  7.542199E-10
     2025.739  7.531030E-10
     2026.099  7.519863E-10
      2026.46  7.508637E-10
     2026.823  7.497342E-10
     2027.184  7.486085E-10
     2027.545  7.474761E-10
     2027.907  7.463406E-10
     2028.268  7.452056E-10
      2028.63  7.440639E-10
     2028.992  7.429193E-10
     2029.353  7.417746E-10
     2029.716  7.406203E-10
     2030.078  7.394547E-10
     2030.439  7.382475E-10
     2030.802  7.370335E-10
     2031.164  7.358164E-10
     2031.525  7.345999E-10
     2031.888  7.333760E-10
      2032.25  7.321492E-10
     2032.612  7.309230E-10
     2032.974  7.296897E-10
     2033.337  7.284529E-10
       2033.7  7.272130E-10
     2034.063  7.259698E-10
     2034.425  7.247272E-10
     2034.788  7.234773E-10
     2035.151  7.222245E-10
     2035.513  7.209721E-10
     2035.876  7.197127E-10
      2036.24  7.184460E-10
     2036.603  7.171839E-10
     2036.966  7.159144E-10
      2037.33  7.146413E-10
     2037.692  7.133693E-10
     2038.056  7.120902E-10
     2038.419  7.108076E-10
     2038.782  7.095254E-10
     2039.146  7.082363E-10
      2039.51  7.069437E-10
     2039.873  7.056476E-10
     2040.237  7.085685E-10
     2040.601  7.137456E-10
     2040.964  7.189165E-10
     2041.329  7.241115E-10
     2041.693  7.293161E-10
     2042.056  7.345131E-10
      2042.42  7.397358E-10
     2042.785  7.449665E-10
     2043.149  7.502072E-10
     2043.514  7.554578E-10
     2043.877  7.607005E-10
     2044.242  7.659673E-10
     2044.607  7.712460E-10
     2044.971  7.765151E-10
     2045.335  7.818098E-10
       2045.7  7.871146E-10
     2046.064  7.924118E-10
     2046.431  7.977506E-10
     2046.796  8.030818E-10
      2047.16  8.084067E-10
     2047.525  8.137563E-10
      2047.89  8.191157E-10
     2048.255  8.244673E-10
      2048.62  8.298449E-10
     2048.986  8.352345E-10
     2049.351  8.406286E-10
     2049.717  8.460346E-10
     2050.083  8.493260E-10
     2050.448  8.453685E-10
     2050.813  8.413928E-10
     2051.179  8.374069E-10
     2051.544  8.334238E-10
      2051.91  8.294222E-10
     2052.276  8.254105E-10
     2052.641  8.214043E-10
     2053.009  8.173635E-10
     2053.374  8.133391E-10
      2053.74  8.092936E-10
     2054.107  8.052403E-10
     2054.472  8.011927E-10
     2054.839  7.971211E-10
     2055.206  7.930419E-10
     2055.571  7.889684E-10
     2055.939  7.848599E-10
     2056.306  7.807544E-10
     2056.672  7.766549E-10
     2057.039  7.725337E-10
     2057.406  7.684047E-10
     2057.771  7.642792E-10
     2058.139  7.601321E-10
     2058.506  7.559742E-10
     2058.872  7.518222E-10
      2059.24  7.476513E-10
     2059.608  7.434560E-10
     2059.975  7.392777E-10
     2060.342  7.395587E-10
     2060.708  7.401705E-10
     2061.076  7.407844E-10
     2061.444  7.413989E-10
     2061.812  7.420135E-10
     2062.179  7.426270E-10
     2062.548  7.432441E-10
     2062.915  7.438576E-10
     2063.283  7.444736E-10
     2063.651  7.450900E-10
     2064.018  7.457048E-10
     2064.386  7.463215E-10
     2064.755  7.469388E-10
     2065.122  7.475542E-10
      2065.49  7.481723E-10
     2065.859  7.487904E-10
     2066.228  7.494090E-10
     2066.596  7.500277E-10
     2066.965  7.506471E-10
     2067.333  7.512648E-10
     2067.702  7.518846E-10
     2068.071  7.525045E-10
     2068.438  7.531231E-10
     2068.808  7.537441E-10
     2069.177  7.543650E-10
     2069.546  7.549863E-10
     2069.915  7.556077E-10
     2070.284  7.565326E-10
     2070.653  7.575461E-10
     2071.022  7.585630E-10
     2071.392  7.595814E-10
      2071.76  7.605974E-10
      2072.13  7.616176E-10
       2072.5  7.626393E-10
     2072.869  7.636612E-10
     2073.239  7.646847E-10
     2073.608  7.657062E-10
     2073.978  7.667314E-10
     2074.348  7.677581E-10
     2074.717  7.687830E-10
     2075.087  7.698113E-10
     2075.458  7.708413E-10
     2075.828  7.718715E-10
     2076.198  7.729036E-10
     2076.569  7.739365E-10
     2076.938  7.749670E-10
     2077.309  7.760019E-10
     2077.679  7.770379E-10
     2078.049  7.780717E-10
      2078.42  7.791101E-10
     2078.791  7.801494E-10
     2079.161  7.811863E-10
     2079.531  7.822273E-10
     2079.904  7.832733E-10
     2080.274  7.837063E-10
     2080.645  7.839266E-10
     2081.015  7.841459E-10
     2081.386  7.843655E-10
     2081.758  7.845848E-10
     2082.128  7.848028E-10
     2082.501  7.850219E-10
     2082.872  7.852400E-10
     2083.243  7.854570E-10
     2083.615  7.856741E-10
     2083.986  7.858909E-10
     2084.357  7.861066E-10
     2084.729  7.863228E-10
     2085.101  7.865383E-10
     2085.472  7.867529E-10
     2085.844  7.869678E-10
     2086.216  7.871823E-10
     2086.588  7.873964E-10
     2086.961  7.876099E-10
     2087.333  7.878233E-10
     2087.704  7.880354E-10
     2088.077  7.882477E-10
     2088.449  7.884599E-10
     2088.821  7.886709E-10
     2089.194  7.888821E-10
     2089.566  7.890928E-10
     2089.939  7.893035E-10
     2090.312  7.898390E-10
     2090.684  7.904363E-10
     2091.057  7.910358E-10
      2091.43  7.916355E-10
     2091.802  7.922337E-10
     2092.176  7.928341E-10
     2092.549  7.934347E-10
     2092.922  7.940359E-10
     2093.296  7.946367E-10
     2093.669  7.952383E-10
     2094.042  7.958386E-10
     2094.415  7.964404E-10
     2094.789  7.970429E-10
     2095.162  7.976435E-10
     2095.535  7.982464E-10
     2095.909  7.988499E-10
     2096.283  7.994533E-10
     2096.657  8.000570E-10
     2097.031  8.006613E-10
     2097.405  8.012634E-10
     2097.779  8.018682E-10
     2098.153  8.024731E-10
     2098.526  8.030767E-10
     2098.901  8.036825E-10
     2099.275  8.042881E-10
     2099.649  8.048924E-10
     2100.025  8.055002E-10
     2100.398  8.060969E-10
     2100.773  8.066957E-10
     2101.148  8.072945E-10
     2101.521  8.078920E-10
     2101.896  8.084917E-10
     2102.271  8.090916E-10
     2102.647  8.096920E-10
     2103.022  8.102926E-10
     2103.397  8.108935E-10
     2103.771  8.114924E-10
     2104.147  8.120941E-10
     2104.522  8.126957E-10
     2104.896  8.132958E-10
     2105.272  8.138978E-10
     2105.648  8.145006E-10
     2106.022  8.151015E-10
     2106.398  8.157049E-10
     2106.775  8.163104E-10
      2107.15  8.169121E-10
     2107.526  8.175159E-10
     2107.902  8.181202E-10
     2108.277  8.187230E-10
     2108.653  8.193279E-10
     2109.029  8.199330E-10
     2109.405  8.205369E-10
     2109.782  8.211443E-10
     2110.157  8.217407E-10
     2110.534  8.223290E-10
      2110.91  8.229173E-10
     2111.286  8.235042E-10
     2111.663  8.240931E-10
      2112.04  8.246825E-10
     2112.415  8.252698E-10
     2112.792  8.258598E-10
     2113.169  8.264499E-10
     2113.546  8.270403E-10
     2113.923  8.276311E-10
     2114.301  8.282219E-10
     2114.677  8.288111E-10
     2115.054  8.294030E-10
     2115.431  8.299946E-10
     2115.808  8.305847E-10
     2116.185  8.311768E-10
     2116.563  8.317696E-10
      2116.94  8.323624E-10
     2117.318  8.329556E-10
     2117.695  8.335473E-10
     2118.073  8.341407E-10
     2118.451  8.347349E-10
     2118.829  8.353291E-10
     2119.206  8.359220E-10
     2119.583  8.365164E-10
     2119.962  8.371118E-10
      2120.34  8.392713E-10
     2120.719  8.416096E-10
     2121.096  8.439427E-10
     2121.474  8.462864E-10
     2121.853  8.486341E-10
      2122.23  8.509767E-10
     2122.609  8.533294E-10
     2122.988  8.556847E-10
     2123.366  8.580441E-10
     2123.745  8.604061E-10
     2124.124  8.627709E-10
     2124.502  8.651302E-10
     2124.881  8.675017E-10
      2125.26  8.698757E-10
     2125.638  8.722460E-10
     2126.018  8.746250E-10
     2126.397  8.770082E-10
     2126.775  8.793865E-10
     2127.156  8.817842E-10
     2127.535  8.841751E-10
     2127.914  8.865626E-10
     2128.294  8.889621E-10
     2128.673  8.913625E-10
     2129.052  8.937593E-10
     2129.432  8.961664E-10
     2129.812  8.985761E-10
     2130.192  8.991650E-10
     2130.572  8.979622E-10
     2130.951  8.967611E-10
     2131.331  8.955532E-10
     2131.711  8.943439E-10
     2132.091  8.931346E-10
     2132.471  8.919204E-10
     2132.852  8.907030E-10
     2133.231  8.894874E-10
     2133.612  8.882657E-10
     2133.994  8.870378E-10
     2134.373  8.858148E-10
     2134.754  8.845857E-10
     2135.135  8.833546E-10
     2135.515  8.821241E-10
     2135.896  8.808883E-10
     2136.277  8.796500E-10
     2136.657  8.784121E-10
     2137.039  8.771650E-10
     2137.419  8.759232E-10
     2137.801  8.746742E-10
     2138.182  8.734484E-10
     2138.564  8.722468E-10
     2138.944  8.710467E-10
     2139.326  8.698403E-10
     2139.708  8.686309E-10
     2140.088  8.678372E-10
      2140.47  8.684140E-10
     2140.852  8.689908E-10
     2141.234  8.695685E-10
     2141.616  8.701461E-10
     2141.997  8.707221E-10
     2142.379  8.713006E-10
     2142.762  8.718793E-10
     2143.143  8.724563E-10
     2143.525  8.730352E-10
     2143.909  8.736167E-10
      2144.29  8.741946E-10
     2144.673  8.747747E-10
     2145.055  8.753547E-10
     2145.437  8.759338E-10
      2145.82  8.765146E-10
     2146.203  8.770962E-10
     2146.585  8.776761E-10
     2146.968  8.782575E-10
     2147.351  8.788399E-10
     2147.734  8.794223E-10
     2148.117  8.800053E-10
     2148.499  8.805863E-10
     2148.883  8.811695E-10
     2149.266  8.817533E-10
     2149.648  8.823355E-10
     2150.032  8.829190E-10
     2150.416  8.834944E-10
     2150.799  8.840705E-10
     2151.183  8.846469E-10
     2151.567  8.852235E-10
      2151.95  8.857987E-10
     2152.333  8.863758E-10
     2152.718  8.869532E-10
     2153.101  8.875295E-10
     2153.485  8.881079E-10
     2153.869  8.886863E-10
     2154.252  8.892632E-10
     2154.638  8.898439E-10
     2155.022  8.904236E-10
     2155.406  8.910014E-10
      2155.79  8.915813E-10
     2156.175  8.921617E-10
     2156.558  8.927406E-10
     2156.943  8.933214E-10
     2157.328  8.939031E-10
     2157.713  8.944843E-10
     2158.098  8.950661E-10
     2158.483  8.956485E-10
     2158.867  8.962291E-10
     2159.252  8.968121E-10
     2159.637  8.973950E-10
     2160.022  8.979727E-10
     2160.407  8.984815E-10
     2160.792  8.989889E-10
     2161.177  8.994981E-10
     2161.564  9.000090E-10
     2161.948  9.005170E-10
     2162.334  9.010270E-10
      2162.72  9.015373E-10
     2163.105  9.020462E-10
      2163.49  9.025564E-10
     2163.877  9.030674E-10
     2164.261  9.035767E-10
     2164.649  9.040897E-10
     2165.035  9.046012E-10
      2165.42  9.051115E-10
     2165.807  9.056232E-10
     2166.193  9.061356E-10
     2166.578  9.066463E-10
     2166.965  9.071590E-10
     2167.352  9.076722E-10
     2167.737  9.081836E-10
     2168.124  9.086968E-10
     2168.511  9.092107E-10
     2168.898  9.097245E-10
     2169.285  9.102386E-10
     2169.671  9.107510E-10
     2170.058  9.112669E-10
     2170.445  9.117894E-10
     2170.831  9.123109E-10
     2171.219  9.128339E-10
     2171.607  9.133592E-10
     2171.993  9.138812E-10
     2172.381  9.144054E-10
     2172.769  9.149295E-10
     2173.155  9.154524E-10
     2173.543  9.159776E-10
     2173.931  9.165024E-10
     2174.317  9.170262E-10
     2174.705  9.175518E-10
     2175.094  9.180779E-10
      2175.48  9.186024E-10
      2175.87  9.191302E-10
     2176.258  9.196572E-10
     2176.645  9.201823E-10
     2177.033  9.207094E-10
     2177.422  9.212372E-10
     2177.809  9.217634E-10
     2178.198  9.222914E-10
     2178.587  9.228200E-10
     2178.975  9.233485E-10
     2179.364  9.238772E-10
     2179.752  9.244047E-10
     2180.141  9.249156E-10
      2180.53  9.253944E-10
     2180.918  9.258719E-10
     2181.307  9.263509E-10
     2181.696  9.268304E-10
     2182.085  9.273101E-10
     2182.473  9.277883E-10
     2182.864  9.282699E-10
     2183.252  9.287488E-10
     2183.642  9.292293E-10
     2184.031  9.297100E-10
      2184.42  9.301896E-10
      2184.81  9.306707E-10
       2185.2  9.311522E-10
     2185.588  9.316324E-10
     2185.979  9.321157E-10
      2186.37  9.325980E-10
     2186.759  9.330788E-10
     2187.149  9.335615E-10
     2187.539  9.340443E-10
     2187.928  9.345259E-10
     2188.319  9.350092E-10
     2188.709  9.354927E-10
     2189.098  9.359751E-10
     2189.489  9.364591E-10
      2189.88  9.369433E-10
     2190.271  9.373771E-10
     2190.661  9.377883E-10
     2191.051  9.381986E-10
     2191.442  9.386105E-10
     2191.833  9.390222E-10
     2192.224  9.394344E-10
     2192.614  9.398456E-10
     2193.006  9.402593E-10
     2193.396  9.406707E-10
     2193.788  9.410834E-10
     2194.179  9.414962E-10
      2194.57  9.419082E-10
     2194.961  9.423216E-10
     2195.353  9.427350E-10
     2195.743  9.431476E-10
     2196.135  9.435613E-10
     2196.527  9.439753E-10
     2196.919  9.443893E-10
     2197.311  9.448039E-10
     2197.702  9.452171E-10
     2198.094  9.456317E-10
     2198.486  9.460469E-10
     2198.878  9.464616E-10
      2199.27  9.468755E-10
     2199.662  9.472911E-10
     2200.055  9.478538E-10
     2200.447  9.493252E-10
