WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,sbc,f140lp
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.718165E-17
PIVWV    r 1527.006
BANDW    r 124.8822
TPEAK    r 0.04167033
EQUVW    r 10.54067
RECTW    r 252.9538
EMFLX    r 1.055689E-14
        1230.   7.424571E-5
     1230.195   7.520089E-5
     1230.389   7.615412E-5
     1230.585   7.711134E-5
     1230.779   7.806601E-5
     1230.975   7.902829E-5
      1231.17   7.998375E-5
     1231.365   8.094385E-5
     1231.561   8.190376E-5
     1231.755   8.286107E-5
     1231.951   8.382244E-5
     1232.146   8.478478E-5
     1232.341   8.574394E-5
     1232.536   8.670652E-5
     1232.732   8.767073E-5
     1232.928   8.863476E-5
     1233.123   8.959621E-5
     1233.318   9.056166E-5
     1233.514   9.152755E-5
     1233.709   9.249079E-5
     1233.905   9.345750E-5
       1234.1   9.442159E-5
     1234.296   9.538975E-5
     1234.492   9.635890E-5
     1234.687   9.732788E-5
     1234.883   9.829787E-5
     1235.079   9.926524E-5
     1235.275   1.002361E-4
     1235.471   1.012079E-4
     1235.666   1.021765E-4
     1235.862   1.031492E-4
     1236.057   1.041192E-4
     1236.254   1.050964E-4
      1236.45   1.060678E-4
     1236.646   1.070428E-4
     1236.842   1.080181E-4
     1237.038   1.089908E-4
     1237.234   1.099676E-4
      1237.43   1.109418E-4
     1237.626   1.119194E-4
     1237.822   1.128980E-4
     1238.019   1.138771E-4
     1238.215   1.148565E-4
     1238.411   1.158334E-4
     1238.607   1.168137E-4
     1238.804   1.177950E-4
        1239.   1.187736E-4
     1239.196   1.197558E-4
     1239.392   1.207359E-4
     1239.589   1.217195E-4
     1239.786   1.227035E-4
     1239.982   1.236879E-4
     1240.179   1.246609E-4
     1240.375   1.256292E-4
     1240.572   1.266020E-4
     1240.768   1.275714E-4
     1240.965   1.285440E-4
     1241.162   1.295174E-4
     1241.358   1.304880E-4
     1241.556   1.314654E-4
     1241.752   1.324364E-4
     1241.949   1.334112E-4
     1242.146   1.343869E-4
     1242.343   1.353591E-4
      1242.54   1.363345E-4
     1242.736   1.373078E-4
     1242.933   1.382842E-4
     1243.131   1.392615E-4
     1243.328   1.402389E-4
     1243.525   1.412166E-4
     1243.722   1.421909E-4
     1243.919   1.431696E-4
     1244.116   1.441448E-4
     1244.313   1.451240E-4
     1244.511   1.461039E-4
     1244.707   1.470804E-4
     1244.905   1.480607E-4
     1245.102   1.490412E-4
       1245.3   1.500220E-4
     1245.498   1.510035E-4
     1245.694   1.519816E-4
     1245.892   1.529635E-4
     1246.089   1.539427E-4
     1246.287   1.549257E-4
     1246.485   1.559089E-4
     1246.682   1.568886E-4
      1246.88   1.578758E-4
     1247.077   1.588566E-4
     1247.275   1.598411E-4
     1247.472   1.608229E-4
      1247.67   1.618079E-4
     1247.868   1.627937E-4
     1248.066   1.637767E-4
     1248.264   1.647629E-4
     1248.462   1.657494E-4
      1248.66   1.667366E-4
     1248.858   1.677240E-4
     1249.055   1.687086E-4
     1249.254   1.696965E-4
     1249.451   1.706815E-4
     1249.649   1.716704E-4
     1249.848   1.726600E-4
     1250.045   1.736391E-4
     1250.244   1.745976E-4
     1250.442   1.755560E-4
      1250.64   1.765142E-4
     1250.838   1.774693E-4
     1251.037   1.784278E-4
     1251.235   1.793862E-4
     1251.433   1.803414E-4
     1251.631   1.812995E-4
      1251.83   1.822580E-4
     1252.028   1.832133E-4
     1252.227   1.841716E-4
     1252.425   1.851302E-4
     1252.624   1.860887E-4
     1252.822   1.870435E-4
     1253.021   1.880016E-4
      1253.22   1.889603E-4
     1253.418   1.899152E-4
     1253.617   1.908741E-4
     1253.815   1.918287E-4
     1254.015   1.927909E-4
     1254.213   1.937458E-4
     1254.412   1.947041E-4
     1254.611   1.956628E-4
     1254.809   1.966179E-4
     1255.008   1.975763E-4
     1255.208   1.985345E-4
     1255.406   1.994897E-4
     1255.605   2.004483E-4
     1255.804   2.014032E-4
     1256.004   2.023649E-4
     1256.202   2.033200E-4
     1256.402   2.042786E-4
     1256.601   2.052369E-4
       1256.8   2.061922E-4
     1256.999   2.071502E-4
     1257.198   2.081058E-4
     1257.397   2.090641E-4
     1257.597   2.100223E-4
     1257.796   2.109809E-4
     1257.996   2.119393E-4
     1258.195   2.128941E-4
     1258.394   2.138522E-4
     1258.594   2.148108E-4
     1258.793   2.157657E-4
     1258.993   2.167245E-4
     1259.192   2.176790E-4
     1259.392   2.186376E-4
     1259.592   2.195959E-4
     1259.791   2.205542E-4
     1259.991   2.215128E-4
     1260.191   2.224518E-4
     1260.391   2.233932E-4
      1260.59   2.243309E-4
      1260.79   2.252722E-4
      1260.99   2.262133E-4
     1261.189   2.271507E-4
      1261.39   2.280946E-4
     1261.589   2.290320E-4
      1261.79   2.299724E-4
      1261.99   2.309126E-4
     1262.189   2.318490E-4
      1262.39   2.327891E-4
     1262.589   2.337255E-4
      1262.79   2.346651E-4
      1262.99   2.356048E-4
      1263.19   2.365438E-4
     1263.391   2.374830E-4
     1263.591   2.384190E-4
     1263.791   2.393576E-4
     1263.991   2.402930E-4
     1264.191   2.412316E-4
     1264.392   2.421699E-4
     1264.592   2.431050E-4
     1264.793   2.440432E-4
     1264.993   2.449811E-4
     1265.194   2.459187E-4
     1265.394   2.468532E-4
     1265.595   2.477907E-4
     1265.796   2.487280E-4
     1265.996   2.496616E-4
     1266.197   2.505988E-4
     1266.398   2.515358E-4
     1266.598   2.524689E-4
     1266.799   2.534087E-4
        1267.   2.543419E-4
     1267.201   2.552781E-4
     1267.401   2.562107E-4
     1267.602   2.571470E-4
     1267.803   2.580823E-4
     1268.004   2.590146E-4
     1268.205   2.599505E-4
     1268.406   2.608820E-4
     1268.608   2.618207E-4
     1268.808   2.627523E-4
     1269.009   2.636870E-4
     1269.211   2.646219E-4
     1269.411   2.655531E-4
     1269.613   2.664874E-4
     1269.814   2.674215E-4
     1270.015   2.683512E-4
     1270.217   2.692697E-4
     1270.418   2.701883E-4
      1270.62   2.711072E-4
     1270.821   2.720222E-4
     1271.022   2.729397E-4
     1271.224   2.738573E-4
     1271.425   2.747716E-4
     1271.627   2.756890E-4
     1271.828   2.766025E-4
      1272.03   2.775190E-4
     1272.231   2.784351E-4
     1272.433   2.793513E-4
     1272.635   2.802671E-4
     1272.836   2.811792E-4
     1273.038   2.820947E-4
      1273.24   2.830093E-4
     1273.442   2.839213E-4
     1273.644   2.848356E-4
     1273.845   2.857466E-4
     1274.048   2.866634E-4
     1274.249   2.875738E-4
     1274.452   2.884875E-4
     1274.654   2.894003E-4
     1274.855   2.903099E-4
     1275.057   2.912164E-4
      1275.26   2.921075E-4
     1275.462   2.929948E-4
     1275.664   2.938842E-4
     1275.866   2.947742E-4
     1276.069   2.956631E-4
     1276.271   2.965487E-4
     1276.473   2.974370E-4
     1276.676   2.983247E-4
     1276.877   2.992093E-4
      1277.08   3.000959E-4
     1277.282   3.009793E-4
     1277.485   3.018658E-4
     1277.687   3.027513E-4
      1277.89   3.036367E-4
     1278.093   3.045217E-4
     1278.295   3.054028E-4
     1278.498   3.062871E-4
       1278.7   3.071676E-4
     1278.903   3.080508E-4
     1279.106   3.089335E-4
     1279.308   3.098128E-4
     1279.512   3.106980E-4
     1279.714   3.115764E-4
     1279.917   3.124577E-4
      1280.12   3.133317E-4
     1280.322   3.141980E-4
     1280.526   3.150672E-4
     1280.728   3.159323E-4
     1280.931   3.168003E-4
     1281.135   3.176678E-4
     1281.338   3.185345E-4
     1281.541   3.194012E-4
     1281.744   3.202642E-4
     1281.947   3.211295E-4
      1282.15   3.219912E-4
     1282.353   3.228560E-4
     1282.557   3.237195E-4
      1282.76   3.245804E-4
     1282.963   3.254432E-4
     1283.167   3.263059E-4
      1283.37   3.271681E-4
     1283.574   3.280295E-4
     1283.777   3.288873E-4
      1283.98   3.297480E-4
     1284.183   3.306050E-4
     1284.387   3.314645E-4
     1284.591   3.323238E-4
     1284.794   3.331795E-4
     1284.999   3.340402E-4
     1285.202   3.348951E-4
     1285.406   3.357519E-4
     1285.609   3.366056E-4
     1285.813   3.374618E-4
     1286.017   3.383177E-4
      1286.22   3.391700E-4
     1286.424   3.400243E-4
     1286.629   3.408784E-4
     1286.833   3.417324E-4
     1287.037   3.425852E-4
      1287.24   3.434355E-4
     1287.445   3.442875E-4
     1287.648   3.451360E-4
     1287.853   3.459873E-4
     1288.057   3.468381E-4
      1288.26   3.476852E-4
     1288.465   3.485351E-4
     1288.669   3.493844E-4
     1288.874   3.502332E-4
     1289.078   3.510781E-4
     1289.282   3.519262E-4
     1289.487   3.527735E-4
     1289.691   3.536172E-4
     1289.895   3.544632E-4
       1290.1   3.553060E-4
     1290.304   3.561417E-4
     1290.509   3.569828E-4
     1290.713   3.578174E-4
     1290.918   3.586546E-4
     1291.122   3.594882E-4
     1291.327   3.603242E-4
     1291.532   3.611600E-4
     1291.736   3.619921E-4
     1291.941   3.628266E-4
     1292.146   3.636574E-4
     1292.351   3.644910E-4
     1292.556   3.653240E-4
     1292.761   3.661563E-4
     1292.966   3.669878E-4
      1293.17   3.678165E-4
     1293.375   3.686472E-4
     1293.581   3.694773E-4
     1293.785   3.703038E-4
      1293.99   3.711331E-4
     1294.196   3.719617E-4
     1294.401   3.727897E-4
     1294.606   3.736145E-4
     1294.811   3.744416E-4
     1295.017   3.752681E-4
     1295.221   3.760909E-4
     1295.427   3.769165E-4
     1295.632   3.777386E-4
     1295.837   3.785629E-4
     1296.043   3.793864E-4
     1296.249   3.802099E-4
     1296.454   3.810322E-4
     1296.659   3.818518E-4
     1296.865   3.826732E-4
     1297.071   3.834945E-4
     1297.276   3.843121E-4
     1297.482   3.851320E-4
     1297.687   3.859489E-4
     1297.893   3.867703E-4
     1298.099   3.875863E-4
     1298.305   3.884041E-4
     1298.511   3.892211E-4
     1298.716   3.900351E-4
     1298.922   3.908513E-4
     1299.127   3.916644E-4
     1299.334   3.924798E-4
      1299.54   3.932940E-4
     1299.745   3.941056E-4
     1299.952   3.949218E-4
     1300.158   3.957122E-4
     1300.364   3.964984E-4
      1300.57   3.972838E-4
     1300.776   3.980662E-4
     1300.982   3.988502E-4
     1301.188   3.996314E-4
     1301.395   4.004142E-4
     1301.601   4.011962E-4
     1301.807   4.019778E-4
     1302.014   4.027588E-4
      1302.22   4.035365E-4
     1302.427   4.043157E-4
     1302.632   4.050920E-4
     1302.839   4.058706E-4
     1303.046   4.066479E-4
     1303.252   4.074222E-4
     1303.459   4.081985E-4
     1303.666   4.089739E-4
     1303.872   4.097490E-4
     1304.079   4.105228E-4
     1304.286   4.112940E-4
     1304.492   4.120668E-4
     1304.699   4.128364E-4
     1304.906   4.136075E-4
     1305.113   4.143788E-4
      1305.32   4.151488E-4
     1305.527   4.159184E-4
     1305.733   4.166846E-4
     1305.941   4.174526E-4
     1306.147   4.182176E-4
     1306.354   4.189840E-4
     1306.562   4.197502E-4
     1306.768   4.205133E-4
     1306.975   4.212778E-4
     1307.183   4.220420E-4
      1307.39   4.228054E-4
     1307.598   4.235680E-4
     1307.804   4.243275E-4
     1308.012   4.250890E-4
     1308.219   4.258469E-4
     1308.426   4.266071E-4
     1308.634   4.273663E-4
     1308.841   4.281228E-4
     1309.049   4.288833E-4
     1309.256   4.296378E-4
     1309.464   4.303945E-4
     1309.671   4.311479E-4
     1309.879   4.319034E-4
     1310.087   4.326585E-4
     1310.294   4.334119E-4
     1310.502   4.341671E-4
      1310.71   4.349219E-4
     1310.917   4.356729E-4
     1311.126   4.364287E-4
     1311.333   4.371791E-4
     1311.541   4.379308E-4
     1311.748   4.386794E-4
     1311.957   4.394300E-4
     1312.165   4.401796E-4
     1312.372   4.409264E-4
      1312.58   4.416750E-4
     1312.788   4.424202E-4
     1312.997   4.431698E-4
     1313.205   4.439138E-4
     1313.413   4.446597E-4
     1313.621   4.454047E-4
     1313.829   4.461464E-4
     1314.037   4.468902E-4
     1314.246   4.476333E-4
     1314.454   4.483735E-4
     1314.662   4.491151E-4
     1314.871   4.498562E-4
      1315.08   4.505966E-4
     1315.287   4.513335E-4
     1315.496   4.520727E-4
     1315.705   4.528111E-4
     1315.913   4.535462E-4
     1316.122   4.542834E-4
      1316.33   4.550168E-4
     1316.539   4.557525E-4
     1316.748   4.564878E-4
     1316.957   4.572218E-4
     1317.166   4.579555E-4
     1317.374   4.586859E-4
     1317.583   4.594179E-4
     1317.792   4.601496E-4
        1318.   4.608780E-4
     1318.209   4.616081E-4
     1318.418   4.623348E-4
     1318.628   4.630664E-4
     1318.836   4.637920E-4
     1319.045   4.645193E-4
     1319.255   4.652463E-4
     1319.463   4.659700E-4
     1319.673   4.666953E-4
     1319.881   4.674174E-4
     1320.091   4.681427E-4
       1320.3   4.688687E-4
      1320.51   4.695938E-4
     1320.719   4.703182E-4
     1320.928   4.710396E-4
     1321.138   4.717628E-4
     1321.347   4.724827E-4
     1321.556   4.732047E-4
     1321.766   4.739255E-4
     1321.975   4.746435E-4
     1322.185   4.753636E-4
     1322.394   4.760824E-4
     1322.604   4.768010E-4
     1322.814   4.775186E-4
     1323.023   4.782335E-4
     1323.233   4.789496E-4
     1323.442   4.796628E-4
     1323.652   4.803781E-4
     1323.862   4.810923E-4
     1324.072   4.818034E-4
     1324.283   4.825190E-4
     1324.492   4.832287E-4
     1324.702   4.839404E-4
     1324.912   4.846514E-4
     1325.122   4.853463E-4
     1325.332   4.860334E-4
     1325.542   4.867178E-4
     1325.752   4.874034E-4
     1325.962   4.880883E-4
     1326.173   4.887728E-4
     1326.383   4.894559E-4
     1326.593   4.901362E-4
     1326.803   4.908184E-4
     1327.013   4.914969E-4
     1327.224   4.921773E-4
     1327.434   4.928569E-4
     1327.644   4.935336E-4
     1327.855   4.942117E-4
     1328.065   4.948886E-4
     1328.276   4.955654E-4
     1328.487   4.962410E-4
     1328.697   4.969137E-4
     1328.908   4.975878E-4
     1329.118   4.982588E-4
     1329.329   4.989316E-4
      1329.54   4.996035E-4
      1329.75   5.002722E-4
     1329.962   5.009446E-4
     1330.172   5.016129E-4
     1330.383   5.022828E-4
     1330.593   5.029495E-4
     1330.805   5.036181E-4
     1331.016   5.042857E-4
     1331.226   5.049502E-4
     1331.437   5.056161E-4
     1331.649   5.062815E-4
      1331.86   5.069460E-4
     1332.071   5.076097E-4
     1332.282   5.082701E-4
     1332.493   5.089324E-4
     1332.704   5.095915E-4
     1332.915   5.102519E-4
     1333.127   5.109120E-4
     1333.338   5.115685E-4
     1333.549   5.122267E-4
      1333.76   5.128821E-4
     1333.972   5.135409E-4
     1334.183   5.141946E-4
     1334.395   5.148500E-4
     1334.607   5.155042E-4
     1334.818   5.161557E-4
      1335.03   5.168085E-4
     1335.241   5.174605E-4
     1335.453   5.181096E-4
     1335.665   5.187620E-4
     1335.876   5.194095E-4
     1336.088   5.200586E-4
       1336.3   5.207043E-4
     1336.512   5.213517E-4
     1336.724   5.219986E-4
     1336.935   5.226419E-4
     1337.147   5.232869E-4
     1337.359   5.239290E-4
     1337.571   5.245723E-4
     1337.783   5.252151E-4
     1337.995   5.258571E-4
     1338.208   5.264981E-4
     1338.419   5.271361E-4
     1338.632   5.277757E-4
     1338.843   5.284122E-4
     1339.056   5.290501E-4
     1339.268   5.296870E-4
     1339.481   5.303235E-4
     1339.693   5.309592E-4
     1339.905   5.315919E-4
     1340.118   5.434289E-4
      1340.33   5.643121E-4
     1340.542   5.851024E-4
     1340.755   6.059551E-4
     1340.967   6.267030E-4
      1341.18   6.475131E-4
     1341.392   6.683141E-4
     1341.605   6.890818E-4
     1341.818   7.098402E-4
      1342.03   7.305058E-4
     1342.243   7.512335E-4
     1342.455   7.718567E-4
     1342.668   7.925418E-4
     1342.881   8.132055E-4
     1343.094   8.337887E-4
     1343.308   8.544808E-4
      1343.52   8.750215E-4
     1343.733   8.956236E-4
     1343.946   9.161927E-4
     1344.159   9.366814E-4
     1344.372   9.572196E-4
     1344.585   9.776775E-4
     1344.798   9.981730E-4
     1345.011   0.001018659
     1345.224   0.001039065
     1345.438   0.001059578
     1345.651   0.001079941
     1345.865   0.001100353
     1346.077   0.001120674
     1346.291   0.001141055
     1346.505   0.001161415
     1346.718   0.001181683
     1346.931      0.001202
     1347.145   0.001222307
     1347.359   0.001242593
     1347.573   0.001262869
     1347.786   0.001283042
     1347.999   0.001303275
     1348.213   0.001323417
     1348.426   0.001343607
      1348.64   0.001363788
     1348.854   0.001383877
     1349.068   0.001404015
     1349.282   0.001424143
     1349.496   0.001444248
      1349.71   0.001464332
     1349.923   0.001484327
     1350.138   0.001701138
     1350.351    0.00202599
     1350.565    0.00235197
      1350.78   0.002677406
     1350.994   0.003002668
     1351.208   0.003327569
     1351.422   0.003651005
     1351.636   0.003975375
      1351.85   0.004298095
     1352.065    0.00462193
     1352.279   0.004945224
     1352.493   0.005267238
     1352.708   0.005589996
     1352.921   0.005911295
     1353.137   0.006234433
     1353.351   0.006556294
     1353.565   0.006876699
      1353.78   0.007198025
     1353.994   0.007517713
     1354.209   0.007838319
     1354.424   0.008158565
     1354.638   0.008477543
     1354.854   0.008798338
     1355.068   0.009116595
     1355.283   0.009435582
     1355.497   0.009753122
     1355.712    0.01007157
     1355.927    0.01038965
     1356.142    0.01070648
     1356.357    0.01102385
     1356.572    0.01133995
     1356.787    0.01165695
     1357.003    0.01197449
     1357.217     0.0122897
     1357.433    0.01260562
     1357.647    0.01292011
     1357.863    0.01323548
     1358.078     0.0135505
     1358.293    0.01386408
     1358.509    0.01417855
     1358.724    0.01449248
      1358.94    0.01480641
     1359.155    0.01511873
      1359.37    0.01543175
     1359.586    0.01574459
     1359.801    0.01605601
     1360.017    0.01637385
     1360.232    0.01675649
     1360.448    0.01713999
     1360.663    0.01752306
     1360.879    0.01790589
     1361.095    0.01828806
      1361.31    0.01866871
     1361.526    0.01905043
     1361.742     0.0194317
     1361.958    0.01981102
     1362.174    0.02019162
     1362.389    0.02057027
     1362.606    0.02095127
     1362.822    0.02132925
     1363.038    0.02170828
     1363.254    0.02208665
      1363.47    0.02246351
     1363.686    0.02284121
     1363.902     0.0232174
     1364.118    0.02359421
     1364.334      0.023971
      1364.55    0.02434585
     1364.767    0.02472154
     1364.983    0.02509699
       1365.2    0.02547221
     1365.416    0.02584677
     1365.632    0.02621983
     1365.849    0.02659371
     1366.065    0.02696588
     1366.282    0.02733908
     1366.498    0.02771162
     1366.715    0.02808413
     1366.932    0.02845599
     1367.148    0.02882636
     1367.365    0.02919753
     1367.581    0.02956701
     1367.798    0.02993729
     1368.015    0.03030733
     1368.232    0.03067568
     1368.449    0.03104504
     1368.666    0.03141395
     1368.883     0.0317822
       1369.1    0.03215042
     1369.317    0.03251674
     1369.534    0.03288407
     1369.751    0.03324971
     1369.968    0.03361614
     1370.185    0.03379921
     1370.402    0.03394982
      1370.62    0.03410125
     1370.837    0.03425155
     1371.054    0.03440217
     1371.271    0.03455199
     1371.489    0.03470229
     1371.706     0.0348524
     1371.923    0.03500171
     1372.141     0.0351515
     1372.359    0.03530101
     1372.576    0.03544991
     1372.794     0.0355996
     1373.011     0.0357481
     1373.229    0.03589698
     1373.446    0.03604507
     1373.664    0.03619365
     1373.882    0.03634194
     1374.099     0.0364896
     1374.317    0.03663758
     1374.535    0.03678535
     1374.754    0.03693302
     1374.971    0.03707997
     1375.189    0.03722674
     1375.407    0.03737323
     1375.625     0.0375191
     1375.843    0.03766526
     1376.061    0.03781122
     1376.279    0.03795657
     1376.497    0.03810211
     1376.716    0.03824762
     1376.934    0.03839285
     1377.152    0.03853745
      1377.37    0.03868234
     1377.589    0.03882704
     1377.807    0.03897105
     1378.025     0.0391154
     1378.244    0.03925956
     1378.463    0.03940359
     1378.681    0.03954741
     1378.899    0.03969048
     1379.118    0.03983398
     1379.336    0.03997672
     1379.555     0.0401198
     1379.773    0.04026221
     1379.992     0.0404049
     1380.211    0.04043806
     1380.429    0.04046697
     1380.649      0.040496
     1380.867    0.04052478
     1381.087     0.0405536
     1381.306    0.04058236
     1381.524    0.04061094
     1381.743    0.04063959
     1381.963    0.04066816
     1382.181    0.04069658
     1382.401    0.04072513
      1382.62    0.04075342
     1382.839    0.04078174
     1383.058    0.04080991
     1383.277    0.04083813
     1383.496    0.04086618
     1383.715    0.04089427
     1383.935    0.04092231
     1384.154    0.04095017
     1384.373    0.04097809
     1384.593    0.04100592
     1384.813    0.04103372
     1385.032    0.04106144
     1385.251    0.04108901
     1385.471     0.0411166
     1385.691    0.04114415
      1385.91    0.04117153
      1386.13    0.04119895
      1386.35    0.04122632
      1386.57    0.04125362
     1386.789    0.04128076
     1387.009    0.04130793
     1387.229    0.04133495
     1387.449      0.041362
     1387.669      0.041389
     1387.888    0.04141583
     1388.108     0.0414427
     1388.329    0.04146953
     1388.549    0.04149627
     1388.769    0.04152296
     1388.989     0.0415495
     1389.209    0.04157605
      1389.43    0.04160256
     1389.649    0.04162891
      1389.87    0.04165529
      1390.09    0.04167033
     1390.311    0.04166909
     1390.531    0.04166781
     1390.751    0.04166651
     1390.971    0.04166518
     1391.192    0.04166381
     1391.413    0.04166241
     1391.633    0.04166099
     1391.854    0.04165954
     1392.074    0.04165805
     1392.295    0.04165653
     1392.516    0.04165497
     1392.736     0.0416534
     1392.957    0.04165178
     1393.178    0.04165014
     1393.399    0.04164847
      1393.62    0.04164676
      1393.84    0.04164504
     1394.061    0.04164327
     1394.282    0.04164147
     1394.504    0.04163965
     1394.724     0.0416378
     1394.945     0.0416359
     1395.167    0.04163398
     1395.387    0.04163203
     1395.609    0.04163005
      1395.83    0.04162804
     1396.051      0.041626
     1396.272    0.04162393
     1396.494    0.04162182
     1396.716    0.04161968
     1396.936    0.04161752
     1397.158    0.04161532
      1397.38    0.04161308
     1397.601    0.04161084
     1397.823    0.04160854
     1398.044    0.04160622
     1398.266    0.04160387
     1398.487    0.04160149
     1398.709    0.04159907
     1398.931    0.04159662
     1399.152    0.04159415
     1399.374    0.04159164
     1399.596     0.0415891
     1399.818    0.04158654
      1400.04    0.04158166
     1400.261    0.04156641
     1400.484    0.04155102
     1400.705    0.04153574
     1400.928    0.04152038
      1401.15      0.041505
     1401.371    0.04148966
     1401.594    0.04147425
     1401.816    0.04145883
     1402.038    0.04144344
     1402.261    0.04142793
     1402.483    0.04141251
     1402.705    0.04139702
     1402.927    0.04138156
      1403.15    0.04136445
     1403.372    0.04134655
     1403.594    0.04132871
     1403.817    0.04131077
     1404.039    0.04129289
     1404.262    0.04127494
     1404.484    0.04125696
     1404.707    0.04123897
      1404.93    0.04122096
     1405.152    0.04120301
     1405.375    0.04118498
     1405.598    0.04116692
     1405.821    0.04114893
     1406.044    0.04113085
     1406.267    0.04111277
      1406.49    0.04109465
     1406.712    0.04107659
     1406.935    0.04105846
     1407.159     0.0410403
     1407.381    0.04102219
     1407.604    0.04100401
     1407.827    0.04098587
      1408.05    0.04096766
     1408.274    0.04094943
     1408.497    0.04093119
     1408.721    0.04091293
     1408.944    0.04089472
     1409.167    0.04087643
     1409.391    0.04085812
     1409.614    0.04083987
     1409.837    0.04082154
      1410.06    0.04080321
     1410.285    0.04078459
     1410.508     0.0407661
     1410.731    0.04074752
     1410.955    0.04072893
     1411.178    0.04071039
     1411.402    0.04069177
     1411.625    0.04067319
     1411.849    0.04065455
     1412.073    0.04063587
     1412.297    0.04061725
     1412.522    0.04059849
     1412.745    0.04057986
     1412.969    0.04056112
     1413.193    0.04054239
     1413.417    0.04052369
     1413.641    0.04050492
     1413.865     0.0404862
     1414.089    0.04046741
     1414.313    0.04044858
     1414.538    0.04042976
     1414.762    0.04041091
     1414.986    0.04039212
      1415.21    0.04037324
     1415.434    0.04035442
     1415.659    0.04033552
     1415.883    0.04031659
     1416.107    0.04029772
     1416.332    0.04027877
     1416.557    0.04025982
     1416.781    0.04024083
     1417.006    0.04022183
      1417.23     0.0402029
     1417.455    0.04018386
     1417.679    0.04016488
     1417.904    0.04014584
     1418.129    0.04012677
     1418.354    0.04010768
     1418.579    0.04008858
     1418.803    0.04006953
     1419.029     0.0400504
     1419.253    0.04003132
     1419.478    0.04001216
     1419.703    0.03999299
     1419.928    0.03997387
     1420.153    0.03995451
     1420.378    0.03993507
     1420.603    0.03991567
     1420.829    0.03989613
     1421.054    0.03987671
     1421.279     0.0398572
     1421.504    0.03983775
      1421.73    0.03981821
     1421.955    0.03979867
      1422.18    0.03977916
     1422.406    0.03975959
     1422.631    0.03973999
     1422.857    0.03972038
     1423.082    0.03970082
     1423.308    0.03968119
     1423.534    0.03966152
     1423.759    0.03964193
     1423.985    0.03962224
      1424.21    0.03960262
     1424.436    0.03958291
     1424.662    0.03956317
     1424.888    0.03954343
     1425.114    0.03952381
     1425.339    0.03950439
     1425.565     0.0394849
     1425.792    0.03946538
     1426.017    0.03944592
     1426.243    0.03942637
      1426.47     0.0394068
     1426.696    0.03938723
     1426.922    0.03936771
     1427.148    0.03934811
     1427.374     0.0393285
       1427.6    0.03930892
     1427.827    0.03928927
     1428.052    0.03926968
     1428.279       0.03925
     1428.506    0.03923031
     1428.731    0.03921068
     1428.959    0.03919088
     1429.185    0.03917121
     1429.412    0.03915145
     1429.638     0.0391317
     1429.865    0.03911199
     1430.091    0.03908792
     1430.318    0.03905752
     1430.544    0.03902724
     1430.771    0.03899683
     1430.999    0.03896642
     1431.226    0.03893603
     1431.452    0.03890575
     1431.679    0.03887535
     1431.905    0.03884507
     1432.133    0.03881466
      1432.36    0.03878427
     1432.586    0.03875397
     1432.814    0.03872358
     1433.041     0.0386932
     1433.268     0.0386628
     1433.496     0.0386324
     1433.722    0.03860213
      1433.95    0.03857174
     1434.177    0.03854146
     1434.404    0.03851105
     1434.632    0.03848067
     1434.859    0.03845027
     1435.087    0.03841989
     1435.314    0.03838961
     1435.542    0.03835923
     1435.769    0.03832894
     1435.996    0.03829855
     1436.224    0.03826818
     1436.451    0.03823789
     1436.679    0.03820751
     1436.907    0.03817714
     1437.135    0.03814674
     1437.363    0.03811636
     1437.591    0.03808608
     1437.819    0.03805571
     1438.046    0.03802542
     1438.274    0.03799504
     1438.502    0.03796466
      1438.73    0.03793439
     1438.959    0.03790392
     1439.186    0.03787364
     1439.415    0.03784325
     1439.642      0.037813
     1439.871     0.0377826
     1440.099     0.0377521
     1440.327    0.03772151
     1440.556    0.03769083
     1440.784    0.03766014
     1441.012    0.03762957
     1441.241    0.03759877
     1441.469    0.03756818
     1441.698    0.03753752
     1441.926    0.03750693
     1442.155    0.03747625
     1442.384    0.03744556
     1442.612    0.03741499
      1442.84    0.03738431
     1443.069    0.03735365
     1443.298    0.03732296
     1443.527    0.03729238
     1443.756    0.03726171
     1443.985    0.03723103
     1444.213    0.03720047
     1444.442     0.0371698
     1444.671    0.03713912
       1444.9    0.03710857
     1445.129     0.0370779
     1445.358    0.03704723
     1445.588    0.03701657
     1445.816      0.036986
     1446.046    0.03695533
     1446.275    0.03692469
     1446.504    0.03689412
     1446.733    0.03686346
     1446.963     0.0368328
     1447.192    0.03680214
     1447.421    0.03677158
     1447.651    0.03674093
     1447.881    0.03671026
     1448.109    0.03667973
     1448.339    0.03664906
     1448.569    0.03661841
     1448.798    0.03658787
     1449.028    0.03655721
     1449.257    0.03652668
     1449.488    0.03649591
     1449.717    0.03646538
     1449.947    0.03643472
     1450.177     0.0364108
     1450.406    0.03638893
     1450.637    0.03636698
     1450.867    0.03634501
     1451.096    0.03632311
     1451.326    0.03630112
     1451.557    0.03627912
     1451.787    0.03625711
     1452.017    0.03623515
     1452.247    0.03621312
     1452.477    0.03619107
     1452.707    0.03616908
     1452.937    0.03614702
     1453.167      0.036125
     1453.398    0.03610291
