WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f550m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.860100E-19
PIVWV    r 5581.206
BANDW    r 163.2712
TPEAK    r 0.3821064
EQUVW    r 203.7352
RECTW    r 533.1897
EMFLX    r 2.090060E-16
      4204.99   2.470594E-5
     4205.519   2.473009E-5
     4206.045   2.475414E-5
     4206.574   2.477832E-5
     4207.101   2.480239E-5
     4207.627   2.482648E-5
     4208.156   2.485067E-5
     4208.683   2.487478E-5
     4209.212   2.489900E-5
     4209.739   2.492313E-5
     4210.266   2.494715E-5
     4210.795   2.497117E-5
     4211.322   2.499508E-5
      4211.85   2.501901E-5
     4212.377   2.504297E-5
     4212.904   2.506694E-5
     4213.434   2.509102E-5
     4213.961   2.511504E-5
     4214.489   2.513902E-5
     4215.016   2.516302E-5
     4215.544   2.518703E-5
     4216.074   2.521113E-5
     4216.604   2.523530E-5
     4217.129   2.525924E-5
      4217.66   2.528338E-5
     4218.188   2.530744E-5
     4218.718   2.533165E-5
     4219.246   2.535576E-5
     4219.774   2.537983E-5
     4220.305   2.540373E-5
     4220.833   2.542729E-5
     4221.364   2.545095E-5
      4221.89   2.547439E-5
     4222.418   2.549797E-5
     4222.949   2.552170E-5
     4223.478   2.554528E-5
     4224.006   2.556887E-5
     4224.535   2.559251E-5
     4225.064   2.561614E-5
     4225.595   2.563986E-5
     4226.124   2.566348E-5
     4226.655   2.568724E-5
     4227.185   2.571090E-5
     4227.713   2.573457E-5
     4228.245   2.575838E-5
     4228.774   2.578208E-5
     4229.304   2.580577E-5
     4229.835   2.582958E-5
     4230.365   2.585237E-5
     4230.895   2.587478E-5
     4231.424   2.589720E-5
     4231.956   2.591976E-5
     4232.486   2.594218E-5
     4233.016   2.596459E-5
     4233.545   2.598703E-5
     4234.075   2.600947E-5
     4234.607   2.603200E-5
     4235.138   2.605446E-5
     4235.668   2.607695E-5
       4236.2   2.609953E-5
      4236.73   2.612201E-5
     4237.261   2.614451E-5
     4237.793   2.616709E-5
     4238.324   2.618962E-5
     4238.857   2.621223E-5
     4239.388   2.623477E-5
     4239.918   2.625733E-5
     4240.449   2.627932E-5
      4240.98   2.630120E-5
     4241.513   2.632323E-5
     4242.044   2.634516E-5
     4242.575   2.636710E-5
     4243.106   2.638907E-5
     4243.637   2.641104E-5
      4244.17   2.643309E-5
     4244.702   2.645503E-5
     4245.233   2.647702E-5
     4245.767   2.649910E-5
     4246.298   2.652107E-5
     4246.832   2.654311E-5
     4247.364   2.656512E-5
     4247.896   2.658713E-5
      4248.43   2.660923E-5
     4248.961   2.663123E-5
     4249.493   2.665325E-5
     4250.025   2.667533E-5
     4250.557   2.669822E-5
     4251.092   2.672123E-5
     4251.624   2.674406E-5
     4252.158   2.676704E-5
     4252.688   2.678980E-5
     4253.221   2.681271E-5
     4253.755   2.683572E-5
     4254.288   2.685864E-5
      4254.82   2.688157E-5
     4255.355   2.690457E-5
     4255.888   2.692748E-5
     4256.423   2.695052E-5
     4256.956   2.697348E-5
     4257.489   2.699645E-5
     4258.024   2.701952E-5
     4258.557   2.704248E-5
     4259.092   2.706556E-5
     4259.623   2.708843E-5
     4260.156   2.711167E-5
     4260.692   2.713565E-5
     4261.225   2.715953E-5
     4261.761   2.718353E-5
     4262.292   2.720733E-5
     4262.826   2.723123E-5
     4263.361   2.725521E-5
     4263.895   2.727910E-5
     4264.429   2.730304E-5
     4264.965   2.732709E-5
     4265.499   2.735102E-5
     4266.035   2.737506E-5
     4266.569   2.739906E-5
     4267.103   2.742302E-5
      4267.64   2.744711E-5
     4268.174   2.747109E-5
      4268.71   2.749519E-5
     4269.245   2.751921E-5
     4269.777   2.754314E-5
     4270.314   2.756654E-5
     4270.848   2.758928E-5
     4271.385   2.761215E-5
     4271.917   2.763482E-5
     4272.455   2.765772E-5
     4272.989   2.768054E-5
     4273.524   2.770334E-5
     4274.059   2.772612E-5
     4274.597   2.774903E-5
     4275.132   2.777183E-5
     4275.669   2.779473E-5
     4276.205   2.781757E-5
     4276.742   2.784051E-5
     4277.277   2.786334E-5
     4277.813   2.788619E-5
     4278.351   2.790914E-5
     4278.886   2.793206E-5
     4279.422   2.795490E-5
     4279.958   2.797775E-5
     4280.493   2.799936E-5
     4281.029   2.802087E-5
     4281.567   2.804251E-5
     4282.103   2.806403E-5
     4282.639   2.808557E-5
     4283.175   2.810710E-5
     4283.711   2.812865E-5
      4284.25   2.815030E-5
     4284.789   2.817192E-5
     4285.325   2.819346E-5
     4285.861   2.821504E-5
     4286.398   2.823661E-5
     4286.937   2.825826E-5
     4287.473   2.827982E-5
     4288.012   2.830148E-5
     4288.549   2.832309E-5
     4289.086   2.834469E-5
     4289.623   2.836631E-5
      4290.16   2.838833E-5
     4290.697   2.841135E-5
     4291.236   2.843451E-5
     4291.773   2.845757E-5
     4292.311   2.848063E-5
      4292.85   2.850378E-5
     4293.385   2.852675E-5
     4293.925   2.854994E-5
     4294.465   2.857310E-5
     4295.002   2.859619E-5
      4295.54   2.861932E-5
     4296.078   2.864243E-5
     4296.618   2.866565E-5
     4297.158   2.868887E-5
     4297.696   2.871201E-5
     4298.234   2.873518E-5
     4298.772   2.875834E-5
      4299.31   2.878147E-5
     4299.851   2.880470E-5
     4300.387   2.882682E-5
     4300.927   2.884876E-5
     4301.465   2.887061E-5
     4302.004   2.889248E-5
     4302.545   2.891442E-5
     4303.083   2.893625E-5
     4303.622   2.895814E-5
     4304.163   2.898013E-5
     4304.702   2.900198E-5
     4305.241   2.902386E-5
      4305.78   2.904573E-5
     4306.321   2.906771E-5
     4306.862   2.908974E-5
     4307.401   2.911165E-5
     4307.941   2.913360E-5
      4308.48   2.915550E-5
     4309.019   2.917740E-5
     4309.561   2.919944E-5
     4310.101   2.922186E-5
      4310.64   2.924630E-5
      4311.18   2.927075E-5
     4311.719   2.929523E-5
     4312.261   2.931982E-5
     4312.801   2.934434E-5
     4313.341   2.936885E-5
     4313.883   2.939349E-5
     4314.423   2.941804E-5
     4314.963   2.944258E-5
     4315.506   2.946726E-5
     4316.046   2.949183E-5
     4316.588   2.951649E-5
     4317.129   2.954106E-5
     4317.669   2.956565E-5
      4318.21   2.959027E-5
      4318.75   2.961489E-5
     4319.293   2.963962E-5
     4319.834   2.966424E-5
     4320.375   2.968705E-5
     4320.916   2.970908E-5
     4321.457   2.973108E-5
        4322.   2.975315E-5
     4322.541   2.977521E-5
     4323.082   2.979726E-5
     4323.625   2.981942E-5
     4324.167   2.984146E-5
     4324.708   2.986351E-5
     4325.251   2.988568E-5
     4325.793   2.990772E-5
     4326.337   2.992988E-5
     4326.878   2.995193E-5
      4327.42   2.997398E-5
     4327.961   2.999602E-5
     4328.503   3.001815E-5
     4329.047   3.004035E-5
     4329.589   3.006244E-5
     4330.131   3.008429E-5
     4330.673   3.010537E-5
     4331.215   3.012645E-5
     4331.758   3.014757E-5
     4332.302   3.016877E-5
     4332.847   3.018999E-5
     4333.389   3.021108E-5
     4333.932   3.023220E-5
     4334.474   3.025334E-5
     4335.019   3.027458E-5
     4335.562   3.029571E-5
     4336.107   3.031692E-5
      4336.65   3.033804E-5
     4337.192   3.035915E-5
     4337.738   3.038037E-5
     4338.281   3.040153E-5
     4338.824   3.042269E-5
     4339.367   3.044386E-5
      4339.91   3.046502E-5
     4340.454   3.048790E-5
     4340.999   3.051121E-5
      4341.54   3.053431E-5
     4342.086   3.055763E-5
     4342.629   3.058088E-5
     4343.175   3.060423E-5
     4343.719   3.062746E-5
     4344.263   3.065070E-5
     4344.809   3.067409E-5
     4345.355   3.069744E-5
     4345.899   3.072072E-5
     4346.443   3.074401E-5
     4346.987   3.076728E-5
     4347.534   3.079070E-5
     4348.078   3.081401E-5
     4348.622   3.083731E-5
     4349.167   3.086064E-5
     4349.711   3.088398E-5
     4350.255   3.090623E-5
     4350.802   3.092734E-5
     4351.347   3.094838E-5
     4351.892   3.096940E-5
     4352.437   3.099046E-5
     4352.983   3.101159E-5
     4353.531   3.103277E-5
     4354.073   3.105375E-5
     4354.621   3.107490E-5
     4355.168   3.109604E-5
     4355.713   3.111710E-5
     4356.259   3.113820E-5
     4356.804   3.115931E-5
     4357.352   3.118049E-5
     4357.897   3.120159E-5
     4358.443   3.122269E-5
     4358.988   3.124377E-5
     4359.534   3.126483E-5
      4360.08   3.128607E-5
     4360.628   3.130849E-5
     4361.174   3.133079E-5
      4361.72   3.135305E-5
     4362.266   3.137533E-5
     4362.814   3.139774E-5
     4363.362   3.142011E-5
     4363.909   3.144239E-5
     4364.455   3.146471E-5
     4365.003   3.148711E-5
      4365.55   3.150940E-5
     4366.097   3.153172E-5
     4366.643   3.155408E-5
     4367.192   3.157652E-5
     4367.739   3.159888E-5
     4368.285   3.162120E-5
     4368.832   3.164354E-5
     4369.381   3.166599E-5
     4369.926   3.168825E-5
     4370.476   3.171103E-5
     4371.022   3.173372E-5
      4371.57   3.175638E-5
     4372.119   3.177914E-5
     4372.667   3.180187E-5
     4373.214   3.182460E-5
     4373.764   3.184741E-5
     4374.311   3.187012E-5
     4374.861   3.189296E-5
     4375.409   3.191571E-5
     4375.957   3.193849E-5
     4376.506   3.196129E-5
     4377.054   3.198401E-5
     4377.603   3.200680E-5
      4378.15   3.202957E-5
     4378.698   3.205236E-5
     4379.249   3.207524E-5
     4379.797   3.209797E-5
     4380.345   3.211950E-5
     4380.894   3.214031E-5
     4381.442   3.216110E-5
     4381.993   3.218197E-5
     4382.542   3.220280E-5
      4383.09   3.222360E-5
     4383.641   3.224450E-5
     4384.189   3.226529E-5
     4384.741   3.228616E-5
      4385.29   3.230697E-5
     4385.839   3.232781E-5
      4386.39   3.234873E-5
     4386.939   3.236953E-5
     4387.488   3.239035E-5
     4388.038   3.241115E-5
     4388.587   3.243200E-5
     4389.139   3.245292E-5
     4389.688   3.247373E-5
     4390.237   3.249430E-5
     4390.787   3.251457E-5
     4391.336   3.253483E-5
     4391.889   3.255518E-5
     4392.441   3.257555E-5
     4392.988   3.259573E-5
     4393.541   3.261608E-5
      4394.09   3.263635E-5
     4394.643   3.265674E-5
     4395.193   3.267702E-5
     4395.743   3.269732E-5
     4396.296   3.271771E-5
     4396.846   3.273801E-5
     4397.396   3.275830E-5
     4397.947   3.277860E-5
     4398.498   3.279889E-5
      4399.05   3.281925E-5
     4399.601   3.283958E-5
     4400.152   3.286048E-5
     4400.703   3.288291E-5
     4401.253   3.290533E-5
     4401.807   3.292786E-5
      4402.36   3.295041E-5
     4402.911   3.297287E-5
     4403.462   3.299536E-5
     4404.014   3.301785E-5
     4404.567   3.304043E-5
     4405.121   3.306300E-5
      4405.67   3.308534E-5
     4406.224   3.310791E-5
     4406.775   3.313037E-5
     4407.327   3.315289E-5
     4407.879   3.317543E-5
     4408.431   3.319794E-5
     4408.985   3.322055E-5
     4409.537   3.324306E-5
     4410.089   3.326555E-5
     4410.641   3.328771E-5
     4411.195   3.330999E-5
     4411.748   3.333215E-5
     4412.302   3.335443E-5
     4412.854   3.337665E-5
     4413.407   3.339885E-5
     4413.959   3.342105E-5
     4414.514   3.344331E-5
     4415.069   3.346560E-5
     4415.622   3.348781E-5
     4416.175   3.351002E-5
     4416.728   3.353224E-5
      4417.28   3.355444E-5
     4417.833   3.357665E-5
     4418.389   3.359901E-5
     4418.942   3.362130E-5
     4419.495   3.364349E-5
     4420.048   3.366535E-5
     4420.601   3.368353E-5
     4421.157   3.370180E-5
      4421.71   3.371992E-5
     4422.267   3.373815E-5
      4422.82   3.375629E-5
     4423.374   3.377445E-5
      4423.93   3.379268E-5
     4424.483   3.381080E-5
     4425.037   3.382891E-5
     4425.594   3.384709E-5
     4426.147   3.386518E-5
     4426.702   3.388332E-5
     4427.256   3.390145E-5
      4427.81   3.391956E-5
     4428.367   3.393774E-5
     4428.921   3.395584E-5
     4429.476   3.397395E-5
      4430.03   3.399218E-5
     4430.584   3.401303E-5
     4431.142   3.403396E-5
     4431.696   3.405484E-5
     4432.253   3.407579E-5
     4432.808   3.409666E-5
     4433.363   3.411753E-5
      4433.92   3.413849E-5
     4434.475   3.415934E-5
      4435.03   3.418019E-5
     4435.588   3.420112E-5
     4436.143   3.422195E-5
     4436.701   3.424291E-5
     4437.254   3.426369E-5
     4437.809   3.428459E-5
     4438.367   3.430556E-5
     4438.923   3.432643E-5
     4439.481   3.434734E-5
     4440.034   3.436817E-5
      4440.59   3.439068E-5
     4441.148   3.441331E-5
     4441.704   3.443587E-5
     4442.263   3.445852E-5
     4442.819   3.448101E-5
     4443.375   3.450353E-5
     4443.934   3.452613E-5
      4444.49   3.454864E-5
     4445.046   3.457115E-5
     4445.605   3.459380E-5
     4446.161   3.461633E-5
      4446.72   3.463895E-5
     4447.277   3.466149E-5
     4447.831   3.468392E-5
     4448.391   3.470655E-5
     4448.947   3.472906E-5
     4449.506   3.475172E-5
     4450.061   3.477388E-5
     4450.618   3.479360E-5
     4451.178   3.481341E-5
     4451.735   3.483315E-5
     4452.294   3.485298E-5
     4452.852   3.487275E-5
     4453.409   3.489248E-5
     4453.969   3.491228E-5
     4454.527   3.493199E-5
     4455.084   3.495172E-5
     4455.645   3.497154E-5
     4456.202   3.499125E-5
     4456.762   3.501105E-5
      4457.32   3.503077E-5
     4457.878   3.505052E-5
     4458.436   3.507021E-5
     4458.994   3.508993E-5
     4459.555   3.510969E-5
     4460.111   3.512985E-5
     4460.671   3.515234E-5
      4461.23   3.517473E-5
     4461.788   3.519704E-5
     4462.349   3.521951E-5
     4462.908   3.524191E-5
     4463.466   3.526428E-5
     4464.027   3.528674E-5
     4464.586   3.530910E-5
     4465.147   3.533156E-5
     4465.707   3.535397E-5
     4466.266   3.537636E-5
     4466.827   3.539883E-5
     4467.386   3.542121E-5
     4467.945   3.544359E-5
     4468.505   3.546600E-5
     4469.064   3.548838E-5
     4469.626   3.551090E-5
     4470.183   3.553254E-5
     4470.745   3.555297E-5
     4471.305   3.557330E-5
     4471.864   3.559360E-5
     4472.426   3.561401E-5
     4472.986   3.563436E-5
     4473.549   3.565479E-5
     4474.109   3.567513E-5
     4474.669   3.569547E-5
     4475.231   3.571588E-5
     4475.792   3.573619E-5
     4476.352   3.575652E-5
     4476.915   3.577696E-5
     4477.475   3.579731E-5
     4478.036   3.581765E-5
     4478.596   3.583793E-5
     4479.159   3.585834E-5
      4479.72   3.587868E-5
     4480.278   3.589829E-5
     4480.841   3.591746E-5
     4481.402   3.593652E-5
     4481.965   3.595566E-5
     4482.524   3.597463E-5
     4483.088   3.599379E-5
     4483.651   3.601290E-5
     4484.212   3.603193E-5
     4484.774   3.605099E-5
     4485.338   3.607012E-5
     4485.899   3.608916E-5
     4486.463   3.610826E-5
     4487.025   3.612729E-5
     4487.586   3.614636E-5
     4488.148   3.616540E-5
      4488.71   3.618438E-5
     4489.274   3.620348E-5
     4489.836   3.622252E-5
     4490.396   3.624275E-5
      4490.96   3.626368E-5
     4491.522   3.628453E-5
     4492.087   3.630549E-5
     4492.649   3.632631E-5
     4493.212   3.634714E-5
     4493.777   3.636811E-5
     4494.339   3.638892E-5
     4494.904   3.640978E-5
     4495.467   3.643064E-5
      4496.03   3.645155E-5
     4496.595   3.647246E-5
     4497.158   3.649329E-5
     4497.721   3.651411E-5
     4498.284   3.653497E-5
     4498.847   3.655582E-5
     4499.413   3.657674E-5
     4499.976   3.659754E-5
     4500.539   3.658741E-5
     4501.102   3.657589E-5
     4501.666   3.656434E-5
     4502.231   3.655274E-5
     4502.795   3.654118E-5
     4503.359   3.652962E-5
     4503.925   3.651799E-5
     4504.489   3.650646E-5
     4505.055   3.649488E-5
     4505.619   3.648330E-5
     4506.183   3.647173E-5
      4506.75   3.646013E-5
     4507.314   3.644855E-5
     4507.878   3.643698E-5
     4508.442   3.642540E-5
     4509.006   3.641386E-5
     4509.573   3.640222E-5
     4510.138   3.639079E-5
     4510.703   3.637984E-5
     4511.267   3.636889E-5
     4511.832   3.635792E-5
     4512.399   3.634693E-5
     4512.964   3.633597E-5
     4513.531   3.632496E-5
     4514.096   3.631400E-5
     4514.661   3.630304E-5
     4515.229   3.629204E-5
     4515.794   3.628108E-5
     4516.359   3.627013E-5
     4516.927   3.625914E-5
     4517.493   3.624813E-5
     4518.058   3.623712E-5
     4518.624   3.622613E-5
     4519.189   3.621514E-5
     4519.757   3.620413E-5
     4520.323   3.619432E-5
     4520.889   3.618538E-5
     4521.455   3.617645E-5
     4522.023   3.616750E-5
     4522.589   3.615861E-5
     4523.156   3.614970E-5
     4523.724   3.614072E-5
     4524.291   3.613178E-5
     4524.857   3.612285E-5
     4525.426   3.611391E-5
     4525.992   3.610500E-5
     4526.561   3.609601E-5
     4527.128   3.608707E-5
     4527.694   3.607813E-5
     4528.261   3.606918E-5
     4528.828   3.606023E-5
     4529.397   3.605124E-5
     4529.964   3.604230E-5
     4530.531   3.603104E-5
     4531.099   3.601960E-5
     4531.666   3.600814E-5
     4532.235   3.599662E-5
     4532.803   3.598514E-5
      4533.37   3.597367E-5
      4533.94   3.596216E-5
     4534.508   3.595070E-5
     4535.078   3.593920E-5
     4535.643   3.592781E-5
     4536.213   3.591630E-5
     4536.784   3.590477E-5
     4537.352   3.589326E-5
     4537.919   3.588175E-5
     4538.487   3.587030E-5
     4539.056   3.585885E-5
     4539.626   3.584735E-5
     4540.194   3.585600E-5
     4540.763   3.590335E-5
     4541.331   3.595076E-5
     4541.899   3.599821E-5
     4542.471   3.604588E-5
     4543.039   3.609330E-5
     4543.608   3.614070E-5
     4544.179   3.618831E-5
     4544.748   3.623573E-5
     4545.319   3.628333E-5
     4545.888   3.633071E-5
     4546.458   3.637818E-5
     4547.029   3.642581E-5
     4547.598   3.647322E-5
      4548.17   3.652085E-5
     4548.737   3.656810E-5
     4549.306   3.661551E-5
     4549.878   3.666308E-5
     4550.448   3.670862E-5
     4551.017   3.675360E-5
     4551.587   3.679856E-5
     4552.157   3.684352E-5
     4552.729   3.688870E-5
     4553.299   3.693367E-5
     4553.869   3.697862E-5
     4554.441   3.702378E-5
     4555.011   3.706871E-5
     4555.584   3.711382E-5
     4556.154   3.715875E-5
     4556.725   3.720370E-5
     4557.297   3.724884E-5
     4557.868   3.729378E-5
     4558.441   3.733885E-5
     4559.012   3.738375E-5
      4559.58   3.742844E-5
     4560.153   3.747450E-5
     4560.724   3.752298E-5
     4561.295   3.757148E-5
     4561.868   3.762011E-5
     4562.437   3.766838E-5
      4563.01   3.771710E-5
     4563.582   3.776562E-5
     4564.153   3.781413E-5
     4564.727   3.786279E-5
     4565.298   3.791126E-5
     4565.872   3.796000E-5
     4566.443   3.800851E-5
     4567.015   3.805705E-5
     4567.589   3.810576E-5
     4568.161   3.815426E-5
     4568.735   3.820295E-5
     4569.307   3.825147E-5
     4569.876   3.829981E-5
     4570.451   3.834669E-5
     4571.023   3.839285E-5
     4571.596   3.843900E-5
      4572.17   3.848533E-5
     4572.743   3.853143E-5
     4573.315   3.857758E-5
     4573.887   3.862376E-5
      4574.46   3.866990E-5
     4575.035   3.871621E-5
     4575.608   3.876235E-5
     4576.183   3.880868E-5
     4576.756   3.885480E-5
     4577.329   3.890091E-5
     4577.904   3.894726E-5
     4578.477   3.899337E-5
     4579.053   3.903973E-5
     4579.626   3.908579E-5
     4580.199   3.912382E-5
     4580.772   3.914676E-5
     4581.346   3.916969E-5
     4581.919   3.919257E-5
     4582.496   3.921563E-5
     4583.069   3.923860E-5
     4583.643   3.926150E-5
     4584.217   3.928442E-5
     4584.791   3.930735E-5
     4585.367   3.933035E-5
     4585.943   3.935335E-5
     4586.518   3.937627E-5
     4587.092   3.939916E-5
     4587.666   3.942202E-5
     4588.243   3.944503E-5
     4588.817   3.946793E-5
     4589.391   3.949082E-5
     4589.968   3.951378E-5
     4590.543   3.953941E-5
     4591.118   3.956521E-5
     4591.692   3.959098E-5
     4592.267   3.961682E-5
     4592.844   3.964278E-5
     4593.419   3.966856E-5
     4593.994   3.969434E-5
     4594.569   3.972021E-5
     4595.145   3.974606E-5
     4595.722   3.977198E-5
       4596.3   3.979788E-5
     4596.875   3.982366E-5
     4597.451   3.984948E-5
     4598.026   3.987528E-5
     4598.604   3.990119E-5
     4599.182   3.992711E-5
     4599.755   3.995287E-5
     4600.334   3.997798E-5
      4600.91   4.000235E-5
     4601.485   4.002668E-5
     4602.064   4.005114E-5
     4602.638   4.007541E-5
     4603.216   4.009987E-5
     4603.792   4.012418E-5
     4604.369   4.014852E-5
     4604.945   4.017287E-5
     4605.524   4.019731E-5
     4606.101   4.022165E-5
      4606.68   4.024605E-5
     4607.256   4.027036E-5
     4607.833   4.029470E-5
      4608.41   4.031905E-5
     4608.989   4.034351E-5
     4609.569   4.036800E-5
     4610.146   4.039197E-5
     4610.723   4.041478E-5
       4611.3   4.043756E-5
     4611.877   4.046030E-5
     4612.457   4.048316E-5
     4613.034   4.050589E-5
     4613.612   4.052870E-5
     4614.189   4.055150E-5
     4614.767   4.057428E-5
     4615.344   4.059706E-5
     4615.925   4.061993E-5
     4616.502   4.064265E-5
     4617.083   4.066551E-5
     4617.661   4.068827E-5
     4618.239   4.071105E-5
     4618.819   4.073390E-5
     4619.397   4.075663E-5
     4619.979   4.077945E-5
     4620.557   4.084064E-5
     4621.135   4.090338E-5
     4621.713   4.096606E-5
     4622.292   4.102881E-5
     4622.873   4.109183E-5
     4623.452   4.115464E-5
     4624.031   4.121739E-5
     4624.609   4.128009E-5
     4625.188   4.134286E-5
     4625.767   4.140565E-5
     4626.349   4.146874E-5
     4626.928   4.153145E-5
      4627.51   4.159446E-5
     4628.089   4.165721E-5
     4628.668   4.172007E-5
      4629.25   4.178311E-5
      4629.83   4.184594E-5
     4630.412   4.190703E-5
     4630.991   4.196704E-5
     4631.571   4.202715E-5
     4632.153   4.208741E-5
      4632.73   4.214708E-5
     4633.313   4.220735E-5
     4633.893   4.226743E-5
     4634.473   4.232746E-5
     4635.053   4.238747E-5
     4635.633   4.244739E-5
     4636.214   4.250739E-5
     4636.796   4.256764E-5
     4637.377   4.262765E-5
      4637.96   4.268789E-5
     4638.541   4.274782E-5
     4639.121   4.280777E-5
     4639.705   4.286810E-5
     4640.285   4.292863E-5
     4640.869   4.299002E-5
      4641.45   4.305114E-5
     4642.031   4.311225E-5
     4642.614   4.317361E-5
     4643.195   4.323472E-5
     4643.774   4.329556E-5
     4644.358   4.335699E-5
     4644.939   4.341813E-5
     4645.521   4.347924E-5
     4646.104   4.354059E-5
     4646.684   4.360145E-5
     4647.268   4.366286E-5
      4647.85   4.372397E-5
     4648.434   4.378540E-5
     4649.016   4.384652E-5
     4649.598   4.390765E-5
     4650.182   4.396916E-5
     4650.764   4.403070E-5
     4651.349   4.409257E-5
     4651.931   4.415413E-5
     4652.514   4.421571E-5
     4653.099   4.427755E-5
     4653.681   4.433907E-5
     4654.264   4.440064E-5
     4654.846   4.446222E-5
     4655.429   4.452379E-5
     4656.014   4.458565E-5
     4656.597   4.464724E-5
      4657.18   4.470878E-5
     4657.763   4.477036E-5
     4658.346   4.483196E-5
     4658.932   4.489388E-5
     4659.515   4.495546E-5
     4660.098   4.500751E-5
     4660.684   4.501226E-5
     4661.267   4.501698E-5
     4661.853   4.502170E-5
     4662.437   4.502642E-5
     4663.021   4.503112E-5
     4663.606   4.503587E-5
      4664.19   4.504061E-5
     4664.774   4.504531E-5
     4665.358   4.505006E-5
     4665.942   4.505483E-5
     4666.529   4.505953E-5
     4667.113   4.506419E-5
     4667.697   4.506888E-5
     4668.281   4.507358E-5
     4668.866   4.507832E-5
     4669.453   4.508305E-5
     4670.037   4.508771E-5
     4670.625   4.509164E-5
     4671.209   4.509555E-5
     4671.794   4.509942E-5
     4672.381   4.510335E-5
     4672.966   4.510727E-5
     4673.551   4.511111E-5
     4674.139   4.511500E-5
     4674.724   4.511891E-5
     4675.309   4.512283E-5
     4675.894   4.512674E-5
     4676.482   4.513065E-5
     4677.067   4.513454E-5
     4677.653   4.513846E-5
     4678.238   4.514234E-5
     4678.824   4.514619E-5
     4679.412   4.515009E-5
     4679.998   4.515396E-5
     4680.583   4.515817E-5
     4681.172   4.516241E-5
     4681.758   4.516669E-5
     4682.344   4.517096E-5
     4682.933   4.517525E-5
     4683.519   4.517941E-5
     4684.108   4.518359E-5
     4684.694   4.518787E-5
      4685.28   4.519209E-5
     4685.867   4.519627E-5
     4686.454   4.520049E-5
     4687.043   4.520475E-5
     4687.629   4.520899E-5
     4688.214   4.521319E-5
     4688.803   4.521738E-5
      4689.39   4.522160E-5
     4689.979   4.522586E-5
     4690.566   4.523017E-5
     4691.154   4.523448E-5
     4691.744   4.523880E-5
     4692.331   4.524316E-5
     4692.921   4.524755E-5
     4693.508   4.525188E-5
     4694.096   4.525619E-5
     4694.686   4.526056E-5
     4695.273   4.526488E-5
     4695.861   4.526919E-5
     4696.449   4.527351E-5
     4697.037   4.527782E-5
     4697.627   4.528218E-5
     4698.215   4.528652E-5
     4698.804   4.529083E-5
     4699.392   4.529514E-5
      4699.98   4.529946E-5
     4700.571   4.533318E-5
     4701.162   4.536796E-5
     4701.748   4.540240E-5
     4702.339   4.543714E-5
     4702.928   4.547179E-5
     4703.519   4.550658E-5
     4704.107   4.554119E-5
     4704.696   4.557583E-5
     4705.288   4.561063E-5
     4705.877   4.564524E-5
     4706.466   4.567987E-5
     4707.055   4.571454E-5
     4707.645   4.574914E-5
     4708.236   4.578391E-5
     4708.826   4.581853E-5
     4709.415   4.585316E-5
     4710.004   4.588777E-5
     4710.594   4.591831E-5
     4711.186   4.594897E-5
     4711.778   4.597969E-5
     4712.368   4.601026E-5
     4712.958   4.604080E-5
     4713.548   4.607143E-5
     4714.141   4.610214E-5
     4714.731   4.613266E-5
     4715.321   4.616315E-5
     4715.914   4.619380E-5
     4716.504   4.622433E-5
     4717.097   4.625497E-5
     4717.685   4.628527E-5
     4718.275   4.631572E-5
     4718.869   4.634634E-5
     4719.459   4.637684E-5
      4720.05   4.640764E-5
     4720.641   4.644182E-5
     4721.234   4.647616E-5
     4721.826   4.651040E-5
     4722.417   4.654459E-5
      4723.01   4.657894E-5
     4723.602   4.661315E-5
     4724.193   4.664736E-5
     4724.787   4.668174E-5
     4725.378   4.671594E-5
     4725.972   4.675027E-5
     4726.564   4.678443E-5
     4727.155   4.681857E-5
      4727.75   4.685294E-5
     4728.339   4.688701E-5
     4728.934   4.692142E-5
     4729.525   4.695564E-5
     4730.117   4.698963E-5
     4730.709   4.702296E-5
     4731.302   4.705631E-5
     4731.896   4.708980E-5
     4732.489   4.712315E-5
     4733.081   4.715651E-5
     4733.676   4.719006E-5
     4734.269   4.722342E-5
     4734.864   4.725686E-5
     4735.457   4.729018E-5
     4736.049   4.732355E-5
     4736.645   4.735708E-5
     4737.238   4.739043E-5
     4737.831   4.742378E-5
     4738.426   4.745724E-5
     4739.017   4.749046E-5
     4739.613   4.752397E-5
     4740.206   4.755872E-5
     4740.799   4.759606E-5
     4741.393   4.763340E-5
     4741.986   4.767072E-5
     4742.583   4.770822E-5
     4743.176   4.774557E-5
     4743.772   4.778308E-5
     4744.366   4.782039E-5
      4744.96   4.785765E-5
     4745.557   4.789512E-5
     4746.151   4.793245E-5
     4746.745   4.796978E-5
     4747.342   4.800724E-5
     4747.936   4.804453E-5
     4748.533   4.808198E-5
     4749.125   4.811913E-5
     4749.719   4.815643E-5
     4750.316   4.819618E-5
     4750.911   4.823781E-5
     4751.508   4.827959E-5
     4752.101   4.832102E-5
     4752.695   4.836259E-5
     4753.293   4.840438E-5
     4753.888   4.844598E-5
     4754.483   4.848762E-5
     4755.081   4.852943E-5
     4755.676   4.857107E-5
