WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f550m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.860100E-19
PIVWV    r 5581.206
BANDW    r 163.2712
TPEAK    r 0.3821064
EQUVW    r 203.7352
RECTW    r 533.1897
EMFLX    r 2.090060E-16
     8458.689   3.582938E-7
     8459.753   3.543323E-7
     8460.807   3.503951E-7
     8461.871   3.464163E-7
      8462.93   3.424643E-7
     8463.989   3.385148E-7
     8465.054   3.345516E-7
     8466.113   3.306115E-7
     8467.178   3.266582E-7
     8468.237   3.227281E-7
     8469.298   3.187993E-7
     8470.357   3.148893E-7
     8471.418   3.110004E-7
     8472.483   3.070973E-7
     8473.544   3.032160E-7
     8474.604   2.993402E-7
      8475.67   2.954498E-7
      8476.73   2.915818E-7
     8477.796   2.877004E-7
     8478.857   2.838364E-7
     8479.914   2.799957E-7
      8480.98   2.762238E-7
     8482.042   2.724799E-7
     8483.104   2.687359E-7
      8484.17   2.649763E-7
     8485.232   2.612323E-7
     8486.299   2.574753E-7
     8487.361   2.537331E-7
     8488.429   2.499752E-7
     8489.486   2.462531E-7
     8490.549   2.424288E-7
     8491.616   2.385111E-7
      8492.68   2.346141E-7
     8493.742   2.307279E-7
     8494.811   2.268271E-7
     8495.874   2.229495E-7
     8496.941   2.190652E-7
     8498.005   2.152010E-7
     8499.064   2.113574E-7
     8500.133   2.083800E-7
     8501.197   2.116697E-7
     8502.266   2.149665E-7
      8503.33   2.182475E-7
     8504.395   2.215244E-7
     8505.464   2.248122E-7
     8506.528   2.280805E-7
     8507.598   2.313597E-7
     8508.658   2.346083E-7
     8509.723   2.378648E-7
     8510.793   2.411589E-7
     8511.858   2.444432E-7
     8512.929   2.477395E-7
     8513.994   2.510175E-7
      8515.06   2.542918E-7
      8516.13   2.575782E-7
     8517.196   2.608492E-7
     8518.263   2.641175E-7
     8519.329   2.673818E-7
     8520.396   2.706354E-7
     8521.467   2.738876E-7
     8522.533   2.771210E-7
       8523.6   2.803510E-7
     8524.672   2.835949E-7
     8525.738   2.868171E-7
     8526.811   2.900531E-7
     8527.873   2.932557E-7
     8528.945   2.964845E-7
     8530.013   2.996939E-7
     8531.081   3.028154E-7
     8532.153   3.059436E-7
     8533.222   3.090534E-7
     8534.289   3.121556E-7
     8535.362   3.152689E-7
     8536.431   3.183627E-7
     8537.499   3.214511E-7
     8538.568   3.245371E-7
     8539.637   3.276135E-7
      8540.71   3.307735E-7
     8541.779   3.339553E-7
     8542.854   3.371491E-7
     8543.923   3.403242E-7
     8544.992   3.434956E-7
     8546.066   3.466786E-7
     8547.132   3.498316E-7
     8548.206   3.530071E-7
     8549.276   3.561683E-7
     8550.347   3.593133E-7
     8551.421   3.624386E-7
     8552.492   3.655510E-7
     8553.567   3.686713E-7
     8554.638   3.717739E-7
     8555.709   3.748737E-7
     8556.779   3.779672E-7
     8557.851   3.810589E-7
     8558.922   3.841469E-7
     8559.998   3.872449E-7
     8561.069   3.903453E-7
     8562.146   3.934573E-7
     8563.218   3.965527E-7
     8564.289   3.996419E-7
     8565.366   4.027447E-7
     8566.434   4.058153E-7
     8567.511   4.089102E-7
     8568.583   4.119869E-7
     8569.655   4.150600E-7
     8570.733   4.181234E-7
     8571.806   4.211554E-7
     8572.884   4.242003E-7
     8573.957   4.272265E-7
      8575.03   4.302464E-7
     8576.104   4.332647E-7
     8577.177   4.362778E-7
     8578.255   4.393007E-7
     8579.329   4.423075E-7
     8580.403   4.453044E-7
     8581.481   4.482967E-7
     8582.556   4.512742E-7
     8583.635   4.542601E-7
     8584.709   4.572281E-7
     8585.779   4.601803E-7
     8586.858   4.631528E-7
     8587.934   4.661093E-7
     8589.009   4.690620E-7
     8590.088   4.720229E-7
     8591.164   4.749941E-7
     8592.244   4.779702E-7
     8593.319   4.809293E-7
     8594.399   4.838980E-7
     8595.471   4.868371E-7
     8596.547   4.897851E-7
     8597.628   4.927436E-7
     8598.704   4.956840E-7
      8599.78   4.986202E-7
     8600.861   4.995042E-7
     8601.938   4.998595E-7
      8603.02   5.002159E-7
     8604.097   5.005707E-7
     8605.169   5.009224E-7
      8606.25   5.012766E-7
     8607.328   5.016279E-7
      8608.41   5.019791E-7
     8609.487   5.023285E-7
     8610.565   5.026841E-7
     8611.647   5.030460E-7
     8612.726   5.034049E-7
     8613.809   5.037652E-7
     8614.882   5.041215E-7
      8615.96   5.044778E-7
     8617.044   5.048357E-7
     8618.122   5.051893E-7
     8619.206   5.055457E-7
     8620.284   5.058745E-7
     8621.363   5.061335E-7
     8622.447   5.063924E-7
     8623.522   5.066475E-7
     8624.606   5.069030E-7
     8625.686   5.071576E-7
     8626.766   5.074126E-7
     8627.851   5.076669E-7
     8628.931   5.079188E-7
     8630.011   5.081690E-7
     8631.096   5.084559E-7
     8632.176   5.087394E-7
     8633.256   5.090220E-7
     8634.337   5.093042E-7
     8635.423   5.095872E-7
     8636.503   5.098669E-7
     8637.584   5.101466E-7
     8638.671   5.104261E-7
     8639.752   5.107045E-7
     8640.833   5.110409E-7
      8641.92   5.113965E-7
     8642.997   5.117472E-7
     8644.083   5.121008E-7
     8645.165   5.124515E-7
     8646.247   5.128021E-7
     8647.334   5.131531E-7
     8648.417   5.135028E-7
     8649.504   5.138519E-7
     8650.587   5.141819E-7
      8651.67   5.144953E-7
     8652.753   5.148090E-7
     8653.836   5.151217E-7
     8654.924   5.154335E-7
     8656.007   5.157439E-7
     8657.091   5.160550E-7
     8658.179   5.163649E-7
     8659.263   5.166728E-7
     8660.352   5.169875E-7
     8661.436   5.173071E-7
     8662.515   5.176248E-7
     8663.604   5.179455E-7
     8664.688   5.182628E-7
     8665.773   5.185797E-7
     8666.862   5.188978E-7
     8667.947   5.192140E-7
     8669.037   5.195299E-7
     8670.122   5.198387E-7
     8671.208   5.201024E-7
     8672.293   5.203636E-7
     8673.379   5.206257E-7
      8674.47   5.208881E-7
     8675.555   5.211471E-7
     8676.641   5.214061E-7
     8677.731   5.216662E-7
     8678.818   5.219248E-7
     8679.909   5.221818E-7
     8680.996   5.224400E-7
     8682.078   5.226988E-7
     8683.169   5.229566E-7
     8684.256   5.232135E-7
     8685.348   5.234708E-7
     8686.436   5.237266E-7
     8687.522   5.239820E-7
     8688.614   5.242355E-7
     8689.702   5.244880E-7
     8690.795   5.248361E-7
     8691.878   5.252130E-7
     8692.966   5.255924E-7
     8694.059   5.259721E-7
     8695.147   5.263506E-7
     8696.235   5.267273E-7
     8697.329   5.271038E-7
     8698.418   5.274803E-7
     8699.511   5.278570E-7
       8700.6   5.256126E-7
     8701.689   5.212323E-7
     8702.778   5.168632E-7
     8703.868   5.124961E-7
     8704.962   5.081210E-7
     8706.052   5.037686E-7
     8707.142   4.994239E-7
     8708.236   4.950646E-7
     8709.326   4.907319E-7
     8710.421   4.864211E-7
     8711.507   4.822047E-7
     8712.598   4.779734E-7
     8713.692   4.737328E-7
     8714.783   4.695142E-7
     8715.879   4.652809E-7
      8716.97   4.610717E-7
     8718.062   4.568631E-7
     8719.157   4.526474E-7
     8720.249   4.484449E-7
      8721.34   4.442405E-7
     8722.432   4.400376E-7
     8723.523   4.358396E-7
      8724.62   4.316292E-7
     8725.713   4.274400E-7
      8726.81   4.232407E-7
     8727.902   4.190626E-7
     8728.994   4.148932E-7
     8730.092   4.107075E-7
      8731.18   4.065494E-7
     8732.277   4.023630E-7
     8733.371   3.981955E-7
     8734.464   3.940375E-7
     8735.563   3.898642E-7
     8736.655   3.857192E-7
     8737.749   3.815766E-7
     8738.848   3.774210E-7
     8739.941   3.732906E-7
     8741.035   3.692015E-7
      8742.13   3.651161E-7
     8743.229   3.610221E-7
     8744.323   3.569475E-7
     8745.418   3.528776E-7
     8746.518   3.487954E-7
     8747.612   3.447359E-7
     8748.707   3.406811E-7
     8749.808   3.366111E-7
     8750.897   3.325366E-7
     8751.998   3.284185E-7
     8753.094   3.243244E-7
     8754.189   3.202371E-7
      8755.29   3.161385E-7
     8756.386   3.120643E-7
     8757.486   3.079789E-7
     8758.583   3.039143E-7
     8759.679   2.998601E-7
     8760.775   2.958517E-7
     8761.872   2.918653E-7
     8762.974   2.878670E-7
      8764.07   2.838902E-7
     8765.168   2.799150E-7
      8766.27   2.759314E-7
     8767.367   2.719674E-7
      8768.47   2.679898E-7
     8769.566   2.640383E-7
      8770.66   2.600852E-7
     8771.763   2.560927E-7
      8772.86   2.521238E-7
     8773.964   2.481403E-7
     8775.062   2.441833E-7
      8776.16   2.402294E-7
     8777.264   2.362636E-7
     8778.362   2.323211E-7
     8779.461   2.283849E-7
      8780.56   2.244593E-7
     8781.659   2.205403E-7
     8782.763   2.166131E-7
     8783.862   2.127050E-7
     8784.962   2.088028E-7
     8786.066   2.048890E-7
     8787.166   2.009987E-7
     8788.271   1.970930E-7
     8789.371   1.932133E-7
     8790.467   1.893573E-7
     8791.571   1.854807E-7
     8792.672   1.816233E-7
     8793.777   1.777541E-7
     8794.879   1.739040E-7
     8795.979   1.700625E-7
     8797.085   1.662089E-7
     8798.187   1.623744E-7
     8799.293   1.585283E-7
     8800.389   1.567384E-7
     8801.491   1.586231E-7
     8802.598   1.605112E-7
     8803.699   1.623881E-7
     8804.801   1.642618E-7
     8805.908   1.661428E-7
     8807.011   1.680123E-7
     8808.117   1.698854E-7
     8809.221   1.717503E-7
     8810.323   1.736091E-7
     8811.426   1.754587E-7
     8812.528   1.773051E-7
     8813.637   1.791582E-7
      8814.74   1.810002E-7
     8815.844   1.828387E-7
     8816.952   1.846823E-7
     8818.056   1.865148E-7
     8819.164   1.883521E-7
     8820.263   1.901711E-7
     8821.367   1.919997E-7
     8822.477   1.938330E-7
      8823.58   1.956536E-7
     8824.689   1.974813E-7
     8825.795   1.992988E-7
     8826.899   2.011122E-7
     8828.009   2.029303E-7
     8829.109   2.047317E-7
      8830.22   2.065469E-7
     8831.324   2.083568E-7
      8832.43   2.101650E-7
      8833.54   2.119787E-7
     8834.646   2.137827E-7
     8835.757   2.155905E-7
     8836.863   2.173891E-7
     8837.969   2.191830E-7
     8839.075   2.209752E-7
     8840.182   2.227625E-7
     8841.293   2.245396E-7
       8842.4   2.263065E-7
     8843.507   2.280694E-7
     8844.619   2.298383E-7
     8845.726   2.315943E-7
     8846.833   2.333487E-7
     8847.945   2.351081E-7
     8849.048   2.368489E-7
      8850.16   2.386011E-7
     8851.269   2.403393E-7
     8852.381   2.420805E-7
     8853.489   2.438121E-7
     8854.598   2.455408E-7
     8855.711   2.472738E-7
     8856.819   2.489959E-7
     8857.928   2.507147E-7
     8859.037   2.524316E-7
     8860.146   2.541494E-7
      8861.26   2.559196E-7
     8862.369   2.576792E-7
     8863.479   2.594358E-7
     8864.593   2.611974E-7
     8865.702   2.629502E-7
     8866.816   2.647070E-7
     8867.927   2.664540E-7
     8869.032   2.681919E-7
     8870.146   2.699355E-7
     8871.257   2.716377E-7
     8872.373   2.733448E-7
     8873.483   2.750400E-7
     8874.594   2.767322E-7
      8875.71   2.784304E-7
      8876.82   2.801166E-7
     8877.937   2.818086E-7
     8879.043   2.834827E-7
     8880.154   2.851597E-7
     8881.271   2.868236E-7
     8882.383   2.884765E-7
     8883.499   2.901330E-7
     8884.611   2.917800E-7
     8885.724   2.934235E-7
     8886.841   2.950710E-7
     8887.953   2.967095E-7
     8889.061   2.983367E-7
     8890.179   2.999796E-7
     8891.291   3.016317E-7
     8892.409   3.032901E-7
     8893.522   3.049380E-7
     8894.636   3.065829E-7
     8895.754   3.082320E-7
     8896.867   3.098707E-7
     8897.985   3.115136E-7
     8899.095   3.131404E-7
     8900.209   3.170296E-7
     8901.327   3.307382E-7
     8902.441   3.443761E-7
     8903.562   3.580604E-7
     8904.676   3.716495E-7
      8905.79   3.852172E-7
      8906.91   3.988328E-7
     8908.024   4.123527E-7
      8909.14   4.258621E-7
     8910.255   4.393486E-7
      8911.37   4.528177E-7
     8912.491   4.663351E-7
     8913.606   4.797574E-7
     8914.723   4.931685E-7
     8915.843   5.066043E-7
     8916.959   5.199702E-7
      8918.08   5.333716E-7
     8919.191   5.466335E-7
     8920.308   5.599359E-7
      8921.43   5.732950E-7
     8922.546   5.865633E-7
     8923.668   5.998796E-7
     8924.785   6.131128E-7
     8925.902   6.263278E-7
     8927.024   6.395757E-7
     8928.142   6.527436E-7
      8929.26   6.659022E-7
     8930.377   6.790060E-7
     8931.495   6.920553E-7
     8932.618   7.051378E-7
     8933.736   7.181412E-7
     8934.859   7.311754E-7
     8935.978   7.441242E-7
     8937.096   7.570538E-7
      8938.22   7.700251E-7
     8939.334   7.828601E-7
     8940.458   7.958209E-7
     8941.577   8.087620E-7
     8942.696   8.216825E-7
      8943.82   8.346351E-7
     8944.939   8.475152E-7
      8946.06   8.603819E-7
     8947.185   8.732826E-7
     8948.305   8.861072E-7
     8949.425   8.989119E-7
     8950.545   9.116755E-7
      8951.67   9.244596E-7
      8952.79   9.371653E-7
     8953.911   9.498627E-7
     8955.037   9.625890E-7
     8956.158   9.752415E-7
     8957.279   9.878686E-7
     8958.405   1.000529E-6
     8959.521   1.013056E-6
     8960.647   1.025624E-6
      8961.77   1.038092E-6
     8962.892   1.050535E-6
     8964.019   1.063007E-6
     8965.141   1.075403E-6
     8966.268   1.087826E-6
      8967.39   1.100170E-6
     8968.513   1.112503E-6
     8969.635   1.124800E-6
     8970.758   1.137150E-6
     8971.886   1.149564E-6
     8973.009   1.161900E-6
     8974.132   1.174216E-6
      8975.26   1.186561E-6
     8976.384   1.198844E-6
     8977.512   1.211145E-6
     8978.636   1.223382E-6
     8979.755   1.235547E-6
     8980.884   1.247751E-6
     8982.008   1.259876E-6
     8983.137   1.272026E-6
     8984.262   1.284115E-6
     8985.386   1.296167E-6
     8986.516   1.308262E-6
     8987.641   1.320282E-6
     8988.766   1.332279E-6
     8989.891   1.344244E-6
     8991.017   1.356338E-6
     8992.146   1.368463E-6
     8993.272   1.380520E-6
     8994.403   1.392615E-6
     8995.529   1.404635E-6
     8996.655   1.416632E-6
     8997.786   1.428666E-6
     8998.912   1.440626E-6
     9000.034   1.451684E-6
     9001.165   1.435908E-6
     9002.292   1.420223E-6
     9003.424   1.404495E-6
     9004.551   1.388867E-6
     9005.678   1.373262E-6
     9006.811   1.357609E-6
     9007.938   1.342061E-6
      9009.07   1.326465E-6
     9010.192   1.311089E-6
      9011.32   1.295854E-6
     9012.454   1.280563E-6
     9013.582   1.265376E-6
     9014.715   1.250145E-6
     9015.844   1.234990E-6
     9016.972   1.219873E-6
     9018.105   1.204697E-6
     9019.234   1.189611E-6
     9020.363   1.174527E-6
     9021.492   1.159413E-6
     9022.622   1.144318E-6
     9023.756   1.129193E-6
     9024.886   1.114143E-6
     9026.021   1.099059E-6
      9027.15   1.084058E-6
      9028.28   1.069085E-6
      9029.41   1.054136E-6
     9030.541   1.039194E-6
     9031.671   1.024284E-6
     9032.807   1.009321E-6
     9033.937   9.944443E-7
     9035.073   9.795340E-7
     9036.204   9.647088E-7
     9037.335   9.499135E-7
     9038.472   9.350655E-7
     9039.598   9.203796E-7
     9040.734   9.056043E-7
     9041.866   8.909312E-7
     9042.998   8.762848E-7
     9044.135   8.615986E-7
     9045.267   8.469960E-7
     9046.404   8.323458E-7
     9047.536   8.177964E-7
     9048.669   8.032569E-7
     9049.802   7.887388E-7
     9050.935   7.742298E-7
     9052.072   7.596779E-7
     9053.205   7.452153E-7
     9054.339   7.307650E-7
     9055.477   7.162888E-7
      9056.61   7.018882E-7
     9057.744   6.875130E-7
     9058.883   6.731000E-7
     9060.012   6.588348E-7
      9061.15   6.444144E-7
     9062.285   6.300735E-7
     9063.425   6.156960E-7
     9064.559   6.014229E-7
     9065.693   5.871652E-7
     9066.833   5.728718E-7
     9067.969   5.586525E-7
     9069.104   5.444744E-7
     9070.238   5.303428E-7
     9071.374   5.162922E-7
     9072.515   5.022063E-7
      9073.65   4.882014E-7
     9074.786   4.742188E-7
     9075.927   4.601973E-7
     9077.063   4.462636E-7
     9078.204   4.322768E-7
     9079.341   4.183734E-7
     9080.472   4.045446E-7
     9081.613   3.905818E-7
      9082.75   3.767046E-7
     9083.893   3.627807E-7
     9085.029   3.489553E-7
     9086.167   3.351441E-7
     9087.309   3.213121E-7
     9088.446   3.075536E-7
     9089.589   2.937615E-7
     9090.722   2.801216E-7
      9091.86   2.664401E-7
     9093.003   2.527367E-7
     9094.142   2.391059E-7
     9095.284   2.254529E-7
     9096.423   2.118722E-7
     9097.562   1.983167E-7
     9098.705   1.847277E-7
     9099.845   1.712107E-7
     9100.979   1.709378E-7
     9102.123   1.727667E-7
     9103.262   1.745834E-7
     9104.406   1.764057E-7
     9105.546   1.782168E-7
     9106.691   1.800344E-7
     9107.831   1.818399E-7
     9108.971   1.836416E-7
     9110.116   1.854471E-7
     9111.252   1.872158E-7
     9112.392   1.889873E-7
     9113.538   1.907658E-7
     9114.679   1.925317E-7
     9115.824   1.943014E-7
     9116.966   1.960616E-7
     9118.106   1.978150E-7
     9119.253   1.995752E-7
     9120.395   2.013236E-7
     9121.536   2.030685E-7
     9122.678   2.048092E-7
      9123.82   2.065473E-7
     9124.967   2.082884E-7
     9126.109   2.100193E-7
     9127.257   2.117542E-7
     9128.399   2.134775E-7
     9129.542   2.151979E-7
     9130.689   2.169085E-7
     9131.827   2.185923E-7
     9132.976   2.202873E-7
     9134.119   2.219721E-7
     9135.262   2.236496E-7
     9136.411   2.253346E-7
     9137.555   2.270067E-7
     9138.703   2.286815E-7
     9139.847   2.303459E-7
     9140.991   2.320312E-7
     9142.136   2.337173E-7
     9143.279   2.353982E-7
     9144.424   2.370769E-7
     9145.574   2.387609E-7
     9146.719   2.404315E-7
     9147.869   2.421079E-7
     9149.014   2.437727E-7
     9150.159   2.454323E-7
      9151.31   2.470818E-7
      9152.45   2.487130E-7
     9153.601   2.503539E-7
     9154.746   2.519843E-7
     9155.893   2.536121E-7
     9157.044   2.552443E-7
     9158.189   2.568632E-7
     9159.341   2.584856E-7
     9160.487   2.601122E-7
     9161.635   2.617552E-7
     9162.781   2.633927E-7
     9163.928   2.650264E-7
      9165.08   2.666658E-7
     9166.228   2.682940E-7
     9167.375   2.699194E-7
     9168.527   2.715478E-7
     9169.675   2.731664E-7
     9170.823   2.747461E-7
     9171.976   2.763138E-7
     9173.119   2.778647E-7
     9174.272   2.794240E-7
     9175.421   2.809737E-7
     9176.574   2.825261E-7
     9177.723   2.840672E-7
     9178.872   2.856063E-7
     9180.025   2.871464E-7
     9181.175   2.887009E-7
     9182.324   2.902507E-7
     9183.474   2.917965E-7
     9184.623   2.933385E-7
     9185.777   2.948839E-7
     9186.928   2.964198E-7
     9188.077   2.979501E-7
     9189.232   2.994854E-7
     9190.383   3.010176E-7
     9191.538   3.025682E-7
     9192.688   3.041074E-7
     9193.835   3.056377E-7
      9194.99   3.071782E-7
     9196.142   3.087087E-7
     9197.298   3.102412E-7
     9198.449   3.117638E-7
     9199.601   3.132835E-7
     9200.757   3.708418E-7
     9201.908   4.574618E-7
     9203.065   5.443501E-7
     9204.213   6.303328E-7
     9205.364   7.164363E-7
     9206.521   8.028022E-7
     9207.675   8.887047E-7
     9208.832   9.747258E-7
     9209.984   1.060210E-6
     9211.138   1.145593E-6
     9212.296   1.231163E-6
     9213.449   1.316204E-6
     9214.597   1.400634E-6
     9215.756   1.485756E-6
     9216.909   1.570278E-6
     9218.068   1.655045E-6
     9219.222   1.739216E-6
     9220.381   1.823677E-6
     9221.535   1.907671E-6
     9222.689   1.991501E-6
     9223.849   2.075523E-6
     9224.998   2.158687E-6
     9226.153   2.242095E-6
     9227.313   2.325687E-6
     9228.468   2.408708E-6
     9229.628   2.491981E-6
     9230.783   2.574637E-6
     9231.939   2.657148E-6
       9233.1   2.739781E-6
     9234.256   2.821946E-6
     9235.411   2.903870E-6
     9236.567   2.985684E-6
     9237.724   3.067330E-6
     9238.885   3.149151E-6
     9240.042   3.230532E-6
     9241.203   3.312290E-6
      9242.36   3.393623E-6
     9243.517   3.474732E-6
     9244.674   3.555752E-6
     9245.831   3.636613E-6
     9246.993   3.717651E-6
     9248.151   3.798255E-6
     9249.309   3.878616E-6
     9250.472   3.959157E-6
      9251.63   4.039093E-6
     9252.793   4.119177E-6
     9253.951   4.198792E-6
     9255.104   4.277869E-6
     9256.268   4.357471E-6
     9257.427   4.436617E-6
     9258.585   4.515534E-6
     9259.749   4.594686E-6
     9260.908   4.673369E-6
     9262.072   4.752224E-6
     9263.232   4.830666E-6
     9264.396   4.909195E-6
     9265.551   4.986898E-6
     9266.711   5.064824E-6
     9267.876   5.142902E-6
     9269.036   5.220485E-6
     9270.196   5.297900E-6
     9271.362   5.375538E-6
     9272.522   5.452608E-6
     9273.688   5.529897E-6
     9274.849   5.606623E-6
     9276.005   5.682955E-6
     9277.171   5.759706E-6
     9278.332   5.836006E-6
     9279.499   5.912520E-6
      9280.66   5.988160E-6
     9281.822   6.063424E-6
     9282.989   6.138832E-6
     9284.151   6.213745E-6
     9285.318   6.288787E-6
     9286.476   6.363018E-6
     9287.638   6.437382E-6
     9288.806   6.511932E-6
     9289.969   6.585966E-6
     9291.137   6.660837E-6
       9292.3   6.735253E-6
     9293.463   6.809499E-6
     9294.631   6.883870E-6
     9295.795   6.957837E-6
     9296.953   7.031261E-6
     9298.122   7.105246E-6
     9299.286   7.178676E-6
     9300.455   7.234797E-6
     9301.619   7.263290E-6
     9302.783   7.291717E-6
     9303.953   7.320225E-6
     9305.117   7.348505E-6
     9306.287   7.376807E-6
     9307.447   7.404827E-6
     9308.612   7.432850E-6
     9309.782   7.460956E-6
     9310.948   7.489272E-6
     9312.118   7.517737E-6
     9313.284   7.545963E-6
      9314.45   7.574160E-6
     9315.621   7.602379E-6
     9316.787   7.630392E-6
     9317.953   7.658353E-6
      9319.12   7.686243E-6
     9320.286   7.713887E-6
     9321.458   7.740986E-6
     9322.625   7.767913E-6
     9323.797   7.794876E-6
     9324.964   7.821657E-6
     9326.132   7.848348E-6
     9327.304   7.875074E-6
     9328.467   7.901531E-6
     9329.634   7.927979E-6
     9330.807   7.954590E-6
     9331.975   7.981074E-6
     9333.148   8.007703E-6
     9334.316   8.034061E-6
      9335.49   8.060454E-6
     9336.658   8.086613E-6
     9337.827   8.112739E-6
     9338.996   8.138825E-6
     9340.165   8.164717E-6
     9341.334   8.190038E-6
     9342.509   8.215418E-6
     9343.678   8.240586E-6
     9344.853   8.265727E-6
     9346.022   8.290815E-6
     9347.192   8.315703E-6
     9348.368   8.340649E-6
     9349.533   8.365309E-6
     9350.708   8.391018E-6
     9351.879   8.417219E-6
      9353.05   8.443277E-6
     9354.226   8.469419E-6
     9355.396   8.495346E-6
     9356.572   8.521308E-6
     9357.743   8.547108E-6
     9358.915   8.572837E-6
     9360.087   8.598357E-6
     9361.258   8.622211E-6
     9362.435   8.646127E-6
     9363.607   8.669837E-6
     9364.779   8.693459E-6
     9365.956   8.717087E-6
     9367.129   8.740608E-6
     9368.307   8.764071E-6
     9369.479   8.787370E-6
     9370.646   8.810730E-6
     9371.825   8.834401E-6
     9372.998   8.857894E-6
     9374.171   8.881280E-6
      9375.35   8.904732E-6
     9376.523   8.927975E-6
     9377.702   8.951246E-6
     9378.876   8.974367E-6
     9380.056   8.997463E-6
     9381.225   9.020244E-6
     9382.398   9.043020E-6
     9383.578   9.065842E-6
     9384.753   9.088445E-6
     9385.928   9.110987E-6
     9387.107   9.133617E-6
     9388.282   9.155941E-6
     9389.463   9.178358E-6
     9390.639   9.200802E-6
     9391.809   9.223195E-6
     9392.989   9.245662E-6
     9394.165   9.268019E-6
     9395.347   9.290342E-6
     9396.522   9.312522E-6
     9397.698   9.334590E-6
      9398.88   9.356683E-6
     9400.057   9.370087E-6
     9401.238   9.214410E-6
      9402.41   9.060346E-6
     9403.587   8.906016E-6
      9404.77   8.751240E-6
     9405.946   8.597600E-6
     9407.129   8.443548E-6
     9408.307   8.290459E-6
     9409.484   8.137729E-6
     9410.667   7.984905E-6
     9411.845   7.833160E-6
     9413.019   7.682236E-6
     9414.201   7.530580E-6
      9415.38   7.379718E-6
     9416.563   7.228597E-6
     9417.742   7.078417E-6
     9418.921   6.928593E-6
     9420.105   6.778282E-6
     9421.285   6.628009E-6
     9422.469   6.477616E-6
     9423.644   6.328744E-6
     9424.823   6.179617E-6
     9426.008   6.030304E-6
     9427.187   5.881943E-6
     9428.373   5.733264E-6
     9429.554   5.585587E-6
     9430.733   5.438742E-6
     9431.919   5.291743E-6
       9433.1   5.145702E-6
      9434.28   5.000014E-6
     9435.462   4.854601E-6
     9436.643   4.709612E-6
     9437.829   4.564294E-6
     9439.011   4.419935E-6
     9440.197   4.275372E-6
     9441.379   4.131930E-6
     9442.561   3.988844E-6
     9443.748   3.845395E-6
     9444.925   3.703566E-6
     9446.107   3.561404E-6
     9447.295   3.418983E-6
     9448.478   3.277522E-6
     9449.665   3.135808E-6
     9450.848   2.994862E-6
     9452.036   2.853505E-6
      9453.22   2.713122E-6
     9454.402   2.573217E-6
     9455.586   2.433569E-6
      9456.77   2.294294E-6
     9457.953   2.155368E-6
     9459.143   2.016167E-6
     9460.327   1.877909E-6
     9461.516   1.739635E-6
       9462.7   1.602176E-6
     9463.885   1.465080E-6
     9465.069   1.328331E-6
     9466.254   1.191951E-6
     9467.444   1.055255E-6
      9468.63   9.194754E-7
     9469.814   7.841672E-7
     9471.006   7.738535E-7
     9472.191   7.865963E-7
     9473.382   7.993547E-7
     9474.567   8.120276E-7
     9475.748   8.246098E-7
     9476.939   8.372671E-7
     9478.126   8.498353E-7
     9479.317   8.624218E-7
     9480.504   8.749076E-7
     9481.691   8.873560E-7
     9482.883   8.998113E-7
      9484.07   9.121833E-7
     9485.263   9.245678E-7
     9486.444   9.368068E-7
     9487.632   9.490684E-7
     9488.825   9.613487E-7
     9490.013   9.729873E-7
       9491.2   9.341053E-7
     9492.394   8.951461E-7
     9493.582   8.564541E-7
     9494.775   8.177115E-7
     9495.964   7.792443E-7
     9497.152   7.408842E-7
     9498.342   7.026001E-7
      9499.53   6.644585E-7
     9500.725   7.172030E-7
     9501.914   8.282205E-7
     9503.104   9.389191E-7
     9504.298   1.049758E-6
     9505.488   1.159919E-6
     9506.683   1.270116E-6
     9507.868   1.379187E-6
     9509.058   1.488310E-6
     9510.254   1.598078E-6
     9511.444   1.708285E-6
      9512.64   1.818620E-6
      9513.83   1.928194E-6
     9515.021   2.037533E-6
     9516.218   2.147019E-6
     9517.409   2.255731E-6
     9518.601   2.364132E-6
     9519.792   2.472229E-6
     9520.983   2.579865E-6
     9522.181   2.687681E-6
     9523.372   2.794654E-6
     9524.569   2.901837E-6
     9525.762   3.008230E-6
     9526.954   3.114309E-6
     9528.152   3.220562E-6
      9529.34   3.325559E-6
     9530.537   3.564583E-6
      9531.73   3.965454E-6
     9532.924   4.365135E-6
     9534.122   4.765322E-6
     9535.315   5.162647E-6
     9536.509   5.558821E-6
     9537.708   5.955736E-6
     9538.902   6.349821E-6
     9540.096   6.742438E-6
      9541.29   7.133543E-6
     9542.484   7.523472E-6
     9543.685   7.913975E-6
     9544.879   8.301383E-6
     9546.079   8.689417E-6
     9547.273   9.074309E-6
     9548.469   9.458264E-6
     9549.669   9.842487E-6
     9550.859   1.175388E-5
     9552.061   1.427114E-5
     9553.256   1.676866E-5
     9554.452   1.926062E-5
     9555.653   2.175532E-5
      9556.85   2.423225E-5
     9558.051   2.671190E-5
     9559.247   2.917390E-5
     9560.443   3.162746E-5
     9561.641   3.407464E-5
     9562.837   3.651182E-5
     9564.034   3.894337E-5
     9565.236   4.137687E-5
     9566.435   4.379457E-5
