WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f606w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 7.906440E-20
PIVWV    r 5917.678
BANDW    r 672.3038
TPEAK    r 0.4651513
EQUVW    r 932.4329
RECTW    r 2004.58
EMFLX    r 1.832921E-16
        3000.  2.174872E-37
     3000.376  1.905360E-14
     3000.752  3.813094E-14
     3001.127  5.728147E-14
     3001.505  7.656780E-14
      3001.88  9.584044E-14
     3002.258  1.152625E-13
     3002.634  1.346582E-13
      3003.01  1.541278E-13
     3003.385  1.736573E-13
     3003.761  1.932356E-13
     3004.137  2.129013E-13
     3004.513  2.326166E-13
     3004.889  2.523936E-13
     3005.267  2.723354E-13
     3005.645  2.923268E-13
     3006.021  3.123028E-13
     3006.398  3.323532E-13
     3006.774  3.524530E-13
      3007.15  3.726279E-13
     3007.527  3.928519E-13
     3007.903  4.131517E-13
      3008.28  4.335279E-13
     3008.658  4.540468E-13
     3009.036  4.746290E-13
     3009.413  4.951933E-13
      3009.79  5.158208E-13
     3010.166  5.368597E-13
     3010.543  5.584596E-13
      3010.92  5.801687E-13
     3011.297  6.020156E-13
     3011.674  6.239860E-13
     3012.052  6.461808E-13
     3012.431  6.685012E-13
     3012.808  6.908455E-13
     3013.185  7.133282E-13
     3013.562  7.359352E-13
      3013.94  7.586673E-13
     3014.317  7.815247E-13
     3014.694  8.045224E-13
     3015.072  8.276460E-13
     3015.451  8.509865E-13
      3015.83  8.744687E-13
     3016.207  8.979718E-13
     3016.585  9.216155E-13
     3016.962  9.453711E-13
      3017.34  9.692708E-13
     3017.718  9.932984E-13
     3018.096  1.017469E-12
     3018.473  1.041750E-12
     3018.853  1.066271E-12
     3019.232  1.090936E-12
      3019.61  1.115620E-12
     3019.988  1.140434E-12
     3020.366  1.164965E-12
     3020.744  1.189580E-12
     3021.123  1.214323E-12
     3021.501  1.239178E-12
     3021.879  1.264147E-12
     3022.259  1.289342E-12
     3022.639  1.314668E-12
     3023.017  1.339978E-12
     3023.396  1.365419E-12
     3023.774  1.390991E-12
     3024.153  1.416661E-12
     3024.531  1.442445E-12
      3024.91  1.468361E-12
     3025.288  1.494385E-12
     3025.669  1.520639E-12
     3026.049  1.547012E-12
     3026.428  1.573411E-12
     3026.807  1.599911E-12
     3027.186  1.626540E-12
     3027.564  1.653284E-12
     3027.944  1.680161E-12
     3028.323  1.707129E-12
     3028.702  1.734230E-12
     3029.082  1.761555E-12
     3029.463  1.789024E-12
     3029.843  1.816506E-12
     3030.222  1.844434E-12
     3030.601  1.872757E-12
      3030.98  1.901195E-12
      3031.36  1.929795E-12
     3031.739  1.958548E-12
     3032.119  1.987418E-12
       3032.5  2.016571E-12
     3032.881  2.045842E-12
     3033.261  2.075133E-12
      3033.64  2.104558E-12
      3034.02  2.134136E-12
       3034.4  2.163826E-12
      3034.78  2.193672E-12
      3035.16  2.223659E-12
      3035.54  2.253787E-12
     3035.921  2.284209E-12
     3036.303  2.314741E-12
     3036.683  2.345291E-12
     3037.063  2.375980E-12
     3037.443  2.406805E-12
     3037.823  2.437769E-12
     3038.204  2.468899E-12
     3038.584  2.500155E-12
     3038.964  2.531570E-12
     3039.346  2.563246E-12
     3039.729  2.595081E-12
     3040.109  2.626149E-12
      3040.49  2.655494E-12
      3040.87  2.684926E-12
     3041.251  2.714444E-12
     3041.632  2.744050E-12
     3042.012  2.773761E-12
     3042.393  2.803531E-12
     3042.776  2.833542E-12
     3043.158  2.863644E-12
     3043.539  2.893708E-12
      3043.92  2.923878E-12
     3044.301  2.954117E-12
     3044.682  2.984463E-12
     3045.063  3.014896E-12
     3045.445  3.045427E-12
     3045.826  3.076028E-12
     3046.208  3.106861E-12
     3046.592  3.137808E-12
     3046.973  3.168707E-12
     3047.354  3.199683E-12
     3047.736  3.230768E-12
     3048.117  3.261945E-12
     3048.499  3.293201E-12
      3048.88  3.324565E-12
     3049.262  3.356031E-12
     3049.646  3.387705E-12
     3050.029  3.419824E-12
     3050.411  3.456295E-12
     3050.792  3.492933E-12
     3051.174  3.529739E-12
     3051.556  3.566735E-12
     3051.938  3.603877E-12
      3052.32  3.641215E-12
     3052.702  3.678722E-12
     3053.086  3.716564E-12
      3053.47  3.754561E-12
     3053.852  3.792584E-12
     3054.235  3.830783E-12
     3054.617  3.869157E-12
     3054.999  3.907701E-12
     3055.382  3.946414E-12
     3055.764  3.985324E-12
     3056.146  4.024380E-12
     3056.531  4.063807E-12
     3056.915  4.103407E-12
     3057.298  4.143018E-12
      3057.68  4.182773E-12
     3058.063  4.222729E-12
     3058.446  4.262868E-12
     3058.829  4.303178E-12
     3059.212  4.343659E-12
     3059.595  4.384335E-12
     3059.979  4.425343E-12
     3060.364  4.461300E-12
     3060.747  4.496902E-12
      3061.13  4.532596E-12
     3061.513  4.568401E-12
     3061.897  4.604304E-12
      3062.28  4.640287E-12
     3062.663  4.676415E-12
     3063.047  4.712618E-12
     3063.432  4.749081E-12
     3063.817  4.785667E-12
       3064.2  4.822188E-12
     3064.584  4.858808E-12
     3064.968  4.895527E-12
     3065.351  4.932338E-12
     3065.735  4.969271E-12
     3066.119  5.006304E-12
     3066.502  5.043442E-12
     3066.888  5.080845E-12
     3067.273  5.118347E-12
     3067.657  5.155808E-12
     3068.042  5.193369E-12
     3068.426  5.231034E-12
      3068.81  5.268799E-12
     3069.194  5.306679E-12
     3069.578  5.344625E-12
     3069.962  5.382694E-12
     3070.348  5.413905E-12
     3070.734  5.444349E-12
     3071.119  5.474686E-12
     3071.503  5.505018E-12
     3071.887  5.535374E-12
     3072.272  5.565721E-12
     3072.656  5.596067E-12
     3073.041  5.626437E-12
     3073.426  5.656805E-12
     3073.812  5.687332E-12
     3074.199  5.717860E-12
     3074.583  5.748253E-12
     3074.968  5.778651E-12
     3075.353  5.809073E-12
     3075.738  5.839498E-12
     3076.123  5.869928E-12
     3076.508  5.900355E-12
     3076.893  5.930787E-12
      3077.28  5.961385E-12
     3077.667  5.991993E-12
     3078.052  6.022470E-12
     3078.438  6.052950E-12
     3078.823  6.083432E-12
     3079.208  6.113928E-12
     3079.594  6.144400E-12
     3079.979  6.174893E-12
     3080.365  6.197686E-12
     3080.752  6.220068E-12
     3081.139  6.242353E-12
     3081.525  6.264473E-12
     3081.911  6.286504E-12
     3082.297  6.308452E-12
     3082.682  6.330310E-12
     3083.068  6.352096E-12
     3083.454  6.373788E-12
      3083.84  6.395394E-12
     3084.228  6.417010E-12
     3084.616  6.438540E-12
     3085.002  6.459901E-12
     3085.388  6.481153E-12
     3085.774  6.502332E-12
      3086.16  6.523417E-12
     3086.547  6.544424E-12
     3086.933  6.565328E-12
      3087.32  6.586179E-12
     3087.708  6.607033E-12
     3088.096  6.627793E-12
     3088.482  6.648356E-12
