WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t nicmos,2,f222m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.931192E-20
PIVWV    r 22175.11
BANDW    r 511.4591
TPEAK    r 0.2713668
EQUVW    r 401.4564
RECTW    r 1479.387
EMFLX    r 8.132304E-17
     21233.22    0.04300278
     21233.55    0.04321547
     21233.87    0.04342816
     21234.22    0.04345088
     21234.55    0.04336288
      21234.9    0.04326802
     21235.23    0.04318002
     21235.55    0.04309199
      21235.9    0.04299767
     21236.23    0.04316565
     21236.55    0.04344305
      21236.9     0.0437404
     21237.23    0.04401781
     21237.56    0.04429526
     21237.91    0.04459428
     21238.23    0.04475888
     21238.58    0.04488792
     21238.91    0.04500834
     21239.24    0.04512872
     21239.59    0.04525778
     21239.91     0.0453782
     21240.26    0.04531497
     21240.59    0.04519502
     21240.92     0.0450758
     21241.27    0.04494797
     21241.59    0.04482873
     21241.92    0.04470947
     21242.27    0.04487967
      21242.6     0.0451252
     21242.92    0.04536927
     21243.27    0.04563089
      21243.6    0.04587498
     21243.95     0.0461366
     21244.27    0.04628671
      21244.6    0.04641949
     21244.95    0.04656101
     21245.28      0.046693
      21245.6    0.04682502
     21245.95    0.04696652
     21246.28    0.04703308
     21246.63      0.047093
     21246.96    0.04714859
     21247.28    0.04720418
     21247.63    0.04726376
     21247.96    0.04731937
     21248.29    0.04748079
     21248.61    0.04765624
     21248.96    0.04784429
     21249.29    0.04801977
     21249.62    0.04819629
     21249.97    0.04838435
     21250.32    0.04840032
     21250.64    0.04839838
     21250.97    0.04839645
     21251.32    0.04839432
     21251.65    0.04839238
     21251.97    0.04839042
     21252.32    0.04839489
     21252.65    0.04839959
     21252.98    0.04840426
     21253.33    0.04840928
     21253.65    0.04841398
       21254.    0.04841941
     21254.33    0.04845817
     21254.66    0.04849692
     21254.98    0.04853569
     21255.33    0.04857745
     21255.66     0.0486162
     21256.01    0.04866507
     21256.34    0.04894847
     21256.69    0.04925397
     21257.01    0.04953739
     21257.34     0.0498208
     21257.67    0.05010595
     21258.02    0.05038846
     21258.34    0.05027643
     21258.69    0.05015636
     21259.02    0.05004366
     21259.37    0.04992356
      21259.7    0.04981152
     21260.03    0.04971875
     21260.35    0.04986259
      21260.7     0.0500168
     21261.03    0.05016151
     21261.36    0.05030541
     21261.71    0.05045962
     21262.03    0.05059139
     21262.38    0.05061038
     21262.71      0.050628
     21263.04    0.05064562
     21263.39     0.0506646
     21263.71    0.05068223
     21264.04    0.05070869
     21264.39     0.0508071
     21264.74      0.050905
     21265.07     0.0509963
     21265.39     0.0510882
     21265.72    0.05117952
     21266.07    0.05129718
      21266.4    0.05148122
     21266.72    0.05166417
     21267.08    0.05186135
      21267.4    0.05204432
     21267.73     0.0522273
     21268.08    0.05242946
     21268.41    0.05263255
     21268.76    0.05285028
     21269.08    0.05305466
     21269.41    0.05325777
     21269.76    0.05347551
     21270.09    0.05363224
     21270.44    0.05366051
     21270.77    0.05368702
     21271.09    0.05371337
     21271.44    0.05374164
     21271.77    0.05376817
      21272.1    0.05380895
     21272.45    0.05389037
     21272.77    0.05396594
      21273.1     0.0540415
     21273.43     0.0541175
     21273.78     0.0541985
     21274.11    0.05432173
     21274.46    0.05455931
     21274.78    0.05478228
     21275.13    0.05501984
     21275.46    0.05524152
     21275.79    0.05546449
     21276.14    0.05561603
     21276.46    0.05563248
     21276.81    0.05564995
     21277.14    0.05566639
     21277.47    0.05568275
     21277.82    0.05570022
     21278.15     0.0558114
     21278.47    0.05603875
      21278.8    0.05626743
     21279.15    0.05651111
     21279.48    0.05673981
     21279.83     0.0569835
     21280.16    0.05709583
     21280.51    0.05707915
     21280.83    0.05706349
     21281.16     0.0570479
     21281.51     0.0570312
     21281.84    0.05701552
     21282.16    0.05709951
     21282.52    0.05729606
     21282.84    0.05747843
     21283.19      0.057675
     21283.52    0.05785736
     21283.85    0.05804082
     21284.17    0.05824492
     21284.53    0.05848539
     21284.85     0.0587085
      21285.2    0.05894899
     21285.53    0.05917214
     21285.86     0.0593966
     21286.18    0.05948551
     21286.54    0.05946894
     21286.88    0.05945249
     21287.21    0.05943705
     21287.54    0.05942168
     21287.87    0.05940621
     21288.22    0.05949052
     21288.54    0.05962552
      21288.9    0.05977106
     21289.22    0.05990609
     21289.57    0.06005163
      21289.9    0.06018664
     21290.23    0.06033998
     21290.55        0.0605
     21290.91    0.06067241
     21291.23    0.06083242
     21291.56     0.0609934
     21291.91    0.06116588
     21292.24    0.06123939
     21292.59    0.06128425
     21292.92    0.06132586
     21293.24    0.06136771
     21293.59    0.06141232
     21293.92    0.06145418
     21294.25    0.06154098
      21294.6    0.06164842
     21294.95    0.06175647
     21295.28    0.06185675
     21295.61    0.06195762
     21295.93     0.0620579
     21296.28    0.06208148
     21296.61    0.06208446
     21296.96    0.06208763
     21297.29    0.06209064
     21297.62    0.06209361
     21297.94    0.06209661
     21298.29    0.06223062
     21298.62    0.06237831
     21298.97    0.06253746
      21299.3    0.06268516
     21299.63    0.06283372
     21299.98    0.06299292
      21300.3    0.06319766
     21300.63    0.06340763
     21300.98    0.06363264
     21301.31     0.0638414
     21301.66    0.06406642
     21301.99    0.06427642
     21302.32    0.06456111
     21302.67    0.06487052
     21302.99    0.06515754
     21303.32     0.0654463
     21303.67    0.06575574
       21304.    0.06604279
     21304.33    0.06602386
     21304.68    0.06600356
     21305.01    0.06598472
     21305.36    0.06596442
     21305.69    0.06594551
     21306.01    0.06593215
     21306.34    0.06606705
     21306.69     0.0662116
     21307.04    0.06635533
     21307.37    0.06649024
      21307.7    0.06662515
     21308.05    0.06675882
     21308.38    0.06682324
      21308.7    0.06688765
     21309.05    0.06695665
     21309.38    0.06702069
     21309.71     0.0670851
     21310.06     0.0671922
     21310.39    0.06746159
     21310.74    0.06775191
     21311.07    0.06802288
     21311.39    0.06829387
     21311.74    0.06858259
     21312.07    0.06881052
      21312.4    0.06888597
     21312.75    0.06896634
     21313.08    0.06904179
     21313.43     0.0691226
     21313.76    0.06919806
     21314.08    0.06924808
     21314.44    0.06922439
     21314.76    0.06920226
     21315.09    0.06918014
     21315.44    0.06915658
     21315.77    0.06913443
      21316.1    0.06921162
     21316.43    0.06952319
     21316.78    0.06985517
     21317.13    0.07018904
     21317.46    0.07050063
     21317.78    0.07081223
     21318.13    0.07101539
     21318.46    0.07100856
     21318.79    0.07100173
     21319.14    0.07099446
     21319.47    0.07098766
     21319.79    0.07098086
     21320.15    0.07107005
     21320.47    0.07127936
     21320.83    0.07150361
     21321.15     0.0717117
     21321.48    0.07192101
     21321.81    0.07213032
     21322.16    0.07226866
     21322.49    0.07230187
     21322.84    0.07233728
     21323.17    0.07237053
     21323.52    0.07240612
     21323.85    0.07243937
     21324.17    0.07259426
     21324.53    0.07287597
     21324.85    0.07313733
      21325.2    0.07341907
     21325.53      0.073682
     21325.86    0.07394495
     21326.21     0.0740758
     21326.54    0.07410402
     21326.87    0.07413204
     21327.19    0.07416026
     21327.54    0.07419047
     21327.87     0.0742187
      21328.2    0.07432451
     21328.55    0.07449044
     21328.88    0.07464432
     21329.21    0.07479914
     21329.56    0.07496506
     21329.89    0.07511986
     21330.24    0.07525977
     21330.57    0.07537874
     21330.92    0.07550623
     21331.25    0.07562523
     21331.57    0.07574353
     21331.92    0.07587103
     21332.25    0.07597659
     21332.58     0.0760781
     21332.93    0.07618685
     21333.26    0.07628836
     21333.59    0.07638986
     21333.94    0.07649861
     21334.27     0.0767317
     21334.59    0.07699301
     21334.95    0.07727464
     21335.27    0.07753752
     21335.63    0.07781919
     21335.95    0.07808209
     21336.28    0.07815449
     21336.63    0.07819806
     21336.96    0.07823873
     21337.31     0.0782823
     21337.64    0.07832295
     21337.99    0.07836656
     21338.32    0.07869486
     21338.65     0.0790302
     21338.97    0.07936352
     21339.33    0.07972285
     21339.65    0.08005822
     21339.98    0.08039356
     21340.31    0.08056521
     21340.66    0.08073919
     21340.99    0.08090157
     21341.34    0.08107555
     21341.67    0.08123793
     21342.02    0.08139474
     21342.35    0.08129499
     21342.68    0.08119525
     21343.03    0.08108834
     21343.36    0.08098858
     21343.71    0.08088169
     21344.04    0.08082766
     21344.37    0.08113229
     21344.72    0.08145868
     21345.04    0.08176333
     21345.37    0.08206796
     21345.72    0.08239438
     21346.05    0.08269302
     21346.38    0.08296022
     21346.71    0.08322745
     21347.06    0.08351376
     21347.39    0.08378097
     21347.74    0.08406727
     21348.07    0.08430599
     21348.42    0.08444564
     21348.75    0.08457595
      21349.1    0.08471561
     21349.43    0.08484596
     21349.76     0.0849763
     21350.11    0.08511698
     21350.44    0.08525054
     21350.76    0.08538407
     21351.12    0.08552715
     21351.44    0.08566075
     21351.77    0.08579423
      21352.1    0.08590954
     21352.45    0.08598819
     21352.78    0.08606161
     21353.13    0.08614028
     21353.46    0.08621373
     21353.81    0.08629242
     21354.14    0.08640032
     21354.47    0.08655313
      21354.8    0.08670598
     21355.15    0.08686974
     21355.48     0.0870226
     21355.83     0.0871864
     21356.16    0.08742028
     21356.51    0.08776626
     21356.84     0.0880892
     21357.16    0.08841213
     21357.49    0.08873513
     21357.84    0.08908118
     21358.17     0.0891963
      21358.5    0.08912198
     21358.85    0.08904291
     21359.18    0.08896899
     21359.51    0.08889513
     21359.86      0.088816
     21360.19    0.08891235
     21360.54    0.08914911
     21360.87    0.08937004
     21361.22    0.08960678
     21361.55    0.08982907
      21361.9    0.09006579
     21362.23     0.0901978
     21362.56    0.09029216
     21362.89    0.09038651
     21363.24    0.09048761
     21363.57      0.090582
     21363.92     0.0906831
     21364.25     0.0907815
     21364.58     0.0908805
      21364.9    0.09097947
     21365.26    0.09108555
     21365.58    0.09118459
     21365.94    0.09129066
     21366.26    0.09151483
     21366.59    0.09177104
     21366.95    0.09204398
     21367.27    0.09229875
     21367.62    0.09257162
     21367.95     0.0928264
     21368.31    0.09286257
     21368.63    0.09286234
     21368.96    0.09286211
     21369.29    0.09286183
     21369.64    0.09286157
     21369.97    0.09286135
      21370.3    0.09310003
     21370.63    0.09336048
     21370.98    0.09363944
     21371.31    0.09389991
     21371.66    0.09417897
     21371.99    0.09444097
     21372.34    0.09462416
     21372.67    0.09479254
       21373.    0.09496093
     21373.35    0.09514134
     21373.68    0.09531076
     21374.03    0.09549905
     21374.36    0.09575005
     21374.69    0.09600101
     21375.04    0.09627137
     21375.37    0.09652238
      21375.7    0.09677334
     21376.05    0.09705319
     21376.38    0.09737962
     21376.71    0.09770408
     21377.06    0.09805179
     21377.39    0.09837632
     21377.72    0.09870276
     21378.07    0.09901509
      21378.4    0.09916992
     21378.75    0.09933574
     21379.08    0.09949146
     21379.41    0.09964624
     21379.76    0.09981211
     21380.09    0.09993801
     21380.44    0.09998571
     21380.77       0.10003
      21381.1     0.1000743
     21381.45     0.1001218
     21381.78     0.1001663
     21382.11     0.1002764
     21382.46     0.1005433
     21382.79     0.1007938
     21383.12     0.1010428
     21383.44      0.101292
      21383.8     0.1015603
     21384.13     0.1017428
     21384.48     0.1018226
      21384.8     0.1018971
     21385.16     0.1019773
     21385.49     0.1020517
     21385.84     0.1021315
     21386.17     0.1023353
      21386.5     0.1026618
     21386.85     0.1030117
     21387.18     0.1033401
     21387.51     0.1036666
     21387.83     0.1039931
     21388.19     0.1041638
     21388.52     0.1041735
     21388.84      0.104183
      21389.2     0.1041934
     21389.53      0.104203
     21389.85     0.1042126
     21390.21     0.1042967
     21390.54     0.1044233
     21390.89     0.1045588
     21391.22      0.104686
     21391.57     0.1048216
      21391.9     0.1049489
     21392.25     0.1051752
     21392.58     0.1054209
     21392.91     0.1056682
     21393.24     0.1059139
     21393.59     0.1061772
     21393.92     0.1064244
     21394.27     0.1066513
      21394.6     0.1068539
     21394.93     0.1070554
     21395.26     0.1072568
     21395.61     0.1074738
     21395.94     0.1076753
     21396.29     0.1080218
     21396.62     0.1083691
     21396.97     0.1087413
      21397.3     0.1090908
     21397.63     0.1094382
     21397.98     0.1098125
     21398.31     0.1098428
     21398.64     0.1098551
     21398.99     0.1098683
     21399.32     0.1098806
     21399.65      0.109893
       21400.      0.109907
     21400.33     0.1100623
     21400.66     0.1102167
     21401.01     0.1103821
     21401.34     0.1105374
     21401.67     0.1106917
     21402.02     0.1108616
     21402.35     0.1110648
     21402.71     0.1112839
     21403.03     0.1114872
     21403.36     0.1116917
     21403.71     0.1119095
     21404.04     0.1121327
      21404.4     0.1124969
     21404.72     0.1128367
     21405.08     0.1132029
     21405.41     0.1135427
     21405.74     0.1138846
     21406.06     0.1141975
     21406.42      0.114416
     21406.75     0.1146187
     21407.08     0.1148226
     21407.43     0.1150399
     21407.76     0.1152438
     21408.09     0.1154026
     21408.44     0.1154406
     21408.77      0.115476
     21409.12      0.115514
     21409.45     0.1155493
     21409.78     0.1155848
     21410.13     0.1156665
     21410.46     0.1158127
     21410.81     0.1159685
     21411.14     0.1161147
     21411.49     0.1162704
      21411.8     0.1164062
     21412.15     0.1166057
     21412.48     0.1168467
     21412.84     0.1171048
     21413.16     0.1173443
     21413.49     0.1175854
     21413.82     0.1178249
     21414.18     0.1180985
      21414.5      0.118367
     21414.86     0.1186562
     21415.19     0.1189247
     21415.54      0.119214
     21415.87     0.1194824
     21416.22     0.1197124
     21416.55     0.1198937
     21416.88      0.120074
     21417.23     0.1202682
     21417.56     0.1204485
     21417.89     0.1206299
     21418.24     0.1207897
     21418.57     0.1209258
      21418.9     0.1210618
     21419.23     0.1211971
     21419.58     0.1213428
     21419.91      0.121478
     21420.27     0.1215633
      21420.6     0.1216243
     21420.95     0.1216893
     21421.28     0.1217503
     21421.61     0.1218109
     21421.96     0.1218762
     21422.29     0.1221625
     21422.64     0.1225014
     21422.97     0.1228197
      21423.3      0.123136
     21423.65     0.1234769
     21423.98     0.1237951
     21424.31     0.1240499
     21424.66     0.1243208
     21424.99     0.1245736
     21425.32     0.1248249
     21425.65     0.1250778
     21426.01      0.125348
     21426.33     0.1255653
     21426.66     0.1257839
     21427.02     0.1260168
     21427.35     0.1262353
      21427.7     0.1264695
     21428.03     0.1266812
     21428.38      0.126843
     21428.71     0.1269941
     21429.06      0.127155
     21429.39     0.1273061
     21429.72     0.1274572
     21430.05     0.1276083
      21430.4     0.1277767
     21430.73      0.127934
     21431.06     0.1280904
     21431.42     0.1282588
     21431.75      0.128416
     21432.07     0.1285939
     21432.43     0.1288644
     21432.76      0.129117
     21433.11     0.1293875
     21433.44     0.1296386
     21433.77     0.1298912
     21434.12      0.130103
     21434.45     0.1301975
      21434.8     0.1302992
     21435.13     0.1303941
     21435.49     0.1304958
     21435.82     0.1305902
     21436.15     0.1307742
     21436.48     0.1310699
     21436.83     0.1313848
     21437.16     0.1316805
     21437.51     0.1319972
     21437.84     0.1322929
     21438.17     0.1325364
      21438.5     0.1327339
     21438.85     0.1329456
     21439.18     0.1331431
     21439.54     0.1333535
     21439.87     0.1335511
      21440.2     0.1337429
     21440.55     0.1339437
     21440.88     0.1341302
     21441.23     0.1343311
     21441.56     0.1345188
     21441.89     0.1347063
     21442.24     0.1348618
     21442.57     0.1349872
      21442.9     0.1351133
     21443.26     0.1352484
     21443.59     0.1353746
     21443.91     0.1354999
     21444.24     0.1357456
      21444.6     0.1360539
     21444.93     0.1363417
     21445.28     0.1366499
     21445.61     0.1369361
     21445.96     0.1372443
     21446.29      0.137456
     21446.62     0.1376581
     21446.98     0.1378745
      21447.3     0.1380754
     21447.66     0.1382919
     21447.99     0.1384939
     21448.32     0.1385297
     21448.67     0.1385616
       21449.     0.1385913
     21449.33     0.1386209
     21449.68     0.1386528
     21450.01     0.1386977
     21450.34     0.1390937
      21450.7     0.1395178
     21451.03     0.1399137
     21451.38     0.1403354
     21451.71     0.1407314
     21452.04     0.1411004
     21452.39     0.1412815
     21452.72     0.1414505
     21453.08     0.1416315
     21453.41     0.1418005
     21453.73     0.1419685
     21454.09     0.1421961
     21454.42     0.1425402
     21454.75     0.1428842
     21455.08     0.1432283
     21455.43     0.1435968
     21455.76     0.1439408
     21456.09     0.1442253
     21456.44     0.1443675
     21456.77     0.1445002
      21457.1      0.144633
     21457.46     0.1447752
     21457.79     0.1449078
     21458.14     0.1450595
     21458.47     0.1452142
     21458.82     0.1453801
     21459.15     0.1455348
     21459.51     0.1457006
     21459.84     0.1458545
     21460.17     0.1460053
      21460.5     0.1461522
     21460.85     0.1463095
     21461.18     0.1464563
     21461.53     0.1466136
     21461.86     0.1467605
     21462.19     0.1469989
     21462.52     0.1473019
     21462.88     0.1476264
     21463.21     0.1479295
     21463.56      0.148254
     21463.89     0.1485571
     21464.24     0.1486805
     21464.57     0.1487116
      21464.9     0.1487424
     21465.26     0.1487757
     21465.59     0.1488068
     21465.94     0.1488401
     21466.27     0.1491977
      21466.6     0.1496287
     21466.93     0.1500598
     21467.28     0.1505214
     21467.61     0.1509525
     21467.97      0.151414
     21468.27     0.1516137
     21468.63     0.1518157
     21468.96     0.1520044
     21469.31     0.1522064
     21469.64      0.152395
     21469.99      0.152597
     21470.32     0.1527692
     21470.65      0.152941
     21471.01     0.1531251
     21471.34     0.1532969
     21471.69      0.153481
     21472.02      0.153651
     21472.35     0.1537952
     21472.71     0.1539497
     21473.04      0.154094
     21473.37     0.1542382
     21473.72     0.1543927
     21474.05      0.154563
     21474.38     0.1548832
     21474.73     0.1552261
     21475.06     0.1555464
     21475.39     0.1558666
     21475.75     0.1562095
     21476.08     0.1564793
     21476.43     0.1565856
     21476.76     0.1566847
     21477.09     0.1567839
     21477.45     0.1568901
     21477.78     0.1569894
     21478.13      0.157197
     21478.46     0.1575558
     21478.81       0.15794
     21479.14     0.1582989
     21479.47     0.1586577
      21479.8     0.1590165
     21480.16     0.1593438
     21480.49      0.159582
     21480.82     0.1598202
     21481.17     0.1600767
      21481.5     0.1603149
     21481.83     0.1605531
     21482.19     0.1608443
     21482.52     0.1611468
     21482.87     0.1614707
      21483.2     0.1617731
     21483.55      0.162097
     21483.88     0.1623994
     21484.21     0.1625381
     21484.57     0.1625903
      21484.9     0.1626387
     21485.23     0.1626872
     21485.58      0.162739
     21485.91     0.1627875
     21486.24     0.1629249
     21486.57     0.1630945
     21486.93     0.1632761
     21487.26     0.1634467
     21487.59     0.1636164
     21487.94     0.1637981
     21488.27     0.1640248
     21488.63     0.1642807
     21488.96     0.1645198
     21489.31     0.1647758
     21489.64     0.1650162
     21489.99     0.1652722
     21490.32     0.1654348
     21490.65     0.1655959
     21491.01     0.1657685
     21491.34     0.1659296
     21491.67     0.1660918
     21492.02     0.1662738
     21492.35     0.1665688
     21492.68     0.1668637
     21493.01     0.1671587
     21493.37     0.1674745
      21493.7     0.1677712
     21494.05     0.1680502
     21494.38     0.1681135
     21494.74     0.1681814
     21495.07     0.1682449
      21495.4     0.1683087
     21495.75     0.1683766
     21496.08     0.1685224
     21496.44     0.1689457
     21496.77     0.1693432
      21497.1     0.1697383
     21497.43     0.1701334
     21497.78     0.1705567
     21498.11     0.1708606
     21498.44     0.1709861
      21498.8     0.1711196
     21499.13     0.1712444
     21499.46      0.171369
     21499.81     0.1715034
     21500.14     0.1717323
      21500.5     0.1721241
     21500.83     0.1724899
     21501.16     0.1728559
     21501.51     0.1732499
     21501.84     0.1736159
      21502.2     0.1738266
     21502.53     0.1738868
     21502.88     0.1739509
     21503.21     0.1740106
     21503.54     0.1740704
     21503.87     0.1741306
     21504.23     0.1743327
     21504.56     0.1745935
     21504.89     0.1748543
     21505.24     0.1751352
     21505.57     0.1753961
      21505.9      0.175657
     21506.26     0.1757844
     21506.59     0.1758489
     21506.94     0.1759179
     21507.27     0.1759822
      21507.6      0.176047
     21507.96      0.176116
     21508.31     0.1765219
     21508.64      0.176947
     21508.97     0.1773697
     21509.33     0.1778223
     21509.66     0.1782475
     21509.99       0.17867
     21510.32     0.1788549
     21510.67     0.1790446
       21511.     0.1792207
     21511.33     0.1793968
     21511.66     0.1795729
     21512.02     0.1797584
     21512.35     0.1798632
     21512.71      0.179976
     21513.04     0.1800809
     21513.39     0.1801931
     21513.72     0.1802986
     21514.05     0.1804325
      21514.4     0.1807477
     21514.74     0.1810437
     21515.09      0.181359
     21515.42     0.1816534
     21515.75     0.1819495
     21516.11     0.1822655
     21516.44     0.1825642
     21516.77     0.1828612
     21517.12     0.1831792
     21517.45     0.1834779
     21517.78     0.1837749
     21518.14     0.1840291
     21518.47     0.1841725
     21518.82     0.1843252
     21519.15     0.1844686
     21519.48     0.1846111
     21519.84     0.1847639
     21520.17     0.1848792
     21520.52     0.1849733
     21520.86     0.1850619
     21521.19     0.1851498
     21521.54      0.185244
     21521.87     0.1853325
      21522.2     0.1854318
     21522.56     0.1855467
     21522.89     0.1856533
     21523.22       0.18576
     21523.55     0.1858672
      21523.9     0.1859814
     21524.23     0.1862386
     21524.59     0.1865789
     21524.92     0.1868985
     21525.27     0.1872389
     21525.61     0.1875586
     21525.94     0.1878763
     21526.27     0.1880667
     21526.62     0.1882384
     21526.97     0.1884092
     21527.31     0.1885696
     21527.64     0.1887291
     21527.97     0.1888895
     21528.32     0.1890729
     21528.65     0.1892463
     21528.98     0.1894186
     21529.34     0.1896042
     21529.67     0.1897765
       21530.     0.1899508
     21530.36     0.1902771
     21530.69     0.1905835
     21531.04     0.1909097
     21531.37     0.1912161
      21531.7     0.1915208
     21532.06     0.1917911
     21532.39     0.1917698
     21532.74      0.191747
     21533.07     0.1917258
     21533.43      0.191703
     21533.76     0.1916817
     21534.09     0.1917838
     21534.42     0.1922066
     21534.78     0.1926619
     21535.11     0.1930847
     21535.46       0.19354
     21535.79     0.1939628
     21536.13     0.1942937
     21536.46     0.1944673
     21536.81     0.1946543
     21537.14      0.194828
      21537.5      0.195015
     21537.83     0.1951886
     21538.18     0.1953873
     21538.51     0.1955833
     21538.87     0.1957919
      21539.2     0.1959878
     21539.53     0.1961826
     21539.88     0.1963924
     21540.21     0.1966319
     21540.55     0.1968969
     21540.88     0.1971603
     21541.23     0.1974441
     21541.56     0.1977091
     21541.89     0.1979725
     21542.23     0.1980887
     21542.58     0.1981387
     21542.91     0.1981857
     21543.27     0.1982359
      21543.6     0.1982825
     21543.95     0.1983328
     21544.28     0.1986209
     21544.62     0.1989509
     21544.97     0.1993043
      21545.3     0.1996323
     21545.66     0.1999857
     21545.99     0.2003138
     21546.32     0.2004176
     21546.67     0.2005182
       21547.     0.2006117
     21547.34     0.2007057
     21547.69     0.2008059
     21548.02     0.2009143
     21548.35      0.201231
     21548.71     0.2015681
     21549.04     0.2018849
     21549.37     0.2022016
     21549.72     0.2025387
     21550.06     0.2028222
     21550.41     0.2029526
     21550.74     0.2030737
      21551.1     0.2032042
     21551.43      0.203326
     21551.76     0.2034472
     21552.12     0.2035889
     21552.45     0.2037422
     21552.78     0.2038964
     21553.13     0.2040616
     21553.46     0.2042149
     21553.79     0.2043692
     21554.13     0.2045624
     21554.48     0.2048349
     21554.81     0.2050911
     21555.14     0.2053471
      21555.5     0.2056213
     21555.83     0.2058759
     21556.19     0.2060482
     21556.52     0.2061221
     21556.87     0.2062009
      21557.2     0.2062749
     21557.56      0.206354
     21557.89     0.2064275
     21558.22     0.2066224
     21558.58     0.2068963
     21558.91     0.2071522
     21559.24     0.2074066
     21559.59     0.2076807
     21559.93     0.2079366
     21560.26     0.2083136
     21560.59     0.2087283
     21560.94     0.2091725
     21561.28     0.2095873
     21561.61     0.2099997
     21561.96     0.2104439
     21562.32     0.2103863
     21562.65     0.2102747
     21562.98     0.2101637
     21563.33     0.2100441
     21563.67     0.2099324
     21564.02     0.2098304
     21564.35     0.2099906
     21564.68     0.2101519
     21565.04     0.2103245
     21565.37     0.2104859
      21565.7     0.2106461
     21566.06     0.2108069
     21566.39     0.2108987
     21566.72     0.2109903
     21567.05     0.2110817
     21567.41     0.2111799
     21567.74     0.2112717
     21568.09     0.2114199
     21568.43     0.2116885
     21568.76     0.2119556
     21569.11     0.2122432
     21569.44     0.2125119
      21569.8     0.2127996
     21570.13     0.2130155
     21570.46      0.213149
     21570.82     0.2132929
     21571.15     0.2134272
     21571.48     0.2135615
     21571.84     0.2137054
     21572.17     0.2138688
      21572.5     0.2140593
     21572.85     0.2142646
     21573.19     0.2144562
     21573.52     0.2146478
     21573.87      0.214853
     21574.21     0.2150238
     21574.56     0.2151916
     21574.89     0.2153494
     21575.22     0.2155072
     21575.58     0.2156761
     21575.91     0.2158338
     21576.27     0.2160457
      21576.6      0.216257
     21576.95     0.2164821
     21577.28     0.2166936
     21577.62      0.216905
     21577.95     0.2171165
      21578.3     0.2173511
     21578.63     0.2175715
     21578.97     0.2177923
     21579.32      0.218027
     21579.65     0.2182476
     21579.98     0.2184682
     21580.34     0.2186707
     21580.67     0.2188585
     21581.03     0.2190594
     21581.36     0.2192471
     21581.71     0.2194482
     21582.05      0.219597
      21582.4     0.2195031
     21582.73     0.2194159
     21583.06     0.2193281
      21583.4     0.2192403
     21583.75     0.2191464
     21584.08     0.2191977
     21584.42     0.2196595
     21584.75     0.2201214
      21585.1      0.220616
     21585.44     0.2210779
     21585.77     0.2215399
     21586.12     0.2219376
     21586.45     0.2221371
     21586.81      0.222353
     21587.14     0.2225524
      21587.5     0.2227671
     21587.83     0.2229677
     21588.18     0.2229786
     21588.52     0.2228102
     21588.85     0.2226418
      21589.2     0.2224616
     21589.54     0.2222931
     21589.87     0.2221248
     21590.22     0.2223626
     21590.55     0.2228177
     21590.89     0.2232728
     21591.22     0.2237279
     21591.57      0.224215
     21591.91     0.2246701
     21592.26     0.2248103
     21592.59     0.2248249
     21592.95     0.2248405
     21593.28     0.2248551
     21593.61     0.2248697
     21593.97     0.2248853
      21594.3     0.2251562
     21594.66     0.2254747
     21594.99      0.225772
     21595.32     0.2260696
     21595.68      0.226388
     21596.01     0.2266794
     21596.34     0.2267122
      21596.7     0.2267473
     21597.03       0.22678
     21597.36      0.226813
     21597.69     0.2268457
     21598.05      0.226902
     21598.38     0.2270847
     21598.73     0.2272802
     21599.07      0.227463
      21599.4     0.2276457
     21599.75     0.2278413
     21600.09     0.2279924
     21600.44     0.2280572
     21600.77     0.2281176
     21601.13     0.2281827
     21601.46     0.2282434
     21601.79     0.2283039
     21602.13     0.2284603
     21602.48     0.2287937
     21602.81      0.229105
     21603.15     0.2294163
      21603.5     0.2297496
     21603.83      0.230061
     21604.17     0.2302417
     21604.52     0.2302955
     21604.85     0.2303458
     21605.21     0.2303995
     21605.54     0.2304497
     21605.87     0.2304999
     21606.23     0.2306167
     21606.59      0.230767
     21606.92     0.2309074
     21607.25     0.2310478
     21607.61     0.2311981
     21607.94     0.2313385
     21608.27     0.2314703
      21608.6     0.2316001
     21608.96     0.2317399
     21609.29     0.2318697
     21609.62     0.2319995
     21609.98     0.2321384
     21610.31     0.2322102
     21610.64     0.2322779
       21611.     0.2323504
     21611.33     0.2324181
     21611.69      0.232491
     21612.02     0.2325685
     21612.35      0.232802
     21612.71      0.233052
     21613.04     0.2332855
     21613.39     0.2335355
     21613.73      0.233769
     21614.06     0.2340041
     21614.42     0.2342551
     21614.75     0.2344896
     21615.08     0.2347242
     21615.44     0.2349752
     21615.77     0.2352098
      21616.1     0.2354135
     21616.46     0.2355523
     21616.79     0.2356819
     21617.14     0.2358206
     21617.48     0.2359501
     21617.81     0.2360804
     21618.17      0.236175
      21618.5     0.2362163
     21618.85     0.2362606
     21619.19      0.236302
     21619.52     0.2363435
     21619.88     0.2363878
     21620.21     0.2363711
     21620.54     0.2363195
     21620.89     0.2362643
     21621.23     0.2362125
     21621.56     0.2361608
     21621.92     0.2361055
     21622.25     0.2363995
     21622.58     0.2368105
     21622.94     0.2372529
     21623.27     0.2376638
