WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f344n
     2585.016   1.154355E-6
     2585.386   1.153760E-6
     2585.757   1.153167E-6
     2586.129   1.152570E-6
     2586.499   1.151975E-6
      2586.87   1.151379E-6
     2587.242   1.150781E-6
     2587.614   1.150184E-6
     2587.985   1.149588E-6
     2588.357   1.148992E-6
     2588.728   1.148398E-6
     2589.099   1.147804E-6
     2589.471   1.147205E-6
     2589.842   1.146609E-6
     2590.213   1.146006E-6
     2590.586   1.145396E-6
     2590.959   1.144786E-6
      2591.33   1.144178E-6
     2591.703   1.143569E-6
     2592.074   1.142961E-6
     2592.446   1.142352E-6
     2592.818   1.141741E-6
      2593.19   1.141134E-6
     2593.562   1.140528E-6
     2593.935   1.139920E-6
     2594.308   1.139309E-6
     2594.679   1.138701E-6
     2595.053   1.138090E-6
     2595.425   1.137483E-6
     2595.796   1.136876E-6
      2596.17   1.136266E-6
     2596.542   1.135658E-6
     2596.914   1.135050E-6
     2597.288   1.134440E-6
     2597.661   1.133832E-6
     2598.033   1.133225E-6
     2598.406   1.132619E-6
     2598.779   1.132010E-6
     2599.152   1.131402E-6
     2599.524   1.130795E-6
     2599.898   1.130185E-6
     2600.271   1.129632E-6
     2600.645   1.129097E-6
     2601.019   1.128562E-6
     2601.392   1.128029E-6
     2601.764   1.127497E-6
     2602.138   1.126961E-6
     2602.511   1.126424E-6
     2602.884   1.125887E-6
     2603.259   1.125353E-6
     2603.632   1.124824E-6
     2604.005   1.124294E-6
     2604.381   1.123756E-6
     2604.754   1.123222E-6
     2605.127   1.122688E-6
     2605.502   1.122153E-6
     2605.875   1.121618E-6
     2606.249   1.121086E-6
     2606.624   1.120554E-6
     2606.997   1.120022E-6
     2607.371   1.119489E-6
     2607.747   1.118951E-6
     2608.121   1.118418E-6
     2608.495   1.117887E-6
      2608.87   1.117354E-6
     2609.244   1.116819E-6
     2609.617   1.116283E-6
     2609.993   1.115744E-6
     2610.367   1.115199E-6
     2610.741   1.114653E-6
     2611.116   1.114104E-6
     2611.492   1.113553E-6
     2611.866   1.113005E-6
      2612.24   1.112457E-6
     2612.616   1.111908E-6
     2612.991   1.111361E-6
     2613.366   1.110812E-6
     2613.741   1.110265E-6
     2614.115   1.109718E-6
     2614.492   1.109169E-6
     2614.868   1.108620E-6
     2615.242   1.108072E-6
     2615.617   1.107524E-6
     2615.993   1.106973E-6
     2616.368   1.106426E-6
     2616.743   1.105880E-6
     2617.119   1.105331E-6
     2617.495   1.104784E-6
     2617.871   1.104235E-6
     2618.248   1.103686E-6
     2618.623   1.103137E-6
     2618.998   1.102589E-6
     2619.375   1.102042E-6
      2619.75   1.101497E-6
     2620.125   1.100948E-6
     2620.502   1.100391E-6
     2620.878   1.099836E-6
     2621.253   1.099282E-6
     2621.632   1.098725E-6
     2622.008   1.098171E-6
     2622.383   1.097616E-6
      2622.76   1.097059E-6
     2623.136   1.096506E-6
     2623.512   1.095955E-6
      2623.89   1.095402E-6
     2624.266   1.094848E-6
     2624.643   1.094290E-6
     2625.019   1.093734E-6
     2625.397   1.093177E-6
     2625.773   1.092622E-6
     2626.151   1.092068E-6
     2626.527   1.091517E-6
     2626.903   1.090967E-6
     2627.281   1.090410E-6
     2627.658   1.089854E-6
     2628.034   1.089299E-6
     2628.412   1.088746E-6
      2628.79   1.088192E-6
     2629.167   1.087640E-6
     2629.544   1.087087E-6
     2629.922   1.086532E-6
     2630.299   1.085997E-6
     2630.676   1.085466E-6
     2631.054   1.084934E-6
     2631.433   1.084403E-6
      2631.81   1.083874E-6
     2632.188   1.083343E-6
     2632.565   1.082816E-6
     2632.943   1.082288E-6
     2633.321   1.081756E-6
     2633.699   1.081225E-6
     2634.076   1.080695E-6
     2634.455   1.080163E-6
     2634.833   1.079632E-6
     2635.211   1.079101E-6
     2635.591   1.078570E-6
     2635.968   1.078041E-6
     2636.346   1.077513E-6
     2636.725   1.076983E-6
     2637.103   1.076455E-6
     2637.481   1.075925E-6
      2637.86   1.075393E-6
      2638.24   1.074861E-6
     2638.618   1.074333E-6
     2638.997   1.073801E-6
     2639.375   1.073274E-6
     2639.754   1.072746E-6
     2640.133   1.072204E-6
     2640.512   1.071641E-6
      2640.89   1.071078E-6
      2641.27   1.070514E-6
     2641.648   1.069953E-6
     2642.028   1.069391E-6
     2642.407   1.068829E-6
     2642.787   1.068265E-6
     2643.166   1.067702E-6
     2643.546   1.067135E-6
     2643.925   1.066571E-6
     2644.303   1.066009E-6
     2644.684   1.065446E-6
     2645.064   1.064882E-6
     2645.443   1.064322E-6
     2645.823   1.063762E-6
     2646.203   1.063199E-6
     2646.582   1.062638E-6
     2646.961   1.062076E-6
     2647.342   1.061513E-6
     2647.721   1.060952E-6
     2648.101   1.060391E-6
     2648.482   1.059827E-6
     2648.863   1.059264E-6
     2649.242   1.058703E-6
     2649.624   1.058140E-6
     2650.003   1.057579E-6
     2650.383   1.057040E-6
     2650.764   1.056499E-6
     2651.144   1.055961E-6
     2651.524   1.055422E-6
     2651.905   1.054881E-6
     2652.287   1.054342E-6
     2652.667   1.053804E-6
     2653.048   1.053264E-6
     2653.428   1.052724E-6
     2653.809   1.052184E-6
      2654.19   1.051643E-6
     2654.571   1.051104E-6
     2654.951   1.050566E-6
     2655.333   1.050025E-6
     2655.715   1.049485E-6
     2656.095   1.048946E-6
     2656.478   1.048406E-6
     2656.858   1.047867E-6
     2657.239   1.047329E-6
     2657.621   1.046789E-6
     2658.002   1.046250E-6
     2658.383   1.045713E-6
     2658.765   1.045174E-6
     2659.148   1.044635E-6
     2659.529   1.044096E-6
      2659.91   1.043558E-6
     2660.292   1.043023E-6
     2660.674   1.042491E-6
     2661.055   1.041959E-6
     2661.438   1.041425E-6
     2661.819   1.040893E-6
     2662.202   1.040359E-6
     2662.585   1.039825E-6
     2662.966   1.039293E-6
     2663.348   1.038761E-6
     2663.731   1.038227E-6
     2664.113   1.037696E-6
     2664.495   1.037165E-6
     2664.878   1.036633E-6
      2665.26   1.036101E-6
     2665.642   1.035570E-6
     2666.026   1.035034E-6
     2666.408   1.034500E-6
     2666.791   1.033965E-6
     2667.174   1.033431E-6
     2667.556   1.032901E-6
     2667.939   1.032370E-6
     2668.322   1.031837E-6
     2668.705   1.031305E-6
     2669.087   1.030774E-6
     2669.473   1.030238E-6
     2669.855   1.029707E-6
     2670.238   1.029178E-6
     2670.622   1.028647E-6
     2671.004   1.028120E-6
     2671.387   1.027591E-6
     2671.771   1.027062E-6
     2672.154   1.026533E-6
     2672.537   1.026004E-6
     2672.922   1.025472E-6
     2673.306   1.024941E-6
     2673.689   1.024412E-6
     2674.074   1.023881E-6
     2674.457   1.023354E-6
      2674.84   1.022826E-6
     2675.225   1.022295E-6
     2675.608   1.021766E-6
     2675.992   1.021237E-6
     2676.376   1.020706E-6
     2676.761   1.020175E-6
     2677.145   1.019647E-6
     2677.529   1.019119E-6
     2677.914   1.018590E-6
     2678.298   1.018061E-6
     2678.681   1.017532E-6
     2679.067   1.017001E-6
     2679.451   1.016471E-6
     2679.836   1.015938E-6
     2680.221   1.015403E-6
     2680.605   1.014866E-6
      2680.99   1.014329E-6
     2681.375   1.013789E-6
      2681.76   1.013250E-6
     2682.144   1.012712E-6
      2682.53   1.012172E-6
     2682.914   1.011634E-6
       2683.3   1.011094E-6
     2683.686   1.010554E-6
      2684.07   1.010017E-6
     2684.455   1.009480E-6
     2684.841   1.008941E-6
     2685.226   1.008405E-6
     2685.611   1.007869E-6
     2685.997   1.007330E-6
     2686.382   1.006791E-6
     2686.768   1.006250E-6
     2687.155   1.005710E-6
      2687.54   1.005174E-6
     2687.925   1.004637E-6
     2688.312   1.004098E-6
     2688.697   1.003560E-6
     2689.082   1.003023E-6
     2689.469   1.002485E-6
     2689.854   1.001949E-6
      2690.24   1.001408E-6
     2690.627   1.000863E-6
     2691.014   1.000318E-6
     2691.399   9.997756E-7
     2691.786   9.992315E-7
     2692.172   9.986883E-7
     2692.558   9.981441E-7
     2692.944   9.975993E-7
     2693.331   9.970553E-7
     2693.719   9.965115E-7
     2694.104   9.959699E-7
     2694.492   9.954263E-7
     2694.878   9.948845E-7
     2695.264   9.943419E-7
     2695.652   9.937970E-7
     2696.038   9.932543E-7
     2696.425   9.927115E-7
     2696.812   9.921666E-7
     2697.199   9.916247E-7
     2697.587   9.910812E-7
     2697.975   9.905378E-7
     2698.362   9.899978E-7
     2698.748   9.894578E-7
     2699.136   9.889148E-7
     2699.523   9.883706E-7
      2699.91   9.878272E-7
     2700.298   9.874067E-7
     2700.687   9.870244E-7
     2701.074   9.866437E-7
     2701.462   9.862623E-7
     2701.849   9.858827E-7
     2702.237   9.855029E-7
     2702.625   9.851215E-7
     2703.012   9.847416E-7
       2703.4   9.843613E-7
     2703.789   9.839799E-7
     2704.176   9.835991E-7
     2704.565   9.832162E-7
     2704.954   9.828332E-7
     2705.342   9.824513E-7
     2705.729   9.820698E-7
     2706.119   9.816873E-7
     2706.506   9.813082E-7
     2706.894   9.809289E-7
     2707.283   9.805453E-7
     2707.673   9.801606E-7
     2708.061   9.797777E-7
     2708.449   9.793981E-7
     2708.839   9.790172E-7
     2709.227   9.786352E-7
     2709.615   9.782518E-7
     2710.005   9.778663E-7
     2710.393   9.774670E-7
     2710.783   9.770662E-7
     2711.171   9.766661E-7
     2711.561   9.762638E-7
      2711.95   9.758627E-7
      2712.34   9.754607E-7
     2712.729   9.750596E-7
     2713.117   9.746585E-7
     2713.508   9.742562E-7
     2713.896   9.738551E-7
     2714.285   9.734528E-7
     2714.677   9.730476E-7
     2715.066   9.726451E-7
     2715.455   9.722423E-7
     2715.846   9.718382E-7
     2716.235   9.714363E-7
     2716.624   9.710350E-7
     2717.015   9.706321E-7
     2717.404   9.702306E-7
     2717.794   9.698292E-7
     2718.185   9.694265E-7
     2718.576   9.690250E-7
     2718.965   9.686244E-7
     2719.356   9.682199E-7
     2719.746   9.678168E-7
     2720.136   9.674210E-7
     2720.527   9.670373E-7
     2720.917   9.666549E-7
     2721.307   9.662735E-7
     2721.698   9.658910E-7
      2722.09   9.655081E-7
      2722.48   9.651253E-7
     2722.871   9.647413E-7
     2723.261   9.643603E-7
     2723.652   9.639800E-7
     2724.043   9.635985E-7
     2724.434   9.632167E-7
     2724.824   9.628350E-7
     2725.216   9.624524E-7
     2725.608   9.620708E-7
     2725.999   9.616899E-7
     2726.389   9.613069E-7
     2726.781   9.609220E-7
     2727.172   9.605380E-7
     2727.563   9.601536E-7
     2727.955   9.597674E-7
     2728.346   9.593869E-7
     2728.739   9.590058E-7
     2729.131   9.586232E-7
     2729.522   9.582394E-7
     2729.914   9.578558E-7
     2730.306   9.574534E-7
     2730.697   9.570474E-7
     2731.089   9.566403E-7
     2731.481   9.562287E-7
     2731.873   9.558187E-7
     2732.264   9.554102E-7
     2732.659   9.549996E-7
     2733.051   9.545920E-7
     2733.442   9.541843E-7
     2733.835   9.537750E-7
     2734.227   9.533681E-7
     2734.619   9.529616E-7
     2735.012   9.525534E-7
     2735.404   9.521457E-7
     2735.798   9.517362E-7
      2736.19   9.513274E-7
     2736.583   9.509166E-7
     2736.975   9.505073E-7
     2737.369   9.500991E-7
     2737.761   9.496919E-7
     2738.154   9.492848E-7
     2738.547   9.488748E-7
      2738.94   9.484666E-7
     2739.332   9.480572E-7
     2739.726   9.476459E-7
      2740.12   9.472390E-7
     2740.513   9.468430E-7
     2740.906   9.464472E-7
       2741.3   9.460498E-7
     2741.693   9.456541E-7
     2742.086   9.452579E-7
      2742.48   9.448602E-7
     2742.875   9.444628E-7
     2743.268   9.440676E-7
     2743.662   9.436708E-7
     2744.055   9.432754E-7
     2744.449   9.428763E-7
     2744.844   9.424760E-7
     2745.237   9.420792E-7
      2745.63   9.416841E-7
     2746.025   9.412873E-7
     2746.418   9.408921E-7
     2746.813   9.404951E-7
     2747.209   9.400974E-7
     2747.602   9.397007E-7
     2747.996   9.393038E-7
     2748.391   9.389057E-7
     2748.785   9.385087E-7
     2749.179   9.381113E-7
     2749.574   9.377113E-7
      2749.97   9.373114E-7
     2750.364   9.369156E-7
      2750.76   9.365181E-7
     2751.154   9.361215E-7
     2751.548   9.357241E-7
     2751.944   9.353255E-7
     2752.338   9.349292E-7
     2752.733   9.345330E-7
     2753.128   9.341346E-7
     2753.523   9.337356E-7
     2753.918   9.333366E-7
     2754.315   9.329348E-7
      2754.71   9.325357E-7
     2755.105   9.321377E-7
       2755.5   9.317424E-7
     2755.896   9.313457E-7
     2756.291   9.309472E-7
     2756.686   9.305481E-7
     2757.082   9.301476E-7
     2757.479   9.297495E-7
     2757.874   9.293524E-7
     2758.271   9.289525E-7
     2758.666   9.285529E-7
     2759.061   9.281536E-7
     2759.458   9.277551E-7
     2759.854   9.273580E-7
     2760.249   9.269472E-7
     2760.646   9.265270E-7
     2761.042   9.261083E-7
     2761.439   9.256880E-7
     2761.836   9.252675E-7
     2762.232   9.248486E-7
     2762.627   9.244297E-7
     2763.025   9.240093E-7
     2763.421   9.235913E-7
     2763.817   9.231741E-7
     2764.214   9.227531E-7
     2764.612   9.223312E-7
     2765.008   9.219106E-7
     2765.406   9.214901E-7
     2765.802   9.210708E-7
     2766.198   9.206520E-7
     2766.596   9.202328E-7
     2766.993   9.198144E-7
     2767.389   9.193965E-7
     2767.787   9.189766E-7
     2768.184   9.185579E-7
     2768.582   9.181367E-7
      2768.98   9.177158E-7
     2769.377   9.172959E-7
     2769.774   9.168766E-7
     2770.172   9.164698E-7
     2770.569   9.160836E-7
     2770.966   9.156975E-7
     2771.365   9.153084E-7
     2771.763   9.149196E-7
     2772.161   9.145335E-7
     2772.558   9.141494E-7
     2772.957   9.137640E-7
     2773.354   9.133778E-7
     2773.751   9.129909E-7
      2774.15   9.126031E-7
     2774.548   9.122159E-7
     2774.947   9.118278E-7
     2775.345   9.114419E-7
     2775.744   9.110545E-7
     2776.142   9.106685E-7
     2776.541   9.102799E-7
     2776.939   9.098927E-7
     2777.337   9.095053E-7
     2777.736   9.091165E-7
     2778.134   9.087294E-7
     2778.532   9.083418E-7
     2778.934   9.079515E-7
     2779.332   9.075651E-7
      2779.73   9.071787E-7
      2780.13   9.067837E-7
     2780.528   9.063751E-7
     2780.927   9.059668E-7
     2781.327   9.055612E-7
     2781.725   9.051574E-7
     2782.124   9.047532E-7
     2782.524   9.043457E-7
     2782.924   9.039380E-7
     2783.323   9.035317E-7
     2783.723   9.031241E-7
     2784.122   9.027183E-7
     2784.521   9.023133E-7
     2784.922   9.019064E-7
     2785.321   9.015016E-7
      2785.72   9.010961E-7
     2786.121   9.006885E-7
     2786.521   9.002808E-7
     2786.921   8.998740E-7
     2787.322   8.994647E-7
     2787.721   8.990568E-7
     2788.121   8.986496E-7
     2788.521   8.982426E-7
     2788.921   8.978369E-7
     2789.321   8.974313E-7
     2789.722   8.970241E-7
     2790.123   8.966171E-7
     2790.523   8.962124E-7
     2790.923   8.958078E-7
     2791.324   8.954028E-7
     2791.724   8.949993E-7
     2792.126   8.945935E-7
     2792.526   8.941874E-7
     2792.926   8.937814E-7
     2793.328   8.933749E-7
      2793.73   8.929684E-7
      2794.13   8.925639E-7
     2794.531   8.921616E-7
     2794.932   8.917575E-7
     2795.333   8.913525E-7
     2795.733   8.909475E-7
     2796.136   8.905409E-7
     2796.536   8.901368E-7
     2796.937   8.897328E-7
     2797.341   8.893256E-7
     2797.742   8.889214E-7
     2798.143   8.885158E-7
     2798.545   8.881061E-7
     2798.946   8.876981E-7
     2799.347   8.872943E-7
      2799.75   8.868894E-7
     2800.151   8.865103E-7
     2800.554   8.861699E-7
     2800.955   8.858311E-7
     2801.358   8.854926E-7
      2801.76   8.851559E-7
     2802.163   8.848161E-7
     2802.564   8.844756E-7
     2802.966   8.841348E-7
     2803.369   8.837947E-7
     2803.771   8.834563E-7
     2804.172   8.831175E-7
     2804.576   8.827777E-7
     2804.979   8.824373E-7
     2805.381   8.820974E-7
     2805.783   8.817571E-7
     2806.187   8.814166E-7
     2806.589   8.810786E-7
     2806.992   8.807391E-7
     2807.395   8.803986E-7
     2807.798   8.800565E-7
     2808.201   8.797156E-7
     2808.605   8.793732E-7
     2809.007   8.790323E-7
      2809.41   8.786922E-7
     2809.814   8.783510E-7
     2810.216   8.780256E-7
     2810.619   8.777130E-7
     2811.023   8.773990E-7
     2811.426   8.770849E-7
     2811.831   8.767696E-7
     2812.235   8.764554E-7
     2812.638   8.761435E-7
     2813.041   8.758310E-7
     2813.446   8.755138E-7
     2813.849   8.751980E-7
     2814.252   8.748835E-7
     2814.657   8.745684E-7
     2815.062   8.742531E-7
     2815.465   8.739379E-7
      2815.87   8.736212E-7
     2816.274   8.733082E-7
     2816.677   8.729962E-7
     2817.082   8.726818E-7
     2817.486   8.723635E-7
      2817.89   8.720452E-7
     2818.295   8.717279E-7
     2818.699   8.714130E-7
     2819.104   8.710975E-7
     2819.508   8.707847E-7
     2819.914   8.704706E-7
     2820.318   8.701315E-7
     2820.722   8.697851E-7
     2821.128   8.694380E-7
     2821.532   8.690943E-7
     2821.938   8.687485E-7
     2822.344   8.684030E-7
     2822.748   8.680585E-7
     2823.153   8.677140E-7
     2823.559   8.673680E-7
     2823.963   8.670235E-7
     2824.368   8.666776E-7
     2824.774   8.663300E-7
     2825.179   8.659843E-7
     2825.584   8.656393E-7
      2825.99   8.652926E-7
     2826.397   8.649461E-7
     2826.802   8.646006E-7
     2827.208   8.642539E-7
     2827.614   8.639083E-7
     2828.019   8.635625E-7
     2828.426   8.632143E-7
     2828.831   8.628672E-7
     2829.236   8.625209E-7
     2829.645   8.621735E-7
      2830.05   8.618300E-7
     2830.456   8.614975E-7
     2830.863   8.611637E-7
     2831.269   8.608342E-7
     2831.674   8.605061E-7
     2832.082   8.601762E-7
     2832.487   8.598443E-7
     2832.893   8.595122E-7
     2833.301   8.591787E-7
     2833.708   8.588455E-7
     2834.115   8.585139E-7
     2834.522   8.581841E-7
     2834.928   8.578550E-7
     2835.334   8.575230E-7
     2835.742   8.571891E-7
     2836.149   8.568566E-7
     2836.555   8.565249E-7
     2836.963   8.561915E-7
     2837.371   8.558561E-7
     2837.778   8.555216E-7
     2838.186   8.551874E-7
     2838.593   8.548563E-7
     2838.999   8.545249E-7
     2839.406   8.541921E-7
     2839.815   8.538581E-7
     2840.221   8.535224E-7
      2840.63   8.531825E-7
     2841.037   8.528444E-7
     2841.446   8.525068E-7
     2841.853   8.521706E-7
     2842.262   8.518321E-7
     2842.669   8.514943E-7
     2843.076   8.511562E-7
     2843.485   8.508156E-7
     2843.893   8.504766E-7
     2844.302   8.501376E-7
     2844.711   8.497992E-7
     2845.119   8.494612E-7
     2845.526   8.491216E-7
     2845.936   8.487804E-7
     2846.343   8.484425E-7
     2846.751   8.481049E-7
     2847.161   8.477657E-7
     2847.569   8.474279E-7
     2847.977   8.470897E-7
     2848.386   8.467480E-7
     2848.796   8.464061E-7
     2849.204   8.460661E-7
     2849.614   8.457249E-7
     2850.022   8.453850E-7
     2850.431   8.450419E-7
     2850.841   8.446972E-7
      2851.25   8.443549E-7
     2851.658   8.440138E-7
      2852.07   8.436695E-7
     2852.479   8.433269E-7
     2852.887   8.429843E-7
     2853.298   8.426391E-7
     2853.706   8.422950E-7
     2854.115   8.419514E-7
     2854.524   8.416094E-7
     2854.935   8.412659E-7
     2855.344   8.409226E-7
     2855.755   8.405778E-7
     2856.166   8.402321E-7
     2856.575   8.398873E-7
     2856.984   8.395423E-7
     2857.395   8.391980E-7
     2857.804   8.388551E-7
     2858.214   8.385107E-7
     2858.625   8.381637E-7
     2859.035   8.378186E-7
     2859.446   8.374738E-7
     2859.857   8.371290E-7
     2860.267   8.367991E-7
     2860.677   8.364764E-7
     2861.088   8.361523E-7
     2861.499   8.358288E-7
     2861.908   8.355059E-7
      2862.32   8.351815E-7
      2862.73   8.348579E-7
     2863.141   8.345338E-7
     2863.554   8.342064E-7
     2863.964   8.338814E-7
     2864.375   8.335584E-7
     2864.787   8.332343E-7
     2865.197   8.329105E-7
     2865.608   8.325863E-7
      2866.02   8.322606E-7
     2866.431   8.319360E-7
     2866.843   8.316100E-7
     2867.255   8.312846E-7
     2867.666   8.309607E-7
     2868.077   8.306365E-7
      2868.49   8.303101E-7
     2868.901   8.299849E-7
     2869.312   8.296585E-7
     2869.725   8.293303E-7
     2870.136   8.289927E-7
     2870.547   8.286333E-7
      2870.96   8.282723E-7
     2871.373   8.279094E-7
     2871.784   8.275472E-7
     2872.196   8.271857E-7
     2872.609   8.268233E-7
     2873.021   8.264619E-7
     2873.434   8.260994E-7
     2873.846   8.257378E-7
     2874.259   8.253757E-7
     2874.671   8.250153E-7
     2875.084   8.246530E-7
