WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,nuvmama,25mama
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 5.229004E-18
PIVWV    r 2265.048
BANDW    r 511.7854
TPEAK    r 0.02941846
EQUVW    r 36.17458
RECTW    r 1229.656
EMFLX    r 6.443280E-15
        1150.   5.365598E-4
     1150.249   5.457792E-4
     1150.497   5.559599E-4
     1150.746   5.661420E-4
     1150.995   5.763216E-4
     1151.244   5.865069E-4
     1151.493   5.966930E-4
     1151.742   6.068848E-4
     1151.992   6.170775E-4
     1152.241   6.272708E-4
      1152.49   6.374699E-4
     1152.739   6.476697E-4
     1152.989   6.578751E-4
     1153.238   6.680790E-4
     1153.488   6.783085E-4
     1153.738   6.885137E-4
     1153.987   6.987247E-4
     1154.237   7.089364E-4
     1154.487   7.191488E-4
     1154.736   7.293420E-4
     1154.985   7.395608E-4
     1155.235   7.497852E-4
     1155.485   7.600102E-4
     1155.736   7.702657E-4
     1155.986   7.804902E-4
     1156.236   7.907204E-4
     1156.486   8.009512E-4
     1156.736   8.111828E-4
     1156.986   8.214199E-4
     1157.237   8.316578E-4
     1157.487   8.419014E-4
     1157.737   8.521455E-4
     1157.988   8.623951E-4
     1158.238   8.726452E-4
     1158.489   8.828915E-4
      1158.74   8.931416E-4
      1158.99   9.033974E-4
     1159.241   9.136540E-4
     1159.492   9.239111E-4
     1159.743   9.341735E-4
     1159.993   9.447225E-4
     1160.245   9.555132E-4
     1160.496   9.665845E-4
     1160.746   9.776296E-4
     1160.997   9.887049E-4
     1161.249   9.997770E-4
       1161.5   0.001010856
     1161.751   0.001021935
     1162.002    0.00103302
     1162.254   0.001044105
     1162.506   0.001055224
     1162.757   0.001066316
     1163.009   0.001077414
      1163.26   0.001088513
     1163.512   0.001099611
     1163.764    0.00111071
     1164.015   0.001121783
     1164.267   0.001132889
     1164.518   0.001143995
     1164.771   0.001155135
     1165.023   0.001166248
     1165.275   0.001177367
     1165.527   0.001188486
     1165.779   0.001199606
     1166.031   0.001210732
     1166.284   0.001221853
     1166.536    0.00123298
     1166.788   0.001244107
     1167.041   0.001255241
     1167.293   0.001266374
     1167.546   0.001277514
     1167.798   0.001288654
     1168.051   0.001299795
     1168.303   0.001310942
     1168.556   0.001322089
     1168.809   0.001333238
     1169.062   0.001344387
     1169.315   0.001355568
     1169.568   0.001366728
     1169.821   0.001377883
     1170.074   0.001390262
     1170.327   0.001403871
      1170.58     0.0014179
     1170.833   0.001431937
     1171.087   0.001445974
      1171.34    0.00146001
     1171.594   0.001474083
     1171.847   0.001488122
     1172.101   0.001502169
     1172.354   0.001516216
     1172.608   0.001530265
     1172.862    0.00154432
     1173.115   0.001558383
     1173.369   0.001572447
     1173.622   0.001586477
     1173.877   0.001600581
     1174.131   0.001614647
     1174.385   0.001628721
     1174.639   0.001642795
     1174.893   0.001656869
     1175.147   0.001670951
     1175.401    0.00168504
     1175.656    0.00169913
      1175.91    0.00171322
     1176.164   0.001727318
     1176.419   0.001741416
     1176.673   0.001755517
     1176.928   0.001769617
     1177.182   0.001783725
     1177.437   0.001797833
     1177.692   0.001811942
     1177.946   0.001826058
     1178.201   0.001840181
     1178.456   0.001854305
     1178.712   0.001868463
     1178.967   0.001882595
     1179.222   0.001896724
     1179.476   0.001910824
     1179.731   0.001924959
     1179.986   0.001939173
     1180.242   0.001952464
     1180.497   0.001965783
     1180.753   0.001979139
     1181.008   0.001992471
     1181.264   0.002005803
     1181.519   0.002019136
     1181.775   0.002032474
     1182.031    0.00204581
     1182.286   0.002059153
     1182.542   0.002072495
     1182.798   0.002085839
     1183.054   0.002099189
      1183.31   0.002112546
     1183.566   0.002125903
     1183.822   0.002139261
     1184.078   0.002152625
     1184.334    0.00216599
      1184.59   0.002179357
     1184.846   0.002192725
     1185.103     0.0022061
     1185.359   0.002219475
     1185.615   0.002232857
     1185.872   0.002246239
     1186.128   0.002259622
     1186.385   0.002273011
     1186.642   0.002286407
     1186.898   0.002299803
     1187.155   0.002313197
     1187.412   0.002326597
     1187.669   0.002339998
     1187.926   0.002353436
     1188.183   0.002366843
      1188.44   0.002380257
     1188.698   0.002393672
     1188.955   0.002407086
     1189.211   0.002420476
     1189.468   0.002433897
     1189.726   0.002447324
     1189.983   0.002460934
     1190.241   0.002474542
     1190.499   0.002488331
     1190.756   0.002502113
     1191.014   0.002515903
     1191.271   0.002529698
     1191.529   0.002543495
     1191.787   0.002557297
     1192.045     0.0025711
     1192.302   0.002584904
      1192.56   0.002598712
     1192.818    0.00261252
     1193.076   0.002626334
     1193.334    0.00264015
     1193.593   0.002653972
     1193.851   0.002667793
     1194.109   0.002681622
     1194.367   0.002695451
     1194.626   0.002709281
     1194.885   0.002723156
     1195.143    0.00273699
     1195.401   0.002750799
      1195.66   0.002764639
     1195.918   0.002778487
     1196.177   0.002792335
     1196.436   0.002806189
     1196.695   0.002820044
     1196.954   0.002833906
     1197.213     0.0028478
     1197.472   0.002861669
     1197.731   0.002875536
      1197.99    0.00288941
      1198.25   0.002903284
     1198.509   0.002917157
     1198.767   0.002930999
     1199.027   0.002944886
     1199.286   0.002958773
     1199.546   0.002972694
     1199.806   0.002986494
     1200.065   0.002999585
     1200.325   0.003009902
     1200.584   0.003020217
     1200.844   0.003030533
     1201.104   0.003040855
     1201.364    0.00305118
     1201.624   0.003061506
     1201.883   0.003071832
     1202.143   0.003082164
     1202.403   0.003092495
     1202.664   0.003102832
     1202.924   0.003113168
     1203.184   0.003123507
     1203.444   0.003133848
     1203.705   0.003144193
     1203.965   0.003154538
     1204.226   0.003164913
     1204.487   0.003175263
     1204.747   0.003185614
     1205.007   0.003195945
     1205.268   0.003206301
     1205.528   0.003216662
     1205.789   0.003227026
      1206.05   0.003237386
     1206.311   0.003247755
     1206.573   0.003258149
     1206.834   0.003268518
     1207.095   0.003278893
     1207.356   0.003289268
     1207.617   0.003299642
     1207.878   0.003310022
      1208.14   0.003320407
       1208.4   0.003330762
     1208.662   0.003341151
     1208.924   0.003351564
     1209.185   0.003361953
     1209.447   0.003372347
     1209.708   0.003382741
      1209.97   0.003393208
     1210.232   0.003403912
     1210.494   0.003414737
     1210.755   0.003425563
     1211.017   0.003436393
     1211.279   0.003447223
     1211.541   0.003458052
     1211.803   0.003468887
     1212.066   0.003479727
     1212.328   0.003490567
      1212.59   0.003501407
     1212.852   0.003512253
     1213.115   0.003523098
     1213.377   0.003533949
      1213.64   0.003544825
     1213.903    0.00355568
     1214.165   0.003566535
     1214.428   0.003577395
      1214.69    0.00358823
     1214.953    0.00359909
     1215.216   0.003609955
     1215.479   0.003620826
     1215.742   0.003631697
     1216.005   0.003642593
     1216.268   0.003653469
     1216.531   0.003664349
     1216.795    0.00367523
     1217.058   0.003686109
     1217.321   0.003696995
     1217.584    0.00370788
     1217.848   0.003718766
     1218.111   0.003729661
     1218.375   0.003740552
     1218.638   0.003751449
     1218.902   0.003762349
     1219.166    0.00377325
     1219.429   0.003784151
     1219.693   0.003795056
     1219.957   0.003806008
     1220.221   0.003816961
     1220.485   0.003827972
     1220.749   0.003839014
     1221.013   0.003850005
     1221.277   0.003861027
     1221.541   0.003872049
     1221.805   0.003883075
      1222.07   0.003894101
     1222.334   0.003905132
     1222.599   0.003916164
     1222.863   0.003927195
     1223.128   0.003938263
     1223.393   0.003949299
     1223.657   0.003960341
     1223.922   0.003971387
     1224.187   0.003982435
     1224.452   0.003993483
     1224.716   0.004004503
     1224.981    0.00401556
     1225.246   0.004026616
     1225.511   0.004037699
     1225.777   0.004048761
     1226.042   0.004059823
     1226.307    0.00407089
     1226.572   0.004081958
     1226.838    0.00409303
     1227.103   0.004104102
     1227.368   0.004115175
     1227.634   0.004126252
       1227.9   0.004137333
     1228.165   0.004148417
     1228.431   0.004159499
     1228.697   0.004170586
     1228.962   0.004181673
     1229.228   0.004192767
     1229.494   0.004203865
      1229.76    0.00421496
     1230.026   0.004226033
     1230.292   0.004236775
     1230.559   0.004247557
     1230.824   0.004258286
     1231.091   0.004269044
     1231.357   0.004279808
     1231.623   0.004290571
      1231.89   0.004301339
     1232.156   0.004312108
     1232.423   0.004322876
      1232.69   0.004333679
     1232.957   0.004344453
     1233.224    0.00435523
      1233.49   0.004366012
     1233.757   0.004376791
     1234.024   0.004387578
      1234.29   0.004398338
     1234.558   0.004409155
     1234.824   0.004419918
     1235.091   0.004430711
     1235.359   0.004441539
     1235.627   0.004452337
     1235.894   0.004463135
     1236.161   0.004473942
     1236.429   0.004484744
     1236.696   0.004495552
     1236.964   0.004506365
     1237.231   0.004517178
     1237.499   0.004527991
     1237.766   0.004538808
     1238.034   0.004549631
     1238.302   0.004560454
      1238.57   0.004571275
     1238.838   0.004582102
     1239.106    0.00459293
     1239.374   0.004603762
     1239.642   0.004614594
      1239.91   0.004625451
     1240.179    0.00463593
     1240.447   0.004646219
     1240.715   0.004656481
     1240.983   0.004666775
     1241.252   0.004677068
      1241.52   0.004687367
     1241.789   0.004697665
     1242.058   0.004707968
     1242.327   0.004718294
     1242.596   0.004728602
     1242.865    0.00473891
     1243.133   0.004749218
     1243.402   0.004759531
     1243.671   0.004769849
      1243.94   0.004780161
     1244.209   0.004790483
     1244.478   0.004800776
     1244.747   0.004811098
     1245.017   0.004821453
     1245.286   0.004831779
     1245.556   0.004842111
     1245.825   0.004852443
     1246.095   0.004862778
     1246.364   0.004873115
     1246.634   0.004883455
     1246.903   0.004893795
     1247.173    0.00490414
     1247.443   0.004914485
     1247.713   0.004924831
     1247.983   0.004935181
     1248.253   0.004945536
     1248.523   0.004955891
     1248.793    0.00496625
     1249.063   0.004976609
     1249.333   0.004986969
     1249.603   0.004997333
     1249.874   0.005007725
     1250.145   0.005017781
     1250.415   0.005027556
     1250.685   0.005037318
     1250.956   0.005047102
     1251.226   0.005056889
     1251.497   0.005066677
     1251.768   0.005076469
     1252.039   0.005086288
      1252.31   0.005096081
     1252.581   0.005105881
     1252.852   0.005115678
     1253.123   0.005125483
     1253.394   0.005135283
     1253.665   0.005145089
     1253.936   0.005154899
     1254.207   0.005164709
     1254.479   0.005174523
      1254.75   0.005184337
     1255.021   0.005194153
     1255.293   0.005203971
     1255.565   0.005213793
     1255.836   0.005223617
     1256.108    0.00523344
      1256.38   0.005243267
     1256.651   0.005253098
     1256.923    0.00526293
     1257.195   0.005272762
     1257.467   0.005282599
     1257.739   0.005292435
     1258.011   0.005302276
     1258.283   0.005312117
     1258.555   0.005321962
     1258.828   0.005331807
       1259.1   0.005341657
     1259.372   0.005351507
     1259.646   0.005361387
     1259.918   0.005371238
     1260.191   0.005380691
     1260.463   0.005389963
     1260.736   0.005399241
     1261.008   0.005408494
     1261.281   0.005417776
     1261.553   0.005427057
     1261.826   0.005436339
       1262.1    0.00544565
     1262.373    0.00545494
     1262.646    0.00546423
     1262.919    0.00547352
     1263.192   0.005482814
     1263.466   0.005492113
     1263.739    0.00550141
     1264.012   0.005510709
     1264.286   0.005520012
     1264.559   0.005529318
     1264.833   0.005538625
     1265.106   0.005547931
      1265.38   0.005557242
     1265.654   0.005566553
     1265.928   0.005575868
     1266.202   0.005585188
     1266.475   0.005594506
     1266.749   0.005603826
     1267.024    0.00561317
     1267.297   0.005622472
     1267.572   0.005631799
     1267.846   0.005641126
      1268.12   0.005650458
     1268.394    0.00565979
     1268.669   0.005669125
     1268.943   0.005678461
     1269.218   0.005687801
     1269.493   0.005697166
     1269.768   0.005706506
     1270.042    0.00571575
     1270.317   0.005724594
     1270.592   0.005733418
     1270.867   0.005742247
     1271.142   0.005751075
     1271.416   0.005759884
     1271.691   0.005768717
     1271.967   0.005777572
     1272.242   0.005786408
     1272.517   0.005795249
     1272.792   0.005804089
     1273.068   0.005812929
     1273.343   0.005821773
     1273.619   0.005830622
     1273.894    0.00583947
      1274.17   0.005848317
     1274.445   0.005857169
     1274.721   0.005866025
     1274.997   0.005874881
     1275.272   0.005883737
     1275.548   0.005892598
     1275.824   0.005901457
       1276.1    0.00591032
     1276.376   0.005919188
     1276.652   0.005928052
     1276.929   0.005936947
     1277.205   0.005945815
     1277.482    0.00595469
     1277.757   0.005963542
     1278.034   0.005972418
      1278.31   0.005981297
     1278.587   0.005990176
     1278.863    0.00599906
      1279.14   0.006007944
     1279.417   0.006016854
     1279.694   0.006025741
     1279.971   0.006034624
     1280.248   0.006043148
     1280.525   0.006051625
     1280.802   0.006060099
     1281.079   0.006068579
     1281.356   0.006077058
     1281.633   0.006085518
     1281.911   0.006094024
     1282.188   0.006102507
     1282.465   0.006110998
     1282.743   0.006119485
      1283.02   0.006127975
     1283.298    0.00613647
     1283.575   0.006144964
     1283.853   0.006153462
     1284.131    0.00616196
     1284.408   0.006170461
     1284.686   0.006178963
     1284.964   0.006187465
     1285.242    0.00619597
      1285.52   0.006204479
     1285.798   0.006212988
     1286.076   0.006221501
     1286.355   0.006230015
     1286.633   0.006238528
     1286.912   0.006247067
      1287.19   0.006255586
     1287.469   0.006264107
     1287.747   0.006272628
     1288.026   0.006281151
     1288.304   0.006289657
     1288.582   0.006298186
     1288.861   0.006306713
      1289.14   0.006315244
     1289.419    0.00632378
     1289.698   0.006332338
     1289.977   0.006340838
     1290.256   0.006349122
     1290.536   0.006357349
     1290.815   0.006365574
     1291.094     0.0063738
     1291.373    0.00638203
     1291.653    0.00639026
     1291.932   0.006398494
     1292.212   0.006406731
     1292.491   0.006414969
     1292.771   0.006423206
      1293.05   0.006431446
      1293.33   0.006439687
      1293.61   0.006447932
      1293.89    0.00645618
      1294.17   0.006464427
     1294.449   0.006472675
     1294.729   0.006480927
      1295.01   0.006489178
      1295.29   0.006497433
      1295.57   0.006505692
      1295.85   0.006513951
      1296.13   0.006522209
     1296.411   0.006530472
     1296.691   0.006538735
     1296.973   0.006547021
     1297.253   0.006555287
     1297.534   0.006563557
     1297.814   0.006571827
     1298.095   0.006580099
     1298.375   0.006588354
     1298.656   0.006596633
     1298.937   0.006604908
     1299.218   0.006613188
     1299.499   0.006621469
     1299.781    0.00662977
     1300.062   0.006638009
     1300.343   0.006646072
     1300.625   0.006654136
     1300.906   0.006662204
     1301.187   0.006670275
     1301.469   0.006678345
      1301.75   0.006686416
     1302.032   0.006694491
     1302.314   0.006702565
     1302.595   0.006710642
     1302.877    0.00671872
     1303.159     0.0067268
     1303.441   0.006734883
     1303.723   0.006742968
     1304.005   0.006751056
     1304.287   0.006759141
     1304.569   0.006767233
     1304.852   0.006775342
     1305.134   0.006783416
     1305.416   0.006791512
     1305.698   0.006799607
     1305.981   0.006807705
     1306.263   0.006815805
     1306.546   0.006823906
     1306.828    0.00683201
     1307.112   0.006840135
     1307.395   0.006848241
     1307.677    0.00685635
      1307.96   0.006864463
     1308.243   0.006872572
     1308.526   0.006880689
     1308.809   0.006888806
     1309.092     0.0068969
     1309.375    0.00690502
     1309.658   0.006913139
     1309.942   0.006921265
     1310.225   0.006929308
     1310.509   0.006937309
     1310.792   0.006945312
     1311.076   0.006953313
      1311.36   0.006961322
     1311.643   0.006969329
     1311.927   0.006977338
     1312.211   0.006985349
     1312.495   0.006993359
     1312.779   0.007001374
     1313.063   0.007009389
     1313.347   0.007017407
     1313.631   0.007025429
     1313.915   0.007033451
     1314.199   0.007041472
     1314.483   0.007049496
     1314.768   0.007057521
     1315.053    0.00706557
     1315.337   0.007073602
     1315.621   0.007081614
     1315.906   0.007089646
      1316.19   0.007097682
     1316.475   0.007105717
      1316.76   0.007113756
     1317.045   0.007121798
      1317.33   0.007129861
     1317.615   0.007137903
       1317.9   0.007145948
     1318.185   0.007153994
     1318.471   0.007162043
     1318.756   0.007170096
     1319.041   0.007178149
     1319.326    0.00718618
     1319.612   0.007194257
     1319.897   0.007202276
     1320.183   0.007210304
     1320.468    0.00721825
     1320.754   0.007226201
      1321.04   0.007234156
     1321.326   0.007242109
     1321.611   0.007250063
     1321.897    0.00725802
     1322.183   0.007265982
     1322.469   0.007273943
     1322.755   0.007281904
     1323.041   0.007289868
     1323.328   0.007297835
     1323.614   0.007305801
       1323.9   0.007313774
     1324.187   0.007321744
     1324.473   0.007329714
      1324.76   0.007337693
     1325.046   0.007345667
     1325.333   0.007353645
      1325.62   0.007361646
     1325.907   0.007369628
     1326.194   0.007377613
      1326.48   0.007385577
     1326.767   0.007393561
     1327.054   0.007401552
     1327.341    0.00740954
     1327.629   0.007417551
     1327.916   0.007425547
     1328.203   0.007433542
     1328.491    0.00744154
     1328.778   0.007449537
     1329.065   0.007457539
     1329.353    0.00746554
     1329.641   0.007473545
     1329.928    0.00748155
     1330.215   0.007489431
     1330.503   0.007497304
     1330.791   0.007505197
     1331.079   0.007513068
     1331.367   0.007520945
     1331.655   0.007528824
     1331.943   0.007536701
     1332.231   0.007544583
      1332.52   0.007552466
     1332.808   0.007560349
     1333.096   0.007568235
     1333.385   0.007576141
     1333.673    0.00758401
     1333.961     0.0075919
      1334.25   0.007599792
     1334.539   0.007607688
     1334.827   0.007615585
     1335.116   0.007623479
     1335.405   0.007631381
     1335.694   0.007639282
     1335.984   0.007647204
     1336.272   0.007655107
     1336.562   0.007663013
      1336.85   0.007670903
     1337.139   0.007678812
     1337.428   0.007686722
     1337.718   0.007694635
     1338.007    0.00770255
     1338.297   0.007710488
     1338.587   0.007718405
     1338.876   0.007726326
     1339.166   0.007734245
     1339.456   0.007742167
     1339.745   0.007750094
     1340.035   0.007757967
     1340.325   0.007765769
     1340.615    0.00777354
     1340.905   0.007781312
     1341.195   0.007789086
     1341.485   0.007796862
     1341.775   0.007804637
     1342.066   0.007812418
     1342.356   0.007820196
     1342.646   0.007827979
     1342.937   0.007835762
     1343.227   0.007843548
     1343.519   0.007851354
     1343.809   0.007859142
     1344.099   0.007866914
      1344.39   0.007874704
     1344.681   0.007882501
     1344.972   0.007890295
     1345.263   0.007898091
     1345.554   0.007905891
     1345.845   0.007913694
     1346.136   0.007921495
     1346.428   0.007929317
     1346.719   0.007937122
      1347.01   0.007944931
     1347.302   0.007952739
     1347.593   0.007960549
     1347.884   0.007968342
     1348.176   0.007976177
     1348.467   0.007983971
      1348.76    0.00799181
     1349.051    0.00799963
     1349.343   0.008007447
     1349.635   0.008015273
     1349.927   0.008023079
     1350.219   0.008030799
     1350.511   0.008038462
     1350.803   0.008046131
     1351.095   0.008053794
     1351.388   0.008061467
      1351.68   0.008069133
     1351.973   0.008076808
     1352.265    0.00808448
     1352.557   0.008092158
      1352.85   0.008099835
     1353.143   0.008107513
     1353.435   0.008115193
     1353.728   0.008122873
     1354.022   0.008130577
     1354.315   0.008138265
     1354.607   0.008145932
       1354.9   0.008153618
     1355.193    0.00816131
     1355.486   0.008169002
     1355.779   0.008176696
     1356.073   0.008184393
     1356.366    0.00819209
     1356.659   0.008199787
     1356.954   0.008207509
     1357.247    0.00821521
     1357.541   0.008222912
     1357.834   0.008230618
     1358.128   0.008238326
     1358.422   0.008246034
     1358.716   0.008253745
     1359.009   0.008261439
     1359.304    0.00826917
     1359.598   0.008276886
     1359.892   0.008284606
     1360.186   0.008292209
      1360.48   0.008299774
     1360.775   0.008307333
     1361.069   0.008314892
     1361.363    0.00832245
     1361.658   0.008330014
     1361.953   0.008337579
     1362.247   0.008345143
     1362.542    0.00835271
     1362.837   0.008360281
     1363.131    0.00836785
     1363.426    0.00837542
     1363.721   0.008382997
     1364.016    0.00839057
     1364.311   0.008398147
     1364.607   0.008405745
     1364.902   0.008413324
     1365.198   0.008420908
     1365.493   0.008428489
     1365.788   0.008436075
     1366.084   0.008443666
     1366.378   0.008451233
     1366.674   0.008458824
      1366.97   0.008466413
     1367.265   0.008474008
     1367.562   0.008481623
     1367.858   0.008489218
     1368.154   0.008496815
      1368.45   0.008504417
     1368.746   0.008512018
     1369.042   0.008519623
     1369.338    0.00852723
     1369.634   0.008534834
      1369.93   0.008542417
     1370.227   0.008549921
     1370.523   0.008557362
      1370.82   0.008564807
     1371.116    0.00857225
     1371.413   0.008579697
     1371.709   0.008587143
     1372.006   0.008594595
     1372.303   0.008602043
       1372.6   0.008609496
     1372.897   0.008616953
     1373.194   0.008624405
     1373.491   0.008631864
     1373.788   0.008639324
     1374.085   0.008646782
     1374.382   0.008654243
      1374.68   0.008661709
     1374.977   0.008669175
     1375.275   0.008676661
     1375.573   0.008684129
      1375.87   0.008691601
     1376.168   0.008699073
     1376.465   0.008706543
     1376.763   0.008714021
      1377.06   0.008721475
     1377.358   0.008728957
     1377.656   0.008736433
     1377.954   0.008743919
     1378.253    0.00875142
     1378.551   0.008758904
     1378.849   0.008766391
     1379.148   0.008773881
     1379.446   0.008781369
     1379.744   0.008788859
     1380.043   0.008796315
     1380.341   0.008803639
      1380.64   0.008810954
     1380.939   0.008818273
     1381.237    0.00882559
     1381.536   0.008832907
     1381.835   0.008840231
     1382.134    0.00884755
     1382.433   0.008854878
     1382.732   0.008862199
     1383.031    0.00886953
      1383.33   0.008876859
      1383.63   0.008884206
      1383.93   0.008891539
     1384.229   0.008898874
     1384.528   0.008906188
     1384.827   0.008913527
     1385.127   0.008920865
     1385.426   0.008928207
     1385.726   0.008935548
     1386.027   0.008942909
     1386.326   0.008950255
     1386.626   0.008957603
     1386.926    0.00896495
     1387.226   0.008972299
     1387.526   0.008979651
     1387.827   0.008987004
     1388.127   0.008994357
     1388.426   0.009001695
     1388.727   0.009009051
     1389.028   0.009016427
     1389.328   0.009023791
     1389.629   0.009031152
     1389.929   0.009038515
      1390.23    0.00904573
     1390.531   0.009052905
     1390.832   0.009060077
     1391.132   0.009067255
     1391.433   0.009074432
     1391.734   0.009081611
     1392.035    0.00908879
     1392.337   0.009095972
     1392.638   0.009103157
     1392.939   0.009110338
      1393.24   0.009117527
     1393.542   0.009124716
     1393.843   0.009131904
     1394.145   0.009139095
     1394.446   0.009146288
     1394.749   0.009153499
      1395.05   0.009160696
     1395.351   0.009167876
     1395.653   0.009175075
     1395.955   0.009182274
     1396.257   0.009189477
     1396.559   0.009196679
     1396.862   0.009203903
     1397.164   0.009211108
     1397.466   0.009218317
     1397.769   0.009225529
     1398.071    0.00923274
     1398.374   0.009239949
     1398.676   0.009247163
     1398.979    0.00925438
     1399.281   0.009261582
     1399.583   0.009268798
     1399.886   0.009276022
      1400.19   0.009283123
     1400.492   0.009290144
     1400.795   0.009297158
     1401.098   0.009304174
     1401.401   0.009311192
     1401.705   0.009318211
     1402.008   0.009325231
     1402.311   0.009332255
     1402.615   0.009339297
     1402.918   0.009346308
     1403.221   0.009353333
     1403.525    0.00936036
     1403.829   0.009367393
     1404.132   0.009374423
     1404.436   0.009381458
      1404.74   0.009388491
     1405.044   0.009395529
     1405.348   0.009402566
     1405.652    0.00940962
     1405.956   0.009416662
      1406.26   0.009423687
     1406.565   0.009430749
     1406.868   0.009437777
     1407.173   0.009444822
     1407.477   0.009451873
     1407.781   0.009458923
     1408.087   0.009465993
     1408.391   0.009473044
     1408.696   0.009480097
     1409.001   0.009487156
     1409.306   0.009494212
      1409.61   0.009501273
     1409.915   0.009508315
      1410.22    0.00951523
     1410.525   0.009522064
     1410.831   0.009528901
     1411.136    0.00953574
     1411.441   0.009542582
     1411.746   0.009549421
     1412.052   0.009556265
     1412.357   0.009563109
     1412.663   0.009569953
     1412.968     0.0095768
     1413.274    0.00958365
      1413.58   0.009590518
     1413.885   0.009597354
     1414.191   0.009604204
     1414.497    0.00961106
     1414.803   0.009617915
     1415.109   0.009624774
     1415.415   0.009631634
     1415.722   0.009638494
     1416.028   0.009645354
     1416.334   0.009652217
     1416.641   0.009659101
     1416.948   0.009665967
     1417.254   0.009672836
     1417.561   0.009679703
     1417.867   0.009686557
     1418.173   0.009693432
      1418.48   0.009700305
     1418.787   0.009707181
     1419.095   0.009714075
     1419.402   0.009720952
     1419.709   0.009727831
     1420.016   0.009734661
     1420.323   0.009741337
      1420.63   0.009747971
     1420.938   0.009754607
     1421.245   0.009761245
     1421.552   0.009767886
      1421.86   0.009774527
     1422.168   0.009781172
     1422.475   0.009787815
     1422.783   0.009794462
     1423.091   0.009801107
     1423.399   0.009807755
     1423.706   0.009814404
     1424.014   0.009821055
     1424.323    0.00982771
     1424.631   0.009834379
     1424.939   0.009841018
     1425.247   0.009847674
     1425.555   0.009854335
     1425.864   0.009860993
     1426.172   0.009867655
     1426.481   0.009874317
     1426.789   0.009880982
     1427.098   0.009887651
     1427.407   0.009894317
     1427.716   0.009901003
     1428.025   0.009907671
     1428.334   0.009914341
     1428.643   0.009921014
     1428.952    0.00992769
     1429.261   0.009934365
     1429.569   0.009941027
     1429.879   0.009947686
     1430.189   0.009954234
     1430.498   0.009960645
     1430.808   0.009967055
     1431.117   0.009973464
     1431.427   0.009979878
     1431.736   0.009986293
     1432.046   0.009992708
     1432.356   0.009999125
     1432.666    0.01000554
     1432.976    0.01001196
     1433.286    0.01001838
     1433.596    0.01002481
     1433.906    0.01003123
     1434.216    0.01003766
     1434.526    0.01004408
     1434.837    0.01005051
     1435.147    0.01005694
     1435.457    0.01006338
     1435.769    0.01006982
     1436.079    0.01007626
      1436.39    0.01008269
       1436.7    0.01008911
     1437.011    0.01009555
     1437.321    0.01010199
     1437.632    0.01010843
     1437.943    0.01011487
     1438.254    0.01012131
     1438.566    0.01012776
     1438.878    0.01013422
     1439.189    0.01014067
       1439.5    0.01014712
     1439.812    0.01015356
     1440.123     0.0101599
     1440.435    0.01016606
     1440.746    0.01017222
     1441.057    0.01017836
      1441.37    0.01018453
     1441.681    0.01019069
     1441.993    0.01019685
     1442.305    0.01020302
     1442.617    0.01020918
     1442.929    0.01021535
     1443.241    0.01022152
     1443.553    0.01022768
     1443.866    0.01023386
     1444.178    0.01024003
      1444.49     0.0102462
     1444.803    0.01025237
     1445.116    0.01025855
     1445.428    0.01026472
     1445.741     0.0102709
     1446.054    0.01027708
     1446.366    0.01028326
     1446.679    0.01028944
     1446.993    0.01029564
     1447.306    0.01030183
     1447.619    0.01030802
     1447.932     0.0103142
     1448.245    0.01032039
     1448.558    0.01032657
     1448.871    0.01033276
     1449.185    0.01033895
     1449.498    0.01034514
     1449.812     0.0103513
     1450.126     0.0103558
      1450.44    0.01035825
     1450.754    0.01036053
     1451.068    0.01036281
     1451.381    0.01036509
     1451.695    0.01036737
     1452.009    0.01036966
     1452.323    0.01037194
     1452.638    0.01037422
     1452.952     0.0103765
     1453.266    0.01037879
     1453.581    0.01038107
     1453.895    0.01038336
     1454.209    0.01038564
     1454.524    0.01038793
     1454.839    0.01039021
     1455.153     0.0103925
     1455.468    0.01039479
     1455.783    0.01039707
     1456.099    0.01039937
     1456.413    0.01040165
     1456.728    0.01040394
     1457.043    0.01040623
     1457.358    0.01040852
     1457.674    0.01041081
     1457.989     0.0104131
     1458.305     0.0104154
     1458.621    0.01041769
     1458.936    0.01041998
     1459.252    0.01042227
     1459.567    0.01042457
     1459.883    0.01042686
     1460.199    0.01042899
     1460.514    0.01043103
      1460.83    0.01043307
     1461.146    0.01043512
     1461.462    0.01043716
     1461.779    0.01043921
     1462.095    0.01044125
     1462.411    0.01044329
     1462.728    0.01044534
     1463.044    0.01044738
     1463.361    0.01044943
     1463.677    0.01045147
     1463.994    0.01045352
     1464.311    0.01045557
     1464.627    0.01045761
     1464.944    0.01045966
     1465.261    0.01046171
     1465.578    0.01046376
     1465.895     0.0104658
     1466.212    0.01046785
     1466.529     0.0104699
     1466.847    0.01047195
     1467.164    0.01047401
     1467.482    0.01047606
     1467.799    0.01047811
     1468.116    0.01048016
     1468.434    0.01048221
     1468.751    0.01048426
     1469.069    0.01048632
     1469.387    0.01048837
     1469.705    0.01049042
     1470.024    0.01049242
     1470.342    0.01049414
      1470.66    0.01049582
     1470.978     0.0104975
