WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f785lp
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.727259E-18
PIVWV    r 8686.312
BANDW    r 578.1899
TPEAK    r 0.006783323
EQUVW    r 10.66919
RECTW    r 1572.855
EMFLX    r 8.155447E-15
     2906.197            0.
     2906.712            0.
     2907.228            0.
     2907.743            0.
     2908.257            0.
     2908.773            0.
     2909.289            0.
     2909.805            0.
     2910.321            0.
     2910.835            0.
     2911.352            0.
     2911.866            0.
     2912.383            0.
     2912.899            0.
     2913.416            0.
     2913.932            0.
     2914.449            0.
     2914.966            0.
     2915.483            0.
        2916.            0.
     2916.515            0.
     2917.032            0.
      2917.55            0.
     2918.067            0.
     2918.583            0.
     2919.101            0.
     2919.618            0.
     2920.136            0.
     2920.652            0.
      2921.17            0.
     2921.688            0.
     2922.205            0.
     2922.723            0.
     2923.243            0.
     2923.761            0.
     2924.278            0.
     2924.797            0.
     2925.315            0.
     2925.834            0.
     2926.353            0.
     2926.872            0.
     2927.391            0.
     2927.908            0.
     2928.428            0.
     2928.947            0.
     2929.465            0.
     2929.983            0.
     2930.502            0.
     2931.022            0.
     2931.542            0.
     2932.062            0.
     2932.582            0.
     2933.102            0.
     2933.622            0.
      2934.14            0.
     2934.662            0.
     2935.183            0.
     2935.702            0.
     2936.222            0.
     2936.743            0.
     2937.264            0.
     2937.783            0.
     2938.304            0.
     2938.825            0.
     2939.345            0.
     2939.866            0.
     2940.387            0.
     2940.909            0.
     2941.429            0.
     2941.952            0.
     2942.474            0.
     2942.994            0.
     2943.516            0.
     2944.038            0.
      2944.56            0.
     2945.082            0.
     2945.604            0.
     2946.126            0.
     2946.647            0.
     2947.168            0.
     2947.691            0.
     2948.214            0.
     2948.737            0.
     2949.258            0.
     2949.781            0.
     2950.304            0.
     2950.827            0.
      2951.35            0.
     2951.874            0.
     2952.397            0.
     2952.919            0.
     2953.444            0.
     2953.968            0.
     2954.492            0.
     2955.014            0.
     2955.538            0.
     2956.061            0.
     2956.585            0.
     2957.109            0.
     2957.634            0.
     2958.157            0.
     2958.681            0.
     2959.206            0.
     2959.731            0.
     2960.256            0.
     2960.779            0.
     2961.304            0.
     2961.829            0.
     2962.354            0.
      2962.88            0.
     2963.405            0.
     2963.931            0.
     2964.456            0.
      2964.98            0.
     2965.506            0.
     2966.031            0.
     2966.556            0.
     2967.083            0.
     2967.609            0.
     2968.133            0.
      2968.66            0.
     2969.186            0.
     2969.713            0.
     2970.239            0.
     2970.766            0.
     2971.293            0.
     2971.818            0.
     2972.345            0.
     2972.874            0.
     2973.401            0.
     2973.927            0.
     2974.454            0.
      2974.98            0.
     2975.508            0.
     2976.035            0.
     2976.563            0.
     2977.091            0.
     2977.617            0.
     2978.145            0.
     2978.673            0.
     2979.201            0.
     2979.728            0.
     2980.257            0.
     2980.785            0.
     2981.314            0.
     2981.842            0.
     2982.371            0.
       2982.9            0.
     2983.427            0.
     2983.957            0.
     2984.486            0.
     2985.015            0.
     2985.542            0.
     2986.072            0.
     2986.602            0.
     2987.131            0.
     2987.659            0.
     2988.189            0.
     2988.719            0.
     2989.249            0.
     2989.779            0.
     2990.309            0.
      2990.84            0.
     2991.368            0.
     2991.899            0.
     2992.429            0.
      2992.96            0.
     2993.491            0.
      2994.02            0.
     2994.551            0.
     2995.082            0.
     2995.613            0.
     2996.144            0.
     2996.674            0.
     2997.206            0.
     2997.737            0.
     2998.269            0.
       2998.8            0.
     2999.331            0.
     2999.862            0.
     3000.394            0.
     3000.927            0.
     3001.458            0.
     3001.991            0.
     3002.523            0.
     3003.054            0.
     3003.587            0.
     3004.119            0.
     3004.652            0.
     3005.183            0.
     3005.716            0.
     3006.249            0.
     3006.781            0.
     3007.314            0.
     3007.847            0.
      3008.38            0.
     3008.914            0.
     3009.448            0.
     3009.981            0.
     3010.513            0.
     3011.047            0.
     3011.581            0.
     3012.115            0.
     3012.649            0.
     3013.182            0.
     3013.716            0.
     3014.251            0.
     3014.785            0.
      3015.32            0.
     3015.853            0.
     3016.388            0.
     3016.921            0.
     3017.456            0.
     3017.993            0.
     3018.526            0.
     3019.062            0.
     3019.597            0.
     3020.133            0.
     3020.668            0.
     3021.204            0.
      3021.74            0.
     3022.274            0.
      3022.81            0.
     3023.346            0.
     3023.882            0.
     3024.417            0.
     3024.953            0.
     3025.489            0.
     3026.024            0.
     3026.561            0.
     3027.097            0.
     3027.634            0.
     3028.171            0.
     3028.708            0.
     3029.245            0.
     3029.782            0.
     3030.318            0.
     3030.855            0.
     3031.393            0.
     3031.931            0.
     3032.468            0.
     3033.004            0.
     3033.542            0.
      3034.08            0.
     3034.618            0.
     3035.155            0.
     3035.693            0.
      3036.23            0.
     3036.768            0.
     3037.307            0.
     3037.847            0.
     3038.384            0.
     3038.923            0.
     3039.462            0.
     3040.001            0.
      3040.54            0.
     3041.079            0.
     3041.618            0.
     3042.156            0.
     3042.696            0.
     3043.235            0.
     3043.775            0.
     3044.313            0.
     3044.851            0.
     3045.391            0.
     3045.931            0.
     3046.471            0.
     3047.011            0.
     3047.552            0.
     3048.092            0.
     3048.631            0.
     3049.172            0.
     3049.714            0.
     3050.253            0.
     3050.794            0.
     3051.335            0.
     3051.876            0.
     3052.416            0.
     3052.957            0.
     3053.499            0.
     3054.038            0.
      3054.58            0.
     3055.122            0.
     3055.663            0.
     3056.204            0.
     3056.746            0.
     3057.289            0.
      3057.83            0.
     3058.372            0.
     3058.915            0.
     3059.457            0.
        3060.            0.
     3060.542            0.
     3061.085            0.
     3061.626            0.
     3062.169            0.
      3062.71            0.
     3063.253            0.
     3063.797            0.
     3064.338            0.
     3064.882            0.
     3065.425            0.
     3065.969            0.
     3066.512            0.
     3067.056            0.
     3067.599            0.
     3068.143            0.
     3068.687            0.
     3069.232            0.
     3069.775            0.
      3070.32            0.
     3070.864            0.
     3071.408            0.
     3071.951            0.
     3072.496            0.
     3073.041            0.
     3073.584            0.
     3074.129            0.
     3074.675            0.
      3075.22            0.
     3075.764            0.
     3076.309            0.
     3076.854            0.
       3077.4            0.
     3077.946            0.
     3078.492            0.
     3079.038            0.
     3079.584            0.
      3080.13            0.
     3080.676            0.
     3081.221            0.
     3081.765            0.
     3082.312            0.
     3082.858            0.
     3083.405            0.
      3083.95            0.
     3084.497            0.
     3085.044            0.
     3085.591            0.
     3086.138            0.
     3086.686            0.
     3087.233            0.
     3087.779            0.
     3088.326            0.
     3088.876            0.
     3089.424            0.
      3089.97            0.
     3090.518            0.
     3091.066            0.
     3091.612            0.
     3092.161            0.
     3092.709            0.
     3093.257            0.
     3093.804            0.
     3094.353            0.
     3094.902            0.
      3095.45            0.
     3095.998            0.
     3096.547            0.
     3097.096            0.
     3097.645            0.
     3098.194            0.
     3098.744            0.
     3099.293            0.
     3099.841            0.
     3100.391            0.
     3100.941            0.
     3101.491            0.
     3102.039            0.
     3102.589            0.
     3103.139            0.
     3103.689            0.
     3104.238            0.
     3104.789            0.
     3105.339            0.
      3105.89            0.
     3106.441            0.
     3106.992            0.
     3107.541            0.
     3108.092            0.
     3108.643            0.
     3109.195            0.
     3109.746            0.
     3110.297            0.
     3110.849            0.
     3111.399            0.
     3111.951            0.
     3112.502            0.
     3113.054            0.
     3113.605            0.
     3114.157            0.
     3114.709            0.
     3115.261            0.
     3115.812            0.
     3116.365            0.
     3116.917            0.
      3117.47            0.
     3118.023            0.
     3118.576            0.
     3119.129            0.
      3119.68            0.
     3120.234            0.
     3120.787            0.
      3121.34            0.
     3121.892            0.
     3122.446            0.
        3123.            0.
     3123.553            0.
     3124.106            0.
      3124.66            0.
     3125.214            0.
     3125.766            0.
     3126.322            0.
     3126.877            0.
     3127.431            0.
     3127.984            0.
     3128.539            0.
     3129.094            0.
     3129.648            0.
     3130.203            0.
     3130.759            0.
     3131.312            0.
     3131.867            0.
     3132.423            0.
     3132.978            0.
     3133.534            0.
     3134.088            0.
     3134.644            0.
     3135.198            0.
     3135.754            0.
      3136.31            0.
     3136.866            0.
     3137.422            0.
     3137.979            0.
     3138.535            0.
     3139.092            0.
     3139.648            0.
     3140.203            0.
      3140.76            0.
     3141.317            0.
     3141.874            0.
      3142.43            0.
     3142.987            0.
     3143.544            0.
       3144.1            0.
     3144.658            0.
     3145.215            0.
     3145.773            0.
     3146.331            0.
     3146.889            0.
     3147.447            0.
     3148.005            0.
     3148.562            0.
      3149.12            0.
     3149.678            0.
     3150.237            0.
     3150.796            0.
     3151.354            0.
     3151.912            0.
      3152.47            0.
      3153.03            0.
     3153.589            0.
     3154.146            0.
     3154.704            0.
     3155.263            0.
     3155.823            0.
     3156.382            0.
     3156.942            0.
     3157.502            0.
     3158.062            0.
      3158.62            0.
     3159.182            0.
     3159.742            0.
     3160.301            0.
     3160.861            0.
     3161.422            0.
     3161.983            0.
     3162.542            0.
     3163.102            0.
     3163.663            0.
     3164.223            0.
     3164.784            0.
     3165.345            0.
     3165.906            0.
     3166.466            0.
     3167.029            0.
     3167.591            0.
     3168.151            0.
     3168.713            0.
     3169.275            0.
     3169.837            0.
     3170.399            0.
     3170.961            0.
     3171.523            0.
     3172.084            0.
     3172.646            0.
     3173.208            0.
      3173.77            0.
     3174.333            0.
     3174.894            0.
     3175.457            0.
      3176.02            0.
     3176.583            0.
     3177.147            0.
      3177.71            0.
     3178.274            0.
     3178.836            0.
     3179.401            0.
     3179.965            0.
     3180.529            0.
     3181.091            0.
     3181.655            0.
     3182.219            0.
     3182.782            0.
     3183.346            0.
     3183.911            0.
     3184.474            0.
     3185.039            0.
     3185.604            0.
     3186.168            0.
     3186.733            0.
     3187.297            0.
     3187.862            0.
     3188.427            0.
     3188.993            0.
     3189.558            0.
     3190.124            0.
      3190.69            0.
     3191.255            0.
     3191.821            0.
     3192.385            0.
     3192.952            0.
     3193.516            0.
     3194.083            0.
     3194.649            0.
     3195.216            0.
      3195.78            0.
     3196.347            0.
     3196.914            0.
     3197.481            0.
     3198.048            0.
     3198.615            0.
     3199.182            0.
      3199.75            0.
     3200.317            0.
     3200.885            0.
      3201.45            0.
     3202.018            0.
     3202.584            0.
     3203.152            0.
      3203.72            0.
     3204.288            0.
     3204.855            0.
     3205.423            0.
     3205.991            0.
      3206.56            0.
     3207.129            0.
     3207.696            0.
     3208.265            0.
     3208.833            0.
     3209.403            0.
     3209.972            0.
     3210.541            0.
      3211.11            0.
      3211.68            0.
     3212.248            0.
     3212.817            0.
     3213.387            0.
     3213.955            0.
     3214.525            0.
     3215.095            0.
     3215.665            0.
     3216.234            0.
     3216.804            0.
     3217.375            0.
     3217.945            0.
     3218.516            0.
     3219.086            0.
     3219.657            0.
     3220.226            0.
     3220.798            0.
     3221.369            0.
      3221.94            0.
     3222.511            0.
     3223.081            0.
     3223.653            0.
     3224.224            0.
     3224.796            0.
     3225.368            0.
     3225.938            0.
      3226.51            0.
     3227.082            0.
     3227.655            0.
     3228.227            0.
     3228.798            0.
      3229.37            0.
     3229.943            0.
     3230.516            0.
     3231.089            0.
     3231.662            0.
     3232.235            0.
     3232.806            0.
     3233.379            0.
     3233.953            0.
     3234.526            0.
     3235.098            0.
     3235.672            0.
     3236.246            0.
      3236.82            0.
     3237.392            0.
     3237.966            0.
      3238.54            0.
     3239.114            0.
     3239.689            0.
     3240.263            0.
     3240.838            0.
     3241.411            0.
     3241.986            0.
     3242.561            0.
     3243.135            0.
     3243.709            0.
     3244.284            0.
      3244.86            0.
     3245.435            0.
      3246.01            0.
     3246.584            0.
      3247.16            0.
     3247.736            0.
      3248.31            0.
     3248.888            0.
     3249.464            0.
     3250.039            0.
     3250.615            0.
     3251.191            0.
     3251.768            0.
     3252.344            0.
     3252.921            0.
     3253.498            0.
     3254.073            0.
      3254.65            0.
     3255.228            0.
     3255.805            0.
      3256.38            0.
     3256.958            0.
     3257.535            0.
     3258.111            0.
     3258.689            0.
     3259.267            0.
     3259.845            0.
     3260.423            0.
     3261.001            0.
      3261.58            0.
     3262.156            0.
     3262.735            0.
     3263.313            0.
     3263.892            0.
     3264.469            0.
     3265.048            0.
     3265.627            0.
     3266.206            0.
     3266.785            0.
     3267.363            0.
     3267.942            0.
      3268.52            0.
       3269.1            0.
     3269.681            0.
     3270.261            0.
     3270.839            0.
     3271.419            0.
     3271.999            0.
     3272.579            0.
      3273.16            0.
      3273.74            0.
     3274.321            0.
       3274.9            0.
      3275.48            0.
     3276.061            0.
     3276.642            0.
     3277.221            0.
     3277.801            0.
     3278.382            0.
     3278.963            0.
     3279.545            0.
     3280.126            0.
     3280.708            0.
      3281.29            0.
     3281.872            0.
     3282.452            0.
     3283.036            0.
     3283.616            0.
     3284.199            0.
     3284.781            0.
     3285.364            0.
     3285.944            0.
     3286.527            0.
      3287.11            0.
     3287.691            0.
     3288.274            0.
     3288.857            0.
      3289.44            0.
     3290.022            0.
     3290.605            0.
     3291.191            0.
     3291.774            0.
     3292.356            0.
      3292.94            0.
     3293.524            0.
     3294.108            0.
     3294.692            0.
     3295.277            0.
     3295.861            0.
     3296.444            0.
     3297.026            0.
     3297.611            0.
     3298.196            0.
     3298.779            0.
     3299.364            0.
     3299.949            0.
     3300.534            0.
      3301.12            0.
     3301.705            0.
     3302.291            0.
     3302.874            0.
      3303.46            0.
     3304.048            0.
     3304.634            0.
     3305.218            0.
     3305.804            0.
      3306.39            0.
     3306.975            0.
     3307.561            0.
     3308.148            0.
     3308.734            0.
     3309.319            0.
     3309.906            0.
     3310.493            0.
      3311.08            0.
     3311.666            0.
     3312.253            0.
      3312.84            0.
     3313.428            0.
     3314.015            0.
     3314.603            0.
     3315.191            0.
     3315.779            0.
     3316.367            0.
     3316.953            0.
     3317.539            0.
     3318.128            0.
     3318.716            0.
     3319.305            0.
     3319.891            0.
      3320.48            0.
     3321.069            0.
     3321.658            0.
     3322.247            0.
     3322.836            0.
     3323.426            0.
     3324.013            0.
     3324.603            0.
     3325.194            0.
     3325.783            0.
     3326.372            0.
     3326.961            0.
     3327.551            0.
      3328.14            0.
      3328.73            0.
      3329.32            0.
     3329.911            0.
     3330.499            0.
      3331.09            0.
     3331.681            0.
     3332.271            0.
     3332.861            0.
     3333.451            0.
     3334.043            0.
     3334.634            0.
     3335.225            0.
     3335.817            0.
     3336.408            0.
     3336.998            0.
      3337.59            0.
     3338.182            0.
     3338.774            0.
     3339.364            0.
     3339.956            0.
     3340.549            0.
     3341.141            0.
     3341.731            0.
     3342.324            0.
     3342.917            0.
      3343.51            0.
     3344.103            0.
     3344.696            0.
     3345.289            0.
      3345.88            0.
     3346.474            0.
     3347.067            0.
     3347.661            0.
     3348.254            0.
     3348.848            0.
      3349.44            0.
     3350.034            0.
     3350.628            0.
     3351.222            0.
     3351.816            0.
     3352.409            0.
     3353.004            0.
     3353.598            0.
     3354.193            0.
     3354.786            0.
     3355.381            0.
     3355.976            0.
     3356.571            0.
     3357.166            0.
     3357.761            0.
     3358.357            0.
     3358.951            0.
     3359.546            0.
     3360.142            0.
     3360.738            0.
     3361.332            0.
     3361.928            0.
     3362.524            0.
     3363.119            0.
     3363.715            0.
     3364.312            0.
     3364.908            0.
     3365.505            0.
     3366.102            0.
     3366.699            0.
     3367.296            0.
     3367.891            0.
     3368.489            0.
     3369.086            0.
     3369.683            0.
     3370.281            0.
     3370.877            0.
     3371.474            0.
     3372.072            0.
      3372.67            0.
     3373.268            0.
     3373.865            0.
     3374.463            0.
      3375.06            0.
     3375.658            0.
     3376.257            0.
     3376.855            0.
     3377.454            0.
     3378.053            0.
     3378.652            0.
     3379.251            0.
     3379.851            0.
     3380.448            0.
     3381.048            0.
     3381.647            0.
     3382.247            0.
     3382.845            0.
     3383.445            0.
     3384.045            0.
     3384.645            0.
     3385.243            0.
     3385.844            0.
     3386.444            0.
     3387.045            0.
     3387.645            0.
     3388.246            0.
     3388.847            0.
     3389.446            0.
     3390.047            0.
     3390.648            0.
      3391.25            0.
     3391.851            0.
      3392.45            0.
     3393.052            0.
     3393.654            0.
     3394.256            0.
     3394.858            0.
     3395.458            0.
     3396.058            0.
      3396.66            0.
     3397.263            0.
     3397.867            0.
     3398.468            0.
      3399.07            0.
     3399.673            0.
     3400.276            0.
     3400.879            0.
     3401.482            0.
     3402.085            0.
     3402.687            0.
      3403.29            0.
     3403.894            0.
     3404.497            0.
     3405.099            0.
     3405.703            0.
     3406.305            0.
     3406.909            0.
     3407.513            0.
     3408.118            0.
     3408.722            0.
     3409.326            0.
     3409.931            0.
     3410.536            0.
     3411.139            0.
     3411.744            0.
     3412.349            0.
     3412.954            0.
     3413.559            0.
     3414.164            0.
     3414.768            0.
     3415.374            0.
     3415.977            0.
     3416.583            0.
     3417.189            0.
     3417.795            0.
     3418.399            0.
     3419.005            0.
     3419.612            0.
     3420.218  1.197820E-10
     3420.825  4.532497E-10
     3421.431  7.869296E-10
     3422.038   1.120821E-9
     3422.645   1.454925E-9
     3423.252   1.789375E-9
     3423.859   2.124173E-9
     3424.464   2.458105E-9
     3425.072   2.793461E-9
     3425.679   3.129031E-9
     3426.284   3.463732E-9
     3426.892   3.799862E-9
       3427.5   4.136204E-9
     3428.106   4.471814E-9
     3428.714   4.808717E-9
     3429.322   5.145969E-9
      3429.93   5.483435E-9
     3430.538   5.226663E-9
     3431.146   4.892157E-9
     3431.753   4.558510E-9
     3432.362   4.223440E-9
      3432.97   3.888155E-9
     3433.579   3.552519E-9
     3434.188   3.216669E-9
     3434.797   2.880602E-9
     3435.406   2.544184E-9
     3436.015   2.207415E-9
     3436.623   1.871511E-9
     3437.232   1.534310E-9
      3437.84   1.197840E-9
     3438.449  8.600723E-10
     3439.059  5.219526E-10
     3439.669  1.836160E-10
     3440.277            0.
     3440.887            0.
     3441.498            0.
     3442.108            0.
     3442.718            0.
     3443.329            0.
     3443.939            0.
      3444.55            0.
     3445.161            0.
     3445.772            0.
     3446.383            0.
     3446.992            0.
     3447.602            0.
     3448.213            0.
     3448.824            0.
     3449.436            0.
     3450.046  2.561537E-11
     3450.658  3.671807E-10
      3451.27  7.089678E-10
     3451.882   1.051113E-9
     3452.494   1.393616E-9
     3453.106   1.736204E-9
     3453.717   2.078194E-9
     3454.329   2.421362E-9
     3454.942   2.765026E-9
     3455.556   3.109873E-9
     3456.167   3.452885E-9
      3456.78   3.797354E-9
     3457.393   4.141909E-9
     3458.004   4.485861E-9
     3458.617   4.831135E-9
     3459.231   5.176632E-9
     3459.844   5.522490E-9
     3460.456   5.355902E-9
      3461.07   5.013101E-9
     3461.683   4.670077E-9
     3462.297   4.326830E-9
     3462.909   3.984316E-9
     3463.523   3.640350E-9
     3464.137   3.296295E-9
     3464.752   2.951743E-9
     3465.366   2.607102E-9
     3465.981   2.262101E-9
     3466.595   1.916737E-9
      3467.21   1.571149E-9
     3467.823   1.226298E-9
     3468.438  8.801230E-10
     3469.053  5.337230E-10
     3469.667  1.880613E-10
     3470.282            0.
     3470.897            0.
     3471.513            0.
     3472.126            0.
     3472.742            0.
     3473.358            0.
     3473.974            0.
      3474.59            0.
     3475.206            0.
     3475.821            0.
     3476.437            0.
     3477.053            0.
      3477.67            0.
     3478.287            0.
     3478.904            0.
     3479.521            0.
     3480.138            0.
     3480.753            0.
      3481.37            0.
     3481.988            0.
     3482.603            0.
     3483.221            0.
     3483.838            0.
     3484.456            0.
     3485.072            0.
      3485.69            0.
     3486.308            0.
     3486.927            0.
     3487.545            0.
     3488.163            0.
     3488.782            0.
     3489.399            0.
     3490.018            0.
     3490.636            0.
     3491.255            0.
     3491.873            0.
     3492.492            0.
     3493.111            0.
     3493.731            0.
      3494.35            0.
     3494.968            0.
     3495.588            0.
     3496.208            0.
     3496.826            0.
     3497.448            0.
     3498.068            0.
     3498.687            0.
     3499.307            0.
     3499.927            0.
     3500.548            0.
     3501.169            0.
      3501.79            0.
     3502.411            0.
      3503.03            0.
     3503.651            0.
     3504.272            0.
     3504.894            0.
     3505.513            0.
     3506.135            0.
     3506.757            0.
     3507.377            0.
     3507.999            0.
     3508.621            0.
     3509.243            0.
     3509.865            0.
     3510.488            0.
      3511.11            0.
     3511.733            0.
     3512.354            0.
     3512.977            0.
       3513.6            0.
     3514.223            0.
     3514.844            0.
     3515.468            0.
     3516.091            0.
     3516.714            0.
     3517.336            0.
      3517.96            0.
     3518.584            0.
     3519.206            0.
     3519.832            0.
     3520.456            0.
      3521.08            0.
     3521.703            0.
     3522.327            0.
     3522.952            0.
     3523.577            0.
     3524.201            0.
     3524.826            0.
     3525.449            0.
     3526.075            0.
       3526.7            0.
     3527.325            0.
     3527.951            0.
     3528.573            0.
     3529.198            0.
     3529.824            0.
      3530.45            0.
     3531.076            0.
     3531.703            0.
     3532.329            0.
     3532.955            0.
      3533.58            0.
     3534.208            0.
     3534.833            0.
      3535.46            0.
     3536.087            0.
     3536.714            0.
     3537.339            0.
     3537.967            0.
     3538.594            0.
     3539.222            0.
     3539.847            0.
     3540.475            0.
     3541.103            0.
     3541.729            0.
     3542.359            0.
     3542.987            0.
     3543.615            0.
     3544.242            0.
      3544.87            0.
     3545.499            0.
     3546.128            0.
     3546.757            0.
     3547.385            0.
     3548.015            0.
     3548.642            0.
     3549.271            0.
     3549.899            0.
     3550.528            0.
     3551.156            0.
     3551.786            0.
     3552.416            0.
     3553.045            0.
     3553.676            0.
     3554.306            0.
     3554.936            0.
     3555.564            0.
     3556.195            0.
     3556.828            0.
     3557.458            0.
     3558.087            0.
     3558.718            0.
     3559.349            0.
      3559.98            0.
      3560.61            0.
     3561.241            0.
     3561.873            0.
     3562.503            0.
     3563.134            0.
     3563.766            0.
     3564.398            0.
     3565.028            0.
     3565.661            0.
     3566.293            0.
     3566.925            0.
     3567.558            0.
      3568.19            0.
     3568.823            0.
     3569.456            0.
     3570.089  5.306094E-11
     3570.722  4.301619E-10
     3571.354  8.065068E-10
     3571.985   1.183114E-9
     3572.618   1.561295E-9
     3573.252   1.939740E-9
     3573.885   2.318449E-9
     3574.517   2.696399E-9
     3575.151   3.075928E-9
     3575.785   3.455576E-9
     3576.419   3.835780E-9
     3577.054   4.216250E-9
     3577.688   4.596984E-9
     3578.323   4.978130E-9
     3578.955   5.358368E-9
     3579.592   5.741219E-9
     3580.226   5.987800E-9
     3580.861   5.989910E-9
     3581.494   5.992013E-9
     3582.129   5.994122E-9
     3582.763   5.996227E-9
     3583.398   5.998338E-9
     3584.034   6.000451E-9
     3584.669   6.002563E-9
     3585.303   6.004672E-9
     3585.939   6.006786E-9
     3586.575   6.008901E-9
     3587.211   6.011017E-9
     3587.847   6.013134E-9
     3588.481   6.015245E-9
     3589.117   6.017365E-9
     3589.754   6.019483E-9
     3590.391   5.786388E-9
     3591.027   5.405034E-9
     3591.664   5.023116E-9
     3592.301   4.640929E-9
     3592.936   4.259644E-9
     3593.573   3.876769E-9
      3594.21   3.493623E-9
     3594.846   3.111236E-9
     3595.483   2.727402E-9
     3596.121   2.343149E-9
     3596.759   1.958624E-9
     3597.395   1.575007E-9
     3598.032   1.189792E-9
     3598.671  8.041573E-10
     3599.309  4.182502E-10
     3599.947  3.207077E-11
     3600.585            0.
     3601.224            0.
     3601.861            0.
     3602.501            0.
      3603.14            0.
     3603.777            0.
     3604.416            0.
     3605.055            0.
     3605.693            0.
     3606.332            0.
     3606.972            0.
     3607.611            0.
     3608.249            0.
     3608.889            0.
     3609.529            0.
     3610.169            0.
     3610.809            0.
     3611.448            0.
     3612.088            0.
     3612.729            0.
     3613.369            0.
      3614.01            0.
     3614.651            0.
     3615.292            0.
     3615.931            0.
     3616.572            0.
     3617.214            0.
     3617.855            0.
     3618.495            0.
     3619.136            0.
     3619.778            0.
      3620.42            0.
      3621.06            0.
     3621.702            0.
     3622.344            0.
     3622.987            0.
     3623.629            0.
     3624.272            0.
     3624.915            0.
     3625.556            0.
     3626.198            0.
     3626.842            0.
     3627.485            0.
     3628.128            0.
      3628.77            0.
     3629.413            0.
     3630.057            0.
       3630.7            0.
     3631.344            0.
     3631.986            0.
      3632.63            0.
     3633.274            0.
     3633.917            0.
     3634.563            0.
     3635.206            0.
      3635.85            0.
     3636.495            0.
      3637.14            0.
     3637.785            0.
      3638.43            0.
     3639.075            0.
     3639.719            0.
     3640.364            0.
      3641.01            0.
     3641.656            0.
     3642.299            0.
     3642.945            0.
     3643.591            0.
     3644.235            0.
     3644.882            0.
     3645.528            0.
     3646.174            0.
     3646.821            0.
     3647.468            0.
     3648.115            0.
     3648.761            0.
     3649.406            0.
     3650.054            0.
     3650.701            0.
     3651.348            0.
     3651.994            0.
     3652.642            0.
     3653.289            0.
     3653.937            0.
     3654.585            0.
     3655.231            0.
     3655.877            0.
     3656.526            0.
     3657.174            0.
     3657.825            0.
     3658.471            0.
      3659.12            0.
     3659.769            0.
     3660.418            0.
     3661.067            0.
     3661.716            0.
     3662.366            0.
     3663.013            0.
     3663.663            0.
     3664.312            0.
     3664.962            0.
      3665.61            0.
      3666.26            0.
     3666.908            0.
     3667.559            0.
     3668.209            0.
      3668.86            0.
      3669.51            0.
     3670.161            0.
     3670.812            0.
     3671.463            0.
     3672.112            0.
     3672.763            0.
     3673.414            0.
     3674.066            0.
     3674.717            0.
     3675.367            0.
     3676.019            0.
     3676.671            0.
     3677.323            0.
     3677.973            0.
     3678.625            0.
     3679.277            0.
     3679.928            0.
      3680.58            0.
     3681.235            0.
     3681.888            0.
     3682.539            0.
     3683.192            0.
     3683.845            0.
     3684.498            0.
     3685.152            0.
     3685.805            0.
     3686.459            0.
     3687.111            0.
     3687.764            0.
     3688.418            0.
      3689.07            0.
     3689.725            0.
     3690.377            0.
     3691.031            0.
     3691.686            0.
     3692.341            0.
     3692.995            0.
      3693.65            0.
     3694.303            0.
     3694.958            0.
     3695.614            0.
     3696.271            0.
     3696.925            0.
      3697.58            0.
     3698.236            0.
     3698.892            0.
     3699.545            0.
     3700.202            0.
     3700.858            0.
     3701.512            0.
     3702.168            0.
     3702.825            0.
     3703.482            0.
     3704.136            0.
     3704.793            0.
      3705.45            0.
     3706.107            0.
     3706.765            0.
     3707.422            0.
     3708.079            0.
     3708.737            0.
     3709.395            0.
     3710.052            0.
     3710.708            0.
     3711.364            0.
     3712.022            0.
     3712.681            0.
     3713.339            0.
     3713.996            0.
     3714.654            0.
     3715.313            0.
     3715.972            0.
     3716.631            0.
      3717.29            0.
     3717.947            0.
     3718.606            0.
     3719.266            0.
     3719.927            0.
     3720.585            0.
     3721.245            0.
     3721.905            0.
     3722.565            0.
     3723.223            0.
     3723.883            0.
     3724.543            0.
     3725.202            0.
     3725.863            0.
     3726.523            0.
     3727.184            0.
     3727.843            0.
     3728.504            0.
     3729.165            0.
     3729.827            0.
     3730.488            0.
      3731.15            0.
     3731.811            0.
     3732.473            0.
     3733.133            0.
     3733.795            0.
     3734.457            0.
     3735.117            0.
      3735.78            0.
     3736.442            0.
     3737.105            0.
     3737.765            0.
     3738.428            0.
     3739.091            0.
     3739.754            0.
     3740.417            0.
     3741.081            0.
     3741.744            0.
     3742.406            0.
     3743.069            0.
     3743.735            0.
     3744.397            0.
     3745.061            0.
     3745.725            0.
     3746.389            0.
     3747.052            0.
     3747.716            0.
     3748.381            0.
     3749.046            0.
     3749.708            0.
     3750.373            0.
     3751.038            0.
     3751.704            0.
     3752.367            0.
     3753.032            0.
     3753.698            0.
     3754.364            0.
     3755.029            0.
     3755.695            0.
     3756.361            0.
     3757.025            0.
     3757.692            0.
     3758.358            0.
     3759.024            0.
     3759.689            0.
     3760.356            0.
     3761.022            0.
     3761.687            0.
     3762.354            0.
     3763.022            0.
     3763.689            0.
     3764.356            0.
     3765.024            0.
     3765.692            0.
      3766.36            0.
     3767.025            0.
     3767.693            0.
