WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f660n
      3089.89  2.319352E-11
     3090.285  2.321612E-11
     3090.681  2.322885E-11
     3091.078  2.324094E-11
     3091.473  2.325230E-11
     3091.869  2.326296E-11
     3092.266  2.327297E-11
     3092.663  2.328227E-11
     3093.059  2.329085E-11
     3093.454  2.329875E-11
     3093.852  2.330599E-11
     3094.248  2.331245E-11
     3094.643  2.331821E-11
     3095.041  2.332329E-11
     3095.437  2.332771E-11
     3095.833  2.333144E-11
     3096.232  2.333449E-11
     3096.628  2.333683E-11
     3097.024  2.333848E-11
     3097.422  2.333943E-11
     3097.818  2.333969E-11
     3098.215  2.333926E-11
     3098.611  2.333815E-11
     3099.009  2.333635E-11
     3099.406  2.333386E-11
     3099.804  2.333069E-11
     3100.202  2.331248E-11
     3100.599  2.327963E-11
     3100.995  2.324595E-11
     3101.394  2.321118E-11
      3101.79  2.317570E-11
     3102.187  2.313937E-11
     3102.586  2.310203E-11
     3102.982  2.306402E-11
     3103.381  2.302492E-11
     3103.778  2.298514E-11
     3104.177  2.294435E-11
     3104.574  2.290287E-11
     3104.971  2.286056E-11
      3105.37  2.281719E-11
     3105.767  2.277311E-11
     3106.165  2.272823E-11
     3106.563  2.268233E-11
     3106.963  2.263555E-11
      3107.36  2.258812E-11
     3107.758  2.253985E-11
     3108.157  2.249051E-11
     3108.554  2.244051E-11
     3108.952  2.238967E-11
     3109.352  2.233779E-11
     3109.749  2.228530E-11
     3110.147  2.222199E-11
     3110.547  2.214029E-11
     3110.946  2.205758E-11
     3111.344  2.197423E-11
     3111.742  2.188988E-11
     3112.142  2.180416E-11
      3112.54  2.171774E-11
     3112.938  2.163032E-11
     3113.338  2.154154E-11
     3113.736  2.145215E-11
     3114.136  2.136130E-11
     3114.536  2.126949E-11
     3114.935  2.117703E-11
     3115.333  2.108359E-11
     3115.734  2.098870E-11
     3116.132  2.089330E-11
     3116.531  2.079686E-11
     3116.929  2.069944E-11
      3117.33  2.060061E-11
      3117.73  2.050079E-11
     3118.129  2.040036E-11
      3118.53  2.029852E-11
     3118.929  2.019613E-11
     3119.328  2.009274E-11
     3119.728  1.998793E-11
     3120.127  1.988147E-11
     3120.527  1.977175E-11
     3120.927  1.966057E-11
     3121.327  1.954888E-11
     3121.728  1.943565E-11
     3122.127  1.932198E-11
     3122.528  1.920677E-11
     3122.927  1.909106E-11
     3123.327  1.897429E-11
     3123.728  1.885611E-11
     3124.128  1.873738E-11
     3124.528  1.861767E-11
     3124.929  1.849645E-11
      3125.33  1.837426E-11
      3125.73  1.825154E-11
      3126.13  1.812783E-11
     3126.532  1.800262E-11
     3126.932  1.787696E-11
     3127.332  1.775032E-11
     3127.733  1.762209E-11
     3128.134  1.749344E-11
     3128.534  1.736384E-11
     3128.936  1.723273E-11
     3129.337  1.710063E-11
     3129.738  1.696805E-11
     3130.138  1.683891E-11
      3130.54  1.671669E-11
     3130.941  1.659413E-11
     3131.341  1.647061E-11
     3131.744  1.634570E-11
     3132.146  1.621999E-11
     3132.547  1.609380E-11
     3132.949  1.596628E-11
      3133.35  1.583835E-11
      3133.75  1.570963E-11
     3134.151  1.557997E-11
     3134.554  1.544890E-11
     3134.955  1.531744E-11
     3135.356  1.518520E-11
     3135.759  1.505145E-11
     3136.162  1.491685E-11
     3136.563  1.478189E-11
     3136.966  1.464558E-11
     3137.367  1.450891E-11
     3137.769  1.437140E-11
     3138.172  1.423245E-11
     3138.573  1.409324E-11
     3138.975  1.395311E-11
     3139.378  1.381161E-11
     3139.781  1.366917E-11
     3140.183  1.354660E-11
     3140.584  1.344736E-11
     3140.988  1.334711E-11
      3141.39  1.324658E-11
     3141.792  1.314542E-11
     3142.195  1.304318E-11
     3142.597  1.294068E-11
     3142.999  1.283760E-11
     3143.403  1.273337E-11
     3143.807  1.262851E-11
     3144.209  1.252345E-11
     3144.611  1.241770E-11
     3145.015  1.231087E-11
     3145.417  1.220384E-11
      3145.82  1.209618E-11
     3146.224  1.198743E-11
     3146.628  1.187800E-11
     3147.031  1.176846E-11
     3147.433  1.165822E-11
     3147.837  1.154688E-11
      3148.24  1.143533E-11
     3148.643  1.132322E-11
     3149.047  1.120994E-11
      3149.45  1.109652E-11
     3149.853  1.098249E-11
     3150.258  1.091283E-11
     3150.662  1.086880E-11
     3151.065  1.082462E-11
     3151.469  1.078013E-11
     3151.874  1.073513E-11
     3152.277  1.069003E-11
      3152.68  1.064461E-11
     3153.085  1.059868E-11
     3153.488  1.055263E-11
     3153.893  1.050609E-11
     3154.299  1.045919E-11
     3154.702  1.041219E-11
     3155.106  1.036488E-11
     3155.511  1.031708E-11
     3155.915  1.026918E-11
     3156.318  1.022093E-11
     3156.724  1.017218E-11
     3157.128  1.012333E-11
     3157.531  1.007419E-11
     3157.937  1.002454E-11
     3158.343  9.974559E-12
     3158.747  9.924482E-12
     3159.151  9.874108E-12
     3159.557  9.823228E-12
     3159.961  9.772230E-12
     3160.365  9.862067E-12
     3160.771  9.967714E-12
     3161.176  1.007321E-11
     3161.582  1.017946E-11
     3161.986  1.028562E-11
     3162.392  1.039254E-11
     3162.797  1.049932E-11
     3163.201  1.060640E-11
     3163.608  1.071423E-11
     3164.012  1.082197E-11
     3164.417  1.093000E-11
     3164.824  1.103879E-11
      3165.23  1.114788E-11
     3165.635  1.125687E-11
      3166.04  1.136609E-11
     3166.447  1.147612E-11
     3166.852  1.158598E-11
     3167.257  1.169622E-11
     3167.664  1.180714E-11
     3168.069  1.191796E-11
     3168.474  1.202905E-11
     3168.883  1.214138E-11
     3169.289  1.225313E-11
     3169.694  1.236511E-11
     3170.099  1.256245E-11
     3170.507  1.302470E-11
     3170.912  1.348678E-11
     3171.318  1.395008E-11
     3171.725  1.441712E-11
     3172.131  1.488368E-11
     3172.539  1.535370E-11
     3172.946  1.582521E-11
     3173.352  1.629650E-11
     3173.758  1.676925E-11
     3174.166  1.724548E-11
     3174.572  1.772120E-11
     3174.978  1.819838E-11
     3175.386  1.867931E-11
     3175.792  1.915968E-11
       3176.2  1.964354E-11
     3176.606  2.012682E-11
     3177.014  2.061359E-11
     3177.421  2.110007E-11
     3177.827  2.158798E-11
     3178.235  2.207938E-11
     3178.642  2.257017E-11
     3179.049  2.306268E-11
     3179.457  2.355870E-11
     3179.865  2.405615E-11
     3180.272  2.511065E-11
     3180.679  2.644448E-11
     3181.088  2.778892E-11
     3181.495  2.913195E-11
     3181.902  3.047915E-11
      3182.31  3.183613E-11
     3182.718  3.319237E-11
     3183.125  3.455194E-11
     3183.533  3.592220E-11
     3183.942  3.729660E-11
      3184.35  3.867016E-11
     3184.757  4.004701E-11
     3185.166  4.143456E-11
     3185.574  4.282041E-11
     3185.981  4.421033E-11
      3186.39  4.561012E-11
     3186.798  4.700895E-11
     3187.208  4.841771E-11
     3187.617  4.983056E-11
     3188.025  5.124155E-11
     3188.433  5.265737E-11
      3188.84  5.407633E-11
      3189.25  5.550613E-11
     3189.658  5.693395E-11
     3190.066  5.869217E-11
     3190.476  6.215326E-11
     3190.886  6.562646E-11
     3191.294  6.909512E-11
     3191.704  7.258827E-11
     3192.112  7.607887E-11
     3192.521  7.957729E-11
     3192.931  8.310234E-11
     3193.339  8.662254E-11
     3193.748  9.015252E-11
     3194.156  9.369436E-11
     3194.568  9.727569E-11
     3194.977  1.008350E-10
     3195.386  1.044081E-10
     3195.796  1.080038E-10
     3196.205  1.115942E-10
     3196.614  1.151964E-10
     3197.024  1.188233E-10
     3197.433  1.224447E-10
     3197.843  1.260778E-10
     3198.253  1.297336E-10
     3198.664  1.334010E-10
     3199.073  1.370628E-10
     3199.483  1.407363E-10
     3199.894  1.444324E-10
     3200.303  1.514991E-10
     3200.712  1.597845E-10
     3201.124  1.681415E-10
     3201.533  1.765005E-10
     3201.943  1.849010E-10
     3202.354  1.933683E-10
     3202.765  2.018823E-10
     3203.175  2.103924E-10
     3203.585  2.189385E-10
     3203.996  2.275619E-10
     3204.406  2.361856E-10
     3204.816  2.448454E-10
     3205.228  2.535774E-10
      3205.64  2.623504E-10
      3206.05  2.711178E-10
      3206.46  2.799261E-10
     3206.872  2.888071E-10
     3207.282  2.976920E-10
     3207.692  3.066070E-10
     3208.104  3.156002E-10
     3208.515  3.245915E-10
     3208.925  3.336179E-10
     3209.337  3.427227E-10
      3209.75  3.518572E-10
      3210.16  3.642712E-10
     3210.573  3.819431E-10
     3210.983  3.996232E-10
     3211.394  4.173633E-10
     3211.807  4.352586E-10
     3212.218  4.531502E-10
     3212.628  4.711120E-10
     3213.041  4.892189E-10
     3213.454  5.074065E-10
     3213.865  5.255885E-10
     3214.276  5.438421E-10
     3214.689  5.622425E-10
       3215.1  5.806453E-10
     3215.511  5.991006E-10
     3215.925  6.177127E-10
     3216.336  6.363206E-10
     3216.748  6.550088E-10
     3217.161  6.738324E-10
     3217.574  6.927360E-10
     3217.986  7.116293E-10
     3218.397  7.305936E-10
     3218.811  7.497163E-10
     3219.222  7.688130E-10
     3219.634  7.879857E-10
     3220.048  8.089386E-10
     3220.462  8.424935E-10
     3220.874  8.760112E-10
     3221.286  9.096768E-10
     3221.699  9.436074E-10
     3222.112  9.775175E-10
     3222.524   1.011546E-9
     3222.938   1.045856E-9
      3223.35   1.080120E-9
     3223.762   1.114523E-9
     3224.177   1.149212E-9
     3224.591   1.184001E-9
     3225.003   1.218787E-9
     3225.416   1.253681E-9
      3225.83   1.288838E-9
     3226.243   1.323973E-9
     3226.655   1.359230E-9
      3227.07   1.394772E-9
     3227.483   1.430289E-9
     3227.897   1.466092E-9
     3228.312   1.501983E-9
     3228.725   1.537860E-9
     3229.138   1.573833E-9
     3229.553   1.610117E-9
     3229.966   1.646346E-9
     3230.379   1.704719E-9
     3230.794   1.765549E-9
     3231.208   1.826336E-9
     3231.621   1.887329E-9
     3232.036   1.948778E-9
     3232.451   2.010466E-9
     3232.865   2.072102E-9
     3233.278   2.133934E-9
     3233.694   2.196219E-9
     3234.107   2.258450E-9
     3234.521   2.320923E-9
     3234.937   2.383855E-9
     3235.352   2.446971E-9
     3235.766   2.510023E-9
      3236.18   2.573320E-9
     3236.596   2.637093E-9
      3237.01   2.700800E-9
     3237.424   2.764684E-9
      3237.84   2.829029E-9
     3238.254   2.893341E-9
     3238.668   2.957809E-9
     3239.084   3.022816E-9
       3239.5   3.087989E-9
     3239.915   3.153088E-9
     3240.329   3.246333E-9
     3240.745   3.347540E-9
      3241.16   3.448630E-9
     3241.574   3.550012E-9
     3241.991   3.652179E-9
     3242.406   3.754258E-9
     3242.822   3.857064E-9
     3243.239   3.960176E-9
     3243.654   4.063230E-9
     3244.069   4.166524E-9
     3244.484   4.270168E-9
       3244.9   4.374541E-9
     3245.316   4.478846E-9
     3245.731   4.583389E-9
     3246.148   4.688737E-9
     3246.563   4.793969E-9
      3246.98   4.899937E-9
     3247.397   5.006216E-9
     3247.812   5.112290E-9
     3248.228   5.218740E-9
     3248.645   5.325938E-9
     3249.061   5.432985E-9
     3249.477   5.540356E-9
     3249.892   5.647954E-9
     3250.312   5.788391E-9
     3250.727   5.938829E-9
     3251.143   6.089660E-9
     3251.561   6.241585E-9
     3251.977   6.393294E-9
     3252.393   6.545387E-9
     3252.811   6.698509E-9
     3253.227   6.851442E-9
     3253.643   7.004899E-9
     3254.059   7.158747E-9
     3254.479   7.314201E-9
     3254.895   7.468879E-9
     3255.312   7.623896E-9
      3255.73   7.780052E-9
     3256.146   7.935957E-9
     3256.563   8.092239E-9
     3256.981   8.249646E-9
     3257.398   8.406712E-9
     3257.816   8.564903E-9
     3258.233   8.722838E-9
     3258.652   8.881901E-9
     3259.068   9.040618E-9
     3259.485   9.199863E-9
     3259.904   9.360149E-9
     3260.321   9.561281E-9
     3260.738   9.775229E-9
     3261.157   9.990717E-9
     3261.574   1.020585E-8
     3261.991   1.042153E-8
     3262.412   1.063975E-8
      3262.83   1.085661E-8
     3263.247   1.107396E-8
     3263.666   1.129295E-8
     3264.084   1.151146E-8
     3264.501   1.173054E-8
     3264.919   1.195014E-8
      3265.34   1.217238E-8
     3265.758   1.239322E-8
     3266.176   1.261458E-8
     3266.595   1.283747E-8
     3267.013   1.305986E-8
     3267.431   1.328286E-8
     3267.849   1.350638E-8
     3268.269   1.373142E-8
     3268.687   1.395625E-8
     3269.105   1.418156E-8
     3269.525   1.440821E-8
     3269.945   1.463538E-8
     3270.363   1.491329E-8
     3270.783   1.520078E-8
     3271.202   1.548756E-8
      3271.62   1.577512E-8
     3272.041   1.606470E-8
     3272.459   1.635367E-8
     3272.878   1.664348E-8
     3273.298   1.693509E-8
     3273.719   1.722752E-8
     3274.137   1.751923E-8
     3274.556   1.781155E-8
     3274.977   1.810588E-8
     3275.396   1.839976E-8
     3275.815   1.869447E-8
     3276.236   1.899082E-8
     3276.655   1.928676E-8
     3277.074   1.958333E-8
     3277.495   1.988176E-8
     3277.916   2.018099E-8
     3278.335   2.047953E-8
     3278.755   2.077887E-8
     3279.176   2.108000E-8
     3279.595   2.138059E-8
     3280.015   2.168380E-8
     3280.436   2.204849E-8
     3280.858   2.241396E-8
     3281.277   2.277859E-8
     3281.699   2.314561E-8
     3282.119   2.351171E-8
     3282.539   2.387883E-8
     3282.958   2.424670E-8
      3283.38   2.461712E-8
       3283.8   2.498657E-8
      3284.22   2.535670E-8
     3284.642   2.572945E-8
     3285.064   2.610274E-8
     3285.484   2.647533E-8
     3285.905   2.684887E-8
     3286.327   2.722467E-8
     3286.747   2.759968E-8
     3287.168   2.797543E-8
      3287.59   2.835366E-8
      3288.01   2.873087E-8
     3288.433   2.911056E-8
     3288.855   2.949119E-8
     3289.276   2.987080E-8
     3289.697   3.025133E-8
      3290.12   3.064832E-8
      3290.54   3.108004E-8
     3290.961   3.151311E-8
     3291.384   3.194828E-8
     3291.805   3.238276E-8
     3292.226   3.281826E-8
     3292.649   3.325654E-8
     3293.072   3.369584E-8
     3293.493   3.413363E-8
     3293.915   3.457250E-8
     3294.338   3.501421E-8
     3294.759   3.545501E-8
     3295.181   3.589684E-8
     3295.604   3.634095E-8
     3296.028   3.678640E-8
     3296.449   3.723062E-8
     3296.871   3.767563E-8
     3297.294   3.812343E-8
     3297.716   3.856994E-8
     3298.138   3.901758E-8
     3298.562   3.946822E-8
     3298.984   3.991757E-8
     3299.406   4.036778E-8
      3299.83   4.082060E-8
     3300.253   4.128770E-8
     3300.676   4.176273E-8
     3301.098   4.223878E-8
     3301.522   4.271743E-8
     3301.944   4.319492E-8
     3302.368   4.367540E-8
     3302.791   4.415502E-8
     3303.213   4.463490E-8
     3303.638   4.511751E-8
     3304.062   4.560116E-8
     3304.485   4.608355E-8
     3304.907   4.656668E-8
      3305.33   4.705082E-8
     3305.755   4.753765E-8
     3306.178   4.802326E-8
     3306.601   4.850988E-8
     3307.026   4.899918E-8
     3307.448   4.948683E-8
     3307.874   4.997775E-8
     3308.298   5.046927E-8
     3308.722   5.095990E-8
     3309.145   5.145111E-8
      3309.57   5.194473E-8
     3309.993   5.243709E-8
     3310.417   5.296660E-8
     3310.842   5.349997E-8
     3311.267   5.403420E-8
     3311.691   5.456710E-8
     3312.115   5.510099E-8
      3312.54   5.563713E-8
     3312.964   5.617222E-8
     3313.388   5.670866E-8
     3313.813   5.724845E-8
     3314.237   5.778640E-8
     3314.661   5.832502E-8
     3315.087   5.886728E-8
     3315.513   5.941015E-8
     3315.937   5.995163E-8
     3316.361   6.049422E-8
     3316.787   6.103981E-8
     3317.212   6.158396E-8
     3317.636   6.212890E-8
     3318.062   6.267683E-8
     3318.487   6.322351E-8
     3318.913   6.377314E-8
     3319.337   6.432149E-8
     3319.764   6.487316E-8
     3320.188   6.542570E-8
     3320.615   6.598484E-8
      3321.04   6.654248E-8
     3321.465   6.710101E-8
      3321.89   6.766057E-8
     3322.316   6.822314E-8
     3322.741   6.878415E-8
     3323.168   6.934818E-8
     3323.595   6.991324E-8
      3324.02   7.047641E-8
     3324.446   7.104046E-8
     3324.873   7.160749E-8
     3325.298   7.217307E-8
     3325.723   7.273973E-8
     3326.149   7.330676E-8
     3326.578   7.387971E-8
     3327.003   7.444846E-8
     3327.429   7.501752E-8
     3327.856   7.558990E-8
     3328.282   7.616104E-8
     3328.708   7.673302E-8
     3329.135   7.730782E-8
     3329.561   7.788060E-8
     3329.987   7.845438E-8
     3330.415   7.901549E-8
     3330.843   7.957710E-8
     3331.269   8.013659E-8
     3331.695   8.069694E-8
     3332.123   8.126029E-8
      3332.55   8.182218E-8
     3332.976   8.238474E-8
     3333.404   8.295036E-8
      3333.83   8.351404E-8
     3334.259   8.408099E-8
     3334.685   8.464632E-8
     3335.114   8.521494E-8
      3335.54   8.578209E-8
     3335.967   8.634957E-8
     3336.396   8.692061E-8
     3336.822   8.748969E-8
     3337.249   8.805917E-8
     3337.678   8.863172E-8
     3338.105   8.920277E-8
     3338.534   8.977754E-8
     3338.961   9.035035E-8
      3339.39   9.092578E-8
     3339.817   9.149951E-8
     3340.244   9.205872E-8
     3340.673   9.260940E-8
     3341.101   9.315866E-8
     3341.528   9.370802E-8
     3341.959   9.426294E-8
     3342.386   9.481389E-8
     3342.814   9.536570E-8
     3343.244   9.592027E-8
     3343.671   9.647285E-8
     3344.099   9.702623E-8
     3344.529   9.758249E-8
     3344.956   9.813674E-8
     3345.384   9.869182E-8
     3345.812   9.924745E-8
     3346.244   9.980833E-8
     3346.672   1.003650E-7
       3347.1   1.009224E-7
      3347.53   1.014826E-7
     3347.958   1.020411E-7
     3348.386   1.026003E-7
     3348.817   1.031626E-7
     3349.245   1.037230E-7
     3349.675   1.042860E-7
     3350.104   1.048423E-7
     3350.534   1.053859E-7
     3350.963   1.059278E-7
     3351.392   1.064701E-7
     3351.822   1.070151E-7
     3352.251   1.075583E-7
      3352.68   1.081020E-7
      3353.11   1.086484E-7
     3353.539   1.091928E-7
      3353.97   1.097401E-7
     3354.401   1.102880E-7
      3354.83   1.108345E-7
     3355.259   1.113813E-7
     3355.688   1.119284E-7
      3356.12   1.124785E-7
     3356.549   1.130267E-7
     3356.978   1.135756E-7
     3357.409   1.141267E-7
     3357.841   1.146785E-7
      3358.27   1.152285E-7
       3358.7   1.157794E-7
     3359.131   1.163327E-7
     3359.561   1.168842E-7
     3359.991   1.174363E-7
     3360.423   1.179593E-7
     3360.852   1.184795E-7
     3361.282   1.190003E-7
     3361.714   1.195237E-7
     3362.146   1.200472E-7
     3362.576   1.205688E-7
     3363.008   1.210927E-7
     3363.438   1.216163E-7
     3363.869   1.221404E-7
     3364.299   1.226638E-7
     3364.731   1.231894E-7
     3365.163   1.237160E-7
     3365.594   1.242410E-7
     3366.026   1.247688E-7
     3366.457   1.252945E-7
     3366.887   1.258206E-7
      3367.32   1.263496E-7
     3367.751   1.268766E-7
     3368.181   1.274038E-7
     3368.612   1.279312E-7
     3369.045   1.284613E-7
     3369.476   1.289899E-7
     3369.909   1.295213E-7
     3370.342   1.300211E-7
     3370.773   1.305108E-7
     3371.204   1.310012E-7
     3371.637   1.314938E-7
     3372.069   1.319850E-7
       3372.5   1.324765E-7
     3372.933   1.329704E-7
     3373.366   1.334638E-7
     3373.798   1.339557E-7
      3374.23   1.344479E-7
     3374.663   1.349425E-7
     3375.095   1.354353E-7
     3375.527   1.359286E-7
      3375.96   1.364240E-7
     3376.392   1.369181E-7
     3376.824   1.374123E-7
     3377.258   1.379085E-7
     3377.692   1.384045E-7
     3378.124   1.388992E-7
     3378.556   1.393951E-7
      3378.99   1.398936E-7
     3379.422   1.403885E-7
     3379.854   1.408838E-7
     3380.289   1.413493E-7
     3380.721   1.417974E-7
     3381.156   1.422472E-7
      3381.59   1.426968E-7
     3382.022   1.431447E-7
     3382.455   1.435931E-7
     3382.888   1.440416E-7
     3383.322   1.444922E-7
     3383.755   1.449413E-7
      3384.19   1.453922E-7
     3384.623   1.458415E-7
     3385.056   1.462913E-7
      3385.49   1.467431E-7
     3385.926   1.471954E-7
     3386.359   1.476453E-7
     3386.792   1.480952E-7
     3387.227   1.485474E-7
      3387.66   1.489981E-7
     3388.094   1.494490E-7
     3388.529   1.499022E-7
     3388.964   1.503556E-7
     3389.398   1.508065E-7
     3389.831   1.512574E-7
     3390.267   1.517007E-7
       3390.7   1.521367E-7
     3391.134   1.525722E-7
      3391.57   1.530095E-7
     3392.004   1.534449E-7
     3392.437   1.538819E-7
     3392.873   1.543209E-7
     3393.309   1.547592E-7
     3393.743   1.551949E-7
     3394.177   1.556317E-7
     3394.614   1.560707E-7
     3395.048   1.565078E-7
     3395.482   1.569447E-7
     3395.918   1.573836E-7
     3396.353   1.578208E-7
     3396.789   1.582605E-7
     3397.225   1.586999E-7
      3397.66   1.591377E-7
