WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,sbc,f150lp
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.405073E-17
PIVWV    r 1610.685
BANDW    r 109.7833
TPEAK    r 0.0299925
EQUVW    r 6.173392
RECTW    r 205.8312
EMFLX    r 1.564406E-14
        1420.   4.901820E-4
     1420.205   4.916622E-4
      1420.41   4.931433E-4
     1420.614   4.946158E-4
     1420.819   4.960928E-4
     1421.024   4.975664E-4
     1421.229   4.990330E-4
     1421.434   5.005024E-4
     1421.638   5.019639E-4
     1421.844   5.034290E-4
     1422.048   5.048855E-4
     1422.253   5.063458E-4
     1422.458   5.077981E-4
     1422.663   5.092540E-4
     1422.869   5.107064E-4
     1423.073   5.121521E-4
     1423.279   5.136004E-4
     1423.484   5.150410E-4
     1423.689   5.164851E-4
     1423.894   5.179215E-4
     1424.099   5.193554E-4
     1424.304   5.207918E-4
     1424.509   5.222215E-4
     1424.716   5.236589E-4
     1424.921   5.250836E-4
     1425.126   5.265077E-4
     1425.332   5.279367E-4
     1425.536   5.293573E-4
     1425.742   5.307812E-4
     1425.947   5.321976E-4
     1426.153   5.336174E-4
     1426.359   5.350296E-4
     1426.564   5.364444E-4
      1426.77   5.378567E-4
     1426.976   5.392614E-4
     1427.182   5.406696E-4
     1427.387   5.420701E-4
     1427.593   5.434739E-4
     1427.798   5.448695E-4
     1428.005   5.462684E-4
      1428.21   5.476590E-4
     1428.416   5.490537E-4
     1428.622   5.504449E-4
     1428.828   5.518298E-4
     1429.034   5.532168E-4
      1429.24   5.545965E-4
     1429.445   5.559738E-4
     1429.652   5.573541E-4
     1429.857   5.587264E-4
     1430.064   5.585555E-4
      1430.27   5.549405E-4
     1430.476   5.513410E-4
     1430.683   5.477336E-4
     1430.889   5.441437E-4
     1431.095   5.405458E-4
     1431.301   5.369654E-4
     1431.508   5.333749E-4
     1431.714   5.298020E-4
      1431.92   5.262190E-4
     1432.127   5.226408E-4
     1432.333   5.190821E-4
      1432.54   5.155134E-4
     1432.746   5.119623E-4
     1432.953   5.084011E-4
     1433.159   5.048572E-4
     1433.365   5.013183E-4
     1433.572   4.977715E-4
     1433.778   4.942419E-4
     1433.986   4.906880E-4
     1434.192   4.871681E-4
     1434.399   4.836508E-4
     1434.606   4.801238E-4
     1434.812   4.766139E-4
     1435.019   4.730965E-4
     1435.226   4.695961E-4
     1435.433   4.660883E-4
     1435.639   4.625954E-4
     1435.847   4.590950E-4
     1436.054   4.555995E-4
     1436.261   4.521190E-4
     1436.468   4.486328E-4
     1436.675   4.451618E-4
     1436.882   4.416813E-4
     1437.089   4.382198E-4
     1437.295   4.347631E-4
     1437.503   4.312969E-4
     1437.711   4.278333E-4
     1437.918   4.243767E-4
     1438.125   4.209350E-4
     1438.332   4.175000E-4
      1438.54   4.140537E-4
     1438.746   4.106263E-4
     1438.954   4.071895E-4
     1439.161   4.037716E-4
     1439.369   4.003444E-4
     1439.577   3.969198E-4
     1439.784   3.935143E-4
     1439.992   3.900995E-4
     1440.199   3.887721E-4
     1440.407   3.875275E-4
     1440.614   3.862897E-4
     1440.822   3.850482E-4
     1441.029   3.838126E-4
     1441.237   3.825785E-4
     1441.445   3.813365E-4
     1441.653   3.801047E-4
     1441.861   3.788701E-4
     1442.068   3.776414E-4
     1442.277   3.764090E-4
     1442.484   3.751833E-4
     1442.692   3.739583E-4
       1442.9   3.727298E-4
     1443.107   3.715079E-4
     1443.316   3.702824E-4
     1443.524   3.690585E-4
     1443.732   3.678403E-4
      1443.94   3.666187E-4
     1444.148   3.654035E-4
     1444.357   3.641843E-4
     1444.564   3.629714E-4
     1444.773   3.617558E-4
     1444.981   3.605454E-4
     1445.189   3.593321E-4
     1445.398   3.581204E-4
     1445.606   3.569137E-4
     1445.815   3.557043E-4
     1446.023   3.545013E-4
     1446.231   3.532941E-4
     1446.439   3.520935E-4
     1446.647   3.508944E-4
     1446.856   3.496918E-4
     1447.064   3.484950E-4
     1447.274   3.472898E-4
     1447.482   3.460959E-4
     1447.691   3.449030E-4
       1447.9   3.437072E-4
     1448.108   3.425173E-4
     1448.317   3.413240E-4
     1448.525   3.401362E-4
     1448.734   3.389459E-4
     1448.943   3.377612E-4
     1449.152   3.365732E-4
     1449.361   3.353867E-4
      1449.57   3.342058E-4
     1449.779   3.330217E-4
     1449.988   3.318439E-4
     1450.197   3.687206E-4
     1450.406   4.077815E-4
     1450.614   4.467804E-4
     1450.824   4.858765E-4
     1451.033   5.249103E-4
     1451.243   5.639044E-4
     1451.452   6.026774E-4
      1451.66   6.413884E-4
      1451.87   6.801955E-4
     1452.079   7.188049E-4
     1452.288   7.575102E-4
     1452.497   7.959955E-4
     1452.707   8.345761E-4
     1452.917   8.730942E-4
     1453.126   9.114158E-4
     1453.336   9.498317E-4
     1453.545   9.880514E-4
     1453.755   0.001026343
     1453.964   0.001064439
     1454.174   0.001102628
     1454.383   0.001140621
     1454.593   0.001178686
     1454.803   0.001216688
     1455.012   0.001254518
     1455.222   0.001292418
     1455.432   0.001330124
     1455.642   0.001367899
     1455.851   0.001405481
      1456.06   0.001443023
     1456.271   0.001480633
      1456.48   0.001518051
     1456.691   0.001555712
     1456.901   0.001593005
      1457.11   0.001630258
     1457.321    0.00166758
      1457.53   0.001704731
     1457.741    0.00174195
     1457.951   0.001778977
     1458.161   0.001816072
     1458.371   0.001852975
     1458.581   0.001889966
     1458.792   0.001926917
     1459.002   0.001963656
     1459.212   0.002000461
     1459.422   0.002037097
     1459.633   0.002073799
     1459.843   0.002110312
     1460.053   0.002221355
     1460.264   0.002554405
     1460.475   0.002887093
     1460.686   0.003219035
     1460.896   0.003549274
     1461.106   0.003879152
     1461.317   0.004209628
     1461.527   0.004538406
     1461.738   0.004867966
     1461.948   0.005195642
     1462.159   0.005524287
      1462.37   0.005852188
     1462.581   0.006178401
     1462.792   0.006505386
     1463.002   0.006830686
     1463.214   0.007156755
     1463.424   0.007480955
     1463.635   0.007805919
     1463.846   0.008129205
     1464.057   0.008451942
     1464.269   0.008776555
     1464.479    0.00909819
     1464.691   0.009420764
     1464.902   0.009741485
     1465.112    0.01006166
     1465.324    0.01038257
     1465.535    0.01070165
     1465.746    0.01102165
     1465.957     0.0113398
     1466.169     0.0116587
      1466.38    0.01197704
     1466.591    0.01229373
     1466.803    0.01261116
     1467.014    0.01292693
     1467.226    0.01324325
     1467.437    0.01355792
     1467.649    0.01387314
      1467.86     0.0141869
     1468.072     0.0145012
     1468.284    0.01481512
     1468.495    0.01512723
     1468.707    0.01544005
     1468.918    0.01575124
      1469.13    0.01606296
     1469.342    0.01637305
     1469.553    0.01668278
     1469.765    0.01699303
     1469.978    0.01730272
      1470.19    0.01753125
     1470.401    0.01774905
     1470.613    0.01796633
