WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t nicmos,2,f190n
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.995194E-19
PIVWV    r 19003.38
BANDW    r 62.56868
TPEAK    r 0.2514151
EQUVW    r 46.25806
RECTW    r 183.9908
EMFLX    r 9.200486E-17
     18692.65   8.074418E-4
     18692.83   7.902505E-4
     18693.02   7.728763E-4
      18693.2   7.556850E-4
     18693.39   7.383112E-4
     18693.57   7.211198E-4
     18693.76   7.037458E-4
     18693.94   6.863720E-4
     18694.11   6.479364E-4
     18694.29   5.905812E-4
     18694.49   5.265141E-4
     18694.68   4.685490E-4
     18694.84   4.172958E-4
     18695.03   3.593310E-4
     18695.21   3.019766E-4
      18695.4   2.440123E-4
     18695.58   1.866583E-4
     18695.77   1.286944E-4
     18695.95   7.073076E-5
     18696.14   6.807456E-5
     18696.32   8.434290E-5
     18696.51   1.004399E-4
     18696.69   1.167081E-4
     18696.88   1.328050E-4
     18697.04   1.473607E-4
     18697.22   1.634575E-4
     18697.41   1.797253E-4
     18697.59   1.958220E-4
     18697.78   2.120899E-4
     18697.96   2.283576E-4
     18698.15   2.285043E-4
     18698.33   2.248348E-4
     18698.52   2.212040E-4
      18698.7   2.175344E-4
     18698.87   2.142899E-4
     18699.05   2.106205E-4
     18699.26   2.065648E-4
     18699.42   2.033203E-4
     18699.61   1.996895E-4
     18699.79   1.960200E-4
     18699.98   1.923507E-4
     18700.16   1.668670E-4
     18700.35   1.378802E-4
     18700.53   1.088934E-4
      18700.7   8.326294E-5
     18700.88   5.458125E-5
     18701.08   2.254321E-5
     18701.25            0.
     18701.43            0.
     18701.62            0.
      18701.8            0.
     18701.99            0.
     18702.17            0.
     18702.36            0.
     18702.54            0.
     18702.73            0.
     18702.91            0.
      18703.1            0.
     18703.28   2.333090E-6
     18703.47   2.013013E-5
     18703.63   3.586648E-5
     18703.82   5.366354E-5
     18704.02   7.363245E-5
     18704.19   9.164814E-5
     18704.37   1.120230E-4
     18704.55   1.321835E-4
     18704.74   1.525584E-4
     18704.93   1.729332E-4
     18705.11   1.930937E-4
     18705.29   2.134687E-4
     18705.46   2.314843E-4
     18705.66   2.540039E-4
     18705.85   2.743789E-4
     18706.01   2.898643E-4
      18706.2   2.760459E-4
     18706.38   2.620806E-4
     18706.57   2.481152E-4
     18706.75   2.342969E-4
     18706.94   2.203316E-4
     18707.12   2.063662E-4
     18707.31   1.925479E-4
     18707.49   1.785825E-4
     18707.68   1.646172E-4
     18707.84   1.522689E-4
     18708.03   1.414647E-4
     18708.21   1.495261E-4
      18708.4   1.575874E-4
     18708.58   1.655640E-4
     18708.77   1.736254E-4
     18708.95   1.816867E-4
     18709.13   1.896632E-4
     18709.32   1.977247E-4
     18709.51   2.057860E-4
     18709.69   2.137626E-4
     18709.88   2.218239E-4
     18710.06   2.157182E-4
     18710.22   1.844580E-4
     18710.41   1.494762E-4
     18710.62   1.100287E-4
     18710.78   7.876837E-5
     18710.96   4.378659E-5
     18711.15   8.432646E-6
     18711.33            0.
     18711.52            0.
      18711.7            0.
     18711.89            0.
     18712.05            0.
     18712.26   3.095440E-5
     18712.44   1.639385E-4
     18712.61   2.815242E-4
     18712.81   4.285067E-4
     18712.98   5.460925E-4
     18713.16   6.790764E-4
     18713.35   8.120606E-4
     18713.53   9.436453E-4
     18713.72   0.001076629
      18713.9   0.001209613
     18714.09   0.001233048
     18714.27   0.001132527
     18714.44   0.001043646
     18714.64   9.325438E-4
     18714.81   8.426041E-4
     18714.99   7.431416E-4
     18715.18   6.426209E-4
     18715.36   5.421001E-4
     18715.54   4.426373E-4
     18715.73   3.421166E-4
     18715.92   2.415956E-4
      18716.1   1.637714E-4
     18716.29   1.035574E-4
     18716.47   4.334354E-5
     18716.65            0.
     18716.82            0.
     18717.03            0.
     18717.21            0.
     18717.37            0.
     18717.56            0.
     18717.74            0.
     18717.93            0.
     18718.12            0.
      18718.3            0.
     18718.48            0.
     18718.67            0.
     18718.85            0.
     18719.04            0.
      18719.2            0.
     18719.41            0.
     18719.57            0.
     18719.76            0.
     18719.94   4.620446E-5
     18720.13   7.436708E-5
     18720.31   9.396375E-5
      18720.5   1.133542E-4
     18720.68   1.329508E-4
     18720.87   1.525475E-4
     18721.05   1.719378E-4
     18721.24   1.915344E-4
      18721.4   2.088621E-4
     18721.59   2.284588E-4
     18721.77   2.480554E-4
     18721.96   2.674458E-4
     18722.14   2.627740E-4
     18722.33   2.507882E-4
     18722.51   2.388024E-4
      18722.7   2.269428E-4
     18722.88   2.149571E-4
     18723.07   2.029714E-4
     18723.25   1.909856E-4
     18723.44   1.791261E-4
     18723.62   1.671403E-4
     18723.81   1.551546E-4
     18723.97   1.445567E-4
     18724.16   2.251583E-4
     18724.34   3.207458E-4
     18724.53   4.173503E-4
     18724.71   5.139546E-4
      18724.9   6.105590E-4
     18725.08   7.061464E-4
     18725.27   8.027509E-4
     18725.45   8.993555E-4
     18725.64   9.959597E-4
     18725.82   0.001091547
     18726.01   0.001180282
     18726.17   0.001100424
     18726.36    0.00101011
     18726.56   9.102876E-4
     18726.73   8.304302E-4
     18726.91   7.401155E-4
      18727.1   6.498004E-4
     18727.28   5.594855E-4
     18727.47   4.701212E-4
     18727.65   3.798062E-4
     18727.84   2.894912E-4
       18728.   2.105066E-4
     18728.21   2.023435E-4
     18728.39   1.949579E-4
     18728.56   1.884273E-4
     18728.74   1.810417E-4
     18728.93   1.736561E-4
     18729.11   1.662703E-4
      18729.3   1.589625E-4
     18729.48   1.515768E-4
     18729.67   1.441911E-4
     18729.85   1.368054E-4
     18730.04   1.381516E-4
     18730.22   1.718830E-4
     18730.41   2.059733E-4
     18730.57   2.361163E-4
     18730.78   2.741538E-4
     18730.94   3.042970E-4
     18731.13   3.383873E-4
     18731.31   3.721187E-4
      18731.5   4.062090E-4
     18731.68   4.402995E-4
     18731.87   4.743897E-4
     18732.05   4.680522E-4
     18732.24   3.611585E-4
      18732.4   2.666422E-4
     18732.61   1.473715E-4
     18732.77   5.285503E-5
     18732.96            0.
     18733.16            0.
     18733.33            0.
     18733.51            0.
      18733.7            0.
     18733.88            0.
     18734.07            0.
     18734.25            0.
     18734.44            0.
     18734.62            0.
     18734.81            0.
     18734.99            0.
     18735.16            0.
     18735.34   5.943034E-7
     18735.53   9.094962E-5
     18735.71   1.813050E-4
      18735.9   2.716603E-4
     18736.09   2.630320E-4
     18736.27   1.409710E-4
     18736.46   1.761152E-5
     18736.64            0.
     18736.83            0.
     18737.01            0.
     18737.18            0.
     18737.38            0.
     18737.54            0.
     18737.73            0.
     18737.92            0.
      18738.1            0.
     18738.29            0.
     18738.47            0.
     18738.66            0.
     18738.84            0.
     18739.03            0.
     18739.21            0.
      18739.4            0.
     18739.58            0.
     18739.77            0.
     18739.93   1.307188E-5
     18740.12   5.048256E-5
      18740.3   5.241724E-5
     18740.49   5.435187E-5
     18740.67   5.628652E-5
     18740.86   5.820082E-5
     18741.04   6.013546E-5
     18741.23   6.207015E-5
     18741.41   6.400479E-5
      18741.6   6.593944E-5
     18741.76   6.765006E-5
     18741.95   6.958476E-5
     18742.13   1.182590E-4
     18742.32   1.845453E-4
      18742.5   2.501337E-4
     18742.69   3.164200E-4
     18742.87   3.827064E-4
     18743.06   4.489928E-4
     18743.25   5.152790E-4
     18743.43   5.808675E-4
     18743.62   6.471541E-4
      18743.8   7.134404E-4
     18743.96   7.720515E-4
     18744.17   7.432399E-4
     18744.34   7.037487E-4
     18744.54   6.543854E-4
     18744.71   6.144244E-4
     18744.89   5.697621E-4
     18745.08   5.255701E-4
     18745.26   4.809081E-4
     18745.45   4.362458E-4
     18745.63   3.915835E-4
     18745.82   3.469213E-4
     18745.98   3.074304E-4
     18746.19   2.795620E-4
     18746.37   2.561710E-4
     18746.54   2.352422E-4
     18746.72   2.120973E-4
     18746.91   1.887063E-4
     18747.09   1.653152E-4
     18747.28   1.419241E-4
     18747.46   1.185331E-4
     18747.65   9.514200E-5
     18747.84   7.175095E-5
     18748.02   5.250200E-5
     18748.21   6.612220E-5
     18748.39   7.974241E-5
     18748.55   9.178551E-5
     18748.74   1.054057E-4
     18748.95   1.206030E-4
     18749.13   1.342232E-4
     18749.32   1.477000E-4
     18749.48   1.598865E-4
     18749.67   1.735067E-4
     18749.85   1.869835E-4
     18750.04   1.951136E-4
     18750.22   1.812832E-4
     18750.41   1.674526E-4
     18750.57   1.552236E-4
     18750.78   1.397917E-4
     18750.96   1.259613E-4
     18751.15   1.121309E-4
     18751.31   9.990181E-5
      18751.5   8.607138E-5
     18751.69   7.224096E-5
     18751.87   5.855615E-5
     18752.05   7.224944E-5
     18752.24   1.518029E-4
     18752.43   2.313563E-4
     18752.59   3.016983E-4
      18752.8   3.904629E-4
     18752.98   4.700161E-4
     18753.15   5.403577E-4
     18753.33   6.199110E-4
     18753.52   6.994641E-4
      18753.7   7.790174E-4
     18753.91   8.669439E-4
     18754.07   9.082778E-4
     18754.26   9.133505E-4
     18754.44   9.184234E-4
     18754.63   9.234966E-4
     18754.81   9.285687E-4
       18755.   9.336418E-4
     18755.19   9.387141E-4
     18755.35   9.432005E-4
     18755.56   9.488606E-4
     18755.74   9.538801E-4
     18755.93   9.589527E-4
     18756.09   9.155889E-4
     18756.28   8.238372E-4
     18756.46   7.320856E-4
     18756.65   6.412998E-4
     18756.83   5.495479E-4
     18757.02   4.577966E-4
     18757.18   3.757034E-4
     18757.39   2.742939E-4
     18757.57   1.825426E-4
     18757.76   9.079137E-5
     18757.92   9.664028E-6
     18758.11            0.
     18758.29            0.
     18758.48            0.
     18758.67            0.
     18758.85            0.
     18759.04            0.
      18759.2            0.
     18759.41            0.
     18759.59            0.
     18759.78            0.
     18759.94            0.
     18760.13            0.
     18760.31            0.
     18760.52            0.
     18760.68            0.
     18760.87            0.
     18761.05   3.785367E-5
     18761.24   1.634939E-4
     18761.43   2.891342E-4
     18761.61   4.147744E-4
      18761.8   5.404145E-4
     18761.96   6.515067E-4
     18762.17   6.896365E-4
     18762.35   7.025380E-4
     18762.54   7.154395E-4
      18762.7   7.268464E-4
     18762.89   7.397479E-4
     18763.07   7.526493E-4
     18763.26   7.655511E-4
     18763.45   7.784521E-4
     18763.63   7.913533E-4
     18763.79   8.027610E-4
       18764.   8.170207E-4
     18764.19   7.745239E-4
     18764.37   7.320275E-4
     18764.54   6.940039E-4
     18764.72   6.515072E-4
     18764.91   6.090108E-4
     18765.09   5.669616E-4
     18765.28   5.244649E-4
     18765.46   4.819685E-4
     18765.65   4.394720E-4
     18765.83   3.969757E-4
     18766.02   3.533483E-4
     18766.21   3.001050E-4
     18766.39   2.468619E-4
     18766.55   1.997840E-4
     18766.74   1.465409E-4
     18766.93   9.329797E-5
     18767.13   3.389009E-5
      18767.3            0.
     18767.48            0.
     18767.67            0.
     18767.85            0.
     18768.04            0.
     18768.22            0.
     18768.41            0.
     18768.57            0.
     18768.78   6.358389E-5
     18768.97   1.297356E-4
     18769.15   1.958873E-4
     18769.32   2.543792E-4
      18769.5   3.205308E-4
     18769.69   3.866822E-4
     18769.89   4.604935E-4
     18770.06   4.863023E-4
     18770.24   4.489565E-4
     18770.43   4.116111E-4
     18770.62   3.742654E-4
      18770.8   3.369199E-4
     18770.99   2.995743E-4
     18771.17   2.622290E-4
     18771.34   2.292078E-4
     18771.52   1.918624E-4
     18771.71   1.545171E-4
     18771.91   1.128475E-4
     18772.08   1.157440E-4
     18772.26   1.637033E-4
     18772.45   2.116625E-4
     18772.63   2.596216E-4
     18772.82   3.075806E-4
     18773.01   3.555397E-4
     18773.17   3.984504E-4
     18773.36   4.464095E-4
     18773.54   4.943684E-4
     18773.75   5.473758E-4
     18773.91   5.897816E-4
      18774.1   6.110985E-4
     18774.28   6.084381E-4
     18774.47   6.057775E-4
     18774.65   6.031170E-4
     18774.84   6.004564E-4
     18775.03   5.977958E-4
     18775.19   5.954157E-4
      18775.4   5.924748E-4
     18775.58   5.898142E-4
     18775.77   5.871536E-4
     18775.95   5.844932E-4
     18776.12   6.122952E-4
      18776.3   6.566399E-4
     18776.51   7.056528E-4
     18776.68   7.453296E-4
     18776.86   7.896745E-4
     18777.05   8.340190E-4
     18777.23   8.783637E-4
     18777.42   9.227084E-4
      18777.6   9.670532E-4
     18777.79   0.001011398
     18777.95   0.001050607
     18778.14   0.001029372
     18778.32   9.859675E-4
     18778.53   9.375378E-4
      18778.7   8.991591E-4
     18778.88   8.557548E-4
     18779.07   8.123507E-4
     18779.25   7.689464E-4
     18779.44   7.255428E-4
     18779.62   6.821387E-4
     18779.79   6.433034E-4
     18779.97   5.998997E-4
     18780.16   5.763476E-4
     18780.37   5.537957E-4
     18780.55   5.333912E-4
     18780.72   5.151347E-4
      18780.9   4.947304E-4
     18781.09   4.743260E-4
     18781.27   4.539218E-4
     18781.46   4.335172E-4
     18781.64   4.131129E-4
     18781.83   3.927086E-4
     18782.02   3.772710E-4
      18782.2   4.158469E-4
     18782.39   4.544228E-4
     18782.57   4.929986E-4
     18782.74   5.275137E-4
     18782.92   5.660895E-4
     18783.13   6.087260E-4
     18783.29   6.432410E-4
     18783.48   6.818167E-4
     18783.67   7.203924E-4
     18783.85   7.589682E-4
     18784.04   7.917814E-4
     18784.22   8.015466E-4
     18784.41   8.113117E-4
     18784.57   8.199462E-4
     18784.76   8.297113E-4
     18784.94   8.394762E-4
     18785.15   8.503723E-4
     18785.32   8.591092E-4
      18785.5   8.688744E-4
     18785.69   8.786392E-4
     18785.87   8.884040E-4
     18786.06   9.085973E-4
     18786.24   9.513849E-4
     18786.43   9.941718E-4
     18786.62    0.00103696
      18786.8   0.001079747
     18786.99   0.001122534
     18787.17   0.001165321
     18787.34   0.001203154
     18787.52   0.001246391
     18787.71   0.001289179
     18787.89   0.001331966
     18788.08   0.001341452
     18788.27   0.001307077
     18788.45   0.001272704
     18788.64    0.00123833
     18788.82   0.001203955
     18789.01   0.001169582
     18789.19   0.001135208
     18789.36   0.001104452
     18789.54   0.001070079
     18789.75   0.001032086
     18789.92   0.001001331
      18790.1   9.492692E-4
     18790.29   8.825815E-4
     18790.47   8.158937E-4
     18790.66   7.492057E-4
     18790.84   6.825185E-4
     18791.03   6.158309E-4
      18791.2   5.561629E-4
      18791.4   4.824559E-4
     18791.59   4.157684E-4
     18791.77   3.490811E-4
     18791.94   2.894134E-4
     18792.12   3.347162E-4
     18792.31   4.369030E-4
     18792.49   5.390897E-4
     18792.68   6.412761E-4
     18792.87   7.434626E-4
     18793.05   8.456489E-4
     18793.24   9.489108E-4
     18793.42   0.001051098
     18793.61   0.001153284
     18793.79    0.00125547
     18793.96   0.001345824
     18794.14   0.001327847
     18794.33    0.00127577
     18794.52   0.001223145
      18794.7   0.001171068
     18794.89   0.001118991
     18795.07   0.001066914
     18795.26   0.001014836
     18795.45   9.627594E-4
     18795.63   9.106827E-4
     18795.82   8.586055E-4
     18795.98   8.120105E-4
     18796.17   7.173692E-4
     18796.37   6.078423E-4
     18796.54   5.191782E-4
     18796.72   4.200827E-4
     18796.91   3.209871E-4
      18797.1   2.218918E-4
     18797.28   1.227964E-4
     18797.47   2.265804E-5
     18797.65            0.
     18797.84            0.
     18798.03            0.
     18798.21            0.
      18798.4   1.223483E-4
     18798.56   2.828916E-4
     18798.75   4.623219E-4
     18798.93   6.417524E-4
     18799.12   8.211828E-4
      18799.3   0.001000613
     18799.49   0.001180043
     18799.68   0.001359473
     18799.86   0.001538903
     18800.05   0.001672382
     18800.23   0.001669901
     18800.42   0.001667445
     18800.58   0.001665274
     18800.77   0.001662818
     18800.96   0.001660337
     18801.14   0.001657881
     18801.33   0.001655425
     18801.51   0.001652969
      18801.7   0.001650513
     18801.88   0.001648057
     18802.07   0.001654292
     18802.26   0.001674767
     18802.44   0.001695458
     18802.63   0.001715934
     18802.81    0.00173641
       18803.   0.001756886
     18803.19   0.001777361
     18803.35   0.001795682
     18803.54   0.001816158
     18803.72   0.001836633
     18803.91    0.00185711
     18804.09   0.001830477
     18804.28   0.001757717
     18804.46   0.001684957
     18804.65   0.001611431
     18804.84    0.00153867
     18805.02    0.00146591
     18805.21   0.001393149
     18805.37   0.001328047
     18805.56   0.001255286
     18805.75   0.001182525
     18805.93   0.001109764
     18806.12   0.001079387
      18806.3   0.001073734
     18806.49   0.001068082
     18806.68    0.00106237
     18806.86   0.001056718
     18807.05   0.001051065
     18807.21   0.001046067
      18807.4   0.001040355
      18807.6   0.001034108
     18807.79   0.001028396
     18807.96   0.001023398
     18808.14   0.001067452
     18808.33   0.001127386
     18808.51    0.00118795
      18808.7   0.001247884
     18808.88   0.001307818
     18809.07   0.001367751
     18809.26   0.001427685
     18809.44   0.001487619
     18809.63   0.001548184
     18809.81   0.001608118
     18809.98   0.001661113
     18810.16   0.001658636
     18810.35   0.001647875
     18810.54   0.001637225
     18810.72   0.001626574
     18810.91   0.001615925
     18811.09   0.001605275
     18811.28   0.001594624
     18811.47   0.001583862
     18811.65   0.001573212
     18811.84   0.001562562
       18812.   0.001553774
     18812.21   0.001580885
      18812.4   0.001605671
     18812.58     0.0016302
     18812.75   0.001651889
     18812.93   0.001676676
     18813.12   0.001701204
      18813.3   0.001725733
     18813.49   0.001750263
     18813.68   0.001774791
     18813.86    0.00179932
     18814.05   0.001799283
     18814.23    0.00172948
     18814.42   0.001659677
     18814.59   0.001597221
     18814.77   0.001527417
     18814.96   0.001457614
     18815.14    0.00138781
     18815.33   0.001318006
     18815.52   0.001247466
      18815.7   0.001177662
     18815.89   0.001107857
     18816.07   0.001081591
     18816.26   0.001123575
     18816.45      0.001166
     18816.61   0.001203122
     18816.79   0.001245105
     18816.98   0.001287531
     18817.19   0.001333935
     18817.35   0.001371499
     18817.54   0.001413483
     18817.72   0.001455467
     18817.91   0.001497893
      18818.1   0.001532719
     18818.28   0.001561103
     18818.47   0.001589487
     18818.63   0.001614882
     18818.84   0.001646553
     18819.03   0.001674937
     18819.21   0.001703322
     18819.38   0.001728717
     18819.56   0.001757102
     18819.75   0.001785486
     18819.94   0.001813871
     18820.12   0.001885857
     18820.31   0.001979542
     18820.49   0.002073227
     18820.68   0.002166912
     18820.87   0.002260596
     18821.05   0.002355268
     18821.22   0.002438106
      18821.4   0.002532778
     18821.59   0.002626464
     18821.78   0.002720149
     18821.96   0.002813836
     18822.15   0.002736672
     18822.33   0.002612656
     18822.52   0.002489931
     18822.71   0.002367206
     18822.89   0.002244481
     18823.08   0.002120464
     18823.26   0.001997738
     18823.43   0.001887931
     18823.63   0.001752286
     18823.82   0.001628268
     18823.99   0.001519752
     18824.17   0.001558045
     18824.36   0.001609684
     18824.54   0.001660786
     18824.73   0.001711887
     18824.92   0.001762989
      18825.1   0.001814629
     18825.27   0.001859813
     18825.47   0.001916833
     18825.66   0.001967935
     18825.85   0.002019575
     18826.01   0.002069675
      18826.2   0.002199946
     18826.38    0.00232886
     18826.57   0.002457776
     18826.76   0.002586691
     18826.94   0.002716963
     18827.13    0.00284588
     18827.31   0.002974794
      18827.5    0.00310371
     18827.69   0.003233984
     18827.85   0.003347973
     18828.04   0.003452395
     18828.22   0.003458514
     18828.41   0.003464633
     18828.62    0.00347146
     18828.78   0.003476934
     18828.97   0.003483053
     18829.15   0.003489171
     18829.34   0.003495289
     18829.53   0.003501473
     18829.71   0.003507591
     18829.88   0.003513064
     18830.06   0.003517895
     18830.27    0.00352059
     18830.46   0.003523004
     18830.62   0.003525164
     18830.81   0.003527578
     18830.99   0.003529991
     18831.18   0.003532406
     18831.37   0.003534846
     18831.55   0.003537261
     18831.74   0.003539674
      18831.9   0.003541834
     18832.11   0.003475475
      18832.3   0.003362802
     18832.48   0.003250129
     18832.65   0.003149314
     18832.83   0.003036642
     18833.02   0.002922782
     18833.23    0.00279706
     18833.41   0.002684386
     18833.58   0.002583572
     18833.77   0.002470897
     18833.95   0.002358222
     18834.14   0.002404231
     18834.32   0.002507996
     18834.51   0.002610678
     18834.68   0.002702554
     18834.88   0.002817127
     18835.05   0.002907922
     18835.25   0.003022497
     18835.42   0.003114372
     18835.61   0.003217057
     18835.79   0.003319742
     18835.98   0.003423508
     18836.16   0.003499475
     18836.35   0.003571944
     18836.52   0.003636785
      18836.7   0.003709252
     18836.91   0.003790113
      18837.1   0.003863344
     18837.26   0.003927422
     18837.45   0.004000654
     18837.63   0.004073123
     18837.82   0.004145592
       18838.   0.004217235
     18838.19   0.004250714
     18838.38   0.004283846
     18838.54   0.004313487
     18838.75   0.004350456
     18838.94   0.004383585
     18839.12   0.004416716
     18839.31   0.004450198
     18839.47   0.004479493
     18839.66   0.004512973
     18839.87    0.00454994
     18840.05   0.004570426
     18840.22   0.004560266
      18840.4    0.00454891
     18840.59   0.004537552
     18840.78   0.004526076
     18840.96   0.004514718
     18841.15    0.00450336
     18841.31     0.0044932
     18841.52   0.004480527
     18841.69   0.004470365
     18841.89   0.004457692
     18842.06   0.004474586
     18842.25   0.004549309
     18842.43   0.004623252
     18842.62   0.004697196
      18842.8   0.004771919
     18842.99   0.004845863
     18843.18   0.004919807
     18843.34    0.00498597
     18843.55   0.005068477
     18843.73   0.005142421
     18843.92   0.005217144
     18844.11   0.005253945
     18844.27   0.005262704
     18844.46   0.005272493
     18844.67   0.005283412
     18844.83   0.005292172
     18845.02   0.005301959
      18845.2   0.005311748
     18845.39   0.005321639
     18845.58   0.005331428
     18845.76   0.005341318
     18845.95   0.005351107
     18846.12   0.005392597
      18846.3   0.005455091
     18846.51   0.005524821
     18846.69   0.005587316
     18846.86   0.005643231
     18847.04   0.005705725
     18847.23   0.005768877
     18847.42   0.005831372
      18847.6   0.005893867
     18847.79    0.00595702
     18847.96   0.006012938
     18848.16   0.006075934
     18848.33   0.006124456
     18848.54   0.006185689
      18848.7    0.00623479
     18848.89   0.006289672
     18849.07   0.006345127
     18849.26   0.006400004
     18849.45   0.006454885
     18849.63    0.00651034
     18849.82   0.006565217
     18850.01   0.006621492
     18850.19    0.00670223
     18850.38   0.006782974
     18850.56   0.006864564
     18850.73   0.006935956
     18850.92   0.007017547
      18851.1    0.00709829
     18851.31   0.007188382
     18851.47   0.007260621
     18851.66   0.007341363
     18851.85   0.007422958
     18852.03   0.007481685
     18852.22   0.007439418
     18852.41   0.007396705
     18852.59   0.007354438
     18852.76   0.007316618
     18852.94   0.007274349
     18853.15   0.007227187
     18853.34   0.007184471
      18853.5   0.007146652
     18853.69   0.007104383
     18853.87   0.007062114
     18854.06   0.007049551
     18854.25     0.0070968
     18854.44   0.007144543
      18854.6   0.007186316
     18854.81   0.007239032
     18854.99   0.007286777
     18855.18   0.007334022
     18855.37   0.007381266
     18855.53    0.00742354
     18855.72   0.007471283
      18855.9    0.00751853
     18856.09   0.007598854
     18856.28   0.007715637
     18856.46   0.007831194
     18856.65   0.007947973
     18856.84   0.008063534
     18857.02   0.008179101
     18857.21   0.008295876
     18857.37   0.008399276
     18857.56   0.008514839
     18857.75   0.008631616
     18857.96   0.008760562
     18858.12   0.008846983
     18858.31   0.008938956
     18858.49   0.009029963
     18858.68   0.009121938
     18858.87   0.009212954
     18859.05   0.009303966
     18859.24   0.009395935
      18859.4   0.009477369
     18859.61   0.009578926
      18859.8   0.009669937
     18859.98   0.009760953
     18860.15   0.009769586
     18860.34   0.009769592
     18860.52   0.009769598
     18860.71   0.009769607
     18860.89   0.009769612
     18861.08    0.00976962
     18861.27   0.009769628
     18861.45   0.009769638
     18861.64   0.009769646
     18861.83   0.009769651
     18862.01   0.009777934
     18862.18   0.009877215
     18862.37   0.009990681
     18862.55    0.01010296
     18862.74    0.01021643
     18862.92    0.01032871
     18863.11    0.01044218
      18863.3    0.01055446
     18863.48    0.01066675
     18863.67    0.01078021
     18863.86     0.0108925
     18864.02    0.01098745
     18864.21    0.01105282
     18864.39     0.0111175
      18864.6    0.01118967
     18864.77    0.01124754
     18864.95    0.01131222
     18865.14    0.01137759
     18865.33    0.01144227
     18865.51    0.01150764
      18865.7    0.01157232
     18865.89    0.01163768
     18866.07    0.01175285
     18866.26    0.01194715
     18866.45    0.01214352
     18866.63    0.01233783
      18866.8    0.01251169
     18866.98    0.01270804
     18867.17    0.01290236
     18867.36    0.01309872
     18867.54    0.01329303
     18867.73    0.01348939
     18867.92     0.0136837
      18868.1    0.01384956
     18868.29    0.01399339
     18868.47    0.01413571
     18868.66    0.01427954
     18868.83    0.01440689
     18869.01    0.01454922
      18869.2    0.01469305
     18869.39    0.01483538
     18869.57    0.01497921
     18869.76    0.01512154
     18869.95    0.01526537
     18870.13    0.01539412
     18870.32    0.01551748
     18870.51    0.01564214
     18870.67    0.01575251
     18870.88    0.01589015
     18871.06    0.01601352
     18871.25    0.01613817
     18871.44    0.01626154
      18871.6    0.01637191
     18871.79    0.01649658
     18871.98    0.01661994
     18872.16    0.01677647
     18872.35    0.01693589
     18872.54    0.01709698
     18872.72    0.01725639
     18872.91    0.01741747
      18873.1    0.01757689
     18873.28    0.01773799
     18873.47     0.0178974
     18873.63    0.01804004
     18873.82    0.01819945
     18874.01     0.0183622
     18874.19    0.01856096
     18874.38    0.01876182
     18874.57    0.01896058
     18874.75    0.01916145
     18874.94    0.01936021
     18875.13    0.01956107
     18875.31    0.01975985
     18875.48    0.01993768
     18875.69    0.02015947
     18875.87    0.02036033
     18876.06    0.02054713
     18876.22    0.02069105
     18876.41    0.02085361
      18876.6    0.02101447
     18876.79    0.02117703
     18876.97     0.0213379
     18877.16    0.02150044
     18877.34    0.02166132
     18877.53    0.02182386
     18877.72    0.02198473
      18877.9    0.02214728
     18878.09    0.02231186
     18878.26    0.02246263
     18878.44    0.02263294
     18878.63    0.02280146
     18878.82    0.02297176
       18879.    0.02314028
     18879.19    0.02331058
     18879.38     0.0234791
     18879.56    0.02364939
     18879.75    0.02381792
     18879.94    0.02398822
     18880.12    0.02420306
     18880.29    0.02441733
     18880.47    0.02465934
     18880.68    0.02492656
     18880.87    0.02516605
     18881.03    0.02538033
     18881.22    0.02562234
     18881.41    0.02586182
     18881.59    0.02610384
     18881.78    0.02634332
     18881.97    0.02658533
     18882.15    0.02683832
     18882.34    0.02709101
     18882.53    0.02734636
     18882.71    0.02759905
     18882.88    0.02782515
     18883.07    0.02808049
     18883.25    0.02833319
     18883.44    0.02858853
     18883.63    0.02884124
     18883.81    0.02909657
       18884.    0.02934928
     18884.19    0.02965418
     18884.37    0.02995642
     18884.56    0.03026182
     18884.74    0.03056405
     18884.91    0.03083447
      18885.1    0.03113989
     18885.28    0.03144213
     18885.47    0.03174755
     18885.66    0.03205297
     18885.84     0.0323552
     18886.03    0.03264864
     18886.22     0.0328797
      18886.4     0.0331132
     18886.59    0.03334425
     18886.78    0.03357775
     18886.94    0.03378448
     18887.15     0.0340423
     18887.34     0.0342758
      18887.5    0.03448254
     18887.69     0.0347136
     18887.88    0.03494709
     18888.06    0.03520921
     18888.25     0.0355358
     18888.44    0.03585905
     18888.62    0.03618566
     18888.81    0.03650889
       18889.    0.03683551
     18889.18    0.03716211
     18889.37    0.03748534
     18889.54    0.03777452
     18889.72    0.03810116
     18889.91    0.03842439
      18890.1    0.03881679
     18890.28    0.03926754
     18890.47    0.03972308
     18890.66     0.0401786
     18890.84    0.04062935
     18891.03    0.04108487
     18891.21    0.04153563
      18891.4    0.04199116
     18891.57     0.0423945
     18891.75    0.04284526
     18891.96    0.04335298
     18892.15    0.04377099
     18892.31    0.04413768
      18892.5    0.04455182
     18892.69    0.04496165
     18892.87     0.0453758
     18893.06    0.04578562
     18893.25    0.04619976
     18893.44    0.04661392
      18893.6    0.04698058
     18893.81    0.04743788
     18893.99    0.04784771
     18894.16    0.04830167
     18894.35    0.04881797
