WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t nicmos,2,f190n
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.995194E-19
PIVWV    r 19003.38
BANDW    r 62.56868
TPEAK    r 0.2514151
EQUVW    r 46.25806
RECTW    r 183.9908
EMFLX    r 9.200486E-17
     18894.54    0.04933427
     18894.72     0.0498452
     18894.91    0.05036152
     18895.09    0.05087246
     18895.28    0.05138876
     18895.47    0.05190507
     18895.65    0.05241601
     18895.84    0.05293233
     18896.03    0.05346398
     18896.19    0.05404674
     18896.38    0.05470493
     18896.57    0.05536311
     18896.75    0.05601447
     18896.96    0.05674125
     18897.13    0.05732401
     18897.31    0.05798221
      18897.5    0.05864039
     18897.69    0.05929176
     18897.88    0.05994994
     18898.06     0.0605964
     18898.23    0.06116574
     18898.41    0.06180874
     18898.62    0.06251871
     18898.81    0.06316171
     18898.97    0.06373104
     18899.16    0.06436736
     18899.35    0.06501038
     18899.54    0.06565338
     18899.72    0.06628969
     18899.91     0.0669327
      18900.1    0.06756733
     18900.26     0.0681221
     18900.47    0.06881399
     18900.65    0.06943405
     18900.82    0.06998885
     18901.01    0.07061542
      18901.2    0.07124202
     18901.38    0.07186207
     18901.57    0.07248867
     18901.76    0.07311522
     18901.94     0.0737353
     18902.13    0.07436422
     18902.32    0.07499424
      18902.5    0.07561768
     18902.69    0.07624767
     18902.88     0.0768711
     18903.04     0.0774289
     18903.25    0.07813109
     18903.44    0.07875452
     18903.62     0.0793845
     18903.79    0.07994232
     18903.98     0.0805723
     18904.16    0.08115662
     18904.35     0.0817414
     18904.54    0.08232616
     18904.72    0.08290485
     18904.89    0.08342261
      18905.1    0.08407438
     18905.28    0.08465303
     18905.47    0.08523781
     18905.64    0.08575555
     18905.82    0.08633421
     18906.01     0.0869275
      18906.2    0.08767615
     18906.38    0.08841699
     18906.57    0.08916566
     18906.76    0.08991431
     18906.92    0.09057719
     18907.13    0.09140379
     18907.32    0.09215245
      18907.5    0.09289329
     18907.69    0.09364194
     18907.86    0.09430479
     18908.04    0.09504712
     18908.25    0.09584466
     18908.42    0.09648421
     18908.61    0.09720647
     18908.79    0.09792127
     18908.98    0.09864358
     18909.17    0.09936584
     18909.35     0.1000806
     18909.54     0.1008029
     18909.71     0.1014424
     18909.91       0.10224
      18910.1     0.1030872
     18910.29     0.1040447
     18910.45     0.1048924
     18910.64     0.1058399
     18910.83     0.1067974
     18911.01     0.1077548
      18911.2     0.1087123
     18911.39     0.1096597
     18911.57     0.1106172
     18911.76     0.1115746
     18911.95     0.1125221
     18912.13      0.113451
      18912.3     0.1142635
     18912.49     0.1151811
     18912.67     0.1160893
     18912.86     0.1170069
     18913.07     0.1180202
     18913.23     0.1188326
     18913.42     0.1197503
     18913.61      0.120668
     18913.79     0.1215761
     18913.98     0.1224937
     18914.17     0.1235246
     18914.36     0.1245672
     18914.52     0.1254904
     18914.71     0.1265222
     18914.92     0.1276842
     18915.08     0.1286074
     18915.27     0.1296391
     18915.46     0.1306817
     18915.64     0.1317243
     18915.83     0.1327668
     18916.02     0.1338007
     18916.21     0.1348659
     18916.37      0.135809
     18916.58     0.1369852
     18916.77     0.1380504
     18916.95     0.1391155
     18917.12     0.1400587
     18917.31     0.1411239
     18917.49     0.1421779
     18917.68     0.1432431
     18917.87     0.1443083
     18918.05     0.1453477
     18918.24     0.1463607
     18918.43     0.1473738
     18918.62     0.1483868
      18918.8     0.1493893
     18918.99     0.1504023
     18919.15     0.1512993
     18919.34     0.1523124
     18919.53     0.1533253
     18919.74     0.1544439
      18919.9     0.1553408
     18920.09     0.1563318
     18920.28     0.1572887
     18920.46     0.1582557
     18920.65     0.1592228
     18920.84     0.1601898
       18921.      0.161046
     18921.19      0.162003
     18921.38       0.16297
     18921.58     0.1640377
     18921.75      0.164904
     18921.94     0.1658609
     18922.13     0.1666635
     18922.31      0.167384
      18922.5     0.1681044
     18922.69     0.1688173
     18922.87     0.1695377
     18923.04     0.1701756
     18923.25      0.170971
     18923.43     0.1716915
     18923.62     0.1724118
     18923.81     0.1731322
     18923.97     0.1737701
     18924.16     0.1746995
     18924.37     0.1757619
     18924.54     0.1766139
     18924.72      0.177576
     18924.91     0.1785382
      18925.1     0.1794903
     18925.28     0.1804525
     18925.47     0.1814146
     18925.66     0.1823768
     18925.82     0.1832287
     18926.03     0.1842632
      18926.2     0.1849675
     18926.41     0.1858539
     18926.57      0.186558
     18926.76     0.1873451
     18926.95     0.1881404
     18927.13     0.1889357
     18927.32      0.189731
     18927.51     0.1905181
     18927.67     0.1912305
     18927.86     0.1920175
     18928.07     0.1929271
     18928.26      0.193786
     18928.42     0.1945464
     18928.61     0.1953963
     18928.79     0.1962552
     18928.98     0.1971141
     18929.17     0.1979729
     18929.36     0.1988228
     18929.54     0.1996816
     18929.73     0.2005405
     18929.92     0.2013993
     18930.11     0.2022067
     18930.29      0.202966
     18930.48     0.2037332
     18930.64     0.2044126
     18930.83     0.2051798
     18931.04     0.2060271
     18931.21     0.2067144
     18931.39     0.2074737
     18931.58     0.2082409
     18931.77     0.2090082
     18931.96     0.2097755
     18932.14     0.2105637
     18932.33     0.2113504
     18932.49     0.2120543
      18932.7     0.2129403
     18932.87     0.2136442
     18933.08     0.2145219
     18933.24     0.2152341
     18933.43     0.2160208
     18933.62     0.2168156
      18933.8     0.2176105
     18933.99     0.2184055
     18934.18     0.2190316
     18934.35     0.2195795
     18934.55     0.2202628
     18934.74     0.2208816
     18934.93     0.2215003
     18935.12     0.2221191
     18935.28      0.222667
     18935.47     0.2232858
     18935.65     0.2238981
     18935.84     0.2245169
     18936.03     0.2251192
     18936.22     0.2256323
      18936.4     0.2261453
     18936.59     0.2266529
     18936.78     0.2271661
     18936.96     0.2276791
     18937.15     0.2281921
     18937.32     0.2286463
     18937.51     0.2291593
     18937.71     0.2297258
     18937.88     0.2301801
     18938.07     0.2306537
     18938.25     0.2310558
     18938.44     0.2314577
     18938.63     0.2318597
     18938.81     0.2322575
       18939.     0.2326595
     18939.17     0.2330154
     18939.38     0.2334634
     18939.56     0.2338655
     18939.75     0.2342675
     18939.94     0.2346652
     18940.11     0.2349859
     18940.29     0.2353142
     18940.48     0.2356461
     18940.67     0.2359779
     18940.85     0.2363097
     18941.04     0.2366414
     18941.23     0.2369732
     18941.41     0.2373016
      18941.6     0.2376333
     18941.79     0.2379651
     18941.96      0.238259
     18942.14     0.2385835
     18942.33     0.2389058
     18942.54     0.2392617
     18942.71     0.2395503
     18942.89     0.2398694
     18943.08     0.2401916
     18943.27     0.2405138
     18943.45     0.2408361
     18943.64     0.2411583
     18943.83     0.2414807
     18943.99      0.241766
     18944.18     0.2420223
     18944.39     0.2423029
     18944.58     0.2425572
     18944.74     0.2427822
     18944.93     0.2430365
     18945.12     0.2432907
      18945.3     0.2435448
     18945.49      0.243799
     18945.68     0.2440506
     18945.87     0.2443047
     18946.05     0.2445213
     18946.24     0.2446419
     18946.43     0.2447624
     18946.62      0.244883
     18946.78     0.2449897
     18946.97     0.2451103
     18947.16     0.2452309
     18947.34     0.2453515
     18947.53     0.2454708
     18947.72     0.2455913
      18947.9     0.2457119
     18948.09     0.2458727
     18948.28     0.2460752
     18948.47     0.2462778
     18948.63     0.2464571
     18948.82     0.2466597
     18949.01     0.2468622
     18949.21     0.2470859
     18949.38     0.2472652
     18949.57     0.2474679
     18949.76     0.2476704
     18949.94      0.247873
     18950.13     0.2479502
     18950.32     0.2479732
     18950.51     0.2479961
     18950.69      0.248019
     18950.88     0.2480418
     18951.07     0.2480648
     18951.25     0.2480876
     18951.42     0.2481081
     18951.61      0.248131
     18951.79      0.248154
     18951.98     0.2481769
     18952.17      0.248274
     18952.36     0.2483787
     18952.54     0.2484836
     18952.73     0.2485882
     18952.92      0.248693
     18953.11     0.2487966
     18953.29     0.2489012
     18953.46     0.2489951
     18953.65     0.2490987
     18953.83     0.2492036
     18954.02     0.2492956
     18954.21       0.24929
      18954.4     0.2492845
     18954.58     0.2492787
     18954.77     0.2492732
     18954.96     0.2492676
     18955.15     0.2492619
     18955.31      0.249257
      18955.5     0.2492514
     18955.71     0.2492451
     18955.89     0.2492395
     18956.06     0.2492467
     18956.25     0.2492788
     18956.44      0.249311
     18956.62      0.249343
     18956.81     0.2493751
       18957.     0.2494074
     18957.19     0.2494393
     18957.37     0.2494714
     18957.56     0.2495036
     18957.75     0.2495357
     18957.94     0.2495677
      18958.1     0.2495728
     18958.29      0.249562
     18958.48     0.2495512
     18958.66     0.2495402
     18958.85     0.2495294
     18959.04     0.2495187
     18959.22     0.2495078
     18959.41     0.2494968
      18959.6      0.249486
     18959.79     0.2494751
     18959.95     0.2494655
     18960.14     0.2494609
     18960.33     0.2494586
     18960.54      0.249456
     18960.72     0.2494533
     18960.89     0.2494512
     18961.08     0.2494488
     18961.27     0.2494463
     18961.45      0.249444
     18961.64     0.2494413
     18961.83     0.2494389
     18962.02     0.2494346
      18962.2     0.2494088
     18962.39     0.2493834
     18962.58     0.2493577
     18962.76      0.249332
     18962.93     0.2493089
     18963.12     0.2492831
     18963.31     0.2492575
     18963.49      0.249232
     18963.68     0.2492063
     18963.87     0.2491806
     18964.05     0.2491544
     18964.24     0.2491272
     18964.43     0.2491001
     18964.62     0.2490731
      18964.8     0.2490458
     18964.97     0.2490218
     18965.16     0.2489947
     18965.37     0.2489645
     18965.53     0.2489405
     18965.72     0.2489132
     18965.91     0.2488862
      18966.1       0.24889
     18966.28     0.2489235
     18966.47     0.2489571
     18966.66     0.2489904
     18966.82     0.2490202
     18967.03     0.2490575
      18967.2     0.2490871
     18967.41     0.2491244
     18967.57     0.2491539
     18967.76     0.2491876
     18967.95      0.249221
     18968.14     0.2491681
     18968.32     0.2490833
     18968.51     0.2489983
     18968.68     0.2489232
     18968.87     0.2488383
     18969.07     0.2487437
     18969.26     0.2486588
     18969.43     0.2485836
     18969.62     0.2484987
      18969.8     0.2484138
     18969.99      0.248329
     18970.18     0.2482925
     18970.37     0.2482587
     18970.55     0.2482248
     18970.72      0.248195
     18970.93     0.2481572
     18971.12     0.2481233
      18971.3     0.2480896
     18971.49     0.2480557
     18971.68     0.2480219
     18971.87     0.2479881
     18972.05     0.2479708
     18972.24     0.2479956
     18972.41     0.2480176
     18972.59     0.2480424
     18972.78     0.2480673
     18972.97      0.248092
     18973.16     0.2481168
     18973.34     0.2481416
     18973.53     0.2481664
     18973.72     0.2481913
     18973.91     0.2482161
     18974.09     0.2482136
     18974.28     0.2481839
     18974.45     0.2481575
     18974.63     0.2481279
     18974.82     0.2480981
     18975.01     0.2480683
      18975.2     0.2480386
     18975.38     0.2480088
     18975.57     0.2479791
     18975.76     0.2479495
     18975.95     0.2479193
     18976.14     0.2479269
      18976.3     0.2479458
     18976.49     0.2479673
     18976.68     0.2479887
     18976.89     0.2480126
     18977.05     0.2480316
     18977.24     0.2480529
     18977.43     0.2480743
     18977.62     0.2480958
      18977.8     0.2481171
     18977.99     0.2481385
     18978.18     0.2480115
     18978.34     0.2478918
     18978.53     0.2477566
     18978.74     0.2476059
     18978.91     0.2474861
     18979.09     0.2473508
     18979.28     0.2472156
     18979.47     0.2470805
     18979.66     0.2469452
     18979.85     0.2468085
     18980.03     0.2467212
      18980.2     0.2468412
     18980.41     0.2469923
      18980.6     0.2471279
     18980.78     0.2472633
     18980.95     0.2473834
     18981.14     0.2475189
     18981.32     0.2476544
     18981.51       0.24779
     18981.72      0.247941
     18981.89      0.248061
     18982.05     0.2481294
     18982.26     0.2480783
     18982.45      0.248032
     18982.64     0.2479856
     18982.82     0.2479394
     18983.01     0.2478929
     18983.18     0.2478516
     18983.39        0.2478
     18983.58     0.2477535
     18983.74     0.2477126
     18983.93     0.2476663
     18984.12     0.2476776
      18984.3     0.2477235
     18984.49     0.2477693
     18984.68     0.2478153
     18984.87      0.247861
     18985.05      0.247907
     18985.24     0.2479529
     18985.43     0.2479987
     18985.62     0.2480447
     18985.79     0.2480858
     18985.97     0.2481317
     18986.16     0.2481151
     18986.35     0.2480879
     18986.54     0.2480606
     18986.72     0.2480332
     18986.91      0.248006
      18987.1     0.2479787
     18987.29     0.2479514
     18987.47     0.2479241
     18987.66      0.247897
     18987.83     0.2478725
     18988.02     0.2478478
      18988.2     0.2478514
     18988.39      0.247855
     18988.58     0.2478586
     18988.77     0.2478624
     18988.95     0.2478661
     18989.14     0.2478696
     18989.33     0.2478732
     18989.52     0.2478769
     18989.68     0.2478802
     18989.87     0.2478839
     18990.06     0.2478939
     18990.27     0.2479206
     18990.43      0.247942
     18990.62      0.247966
     18990.81     0.2479901
       18991.     0.2480142
     18991.19     0.2480385
     18991.37     0.2480627
     18991.56     0.2480866
     18991.73     0.2481079
     18991.91      0.248132
     18992.12      0.248125
     18992.29     0.2481009
      18992.5     0.2480705
     18992.67      0.248046
     18992.87     0.2480159
     18993.04     0.2479913
     18993.23     0.2479641
     18993.42     0.2479367
      18993.6     0.2479095
     18993.79     0.2478822
     18993.98     0.2478549
     18994.17     0.2480719
     18994.35     0.2483204
     18994.54     0.2485717
     18994.73     0.2488202
     18994.92      0.249069
     18995.08      0.249289
     18995.27     0.2495378
     18995.46     0.2497864
     18995.65      0.250035
     18995.84     0.2502862
     18996.02     0.2504942
     18996.21      0.250417
      18996.4     0.2503399
     18996.59     0.2502628
     18996.77     0.2501857
     18996.96     0.2501085
     18997.13     0.2500394
     18997.32     0.2499623
      18997.5     0.2498852
     18997.69     0.2498081
     18997.88     0.2497309
     18998.07     0.2496917
     18998.25     0.2497213
     18998.44     0.2497511
     18998.63     0.2497811
     18998.82      0.249811
     18999.01     0.2498408
     18999.17     0.2498672
     18999.36     0.2498969
     18999.55     0.2499269
     18999.74     0.2499567
     18999.92     0.2499864
     19000.11     0.2500185
      19000.3     0.2500523
     19000.49      0.250086
     19000.67     0.2501198
     19000.86     0.2501535
     19001.05     0.2501876
     19001.22     0.2502174
      19001.4     0.2502511
     19001.59     0.2502848
     19001.78     0.2503185
     19001.97     0.2503526
     19002.16     0.2504417
     19002.34     0.2505417
     19002.53     0.2506419
     19002.72      0.250742
     19002.91      0.250842
     19003.09     0.2509422
     19003.28     0.2510433
     19003.47     0.2511435
     19003.66     0.2512435
     19003.85     0.2513437
     19004.03     0.2514151
     19004.22     0.2513537
     19004.39     0.2512986
     19004.58     0.2512371
     19004.76     0.2511756
     19004.95     0.2511141
     19005.14     0.2510527
     19005.33     0.2509905
     19005.52      0.250929
      19005.7     0.2508675
     19005.89     0.2508061
     19006.08     0.2507772
     19006.27     0.2507941
     19006.43     0.2508092
     19006.62      0.250826
     19006.81     0.2508428
       19007.     0.2508596
     19007.18     0.2508765
     19007.37     0.2508935
     19007.56     0.2509103
     19007.75     0.2509272
     19007.94      0.250944
     19008.12     0.2509291
     19008.31     0.2508978
     19008.48     0.2508696
     19008.67     0.2508382
     19008.85     0.2508068
     19009.04     0.2507753
     19009.23     0.2507435
     19009.42     0.2507121
     19009.61     0.2506807
     19009.79     0.2506493
     19009.98     0.2506178
     19010.17     0.2505769
     19010.36     0.2505355
     19010.52     0.2504987
     19010.71     0.2504572
      19010.9     0.2504153
     19011.09     0.2503737
     19011.28     0.2503323
     19011.46     0.2502908
     19011.65     0.2502493
     19011.84     0.2502078
     19012.03     0.2501715
     19012.21     0.2501679
      19012.4     0.2501644
     19012.57     0.2501612
     19012.76     0.2501577
     19012.95     0.2501542
     19013.13     0.2501507
     19013.32     0.2501471
     19013.51     0.2501436
      19013.7     0.2501401
     19013.88     0.2501366
     19014.07     0.2501056
     19014.26     0.2500311
     19014.45     0.2499558
     19014.64     0.2498813
     19014.82     0.2498067
     19015.01     0.2497323
      19015.2     0.2496578
     19015.39     0.2495824
     19015.58     0.2495079
     19015.74     0.2494419
     19015.93     0.2493673
     19016.12     0.2493459
     19016.31     0.2493561
     19016.49     0.2493663
     19016.68     0.2493765
     19016.87     0.2493869
     19017.06     0.2493971
     19017.25     0.2494073
     19017.43     0.2494175
     19017.62     0.2494277
     19017.79     0.2494369
     19017.98     0.2494471
     19018.16     0.2493375
     19018.35     0.2492094
     19018.54     0.2490827
     19018.73     0.2489559
     19018.92     0.2488292
      19019.1     0.2487024
     19019.29     0.2485744
     19019.48     0.2484477
     19019.67     0.2483209
     19019.84     0.2482074
     19020.02     0.2481037
     19020.21      0.248161
      19020.4     0.2482184
     19020.59     0.2482763
     19020.78     0.2483336
     19020.96      0.248391
     19021.15     0.2484483
     19021.34     0.2485063
     19021.53     0.2485637
     19021.71      0.248621
      19021.9     0.2486784
     19022.07     0.2486965
     19022.26     0.2486654
     19022.45     0.2486341
     19022.63     0.2486027
     19022.82     0.2485715
     19023.01     0.2485403
      19023.2      0.248509
     19023.39     0.2484776
     19023.57     0.2484464
     19023.76     0.2484152
     19023.95     0.2483841
     19024.14     0.2483762
      19024.3     0.2483771
     19024.51     0.2483782
     19024.68     0.2483789
     19024.89       0.24838
     19025.06     0.2483808
     19025.24     0.2483817
     19025.43     0.2483826
     19025.62     0.2483835
     19025.81     0.2483844
       19026.     0.2483854
     19026.19     0.2483521
     19026.37     0.2483184
     19026.56     0.2482848
     19026.75     0.2482511
     19026.94      0.248217
     19027.13     0.2481834
     19027.29     0.2481533
     19027.48     0.2481196
     19027.67     0.2480859
     19027.86     0.2480523
     19028.04     0.2480108
     19028.23      0.247946
     19028.42     0.2478814
     19028.61     0.2478166
      19028.8     0.2477512
     19028.98     0.2476865
     19029.17     0.2476218
     19029.34     0.2475638
     19029.53     0.2474991
     19029.71     0.2474343
      19029.9     0.2473689
     19030.09     0.2473394
     19030.28     0.2473466
     19030.47     0.2473537
     19030.66     0.2473609
     19030.84      0.247368
     19031.03     0.2473752
     19031.22     0.2473824
     19031.39     0.2473887
     19031.58      0.247396
     19031.76     0.2474032
     19031.95     0.2474104
     19032.14     0.2473658
     19032.33     0.2473022
     19032.52     0.2472393
      19032.7     0.2471764
     19032.89     0.2471129
     19033.08     0.2470502
     19033.27     0.2469873
     19033.44     0.2469309
     19033.62     0.2468681
     19033.81     0.2468052
       19034.     0.2467416
     19034.19     0.2467617
     19034.37     0.2467815
     19034.56     0.2468017
     19034.75     0.2468216
     19034.94     0.2468416
     19035.13     0.2468615
     19035.32     0.2468816
      19035.5     0.2469016
     19035.69     0.2469215
     19035.88     0.2469417
     19036.07     0.2469087
     19036.26     0.2467835
     19036.42     0.2466714
     19036.61     0.2465461
      19036.8     0.2464196
     19036.99     0.2462944
     19037.18     0.2461692
     19037.36      0.246044
     19037.55     0.2459175
     19037.74     0.2457922
     19037.93      0.245667
     19038.12     0.2455392
      19038.3     0.2454119
     19038.47     0.2452978
     19038.66     0.2451706
     19038.85     0.2450434
     19039.04     0.2449148
     19039.22     0.2447874
     19039.41       0.24466
      19039.6     0.2445315
     19039.79     0.2444043
     19039.98     0.2442769
     19040.17     0.2442864
     19040.35     0.2443151
     19040.54     0.2443439
     19040.71     0.2443696
      19040.9     0.2443983
     19041.09     0.2444274
     19041.27     0.2444561
     19041.46     0.2444848
     19041.65     0.2445138
     19041.84     0.2445426
     19042.03     0.2445413
     19042.21     0.2443464
      19042.4     0.2441535
     19042.59     0.2439607
     19042.76     0.2437879
     19042.95     0.2435951
     19043.13     0.2434001
     19043.32     0.2432073
     19043.51     0.2430144
      19043.7     0.2428195
     19043.89     0.2426267
     19044.07     0.2425125
     19044.26     0.2425189
     19044.45     0.2425251
     19044.64     0.2425313
     19044.81     0.2425368
     19044.99      0.242543
     19045.18     0.2425494
     19045.37     0.2425556
     19045.56     0.2425619
     19045.75     0.2425682
     19045.94     0.2425743
     19046.12     0.2425182
     19046.31     0.2424307
      19046.5     0.2423433
     19046.69     0.2422549
     19046.88     0.2421673
     19047.06     0.2420798
     19047.25     0.2419916
     19047.44     0.2419041
     19047.63     0.2418157
     19047.82     0.2417282
     19047.99     0.2416498
     19048.17     0.2415015
     19048.36     0.2413484
     19048.55     0.2411937
     19048.74     0.2410405
     19048.93     0.2408874
     19049.12     0.2407327
      19049.3     0.2405795
     19049.49     0.2404249
     19049.68     0.2402717
     19049.87     0.2401186
     19050.04     0.2399761
     19050.22     0.2397948
     19050.41     0.2396114
      19050.6     0.2394301
     19050.79     0.2392467
     19050.98     0.2390654
     19051.16      0.238884
     19051.35     0.2387007
     19051.54     0.2385193
     19051.73     0.2383379
     19051.92     0.2381546
     19052.09      0.238019
     19052.27     0.2378961
     19052.46     0.2377733
     19052.65     0.2376491
     19052.84     0.2375263
     19053.03     0.2374022
     19053.21     0.2372793
      19053.4     0.2371563
     19053.59     0.2370323
     19053.78     0.2369094
     19053.97     0.2367853
     19054.13     0.2366301
     19054.32      0.236441
     19054.51     0.2362536
      19054.7     0.2360662
     19054.89     0.2358769
     19055.08     0.2356895
     19055.27     0.2355004
     19055.45      0.235313
     19055.64     0.2351256
     19055.83     0.2349363
     19056.02     0.2347578
     19056.21     0.2346634
     19056.37     0.2345808
     19056.58     0.2344757
     19056.75     0.2343931
     19056.96      0.234289
     19057.15     0.2341946
     19057.31      0.234112
      19057.5     0.2340174
     19057.69     0.2339241
     19057.88     0.2338298
     19058.07     0.2336464
     19058.26     0.2333025
     19058.45     0.2329621
     19058.63     0.2326219
     19058.82      0.232278
     19059.01     0.2319377
      19059.2     0.2315938
     19059.37     0.2312925
     19059.55     0.2309486
     19059.74     0.2306083
     19059.93     0.2302643
     19060.12       0.22997
     19060.31     0.2296992
      19060.5     0.2294311
     19060.68     0.2291632
     19060.87     0.2288922
     19061.06     0.2286242
     19061.25     0.2283534
     19061.42     0.2281161
     19061.61     0.2278451
     19061.79     0.2275771
     19061.98     0.2273063
     19062.17     0.2268607
     19062.36      0.226392
     19062.55      0.225928
     19062.74     0.2254594
     19062.92     0.2249953
     19063.11     0.2245314
      19063.3     0.2240627
     19063.47     0.2236471
     19063.66      0.223183
     19063.85     0.2227145
     19064.03      0.222269
     19064.22     0.2219104
     19064.41      0.221548
      19064.6     0.2211894
     19064.79     0.2208271
     19064.97     0.2204684
     19065.16     0.2201061
     19065.35     0.2197474
     19065.52     0.2194262
     19065.71     0.2190674
      19065.9     0.2187051
     19066.08     0.2183387
     19066.27     0.2179589
     19066.46      0.217583
     19066.65     0.2172032
     19066.84     0.2168272
     19067.03     0.2164473
     19067.21     0.2160715
      19067.4     0.2156914
     19067.59     0.2153156
     19067.78     0.2149356
     19067.97     0.2145598
     19068.16     0.2141118
     19068.35     0.2136445
     19068.53     0.2131823
      19068.7     0.2127679
     19068.89     0.2123007
     19069.08     0.2118382
     19069.27     0.2113709
     19069.46     0.2109085
     19069.64     0.2104414
     19069.83     0.2099788
     19070.02     0.2095071
     19070.21     0.2090057
      19070.4     0.2084993
     19070.59      0.207998
     19070.75     0.2075488
     19070.94     0.2070474
     19071.13      0.206541
     19071.32     0.2060396
     19071.51      0.205533
      19071.7     0.2050316
     19071.88     0.2045251
     19072.07     0.2040324
     19072.26     0.2035484
     19072.45     0.2030696
     19072.64     0.2025858
      19072.8     0.2021618
     19072.99     0.2016778
     19073.18      0.201199
     19073.37     0.2007151
     19073.56     0.2002362
     19073.75     0.1997523
     19073.94     0.1992733
     19074.13     0.1987147
     19074.31     0.1981235
      19074.5     0.1975264
     19074.69     0.1969353
     19074.86     0.1964057
     19075.05     0.1958084
     19075.23     0.1952173
     19075.42     0.1946199
     19075.61     0.1940288
      19075.8     0.1934315
     19075.99     0.1928404
     19076.18     0.1921736
     19076.37      0.191509
     19076.55     0.1908376
     19076.74     0.1901732
     19076.93     0.1895018
      19077.1     0.1889064
     19077.29     0.1882419
     19077.48     0.1875705
     19077.66      0.186906
     19077.85     0.1862344
     19078.04      0.185562
     19078.23     0.1848533
     19078.42      0.184152
     19078.61     0.1834433
     19078.79      0.182742
     19078.98     0.1820333
     19079.17     0.1813319
     19079.36     0.1806233
     19079.55      0.179922
     19079.74     0.1792132
     19079.93     0.1785045
     19080.09     0.1778519
     19080.28     0.1770793
     19080.47     0.1763148
     19080.66     0.1755422
     19080.85     0.1747697
     19081.04     0.1740051
     19081.23     0.1732324
     19081.41     0.1724678
      19081.6     0.1716952
     19081.79     0.1709305
     19081.98     0.1701579
     19082.17     0.1693748
     19082.34     0.1686712
     19082.53     0.1678778
     19082.71     0.1670924
      19082.9      0.166299
     19083.09     0.1655136
     19083.28     0.1647201
     19083.47     0.1639348
     19083.66     0.1631412
     19083.85     0.1623477
     19084.03     0.1615409
     19084.22     0.1606255
     19084.39     0.1598233
     19084.58     0.1589078
     19084.77     0.1579923
     19084.96     0.1570862
     19085.14     0.1561707
     19085.33     0.1552646
     19085.52      0.154349
     19085.71      0.153443
      19085.9     0.1525273
     19086.09     0.1516898
     19086.28     0.1509252
     19086.44     0.1502473
     19086.63     0.1494906
     19086.82      0.148726
     19087.01     0.1479615
      19087.2     0.1472048
     19087.39     0.1464401
     19087.57     0.1456834
     19087.76     0.1449187
     19087.95      0.144162
     19088.14      0.143336
     19088.33     0.1424886
      19088.5     0.1417461
     19088.71     0.1408025
     19088.87     0.1400512
     19089.08     0.1391165
     19089.27     0.1382778
     19089.44     0.1375264
     19089.63      0.136679
     19089.82     0.1358402
     19090.01     0.1349981
      19090.2     0.1343229
     19090.38     0.1336545
     19090.57     0.1329793
     19090.76     0.1323109
     19090.95     0.1316357
     19091.14     0.1309604
     19091.33      0.130292
     19091.49     0.1296933
     19091.68     0.1290179
     19091.87     0.1283495
     19092.06     0.1276064
     19092.25     0.1267279
     19092.44     0.1258402
     19092.63     0.1249526
     19092.81     0.1240741
       19093.     0.1231864
     19093.19     0.1223078
     19093.38       0.12142
     19093.55     0.1206331
     19093.74     0.1197545
     19093.93     0.1188667
     19094.12     0.1180605
      19094.3     0.1173144
     19094.49     0.1165606
     19094.68     0.1158147
     19094.87     0.1150608
     19095.06      0.114307
     19095.25     0.1135609
     19095.44     0.1128072
     19095.63     0.1120533
     19095.79     0.1113927
     19095.98     0.1106388
     19096.17     0.1098241
     19096.36     0.1090108
     19096.55     0.1081891
     19096.73     0.1073758
     19096.92     0.1065541
     19097.11     0.1057323
      19097.3      0.104919
     19097.49     0.1040972
     19097.68     0.1032754
     19097.85     0.1025553
     19098.04     0.1017646
     19098.22     0.1011105
     19098.41     0.1004631
      19098.6    0.09980899
     19098.79    0.09915489
     19098.98    0.09850746
     19099.17    0.09785331
     19099.36    0.09719917
     19099.54    0.09655177
     19099.73    0.09589759
     19099.92    0.09525013
     19100.11    0.09457806
      19100.3    0.09389331
     19100.49    0.09321563
     19100.68    0.09253087
     19100.85    0.09192373
     19101.03    0.09124597
     19101.22    0.09056115
     19101.41    0.08987632
      19101.6    0.08919851
     19101.79     0.0885136
     19101.98    0.08782866
     19102.17    0.08717812
     19102.36    0.08652438
     19102.54    0.08587061
     19102.73    0.08522352
     19102.92    0.08456971
     19103.09    0.08399004
     19103.28    0.08334289
     19103.47    0.08268904
     19103.66    0.08203513
     19103.84    0.08138795
     19104.03     0.0807505
     19104.22    0.08019086
     19104.41    0.07963693
      19104.6     0.0790772
     19104.79    0.07851746
     19104.98    0.07796349
     19105.14     0.0774672
     19105.33    0.07690743
     19105.52    0.07634761
     19105.71    0.07579356
      19105.9    0.07523369
     19106.09    0.07463347
     19106.28    0.07399512
     19106.47    0.07335007
     19106.66    0.07270502
     19106.84    0.07206659
     19107.03     0.0714215
      19107.2    0.07084951
     19107.39     0.0702044
     19107.58    0.06956588
     19107.77    0.06892069
     19107.96    0.06827548
     19108.14    0.06773269
     19108.33    0.06721303
     19108.52    0.06669331
     19108.71    0.06617896
      19108.9    0.06565922
     19109.09    0.06513949
     19109.26    0.06467867
     19109.45    0.06416423
     19109.63    0.06364443
