WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f814w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.269102E-19
PIVWV    r 8115.341
BANDW    r 703.4679
TPEAK    r 0.2396491
EQUVW    r 424.699
RECTW    r 1772.17
EMFLX    r 3.386759E-16
        4000.   9.199628E-8
     4000.389   9.196698E-8
     4000.781   9.193753E-8
     4001.169   9.190818E-8
      4001.56   9.187854E-8
     4001.951   9.184891E-8
     4002.342   9.181930E-8
     4002.731   9.178986E-8
      4003.12   9.176043E-8
     4003.511   9.173085E-8
       4003.9   9.170144E-8
     4004.292   9.167171E-8
     4004.681   9.164209E-8
     4005.072   9.161231E-8
     4005.464   9.158255E-8
     4005.853   9.155298E-8
     4006.244   9.152323E-8
     4006.634   9.149372E-8
     4007.025   9.146395E-8
     4007.415   9.143438E-8
     4007.806   9.140461E-8
     4008.196   9.137491E-8
     4008.585   9.134513E-8
     4008.979   9.131496E-8
     4009.369   9.128525E-8
      4009.76   9.125541E-8
      4010.15   9.122577E-8
     4010.542   9.119604E-8
     4010.932   9.116649E-8
     4011.321   9.113692E-8
     4011.713   9.110715E-8
     4012.103   9.107755E-8
     4012.498   9.104758E-8
     4012.887   9.101792E-8
      4013.28   9.098802E-8
     4013.669   9.095828E-8
      4014.06   9.092849E-8
     4014.452   9.089851E-8
     4014.842   9.086867E-8
     4015.234   9.083872E-8
     4015.625   9.080892E-8
     4016.019   9.077879E-8
     4016.409   9.074889E-8
       4016.8   9.071900E-8
     4017.192   9.068894E-8
     4017.583   9.065916E-8
     4017.975   9.062918E-8
     4018.365   9.059926E-8
     4018.758   9.056915E-8
     4019.149   9.053924E-8
     4019.542   9.050916E-8
     4019.934   9.047908E-8
     4020.325   9.045042E-8
     4020.718   9.042186E-8
     4021.109   9.039346E-8
     4021.501   9.036503E-8
     4021.892   9.033671E-8
     4022.283   9.030831E-8
     4022.676   9.027973E-8
     4023.069   9.025112E-8
     4023.462   9.022247E-8
     4023.854   9.019398E-8
     4024.247   9.016532E-8
     4024.638   9.013677E-8
     4025.029   9.010824E-8
     4025.422   9.007957E-8
     4025.813   9.005107E-8
     4026.207   9.002236E-8
       4026.6   8.999365E-8
     4026.994   8.996491E-8
     4027.385   8.993624E-8
     4027.776   8.990755E-8
      4028.17   8.987875E-8
     4028.561   8.985017E-8
     4028.955   8.982141E-8
     4029.347   8.979270E-8
      4029.74   8.976384E-8
     4030.134   8.973438E-8
     4030.526   8.970397E-8
      4030.92   8.967337E-8
     4031.311   8.964299E-8
     4031.705   8.961243E-8
     4032.097   8.958201E-8
     4032.491   8.955143E-8
     4032.883   8.952097E-8
     4033.277   8.949028E-8
     4033.671   8.945954E-8
     4034.063   8.942897E-8
     4034.457   8.939829E-8
     4034.849   8.936775E-8
     4035.244   8.933705E-8
     4035.636   8.930654E-8
      4036.03   8.927584E-8
     4036.422   8.924530E-8
     4036.815   8.921474E-8
     4037.211   8.918372E-8
     4037.604   8.915296E-8
     4037.998   8.912203E-8
     4038.391   8.909132E-8
     4038.783   8.906058E-8
     4039.178   8.902965E-8
      4039.57   8.899887E-8
     4039.965   8.896788E-8
     4040.358   8.893701E-8
     4040.755   8.890576E-8
     4041.147   8.887484E-8
      4041.54   8.884388E-8
     4041.935   8.881275E-8
     4042.328   8.878170E-8
     4042.723   8.875045E-8
     4043.115   8.871940E-8
     4043.511   8.868823E-8
     4043.904   8.865725E-8
     4044.299   8.862595E-8
     4044.694   8.859458E-8
     4045.087   8.856341E-8
     4045.482   8.853208E-8
     4045.875   8.850093E-8
     4046.271   8.846953E-8
     4046.664   8.843826E-8
      4047.06   8.840679E-8
     4047.453   8.837557E-8
     4047.848   8.834409E-8
     4048.244   8.831261E-8
     4048.637   8.828125E-8
     4049.033   8.824968E-8
     4049.426   8.821851E-8
     4049.822   8.818715E-8
     4050.216   8.815620E-8
     4050.609   8.812549E-8
     4051.005   8.809456E-8
     4051.399   8.806374E-8
     4051.797   8.803253E-8
      4052.19   8.800172E-8
     4052.584   8.797090E-8
      4052.98   8.793990E-8
     4053.374   8.790902E-8
      4053.77   8.787797E-8
     4054.164   8.784715E-8
      4054.56   8.781623E-8
     4054.954   8.778543E-8
     4055.351   8.775433E-8
     4055.747   8.772316E-8
     4056.141   8.769216E-8
     4056.537   8.766099E-8
     4056.932   8.762996E-8
     4057.328   8.759878E-8
     4057.722   8.756779E-8
     4058.119   8.753658E-8
     4058.513   8.750555E-8
      4058.91   8.747433E-8
     4059.306   8.744301E-8
     4059.701   8.741183E-8
     4060.098   8.738034E-8
     4060.492   8.734862E-8
     4060.889   8.731671E-8
     4061.284   8.728504E-8
     4061.678   8.725341E-8
     4062.075   8.722157E-8
     4062.472   8.718964E-8
     4062.869   8.715771E-8
     4063.264   8.712587E-8
     4063.661   8.709381E-8
     4064.056   8.706193E-8
     4064.451   8.703017E-8
     4064.848   8.699818E-8
     4065.243   8.696630E-8
      4065.64   8.693413E-8
     4066.038   8.690198E-8
     4066.435   8.686990E-8
      4066.83   8.683805E-8
     4067.225   8.680614E-8
     4067.623   8.677402E-8
     4068.018   8.674205E-8
     4068.416   8.670976E-8
     4068.811   8.667764E-8
     4069.208   8.664541E-8
     4069.606   8.661327E-8
     4070.002   8.658128E-8
     4070.399   8.654922E-8
     4070.795   8.651730E-8
     4071.193   8.648524E-8
     4071.588   8.645343E-8
     4071.986   8.642140E-8
     4072.382   8.638956E-8
     4072.778   8.635768E-8
     4073.178   8.632540E-8
     4073.574   8.629350E-8
     4073.972   8.626139E-8
     4074.368   8.622935E-8
     4074.766   8.619711E-8
     4075.162   8.616511E-8
     4075.558   8.613316E-8
     4075.956   8.610102E-8
     4076.352   8.606892E-8
     4076.753   8.603639E-8
     4077.149   8.600424E-8
     4077.547   8.597193E-8
     4077.944   8.593981E-8
      4078.34   8.590765E-8
     4078.738   8.587529E-8
     4079.135   8.584308E-8
     4079.533   8.581068E-8
      4079.93   8.577844E-8
     4080.331   8.574531E-8
     4080.727   8.571244E-8
     4081.124   8.567955E-8
     4081.522   8.564647E-8
     4081.919   8.561351E-8
     4082.318   8.558038E-8
     4082.715   8.554740E-8
     4083.114   8.551422E-8
      4083.51   8.548122E-8
      4083.91   8.544799E-8
     4084.309   8.541482E-8
     4084.706   8.538181E-8
     4085.105   8.534861E-8
     4085.502   8.531557E-8
     4085.901   8.528233E-8
     4086.298   8.524917E-8
     4086.695   8.521602E-8
     4087.094   8.518262E-8
     4087.494   8.514922E-8
     4087.893   8.511581E-8
     4088.291   8.508260E-8
      4088.69   8.504923E-8
     4089.087   8.501600E-8
     4089.485   8.498277E-8
     4089.884   8.494932E-8
     4090.282   8.491593E-8
     4090.681   8.488231E-8
     4091.081   8.484868E-8
     4091.481   8.481516E-8
