WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$p1s1748gm_tmg.fits
CMPTABLE t mtab$p1s1748hm_tmc.fits
EXPR     t landolt,B
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 9.771246E-20
PIVWV    r 4433.508
BANDW    r 352.9421
TPEAK    r 1.
EQUVW    r 1010.301
RECTW    r 1010.301
EMFLX    r 1.029395E-16
        3600.            0.
     3600.156   1.877940E-5
     3600.311   3.729486E-5
     3600.467   5.601561E-5
     3600.625   7.499993E-5
     3600.781   9.372068E-5
     3600.937   1.124707E-4
     3601.092   1.309862E-4
     3601.248   1.497070E-4
     3601.404   1.684570E-4
     3601.558   1.869725E-4
     3601.714   2.057226E-4
      3601.87   2.244433E-4
     3602.027   2.431934E-4
     3602.185   2.621777E-4
     3602.339   2.806935E-4
     3602.495   2.994433E-4
     3602.652   3.181933E-4
     3602.806   3.367091E-4
     3602.962   3.554588E-4
     3603.118   3.742089E-4
     3603.275   3.929590E-4
     3603.431   4.117091E-4
     3603.587   4.304592E-4
     3603.743   4.492089E-4
       3603.9   4.679883E-4
     3604.054   4.865041E-4
      3604.21   5.052538E-4
     3604.367   5.240039E-4
     3604.521   5.425197E-4
     3604.679   5.615333E-4
     3604.834   5.800488E-4
     3604.992   5.990624E-4
     3605.148   6.178125E-4
     3605.303   6.363280E-4
     3605.459   6.551074E-4
     3605.615   6.738575E-4
      3605.77   6.924022E-4
     3605.928   7.113866E-4
     3606.083   7.299317E-4
     3606.239   7.486818E-4
     3606.397   7.676954E-4
     3606.552   7.862402E-4
     3606.708   8.049903E-4
     3606.865   8.237697E-4
     3607.019   8.423145E-4
     3607.176   8.610646E-4
     3607.332   8.798436E-4
     3607.489   8.986230E-4
     3607.645   9.174024E-4
     3607.802   9.361818E-4
     3607.958   9.549608E-4
     3608.115   9.737402E-4
     3608.269   9.922850E-4
     3608.426   0.001011064
     3608.584   0.001030078
     3608.739   0.001048623
     3608.895   0.001067402
      3609.05   0.001085947
     3609.208   0.001104961
     3609.365    0.00112374
     3609.519   0.001142285
     3609.676   0.001161065
     3609.832   0.001179873
     3609.989   0.001198652
     3610.145   0.001217432
       3610.3   0.001235977
     3610.457   0.001254785
     3610.615   0.001273799
      3610.77   0.001292344
     3610.926   0.001311152
     3611.083   0.001329932
      3611.24    0.00134874
     3611.396    0.00136752
     3611.551   0.001386094
     3611.707   0.001404873
     3611.864   0.001423682
     3612.021    0.00144249
     3612.177    0.00146127
     3612.334   0.001480078
     3612.489   0.001498653
     3612.647   0.001517666
     3612.802    0.00153624
     3612.959   0.001555049
     3613.115   0.001573857
      3613.27   0.001592402
     3613.429   0.001611445
     3613.585   0.001630254
      3613.74   0.001648828
     3613.899   0.001667871
     3614.054   0.001686445
      3614.21   0.001705254
     3614.367   0.001724062
     3614.522   0.001742637
     3614.679   0.001761445
     3614.837   0.001780488
     3614.992   0.001799062
     3615.149     0.0018179
     3615.306   0.001836709
     3615.463   0.001855518
     3615.619   0.001874326
     3615.774    0.00189293
     3615.931   0.001911738
     3616.088   0.001930547
     3616.245   0.001949385
     3616.402   0.001968194
     3616.561   0.001987265
     3616.715    0.00200584
     3616.872   0.002024648
     3617.027   0.002043252
     3617.184    0.00206206
     3617.341   0.002080898
     3617.496   0.002099473
     3617.653   0.002118311
     3617.813   0.002137617
     3617.968   0.002156191
     3618.125   0.002175029
      3618.28   0.002193633
     3618.437   0.002212471
     3618.594   0.002231279
     3618.749   0.002249883
     3618.906   0.002268721
     3619.065   0.002287793
     3619.222   0.002306631
     3619.379   0.002325469
     3619.534   0.002344072
     3619.691    0.00236291
     3619.848   0.002381748
     3620.003   0.002400322
      3620.16    0.00241919
     3620.317   0.002438027
     3620.474   0.002456865
     3620.633   0.002475938
     3620.788   0.002494541
     3620.945   0.002513379
     3621.102   0.002532246
     3621.257   0.002550849
     3621.414   0.002569688
     3621.571   0.002588526
     3621.728   0.002607393
     3621.885   0.002626231
     3622.042   0.002645068
     3622.199   0.002663936
     3622.356   0.002682773
     3622.512   0.002701406
     3622.669   0.002720244
     3622.826   0.002739111
     3622.981   0.002757715
      3623.14   0.002776816
     3623.295    0.00279542
     3623.454   0.002814521
     3623.612   0.002833389
     3623.767   0.002851992
     3623.924    0.00287086
     3624.081   0.002889727
     3624.236   0.002908359
     3624.396   0.002927461
     3624.551   0.002946064
     3624.708   0.002964932
     3624.867   0.002984033
     3625.022   0.003002666
     3625.179   0.003021533
     3625.337   0.003040401
     3625.492   0.003059033
     3625.651   0.003078134
     3625.808   0.003097002
     3625.964   0.003115635
     3626.121   0.003134502
     3626.278   0.003153369
     3626.436   0.003172266
     3626.593   0.003191133
     3626.748   0.003209766
     3626.905   0.003228633
     3627.065   0.003247764
      3627.22   0.003266396
     3627.377   0.003285264
     3627.532   0.003303896
     3627.692   0.003323027
     3627.849   0.003341894
     3628.005   0.003360557
     3628.162   0.003379424
     3628.321   0.003398555
     3628.477   0.003417188
     3628.634   0.003436084
     3628.789   0.003454717
     3628.947   0.003473613
     3629.106   0.003492744
     3629.261   0.003511377
     3629.419   0.003530273
     3629.576    0.00354917
     3629.734   0.003568067
     3629.891   0.003586934
     3630.047   0.003605596
     3630.204   0.003624492
     3630.362   0.003643389
     3630.519   0.003662285
     3630.677   0.003681182
     3630.834   0.003700078
     3630.991   0.003718974
     3631.149   0.003737871
     3631.304   0.003756533
     3631.462   0.003775429
     3631.619   0.003794326
     3631.775   0.003812988
     3631.934   0.003832119
     3632.092   0.003851016
     3632.247   0.003869678
     3632.407   0.003888838
     3632.563     0.0039075
      3632.72   0.003926396
     3632.877   0.003945293
     3633.033   0.003963985
     3633.191   0.003982881
      3633.35   0.004002041
     3633.506   0.004020703
     3633.666   0.004039863
     3633.823    0.00405876
     3633.979   0.004077422
     3634.136   0.004096348
     3634.292    0.00411501
     3634.449   0.004133936
     3634.607   0.004152861
     3634.765   0.004171758
     3634.922   0.004190683
     3635.082   0.004209843
     3635.238   0.004228506
     3635.395   0.004247432
     3635.551   0.004266123
     3635.709   0.004285049
     3635.866   0.004303975
     3636.022   0.004322637
     3636.182   0.004341797
     3636.341   0.004360957
     3636.497   0.004379648
     3636.655   0.004398574
     3636.811   0.004417266
     3636.968   0.004436191
     3637.126   0.004455117
     3637.282   0.004473809
     3637.439   0.004492735
     3637.599   0.004511924
     3637.757    0.00453085
     3637.915   0.004549775
     3638.071   0.004568467
     3638.229   0.004587422
     3638.386   0.004606348
     3638.542   0.004625039
       3638.7   0.004643965
      3638.86   0.004663154
     3639.017    0.00468208
     3639.175   0.004701035
     3639.331   0.004719727
     3639.489   0.004738681
     3639.647   0.004757607
     3639.803   0.004776328
      3639.96   0.004795254
     3640.118   0.004814209
     3640.276   0.004833135
     3640.436   0.004852324
     3640.592   0.004871045
      3640.75   0.004889971
     3640.908   0.004908926
     3641.064   0.004927646
     3641.222   0.004946602
      3641.38   0.004965557
     3641.537   0.004984483
     3641.695   0.005003437
     3641.855   0.005022627
     3642.011   0.005041348
     3642.169   0.005060303
     3642.325   0.005079024
     3642.483   0.005097979
     3642.641   0.005116933
     3642.797   0.005135654
     3642.957   0.005154844
     3643.115   0.005173799
     3643.273   0.005192783
     3643.431   0.005211738
     3643.587   0.005230459
     3643.745   0.005249414
     3643.903   0.005268369
     3644.059   0.005287119
     3644.219   0.005306309
     3644.377   0.005325263
     3644.533   0.005344014
     3644.693   0.005363203
      3644.85   0.005381953
     3645.008   0.005400908
     3645.166   0.005419893
     3645.322   0.005438613
      3645.48   0.005457598
      3645.64   0.005476787
     3645.796   0.005495538
     3645.954   0.005514492
     3646.112   0.005533477
     3646.271   0.005552461
     3646.429   0.005571445
     3646.585   0.005590166
     3646.743   0.005609151
     3646.903   0.005628369
     3647.059   0.005647119
     3647.217   0.005666074
     3647.374   0.005684824
     3647.534   0.005704043
     3647.692   0.005723027
     3647.848   0.005741777
     3648.006   0.005760761
     3648.165   0.005779746
     3648.323   0.005798731
     3648.481   0.005817715
     3648.639   0.005836699
     3648.795   0.005855449
     3648.954   0.005874463
     3649.112   0.005893447
      3649.27   0.005912432
     3649.428   0.005931416
     3649.587   0.005950429
     3649.745   0.005969414
     3649.901   0.005988164
      3650.06   0.006020254
     3650.218   0.006074126
     3650.376   0.006127915
     3650.535   0.006181787
     3650.693   0.006235576
     3650.849   0.006288785
      3651.01   0.006343237
     3651.168   0.006397109
     3651.324   0.006450234
     3651.483   0.006504106
     3651.639   0.006557232
     3651.797   0.006611104
     3651.958    0.00666564
     3652.114   0.006718847
     3652.275   0.006773384
     3652.433   0.006827173
     3652.589   0.006880382
     3652.748   0.006934253
     3652.904   0.006987461
     3653.063   0.007041332
     3653.223    0.00709587
     3653.379   0.007148994
     3653.538   0.007202866
     3653.698   0.007257485
     3653.855   0.007310694
     3654.013   0.007364566
      3654.17   0.007417774
     3654.328   0.007471646
     3654.487   0.007525518
     3654.643   0.007578725
     3654.804   0.007633262
     3654.964   0.007687881
     3655.121   0.007741089
     3655.279   0.007794961
     3655.436    0.00784817
     3655.594   0.007902125
     3655.753   0.007955996
     3655.909   0.008009205
      3656.07   0.008063823
     3656.229   0.008117695
     3656.387   0.008171651
     3656.546   0.008225523
     3656.704   0.008279477
     3656.861   0.008332686
      3657.02   0.008386641
     3657.176   0.008439849
     3657.335   0.008493804
     3657.495   0.008548423
     3657.654   0.008602378
     3657.813   0.008656333
     3657.969   0.008709542
     3658.128   0.008763497
     3658.287   0.008817452
     3658.443   0.008870659
     3658.602   0.008924615
      3658.76   0.008978569
     3658.919   0.009032524
      3659.08   0.009087143
     3659.239   0.009141099
     3659.395   0.009194389
     3659.554   0.009248344
     3659.711   0.009301635
     3659.869   0.009355592
     3660.028   0.009409546
     3660.187   0.009463584
     3660.346   0.009517539
     3660.506   0.009572158
     3660.663    0.00962545
     3660.822   0.009679487
     3660.979   0.009732777
     3661.137   0.009786732
     3661.296   0.009840688
     3661.453   0.009894062
     3661.614   0.009948682
     3661.775    0.01000338
     3661.931    0.01005667
      3662.09    0.01011071
     3662.247      0.010164
     3662.406    0.01021804
     3662.565      0.010272
     3662.722    0.01032537
     3662.883    0.01038007
     3663.041    0.01043403
     3663.198     0.0104874
     3663.359     0.0105421
     3663.516     0.0105954
     3663.675    0.01064943
     3663.834    0.01070347
     3663.991    0.01075685
     3664.149     0.0108108
     3664.311    0.01086559
     3664.467    0.01091888
     3664.626    0.01097292
     3664.787     0.0110277
     3664.944    0.01108099
     3665.103    0.01113503
      3665.26     0.0111884
     3665.419    0.01124244
      3665.58    0.01129723
     3665.737     0.0113506
     3665.896    0.01140464
     3666.055    0.01145868
     3666.214    0.01151272
     3666.373    0.01156684
      3666.53    0.01162021
     3666.689    0.01167425
     3666.848    0.01172829
     3667.007    0.01178241
     3667.166    0.01183644
     3667.325    0.01189057
     3667.482    0.01194394
     3667.643    0.01199873
       3667.8     0.0120521
     3667.959    0.01210622
     3668.118    0.01216026
     3668.278    0.01221438
     3668.437    0.01226842
     3668.596    0.01232254
     3668.753      0.012376
     3668.912    0.01243003
     3669.071    0.01248416
      3669.23    0.01253828
     3669.389     0.0125924
     3669.548    0.01264644
     3669.708    0.01270056
     3669.867    0.01275468
     3670.024    0.01280813
     3670.183    0.01286226
      3670.34    0.01291571
     3670.501     0.0129705
     3670.661    0.01302462
     3670.818    0.01307808
     3670.979    0.01313286
     3671.138    0.01318698
     3671.295    0.01324044
     3671.455    0.01329456
     3671.612    0.01334802
     3671.771    0.01340222
     3671.932    0.01345701
      3672.09    0.01351046
     3672.251    0.01356533
      3672.41    0.01361945
     3672.567    0.01367291
     3672.727    0.01372711
     3672.884    0.01378057
     3673.043    0.01383469
     3673.203     0.0138889
     3673.362    0.01394302
     3673.521    0.01399722
     3673.683    0.01405209
      3673.84    0.01410555
     3673.999    0.01415975
     3674.156    0.01421321
     3674.316    0.01426741
     3674.475    0.01432153
     3674.633    0.01437507
     3674.794    0.01442994
     3674.955    0.01448481
     3675.113    0.01453835
     3675.272    0.01459255
     3675.429    0.01464601
     3675.589    0.01470022
     3675.748    0.01475442
     3675.906    0.01480796
     3676.065    0.01486216
     3676.227    0.01491703
     3676.386    0.01497124
     3676.545    0.01502544
     3676.705    0.01507964
     3676.862    0.01513318
     3677.022    0.01518739
     3677.179    0.01524093
     3677.339    0.01529522
       3677.5    0.01535008
      3677.66    0.01540429
     3677.819    0.01545857
     3677.979    0.01551278
     3678.136    0.01556632
     3678.296    0.01562052
     3678.453    0.01567415
     3678.613    0.01572835
     3678.772    0.01578264
     3678.932    0.01583684
     3679.094    0.01589179
     3679.253    0.01594608
     3679.411    0.01599962
      3679.57    0.01605382
     3679.728    0.01610745
     3679.887    0.01616173
     3680.047    0.01621594
     3680.207    0.01627022
     3680.366    0.01632451
     3680.526     0.0163788
     3680.685      0.016433
     3680.845    0.01648729
     3681.003    0.01654091
     3681.162     0.0165952
     3681.322    0.01664949
     3681.479    0.01670303
     3681.641    0.01675806
     3681.801    0.01681235
     3681.961    0.01686664
      3682.12    0.01692092
      3682.28    0.01697521
     3682.438    0.01702883
     3682.597    0.01708312
     3682.755    0.01713674
     3682.917     0.0171917
     3683.077    0.01724607
     3683.234    0.01729969
     3683.394    0.01735398
     3683.554    0.01740826
     3683.714    0.01746263
     3683.873    0.01751692
     3684.031    0.01757054
     3684.191    0.01762491
     3684.353    0.01767986
      3684.51    0.01773357
      3684.67    0.01778786
     3684.832    0.01784289
      3684.99    0.01789651
      3685.15    0.01795088
     3685.307     0.0180045
     3685.467    0.01805888
     3685.629    0.01811391
     3685.787    0.01816753
     3685.947     0.0182219
     3686.107    0.01827627
     3686.264     0.0183299
     3686.427    0.01838502
     3686.584    0.01843864
     3686.744    0.01849301
     3686.904    0.01854738
     3687.064    0.01860175
     3687.224    0.01865612
     3687.384    0.01871049
     3687.542    0.01876419
     3687.704    0.01881923
     3687.862    0.01887294
     3688.021     0.0189273
     3688.181    0.01898168
     3688.341    0.01903604
     3688.501     0.0190905
     3688.661    0.01914487
     3688.819    0.01919858
     3688.979    0.01925294
     3689.137    0.01930665
     3689.299    0.01936177
     3689.459    0.01941614
     3689.617    0.01946984
     3689.779    0.01952496
     3689.939    0.01957933
     3690.097    0.01963312
     3690.257    0.01968749
     3690.415     0.0197412
     3690.577    0.01979631
     3690.738    0.01985077
     3690.896    0.01990447
     3691.058    0.01995959
     3691.218    0.02001404
     3691.376    0.02006775
     3691.536     0.0201222
     3691.696    0.02017665
     3691.854    0.02023036
     3692.014    0.02028481
     3692.174    0.02033927
     3692.334    0.02039372
     3692.497    0.02044884
     3692.655    0.02050263
     3692.815    0.02055708
     3692.975    0.02061153
     3693.133    0.02066532
     3693.293    0.02071978
     3693.454    0.02077423
     3693.614    0.02082868
     3693.776     0.0208838
     3693.934    0.02093759
     3694.094    0.02099204
     3694.255    0.02104658
     3694.413    0.02110037
     3694.573    0.02115482
     3694.731    0.02120861
     3694.891    0.02126306
     3695.054    0.02131826
     3695.214    0.02137271
     3695.374    0.02142725
     3695.534     0.0214817
     3695.693    0.02153549
     3695.853    0.02159003
     3696.011    0.02164382
     3696.172    0.02169835
     3696.334    0.02175355
     3696.494    0.02180801
     3696.655    0.02186254
     3696.815    0.02191708
     3696.973    0.02197087
     3697.134     0.0220254
     3697.292    0.02207919
     3697.452    0.02213373
     3697.613    0.02218826
     3697.773     0.0222428
     3697.935      0.022298
     3698.096    0.02235254
     3698.254    0.02240641
     3698.415    0.02246095
     3698.573    0.02251474
     3698.733    0.02256927
     3698.894    0.02262381
     3699.054    0.02267834
     3699.217    0.02273363
     3699.377    0.02278816
     3699.535    0.02284204
     3699.696    0.02289657
     3699.856    0.02295111
     3700.015    0.02300645
     3700.175    0.02307702
     3700.333    0.02314674
     3700.496    0.02321828
     3700.657    0.02328897
     3700.817    0.02335954
     3700.978    0.02343012
     3701.138     0.0235008
     3701.297    0.02357052
     3701.457    0.02364109
     3701.616    0.02371092
     3701.778    0.02378246
     3701.939    0.02385304
     3702.099    0.02392372
      3702.26     0.0239944
      3702.42    0.02406498
     3702.579     0.0241348
      3702.74    0.02420538
     3702.898    0.02427521
     3703.059    0.02434589
     3703.221    0.02441743
      3703.38    0.02448715
     3703.541    0.02455783
     3703.701    0.02462851
     3703.862     0.0246992
     3704.022    0.02476988
     3704.181    0.02483971
     3704.342    0.02491039
     3704.504    0.02498193
     3704.663    0.02505176
     3704.824    0.02512244
     3704.986    0.02519398
     3705.145    0.02526381
     3705.306    0.02533449
     3705.467    0.02540528
     3705.625    0.02547511
     3705.786    0.02554579
     3705.947    0.02561647
     3706.107    0.02568727
     3706.268    0.02575795
     3706.427    0.02582777
     3706.587    0.02589846
     3706.748    0.02596925
     3706.909    0.02603993
      3707.07    0.02611072
      3707.23    0.02618141
     3707.391     0.0262522
     3707.552    0.02632299
     3707.711    0.02639281
     3707.872     0.0264635
     3708.035    0.02653525
     3708.193    0.02660508
     3708.354    0.02667587
     3708.513    0.02674569
     3708.676    0.02681734
     3708.837    0.02688814
     3708.996    0.02695807
     3709.156    0.02702875
     3709.317    0.02709954
     3709.476    0.02716947
     3709.639    0.02724112
     3709.798    0.02731105
     3709.961    0.02738271
     3710.122     0.0274535
     3710.281    0.02752343
     3710.441    0.02759422
       3710.6    0.02766415
     3710.761    0.02773494
     3710.924     0.0278067
     3711.083    0.02787663
     3711.244    0.02794742
     3711.407    0.02801907
     3711.566    0.02808901
     3711.727     0.0281599
     3711.888     0.0282307
     3712.047    0.02830062
     3712.208    0.02837152
     3712.369    0.02844232
      3712.53    0.02851321
     3712.693    0.02858486
     3712.852     0.0286549
     3713.013    0.02872569
     3713.172    0.02879563
     3713.333    0.02886652
     3713.494    0.02893742
     3713.653    0.02900735
     3713.816    0.02907911
     3713.979    0.02915087
     3714.138    0.02922091
     3714.299     0.0292917
      3714.46     0.0293626
      3714.62    0.02943264
     3714.781    0.02950354
     3714.942    0.02957443
     3715.101    0.02964437
     3715.264    0.02971612
     3715.425    0.02978702
     3715.586    0.02985792
     3715.747    0.02992882
     3715.906    0.02999886
     3716.068    0.03006976
     3716.227     0.0301398
     3716.388    0.03021069
     3716.549    0.03028159
     3716.712    0.03035346
     3716.874    0.03042436
     3717.035    0.03049536
     3717.194     0.0305654
     3717.355     0.0306363
     3717.516     0.0307072
     3717.676    0.03077724
     3717.837    0.03084824
     3717.998    0.03091914
     3718.159    0.03099015
     3718.323    0.03106201
     3718.482    0.03113205
     3718.643    0.03120295
     3718.802     0.0312731
     3718.964      0.031344
     3719.125      0.031415
     3719.284    0.03148504
     3719.448     0.0315569
     3719.611    0.03162877
      3719.77    0.03169892
     3719.931    0.03176982
     3720.093    0.03184082
     3720.252    0.03191097
     3720.414    0.03198197
     3720.575    0.03205298
     3720.736    0.03212398
     3720.898    0.03219499
     3721.057    0.03226503
      3721.22      0.032337
      3721.38    0.03240704
     3721.541    0.03247805
     3721.702    0.03254905
     3721.862     0.0326192
     3722.025    0.03269117
     3722.187    0.03276218
     3722.346    0.03283232
      3722.51    0.03290419
     3722.671     0.0329753
     3722.831    0.03304545
     3722.992    0.03311646
     3723.151     0.0331866
     3723.313    0.03325761
     3723.476    0.03332958
     3723.636    0.03339973
     3723.797    0.03347084
     3723.959    0.03354185
      3724.12    0.03361296
     3724.282    0.03368396
     3724.441    0.03375422
     3724.603    0.03382523
     3724.766     0.0338972
     3724.926    0.03396745
     3725.087    0.03403846
     3725.249    0.03410957
     3725.411    0.03418069
     3725.572     0.0342518
     3725.734    0.03432281
     3725.893    0.03439306
     3726.055    0.03446417
     3726.217    0.03453529
     3726.378     0.0346064
      3726.54    0.03467751
     3726.699    0.03474766
     3726.861    0.03481877
     3727.022    0.03488988
     3727.184      0.034961
     3727.346    0.03503222
      3727.51    0.03510419
     3727.669    0.03517444
     3727.831    0.03524556
      3727.99    0.03531581
     3728.152    0.03538692
     3728.316    0.03545901
     3728.476    0.03552926
     3728.637    0.03560037
     3728.797    0.03567063
     3728.961    0.03574271
     3729.122    0.03581382
     3729.282    0.03588407
     3729.444    0.03595529
     3729.605    0.03602641
     3729.765    0.03609677
     3729.929    0.03616874
     3730.089     0.0362391
     3730.253    0.03631118
     3730.414     0.0363823
     3730.574    0.03645266
     3730.736    0.03652377
     3730.898    0.03659499
     3731.058    0.03666535
     3731.221    0.03673743
     3731.381    0.03680769
     3731.543    0.03687891
     3731.707    0.03695099
     3731.867    0.03702135
     3732.029    0.03709257
      3732.19    0.03716379
      3732.35    0.03723405
     3732.512    0.03730526
     3732.674    0.03737649
     3732.836    0.03744781
        3733.    0.03751989
      3733.16    0.03759025
     3733.322    0.03766147
     3733.483     0.0377327
     3733.643    0.03780306
     3733.805    0.03787428
     3733.965    0.03794464
     3734.129    0.03801683
     3734.291    0.03808805
     3734.453    0.03815937
     3734.615     0.0382306
     3734.777    0.03830182
     3734.937    0.03837229
     3735.099    0.03844351
     3735.261    0.03851484
     3735.421     0.0385852
     3735.585    0.03865738
     3735.747     0.0387286
     3735.909    0.03879993
     3736.071    0.03887126
     3736.231    0.03894163
     3736.393    0.03901295
     3736.553    0.03908331
     3736.715    0.03915464
     3736.877    0.03922597
     3737.039    0.03929719
     3737.203    0.03936948
     3737.365    0.03944071
     3737.525    0.03951117
     3737.688     0.0395825
      3737.85    0.03965383
      3738.01     0.0397243
     3738.172    0.03979563
     3738.334    0.03986695
     3738.496    0.03993828
      3738.66    0.04001047
      3738.82    0.04008094
     3738.982    0.04015227
     3739.145    0.04022359
     3739.305    0.04029407
     3739.467     0.0403655
     3739.627    0.04043586
     3739.791    0.04050815
     3739.956    0.04058045
     3740.116    0.04065092
     3740.278    0.04072225
      3740.44    0.04079368
       3740.6    0.04086415
     3740.762    0.04093548
     3740.925    0.04100692
     3741.087    0.04107825
     3741.249    0.04114968
     3741.409    0.04122015
     3741.572    0.04129159
     3741.736    0.04136388
     3741.896    0.04143435
     3742.059    0.04150578
     3742.219    0.04157625
     3742.381    0.04164769
     3742.545    0.04171998
     3742.706    0.04179056
      3742.87    0.04186285
     3743.032    0.04193429
     3743.193    0.04200476
     3743.355    0.04207619
     3743.517    0.04214763
     3743.678     0.0422182
     3743.842     0.0422905
     3744.002    0.04236107
     3744.165    0.04243251
     3744.327    0.04250395
     3744.488    0.04257452
     3744.652    0.04264692
     3744.812    0.04271739
     3744.975    0.04278894
     3745.137    0.04286037
       3745.3    0.04293181
     3745.462    0.04300335
     3745.625    0.04307479
     3745.785    0.04314536
     3745.949    0.04321777
     3746.112     0.0432892
     3746.272    0.04335978
     3746.435    0.04343132
     3746.597    0.04350276
      3746.76     0.0435743
     3746.922    0.04364574
     3747.083    0.04371642
     3747.245    0.04378786
     3747.408     0.0438594
      3747.57    0.04393094
     3747.733    0.04400237
     3747.893    0.04407306
     3748.058    0.04414546
      3748.22      0.044217
     3748.381    0.04428758
     3748.543    0.04435912
     3748.706    0.04443067
     3748.869    0.04450221
     3749.031    0.04457375
     3749.194    0.04464529
     3749.356    0.04471684
     3749.519    0.04478838
      3749.68    0.04485906
     3749.842    0.04493061
     3750.005    0.04500596
     3750.166    0.04520195
     3750.328    0.04540031
     3750.491    0.04559869
     3750.653    0.04579705
     3750.818     0.0459981
     3750.979    0.04619409
     3751.141    0.04639246
     3751.304    0.04659113
     3751.465    0.04678711
     3751.627    0.04698548
     3751.792    0.04718653
     3751.953    0.04738252
     3752.118    0.04758357
     3752.278    0.04777955
     3752.441    0.04797822
     3752.604    0.04817659
     3752.764    0.04837257
     3752.927    0.04857124
      3753.09    0.04876991
     3753.251    0.04896589
     3753.416    0.04916694
     3753.578    0.04936561
     3753.741    0.04956428
     3753.904    0.04976295
     3754.065    0.04995893
     3754.228     0.0501576
      3754.39    0.05035627
     3754.551    0.05055226
     3754.716     0.0507536
     3754.879    0.05095227
     3755.042    0.05115093
     3755.205     0.0513496
     3755.365    0.05154559
     3755.528    0.05174455
     3755.691    0.05194322
     3755.852     0.0521392
     3756.015    0.05233817
     3756.178    0.05253684
     3756.343    0.05273819
     3756.506    0.05293685
     3756.667    0.05313314
     3756.829     0.0533318
      3756.99    0.05352809
     3757.153    0.05372705
     3757.316    0.05392572
     3757.481    0.05412707
     3757.644    0.05432573
     3757.807     0.0545247
     3757.968    0.05472098
     3758.131    0.05491995
     3758.294    0.05511861
     3758.455     0.0553149
     3758.618    0.05551386
     3758.781    0.05571283
     3758.944     0.0559115
     3759.107    0.05611046
      3759.27    0.05630942
     3759.433    0.05650839
     3759.596    0.05670735
     3759.757    0.05690364
      3759.92     0.0571026
     3760.081    0.05729889
     3760.246    0.05750053
     3760.409    0.05769949
     3760.573    0.05789847
     3760.736    0.05809743
     3760.899    0.05829639
      3761.06    0.05849297
     3761.223    0.05869194
     3761.386    0.05889091
     3761.547    0.05908749
     3761.712    0.05928883
     3761.873    0.05948541
     3762.036    0.05968438
     3762.202    0.05988602
     3762.363    0.06008261
     3762.526    0.06028157
     3762.689    0.06048084
      3762.85    0.06067742
     3763.016    0.06087906
     3763.177    0.06107564
      3763.34    0.06127461
     3763.505    0.06147626
     3763.666    0.06167284
      3763.83     0.0618721
     3763.993    0.06207136
     3764.154    0.06226794
     3764.317    0.06246691
      3764.48    0.06266618
     3764.644    0.06286544
     3764.807    0.06306469
     3764.968    0.06326128
     3765.134    0.06346293
     3765.295     0.0636598
     3765.458    0.06385907
     3765.621    0.06405804
     3765.787    0.06425998
     3765.948    0.06445656
     3766.111    0.06465583
     3766.273     0.0648527
     3766.438    0.06505435
     3766.602    0.06525391
     3766.763    0.06545049
     3766.926    0.06564976
     3767.089    0.06584901
     3767.253    0.06604858
     3767.416    0.06624784
     3767.578    0.06644472
     3767.741    0.06664398
     3767.904    0.06684324
     3768.068    0.06704281
     3768.231    0.06724207
     3768.393    0.06743895
     3768.558    0.06764089
     3768.721    0.06784015
     3768.883    0.06803703
     3769.046    0.06823659
      3769.21    0.06843586
     3769.373    0.06863542
     3769.537    0.06883498
       3769.7    0.06903424
     3769.864     0.0692338
     3770.027    0.06943336
     3770.189    0.06963024
     3770.352     0.0698298
     3770.516    0.07002907
     3770.677    0.07022624
     3770.841     0.0704258
     3771.004    0.07062507
     3771.168    0.07082462
     3771.333    0.07102686
     3771.497    0.07122643
     3771.658    0.07142331
     3771.822    0.07162286
     3771.984    0.07182004
     3772.147    0.07201961
     3772.313    0.07222155
     3772.474    0.07241873
      3772.64    0.07262097
     3772.802    0.07281785
     3772.965     0.0730177
     3773.129    0.07321727
     3773.291    0.07341444
     3773.454    0.07361401
     3773.618    0.07381357
     3773.779    0.07401074
     3773.945    0.07421298
     3774.111    0.07441522
     3774.272     0.0746124
     3774.436    0.07481197
     3774.598    0.07500914
     3774.761      0.075209
     3774.925    0.07540886
     3775.087    0.07560604
     3775.253    0.07580828
     3775.416    0.07600784
      3775.58     0.0762077
     3775.744    0.07640755
     3775.906    0.07660474
     3776.069    0.07680459
     3776.233    0.07700445
     3776.395    0.07720163
     3776.559    0.07740149
     3776.722    0.07760134
     3776.886     0.0778012
     3777.052    0.07800344
     3777.214    0.07820091
     3777.378    0.07840078
     3777.542    0.07860064
     3777.703    0.07879782
     3777.867    0.07899766
     3778.033    0.07920021
     3778.197    0.07940006
     3778.361    0.07959993
     3778.522     0.0797974
     3778.686    0.07999726
      3778.85    0.08019712
     3779.012     0.0803946
     3779.176    0.08059475
      3779.34    0.08079461
     3779.504    0.08099446
     3779.668    0.08119462
      3779.83     0.0813921
     3779.996    0.08159464
     3780.159     0.0817945
     3780.321    0.08199197
     3780.485    0.08219213
     3780.647    0.08238961
     3780.813    0.08259214
     3780.977     0.0827923
     3781.141    0.08299217
     3781.305    0.08319231
     3781.469    0.08339247
     3781.631    0.08358994
     3781.795     0.0837901
     3781.959    0.08398996
