WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f467m
     2964.285   8.748705E-9
     2964.813   7.939030E-9
      2965.34   7.129831E-9
     2965.866   6.323354E-9
     2966.394   5.514733E-9
     2966.921   4.706588E-9
     2967.449   3.898547E-9
     2967.975   3.093598E-9
     2968.503   2.286137E-9
     2969.031   1.479155E-9
     2969.559  6.726519E-10
     2970.088            0.
     2970.616            0.
     2971.144            0.
     2971.671            0.
       2972.2            0.
     2972.729            0.
     2973.257            0.
     2973.785            0.
     2974.314            0.
     2974.843            0.
      2975.37            0.
       2975.9            0.
     2976.429            0.
     2976.958            0.
     2977.486            0.
     2978.016            0.
     2978.546            0.
     2979.075            0.
     2979.605            0.
     2980.135  3.426403E-10
     2980.666   1.682436E-9
     2981.196   3.022028E-9
     2981.725   4.357101E-9
     2982.255   5.695054E-9
     2982.785   7.032799E-9
     2983.314   8.366032E-9
     2983.845   9.702135E-9
     2984.376   1.103803E-8
     2984.905   1.236942E-8
     2985.436   1.370428E-8
     2985.967   1.503832E-8
     2986.498   1.637214E-8
      2987.03   1.770514E-8
     2987.559   1.903363E-8
     2988.091   2.036498E-8
     2988.622   2.169671E-8
     2989.154   2.302702E-8
     2989.686   2.435710E-8
     2990.217   2.514009E-8
     2990.749   2.513229E-8
      2991.28   2.512451E-8
     2991.812   2.511671E-8
     2992.344   2.510891E-8
     2992.876   2.510110E-8
     2993.407   2.509331E-8
     2993.939   2.508549E-8
      2994.47   2.507770E-8
     2995.003   2.506987E-8
     2995.536   2.506205E-8
     2996.069   2.505422E-8
     2996.602   2.504639E-8
     2997.133   2.503858E-8
     2997.666   2.503075E-8
     2998.199   2.502290E-8
     2998.733   2.501505E-8
     2999.266   2.500721E-8
       2999.8   2.499936E-8
     3000.333   2.415802E-8
     3000.865   2.282133E-8
     3001.399   2.148118E-8
     3001.933   2.014126E-8
     3002.467   1.880218E-8
        3003.   1.746762E-8
     3003.534   1.612961E-8
     3004.066   1.479612E-8
     3004.601   1.345920E-8
     3005.135   1.212311E-8
      3005.67   1.078727E-8
     3006.205   9.452274E-9
     3006.738   8.122387E-9
     3007.272   6.788475E-9
     3007.807   5.455410E-9
     3008.343   4.122587E-9
     3008.878   2.790614E-9
     3009.413   1.459491E-9
     3009.948  1.286126E-10
     3010.482            0.
     3011.018            0.
     3011.553            0.
     3012.089            0.
     3012.623            0.
     3013.159            0.
     3013.695            0.
     3014.229            0.
     3014.765            0.
     3015.302            0.
     3015.838            0.
     3016.375            0.
     3016.909            0.
     3017.446            0.
     3017.983            0.
      3018.52            0.
     3019.057            0.
     3019.594            0.
     3020.131  6.463780E-11
     3020.667  3.291110E-10
     3021.204  5.942554E-10
     3021.741  8.592262E-10
     3022.277   1.123302E-9
     3022.815   1.388048E-9
     3023.353   1.652739E-9
      3023.89   1.917137E-9
     3024.427   2.180762E-9
     3024.965   2.445053E-9
     3025.503   2.709169E-9
     3026.041   2.973112E-9
     3026.579   3.237000E-9
     3027.116   3.499877E-9
     3027.654   3.763537E-9
     3028.193   4.027021E-9
     3028.731   4.290331E-9
      3029.27   4.553587E-9
     3029.809   4.816665E-9
     3030.346   4.908792E-9
     3030.885   4.907163E-9
     3031.425   4.905531E-9
     3031.964   4.903900E-9
     3032.501   4.902273E-9
     3033.041   4.900640E-9
     3033.581   4.899007E-9
     3034.118   4.897379E-9
     3034.658   4.895743E-9
     3035.198   4.894109E-9
     3035.738   4.892473E-9
     3036.278   4.890836E-9
     3036.818   4.889199E-9
     3037.357   4.887567E-9
     3037.899   4.885924E-9
     3038.437   4.884290E-9
     3038.978   4.882650E-9
     3039.518   4.881011E-9
     3040.057   4.879375E-9
     3040.598   4.877733E-9
     3041.139   4.876091E-9
      3041.68   4.874449E-9
     3042.219   4.872809E-9
      3042.76   4.871167E-9
     3043.302   4.869522E-9
     3043.843   4.867876E-9
     3044.383   4.866235E-9
     3044.925   4.864589E-9
     3045.466   4.862942E-9
     3046.008   4.861293E-9
      3046.55   4.859646E-9
      3047.09   4.858002E-9
     3047.634   4.856347E-9
     3048.174   4.854701E-9
     3048.716   4.853051E-9
     3049.259   4.851399E-9
     3049.801   4.849748E-9
     3050.342   5.013920E-9
     3050.885   5.275113E-9
     3051.427   5.536243E-9
     3051.969   5.796488E-9
     3052.511   6.057256E-9
     3053.054   6.318078E-9
     3053.597   6.578602E-9
     3054.139   6.838242E-9
     3054.682   7.098521E-9
     3055.226   7.358735E-9
     3055.769   7.618770E-9
     3056.313   7.878737E-9
     3056.856   8.138522E-9
       3057.4   8.398129E-9
     3057.942   8.656850E-9
     3058.486   8.916209E-9
      3059.03   9.175383E-9
     3059.574   9.434491E-9
     3060.117   9.748950E-9
     3060.661   1.027002E-8
     3061.206   1.079072E-8
     3061.749   1.130965E-8
     3062.293   1.182986E-8
     3062.838   1.234969E-8
     3063.383   1.286917E-8
     3063.926   1.338711E-8
     3064.471   1.390609E-8
     3065.016   1.442493E-8
     3065.562   1.494340E-8
     3066.107   1.546174E-8
     3066.652   1.597971E-8
     3067.198   1.649732E-8
     3067.742   1.701316E-8
     3068.287   1.753027E-8
     3068.833   1.804723E-8
     3069.379   1.856383E-8
     3069.923   1.907844E-8
     3070.469   1.824629E-8
     3071.016   1.719465E-8
     3071.562   1.614327E-8
     3072.107   1.509591E-8
     3072.653   1.404600E-8
       3073.2   1.299635E-8
     3073.745   1.195072E-8
     3074.292   1.090208E-8
     3074.838   9.854174E-9
     3075.385   8.807008E-9
     3075.932   7.760111E-9
     3076.479   6.713954E-9
     3077.027   5.668069E-9
     3077.574   4.622923E-9
      3078.12   3.581777E-9
     3078.667   2.537643E-9
     3079.215   1.494251E-9
     3079.761  4.543887E-10
     3080.309            0.
     3080.857            0.
     3081.405            0.
     3081.951            0.
       3082.5            0.
     3083.048            0.
     3083.596            0.
     3084.143            0.
     3084.692            0.
     3085.241            0.
      3085.79            0.
     3086.338            0.
     3086.887            0.
     3087.437            0.
     3087.984            0.
     3088.533            0.
     3089.083            0.
     3089.632            0.
      3090.18  8.513657E-11
      3090.73  3.446893E-10
      3091.28  6.041694E-10
     3091.828  8.627700E-10
     3092.378   1.121988E-9
     3092.928   1.381018E-9
     3093.478   1.639858E-9
     3094.027   1.897822E-9
     3094.577   2.156514E-9
     3095.127   2.414903E-9
     3095.678   2.673331E-9
     3096.229   2.931456E-9
      3096.78   3.189504E-9
      3097.33   3.447365E-9
      3097.88   3.704349E-9
     3098.431   3.961944E-9
     3098.982   4.219462E-9
     3099.533   4.476790E-9
     3100.083   4.655893E-9
     3100.634   4.398284E-9
     3101.186   4.140519E-9
     3101.736   3.883287E-9
     3102.288   3.625100E-9
     3102.839   3.366759E-9
     3103.391   3.108149E-9
     3103.942   2.850185E-9
     3104.494   2.591151E-9
     3105.046   2.331962E-9
     3105.598   2.072618E-9
     3106.151   1.813004E-9
     3106.703   1.553235E-9
     3107.256   1.293195E-9
     3107.807   1.033805E-9
      3108.36  7.734552E-10
     3108.913  5.128348E-10
     3109.466  2.520587E-10
     3110.017            0.
     3110.571            0.
     3111.124            0.
     3111.677            0.
     3112.229            0.
     3112.783            0.
     3113.336            0.
     3113.888            0.
     3114.442            0.
     3114.996            0.
     3115.551            0.
     3116.105            0.
     3116.659            0.
     3117.213            0.
     3117.768            0.
     3118.321            0.
     3118.875            0.
      3119.43            0.
     3119.984            0.
     3120.539  2.556533E-10
     3121.094  5.193420E-10
     3121.649  7.831882E-10
     3122.202   1.046379E-9
     3122.758   1.310657E-9
     3123.313   1.575092E-9
     3123.869   1.839800E-9
     3124.425   2.104668E-9
     3124.979   2.368994E-9
     3125.535   2.634293E-9
     3126.091   2.899750E-9
     3126.647   3.165483E-9
     3127.203   3.431373E-9
     3127.759   3.697422E-9
     3128.314   3.962929E-9
      3128.87   4.229527E-9
     3129.427   4.496169E-9
     3129.983   4.763085E-9
     3130.539   4.772421E-9
     3131.095   4.773839E-9
     3131.652   4.775258E-9
     3132.208   4.776674E-9
     3132.765   4.778093E-9
     3133.322   4.779514E-9
      3133.88   4.780934E-9
     3134.437   4.782356E-9
     3134.993   4.783774E-9
     3135.551   4.785195E-9
     3136.108   4.786619E-9
     3136.666   4.788042E-9
     3137.224   4.789464E-9
     3137.782   4.790889E-9
     3138.339   4.792307E-9
     3138.897   4.793733E-9
     3139.455   4.795158E-9
     3140.014   4.796584E-9
     3140.571   4.798015E-9
     3141.129   4.799451E-9
     3141.688   4.800888E-9
     3142.247   4.802325E-9
     3142.804   4.803759E-9
     3143.363   4.805196E-9
     3143.922   4.806634E-9
      3144.48   4.808069E-9
     3145.041   4.809512E-9
     3145.599   4.810947E-9
     3146.158   4.812386E-9
     3146.718   4.813827E-9
     3147.278   4.815267E-9
     3147.837   4.816709E-9
     3148.396   4.818145E-9
     3148.956   4.819589E-9
     3149.516   4.821031E-9
     3150.076   4.969408E-9
     3150.635   6.048723E-9
     3151.195   7.132457E-9
     3151.756   8.216833E-9
     3152.316   9.301856E-9
     3152.875   1.038469E-8
     3153.436   1.147147E-8
     3153.997   1.255937E-8
     3154.557   1.364460E-8
     3155.119   1.473711E-8
     3155.681   1.582743E-8
      3156.24   1.691506E-8
     3156.802   1.800715E-8
     3157.363   1.909988E-8
     3157.925   2.019373E-8
     3158.487   2.128824E-8
     3159.047   2.238006E-8
     3159.609   2.347633E-8
     3160.171   2.407611E-8
     3160.731   2.353979E-8
     3161.293   2.300128E-8
     3161.856   2.246244E-8
     3162.418   2.192304E-8
     3162.979   2.138497E-8
     3163.542   2.084469E-8
     3164.104   2.030409E-8
     3164.667   1.976316E-8
      3165.23   1.922167E-8
     3165.793   1.867985E-8
     3166.356   1.813748E-8
     3166.918   1.759643E-8
     3167.481   1.705317E-8
     3168.045   1.650982E-8
     3168.608   1.596566E-8
     3169.172   1.542143E-8
     3169.734   1.487827E-8
     3170.298   1.433290E-8
     3170.862   1.378718E-8
     3171.424   1.324280E-8
     3171.988   1.269620E-8
     3172.552   1.214927E-8
     3173.115   1.160367E-8
     3173.679   1.105586E-8
     3174.244   1.050748E-8
     3174.809   9.958772E-9
     3175.374   9.409741E-9
     3175.938   8.860382E-9
     3176.503   8.310221E-9
     3177.067   7.761635E-9
     3177.632   7.210819E-9
     3178.197   6.659676E-9
     3178.762   6.107969E-9
     3179.328   5.555932E-9
     3179.892   5.005236E-9
     3180.457   5.124575E-9
     3181.023   5.403396E-9
     3181.587   5.681660E-9
     3182.153   5.960931E-9
     3182.719   6.240489E-9
     3183.285   6.520215E-9
      3183.85   6.799259E-9
     3184.416   7.079437E-9
     3184.983   7.359782E-9
     3185.549   7.640413E-9
     3186.116   7.921209E-9
     3186.683   8.202172E-9
      3187.25   8.483425E-9
     3187.815   8.763995E-9
     3188.382   9.045701E-9
     3188.949   9.327575E-9
     3189.516   9.609617E-9
     3190.083   9.809692E-9
     3190.649   9.533779E-9
     3191.217   9.256985E-9
     3191.783   8.980742E-9
     3192.351   8.703379E-9
     3192.918   8.425850E-9
     3193.486   8.148155E-9
     3194.053   7.871011E-9
     3194.621   7.592866E-9
     3195.189   7.314433E-9
     3195.758   7.035833E-9
     3196.326   6.757070E-9
     3196.895   6.478015E-9
     3197.463   6.198678E-9
      3198.03   5.920132E-9
     3198.599   5.640461E-9
     3199.168   5.360502E-9
     3199.737   5.080374E-9
     3200.306   4.800082E-9
     3200.874   4.520343E-9
     3201.443   4.239597E-9
     3202.011   3.959525E-9
     3202.581   3.678323E-9
      3203.15   3.396831E-9
      3203.72   3.115172E-9
     3204.288   2.834191E-9
     3204.858   2.552076E-9
     3205.428   2.269793E-9
     3205.999   1.987341E-9
     3206.569   1.704600E-9
     3207.139   1.421691E-9
      3207.71   1.138492E-9
     3208.279  8.559732E-10
     3208.849  5.723164E-10
      3209.42  2.884905E-10
     3209.991  4.495713E-12
     3210.562  2.797900E-10
     3211.131  5.633945E-10
     3211.703  8.481421E-10
     3212.274   1.133060E-9
     3212.844   1.417296E-9
     3213.415   1.702677E-9
     3213.987   1.988350E-9
     3214.557   2.273218E-9
     3215.128   2.559233E-9
       3215.7   2.845541E-9
     3216.272   3.132020E-9
     3216.844   3.418671E-9
     3217.417   3.705615E-9
     3217.989   3.992731E-9
     3218.562   4.280141E-9
     3219.132   4.566864E-9
     3219.705   4.854739E-9
     3220.278   4.864863E-9
     3220.851   4.579514E-9
     3221.422   4.294966E-9
     3221.995   4.009276E-9
     3222.568   3.723292E-9
     3223.139   3.437991E-9
     3223.713   3.151666E-9
     3224.286   2.865048E-9
      3224.86   2.578258E-9
     3225.432   2.292031E-9
     3226.005   2.004777E-9
     3226.579   1.717352E-9
     3227.153   1.429632E-9
     3227.727   1.141619E-9
     3228.302  8.534330E-10
     3228.876  5.650755E-10
     3229.448  2.774050E-10
     3230.023  1.141880E-11
     3230.597  3.005376E-10
     3231.172  5.897063E-10
     3231.745  8.783092E-10
      3232.32   1.168069E-9
     3232.895   1.458000E-9
     3233.468   1.747366E-9
     3234.043   2.037767E-9
     3234.619   2.328341E-9
     3235.194   2.619211E-9
     3235.768   2.909390E-9
     3236.343   3.200606E-9
     3236.919   3.492119E-9
     3237.495   3.783930E-9
     3238.071   4.075915E-9
     3238.647   4.368073E-9
     3239.223   4.660528E-9
     3239.797   4.952290E-9
     3240.374   5.245101E-9
      3240.95   5.538215E-9
     3241.527   5.831628E-9
     3242.101   6.124223E-9
     3242.678   6.417987E-9
     3243.255   6.712054E-9
     3243.832   7.006295E-9
     3244.407   7.299839E-9
     3244.984   7.594556E-9
     3245.562   7.889574E-9
     3246.137   8.183770E-9
     3246.714   8.479140E-9
     3247.292   8.774813E-9
      3247.87   9.070660E-9
     3248.447   9.366687E-9
     3249.025   9.663012E-9
     3249.603   9.959643E-9
     3250.179   1.025544E-8
     3250.758   1.055241E-8
     3251.336   1.084967E-8
     3251.914   1.114712E-8
     3252.491   1.144386E-8
      3253.07   1.174178E-8
     3253.648   1.203988E-8
     3254.227   1.233816E-8
     3254.804   1.263585E-8
     3255.383   1.293473E-8
     3255.962   1.323379E-8
      3256.54   1.353214E-8
     3257.119   1.383155E-8
       3257.7   1.413228E-8
     3258.278   1.443129E-8
     3258.857   1.473148E-8
     3259.437   1.503198E-8
     3260.017   1.534987E-8
     3260.597   1.624328E-8
     3261.175   1.713458E-8
     3261.755   1.802980E-8
     3262.335   1.892519E-8
     3262.914   1.981884E-8
     3263.494   2.071566E-8
     3264.075   2.161340E-8
     3264.655   2.251167E-8
     3265.236   2.341086E-8
     3265.815   2.430793E-8
     3266.396   2.520818E-8
     3266.977   2.610935E-8
     3267.556   2.700841E-8
     3268.138   2.791103E-8
     3268.719   2.881419E-8
     3269.301   2.971826E-8
     3269.882   3.062287E-8
     3270.464   2.986139E-8
     3271.045   2.867490E-8
     3271.627   2.748720E-8
     3272.208   2.630277E-8
      3272.79   2.511362E-8
     3273.372   2.392327E-8
     3273.952   2.273568E-8
     3274.535   2.154387E-8
     3275.117   2.035085E-8
       3275.7   1.915710E-8
     3276.281   1.796563E-8
     3276.864   1.676993E-8
     3277.446   1.557351E-8
     3278.028   1.437937E-8
     3278.611   1.318100E-8
     3279.196   1.197738E-8
     3279.777   1.078107E-8
     3280.361   1.237162E-8
     3280.944   1.568956E-8
     3281.528   1.901089E-8
     3282.112   2.233421E-8
     3282.694   2.564979E-8
     3283.278   2.897848E-8
     3283.862   3.230917E-8
     3284.444   3.563211E-8
     3285.028   3.896820E-8
     3285.613   4.230766E-8
     3286.197   4.564914E-8
      3286.78   4.898284E-8
     3287.365   5.232972E-8
     3287.949   5.567860E-8
     3288.532   5.901969E-8
     3289.117   6.237398E-8
     3289.704   6.574147E-8
     3290.289   6.579892E-8
     3290.873   6.248759E-8
     3291.458   5.916316E-8
     3292.044   5.583669E-8
     3292.629   5.250682E-8
     3293.215   4.917492E-8
     3293.799   4.585073E-8
     3294.385   4.251338E-8
     3294.969   3.918377E-8
     3295.555   3.584238E-8
     3296.142   3.249619E-8
     3296.728   2.914935E-8
     3297.312   2.580886E-8
     3297.899   2.245656E-8
     3298.486   1.910084E-8
     3299.073   1.574169E-8
     3299.657   1.239169E-8
     3300.246   1.017351E-8
     3300.833   9.564232E-9
     3301.419   8.956104E-9
     3302.006   8.345830E-9
     3302.593   7.734931E-9
     3303.181   7.123660E-9
     3303.768   6.511764E-9
     3304.356   5.899495E-9
     3304.942   5.288381E-9
     3305.528   4.677152E-9
     3306.116   4.063260E-9
     3306.704   3.448993E-9
     3307.292   2.834353E-9
     3307.879   2.221127E-9
     3308.467   1.605486E-9
     3309.056  9.892165E-10
     3309.645  3.725719E-10
     3310.231  2.426547E-10
     3310.822  8.620958E-10
     3311.411   1.480377E-9
     3311.998   2.096982E-9
     3312.587   2.716013E-9
     3313.177   3.335677E-9
     3313.766   3.955718E-9
     3314.355   4.576134E-9
     3314.945   5.197183E-9
     3315.533   5.816809E-9
     3316.123   6.438868E-9
     3316.711   7.059502E-9
     3317.301   7.682314E-9
     3317.891   8.305766E-9
     3318.479   8.927786E-9
      3319.07   9.552245E-9
      3319.66   1.017708E-8
      3320.25   1.027461E-8
     3320.839   9.656953E-9
     3321.432   9.035079E-9
     3322.023   8.414619E-9
     3322.614   7.793523E-9
     3323.203   7.174104E-9
     3323.794   6.552251E-9
     3324.385   5.929762E-9
     3324.977   5.306893E-9
     3325.568   4.683386E-9
      3326.16   4.059499E-9
      3326.75   3.437035E-9
     3327.339   2.814194E-9
     3327.931   2.188652E-9
     3328.523   1.562728E-9
     3329.115  9.364231E-10
     3329.706  3.115463E-10
     3330.298  1.578899E-10
     3330.891  4.718744E-10
     3331.481  7.850156E-10
     3332.076   1.100422E-9
     3332.668   1.415114E-9
     3333.261   1.729999E-9
     3333.852   2.044169E-9
     3334.445   2.359569E-9
     3335.039   2.675293E-9
     3335.632   2.991210E-9
     3336.225   3.307321E-9
     3336.819   3.623755E-9
      3337.41   3.939471E-9
     3338.002   4.255380E-9
     3338.596   4.572525E-9
      3339.19   4.889994E-9
     3339.784   5.207658E-9
     3340.376   5.724654E-9
      3340.97   6.359387E-9
     3341.565   6.994771E-9
     3342.159   7.630286E-9
     3342.753   8.266449E-9
     3343.348   8.903265E-9
     3343.943   9.540471E-9
     3344.536   1.017623E-8
     3345.131   1.081448E-8
     3345.726   1.145312E-8
     3346.321   1.209242E-8
     3346.916   1.273210E-8
     3347.512   1.337243E-8
     3348.105   1.401106E-8
     3348.701   1.465244E-8
     3349.295   1.529212E-8
     3349.891   1.593454E-8
     3350.486   1.553595E-8
     3351.081   1.490443E-8
     3351.677   1.427044E-8
     3352.273   1.363606E-8
     3352.869   1.300129E-8
     3353.466   1.236587E-8
     3354.062   1.172979E-8
     3354.659   1.109358E-8
     3355.256   1.045645E-8
     3355.851   9.821020E-9
     3356.448   9.183106E-9
     3357.045   8.544539E-9
     3357.642   7.905576E-9
     3358.239   7.266217E-9
     3358.834   6.628297E-9
     3359.432   5.987625E-9
     3360.028   5.378594E-9
     3360.625   5.380255E-9
     3361.223   5.381915E-9
     3361.819   5.383571E-9
     3362.417   5.385233E-9
     3363.015   5.386894E-9
     3363.614   5.388558E-9
     3364.212   5.390221E-9
     3364.811   5.391884E-9
     3365.409   5.393549E-9
     3366.008   5.395214E-9
     3366.605   5.396874E-9
     3367.204   5.398540E-9
     3367.802   5.400206E-9
     3368.402   5.401874E-9
     3369.001   5.403539E-9
     3369.598   5.405203E-9
     3370.198   5.406876E-9
     3370.797   5.408559E-9
     3371.395   5.410235E-9
     3371.995   5.411919E-9
     3372.594   5.413603E-9
     3373.192   5.415281E-9
     3373.792   5.416966E-9
     3374.393   5.418653E-9
     3374.993   5.420338E-9
     3375.593   5.422025E-9
     3376.194   5.423712E-9
     3376.794   5.425399E-9
     3377.393   5.427081E-9
     3377.994   5.428771E-9
     3378.595   5.430459E-9
     3379.196   5.432149E-9
     3379.797   5.433840E-9
     3380.396   5.435528E-9
     3380.998   5.437224E-9
     3381.599   5.438920E-9
     3382.201   5.440617E-9
       3382.8   5.442309E-9
     3383.402   5.444007E-9
     3384.002   5.445699E-9
     3384.604   5.447399E-9
     3385.206   5.449098E-9
     3385.808   5.450799E-9
     3386.411   5.452498E-9
     3387.013   5.454199E-9
     3387.615   5.455901E-9
     3388.216   5.457598E-9
     3388.819   5.459301E-9
     3389.422   5.461004E-9
     3390.025   5.462708E-9
     3390.628   5.464426E-9
     3391.229   5.466139E-9
     3391.832   5.467858E-9
     3392.436   5.469577E-9
     3393.039   5.471297E-9
     3393.641   5.473012E-9
     3394.244   5.474733E-9
     3394.846   5.476450E-9
      3395.45   5.478171E-9
     3396.054   5.479893E-9
      3396.66   5.481624E-9
     3397.263   5.483341E-9
     3397.867   5.485066E-9
     3398.471   5.486790E-9
     3399.076   5.488516E-9
     3399.681   5.490242E-9
     3400.283   5.491966E-9
     3400.888   5.493696E-9
     3401.493   5.495428E-9
     3402.098   5.497159E-9
     3402.702   5.498887E-9
     3403.307   5.500621E-9
     3403.912   5.502355E-9
     3404.518   5.504088E-9
     3405.122   5.505818E-9
     3405.727   5.507554E-9
     3406.331   5.509285E-9
     3406.937   5.511022E-9
     3407.543   5.512758E-9
     3408.149   5.514496E-9
     3408.756   5.516235E-9
     3409.362   5.517974E-9
     3409.969   5.519714E-9
     3410.575   5.521457E-9
     3411.182   5.523202E-9
     3411.787   5.524941E-9
     3412.394   5.526687E-9
     3413.001   5.528433E-9
     3413.606   5.530175E-9
     3414.213   5.531923E-9
     3414.821   5.533671E-9
     3415.428   5.535419E-9
     3416.033   5.537163E-9
     3416.641   5.538912E-9
     3417.247   5.540658E-9
     3417.855   5.542408E-9
     3418.463   5.544160E-9
     3419.071   5.545912E-9
     3419.679   5.547665E-9
     3420.288   5.549425E-9
     3420.896   5.551194E-9
     3421.505   5.552964E-9
     3422.113   5.554734E-9
      3422.72   5.556499E-9
     3423.329   5.558270E-9
     3423.938   5.560041E-9
     3424.545   5.561807E-9
     3425.154   5.563581E-9
     3425.763   5.565354E-9
     3426.373   5.567129E-9
      3426.98   5.568899E-9
      3427.59   5.570672E-9
     3428.198   5.572443E-9
     3428.808   5.574219E-9
     3429.418   5.575997E-9
      3430.03   5.594258E-9
     3430.638   5.935511E-9
     3431.248   6.277941E-9
     3431.858   6.620727E-9
     3432.469   6.963871E-9
      3433.08   7.307232E-9
      3433.69   7.650815E-9
     3434.299   7.993654E-9
      3434.91   8.337949E-9
     3435.519   8.681367E-9
      3436.13   9.026099E-9
     3436.742   9.371194E-9
     3437.353   9.716508E-9
     3437.962   1.006094E-8
     3438.574   1.040683E-8
     3439.184   1.075198E-8
     3439.796   1.109845E-8
     3440.407   1.098810E-8
     3441.021   1.064719E-8
     3441.632   1.030822E-8
     3442.244   9.967811E-9
     3442.856   9.627182E-9
     3443.469   9.286332E-9
     3444.081   8.945123E-9
     3444.694   8.603558E-9
     3445.307   8.261771E-9
     3445.917   7.920852E-9
     3446.529   7.579578E-9
     3447.142   7.236989E-9
     3447.755   6.894043E-9
     3448.368   6.550876E-9
      3448.98   6.208442E-9
     3449.593   5.864692E-9
     3450.207   5.637298E-9
     3450.819   5.639125E-9
     3451.433   5.640959E-9
     3452.048   5.642799E-9
     3452.661   5.644628E-9
     3453.275   5.646463E-9
     3453.889   5.648300E-9
     3454.503   5.650136E-9
     3455.118   5.651973E-9
     3455.733   5.653811E-9
     3456.347   5.655649E-9
      3456.96   5.657481E-9
     3457.573   5.659316E-9
     3458.188   5.661156E-9
     3458.803   5.662997E-9
     3459.419   5.664838E-9
     3460.032   5.648414E-9
     3460.648   5.301370E-9
     3461.263   4.954098E-9
     3461.879   4.606461E-9
     3462.493   4.259563E-9
     3463.111   3.910230E-9
     3463.725   3.562878E-9
     3464.341   3.214056E-9
     3464.957   2.865006E-9
     3465.574   2.515589E-9
      3466.19   2.165943E-9
     3466.807   1.816070E-9
     3467.423   1.465830E-9
      3468.04   1.115222E-9
     3468.653  7.666071E-10
      3469.27  4.155432E-10
     3469.887  6.411102E-11
     3470.505  2.875509E-10
     3471.122  6.395836E-10
     3471.738  9.907328E-10
     3472.355   1.343367E-9
     3472.973   1.696233E-9
     3473.589   2.048214E-9
     3474.208   2.402802E-9
     3474.827   2.756643E-9
     3475.443   3.109598E-9
     3476.061   3.463904E-9
     3476.679   3.818583E-9
     3477.298   4.173494E-9
     3477.916   4.528639E-9
     3478.535   4.884157E-9
     3479.154   5.240048E-9
     3479.771   5.595049E-9
     3480.388   6.172652E-9
     3481.007   6.884250E-9
     3481.626   7.596318E-9
     3482.246   8.309141E-9
     3482.863   9.020184E-9
     3483.483   9.734230E-9
     3484.102   1.044875E-8
     3484.722   1.116374E-8
     3485.342   1.187948E-8
     3485.962   1.259598E-8
      3486.58   1.331070E-8
       3487.2   1.402815E-8
     3487.821   1.474635E-8
     3488.441   1.546531E-8
     3489.062   1.618446E-8
     3489.682   1.690437E-8
     3490.303   1.675267E-8
     3490.922   1.568866E-8
     3491.543   1.462017E-8
     3492.162   1.355432E-8
     3492.783   1.248440E-8
     3493.405   1.141334E-8
     3494.024   1.034451E-8
     3494.646   9.271605E-9
     3495.267   8.197979E-9
     3495.889   7.123217E-9
     3496.511   6.047735E-9
     3497.133   4.971539E-9
     3497.753   3.897161E-9
     3498.375   2.819107E-9
     3498.998   1.739911E-9
      3499.62  6.595722E-10
     3500.242            0.
     3500.865            0.
     3501.488            0.
     3502.109            0.
     3502.732            0.
     3503.353            0.
     3503.976            0.
       3504.6            0.
     3505.221            0.
     3505.844            0.
     3506.468            0.
     3507.092            0.
     3507.716            0.
      3508.34            0.
     3508.964            0.
     3509.586            0.
      3510.21            0.
     3510.835            0.
     3511.459            0.
     3512.084            0.
     3512.709            0.
     3513.332            0.
     3513.957            0.
     3514.582            0.
     3515.205            0.
      3515.83            0.
     3516.454            0.
     3517.079            0.
     3517.705            0.
     3518.331            0.
     3518.957            0.
     3519.583            0.
     3520.208  1.220171E-10
     3520.833  4.875200E-10
     3521.459  8.545579E-10
     3522.085   1.221702E-9
     3522.712   1.589382E-9
     3523.339   1.957169E-9
     3523.965   2.325349E-9
      3524.59   2.692773E-9
     3525.217   3.061596E-9
     3525.844   3.430812E-9
     3526.472   3.800279E-9
     3527.097   4.168845E-9
     3527.722   4.537805E-9
      3528.35   4.908310E-9
     3528.978   5.278924E-9
     3529.605   5.650075E-9
     3530.233   5.746963E-9
     3530.861   5.379190E-9
     3531.489   5.011307E-9
     3532.115   4.644171E-9
     3532.744   4.275492E-9
     3533.372   3.906558E-9
     3534.001   3.537369E-9
     3534.629   3.167781E-9
     3535.258   2.797793E-9
     3535.887   2.427550E-9
     3536.514   2.058203E-9
     3537.143   1.687305E-9
     3537.772   1.316151E-9
       3538.4  9.457495E-10
     3539.027  5.750933E-10
     3539.657  2.030271E-10
     3540.287  1.695844E-10
     3540.916  5.423081E-10
     3541.546  9.154326E-10
     3542.176   1.288813E-9
     3542.806   1.662595E-9
     3543.435   2.035620E-9
     3544.065   2.410059E-9
     3544.697   2.785918E-9
     3545.326   3.159856E-9
     3545.957   3.535213E-9
     3546.587   3.910829E-9
     3547.218   4.286846E-9
     3547.847   4.662101E-9
     3548.478   5.038781E-9
      3549.11   5.415864E-9
     3549.741   5.793059E-9
     3550.368   5.949301E-9
        3551.   5.951363E-9
     3551.632   5.953425E-9
     3552.263   5.955490E-9
     3552.895   5.957554E-9
     3553.527   5.959620E-9
     3554.159   5.961686E-9
     3554.792   5.963753E-9
     3555.422   5.965815E-9
     3556.056   5.967890E-9
     3556.689   5.969959E-9
      3557.32   5.972022E-9
     3557.953   5.974092E-9
     3558.585   5.976165E-9
