WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f675w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.899037E-18
PIVWV    r 6717.723
BANDW    r 368.2787
TPEAK    r 0.01950591
EQUVW    r 22.51333
RECTW    r 1154.18
EMFLX    r 3.399852E-15
        1850.   6.510305E-7
      1850.33   6.303927E-7
     1850.659   6.097404E-7
     1850.989   5.889895E-7
     1851.319   5.681933E-7
      1851.65   5.473594E-7
      1851.98   5.264878E-7
      1852.31   5.055708E-7
      1852.64   4.846704E-7
     1852.971   4.636702E-7
     1853.301   4.426322E-7
     1853.631   4.216110E-7
     1853.962   4.004818E-7
     1854.292   3.793147E-7
     1854.623   3.581096E-7
     1854.954   3.368587E-7
     1855.284   3.156327E-7
     1855.615   2.942979E-7
     1855.946   2.729251E-7
     1856.276   2.515695E-7
     1856.608   2.301125E-7
     1856.939   2.086095E-7
     1857.269   1.871318E-7
     1857.602   1.654806E-7
     1857.933   1.438468E-7
     1858.264   1.222465E-7
     1858.595   1.005360E-7
     1858.927   7.877908E-8
     1859.258   5.704793E-8
     1859.589   3.520611E-8
     1859.921   1.332576E-8
     1860.252   8.707747E-9
     1860.585   9.486212E-9
     1860.917   1.026378E-8
     1861.248   1.104014E-8
      1861.58   1.182075E-8
     1861.912   1.260274E-8
     1862.243   1.338381E-8
     1862.576   1.416915E-8
     1862.908   1.495558E-8
      1863.24   1.574137E-8
     1863.573   1.653348E-8
     1863.904   1.732204E-8
     1864.237   1.811490E-8
      1864.57   1.890916E-8
     1864.901   1.970247E-8
     1865.234   2.049979E-8
     1865.567   2.129882E-8
     1865.899   2.209659E-8
     1866.232   2.289871E-8
     1866.566   2.370458E-8
     1866.898   2.450714E-8
     1867.231   2.531375E-8
     1867.564   2.612177E-8
     1867.896   2.692912E-8
      1868.23   2.774025E-8
     1868.563   2.855308E-8
     1868.895   2.936494E-8
     1869.229   3.018089E-8
     1869.562   3.099825E-8
     1869.896   3.181733E-8
      1870.23   3.667829E-8
     1870.563   4.338219E-8
     1870.896   5.007847E-8
      1871.23   5.680642E-8
     1871.564   6.355138E-8
     1871.897   7.028615E-8
     1872.231   7.705523E-8
     1872.565   8.383890E-8
     1872.899   9.063465E-8
     1873.233   9.744504E-8
     1873.566   1.042476E-7
     1873.901   1.110822E-7
     1874.235   1.179315E-7
     1874.568   1.247754E-7
     1874.903   1.316514E-7
     1875.237   1.385397E-7
     1875.572   1.454427E-7
     1875.907   1.523604E-7
     1876.241   1.592904E-7
     1876.575   1.662123E-7
      1876.91   1.731693E-7
     1877.245   1.801410E-7
     1877.579   1.871021E-7
     1877.914   1.941009E-7
     1878.249   2.011120E-7
     1878.584   2.081354E-7
     1878.919   2.151737E-7
     1879.254   2.221805E-7
     1879.589   2.292137E-7
     1879.924   2.362598E-7
      1880.26   2.410234E-7
     1880.594   2.451136E-7
      1880.93   2.492233E-7
     1881.265   2.533391E-7
     1881.601   2.574625E-7
     1881.937   2.615919E-7
     1882.272   2.657168E-7
     1882.607   2.698598E-7
     1882.943   2.740104E-7
     1883.278   2.781550E-7
     1883.614   2.823192E-7
      1883.95   2.864896E-7
     1884.286   2.906538E-7
     1884.623   2.948515E-7
     1884.959   2.990432E-7
     1885.294   3.032287E-7
     1885.631   3.074340E-7
     1885.967   3.116455E-7
     1886.303   3.158508E-7
     1886.639   3.200759E-7
     1886.976   3.243088E-7
     1887.312   3.285354E-7
     1887.648   3.327819E-7
     1887.985   3.370346E-7
     1888.322   3.412950E-7
     1888.659   3.455615E-7
     1888.995   3.498218E-7
     1889.332   3.541020E-7
     1889.669   3.583901E-7
     1890.006   3.625139E-7
     1890.343   3.577767E-7
     1890.681   3.530008E-7
     1891.017   3.482465E-7
     1891.355   3.434688E-7
     1891.692   3.386817E-7
     1892.029   3.339008E-7
     1892.366   3.290982E-7
     1892.704   3.242843E-7
     1893.041   3.194785E-7
     1893.378   3.146491E-7
     1893.716   3.098120E-7
     1894.054   3.049653E-7
     1894.392   3.001092E-7
      1894.73   2.952452E-7
     1895.067   2.903875E-7
     1895.405   2.855062E-7
     1895.744   2.806153E-7
     1896.081   2.757325E-7
     1896.419   2.708243E-7
     1896.757   2.659083E-7
     1897.096   2.609826E-7
     1897.434   2.560491E-7
     1897.772   2.511220E-7
     1898.111   2.461712E-7
     1898.449   2.412124E-7
     1898.787   2.362583E-7
     1899.126   2.312821E-7
     1899.465   2.262963E-7
     1899.802   2.213170E-7
     1900.143   2.164099E-7
     1900.482   2.116663E-7
      1900.82   2.069271E-7
     1901.159   2.021666E-7
     1901.498   1.973967E-7
     1901.836   1.926330E-7
     1902.176   1.878462E-7
     1902.515   1.830501E-7
     1902.854   1.782619E-7
     1903.194   1.734349E-7
     1903.534   1.686140E-7
     1903.872   1.637995E-7
     1904.212   1.589616E-7
     1904.552   1.541161E-7
     1904.891   1.492752E-7
      1905.23   1.444127E-7
      1905.57   1.395407E-7
     1905.909   1.346751E-7
      1906.25   1.297720E-7
      1906.59   1.248893E-7
      1906.93   1.199831E-7
      1907.27   1.150675E-7
     1907.609   1.101601E-7
      1907.95   1.052290E-7
      1908.29   1.002885E-7
     1908.631   9.533857E-8
      1908.97   9.039688E-8
     1909.312   8.541546E-8
     1909.651   8.045660E-8
     1909.992   7.547221E-8
     1910.333   7.480910E-8
     1910.673   7.424673E-8
     1911.014   7.368136E-8
     1911.355   7.311485E-8
     1911.695   7.254919E-8
     1912.036   7.198074E-8
     1912.378   7.140930E-8
     1912.718   7.084033E-8
      1913.06   7.026878E-8
     1913.401   6.969586E-8
     1913.741   6.912381E-8
     1914.083   6.854895E-8
     1914.424   6.797291E-8
     1914.765   6.739756E-8
     1915.107   6.681938E-8
     1915.448   6.624025E-8
      1915.79   6.565993E-8
     1916.132   6.507841E-8
     1916.473   6.449782E-8
     1916.815   6.391437E-8
     1917.157   6.332974E-8
     1917.498   6.274583E-8
      1917.84   6.215905E-8
     1918.182   6.157128E-8
     1918.524   6.098237E-8
     1918.867   6.039244E-8
     1919.209   5.980134E-8
     1919.551   5.921095E-8
     1919.893   5.861769E-8
     1920.236   5.733891E-8
     1920.577   5.575167E-8
      1920.92   5.415622E-8
     1921.263   5.255821E-8
     1921.605   5.095764E-8
     1921.948   4.935396E-8
     1922.291   4.774773E-8
     1922.633   4.614352E-8
     1922.976   4.453101E-8
     1923.319   4.291597E-8
     1923.661   4.130354E-8
     1924.005   3.968281E-8
     1924.348   3.805892E-8
     1924.692   3.643248E-8
     1925.035   3.480347E-8
     1925.377   3.317653E-8
     1925.721   3.154122E-8
     1926.064   2.990393E-8
     1926.407   2.826816E-8
     1926.751   2.662456E-8
     1927.095   2.497781E-8
     1927.438   2.333376E-8
     1927.782   2.167658E-8
