WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,fuvmama,f25lya
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.129422E-15
PIVWV    r 1242.815
BANDW    r 60.47555
TPEAK    r 0.003188491
EQUVW    r 0.3124186
RECTW    r 97.98322
EMFLX    r 1.606197E-13
        1150.   1.958305E-4
     1150.259   2.021604E-4
     1150.519   2.086196E-4
     1150.779   2.152094E-4
     1151.038   2.219341E-4
     1151.299   2.288447E-4
     1151.558   2.358754E-4
     1151.818   2.430197E-4
     1152.078   2.503287E-4
     1152.338   2.578004E-4
     1152.598   2.654110E-4
     1152.858   2.731654E-4
     1153.118   2.810715E-4
     1153.378   2.891373E-4
     1153.639   2.973673E-4
     1153.899   3.057242E-4
      1154.16   3.142459E-4
      1154.42   3.229186E-4
     1154.681   3.317459E-4
     1154.941   3.407290E-4
     1155.202   3.498685E-4
     1155.462   3.591634E-4
     1155.723   3.686185E-4
     1155.984   3.782306E-4
     1156.245   3.879973E-4
     1156.506   3.979275E-4
     1156.767   4.080186E-4
     1157.028   4.182697E-4
     1157.289   4.286701E-4
      1157.55   4.392348E-4
     1157.811   4.499700E-4
     1158.072   4.608613E-4
     1158.334   4.719234E-4
     1158.596   4.831337E-4
     1158.857   4.945085E-4
     1159.119   5.060406E-4
      1159.38   5.177092E-4
     1159.642   5.295613E-4
     1159.903   5.415530E-4
     1160.165   5.526475E-4
     1160.427   5.632337E-4
     1160.689   5.739759E-4
     1160.951   5.848299E-4
     1161.213   5.957409E-4
     1161.475   6.067662E-4
     1161.737   6.179341E-4
     1161.999   6.292300E-4
     1162.261   6.405499E-4
     1162.524   6.520074E-4
     1162.786   6.635983E-4
     1163.049   6.753266E-4
     1163.311   6.870333E-4
     1163.573   6.989062E-4
     1163.836   7.109133E-4
     1164.099   7.229984E-4
     1164.361   7.351281E-4
     1164.624   7.473915E-4
     1164.887   7.597954E-4
      1165.15   7.722307E-4
     1165.413   7.847457E-4
     1165.676   7.973653E-4
     1165.939   8.101249E-4
     1166.202   8.228613E-4
     1166.465   8.356886E-4
     1166.729   8.486484E-4
     1166.992   8.617479E-4
     1167.255   8.747588E-4
     1167.519   8.878993E-4
     1167.782   9.011715E-4
     1168.046   9.145363E-4
     1168.309   9.278117E-4
     1168.573   9.412226E-4
     1168.837   9.547631E-4
       1169.1   9.683347E-4
     1169.364   9.818620E-4
     1169.628   9.955222E-4
     1169.892    0.00100931
     1170.157   0.001023618
     1170.421   0.001038269
     1170.685   0.001053055
     1170.949   0.001067991
     1171.213   0.001082823
     1171.477   0.001097783
     1171.741   0.001112882
     1172.006    0.00112811
      1172.27   0.001143225
     1172.535   0.001158512
       1172.8   0.001173902
     1173.064   0.001189372
     1173.329   0.001204809
     1173.594   0.001220381
     1173.859   0.001236091
     1174.124   0.001251836
     1174.389   0.001267603
     1174.654   0.001283505
     1174.919   0.001299542
     1175.184   0.001315575
     1175.449   0.001331674
     1175.714   0.001347907
     1175.979   0.001364267
     1176.245   0.001380603
      1176.51   0.001397059
     1176.776   0.001413633
     1177.041   0.001430326
     1177.308   0.001447061
     1177.573   0.001463883
     1177.839   0.001480839
     1178.105   0.001497871
     1178.371    0.00151496
     1178.637   0.001532182
     1178.902   0.001549522
     1179.169   0.001566934
     1179.434   0.001584382
       1179.7   0.001602004
     1179.967   0.001619801
     1180.233   0.001635127
       1180.5   0.001650175
     1180.766   0.001665329
     1181.032    0.00168056
     1181.299   0.001695852
     1181.565   0.001711228
     1181.832    0.00172671
     1182.099    0.00174231
     1182.366    0.00175795
     1182.633   0.001773683
     1182.899    0.00178948
     1183.166   0.001805416
     1183.433   0.001821447
       1183.7   0.001837579
     1183.967   0.001853805
     1184.234   0.001870132
     1184.502   0.001886553
      1184.77   0.001903116
     1185.037   0.001919731
     1185.304   0.001936416
     1185.572   0.001953211
     1185.839   0.001970096
     1186.107   0.001987055
     1186.375   0.002004075
     1186.642   0.002021191
      1186.91   0.002038412
     1187.178    0.00205566
     1187.446   0.002072969
     1187.714   0.002090382
     1187.982     0.0021079
      1188.25   0.002125381
     1188.518   0.002142957
     1188.786   0.002160629
     1189.054   0.002178359
     1189.323    0.00219604
     1189.592   0.002213864
      1189.86   0.002231744
     1190.129   0.002249319
     1190.397   0.002266533
     1190.666   0.002283826
     1190.935   0.002301204
     1191.203   0.002318427
     1191.472   0.002335698
      1191.74   0.002353046
      1192.01   0.002370505
     1192.279   0.002387707
     1192.548   0.002404981
     1192.817   0.002422336
     1193.086   0.002439641
     1193.355   0.002456753
     1193.625   0.002473943
     1193.894    0.00249121
     1194.164     0.0025083
     1194.433   0.002525297
     1194.703   0.002542369
     1194.972   0.002559514
     1195.242   0.002576318
     1195.511   0.002593137
     1195.781   0.002610026
     1196.051   0.002626876
     1196.321   0.002643357
     1196.591   0.002659902
     1196.862   0.002676542
     1197.132   0.002692928
     1197.402   0.002709071
     1197.672   0.002725265
     1197.942   0.002741518
     1198.213    0.00275735
     1198.483   0.002773096
     1198.753   0.002788889
     1199.024   0.002804675
     1199.295   0.002819894
     1199.565   0.002835152
     1199.836    0.00285045
     1200.107   0.002863836
     1200.377   0.002874233
     1200.648   0.002884644
     1200.919   0.002895069
      1201.19   0.002904968
     1201.461   0.002914649
     1201.733   0.002924361
     1202.004   0.002934047
     1202.275   0.002942968
     1202.547   0.002951896
     1202.818   0.002960827
     1203.089   0.002969471
      1203.36   0.002977586
     1203.632   0.002985702
     1203.904   0.002993816
     1204.176   0.003001457
     1204.448   0.003008809
     1204.719   0.003016158
     1204.991   0.003023498
     1205.263   0.003030144
     1205.535   0.003036758
     1205.807   0.003043362
     1206.079    0.00304975
     1206.351   0.003055631
     1206.624   0.003061495
     1206.896   0.003067341
     1207.168   0.003072743
     1207.441    0.00307786
     1207.713   0.003082955
     1207.986   0.003088026
     1208.258   0.003092495
     1208.531   0.003096906
     1208.804    0.00310129
     1209.077   0.003105494
      1209.35   0.003109241
     1209.623    0.00311296
     1209.896   0.003116647
     1210.169    0.00312051
     1210.442   0.003124466
     1210.715   0.003128386
     1210.988   0.003132269
     1211.261   0.003135612
     1211.535   0.003138891
     1211.808   0.003142128
     1212.082   0.003145181
     1212.355   0.003147854
     1212.629   0.003150481
     1212.902   0.003153064
     1213.176   0.003154922
      1213.45   0.003156354
     1213.724   0.003157731
     1213.998   0.003159058
     1214.272   0.003161759
     1214.546   0.003164426
     1214.819   0.003167042
     1215.094   0.003169494
     1215.368   0.003171653
     1215.642   0.003173767
     1215.916   0.003175833
     1216.191   0.003177603
     1216.466   0.003179219
      1216.74    0.00318078
     1217.015   0.003182273
      1217.29   0.003183385
     1217.564   0.003184446
     1217.839   0.003185454
     1218.114   0.003186292
     1218.389    0.00318691
     1218.664   0.003187473
     1218.939   0.003187981
     1219.214   0.003188244
     1219.489   0.003188396
     1219.764   0.003188491
     1220.039   0.003187185
     1220.315   0.003177786
      1220.59   0.003168375
     1220.865   0.003158953
     1221.141    0.00314941
     1221.417   0.003139728
     1221.693   0.003130056
     1221.968   0.003120375
     1222.244   0.003110515
      1222.52   0.003100623
     1222.796   0.003090717
     1223.072   0.003080752
     1223.347   0.003070679
     1223.623   0.003060564
       1223.9   0.003050415
     1224.176   0.003040166
     1224.452   0.003029845
     1224.729   0.003019513
     1225.005   0.003009163
     1225.281   0.002998661
     1225.558   0.002988149
     1225.834   0.002977625
     1226.111   0.002967036
     1226.388   0.002956331
     1226.665   0.002945638
     1226.941   0.002934958
     1227.218   0.002924148
     1227.495   0.002913298
     1227.772   0.002902437
     1228.049   0.002891543
     1228.326   0.002880556
     1228.604   0.002869553
     1228.881   0.002858515
     1229.159   0.002847439
     1229.436   0.002836316
     1229.714   0.002825178
     1229.991   0.002814029
     1230.269   0.002802411
     1230.546    0.00279077
     1230.824   0.002779117
     1231.102   0.002767438
     1231.379   0.002755713
     1231.657   0.002743981
     1231.935   0.002732237
     1232.213   0.002720457
     1232.491   0.002708656
     1232.769   0.002696848
     1233.047   0.002685024
     1233.326   0.002673172
     1233.604   0.002661312
     1233.882   0.002649445
     1234.161   0.002637538
      1234.44   0.002625644
     1234.719   0.002613743
     1234.997   0.002601834
     1235.276   0.002589924
     1235.554   0.002578033
     1235.833   0.002566104
     1236.112   0.002554174
     1236.391   0.002542227
      1236.67   0.002530294
     1236.949   0.002518353
     1237.229   0.002506435
     1237.508   0.002494518
     1237.787   0.002482594
     1238.066   0.002470673
     1238.346   0.002458793
     1238.625   0.002446905
     1238.905   0.002435006
     1239.184   0.002423148
     1239.464   0.002411305
     1239.743   0.002399453
     1240.023   0.002387558
     1240.303   0.002375311
     1240.583   0.002363055
     1240.863   0.002350798
     1241.143   0.002338593
     1241.424    0.00232641
     1241.704   0.002314252
     1241.984   0.002302092
     1242.264    0.00229005
     1242.545   0.002278008
     1242.825   0.002265965
     1243.105   0.002253972
     1243.386   0.002242059
     1243.666   0.002230145
     1243.946   0.002218249
     1244.228   0.002206422
     1244.509   0.002194649
     1244.789   0.002182868
      1245.07   0.002171134
     1245.351   0.002159542
     1245.632   0.002147943
     1245.913   0.002136337
     1246.194   0.002124862
     1246.476   0.002113414
     1246.758   0.002101984
     1247.039   0.002090584
      1247.32   0.002079344
     1247.602   0.002068108
     1247.883   0.002056889
     1248.164   0.002045763
     1248.446   0.002034724
     1248.728    0.00202368
     1249.009    0.00201264
     1249.292   0.002001762
     1249.574   0.001990911
     1249.856   0.001980054
     1250.138   0.001969056
      1250.42    0.00195792
     1250.702   0.001946788
     1250.984   0.001935654
     1251.267   0.001924706
     1251.549   0.001913772
     1251.831   0.001902841
     1252.114   0.001891993
     1252.396   0.001881267
     1252.679   0.001870544
     1252.962   0.001859821
     1253.245   0.001849264
     1253.527   0.001838731
      1253.81   0.001828201
     1254.093   0.001817732
     1254.377   0.001807365
      1254.66   0.001797024
     1254.943   0.001786685
     1255.226   0.001776504
     1255.509   0.001766367
     1255.793   0.001756228
     1256.076   0.001746142
     1256.359   0.001736192
     1256.643   0.001726241
     1256.927   0.001716294
      1257.21   0.001706482
     1257.494   0.001696717
     1257.778   0.001686951
     1258.062   0.001677227
     1258.345   0.001667642
     1258.629   0.001658061
     1258.913   0.001648482
     1259.198   0.001638912
     1259.482   0.001629331
     1259.766   0.001619773
      1260.05   0.001610199
     1260.334   0.001600415
     1260.619   0.001590643
     1260.903   0.001580869
     1261.188   0.001571221
     1261.472    0.00156164
     1261.757   0.001552063
     1262.042   0.001542496
     1262.327   0.001533118
     1262.612   0.001523743
     1262.897   0.001514376
     1263.182   0.001505129
     1263.467   0.001495951
     1263.752   0.001486775
     1264.037   0.001477629
     1264.323   0.001468635
     1264.608   0.001459648
     1264.893   0.001450664
     1265.179   0.001441795
     1265.464   0.001432992
      1265.75   0.001424197
     1266.035   0.001415426
     1266.321   0.001406818
     1266.607   0.001398213
     1266.893   0.001389616
     1267.179   0.001381101
     1267.465   0.001372672
     1267.751   0.001364249
     1268.037   0.001355854
     1268.323   0.001347602
      1268.61   0.001339353
     1268.895   0.001331132
     1269.182      0.001323
     1269.468   0.001314936
     1269.755   0.001306858
     1270.042    0.00129881
     1270.328   0.001290827
     1270.615   0.001282844
     1270.902   0.001274869
     1271.188   0.001267002
     1271.475    0.00125919
     1271.762   0.001251386
     1272.049   0.001243612
     1272.337   0.001235953
     1272.623   0.001228334
      1272.91   0.001220705
     1273.198    0.00121319
     1273.485   0.001205728
     1273.772   0.001198273
      1274.06   0.001190852
     1274.347   0.001183551
     1274.635   0.001176257
     1274.923   0.001168949
     1275.211   0.001161767
     1275.499   0.001154626
     1275.786   0.001147495
     1276.074   0.001140404
     1276.362   0.001133432
      1276.65   0.001126467
     1276.938   0.001119505
     1277.227   0.001112656
     1277.515   0.001105842
     1277.803   0.001099035
     1278.091   0.001092274
      1278.38   0.001085609
     1278.668    0.00107895
     1278.957   0.001072294
     1279.245    0.00106576
     1279.534   0.001059249
     1279.823   0.001052745
     1280.112   0.001046259
     1280.401   0.001039846
      1280.69   0.001033436
     1280.979    0.00102703
     1281.267   0.001020763
     1281.557   0.001014479
     1281.846   0.001008231
     1282.135   0.001002029
     1282.424   9.959002E-4
     1282.714   9.897597E-4
     1283.004   9.836429E-4
     1283.293   9.776622E-4
     1283.583   9.716829E-4
     1283.873   9.657095E-4
     1284.162   9.598096E-4
     1284.452   9.539661E-4
     1284.742   9.481284E-4
     1285.032   9.423072E-4
     1285.322   9.365932E-4
     1285.612   9.308848E-4
     1285.902   9.251825E-4
     1286.192   9.195629E-4
     1286.482   9.139872E-4
     1286.773   9.084172E-4
     1287.063   9.028761E-4
     1287.354   8.974324E-4
     1287.644   8.919922E-4
     1287.935   8.865439E-4
     1288.226   8.811972E-4
     1288.517   8.758801E-4
     1288.807   8.705665E-4
     1289.098   8.652937E-4
     1289.389   8.600939E-4
      1289.68   8.548973E-4
     1289.971   8.497061E-4
     1290.261   8.446181E-4
     1290.553   8.395194E-4
     1290.844   8.344393E-4
     1291.136   8.294082E-4
     1291.427   8.244389E-4
     1291.719   8.194712E-4
      1292.01   8.145142E-4
     1292.302   8.096526E-4
     1292.593   8.047963E-4
     1292.885   7.999452E-4
     1293.177   7.951460E-4
     1293.469   7.904012E-4
     1293.761   7.856616E-4
     1294.053   7.809450E-4
     1294.344   7.763220E-4
     1294.636   7.716941E-4
     1294.928   7.670693E-4
     1295.221   7.625158E-4
     1295.513   7.579875E-4
     1295.805   7.534662E-4
     1296.099   7.489640E-4
     1296.391   7.445362E-4
     1296.683   7.401134E-4
     1296.976   7.356934E-4
     1297.269   7.313623E-4
     1297.562   7.270436E-4
     1297.854   7.227297E-4
     1298.147   7.184584E-4
      1298.44   7.142348E-4
     1298.733   7.100140E-4
     1299.026   7.058033E-4
     1299.319   7.016686E-4
     1299.613   6.975387E-4
     1299.906   6.934131E-4
     1300.199   6.893351E-4
     1300.492   6.852829E-4
     1300.786   6.812337E-4
     1301.079   6.772089E-4
     1301.374   6.732364E-4
     1301.667   6.692766E-4
     1301.961   6.653214E-4
     1302.255   6.614315E-4
     1302.549   6.575555E-4
     1302.843   6.536824E-4
     1303.137   6.498466E-4
      1303.43   6.460607E-4
     1303.725   6.422589E-4
     1304.019   6.384755E-4
     1304.313   6.347636E-4
     1304.608   6.310541E-4
     1304.902   6.273476E-4
     1305.197   6.236777E-4
     1305.491   6.200267E-4
     1305.786   6.163798E-4
      1306.08   6.127521E-4
     1306.375   6.091706E-4
      1306.67   6.055934E-4
     1306.965   6.020113E-4
      1307.26   5.985054E-4
     1307.555   5.950009E-4
      1307.85   5.915004E-4
     1308.145   5.880333E-4
      1308.44   5.845978E-4
     1308.735   5.811678E-4
     1309.031   5.777362E-4
     1309.327   5.743690E-4
     1309.622   5.710028E-4
     1309.918   5.676408E-4
     1310.213   5.643266E-4
     1310.509   5.610318E-4
     1310.805   5.577394E-4
       1311.1   5.544703E-4
     1311.396   5.512414E-4
     1311.692   5.480162E-4
     1311.988   5.447947E-4
     1312.284   5.416237E-4
      1312.58   5.384583E-4
     1312.877   5.352966E-4
     1313.173   5.321671E-4
     1313.469   5.290627E-4
     1313.766   5.259593E-4
     1314.062   5.228723E-4
     1314.359   5.198232E-4
     1314.656   5.167839E-4
     1314.953   5.137482E-4
     1315.249   5.107577E-4
     1315.546   5.077788E-4
     1315.843   5.048022E-4
     1316.139   5.018581E-4
     1316.436   4.989360E-4
     1316.733   4.960173E-4
      1317.03   4.931059E-4
     1317.328   4.902343E-4
     1317.625   4.873733E-4
     1317.923   4.845144E-4
      1318.22   4.816975E-4
     1318.518   4.788962E-4
     1318.815   4.760980E-4
     1319.113   4.733201E-4
     1319.411   4.705738E-4
     1319.708   4.678306E-4
     1320.006   4.650917E-4
     1320.304   4.624003E-4
     1320.602   4.597108E-4
       1320.9   4.570246E-4
     1321.198   4.543727E-4
     1321.496   4.517402E-4
     1321.794   4.491096E-4
     1322.093   4.464957E-4
     1322.391   4.439176E-4
      1322.69   4.413362E-4
     1322.988   4.387631E-4
     1323.287   4.362352E-4
     1323.586   4.337121E-4
     1323.884   4.311909E-4
     1324.183   4.287009E-4
     1324.482   4.262306E-4
     1324.781   4.237632E-4
      1325.08   4.213101E-4
     1325.379   4.188926E-4
     1325.678   4.164779E-4
     1325.977   4.140660E-4
     1326.276   4.116955E-4
     1326.575   4.093320E-4
     1326.875   4.069694E-4
     1327.174   4.046354E-4
     1327.474   4.023199E-4
     1327.773   4.000072E-4
     1328.073   3.977025E-4
     1328.373   3.954390E-4
     1328.673   3.931774E-4
     1328.973   3.909183E-4
     1329.273   3.887006E-4
     1329.572   3.864949E-4
     1329.872   3.842856E-4
     1330.172   3.821040E-4
     1330.473   3.799376E-4
     1330.773   3.777790E-4
     1331.073   3.756310E-4
     1331.374   3.735170E-4
     1331.674   3.714044E-4
     1331.975   3.692936E-4
     1332.275   3.672247E-4
     1332.576   3.651612E-4
     1332.877   3.631000E-4
     1333.177   3.610633E-4
     1333.478   3.590439E-4
     1333.779   3.570269E-4
      1334.08   3.550225E-4
     1334.381   3.530471E-4
     1334.682   3.510748E-4
     1334.983   3.491040E-4
     1335.285   3.471731E-4
     1335.586   3.452459E-4
     1335.888   3.433162E-4
      1336.19   3.414174E-4
     1336.491   3.395340E-4
     1336.793   3.376523E-4
     1337.094   3.357840E-4
     1337.396   3.339424E-4
     1337.698   3.321029E-4
        1338.   3.302649E-4
     1338.301   3.284704E-4
     1338.603   3.266728E-4
     1338.905   3.248767E-4
     1339.208   3.231044E-4
      1339.51   3.213502E-4
     1339.812   3.195974E-4
     1340.115   3.178520E-4
     1340.417   3.161186E-4
     1340.719   3.143866E-4
     1341.022   3.126587E-4
     1341.325   3.109644E-4
     1341.628   3.092682E-4
     1341.931   3.075776E-4
     1342.234   3.059166E-4
     1342.536   3.042701E-4
     1342.839   3.026211E-4
     1343.142   3.009897E-4
     1343.445   2.993776E-4
     1343.748   2.977669E-4
     1344.051   2.961637E-4
     1344.354   2.945895E-4
     1344.659   2.930128E-4
     1344.962   2.914414E-4
     1345.266   2.899005E-4
     1345.569   2.883653E-4
     1345.873   2.868312E-4
     1346.177   2.853185E-4
      1346.48   2.838216E-4
     1346.784   2.823261E-4
     1347.088   2.808407E-4
     1347.392   2.793789E-4
     1347.696   2.779184E-4
        1348.   2.764599E-4
     1348.304   2.750324E-4
     1348.609   2.736069E-4
     1348.913   2.721825E-4
     1349.217   2.707824E-4
     1349.522   2.693932E-4
     1349.826   2.680053E-4
     1350.132   2.666215E-4
     1350.436   2.652500E-4
     1350.741   2.638803E-4
     1351.046   2.625157E-4
      1351.35   2.611766E-4
     1351.655   2.598360E-4
     1351.961   2.584941E-4
     1352.265   2.571842E-4
     1352.571   2.558729E-4
     1352.876   2.545661E-4
     1353.181   2.532782E-4
     1353.487   2.520037E-4
     1353.792   2.507305E-4
     1354.098   2.494670E-4
     1354.403   2.482233E-4
     1354.709   2.469814E-4
     1355.015   2.457414E-4
      1355.32   2.445279E-4
     1355.627   2.433132E-4
     1355.932   2.421054E-4
     1356.238   2.409175E-4
     1356.544   2.397373E-4
      1356.85   2.385588E-4
     1357.156   2.373938E-4
     1357.463   2.362431E-4
     1357.769   2.350931E-4
     1358.076   2.339479E-4
     1358.382   2.328251E-4
     1358.689   2.317035E-4
     1358.996   2.305830E-4
     1359.302   2.294884E-4
     1359.609   2.283953E-4
     1359.916   2.273037E-4
     1360.223   2.262074E-4
      1360.53   2.251103E-4
     1360.837   2.240149E-4
     1361.144   2.229317E-4
     1361.451   2.218618E-4
     1361.758   2.207931E-4
     1362.065   2.197308E-4
     1362.373   2.186870E-4
      1362.68   2.176444E-4
     1362.988   2.166036E-4
     1363.295   2.155867E-4
     1363.604   2.145692E-4
     1363.911   2.135562E-4
     1364.219   2.125586E-4
     1364.527   2.115686E-4
     1364.834   2.105826E-4
     1365.142   2.096045E-4
     1365.451   2.086362E-4
     1365.758   2.076741E-4
     1366.066   2.067156E-4
     1366.375   2.057741E-4
     1366.684   2.048319E-4
     1366.992   2.038934E-4
     1367.301   2.029754E-4
     1367.609   2.020593E-4
     1367.918   2.011440E-4
     1368.226   2.002439E-4
     1368.535   1.993494E-4
     1368.844   1.984567E-4
     1369.153   1.975736E-4
     1369.462   1.967010E-4
     1369.771   1.958298E-4
      1370.08   1.949653E-4
     1370.389   1.941177E-4
     1370.698   1.932716E-4
     1371.008   1.924269E-4
     1371.317   1.915995E-4
     1371.627   1.907734E-4
     1371.936   1.899486E-4
     1372.246   1.891356E-4
     1372.556   1.883288E-4
     1372.866   1.875232E-4
     1373.176   1.867279E-4
     1373.485   1.859406E-4
     1373.795   1.851546E-4
     1374.105   1.843751E-4
     1374.415   1.836070E-4
     1374.726   1.828397E-4
     1375.036   1.820754E-4
     1375.346   1.813247E-4
     1375.656   1.805749E-4
     1375.967   1.798263E-4
     1376.277   1.790913E-4
     1376.588   1.783586E-4
     1376.899   1.776269E-4
     1377.209   1.769060E-4
      1377.52   1.761907E-4
     1377.832   1.754746E-4
     1378.142   1.747689E-4
     1378.453   1.740696E-4
     1378.765   1.733693E-4
     1379.075   1.726764E-4
     1379.386   1.719918E-4
     1379.697   1.713084E-4
     1380.009   1.706258E-4
     1380.321   1.699515E-4
     1380.632   1.692796E-4
     1380.944   1.686087E-4
     1381.256   1.679482E-4
     1381.567   1.672909E-4
     1381.879   1.666343E-4
     1382.191   1.659850E-4
     1382.503   1.653407E-4
     1382.815   1.646975E-4
     1383.127   1.640590E-4
     1383.439   1.634280E-4
     1383.751   1.627974E-4
     1384.063   1.621700E-4
     1384.376   1.615518E-4
     1384.688   1.609343E-4
        1385.   1.603176E-4
     1385.313   1.597107E-4
     1385.626   1.591046E-4
     1385.939   1.584978E-4
     1386.252   1.579003E-4
     1386.565   1.573055E-4
     1386.878   1.567111E-4
      1387.19   1.561230E-4
     1387.504   1.555386E-4
     1387.817   1.549552E-4
     1388.129   1.543772E-4
     1388.442   1.538032E-4
     1388.755   1.532301E-4
      1389.07   1.526576E-4
     1389.383   1.520928E-4
     1389.697   1.515289E-4
      1390.01   1.509659E-4
     1390.324   1.504120E-4
     1390.638   1.498589E-4
     1390.951   1.493068E-4
     1391.265   1.487603E-4
      1391.58   1.482144E-4
     1391.893   1.476718E-4
     1392.207   1.471323E-4
     1392.522   1.465941E-4
     1392.836   1.460592E-4
      1393.15   1.455259E-4
     1393.464   1.449960E-4
     1393.779   1.444667E-4
     1394.093   1.439396E-4
     1394.408   1.434166E-4
     1394.723   1.428930E-4
     1395.038   1.423716E-4
     1395.353   1.418547E-4
     1395.668   1.413382E-4
     1395.983   1.408225E-4
     1396.298   1.403109E-4
     1396.613   1.398000E-4
     1396.928   1.392900E-4
     1397.243   1.387830E-4
     1397.559   1.382775E-4
     1397.874   1.377727E-4
     1398.189   1.372701E-4
     1398.505   1.367691E-4
      1398.82   1.362688E-4
     1399.136   1.357703E-4
     1399.452   1.352742E-4
     1399.768   1.347787E-4
     1400.083   1.342732E-4
       1400.4   1.337383E-4
     1400.716   1.332054E-4
     1401.032   1.326739E-4
     1401.348   1.321457E-4
     1401.665   1.316183E-4
      1401.98   1.310934E-4
     1402.297   1.305706E-4
     1402.613   1.300491E-4
      1402.93   1.295270E-4
     1403.247   1.290093E-4
     1403.563   1.284931E-4
      1403.88   1.279778E-4
     1404.197   1.274651E-4
     1404.514   1.269545E-4
     1404.831   1.264445E-4
     1405.148   1.259369E-4
     1405.465   1.254317E-4
     1405.782   1.249274E-4
     1406.099   1.244247E-4
     1406.417   1.239235E-4
     1406.734   1.234257E-4
     1407.051   1.229278E-4
     1407.369   1.224331E-4
     1407.686   1.219394E-4
     1408.004   1.214464E-4
     1408.322   1.209574E-4
      1408.64   1.204678E-4
     1408.958   1.199804E-4
     1409.276   1.194959E-4
     1409.594   1.190127E-4
     1409.912   1.185305E-4
      1410.23   1.180534E-4
     1410.549   1.175789E-4
     1410.867   1.171054E-4
     1411.185   1.166341E-4
     1411.504   1.161647E-4
     1411.822   1.156962E-4
     1412.141   1.152297E-4
      1412.46   1.147654E-4
     1412.778   1.143020E-4
     1413.097   1.138403E-4
     1413.416   1.133811E-4
     1413.735   1.129227E-4
     1414.054   1.124655E-4
     1414.373   1.120112E-4
     1414.693   1.115568E-4
     1415.012   1.111040E-4
     1415.331   1.106549E-4
     1415.651   1.102064E-4
     1415.969   1.097600E-4
     1416.289   1.093152E-4
     1416.609   1.088717E-4
     1416.928   1.084288E-4
     1417.248   1.079888E-4
     1417.568   1.075499E-4
     1417.889   1.071109E-4
     1418.208   1.066753E-4
     1418.528   1.062414E-4
     1418.849   1.058080E-4
     1419.169   1.053770E-4
     1419.489   1.049480E-4
     1419.809   1.045197E-4
      1420.13   1.040902E-4
      1420.45   1.036587E-4
     1420.771   1.032280E-4
     1421.091   1.027989E-4
     1421.412   1.023721E-4
     1421.733   1.019461E-4
     1422.054   1.015214E-4
     1422.375   1.010996E-4
     1422.695   1.006787E-4
     1423.016   1.002587E-4
     1423.338   9.984157E-5
      1423.66   9.942408E-5
     1423.981   9.900844E-5
     1424.302   9.859592E-5
     1424.624   9.818425E-5
     1424.945   9.777345E-5
     1425.267   9.736512E-5
     1425.588   9.695820E-5
     1425.909   9.655290E-5
     1426.232   9.614801E-5
     1426.553   9.574572E-5
     1426.875   9.534414E-5
     1427.197   9.494465E-5
     1427.519   9.454687E-5
     1427.842   9.414981E-5
     1428.164   9.375470E-5
     1428.486   9.336136E-5
     1428.808   9.296869E-5
     1429.131   9.257786E-5
     1429.454   9.218811E-5
     1429.776   9.180112E-5
     1430.099   9.141555E-5
     1430.421   9.103442E-5
     1430.744   9.065383E-5
     1431.067   9.027465E-5
      1431.39   8.989776E-5
     1431.713   8.952168E-5
     1432.037   8.914565E-5
      1432.36   8.877325E-5
     1432.683   8.840148E-5
     1433.006   8.803058E-5
      1433.33   8.766247E-5
     1433.653   8.729503E-5
     1433.977   8.692836E-5
       1434.3   8.656423E-5
     1434.624   8.620103E-5
     1434.948   8.583848E-5
     1435.271   8.547832E-5
     1435.595   8.511930E-5
     1435.919   8.476090E-5
     1436.243   8.440497E-5
     1436.567   8.405027E-5
     1436.891   8.369616E-5
     1437.216   8.334412E-5
      1437.54   8.299333E-5
     1437.865   8.264241E-5
      1438.19   8.229424E-5
     1438.514   8.194755E-5
     1438.839   8.160160E-5
     1439.164   8.125734E-5
     1439.488   8.091486E-5
     1439.813   8.057299E-5
     1440.137   8.023244E-5
     1440.462   7.989148E-5
     1440.787   7.955114E-5
     1441.113   7.921135E-5
     1441.438   7.887437E-5
     1441.764   7.853800E-5
     1442.089   7.820293E-5
     1442.414   7.786990E-5
      1442.74   7.753760E-5
     1443.065   7.720652E-5
     1443.391   7.687839E-5
     1443.718   7.655025E-5
     1444.043   7.622466E-5
     1444.368   7.590199E-5
     1444.694   7.557993E-5
      1445.02   7.525861E-5
     1445.346   7.493962E-5
     1445.673   7.462127E-5
     1445.999   7.430360E-5
     1446.325   7.398845E-5
     1446.651   7.367389E-5
     1446.979   7.335923E-5
     1447.305   7.304781E-5
     1447.632   7.273697E-5
     1447.958   7.242684E-5
     1448.285   7.211888E-5
     1448.612   7.181185E-5
     1448.939   7.150540E-5
     1449.266   7.120112E-5
     1449.593   7.089775E-5
      1449.92   7.059496E-5
     1450.247   7.029445E-5
     1450.574   6.999505E-5
     1450.902   6.969620E-5
     1451.229   6.939932E-5
     1451.557   6.910366E-5
     1451.884   6.880845E-5
     1452.212   6.851498E-5
      1452.54   6.822276E-5
     1452.868   6.793033E-5
     1453.196   6.764037E-5
     1453.524   6.735180E-5
     1453.852   6.706380E-5
      1454.18   6.677738E-5
