WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f220w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 8.113324E-18
PIVWV    r 2255.421
BANDW    r 187.2867
TPEAK    r 0.05040084
EQUVW    r 23.90167
RECTW    r 474.2315
EMFLX    r 3.906123E-15
        1850.            0.
     1850.326   3.570806E-5
     1850.653   7.163416E-5
     1850.979   1.074967E-4
     1851.305   1.434029E-4
     1851.632   1.794740E-4
      1851.96   2.156027E-4
     1852.286   2.516673E-4
     1852.613   2.877758E-4
      1852.94   3.240500E-4
     1853.267   3.602603E-4
     1853.593   3.965285E-4
     1853.921   4.329491E-4
     1854.248   4.693189E-4
     1854.575   5.058417E-4
     1854.903   5.424223E-4
      1855.23   5.789383E-4
     1855.557   6.154987E-4
     1855.885   6.522402E-4
     1856.212   6.889027E-4
     1856.539   7.256235E-4
     1856.868   7.625123E-4
     1857.195   7.993357E-4
     1857.523   8.363138E-4
     1857.851   8.732401E-4
     1858.179   9.103348E-4
     1858.506   9.473496E-4
     1858.834   9.844226E-4
     1859.163    0.00102168
      1859.49   0.001058857
     1859.818   0.001096079
     1860.147   0.001133486
     1860.476    0.00117094
     1860.804   0.001208329
     1861.133   0.001245888
     1861.461   0.001283379
     1861.789   0.001320916
     1862.118   0.001358624
     1862.446   0.001396279
     1862.774    0.00143398
     1863.103   0.001471839
     1863.433   0.001509772
     1863.761   0.001547625
      1864.09   0.001585536
     1864.419   0.001623603
     1864.748   0.001661618
     1865.076   0.001699678
     1865.406   0.001737915
     1865.735   0.001776097
     1866.064    0.00181431
     1866.394   0.001852708
     1866.724   0.001891151
     1867.053   0.001929527
     1867.382   0.001967955
     1867.712   0.002006571
     1868.041   0.002045104
      1868.37   0.002083695
       1868.7   0.002122462
      1869.03   0.002161159
      1869.36   0.002200034
     1869.691   0.002238955
      1870.02   0.002277808
      1870.35   0.002316724
      1870.68   0.002355815
      1871.01   0.002394839
      1871.34   0.002433907
     1871.671   0.002473151
        1872.   0.002512326
     1872.331   0.002551683
     1872.661   0.002590984
     1872.993    0.00263045
     1873.323   0.002669844
     1873.653   0.002709284
     1873.984   0.002748916
     1874.314   0.002788468
     1874.645   0.002828079
     1874.976   0.002867871
     1875.307   0.002907722
     1875.638   0.002947488
      1875.97   0.002987449
       1876.3   0.003027326
     1876.631   0.003067266
     1876.963   0.003107385
     1877.293   0.003147417
     1877.624   0.003187526
     1877.956     0.0032278
     1878.288   0.003268139
     1878.619   0.003308408
      1878.95   0.003348724
     1879.282   0.003389221
     1879.614   0.003429647
     1879.945   0.003470135
     1880.277   0.003510795
     1880.609   0.003551396
      1880.94   0.003592046
     1881.273   0.003632885
     1881.605   0.003673788
     1881.937   0.003714602
     1882.268   0.003755474
     1882.601   0.003796526
     1882.933   0.003837508
     1883.265   0.003878553
     1883.598    0.00391977
      1883.93   0.003960928
     1884.263   0.004002259
     1884.596   0.004043654
     1884.928   0.004084977
      1885.26   0.004126346
     1885.594   0.004167898
     1885.926   0.004209393
     1886.258   0.004250925
     1886.592   0.004292662
     1886.924   0.004334326
     1887.257   0.004376036
      1887.59    0.00441793
     1887.924    0.00445989
     1888.257   0.004501774
      1888.59   0.004543704
     1888.923   0.004585824
     1889.256   0.004627872
     1889.589   0.004669989
     1889.923   0.004712279
     1890.257   0.004754633
     1890.591   0.004796911
     1890.925   0.004839379
     1891.258   0.004881771
     1891.591   0.004924231
     1891.926   0.004966862
     1892.259   0.005009441
     1892.593   0.005052072
     1892.927   0.005094892
     1893.261   0.005137634
     1893.596   0.005180551
     1893.929   0.005223408
     1894.264   0.005266453
     1894.598    0.00530942
     1894.932   0.005352435
     1895.267   0.005395665
     1895.601   0.005438801
     1895.935   0.005482006
      1896.27   0.005525384
     1896.605   0.005568846
      1896.94   0.005612215
     1897.274   0.005655649
     1897.609   0.005699264
     1897.944   0.005742815
     1898.278   0.005786414
     1898.614   0.005830204
     1898.948   0.005873918
     1899.283   0.005917702
      1899.62   0.005961811
     1899.955   0.006005712
      1900.29    0.00604568
     1900.626   0.006085192
     1900.961   0.006124627
     1901.296   0.006164104
     1901.632   0.006203764
     1901.967   0.006243331
     1902.302   0.006282947
     1902.638   0.006322727
     1902.975   0.006362559
      1903.31   0.006402305
     1903.646   0.006442104
     1903.982   0.006482069
     1904.318   0.006521951
     1904.653   0.006561872
      1904.99   0.006601959
     1905.326   0.006641983
     1905.662   0.006682161
     1905.999   0.006722394
     1906.335   0.006762549
     1906.671   0.006802745
     1907.007   0.006842993
     1907.344   0.006883404
     1907.681    0.00692372
     1908.018   0.006964223
     1908.354   0.007004646
     1908.691   0.007045225
     1909.028   0.007085737
     1909.365   0.007126426
     1909.702   0.007167021
     1910.038   0.007207658
     1910.376   0.007248254
     1910.713   0.007288768
     1911.049   0.007329317
     1911.387   0.007370048
     1911.725   0.007410817
     1912.062   0.007451502
     1912.399   0.007492239
     1912.737   0.007533131
     1913.074   0.007573951
     1913.411   0.007614796
      1913.75   0.007655813
     1914.087   0.007696747
     1914.424   0.007737727
     1914.764   0.007779026
     1915.101   0.007820091
     1915.439   0.007861204
     1915.777   0.007902485
     1916.115   0.007943689
     1916.453   0.007984938
     1916.792   0.008026371
     1917.129     0.0080677
     1917.467   0.008109074
     1917.806   0.008150618
     1918.145   0.008192199
     1918.483   0.008233703
     1918.821   0.008275256
     1919.161    0.00831698
     1919.499   0.008358613
     1919.837   0.008400285
     1920.177   0.008448237
     1920.515   0.008501682
     1920.854   0.008555354
     1921.194   0.008609087
     1921.533   0.008662713
     1921.871   0.008716388
     1922.211    0.00877029
      1922.55    0.00882409
     1922.889    0.00887796
     1923.228   0.008931876
     1923.568    0.00898604
     1923.908   0.009040234
     1924.247   0.009094338
     1924.587   0.009148669
     1924.926   0.009202873
     1925.265   0.009257149
     1925.606   0.009311669
     1925.945   0.009366062
     1926.284   0.009420499
     1926.625   0.009475179
     1926.966    0.00952991
     1927.305   0.009584541
     1927.645   0.009639242
     1927.986   0.009694149
     1928.325    0.00974897
     1928.665   0.009803844
     1929.006    0.00985894
     1929.346   0.009913941
     1929.686   0.009969007
     1930.028    0.01002447
     1930.369    0.01007968
     1930.709    0.01013497
      1931.05    0.01019048
      1931.39     0.0102459
     1931.731    0.01030138
     1932.072    0.01035708
     1932.413    0.01041269
     1932.753    0.01046836
     1933.095    0.01052426
     1933.437     0.0105802
     1933.778    0.01063605
     1934.118    0.01069196
      1934.46     0.0107481
     1934.801    0.01080414
     1935.142    0.01086021
     1935.484    0.01091651
     1935.825    0.01097271
     1936.168    0.01102913
     1936.509    0.01108547
     1936.851    0.01114203
     1937.193     0.0111985
     1937.534    0.01125501
     1937.876    0.01131177
     1938.218    0.01136841
      1938.56    0.01142511
     1938.902    0.01148205
