WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,fuvmama,f25qtz
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.221380E-16
PIVWV    r 1595.281
BANDW    r 97.19807
TPEAK    r 0.01081984
EQUVW    r 2.249232
RECTW    r 207.8804
EMFLX    r 3.969751E-14
     2505.622   1.737030E-7
     2506.129   1.733522E-7
     2506.636   1.730022E-7
     2507.144   1.726511E-7
     2507.652   1.722999E-7
      2508.16   1.719486E-7
     2508.667   1.715982E-7
     2509.175   1.712469E-7
     2509.683   1.708954E-7
     2510.191   1.705490E-7
       2510.7   1.702113E-7
     2511.207   1.698745E-7
     2511.716   1.695366E-7
     2512.223   1.691997E-7
     2512.732   1.688616E-7
     2513.241   1.685235E-7
     2513.749   1.681862E-7
     2514.257   1.678488E-7
     2514.767   1.675103E-7
     2515.276   1.671717E-7
     2515.786   1.668331E-7
     2516.295   1.664945E-7
     2516.804   1.661566E-7
     2517.313   1.658178E-7
     2517.823   1.654789E-7
     2518.334   1.651398E-7
     2518.844   1.648007E-7
     2519.353   1.644623E-7
     2519.863   1.641229E-7
     2520.374   1.637935E-7
     2520.883   1.634687E-7
     2521.394   1.631426E-7
     2521.903   1.628173E-7
     2522.414   1.624911E-7
     2522.924   1.621658E-7
     2523.435   1.618394E-7
     2523.946   1.615130E-7
     2524.456   1.611873E-7
     2524.967   1.608609E-7
     2525.479   1.605341E-7
      2525.99   1.602074E-7
     2526.502   1.598804E-7
     2527.013   1.595545E-7
     2527.525   1.592275E-7
     2528.037   1.589003E-7
     2528.549   1.585730E-7
      2529.06   1.582467E-7
     2529.572   1.579193E-7
     2530.083   1.575950E-7
     2530.596   1.572805E-7
     2531.109   1.569660E-7
      2531.62   1.566523E-7
     2532.132   1.563383E-7
     2532.645   1.560236E-7
     2533.157   1.557088E-7
     2533.671   1.553939E-7
     2534.184   1.550789E-7
     2534.698   1.547637E-7
      2535.21   1.544494E-7
     2535.723   1.541343E-7
     2536.237   1.538188E-7
     2536.751   1.535034E-7
     2537.263   1.531887E-7
     2537.777   1.528732E-7
     2538.292   1.525575E-7
     2538.804   1.522426E-7
     2539.319   1.519269E-7
     2539.832   1.516119E-7
     2540.346   1.513045E-7
     2540.861   1.510011E-7
     2541.374   1.506983E-7
     2541.889   1.503947E-7
     2542.404   1.500911E-7
     2542.918   1.497882E-7
     2543.433   1.494843E-7
     2543.948   1.491806E-7
     2544.464   1.488766E-7
     2544.978   1.485733E-7
     2545.493   1.482689E-7
     2546.009   1.479644E-7
     2546.525   1.476597E-7
     2547.039   1.473558E-7
     2547.555   1.470509E-7
     2548.072   1.467459E-7
     2548.586   1.464405E-7
     2549.103   1.461341E-7
     2549.618   1.458277E-7
     2550.134   1.455212E-7
     2550.651   1.452173E-7
     2551.166   1.449140E-7
     2551.683   1.446098E-7
       2552.2   1.443057E-7
     2552.716   1.440023E-7
     2553.233   1.436979E-7
      2553.75   1.433935E-7
     2554.268   1.430891E-7
     2554.784   1.427853E-7
     2555.301   1.424808E-7
     2555.819   1.421763E-7
     2556.337   1.418716E-7
     2556.853   1.415678E-7
     2557.371   1.412629E-7
     2557.888   1.409588E-7
     2558.406   1.406540E-7
     2558.924   1.403490E-7
     2559.443   1.400439E-7
      2559.96   1.397396E-7
     2560.479   1.394459E-7
     2560.996   1.391538E-7
     2561.515   1.388609E-7
     2562.034   1.385679E-7
     2562.553   1.382750E-7
     2563.071   1.379827E-7
      2563.59   1.376896E-7
     2564.109   1.373965E-7
     2564.629   1.371031E-7
     2565.147   1.368107E-7
     2565.667   1.365172E-7
     2566.186   1.362238E-7
     2566.706   1.359305E-7
     2567.225   1.356377E-7
     2567.745   1.353441E-7
     2568.264   1.350512E-7
     2568.784   1.347576E-7
     2569.303   1.344646E-7
     2569.823   1.341708E-7
     2570.344   1.338849E-7
     2570.864   1.336036E-7
     2571.384   1.333217E-7
     2571.905   1.330396E-7
     2572.426   1.327575E-7
     2572.946   1.324760E-7
     2573.467   1.321937E-7
     2573.989   1.319114E-7
      2574.51   1.316291E-7
     2575.032   1.313467E-7
     2575.553   1.310641E-7
     2576.074   1.307824E-7
     2576.594   1.305007E-7
     2577.116   1.302181E-7
     2577.638   1.299353E-7
     2578.159   1.296533E-7
     2578.681   1.293706E-7
     2579.202   1.290886E-7
     2579.725   1.288057E-7
     2580.248   1.285283E-7
     2580.769   1.282574E-7
     2581.292   1.279859E-7
     2581.815   1.277144E-7
     2582.338   1.274427E-7
     2582.861   1.271711E-7
     2583.384   1.268994E-7
     2583.908   1.266276E-7
      2584.43   1.263566E-7
     2584.953   1.260847E-7
     2585.477   1.258128E-7
     2585.999   1.255416E-7
     2586.522   1.252703E-7
     2587.046   1.249982E-7
      2587.57   1.247261E-7
     2588.093   1.244546E-7
     2588.617   1.241824E-7
      2589.14   1.239109E-7
     2589.665   1.236387E-7
     2590.189   1.233703E-7
     2590.714   1.231089E-7
     2591.239   1.228475E-7
     2591.764   1.225861E-7
     2592.288   1.223254E-7
     2592.813   1.220639E-7
     2593.338   1.218022E-7
     2593.864   1.215406E-7
     2594.387   1.212797E-7
     2594.913   1.210180E-7
     2595.437   1.207569E-7
     2595.963   1.204953E-7
     2596.488   1.202341E-7
     2597.014   1.199722E-7
      2597.54   1.197103E-7
     2598.065   1.194489E-7
     2598.591   1.191869E-7
     2599.116   1.189255E-7
     2599.644   1.186628E-7
     2600.169   1.184047E-7
     2600.696   1.181532E-7
     2601.223   1.179017E-7
      2601.75   1.176500E-7
     2602.276   1.173991E-7
     2602.803   1.171476E-7
      2603.33   1.168958E-7
     2603.858   1.166439E-7
     2604.384   1.163928E-7
      2604.91   1.161417E-7
     2605.438   1.158898E-7
     2605.966   1.156379E-7
     2606.492   1.153867E-7
      2607.02   1.151346E-7
     2607.547   1.148832E-7
     2608.075   1.146311E-7
     2608.604   1.143788E-7
     2609.132   1.141267E-7
      2609.66   1.138745E-7
     2610.188   1.136265E-7
     2610.717   1.133845E-7
     2611.246   1.131423E-7
     2611.774   1.129003E-7
     2612.304   1.126580E-7
     2612.832   1.124164E-7
     2613.361   1.121742E-7
      2613.89   1.119319E-7
     2614.418   1.116901E-7
     2614.947   1.114484E-7
     2615.476   1.112059E-7
     2616.006   1.109634E-7
     2616.536   1.107210E-7
     2617.065   1.104791E-7
     2617.595   1.102364E-7
     2618.124   1.099944E-7
     2618.654   1.097518E-7
     2619.185   1.095091E-7
     2619.716   1.092663E-7
     2620.246   1.090281E-7
     2620.776   1.087959E-7
     2621.307   1.085629E-7
     2621.838   1.083299E-7
     2622.369   1.080967E-7
     2622.899   1.078642E-7
      2623.43   1.076311E-7
      2623.96   1.073986E-7
     2624.492   1.071654E-7
     2625.023   1.069321E-7
     2625.555   1.066988E-7
     2626.086   1.064661E-7
     2626.616   1.062334E-7
     2627.148   1.060000E-7
     2627.681   1.057665E-7
     2628.213   1.055330E-7
     2628.744   1.053002E-7
     2629.277   1.050666E-7
     2629.809   1.048330E-7
     2630.342   1.046055E-7
     2630.874   1.043818E-7
     2631.406   1.041576E-7
      2631.94   1.039334E-7
     2632.473   1.037092E-7
     2633.005   1.034856E-7
     2633.538   1.032612E-7
     2634.072   1.030367E-7
     2634.604   1.028129E-7
     2635.138   1.025885E-7
     2635.672   1.023639E-7
     2636.204   1.021400E-7
     2636.737   1.019162E-7
     2637.271   1.016915E-7
     2637.805   1.014668E-7
      2638.34   1.012422E-7
     2638.873   1.010181E-7
     2639.407   1.007934E-7
     2639.942   1.005685E-7
     2640.477   1.003519E-7
      2641.01   1.001369E-7
     2641.545   9.992108E-8
     2642.081   9.970528E-8
     2642.616   9.948954E-8
     2643.151   9.927372E-8
     2643.685   9.905843E-8
     2644.221   9.884265E-8
     2644.755   9.862724E-8
     2645.291   9.841133E-8
     2645.825   9.819584E-8
     2646.361   9.797986E-8
     2646.896   9.776440E-8
     2647.432   9.754824E-8
     2647.969   9.733210E-8
     2648.505   9.711593E-8
      2649.04   9.690026E-8
     2649.577   9.668404E-8
     2650.114   9.646961E-8
     2650.651   9.626222E-8
     2651.187   9.605480E-8
     2651.725   9.584731E-8
      2652.26   9.564026E-8
     2652.798   9.543265E-8
     2653.334   9.522564E-8
     2653.871   9.501798E-8
     2654.409   9.481032E-8
     2654.945   9.460312E-8
     2655.482   9.439596E-8
      2656.02   9.418817E-8
     2656.558   9.398039E-8
     2657.094   9.377319E-8
     2657.633   9.356531E-8
     2658.171   9.335746E-8
      2658.71   9.314948E-8
     2659.249   9.294143E-8
     2659.787   9.273349E-8
     2660.326   9.253059E-8
     2660.864   9.233150E-8
     2661.403   9.213190E-8
     2661.942   9.193221E-8
      2662.48   9.173306E-8
     2663.019   9.153338E-8
     2663.557   9.133418E-8
     2664.097   9.113445E-8
     2664.636   9.093459E-8
     2665.175   9.073532E-8
     2665.713   9.053597E-8
     2666.253   9.033606E-8
     2666.793   9.013616E-8
     2667.334   8.993567E-8
     2667.874   8.973480E-8
     2668.415   8.953399E-8
     2668.954   8.933352E-8
     2669.495   8.913254E-8
     2670.035   8.893223E-8
     2670.576   8.874134E-8
     2671.116   8.855093E-8
     2671.657   8.836061E-8
     2672.198   8.817023E-8
     2672.738   8.798030E-8
      2673.28   8.778992E-8
      2673.82   8.759985E-8
     2674.362   8.740931E-8
     2674.902   8.721926E-8
     2675.444   8.702862E-8
     2675.986   8.683796E-8
     2676.528   8.664728E-8
     2677.069   8.645702E-8
     2677.611   8.626617E-8
     2678.154   8.607532E-8
     2678.696   8.588447E-8
     2679.237   8.569404E-8
      2679.78   8.550311E-8
     2680.323   8.531678E-8
     2680.866   8.513363E-8
     2681.408   8.495092E-8
     2681.951   8.476771E-8
     2682.493   8.458498E-8
     2683.036   8.440166E-8
      2683.58   8.421824E-8
     2684.122   8.403531E-8
     2684.666   8.385185E-8
      2685.21   8.366831E-8
     2685.752   8.348530E-8
     2686.296   8.330168E-8
     2686.841   8.311805E-8
     2687.385   8.293436E-8
     2687.928   8.275115E-8
     2688.472   8.256744E-8
     2689.017   8.238362E-8
     2689.562   8.219980E-8
     2690.105   8.201783E-8
      2690.65   8.184147E-8
     2691.195   8.166515E-8
     2691.739   8.148917E-8
     2692.284   8.131268E-8
     2692.828   8.113669E-8
     2693.374   8.096010E-8
      2693.92   8.078347E-8
     2694.465   8.060688E-8
      2695.01   8.043067E-8
     2695.556   8.025387E-8
       2696.1   8.007762E-8
     2696.647   7.990073E-8
     2697.193   7.972392E-8
      2697.74   7.954696E-8
     2698.284   7.937054E-8
     2698.831   7.919352E-8
     2699.378   7.901644E-8
     2699.925   7.883932E-8
      2700.47   7.866897E-8
     2701.017   7.849906E-8
     2701.564   7.832907E-8
      2702.11   7.815948E-8
     2702.658   7.798936E-8
     2703.205   7.781932E-8
     2703.751   7.764968E-8
     2704.299   7.747946E-8
     2704.846   7.730967E-8
     2705.394   7.713934E-8
     2705.942   7.696902E-8
     2706.489   7.679913E-8
     2707.037   7.662870E-8
     2707.585   7.645826E-8
     2708.134   7.628773E-8
     2708.681   7.611762E-8
      2709.23   7.594698E-8
     2709.779   7.577637E-8
     2710.328   7.560986E-8
     2710.877   7.544621E-8
     2711.426   7.528251E-8
     2711.974   7.511918E-8
     2712.522   7.495575E-8
     2713.071   7.479186E-8
     2713.621   7.462796E-8
     2714.169   7.446444E-8
     2714.719   7.430048E-8
     2715.268   7.413686E-8
     2715.818   7.397279E-8
     2716.368   7.380871E-8
     2716.918   7.364446E-8
     2717.467   7.348071E-8
     2718.018   7.331643E-8
     2718.568   7.315207E-8
     2719.119   7.298775E-8
      2719.67   7.282327E-8
     2720.221   7.266153E-8
     2720.771   7.250427E-8
     2721.322   7.234651E-8
     2721.872   7.218911E-8
     2722.423   7.203132E-8
     2722.973   7.187387E-8
     2723.525   7.171591E-8
     2724.076   7.155793E-8
     2724.627   7.140037E-8
     2725.179   7.124232E-8
     2725.729   7.108461E-8
     2726.282   7.092645E-8
     2726.834   7.076825E-8
     2727.386   7.060996E-8
     2727.939   7.045166E-8
     2728.492   7.029331E-8
     2729.043   7.013537E-8
     2729.596   6.997695E-8
     2730.149   6.982022E-8
     2730.702   6.966825E-8
     2731.254   6.951664E-8
     2731.805   6.936504E-8
     2732.359   6.921292E-8
     2732.912   6.906081E-8
     2733.465   6.890902E-8
     2734.018   6.875680E-8
     2734.571   6.860490E-8
     2735.125   6.845259E-8
     2735.679   6.830019E-8
     2736.232   6.814818E-8
     2736.788   6.799528E-8
      2737.34   6.784324E-8
     2737.895   6.769063E-8
      2738.45   6.753802E-8
     2739.004   6.738537E-8
     2739.558   6.723305E-8
     2740.113   6.708162E-8
     2740.668   6.693519E-8
     2741.223   6.678864E-8
     2741.777   6.664252E-8
     2742.331   6.649631E-8
     2742.887   6.634964E-8
     2743.442   6.620299E-8
     2743.997   6.605669E-8
     2744.552   6.590992E-8
     2745.107   6.576343E-8
     2745.663   6.561655E-8
     2746.219   6.546965E-8
     2746.776   6.532266E-8
     2747.332   6.517569E-8
     2747.887   6.502903E-8
     2748.444   6.488195E-8
     2749.001   6.473476E-8
     2749.558   6.458757E-8
     2750.114   6.444194E-8
     2750.671   6.430079E-8
     2751.228   6.415960E-8
     2751.784   6.401870E-8
     2752.341   6.387733E-8
     2752.897   6.373639E-8
     2753.455   6.359494E-8
     2754.013   6.345346E-8
     2754.569   6.331235E-8
     2755.127   6.317079E-8
     2755.686   6.302921E-8
     2756.242   6.288798E-8
     2756.801   6.274625E-8
     2757.359   6.260456E-8
     2757.918   6.246280E-8
     2758.475   6.232132E-8
     2759.034   6.217946E-8
     2759.593   6.203757E-8
     2760.152   6.189721E-8
     2760.711   6.176102E-8
     2761.269   6.162526E-8
     2761.828   6.148903E-8
     2762.386   6.135317E-8
     2762.946   6.121681E-8
     2763.506   6.108042E-8
     2764.066   6.094403E-8
     2764.624   6.080803E-8
     2765.183   6.067192E-8
     2765.743   6.053535E-8
     2766.303   6.039878E-8
     2766.862   6.026254E-8
     2767.423   6.012588E-8
     2767.983   5.998915E-8
     2768.544   5.985235E-8
     2769.105   5.971555E-8
     2769.665   5.957906E-8
     2770.226   5.944446E-8
     2770.787   5.931316E-8
     2771.348   5.918188E-8
     2771.908   5.905084E-8
      2772.47   5.891946E-8
     2773.031   5.878804E-8
     2773.592   5.865688E-8
     2774.154   5.852531E-8
     2774.714   5.839404E-8
     2775.276   5.826244E-8
     2775.837   5.813111E-8
     2776.399   5.799941E-8
     2776.962   5.786761E-8
     2777.524   5.773580E-8
     2778.085   5.760436E-8
     2778.648   5.747240E-8
     2779.211   5.734048E-8
     2779.774   5.720843E-8
     2780.336   5.708001E-8
     2780.901   5.695302E-8
     2781.463   5.682669E-8
     2782.026   5.669998E-8
     2782.588   5.657360E-8
     2783.152   5.644677E-8
     2783.716   5.631994E-8
     2784.278   5.619336E-8
     2784.841   5.606675E-8
     2785.405   5.593975E-8
     2785.969   5.581279E-8
     2786.532   5.568602E-8
     2787.097   5.555891E-8
     2787.661   5.543174E-8
     2788.226   5.530455E-8
      2788.79   5.517766E-8
     2789.354   5.505072E-8
     2789.921   5.492353E-8
     2790.485   5.480149E-8
      2791.05   5.467984E-8
     2791.616   5.455808E-8
      2792.18   5.443635E-8
     2792.745   5.431359E-8
      2793.31   5.419108E-8
     2793.875   5.406814E-8
     2794.441   5.394516E-8
     2795.006   5.382244E-8
     2795.571   5.369970E-8
     2796.137   5.357658E-8
     2796.704   5.345341E-8
     2797.269   5.333052E-8
     2797.835   5.320731E-8
     2798.402   5.308402E-8
     2798.969   5.296070E-8
     2799.536   5.283738E-8
     2800.104   5.271487E-8
     2800.671   5.259655E-8
     2801.237   5.247847E-8
     2801.804   5.236003E-8
     2802.372   5.224158E-8
     2802.938   5.212341E-8
     2803.506   5.200486E-8
     2804.072   5.188660E-8
      2804.64   5.176797E-8
     2805.207   5.164964E-8
     2805.775   5.153094E-8
     2806.342   5.141260E-8
     2806.911   5.129383E-8
     2807.479   5.117494E-8
     2808.048   5.105609E-8
     2808.617   5.093722E-8
     2809.186   5.081826E-8
     2809.754   5.069958E-8
     2810.323   5.058336E-8
     2810.892   5.046916E-8
     2811.462   5.035498E-8
      2812.03   5.024104E-8
     2812.599   5.012677E-8
     2813.168   5.001273E-8
     2813.738   4.989836E-8
     2814.308   4.978393E-8
     2814.876   4.966979E-8
     2815.445   4.955559E-8
     2816.015   4.944108E-8
     2816.586   4.932653E-8
     2817.156   4.921194E-8
     2817.727   4.909729E-8
     2818.298   4.898260E-8
     2818.868   4.886814E-8
     2819.439   4.875337E-8
      2820.01   4.863868E-8
      2820.58   4.852884E-8
     2821.151   4.841865E-8
     2821.723   4.830842E-8
     2822.294   4.819818E-8
     2822.865   4.808818E-8
     2823.436   4.797786E-8
     2824.007   4.786776E-8
     2824.579   4.775737E-8
     2825.151   4.764691E-8
     2825.722   4.753671E-8
     2826.294   4.742617E-8
     2826.867   4.731558E-8
     2827.438   4.720528E-8
     2828.011   4.709464E-8
     2828.584   4.698395E-8
     2829.157   4.687324E-8
     2829.729   4.676276E-8
     2830.302   4.665437E-8
     2830.875   4.654807E-8
     2831.449   4.644171E-8
     2832.021   4.633566E-8
     2832.595   4.622925E-8
     2833.168   4.612284E-8
     2833.741   4.601662E-8
     2834.315   4.591007E-8
     2834.888   4.580383E-8
     2835.462   4.569720E-8
     2836.037   4.559057E-8
      2836.61   4.548419E-8
     2837.184   4.537747E-8
     2837.759   4.527075E-8
     2838.332   4.516426E-8
     2838.907   4.505743E-8
     2839.482   4.495057E-8
     2840.058   4.484406E-8
     2840.632   4.474180E-8
     2841.207   4.463921E-8
     2841.783   4.453656E-8
     2842.358   4.443388E-8
     2842.933   4.433145E-8
     2843.509   4.422866E-8
     2844.083   4.412617E-8
     2844.659   4.402334E-8
     2845.236   4.392050E-8
     2845.812   4.381758E-8
     2846.387   4.371493E-8
     2846.964   4.361196E-8
     2847.539   4.350923E-8
     2848.116   4.340617E-8
     2848.693   4.330312E-8
      2849.27   4.320000E-8
     2849.846   4.309712E-8
     2850.423   4.299696E-8
        2851.   4.289789E-8
     2851.577   4.279903E-8
     2852.154   4.269991E-8
     2852.732   4.260072E-8
      2853.31   4.250152E-8
     2853.888   4.240227E-8
     2854.465   4.230326E-8
     2855.043   4.220398E-8
      2855.62   4.210487E-8
     2856.198   4.200546E-8
     2856.777   4.190606E-8
     2857.354   4.180688E-8
     2857.933   4.170739E-8
      2858.51   4.160812E-8
      2859.09   4.150856E-8
     2859.669   4.140892E-8
     2860.248   4.131101E-8
     2860.826   4.121566E-8
     2861.406   4.112002E-8
     2861.985   4.102437E-8
     2862.565   4.092863E-8
     2863.145   4.083284E-8
     2863.724   4.073733E-8
     2864.304   4.064148E-8
     2864.883   4.054590E-8
     2865.463   4.045001E-8
     2866.043   4.035406E-8
     2866.623   4.025836E-8
     2867.203   4.016236E-8
     2867.783   4.006658E-8
     2868.364   3.997050E-8
     2868.945   3.987441E-8
     2869.524   3.977855E-8
     2870.106   3.968311E-8
     2870.687   3.959078E-8
     2871.269   3.949844E-8
     2871.851   3.940606E-8
     2872.431   3.931395E-8
     2873.013   3.922153E-8
     2873.595   3.912904E-8
     2874.177   3.903653E-8
     2874.759   3.894400E-8
      2875.34   3.885169E-8
     2875.921   3.875937E-8
     2876.504   3.866671E-8
     2877.086   3.857405E-8
     2877.668   3.848159E-8
     2878.251   3.838885E-8
     2878.832   3.829635E-8
     2879.416   3.820354E-8
     2879.999   3.811071E-8
     2880.582   3.802158E-8
     2881.166   3.793245E-8
     2881.748   3.784350E-8
     2882.332   3.775431E-8
     2882.916   3.766508E-8
       2883.5   3.757581E-8
     2884.083   3.748672E-8
     2884.667   3.739740E-8
     2885.251   3.730803E-8
     2885.836   3.721864E-8
     2886.419   3.712947E-8
     2887.002   3.704024E-8
     2887.587   3.695073E-8
     2888.172   3.686120E-8
     2888.755   3.677189E-8
     2889.341   3.668231E-8
     2889.924   3.659295E-8
      2890.51   3.650645E-8
     2891.095   3.642037E-8
     2891.681   3.633430E-8
     2892.267   3.624816E-8
     2892.851   3.616227E-8
     2893.437   3.607607E-8
     2894.024   3.598987E-8
      2894.61   3.590364E-8
     2895.195   3.581758E-8
     2895.781   3.573129E-8
     2896.368   3.564495E-8
     2896.953   3.555882E-8
      2897.54   3.547240E-8
     2898.125   3.538621E-8
     2898.713   3.529977E-8
     2899.298   3.521350E-8
     2899.886   3.512698E-8
     2900.473   3.504325E-8
     2901.061   3.496017E-8
     2901.647   3.487724E-8
     2902.235   3.479408E-8
     2902.823   3.471092E-8
     2903.411   3.462771E-8
     2903.998   3.454469E-8
     2904.586   3.446142E-8
     2905.174   3.437813E-8
     2905.763   3.429480E-8
      2906.35   3.421166E-8
     2906.939   3.412831E-8
     2907.526   3.404510E-8
     2908.115   3.396165E-8
     2908.704   3.387818E-8
     2909.294   3.379467E-8
     2909.881   3.371138E-8
     2910.471   3.363033E-8
     2911.059   3.355007E-8
     2911.649   3.346917E-8
     2912.239   3.338818E-8
     2912.829   3.330721E-8
     2913.417   3.322652E-8
     2914.007   3.314570E-8
     2914.598   3.306689E-8
     2915.188   3.298802E-8
     2915.777   3.290931E-8
     2916.368   3.283040E-8
     2916.959   3.275145E-8
      2917.55   3.267241E-8
     2918.139   3.259360E-8
      2918.73   3.251451E-8
     2919.322   3.243541E-8
     2919.912   3.235649E-8
     2920.501   3.228027E-8
     2921.093   3.220427E-8
     2921.685   3.212824E-8
     2922.275   3.205240E-8
     2922.867   3.197633E-8
     2923.459   3.190022E-8
     2924.052   3.182407E-8
     2924.643   3.174808E-8
     2925.235   3.167186E-8
     2925.828   3.159561E-8
      2926.42   3.151931E-8
     2927.012   3.144317E-8
     2927.606   3.136659E-8
     2928.198   3.129044E-8
     2928.791   3.121402E-8
     2929.383   3.113776E-8
     2929.976   3.106128E-8
      2930.57   3.098774E-8
     2931.162   3.091447E-8
     2931.754   3.084122E-8
     2932.348   3.076770E-8
     2932.942   3.069414E-8
     2933.535   3.062077E-8
     2934.129   3.054719E-8
     2934.724   3.047356E-8
     2935.318   3.039991E-8
     2935.911   3.032641E-8
     2936.506   3.025267E-8
     2937.103   3.017874E-8
     2937.696   3.010515E-8
     2938.291   3.003133E-8
     2938.886   2.995750E-8
      2939.48   2.988384E-8
     2940.076   2.981034E-8
      2940.67   2.973960E-8
     2941.266   2.966862E-8
      2941.86   2.959782E-8
     2942.456   2.952683E-8
      2943.05   2.945599E-8
     2943.646   2.938492E-8
     2944.243   2.931381E-8
     2944.839   2.924270E-8
     2945.434   2.917175E-8
     2946.031   2.910059E-8
     2946.628   2.902938E-8
     2947.225   2.895815E-8
     2947.822   2.888691E-8
     2948.419   2.881564E-8
     2949.015   2.874455E-8
     2949.612   2.867322E-8
     2950.208   2.860308E-8
     2950.806   2.853461E-8
     2951.404   2.846616E-8
        2952.   2.839785E-8
     2952.598   2.832934E-8
     2953.195   2.826097E-8
     2953.793   2.819242E-8
      2954.39   2.812400E-8
     2954.989   2.805540E-8
     2955.587   2.798676E-8
     2956.186   2.791813E-8
     2956.785   2.784946E-8
     2957.384   2.778075E-8
     2957.981   2.771223E-8
     2958.581   2.764347E-8
      2959.18   2.757470E-8
      2959.78   2.750591E-8
     2960.377   2.743904E-8
     2960.977   2.737297E-8
     2961.575   2.730710E-8
     2962.176   2.724099E-8
     2962.776   2.717487E-8
     2963.374   2.710892E-8
     2963.973   2.704296E-8
     2964.573   2.697677E-8
     2965.174   2.691057E-8
     2965.775   2.684438E-8
     2966.376   2.677813E-8
     2966.977   2.671190E-8
     2967.576   2.664582E-8
     2968.177   2.657951E-8
     2968.779   2.651320E-8
      2969.38   2.644686E-8
      2969.98   2.638071E-8
     2970.582   2.631692E-8
     2971.184   2.625320E-8
     2971.784   2.618962E-8
     2972.386   2.612587E-8
     2972.987   2.606226E-8
     2973.589   2.599847E-8
     2974.191   2.593469E-8
     2974.792   2.587105E-8
     2975.395   2.580721E-8
     2975.998   2.574337E-8
     2976.599   2.567966E-8
     2977.202   2.561577E-8
     2977.805   2.555186E-8
     2978.408   2.548794E-8
      2979.01   2.542418E-8
     2979.614   2.536022E-8
     2980.217   2.529719E-8
     2980.821   2.523577E-8
     2981.423   2.517451E-8
     2982.027   2.511308E-8
      2982.63   2.505178E-8
     2983.234   2.499032E-8
     2983.839   2.492882E-8
     2984.441   2.486751E-8
     2985.046   2.480601E-8
     2985.651   2.474445E-8
     2986.254   2.468309E-8
     2986.859   2.462155E-8
     2987.464   2.455996E-8
     2988.069   2.449838E-8
     2988.673   2.443696E-8
     2989.279   2.437535E-8
     2989.884   2.431371E-8
     2990.488   2.425424E-8
     2991.094   2.419508E-8
       2991.7   2.413589E-8
     2992.306   2.407671E-8
     2992.911   2.401764E-8
     2993.517   2.395845E-8
     2994.122   2.389939E-8
     2994.729   2.384013E-8
     2995.335   2.378088E-8
     2995.942   2.372160E-8
     2996.547   2.366249E-8
     2997.155   2.360318E-8
      2997.76   2.354405E-8
     2998.367   2.348473E-8
     2998.975   2.342541E-8
     2999.582   2.336609E-8
     3000.188   2.329347E-8
     3000.796   2.319089E-8
     3001.404   2.308823E-8
     3002.012   2.298562E-8
     3002.619   2.288320E-8
     3003.227   2.278053E-8
     3003.835   2.267783E-8
     3004.442   2.257538E-8
     3005.051   2.247264E-8
      3005.66   2.236986E-8
     3006.267   2.226732E-8
     3006.876   2.216453E-8
     3007.484   2.206196E-8
     3008.093   2.195915E-8
     3008.703   2.185625E-8
      3009.31   2.175368E-8
      3009.92   2.165076E-8
      3010.53   2.155433E-8
      3011.14   2.145881E-8
     3011.748   2.136357E-8
     3012.358   2.126807E-8
     3012.969   2.117257E-8
     3013.579   2.107699E-8
     3014.189   2.098145E-8
     3014.799   2.088610E-8
     3015.409   2.079048E-8
     3016.019   2.069513E-8
      3016.63   2.059948E-8
     3017.241   2.050384E-8
      3017.85   2.040844E-8
     3018.462   2.031276E-8
     3019.072   2.021731E-8
     3019.683   2.012157E-8
     3020.295   2.002917E-8
     3020.905   1.994060E-8
     3021.517   1.985177E-8
     3022.129   1.976294E-8
     3022.742   1.967407E-8
     3023.354   1.958521E-8
     3023.967   1.949632E-8
     3024.578   1.940764E-8
      3025.19   1.931871E-8
     3025.803   1.922978E-8
     3026.415   1.914107E-8
     3027.028   1.905209E-8
     3027.639   1.896336E-8
     3028.253   1.887437E-8
     3028.866   1.878534E-8
     3029.478   1.869655E-8
     3030.092   1.860851E-8
     3030.704   1.852613E-8
     3031.318   1.844352E-8
     3031.932   1.836086E-8
     3032.547   1.827823E-8
     3033.161   1.819561E-8
     3033.774   1.811317E-8
     3034.388   1.803048E-8
     3035.003   1.794778E-8
     3035.618   1.786509E-8
     3036.231   1.778260E-8
     3036.846   1.769986E-8
     3037.462   1.761712E-8
     3038.075   1.753458E-8
     3038.691   1.745181E-8
     3039.305   1.736924E-8
     3039.921   1.728645E-8
     3040.535   1.720911E-8
     3041.151   1.713230E-8
     3041.767   1.705546E-8
     3042.381   1.697885E-8
     3042.998   1.690200E-8
     3043.614   1.682515E-8
     3044.231   1.674826E-8
     3044.848   1.667138E-8
     3045.463   1.659470E-8
      3046.08   1.651781E-8
     3046.697   1.644088E-8
     3047.314   1.636396E-8
      3047.93   1.628722E-8
     3048.547   1.621027E-8
     3049.163   1.613351E-8
     3049.781   1.605654E-8
     3050.399   1.598316E-8
     3051.015   1.591195E-8
     3051.633   1.584056E-8
      3052.25   1.576932E-8
     3052.868   1.569789E-8
     3053.487   1.562645E-8
     3054.105   1.555499E-8
     3054.724   1.548354E-8
     3055.341   1.541226E-8
      3055.96   1.534074E-8
     3056.579   1.526928E-8
