WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f550m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 5.985469E-19
PIVWV    r 5579.85
BANDW    r 165.2026
TPEAK    r 0.246869
EQUVW    r 131.4178
RECTW    r 532.3381
EMFLX    r 3.231981E-16
     3612.078   1.278598E-5
     3612.596   1.278104E-5
     3613.114   1.277608E-5
     3613.633   1.277108E-5
     3614.151   1.276609E-5
     3614.671   1.276111E-5
     3615.189   1.275616E-5
     3615.707   1.275122E-5
     3616.225   1.274626E-5
     3616.745   1.274124E-5
     3617.265   1.273623E-5
     3617.784   1.273124E-5
     3618.302   1.272625E-5
     3618.823   1.272123E-5
     3619.343   1.271620E-5
     3619.864   1.271115E-5
     3620.382   1.270616E-5
     3620.901   1.270116E-5
     3621.422   1.269618E-5
     3621.941   1.269121E-5
      3622.46   1.268622E-5
     3622.979   1.268123E-5
       3623.5   1.267620E-5
     3624.021   1.267116E-5
     3624.541   1.266615E-5
      3625.06   1.266115E-5
      3625.58   1.265612E-5
     3626.101   1.265109E-5
     3626.621   1.264608E-5
     3627.142   1.264104E-5
     3627.662   1.263597E-5
     3628.184   1.263089E-5
     3628.704   1.262587E-5
     3629.226   1.262081E-5
     3629.748   1.261574E-5
     3630.268   1.261080E-5
      3630.79   1.260594E-5
      3631.31   1.260110E-5
     3631.831   1.259627E-5
     3632.351   1.259143E-5
     3632.874   1.258657E-5
     3633.394   1.258173E-5
     3633.915   1.257688E-5
     3634.437   1.257199E-5
     3634.958   1.256711E-5
     3635.481   1.256224E-5
     3636.002   1.255739E-5
     3636.525   1.255247E-5
     3637.046   1.254758E-5
     3637.569   1.254268E-5
     3638.091   1.253778E-5
     3638.614   1.253285E-5
     3639.137   1.252793E-5
     3639.659   1.252302E-5
      3640.18   1.251804E-5
     3640.704   1.251289E-5
     3641.226   1.250777E-5
     3641.747   1.250263E-5
     3642.271   1.249747E-5
     3642.793   1.249233E-5
     3643.317   1.248715E-5
     3643.839   1.248198E-5
     3644.361   1.247683E-5
     3644.885   1.247167E-5
     3645.408   1.246648E-5
     3645.932   1.246125E-5
     3646.455   1.245609E-5
     3646.979   1.245090E-5
     3647.502   1.244570E-5
     3648.026   1.244048E-5
     3648.551   1.243526E-5
     3649.074   1.243006E-5
     3649.597   1.242484E-5
     3650.122   1.241961E-5
     3650.645   1.241446E-5
     3651.168   1.240928E-5
     3651.693   1.240405E-5
     3652.216   1.239885E-5
     3652.742   1.239366E-5
     3653.263   1.238848E-5
     3653.789   1.238325E-5
     3654.312   1.237804E-5
     3654.838   1.237281E-5
     3655.364   1.236756E-5
     3655.887   1.236233E-5
     3656.411   1.235710E-5
     3656.937   1.235185E-5
     3657.463   1.234660E-5
     3657.987   1.234136E-5
     3658.513   1.233612E-5
     3659.038   1.233088E-5
     3659.564   1.232558E-5
     3660.088   1.232028E-5
     3660.613   1.231493E-5
     3661.137   1.230958E-5
     3661.664   1.230417E-5
     3662.191   1.229876E-5
     3662.714   1.229340E-5
      3663.24   1.228799E-5
     3663.765   1.228258E-5
     3664.292   1.227717E-5
     3664.819   1.227175E-5
     3665.344   1.226633E-5
      3665.87   1.226090E-5
     3666.397   1.225548E-5
     3666.922   1.225008E-5
      3667.45   1.224461E-5
     3667.976   1.223915E-5
     3668.503   1.223373E-5
     3669.031   1.222830E-5
     3669.556   1.222283E-5
     3670.082   1.221735E-5
     3670.608   1.221187E-5
     3671.136   1.220636E-5
     3671.662   1.220084E-5
     3672.188   1.219532E-5
     3672.717   1.218979E-5
     3673.243   1.218426E-5
     3673.771   1.217871E-5
       3674.3   1.217315E-5
     3674.826   1.216762E-5
     3675.353   1.216207E-5
     3675.882   1.215650E-5
     3676.408   1.215096E-5
     3676.937   1.214540E-5
     3677.464   1.213982E-5
     3677.993   1.213421E-5
      3678.52   1.212866E-5
     3679.047   1.212311E-5
     3679.576   1.211750E-5
     3680.104   1.211195E-5
     3680.633   1.210657E-5
      3681.16   1.210122E-5
     3681.688   1.209588E-5
     3682.215   1.209052E-5
     3682.745   1.208511E-5
     3683.273   1.207973E-5
     3683.802   1.207436E-5
      3684.33   1.206897E-5
      3684.86   1.206353E-5
      3685.39   1.205811E-5
     3685.918   1.205272E-5
     3686.449   1.204731E-5
     3686.977   1.204190E-5
     3687.507   1.203648E-5
     3688.036   1.203107E-5
     3688.564   1.202563E-5
     3689.093   1.202020E-5
     3689.623   1.201474E-5
     3690.154   1.200923E-5
     3690.683   1.200366E-5
     3691.212   1.199807E-5
     3691.741   1.199244E-5
     3692.272   1.198682E-5
     3692.801   1.198125E-5
     3693.332   1.197561E-5
     3693.861   1.196996E-5
     3694.393   1.196432E-5
     3694.922   1.195869E-5
     3695.453   1.195303E-5
     3695.983   1.194738E-5
     3696.514   1.194171E-5
     3697.046   1.193603E-5
     3697.576   1.193038E-5
     3698.108   1.192470E-5
     3698.636   1.191907E-5
     3699.168   1.191338E-5
     3699.698   1.190770E-5
      3700.23   1.190209E-5
      3700.76   1.189661E-5
     3701.291   1.189114E-5
     3701.823   1.188564E-5
     3702.353   1.188014E-5
     3702.884   1.187464E-5
     3703.417   1.186912E-5
     3703.949   1.186359E-5
      3704.48   1.185809E-5
     3705.013   1.185255E-5
     3705.544   1.184706E-5
     3706.077   1.184152E-5
     3706.608   1.183596E-5
     3707.141   1.183039E-5
     3707.672   1.182487E-5
     3708.204   1.181934E-5
     3708.737   1.181377E-5
     3709.268   1.180822E-5
     3709.802   1.180264E-5
     3710.332   1.179708E-5
     3710.865   1.179146E-5
     3711.397   1.178588E-5
     3711.931   1.178028E-5
     3712.463   1.177467E-5
     3712.997   1.176902E-5
     3713.531   1.176340E-5
     3714.063   1.175778E-5
     3714.597   1.175214E-5
     3715.129   1.174652E-5
     3715.664   1.174086E-5
     3716.196   1.173522E-5
     3716.731   1.172952E-5
     3717.263   1.172387E-5
     3717.796   1.171824E-5
     3718.331   1.171256E-5
     3718.864   1.170688E-5
     3719.398   1.170118E-5
     3719.929   1.169551E-5
     3720.465   1.168985E-5
     3720.998   1.168421E-5
     3721.533   1.167852E-5
     3722.066   1.167286E-5
     3722.602   1.166716E-5
     3723.135   1.166149E-5
     3723.671   1.165580E-5
     3724.206   1.165010E-5
      3724.74   1.164439E-5
     3725.276   1.163867E-5
     3725.809   1.163299E-5
     3726.345   1.162725E-5
     3726.879   1.162152E-5
     3727.413   1.161580E-5
     3727.948   1.161008E-5
     3728.484   1.160434E-5
      3729.02   1.159860E-5
     3729.552   1.159288E-5
     3730.089   1.158711E-5
     3730.623   1.158138E-5
      3731.16   1.157561E-5
     3731.695   1.156985E-5
     3732.231   1.156406E-5
     3732.766   1.155828E-5
     3733.303   1.155249E-5
     3733.838   1.154672E-5
     3734.375   1.154090E-5
      3734.91   1.153510E-5
     3735.448   1.152928E-5
     3735.985   1.152347E-5
      3736.52   1.151766E-5
     3737.056   1.151185E-5
     3737.591   1.150604E-5
     3738.129   1.150020E-5
     3738.664   1.149437E-5
       3739.2   1.148855E-5
     3739.736   1.148274E-5
     3740.274   1.147692E-5
     3740.812   1.147110E-5
     3741.348   1.146533E-5
     3741.886   1.145954E-5
     3742.422   1.145373E-5
      3742.96   1.144788E-5
     3743.497   1.144209E-5
     3744.035   1.143628E-5
     3744.572   1.143045E-5
      3745.11   1.142461E-5
     3745.647   1.141880E-5
     3746.184   1.141298E-5
     3746.723   1.140710E-5
      3747.26   1.140127E-5
     3747.799   1.139542E-5
     3748.336   1.138956E-5
     3748.873   1.138369E-5
      3749.41   1.137784E-5
     3749.949   1.137197E-5
     3750.487   1.136595E-5
     3751.026   1.135989E-5
     3751.563   1.135383E-5
     3752.103   1.134774E-5
     3752.643   1.134168E-5
     3753.181   1.133563E-5
      3753.72   1.132955E-5
     3754.259   1.132349E-5
     3754.798   1.131741E-5
     3755.336   1.131131E-5
     3755.875   1.130519E-5
     3756.413   1.129910E-5
     3756.953   1.129299E-5
     3757.494   1.128689E-5
     3758.032   1.128081E-5
     3758.571   1.127467E-5
     3759.109   1.126854E-5
      3759.65   1.126241E-5
     3760.188   1.125627E-5
     3760.727   1.125010E-5
     3761.268   1.124390E-5
     3761.809   1.123771E-5
     3762.348   1.123153E-5
      3762.89   1.122532E-5
     3763.429   1.121912E-5
      3763.97   1.121289E-5
     3764.511   1.120667E-5
     3765.051   1.120047E-5
      3765.59   1.119428E-5
      3766.13   1.118807E-5
     3766.672   1.118181E-5
     3767.211   1.117557E-5
     3767.751   1.116932E-5
     3768.293   1.116307E-5
     3768.833   1.115684E-5
     3769.375   1.115057E-5
     3769.916   1.114432E-5
     3770.456   1.113814E-5
     3770.998   1.113194E-5
     3771.541   1.112578E-5
     3772.081   1.111963E-5
     3772.621   1.111344E-5
     3773.164   1.110722E-5
     3773.707   1.110101E-5
     3774.248   1.109481E-5
     3774.791   1.108859E-5
     3775.331   1.108239E-5
     3775.872   1.107620E-5
     3776.416   1.106996E-5
     3776.957   1.106374E-5
     3777.498   1.105753E-5
     3778.041   1.105128E-5
     3778.583   1.104503E-5
     3779.124   1.103878E-5
     3779.668   1.103252E-5
     3780.209   1.102630E-5
     3780.753   1.102009E-5
     3781.297   1.101387E-5
     3781.839   1.100768E-5
     3782.381   1.100148E-5
     3782.925   1.099524E-5
     3783.469   1.098901E-5
     3784.011   1.098280E-5
     3784.555   1.097656E-5
     3785.098   1.097033E-5
      3785.64   1.096411E-5
     3786.185   1.095784E-5
     3786.727   1.095158E-5
      3787.27   1.094534E-5
     3787.814   1.093908E-5
     3788.357   1.093282E-5
       3788.9   1.092654E-5
     3789.445   1.092025E-5
     3789.988   1.091398E-5
     3790.533   1.090766E-5
     3791.076   1.090136E-5
     3791.622   1.089504E-5
     3792.165   1.088874E-5
      3792.71   1.088241E-5
     3793.256   1.087608E-5
       3793.8   1.086976E-5
     3794.345   1.086342E-5
     3794.889   1.085709E-5
     3795.433   1.085076E-5
     3795.977   1.084442E-5
     3796.523   1.083805E-5
     3797.067   1.083171E-5
     3797.613   1.082534E-5
     3798.157   1.081900E-5
     3798.701   1.081265E-5
     3799.248   1.080625E-5
     3799.792   1.079986E-5
     3800.339   1.079349E-5
     3800.883   1.078717E-5
      3801.43   1.078082E-5
     3801.975   1.077449E-5
      3802.52   1.076816E-5
     3803.066   1.076179E-5
     3803.614   1.075544E-5
     3804.158   1.074909E-5
     3804.706   1.074269E-5
     3805.251   1.073633E-5
     3805.796   1.072999E-5
     3806.344   1.072361E-5
     3806.889   1.071724E-5
     3807.435   1.071084E-5
      3807.98   1.070443E-5
     3808.528   1.069803E-5
     3809.074   1.069163E-5
     3809.622   1.068521E-5
     3810.169   1.067877E-5
     3810.716   1.067231E-5
     3811.264   1.066583E-5
      3811.81   1.065939E-5
     3812.356   1.065294E-5
     3812.904   1.064645E-5
     3813.453   1.063994E-5
     3813.999   1.063345E-5
     3814.546   1.062697E-5
     3815.094   1.062047E-5
     3815.641   1.061399E-5
      3816.19   1.060747E-5
     3816.737   1.060097E-5
     3817.284   1.059447E-5
     3817.831   1.058796E-5
      3818.38   1.058141E-5
     3818.927   1.057488E-5
     3819.476   1.056832E-5
     3820.024   1.056179E-5
     3820.573   1.055523E-5
     3821.123   1.054865E-5
      3821.67   1.054209E-5
     3822.218   1.053552E-5
     3822.768   1.052893E-5
     3823.318   1.052235E-5
     3823.865   1.051579E-5
     3824.413   1.050922E-5
     3824.964   1.050262E-5
     3825.512   1.049603E-5
      3826.06   1.048943E-5
      3826.61   1.048280E-5
     3827.158   1.047619E-5
     3827.707   1.046957E-5
     3828.258   1.046293E-5
     3828.806   1.045632E-5
     3829.355   1.044969E-5
     3829.906   1.044302E-5
     3830.456   1.043651E-5
     3831.005   1.043006E-5
     3831.554   1.042361E-5
     3832.105   1.041713E-5
     3832.656   1.041063E-5
     3833.208   1.040412E-5
     3833.757   1.039764E-5
     3834.307   1.039115E-5
     3834.858   1.038464E-5
     3835.407   1.037814E-5
     3835.957   1.037163E-5
     3836.507   1.036513E-5
     3837.059   1.035859E-5
     3837.608   1.035208E-5
     3838.161   1.034552E-5
      3838.71   1.033898E-5
      3839.26   1.033244E-5
     3839.813   1.032586E-5
     3840.365   1.031921E-5
     3840.916   1.031255E-5
     3841.466   1.030583E-5
     3842.018   1.029908E-5
     3842.571   1.029232E-5
     3843.122   1.028558E-5
     3843.672   1.027885E-5
     3844.225   1.027210E-5
     3844.778   1.026535E-5
     3845.329   1.025861E-5
      3845.88   1.025184E-5
     3846.431   1.024508E-5
     3846.985   1.023828E-5
     3847.536   1.023149E-5
     3848.087   1.022470E-5
     3848.641   1.021792E-5
     3849.192   1.021115E-5
     3849.746   1.020432E-5
       3850.3   1.019743E-5
     3850.851   1.019051E-5
     3851.403   1.018360E-5
     3851.957   1.017667E-5
     3852.511   1.016973E-5
     3853.063   1.016281E-5
     3853.615   1.015586E-5
      3854.17   1.014888E-5
     3854.722   1.014196E-5
     3855.274   1.013503E-5
     3855.829   1.012805E-5
     3856.381   1.012109E-5
     3856.936   1.011409E-5
     3857.489   1.010712E-5
     3858.042   1.010014E-5
     3858.594   1.009317E-5
     3859.149   1.008615E-5
     3859.704   1.007914E-5
     3860.258   1.007219E-5
     3860.811   1.006530E-5
     3861.366   1.005838E-5
     3861.921   1.005146E-5
     3862.477   1.004455E-5
     3863.031   1.003765E-5
     3863.584   1.003072E-5
      3864.14   1.002376E-5
     3864.693   1.001687E-5
     3865.247   1.000994E-5
     3865.801   1.000298E-5
     3866.357   9.996014E-6
     3866.913   9.989067E-6
     3867.468   9.982115E-6
     3868.021   9.975159E-6
     3868.576   9.968201E-6
     3869.132   9.961210E-6
     3869.687   9.954218E-6
     3870.243   9.947151E-6
     3870.798   9.940051E-6
     3871.355   9.932918E-6
     3871.909   9.925808E-6
     3872.466   9.918653E-6
     3873.023   9.911487E-6
     3873.578   9.904357E-6
     3874.136   9.897185E-6
     3874.691   9.890020E-6
     3875.246   9.882860E-6
     3875.801   9.875719E-6
     3876.359   9.868529E-6
     3876.914   9.861349E-6
     3877.472   9.854147E-6
     3878.028   9.846965E-6
     3878.583   9.839768E-6
     3879.141   9.832540E-6
     3879.697   9.825340E-6
     3880.255   9.818097E-6
     3880.811   9.810856E-6
     3881.369   9.803588E-6
     3881.926   9.796347E-6
     3882.484   9.789052E-6
     3883.042   9.781749E-6
     3883.599   9.774487E-6
     3884.155   9.767213E-6
     3884.714   9.759890E-6
     3885.271   9.752594E-6
     3885.827   9.745295E-6
     3886.386   9.737974E-6
     3886.943   9.730677E-6
     3887.502   9.723326E-6
     3888.059   9.715995E-6
     3888.616   9.708694E-6
     3889.176   9.701345E-6
     3889.733   9.693993E-6
     3890.293   9.686751E-6
      3890.85   9.679665E-6
      3891.41   9.672563E-6
     3891.967   9.665488E-6
     3892.527   9.658344E-6
     3893.087   9.651191E-6
     3893.645   9.644084E-6
     3894.203   9.636966E-6
     3894.763   9.629803E-6
     3895.321   9.622690E-6
     3895.879   9.615577E-6
      3896.44   9.608408E-6
     3896.998   9.601246E-6
     3897.559   9.594054E-6
     3898.117   9.586884E-6
     3898.676   9.579717E-6
     3899.234   9.572549E-6
     3899.795   9.565355E-6
     3900.356   9.558096E-6
     3900.915   9.550829E-6
     3901.474   9.543576E-6
     3902.035   9.536295E-6
     3902.596   9.529016E-6
     3903.156   9.521754E-6
     3903.717   9.514450E-6
     3904.277   9.507162E-6
     3904.838   9.499834E-6
     3905.398   9.492526E-6
     3905.957   9.485211E-6
     3906.517   9.477913E-6
     3907.079   9.470583E-6
     3907.641   9.463231E-6
     3908.199   9.455931E-6
     3908.761   9.448569E-6
     3909.321   9.441227E-6
     3909.883   9.433852E-6
     3910.446   9.426397E-6
     3911.006   9.418945E-6
     3911.567   9.411500E-6
     3912.129   9.404025E-6
      3912.69   9.396579E-6
     3913.253   9.389089E-6
     3913.813   9.381621E-6
     3914.376   9.374125E-6
     3914.939   9.366620E-6
       3915.5   9.359144E-6
     3916.062   9.351656E-6
     3916.623   9.344142E-6
     3917.186   9.336591E-6
     3917.747   9.329076E-6
     3918.309   9.321568E-6
     3918.872   9.314032E-6
     3919.434   9.306502E-6
     3919.998   9.298932E-6
     3920.562   9.291320E-6
     3921.123   9.283730E-6
     3921.685   9.276128E-6
     3922.249   9.268494E-6
     3922.811   9.260902E-6
     3923.375   9.253256E-6
     3923.938   9.245626E-6
     3924.502   9.237966E-6
     3925.064   9.230332E-6
     3925.627   9.222681E-6
     3926.192   9.215001E-6
     3926.754   9.207365E-6
     3927.319   9.199680E-6
     3927.882   9.192014E-6
     3928.445   9.184342E-6
     3929.008   9.176664E-6
     3929.573   9.168960E-6
     3930.136   9.161289E-6
     3930.701   9.153589E-6
     3931.264   9.145913E-6
      3931.83   9.138202E-6
     3932.396   9.130483E-6
     3932.959   9.122788E-6
     3933.525   9.115070E-6
     3934.088   9.107369E-6
     3934.654   9.099624E-6
     3935.218   9.091907E-6
     3935.782   9.084190E-6
     3936.346   9.076467E-6
     3936.912   9.068709E-6
     3937.478   9.060946E-6
     3938.042   9.053200E-6
     3938.607   9.045435E-6
     3939.171   9.037672E-6
     3939.738   9.029883E-6
     3940.302   9.022147E-6
     3940.869   9.014409E-6
     3941.434   9.006702E-6
     3942.001   8.998960E-6
     3942.566   8.991234E-6
     3943.133   8.983469E-6
     3943.698   8.975740E-6
     3944.265   8.967982E-6
     3944.833   8.960228E-6
     3945.398   8.952478E-6
     3945.965   8.944676E-6
     3946.529   8.936942E-6
     3947.096   8.929141E-6
     3947.662   8.921360E-6
      3948.23   8.913539E-6
     3948.795   8.905738E-6
     3949.361   8.897931E-6
     3949.929   8.890096E-6
     3950.495   8.882261E-6
     3951.063   8.874388E-6
      3951.63   8.866548E-6
     3952.198   8.858656E-6
     3952.764   8.850770E-6
     3953.333   8.842851E-6
       3953.9   8.834957E-6
     3954.468   8.827041E-6
     3955.035   8.819150E-6
     3955.604   8.811230E-6
     3956.171   8.803328E-6
     3956.738   8.795402E-6
     3957.307   8.787449E-6
     3957.874   8.779520E-6
     3958.443   8.771554E-6
     3959.008   8.763645E-6
     3959.578   8.755654E-6
     3960.145   8.747660E-6
     3960.715   8.739549E-6
     3961.282   8.731469E-6
     3961.852   8.723364E-6
     3962.422   8.715246E-6
      3962.99   8.707147E-6
      3963.56   8.699012E-6
     3964.128   8.690902E-6
     3964.698   8.682755E-6
     3965.266   8.674624E-6
     3965.836   8.666450E-6
     3966.405   8.658325E-6
     3966.973   8.650204E-6
     3967.544   8.642030E-6
     3968.112   8.633880E-6
     3968.683   8.625672E-6
      3969.25   8.617530E-6
      3969.82   8.609334E-6
     3970.389   8.601164E-6
      3970.96   8.592957E-6
     3971.529   8.584757E-6
     3972.101   8.576520E-6
      3972.67   8.568311E-6
     3973.241   8.560080E-6
     3973.813   8.551852E-6
     3974.382   8.543634E-6
     3974.954   8.535371E-6
     3975.523   8.527151E-6
     3976.095   8.518896E-6
     3976.665   8.510653E-6
     3977.235   8.502396E-6
     3977.805   8.494116E-6
     3978.377   8.485833E-6
     3978.949   8.477555E-6
     3979.517   8.469302E-6
      3980.09   8.461011E-6
      3980.66   8.452924E-6
     3981.233   8.444782E-6
     3981.803   8.436658E-6
     3982.376   8.428501E-6
     3982.947   8.420369E-6
     3983.519   8.412214E-6
      3984.09   8.404078E-6
     3984.663   8.395891E-6
     3985.234   8.387741E-6
     3985.807   8.379555E-6
     3986.381   8.371353E-6
     3986.952   8.363173E-6
     3987.523   8.354997E-6
     3988.095   8.346814E-6
     3988.668   8.338576E-6
      3989.24   8.330374E-6
     3989.812   8.322171E-6
     3990.383   8.313851E-6
     3990.957   8.305440E-6
     3991.531   8.297016E-6
     3992.103   8.288614E-6
     3992.677   8.280183E-6
      3993.25   8.271781E-6
     3993.824   8.263351E-6
     3994.396   8.254916E-6
     3994.971   8.246438E-6
     3995.543   8.238014E-6
     3996.118   8.229549E-6
     3996.691   8.221105E-6
     3997.263   8.212650E-6
     3997.838   8.204158E-6
     3998.411   8.195696E-6
     3998.986   8.187201E-6
      3999.56   8.178707E-6
     4000.133   8.175039E-6
     4000.706   8.187427E-6
     4001.281   8.199858E-6
     4001.854   8.212233E-6
      4002.43   8.224676E-6
     4003.004   8.237079E-6
      4003.58   8.249549E-6
     4004.156   8.262021E-6
     4004.729   8.274433E-6
     4005.303   8.286857E-6
     4005.879   8.299345E-6
     4006.455   8.311845E-6
      4007.03   8.324309E-6
     4007.604   8.336780E-6
     4008.178   8.349250E-6
     4008.755   8.361762E-6
     4009.331   8.374287E-6
     4009.906   8.386788E-6
      4010.48   8.399313E-6
     4011.055   8.411853E-6
     4011.632   8.424445E-6
     4012.207   8.437000E-6
     4012.782   8.449561E-6
     4013.359   8.462168E-6
     4013.936   8.474782E-6
     4014.511   8.487347E-6
     4015.087   8.499931E-6
     4015.664   8.512571E-6
     4016.242   8.525218E-6
      4016.82   8.537867E-6
     4017.395   8.550484E-6
     4017.971   8.563119E-6
     4018.546   8.575748E-6
     4019.125   8.588440E-6
       4019.7   8.601096E-6
     4020.276   8.613862E-6
     4020.855   8.626801E-6
     4021.431   8.639711E-6
     4022.009   8.652684E-6
     4022.586   8.665606E-6
     4023.162   8.678536E-6
     4023.741   8.691521E-6
      4024.32   8.704520E-6
     4024.896   8.717471E-6
     4025.473   8.730440E-6
     4026.052   8.743470E-6
     4026.631   8.756509E-6
     4027.208   8.769499E-6
     4027.787   8.782542E-6
     4028.365   8.795558E-6
     4028.942   8.808593E-6
     4029.521   8.821666E-6
     4030.099   8.834661E-6
     4030.676   8.847465E-6
     4031.256   8.860332E-6
     4031.834   8.873160E-6
     4032.411   8.885992E-6
     4032.991   8.898886E-6
     4033.569   8.911727E-6
     4034.149   8.924620E-6
      4034.73   8.937537E-6
     4035.308   8.950414E-6
     4035.886   8.963309E-6
     4036.467   8.976257E-6
     4037.047   8.989207E-6
     4037.626   9.002095E-6
     4038.207   9.015043E-6
     4038.785   9.027959E-6
     4039.364   9.040886E-6
     4039.945   9.053867E-6
     4040.524   9.066794E-6
     4041.103   9.079728E-6
     4041.684   9.092714E-6
     4042.263   9.105660E-6
     4042.843   9.118603E-6
     4043.424   9.131620E-6
     4044.003   9.144601E-6
     4044.585   9.157616E-6
     4045.165   9.170592E-6
     4045.747   9.183632E-6
     4046.326   9.196625E-6
     4046.908   9.209669E-6
      4047.49   9.222730E-6
     4048.071   9.235750E-6
     4048.653   9.248816E-6
     4049.233   9.261849E-6
     4049.813   9.274918E-6
     4050.394   9.288046E-6
     4050.976   9.301257E-6
     4051.557   9.314418E-6
     4052.139   9.327638E-6
      4052.72   9.340823E-6
     4053.301   9.354016E-6
     4053.884   9.367267E-6
     4054.465   9.380492E-6
     4055.048   9.393781E-6
     4055.629   9.407005E-6
     4056.212   9.420289E-6
     4056.793   9.433523E-6
     4057.375   9.446775E-6
     4057.958   9.460093E-6
     4058.542   9.473421E-6
     4059.126   9.486748E-6
     4059.708   9.500022E-6
     4060.289   9.513270E-6
     4060.871   9.526480E-6
     4061.455   9.539769E-6
     4062.037   9.553019E-6
     4062.619   9.566262E-6
     4063.201   9.579508E-6
     4063.786   9.592805E-6
     4064.368   9.606075E-6
     4064.953   9.619414E-6
     4065.538   9.632739E-6
      4066.12   9.646019E-6
     4066.705   9.659381E-6
     4067.288   9.672699E-6
     4067.871   9.686021E-6
     4068.456   9.699387E-6
     4069.041   9.712754E-6
     4069.624   9.726114E-6
     4070.207   9.739486E-6
     4070.793   9.752926E-6
     4071.376   9.766335E-6
     4071.962   9.779817E-6
     4072.545   9.793253E-6
     4073.129   9.806696E-6
     4073.712   9.820149E-6
     4074.298   9.833654E-6
     4074.882   9.847106E-6
     4075.468   9.860640E-6
     4076.052   9.874133E-6
     4076.639   9.887664E-6
     4077.225   9.901200E-6
     4077.809   9.914710E-6
     4078.394   9.928222E-6
      4078.98   9.941798E-6
     4079.567   9.955376E-6
     4080.152   9.968889E-6
     4080.736   9.982326E-6
     4081.323   9.995832E-6
     4081.908   1.000929E-5
     4082.493   1.002275E-5
      4083.08   1.003627E-5
     4083.665   1.004975E-5
      4084.25   1.006324E-5
     4084.838   1.007680E-5
     4085.423   1.009032E-5
     4086.009   1.010384E-5
     4086.596   1.011741E-5
     4087.184   1.013098E-5
      4087.77   1.014451E-5
     4088.356   1.015806E-5
     4088.944   1.017167E-5
     4089.532   1.018529E-5
      4090.12   1.019891E-5
     4090.706   1.021246E-5
     4091.292   1.022604E-5
     4091.881   1.023969E-5
     4092.467   1.025329E-5
     4093.054   1.026689E-5
      4093.64   1.028049E-5
     4094.229   1.029416E-5
     4094.816   1.030778E-5
     4095.405   1.032146E-5
     4095.991   1.033510E-5
     4096.579   1.034876E-5
     4097.167   1.036246E-5
     4097.757   1.037616E-5
     4098.344   1.038982E-5
     4098.932   1.040350E-5
     4099.521   1.041724E-5
     4100.111   1.043105E-5
     4100.698   1.044505E-5
     4101.286   1.045906E-5
     4101.876   1.047310E-5
     4102.466   1.048716E-5
     4103.054   1.050119E-5
     4103.642   1.051520E-5
     4104.229   1.052923E-5
      4104.82   1.054333E-5
     4105.408   1.055739E-5
     4105.997   1.057146E-5
     4106.587   1.058559E-5
     4107.176   1.059967E-5
     4107.767   1.061380E-5
     4108.357   1.062795E-5
     4108.946   1.064204E-5
     4109.535   1.065616E-5
     4110.126   1.067025E-5
     4110.717   1.068402E-5
     4111.306   1.069774E-5
     4111.895   1.071146E-5
     4112.487   1.072524E-5
     4113.076   1.073897E-5
     4113.666   1.075271E-5
     4114.257   1.076650E-5
     4114.847   1.078025E-5
     4115.438   1.079407E-5
     4116.028   1.080785E-5
     4116.618   1.082163E-5
     4117.208   1.083542E-5
       4117.8   1.084928E-5
     4118.393   1.086314E-5
     4118.982   1.087694E-5
     4119.573   1.089076E-5
     4120.166   1.090466E-5
     4120.758   1.091868E-5
     4121.351   1.093269E-5
     4121.941   1.094666E-5
     4122.532   1.096064E-5
     4123.125   1.097468E-5
     4123.716   1.098866E-5
     4124.307   1.100266E-5
     4124.898   1.101671E-5
     4125.491   1.103077E-5
     4126.084   1.104483E-5
     4126.676   1.105885E-5
     4127.267   1.107290E-5
     4127.858   1.108697E-5
     4128.452   1.110109E-5
     4129.044   1.111517E-5
     4129.638   1.112931E-5
     4130.229   1.114348E-5
     4130.824   1.115785E-5
     4131.416   1.117218E-5
      4132.01   1.118657E-5
     4132.604   1.120096E-5
     4133.196   1.121531E-5
     4133.791   1.122973E-5
     4134.383   1.124411E-5
     4134.976   1.125851E-5
     4135.568   1.127291E-5
     4136.163   1.128735E-5
     4136.756   1.130173E-5
     4137.351   1.131620E-5
     4137.944   1.133066E-5
     4138.537   1.134506E-5
     4139.132   1.135954E-5
     4139.725   1.137402E-5
      4140.32   1.138849E-5
     4140.914   1.140286E-5
     4141.509   1.141727E-5
     4142.103   1.143165E-5
     4142.699   1.144611E-5
     4143.294   1.146056E-5
     4143.888   1.147496E-5
     4144.482   1.148936E-5
     4145.078   1.150383E-5
     4145.672   1.151828E-5
     4146.266   1.153272E-5
     4146.863   1.154725E-5
     4147.457   1.156169E-5
     4148.053   1.157618E-5
     4148.648   1.159068E-5
     4149.242   1.160517E-5
     4149.839   1.161972E-5
     4150.434   1.163420E-5
     4151.031   1.164876E-5
     4151.625   1.166325E-5
     4152.223   1.167781E-5
     4152.818   1.169234E-5
     4153.415   1.170694E-5
     4154.013   1.172157E-5
     4154.608   1.173612E-5
     4155.203   1.175067E-5
     4155.801   1.176531E-5
     4156.396   1.177989E-5
     4156.992   1.179446E-5
      4157.59   1.180912E-5
     4158.186   1.182372E-5
     4158.784   1.183838E-5
