WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f550m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 5.985469E-19
PIVWV    r 5579.85
BANDW    r 165.2026
TPEAK    r 0.246869
EQUVW    r 131.4178
RECTW    r 532.3381
EMFLX    r 3.231981E-16
     5026.242   3.419356E-5
     5026.962   3.411656E-5
     5027.683   3.403947E-5
     5028.406   3.396206E-5
     5029.126   3.388493E-5
      5029.85   3.380755E-5
      5030.57   3.373042E-5
     5031.294   3.365297E-5
     5032.015   3.357581E-5
     5032.739   3.349831E-5
     5033.463   3.342078E-5
     5034.184   3.334356E-5
     5034.905   3.326631E-5
      5035.63   3.318867E-5
     5036.351   3.311141E-5
     5037.073   3.303409E-5
     5037.797   3.295640E-5
      5038.52   3.287894E-5
     5039.244   3.280119E-5
     5039.966   3.272372E-5
     5040.688   3.264606E-5
     5041.411   3.256837E-5
     5042.136   3.249034E-5
     5042.861   3.241222E-5
     5043.584   3.233440E-5
     5044.309   3.225631E-5
     5045.032   3.217844E-5
     5045.758   3.210026E-5
     5046.483   3.202209E-5
     5047.207   3.194415E-5
      5047.93   3.186615E-5
     5048.656   3.178780E-5
     5049.379   3.170983E-5
     5050.103   3.163184E-5
      5050.83   3.155378E-5
     5051.553   3.147597E-5
      5052.28   3.139785E-5
     5053.004   3.132009E-5
     5053.728   3.124214E-5
     5054.452   3.116422E-5
     5055.179   3.108598E-5
     5055.906   3.100779E-5
     5056.631   3.092979E-5
     5057.355   3.085175E-5
     5058.083   3.077344E-5
     5058.811   3.069501E-5
     5059.535   3.061692E-5
     5060.263   3.056264E-5
     5060.988   3.055110E-5
     5061.716   3.053952E-5
     5062.441   3.052800E-5
     5063.167   3.051647E-5
     5063.892   3.050489E-5
     5064.621   3.049325E-5
     5065.349   3.048163E-5
     5066.075   3.047006E-5
     5066.801   3.045849E-5
     5067.527   3.044690E-5
     5068.256   3.043522E-5
     5068.985   3.042352E-5
     5069.711   3.041193E-5
     5070.438   3.040088E-5
     5071.167   3.039013E-5
     5071.894   3.037941E-5
     5072.624   3.036866E-5
      5073.35   3.035794E-5
      5074.08   3.034717E-5
      5074.81   3.033639E-5
     5075.537   3.032561E-5
     5076.264   3.031482E-5
     5076.992   3.030407E-5
     5077.722   3.029327E-5
      5078.45   3.028250E-5
     5079.177   3.027172E-5
     5079.905   3.026095E-5
     5080.636   3.024904E-5
     5081.367   3.023694E-5
     5082.098   3.022482E-5
     5082.826   3.021278E-5
     5083.554   3.020067E-5
     5084.286   3.018851E-5
     5085.014   3.017638E-5
     5085.746   3.016424E-5
     5086.474   3.015214E-5
     5087.206   3.013999E-5
     5087.935   3.012789E-5
     5088.667   3.011570E-5
     5089.396   3.010354E-5
     5090.125   3.009140E-5
     5090.857   3.007925E-5
     5091.587   3.006713E-5
     5092.316   3.005498E-5
     5093.046   3.004280E-5
     5093.779   3.003059E-5
     5094.509   3.001847E-5
     5095.241   3.000628E-5
     5095.972   2.999404E-5
     5096.705   2.998182E-5
     5097.437   2.996961E-5
     5098.168   2.995744E-5
     5098.901   2.994517E-5
     5099.632   2.993297E-5
     5100.366   3.004201E-5
     5101.097   3.027224E-5
      5101.83   3.050327E-5
     5102.559   3.073282E-5
     5103.292   3.096410E-5
     5104.026   3.119545E-5
     5104.758   3.142600E-5
     5105.489   3.165666E-5
     5106.224   3.188829E-5
     5106.956   3.211908E-5
     5107.687   3.234990E-5
     5108.419   3.258084E-5
     5109.157   3.281363E-5
     5109.889   3.304469E-5
     5110.621   3.327576E-5
     5111.354   3.350688E-5
     5112.091   3.373977E-5
     5112.824   3.397091E-5
      5113.56   3.420327E-5
     5114.292   3.443458E-5
     5115.025   3.466602E-5
     5115.761   3.489837E-5
     5116.494   3.512992E-5
     5117.227   3.536171E-5
      5117.96   3.559347E-5
     5118.696   3.582600E-5
     5119.433   3.605875E-5
     5120.167   3.629077E-5
       5120.9   3.652263E-5
     5121.634   3.675471E-5
     5122.374   3.698872E-5
     5123.107   3.722091E-5
     5123.841   3.745303E-5
     5124.576   3.768541E-5
     5125.313   3.791874E-5
     5126.047   3.815114E-5
     5126.785   3.838462E-5
     5127.519   3.861713E-5
     5128.257   3.885074E-5
     5128.995   3.908440E-5
     5129.729   3.931719E-5
     5130.464   3.955057E-5
       5131.2   3.978449E-5
     5131.937   4.001929E-5
     5132.673   4.025340E-5
     5133.411   4.048842E-5
     5134.147   4.072271E-5
     5134.885   4.095778E-5
     5135.624   4.119310E-5
      5136.36   4.142753E-5
     5137.096   4.166219E-5
     5137.832   4.189666E-5
     5138.571   4.213230E-5
     5139.308   4.236707E-5
     5140.047   4.268073E-5
     5140.783   4.413954E-5
     5141.522   4.560433E-5
     5142.259   4.706453E-5
     5142.999   4.853075E-5
     5143.736   4.999134E-5
     5144.473   5.145316E-5
     5145.213   5.292103E-5
      5145.95   5.438231E-5
      5146.69   5.585060E-5
     5147.428   5.731433E-5
     5148.168   5.878312E-5
     5148.906   6.024734E-5
     5149.647   6.171744E-5
     5150.382   6.317587E-5
     5151.123   6.464586E-5
     5151.864   6.611709E-5
     5152.602   6.758278E-5
     5153.343   6.905449E-5
     5154.082   7.052057E-5
     5154.823   7.199237E-5
     5155.562   7.345976E-5
     5156.303   7.493326E-5
     5157.039   7.639522E-5
     5157.781   7.786986E-5
     5158.523   7.934377E-5
     5159.262   8.081314E-5
     5160.004   8.228864E-5
     5160.744   8.375884E-5
     5161.486   8.523523E-5
     5162.226   8.670699E-5
     5162.968   8.818469E-5
     5163.705   8.965100E-5
     5164.448   9.112922E-5
     5165.188   9.260282E-5
     5165.931   9.408245E-5
     5166.674   9.556124E-5
     5167.415   9.703634E-5
     5168.158   9.851660E-5
     5168.898   9.999239E-5
     5169.642   1.014729E-4
      5170.38   1.029451E-4
     5171.124   1.044295E-4
     5171.864   1.059084E-4
     5172.608   1.073943E-4
     5173.353   1.088805E-4
     5174.094   1.103610E-4
     5174.838   1.118477E-4
      5175.58   1.133298E-4
     5176.324   1.148170E-4
     5177.063   1.162947E-4
     5177.808   1.177836E-4
     5178.549   1.192668E-4
     5179.294   1.207571E-4
     5180.037   1.226545E-4
     5180.782   1.325419E-4
     5181.524   1.423925E-4
      5182.27   1.522903E-4
     5183.015   1.621831E-4
     5183.754   1.720069E-4
       5184.5   1.819100E-4
     5185.243   1.917823E-4
     5185.989   2.016888E-4
     5186.732   2.115653E-4
     5187.478   2.214824E-4
     5188.222   2.313689E-4
     5188.968   2.412894E-4
     5189.711   2.511796E-4
     5190.455   2.610672E-4
     5191.202   2.709920E-4
     5191.945   2.808787E-4
     5192.692   2.908128E-4
     5193.437   3.007092E-4
     5194.184   3.106457E-4
     5194.928   3.205440E-4
     5195.675   3.304828E-4
     5196.417   3.403515E-4
     5197.164   3.502994E-4
     5197.912   3.602482E-4
     5198.657   3.701665E-4
     5199.404   3.801182E-4
     5200.149   3.900376E-4
     5200.897   3.999949E-4
     5201.643   4.099147E-4
     5202.391   4.198745E-4
     5203.133   4.297639E-4
     5203.882   4.397311E-4
     5204.627   4.496611E-4
     5205.376   4.596316E-4
     5206.125   4.696095E-4
     5206.871   4.795496E-4
      5207.62   4.895293E-4
     5208.366   4.994715E-4
     5209.115   5.094543E-4
     5209.859   5.193650E-4
     5210.608   5.293539E-4
     5211.355   5.393052E-4
     5212.104   5.492971E-4
     5212.854   5.592953E-4
     5213.601   5.692491E-4
     5214.351   5.792498E-4
     5215.099   5.892192E-4
     5215.849   5.992216E-4
     5216.593   6.091528E-4
     5217.343   6.191568E-4
     5218.091   6.291296E-4
     5218.842   6.391483E-4
     5219.589   6.491231E-4
      5220.34   6.712797E-4
     5221.088   7.079375E-4
     5221.839   7.447414E-4
      5222.59   7.815486E-4
     5223.336   8.180958E-4
     5224.087   8.549335E-4
     5224.836   8.916315E-4
     5225.587   9.284760E-4
     5226.336   9.652034E-4
     5227.088   0.001002054
     5227.837   0.001038787
     5228.589   0.001075669
     5229.338   0.001112434
     5230.087   0.001149178
      5230.84   0.001186102
     5231.589   0.001222885
     5232.342   0.001259817
     5233.092   0.001296633
     5233.844   0.001333571
     5234.594   0.001370394
     5235.347   0.001407364
     5236.098   0.001444218
     5236.848   0.001481054
     5237.601   0.001518058
     5238.352   0.001554923
     5239.105   0.001591936
     5239.856   0.001628833
     5240.609   0.001715044
      5241.36   0.001812577
     5242.114   0.001910503
     5242.866   0.002008118
     5243.617   0.002105679
     5244.368   0.002203313
     5245.123   0.002301339
     5245.877   0.002399377
     5246.629   0.002497107
     5247.383   0.002595161
     5248.135   0.002692905
      5248.89   0.002791046
     5249.643   0.002888876
     5250.395   0.003036907
     5251.147   0.003230609
     5251.902   0.003425082
     5252.658   0.003619571
     5253.411   0.003813446
     5254.166   0.004007963
     5254.919   0.004201871
     5255.675   0.004396546
     5256.428   0.004590609
     5257.181    0.00478456
     5257.935    0.00497866
     5258.691    0.00517352
     5259.444    0.00536764
     5260.201   0.005614861
     5260.958    0.00600603
     5261.711   0.006395962
     5262.468   0.006787432
     5263.223   0.007177664
     5263.977   0.007567669
     5264.731   0.007957944
     5265.488   0.008349756
     5266.243   0.008740076
        5267.   0.009132186
     5267.758   0.009524084
     5268.513   0.009914732
     5269.268     0.0103054
     5270.025    0.01071276
     5270.781    0.01155462
     5271.536    0.01239658
     5272.294    0.01324189
      5273.05    0.01408401
     5273.808    0.01492951
     5274.564    0.01577238
     5275.323    0.01661861
     5276.079    0.01746167
     5276.837    0.01830804
     5277.594    0.01915182
      5278.35    0.01999569
     5279.109     0.0208429
     5279.866    0.02168695
     5280.625     0.0231309
     5281.382    0.02469812
     5282.142    0.02627155
     5282.898    0.02783902
     5283.658    0.02941281
     5284.413    0.03097564
     5285.173    0.03255076
     5285.933    0.03412595
      5286.69    0.03569529
     5287.451    0.03727086
     5288.208    0.03884149
     5288.969    0.04041838
     5289.727    0.04198934
     5290.488    0.04434687
     5291.243    0.04712147
     5292.004    0.04991773
     5292.765    0.05271238
     5293.524    0.05550002
     5294.285    0.05829677
     5295.044    0.06108476
     5295.806    0.06388377
     5296.564    0.06667215
     5297.326    0.06947154
     5298.083    0.07225145
     5298.845    0.07505294
     5299.604    0.07784377
     5300.366    0.08117782
     5301.128    0.08508769
     5301.888    0.08898518
     5302.651    0.09289816
     5303.411    0.09679649
     5304.173     0.1007102
     5304.931     0.1045967
     5305.694     0.1085137
     5306.454      0.112416
     5307.217     0.1163335
      5307.98     0.1202516
     5308.741     0.1241574
     5309.505     0.1280786
     5310.266     0.1318685
      5311.03     0.1354577
     5311.788     0.1390171
     5312.552     0.1426069
     5313.313     0.1461832
     5314.077     0.1497735
     5314.839     0.1533531
     5315.603     0.1569441
     5316.368     0.1605377
      5317.13     0.1641202
     5317.895     0.1677146
     5318.654     0.1712836
     5319.418     0.1748784
     5320.181     0.1781468
     5320.946     0.1804101
     5321.708      0.182663
     5322.474     0.1849264
     5323.237     0.1871815
     5324.002     0.1894451
     5324.766     0.1917017
     5325.528     0.1939569
     5326.294     0.1962224
     5327.058     0.1984793
     5327.824     0.2007454
     5328.587     0.2030042
     5329.354     0.2052717
     5330.118     0.2073047
     5330.884     0.2081003
     5331.645     0.2088896
     5332.412     0.2096855
     5333.179     0.2104817
     5333.943     0.2112752
      5334.71     0.2120711
     5335.475     0.2128647
     5336.243     0.2136615
     5337.007     0.2144556
     5337.775     0.2152524
     5338.537     0.2160431
     5339.305     0.2168405
      5340.07     0.2175785
     5340.838      0.217755
     5341.606     0.2179311
     5342.372     0.2181064
      5343.14     0.2182826
     5343.906     0.2184583
     5344.674     0.2186347
     5345.438     0.2188097
     5346.206      0.218986
     5346.972     0.2191616
     5347.741     0.2193378
     5348.511     0.2195143
     5349.277     0.2196901
     5350.046     0.2198647
     5350.813     0.2200125
     5351.583     0.2201609
     5352.347     0.2203078
     5353.117     0.2204559
     5353.884     0.2206037
     5354.654     0.2207522
     5355.421        0.2209
     5356.191     0.2210485
     5356.962      0.221197
     5357.729     0.2213444
       5358.5     0.2214929
     5359.265     0.2216405
     5360.036      0.221801
     5360.804     0.2222029
     5361.575     0.2226063
     5362.343     0.2230081
     5363.115     0.2234119
     5363.883     0.2238143
     5364.655     0.2242177
     5365.423     0.2246199
     5366.192     0.2250224
     5366.964     0.2254263
     5367.733     0.2258286
     5368.505     0.2262328
     5369.274     0.2266357
     5370.047     0.2270361
     5370.816     0.2273751
     5371.589     0.2277155
     5372.359     0.2280547
     5373.128     0.2283935
     5373.901     0.2287341
     5374.671     0.2290729
     5375.445     0.2294136
     5376.215      0.229753
     5376.988     0.2300934
     5377.759     0.2304333
     5378.532      0.230774
     5379.303     0.2311135
     5380.074     0.2314652
     5380.845     0.2319276
     5381.619     0.2323924
     5382.393     0.2328575
     5383.164     0.2333211
     5383.938     0.2337865
      5384.71     0.2342496
     5385.484     0.2347149
     5386.256     0.2351789
     5387.028     0.2356424
       5387.8     0.2361059
     5388.575     0.2365719
      5389.35     0.2370379
     5390.122     0.2374753
     5390.897     0.2377755
      5391.67     0.2380748
     5392.446     0.2383754
     5393.218     0.2386744
     5393.991     0.2389733
     5394.764     0.2392733
      5395.54     0.2395737
     5396.313      0.239873
     5397.089     0.2401738
     5397.866      0.240475
     5398.639     0.2407747
     5399.416     0.2410756
     5400.189     0.2413581
     5400.963     0.2415887
     5401.737     0.2418192
     5402.514     0.2420507
     5403.289     0.2422812
     5404.065     0.2425124
      5404.84     0.2427432
     5405.617     0.2429748
     5406.395     0.2432066
      5407.17     0.2434375
     5407.944     0.2436683
     5408.719     0.2438997
     5409.498     0.2441315
     5410.272     0.2443015
     5411.051     0.2443602
     5411.826      0.244418
     5412.604     0.2444763
     5413.383     0.2445348
     5414.159     0.2445928
     5414.935     0.2446512
      5415.71     0.2447095
      5416.49     0.2447681
     5417.266     0.2448263
     5418.045     0.2448846
     5418.821     0.2449431
     5419.601     0.2450019
     5420.377     0.2450005
     5421.157     0.2449356
     5421.931     0.2448713
     5422.711     0.2448063
     5423.491     0.2447415
     5424.268     0.2446769
     5425.048     0.2446118
     5425.826     0.2445475
     5426.606     0.2444824
     5427.384     0.2444176
     5428.165     0.2443529
     5428.939     0.2442883
      5429.72     0.2442234
     5430.501     0.2441508
     5431.279     0.2440744
     5432.061     0.2439978
     5432.839     0.2439209
     5433.621     0.2438442
     5434.399     0.2437678
     5435.181     0.2436912
     5435.957     0.2436154
     5436.739     0.2435384
     5437.518     0.2434618
       5438.3     0.2433849
     5439.082     0.2433082
     5439.861     0.2432317
     5440.644      0.243144
     5441.423     0.2430545
     5442.206     0.2429645
     5442.983     0.2428749
     5443.766     0.2427847
     5444.546     0.2426951
     5445.329     0.2426051
     5446.109     0.2425153
     5446.893     0.2424253
     5447.676     0.2423352
     5448.457     0.2422454
     5449.241     0.2421554
     5450.019     0.2420667
     5450.803     0.2420178
     5451.583     0.2419682
     5452.368     0.2419186
     5453.149     0.2418694
     5453.934     0.2418196
     5454.718     0.2417703
       5455.5     0.2417213
     5456.284     0.2416718
     5457.063     0.2416223
     5457.848     0.2415731
      5458.63      0.241524
     5459.416     0.2414748
     5460.198     0.2414353
     5460.983     0.2414236
     5461.766     0.2414117
     5462.551     0.2414005
     5463.337     0.2413893
     5464.117     0.2413778
     5464.903     0.2413666
     5465.686     0.2413553
     5466.472     0.2413438
     5467.255     0.2413326
     5468.042     0.2413213
     5468.825       0.24131
     5469.612     0.2412987
     5470.399     0.2413382
      5471.18     0.2414262
     5471.967     0.2415147
     5472.751     0.2416031
     5473.538     0.2416918
     5474.322     0.2417803
      5475.11     0.2418692
     5475.895     0.2419577
     5476.682     0.2420465
     5477.467     0.2421352
     5478.251     0.2422239
     5479.037     0.2423125
     5479.825     0.2424017
     5480.613     0.2424203
     5481.398     0.2424188
     5482.187     0.2424175
     5482.972     0.2424161
     5483.761     0.2424148
     5484.544     0.2424132
     5485.333     0.2424117
     5486.119     0.2424104
     5486.908     0.2424093
     5487.694      0.242408
     5488.483     0.2424064
     5489.273     0.2424051
      5490.06     0.2423928
     5490.849     0.2422397
     5491.633     0.2420883
     5492.423     0.2419356
      5493.21     0.2417833
        5494.     0.2416305
     5494.788     0.2414779
     5495.578     0.2413256
     5496.368     0.2411728
     5497.156     0.2410202
     5497.947     0.2408669
     5498.731     0.2407151
     5499.522     0.2405621
     5500.311     0.2404947
     5501.102     0.2405584
      5501.89     0.2406211
     5502.681     0.2406848
      5503.47     0.2407481
     5504.261     0.2408115
     5505.053     0.2408751
     5505.839     0.2409379
     5506.631     0.2410016
      5507.42      0.241065
     5508.212     0.2411285
     5509.001     0.2411921
     5509.794     0.2412556
     5510.583     0.2413286
     5511.376     0.2414053
     5512.169      0.241482
     5512.956     0.2415586
     5513.749     0.2416352
     5514.539     0.2417116
     5515.332     0.2417884
     5516.123      0.241865
     5516.916     0.2419417
     5517.707     0.2420186
       5518.5     0.2420957
     5519.291     0.2421725
     5520.082     0.2422642
     5520.873     0.2424868
     5521.667     0.2427105
     5522.461     0.2429338
     5523.252     0.2431566
     5524.047     0.2433808
     5524.838     0.2436037
     5525.633     0.2438277
     5526.425      0.244051
     5527.217     0.2442742
     5528.009     0.2444976
     5528.804     0.2447214
     5529.596     0.2449449
     5530.392     0.2450029
     5531.187     0.2448895
      5531.98     0.2447768
     5532.775     0.2446626
     5533.568     0.2445492
     5534.361     0.2444361
     5535.154     0.2443231
     5535.951     0.2442096
     5536.744     0.2440966
      5537.54     0.2439827
     5538.337     0.2438692
      5539.13     0.2437564
     5539.927     0.2436422
     5540.721     0.2438701
     5541.515     0.2441318
     5542.309     0.2443938
     5543.106     0.2446572
       5543.9     0.2449191
     5544.698     0.2451825
     5545.492     0.2454448
      5546.29      0.245708
     5547.088     0.2459711
     5547.883      0.246234
     5548.678     0.2464969
     5549.473     0.2467597
     5550.271      0.246869
     5551.066     0.2466787
     5551.865     0.2464877
     5552.661     0.2462975
     5553.459     0.2461064
     5554.258     0.2459151
     5555.054      0.245725
      5555.85     0.2455345
     5556.646     0.2453437
     5557.445     0.2451525
     5558.242     0.2449621
     5559.041     0.2447707
     5559.838     0.2445805
     5560.637     0.2445508
     5561.434     0.2445624
     5562.234     0.2445742
     5563.031     0.2445857
     5563.829      0.244597
     5564.629     0.2446086
     5565.426     0.2446201
     5566.227     0.2446317
     5567.024     0.2446433
     5567.825     0.2446549
     5568.623     0.2446668
     5569.424     0.2446786
     5570.222     0.2446712
      5571.02     0.2446138
     5571.818     0.2445559
      5572.62     0.2444983
     5573.421     0.2444408
      5574.22     0.2443832
     5575.022     0.2443253
     5575.821     0.2442681
     5576.623     0.2442107
     5577.419     0.2441535
     5578.221     0.2440957
     5579.021     0.2440379
     5579.823     0.2439806
     5580.625     0.2438139
     5581.425     0.2436174
     5582.228     0.2434205
     5583.028     0.2432236
     5583.831     0.2430262
     5584.628     0.2428302
     5585.432     0.2426325
     5586.232      0.242436
     5587.035     0.2422391
     5587.836     0.2420423
      5588.64     0.2418445
     5589.443     0.2416469
     5590.245     0.2414872
     5591.049      0.241411
     5591.847     0.2413355
     5592.651     0.2412598
     5593.453     0.2411842
     5594.257     0.2411081
     5595.059     0.2410328
     5595.863     0.2409565
     5596.668     0.2408804
      5597.47     0.2408047
     5598.275     0.2407288
     5599.075     0.2406536
      5599.88     0.2405775
     5600.683     0.2405393
     5601.488     0.2405073
     5602.291     0.2404755
     5603.097     0.2404435
     5603.899     0.2404118
     5604.706     0.2403801
     5605.512     0.2403482
     5606.312     0.2403165
     5607.118     0.2402851
     5607.922     0.2402534
     5608.729     0.2402216
     5609.532     0.2401901
     5610.339     0.2401682
     5611.143     0.2401596
      5611.95     0.2401514
     5612.757     0.2401435
     5613.559     0.2401351
     5614.363     0.2401268
      5615.17     0.2401188
     5615.978     0.2401103
     5616.783     0.2401019
     5617.591     0.2400936
     5618.396     0.2400858
     5619.204      0.240078
     5620.009     0.2400713
     5620.814     0.2401933
      5621.62     0.2403153
     5622.429     0.2404378
     5623.237     0.2405603
     5624.043     0.2406826
     5624.852     0.2408052
     5625.658     0.2409275
     5626.467     0.2410504
     5627.271     0.2411723
      5628.08     0.2412949
     5628.886      0.241417
     5629.696     0.2415399
     5630.503     0.2416588
     5631.313     0.2417755
     5632.123     0.2418923
      5632.93     0.2420092
      5633.74     0.2421262
     5634.544     0.2422419
     5635.354     0.2423588
     5636.162     0.2424757
     5636.973     0.2425928
     5637.781     0.2427093
     5638.591     0.2428264
     5639.403     0.2429437
     5640.211     0.2430341
     5641.022     0.2430511
     5641.827     0.2430676
     5642.639     0.2430842
     5643.447     0.2431008
     5644.259     0.2431175
     5645.068     0.2431342
      5645.88     0.2431514
     5646.689     0.2431676
     5647.501     0.2431842
     5648.313      0.243201
      5649.12     0.2432176
     5649.932     0.2432343
     5650.742      0.243385
     5651.555     0.2435485
     5652.365     0.2437115
     5653.178     0.2438751
     5653.988     0.2440377
     5654.801     0.2442011
     5655.614     0.2443651
     5656.422     0.2445278
     5657.235     0.2446915
     5658.046     0.2448548
      5658.86     0.2450188
     5659.671     0.2451819
     5660.485     0.2452678
     5661.296     0.2453006
      5662.11     0.2453336
     5662.922     0.2453654
     5663.733     0.2453983
     5664.548     0.2454313
     5665.359     0.2454642
     5666.174     0.2454973
     5666.986     0.2455298
     5667.801     0.2455626
     5668.614     0.2455952
     5669.429     0.2456279
     5670.241     0.2456302
     5671.054       0.24556
     5671.867       0.24549
     5672.683     0.2454198
     5673.495     0.2453495
     5674.312     0.2452789
     5675.127     0.2452085
     5675.941     0.2451379
     5676.757     0.2450676
     5677.571     0.2449971
     5678.384     0.2449267
     5679.198     0.2448566
     5680.015     0.2447827
     5680.829     0.2445353
     5681.646     0.2442868
     5682.463     0.2440379
     5683.277     0.2437901
     5684.095     0.2435416
     5684.909     0.2432939
     5685.724     0.2430459
     5686.539     0.2427981
     5687.357     0.2425492
     5688.172     0.2423012
      5688.99     0.2420525
     5689.805     0.2418043
     5690.624      0.241617
     5691.442      0.241449
     5692.258     0.2412815
     5693.073      0.241114
     5693.889     0.2409462
     5694.708      0.240778
     5695.524     0.2406107
     5696.343     0.2404424
      5697.16     0.2402745
     5697.979     0.2401059
     5698.799     0.2399378
     5699.615     0.2397701
     5700.432     0.2395784
     5701.249     0.2393654
     5702.069     0.2391516
     5702.886     0.2389385
     5703.707     0.2387242
     5704.523      0.238511
     5705.344     0.2382972
     5706.162     0.2380843
     5706.982     0.2378701
       5707.8     0.2376567
     5708.618     0.2374432
     5709.439     0.2372289
     5710.257     0.2371055
     5711.079     0.2371782
     5711.897     0.2372506
     5712.719     0.2373232
     5713.538      0.237396
     5714.359     0.2374689
     5715.175     0.2375409
     5715.997     0.2376138
     5716.819     0.2376869
     5717.639     0.2377594
     5718.461     0.2378323
      5719.28     0.2379048
     5720.103     0.2379667
     5720.923     0.2379538
     5721.746     0.2379401
     5722.563     0.2379266
     5723.385      0.237913
     5724.209     0.2378991
     5725.029     0.2378854
     5725.853     0.2378719
     5726.673     0.2378587
     5727.497     0.2378449
     5728.317     0.2378311
     5729.142     0.2378174
     5729.959     0.2378038
     5730.783     0.2379521
     5731.604     0.2381081
     5732.429     0.2382647
      5733.25     0.2384206
     5734.075     0.2385773
       5734.9     0.2387339
     5735.722     0.2388897
     5736.547     0.2390465
     5737.366     0.2392022
     5738.191      0.239359
     5739.013     0.2395152
     5739.839     0.2396715
     5740.661     0.2397479
     5741.487     0.2398053
     5742.313     0.2398627
     5743.136     0.2399194
     5743.962     0.2399763
     5744.782     0.2400325
     5745.608     0.2400897
     5746.431     0.2401469
     5747.258     0.2402041
     5748.082      0.240261
     5748.908     0.2403181
     5749.732     0.2403749
     5750.559     0.2401966
     5751.386     0.2399052
     5752.208     0.2396156
     5753.035     0.2393245
     5753.859     0.2390342
     5754.687     0.2387425
     5755.511     0.2384515
     5756.339     0.2381595
     5757.164     0.2378688
     5757.992     0.2375771
     5758.817     0.2372861
     5759.643     0.2369947
     5760.471     0.2365468
     5761.296     0.2359833
     5762.125     0.2354168
     5762.951     0.2348523
      5763.78     0.2342859
     5764.605     0.2337214
     5765.435     0.2331542
     5766.261     0.2325895
     5767.087     0.2320253
     5767.917     0.2314576
     5768.743     0.2308928
     5769.573     0.2303254
       5770.4     0.2297628
      5771.23     0.2292007
     5772.057     0.2286405
     5772.887      0.228079
     5773.714     0.2275189
     5774.542     0.2269584
     5775.369     0.2263976
       5776.2     0.2258351
     5777.028     0.2252741
     5777.858     0.2247113
      5778.69      0.224148
     5779.518     0.2235867
     5780.349      0.223117
     5781.174     0.2227802
     5782.006     0.2224406
     5782.834     0.2221022
     5783.666     0.2217623
     5784.495     0.2214239
     5785.327     0.2210842
     5786.159     0.2207443
     5786.988     0.2204055
     5787.821     0.2200658
     5788.647     0.2197284
     5789.479     0.2193885
     5790.309     0.2191425
     5791.142      0.219052
     5791.972     0.2189624
     5792.805     0.2188721
     5793.635     0.2187823
     5794.468     0.2186923
     5795.302      0.218602
     5796.129     0.2185122
     5796.963      0.218422
     5797.793     0.2183322
     5798.627     0.2182417
     5799.458     0.2181517
     5800.292     0.2181708
     5801.124     0.2183909
     5801.958     0.2186122
      5802.79     0.2188327
     5803.621     0.2190528
     5804.456     0.2192739
     5805.288     0.2194943
     5806.123     0.2197157
     5806.955     0.2199364
      5807.79     0.2201577
     5808.622     0.2203783
     5809.458        0.2206
      5810.29     0.2208249
     5811.123     0.2210577
     5811.958     0.2212905
     5812.792     0.2215238
     5813.627     0.2217572
     5814.461     0.2219899
     5815.297     0.2222234
      5816.13     0.2224566
     5816.967     0.2226903
       5817.8     0.2229233
     5818.634     0.2231566
     5819.468     0.2233896
     5820.305     0.2234718
     5821.142     0.2232895
     5821.977     0.2231073
     5822.814      0.222925
     5823.648     0.2227432
     5824.486     0.2225607
      5825.32     0.2223788
     5826.155     0.2221964
      5826.99     0.2220144
     5827.828     0.2218319
     5828.667     0.2216493
     5829.502     0.2214672
      5830.34     0.2205681
     5831.176     0.2186276
     5832.015     0.2166796
      5832.85     0.2147393
     5833.686     0.2127974
     5834.522     0.2108554
     5835.361     0.2089053
     5836.197     0.2069631
     5837.037     0.2050115
     5837.873      0.203069
     5838.713     0.2011175
     5839.553     0.1991654
      5840.39     0.1963222
     5841.227     0.1924486
     5842.063     0.1885747
     5842.904     0.1846848
     5843.741     0.1808085
     5844.582     0.1769183
     5845.419     0.1730394
      5846.26     0.1691467
     5847.098     0.1652692
     5847.939     0.1613737
     5848.777     0.1574942
     5849.615     0.1536143
     5850.457     0.1493664
     5851.294     0.1448441
     5852.136     0.1403004
     5852.975     0.1357717
     5853.817     0.1312271
     5854.656     0.1266975
     5855.498     0.1221518
     5856.337     0.1176188
     5857.176     0.1130879
     5858.019     0.1085354
     5858.858     0.1040009
     5859.701    0.09944729
     5860.541    0.09562103
     5861.383    0.09217671
     5862.223    0.08874395
     5863.066    0.08529674
     5863.903    0.08187524
     5864.747    0.07842553
      5865.59    0.07497743
     5866.431    0.07153898
     5867.275    0.06808822
     5868.116    0.06464904
     5868.959    0.06119754
     5869.801    0.05775577
     5870.645    0.05533201
     5871.483     0.0532422
     5872.328    0.05113531
     5873.172    0.04902839
     5874.014    0.04692994
     5874.859    0.04482162
     5875.701    0.04272171
     5876.546    0.04061329
     5877.388    0.03851335
     5878.233     0.0364036
     5879.072    0.03431088
     5879.918    0.03220096
     5880.761    0.03092615
     5881.606    0.02973645
     5882.453    0.02854599
     5883.295    0.02736027
     5884.142    0.02616964
     5884.985    0.02498311
     5885.832    0.02379171
     5886.671    0.02260983
     5887.518    0.02141823
     5888.362    0.02023073
     5889.209    0.01903835
     5890.056    0.01788273
