WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f660n
     2586.714   5.057294E-7
     2587.091   5.056746E-7
     2587.469   5.056198E-7
     2587.848   5.055647E-7
     2588.226   5.055103E-7
     2588.606   5.054559E-7
     2588.984   5.054017E-7
     2589.365   5.053457E-7
     2589.743   5.052901E-7
     2590.123   5.052326E-7
     2590.501   5.051720E-7
      2590.88   5.051108E-7
     2591.259   5.050501E-7
     2591.639   5.049891E-7
     2592.017   5.049282E-7
     2592.396   5.048666E-7
     2592.777   5.048047E-7
     2593.156   5.047436E-7
     2593.536   5.046830E-7
     2593.915   5.046227E-7
     2594.295   5.045610E-7
     2594.674   5.044994E-7
     2595.054   5.044376E-7
     2595.433   5.043763E-7
     2595.813   5.043151E-7
     2596.194   5.042533E-7
     2596.573   5.041915E-7
     2596.954   5.041294E-7
     2597.333   5.040681E-7
     2597.714   5.040066E-7
     2598.093   5.039452E-7
     2598.474   5.038836E-7
     2598.854   5.038223E-7
     2599.235   5.037602E-7
     2599.615   5.036979E-7
     2599.997   5.036356E-7
     2600.376   5.036072E-7
     2600.756   5.035793E-7
     2601.137   5.035511E-7
     2601.517   5.035229E-7
     2601.898   5.034948E-7
     2602.279   5.034652E-7
      2602.66   5.034351E-7
     2603.042   5.034052E-7
     2603.423   5.033782E-7
     2603.803   5.033512E-7
     2604.185   5.033232E-7
     2604.565   5.032943E-7
     2604.947   5.032652E-7
     2605.327   5.032364E-7
     2605.708   5.032074E-7
      2606.09   5.031786E-7
     2606.472   5.031507E-7
     2606.854   5.031229E-7
     2607.235   5.030944E-7
     2607.617   5.030652E-7
     2607.998   5.030361E-7
      2608.38   5.030082E-7
     2608.761   5.029804E-7
     2609.143   5.029514E-7
     2609.524   5.029210E-7
     2609.907   5.028904E-7
      2610.29   5.028566E-7
     2610.671   5.028218E-7
     2611.053   5.027865E-7
     2611.435   5.027504E-7
     2611.818   5.027141E-7
     2612.199   5.026782E-7
     2612.582   5.026426E-7
     2612.963   5.026070E-7
     2613.348   5.025711E-7
     2613.729   5.025354E-7
     2614.111   5.024998E-7
     2614.494   5.024640E-7
     2614.876   5.024283E-7
      2615.26   5.023920E-7
     2615.642   5.023558E-7
     2616.025   5.023193E-7
     2616.407   5.022834E-7
     2616.791   5.022475E-7
     2617.174   5.022115E-7
     2617.558   5.021755E-7
      2617.94   5.021397E-7
     2618.324   5.021031E-7
     2618.706   5.020667E-7
     2619.089   5.020303E-7
     2619.472   5.019949E-7
     2619.855   5.019597E-7
      2620.24   5.019211E-7
     2620.623   5.018812E-7
     2621.007   5.018412E-7
      2621.39   5.018017E-7
     2621.774   5.017622E-7
     2622.157   5.017225E-7
     2622.542   5.016824E-7
     2622.925   5.016423E-7
     2623.309   5.016037E-7
     2623.692   5.015654E-7
     2624.077   5.015265E-7
     2624.461   5.014857E-7
     2624.845   5.014447E-7
     2625.229   5.014041E-7
     2625.613   5.013639E-7
     2625.998   5.013235E-7
     2626.381   5.012852E-7
     2626.766   5.012467E-7
     2627.151   5.012072E-7
     2627.535   5.011663E-7
      2627.92   5.011251E-7
     2628.304   5.010855E-7
     2628.689   5.010464E-7
     2629.073   5.010072E-7
     2629.458   5.009672E-7
     2629.843   5.009274E-7
     2630.228   5.008936E-7
     2630.612   5.008642E-7
     2630.999   5.008346E-7
     2631.384   5.008058E-7
     2631.769   5.007768E-7
     2632.154   5.007482E-7
     2632.538   5.007199E-7
     2632.924   5.006917E-7
     2633.308   5.006623E-7
     2633.694   5.006327E-7
      2634.08   5.006029E-7
     2634.467   5.005733E-7
     2634.851   5.005436E-7
     2635.238   5.005142E-7
     2635.622   5.004852E-7
     2636.009   5.004560E-7
     2636.394   5.004276E-7
      2636.78   5.003990E-7
     2637.165   5.003699E-7
      2637.55   5.003402E-7
     2637.938   5.003103E-7
     2638.324   5.002809E-7
      2638.71   5.002516E-7
     2639.096   5.002225E-7
     2639.483   5.001938E-7
     2639.868   5.001651E-7
     2640.255   5.001251E-7
     2640.641   5.000794E-7
     2641.028   5.000335E-7
     2641.415   4.999887E-7
     2641.801   4.999442E-7
     2642.188   4.998992E-7
     2642.574   4.998539E-7
     2642.961   4.998085E-7
     2643.347   4.997619E-7
     2643.735   4.997153E-7
     2644.121   4.996691E-7
     2644.508   4.996235E-7
     2644.896   4.995781E-7
     2645.282   4.995331E-7
      2645.67   4.994882E-7
     2646.056   4.994433E-7
     2646.444   4.993977E-7
     2646.831   4.993522E-7
     2647.219   4.993066E-7
     2647.605   4.992611E-7
     2647.995   4.992152E-7
     2648.382   4.991696E-7
      2648.77   4.991239E-7
     2649.156   4.990783E-7
     2649.545   4.990325E-7
     2649.932   4.989868E-7
     2650.319   4.989499E-7
     2650.707   4.989147E-7
     2651.094   4.988796E-7
     2651.483   4.988443E-7
     2651.872   4.988090E-7
      2652.26   4.987741E-7
     2652.648   4.987395E-7
     2653.037   4.987048E-7
     2653.424   4.986688E-7
     2653.813   4.986328E-7
     2654.201   4.985971E-7
      2654.59   4.985617E-7
     2654.977   4.985264E-7
     2655.366   4.984910E-7
     2655.756   4.984554E-7
     2656.144   4.984200E-7
     2656.533   4.983845E-7
     2656.921   4.983490E-7
      2657.31   4.983135E-7
     2657.698   4.982780E-7
     2658.088   4.982425E-7
     2658.476   4.982076E-7
     2658.866   4.981726E-7
     2659.256   4.981372E-7
     2659.644   4.981015E-7
     2660.034   4.980660E-7
     2660.422   4.980334E-7
     2660.812   4.980006E-7
     2661.201   4.979679E-7
     2661.591   4.979350E-7
      2661.98   4.979024E-7
     2662.372   4.978693E-7
      2662.76   4.978366E-7
     2663.151   4.978037E-7
      2663.54   4.977708E-7
      2663.93   4.977379E-7
     2664.319   4.977056E-7
     2664.708   4.976733E-7
     2665.099   4.976408E-7
     2665.488   4.976079E-7
      2665.88   4.975747E-7
      2666.27   4.975408E-7
      2666.66   4.975064E-7
      2667.05   4.974724E-7
     2667.441   4.974398E-7
      2667.83   4.974074E-7
     2668.221   4.973745E-7
     2668.611   4.973414E-7
     2669.002   4.973081E-7
     2669.393   4.972749E-7
     2669.783   4.972417E-7
     2670.175   4.972091E-7
     2670.564   4.971777E-7
     2670.956   4.971459E-7
     2671.346   4.971143E-7
     2671.738   4.970827E-7
     2672.128   4.970509E-7
      2672.52   4.970185E-7
     2672.911   4.969860E-7
     2673.302   4.969538E-7
     2673.694   4.969212E-7
     2674.084   4.968890E-7
     2674.476   4.968572E-7
     2674.866   4.968255E-7
     2675.259   4.967931E-7
     2675.649   4.967606E-7
     2676.042   4.967280E-7
     2676.434   4.966954E-7
     2676.826   4.966627E-7
     2677.217   4.966306E-7
     2677.608   4.965987E-7
        2678.   4.965667E-7
     2678.392   4.965341E-7
     2678.784   4.965013E-7
     2679.176   4.964684E-7
     2679.568   4.964348E-7
     2679.961   4.964014E-7
     2680.354   4.963647E-7
     2680.745   4.963280E-7
     2681.138   4.962909E-7
      2681.53   4.962534E-7
     2681.923   4.962157E-7
     2682.315   4.961781E-7
     2682.706   4.961408E-7
       2683.1   4.961029E-7
     2683.493   4.960652E-7
     2683.886   4.960274E-7
     2684.278   4.959902E-7
     2684.672   4.959532E-7
     2685.064   4.959162E-7
     2685.457   4.958789E-7
      2685.85   4.958419E-7
     2686.243   4.958039E-7
     2686.635   4.957653E-7
     2687.029   4.957269E-7
     2687.423   4.956897E-7
     2687.816   4.956525E-7
      2688.21   4.956147E-7
     2688.602   4.955768E-7
     2688.996   4.955388E-7
     2689.389   4.955015E-7
     2689.783   4.954641E-7
     2690.176   4.954251E-7
     2690.572   4.953838E-7
     2690.965   4.953429E-7
     2691.358   4.953023E-7
     2691.752   4.952618E-7
     2692.146   4.952209E-7
      2692.54   4.951790E-7
     2692.933   4.951372E-7
     2693.328   4.950963E-7
     2693.721   4.950558E-7
     2694.116   4.950151E-7
     2694.511   4.949743E-7
     2694.906   4.949335E-7
       2695.3   4.948926E-7
     2695.695   4.948511E-7
     2696.089   4.948097E-7
     2696.482   4.947684E-7
     2696.878   4.947270E-7
     2697.271   4.946859E-7
     2697.668   4.946450E-7
     2698.062   4.946043E-7
     2698.458   4.945640E-7
     2698.852   4.945239E-7
     2699.248   4.944823E-7
     2699.642   4.944402E-7
     2700.037   4.944058E-7
     2700.432   4.944465E-7
     2700.828   4.944877E-7
     2701.222   4.945288E-7
     2701.618   4.945705E-7
     2702.014   4.946123E-7
     2702.409   4.946540E-7
     2702.805   4.946956E-7
     2703.199   4.947372E-7
     2703.596   4.947790E-7
      2703.99   4.948205E-7
     2704.387   4.948616E-7
     2704.783   4.949026E-7
     2705.178   4.949436E-7
     2705.575   4.949848E-7
      2705.97   4.950257E-7
     2706.367   4.950681E-7
     2706.762   4.951103E-7
     2707.159   4.951520E-7
     2707.554   4.951923E-7
     2707.951   4.952327E-7
     2708.346   4.952748E-7
     2708.745   4.953174E-7
      2709.14   4.953590E-7
     2709.538   4.953995E-7
     2709.933   4.954398E-7
     2710.329   4.954735E-7
     2710.726   4.955057E-7
     2711.122   4.955379E-7
      2711.52   4.955696E-7
     2711.917   4.956014E-7
     2712.315   4.956331E-7
     2712.711   4.956647E-7
     2713.108   4.956964E-7
     2713.505   4.957279E-7
     2713.902   4.957597E-7
     2714.299   4.957909E-7
     2714.697   4.958218E-7
     2715.093   4.958529E-7
      2715.49   4.958838E-7
     2715.889   4.959151E-7
     2716.286   4.959464E-7
     2716.684   4.959782E-7
     2717.081   4.960098E-7
     2717.479   4.960415E-7
     2717.876   4.960731E-7
     2718.274   4.961055E-7
     2718.671   4.961377E-7
      2719.07   4.961701E-7
     2719.468   4.962011E-7
     2719.865   4.962321E-7
     2720.264   4.962704E-7
     2720.661   4.963123E-7
      2721.06   4.963544E-7
     2721.458   4.963970E-7
     2721.857   4.964397E-7
     2722.254   4.964820E-7
     2722.653   4.965240E-7
     2723.052   4.965663E-7
     2723.451   4.966097E-7
     2723.849   4.966531E-7
     2724.247   4.966959E-7
     2724.646   4.967388E-7
     2725.044   4.967815E-7
     2725.444   4.968250E-7
     2725.842   4.968682E-7
     2726.243   4.969110E-7
     2726.641   4.969530E-7
     2727.041   4.969951E-7
     2727.439   4.970364E-7
     2727.839   4.970778E-7
     2728.237   4.971208E-7
     2728.637   4.971650E-7
     2729.035   4.972088E-7
     2729.434   4.972510E-7
     2729.834   4.972931E-7
     2730.234   4.973284E-7
     2730.635   4.973588E-7
     2731.033   4.973889E-7
     2731.434   4.974173E-7
     2731.833   4.974456E-7
     2732.233   4.974746E-7
     2732.632   4.975042E-7
     2733.032   4.975340E-7
     2733.433   4.975637E-7
     2733.832   4.975932E-7
     2734.233   4.976234E-7
     2734.632   4.976537E-7
     2735.033   4.976841E-7
     2735.433   4.977138E-7
     2735.833   4.977434E-7
     2736.233   4.977728E-7
     2736.634   4.978017E-7
     2737.034   4.978309E-7
     2737.437   4.978613E-7
     2737.836   4.978917E-7
     2738.236   4.979217E-7
     2738.638   4.979514E-7
     2739.038   4.979810E-7
     2739.439   4.980100E-7
     2739.839   4.980390E-7
     2740.241   4.980726E-7
     2740.643   4.981090E-7
     2741.044   4.981457E-7
     2741.445   4.981821E-7
     2741.846   4.982188E-7
     2742.247   4.982552E-7
     2742.647   4.982917E-7
     2743.049   4.983283E-7
      2743.45   4.983655E-7
     2743.852   4.984027E-7
     2744.253   4.984386E-7
     2744.656   4.984740E-7
     2745.057   4.985093E-7
      2745.46   4.985467E-7
     2745.861   4.985839E-7
     2746.263   4.986211E-7
     2746.664   4.986583E-7
     2747.067   4.986957E-7
     2747.468   4.987320E-7
     2747.871   4.987687E-7
     2748.274   4.988053E-7
     2748.675   4.988419E-7
     2749.078   4.988784E-7
     2749.479   4.989142E-7
     2749.882   4.989501E-7
     2750.284   4.989869E-7
     2750.687   4.990244E-7
     2751.089   4.990614E-7
     2751.492   4.990981E-7
     2751.894   4.991347E-7
     2752.297   4.991718E-7
     2752.701   4.992092E-7
     2753.103   4.992462E-7
     2753.506   4.992822E-7
     2753.908   4.993180E-7
     2754.312   4.993541E-7
     2754.714   4.993900E-7
     2755.118   4.994266E-7
     2755.522   4.994646E-7
     2755.926   4.995028E-7
     2756.329   4.995391E-7
     2756.731   4.995750E-7
     2757.135   4.996115E-7
     2757.538   4.996488E-7
     2757.942   4.996862E-7
     2758.345   4.997223E-7
     2758.749   4.997584E-7
     2759.152   4.997949E-7
     2759.558   4.998325E-7
     2759.961   4.998698E-7
     2760.365   4.998965E-7
     2760.769   4.999221E-7
     2761.173   4.999477E-7
     2761.577   4.999733E-7
      2761.98   4.999989E-7
     2762.385   5.000244E-7
      2762.79   5.000501E-7
     2763.195   5.000759E-7
     2763.598   5.001023E-7
     2764.003   5.001285E-7
     2764.407   5.001534E-7
     2764.812   5.001783E-7
     2765.216   5.002036E-7
     2765.621   5.002292E-7
     2766.025   5.002547E-7
     2766.431   5.002811E-7
     2766.836   5.003074E-7
      2767.24   5.003337E-7
     2767.646   5.003600E-7
      2768.05   5.003861E-7
     2768.456   5.004118E-7
      2768.86   5.004374E-7
     2769.266   5.004630E-7
     2769.671   5.004886E-7
     2770.078   5.005178E-7
     2770.483   5.005621E-7
     2770.889   5.006065E-7
     2771.293   5.006502E-7
     2771.698   5.006938E-7
     2772.104   5.007381E-7
     2772.509   5.007836E-7
     2772.916   5.008295E-7
     2773.321   5.008740E-7
     2773.727   5.009184E-7
     2774.134   5.009629E-7
      2774.54   5.010074E-7
     2774.946   5.010517E-7
     2775.352   5.010968E-7
     2775.758   5.011416E-7
     2776.163   5.011864E-7
      2776.57   5.012310E-7
     2776.976   5.012752E-7
     2777.384   5.013200E-7
      2777.79   5.013642E-7
     2778.197   5.014086E-7
     2778.603   5.014531E-7
      2779.01   5.014976E-7
     2779.416   5.015427E-7
     2779.823   5.015879E-7
     2780.229   5.016260E-7
     2780.637   5.016589E-7
     2781.043   5.016921E-7
      2781.45   5.017278E-7
     2781.858   5.017635E-7
     2782.264   5.017981E-7
     2782.672   5.018325E-7
     2783.079   5.018666E-7
     2783.487   5.019010E-7
     2783.893   5.019352E-7
     2784.301   5.019701E-7
     2784.709   5.020051E-7
     2785.116   5.020402E-7
     2785.524   5.020751E-7
     2785.931   5.021101E-7
     2786.339   5.021445E-7
     2786.746   5.021786E-7
     2787.155   5.022128E-7
     2787.562   5.022464E-7
      2787.97   5.022800E-7
     2788.378   5.023148E-7
     2788.788   5.023500E-7
     2789.195   5.023849E-7
     2789.603   5.024200E-7
     2790.011   5.024551E-7
     2790.419   5.024908E-7
     2790.828   5.025266E-7
     2791.236   5.025627E-7
     2791.645   5.025992E-7
     2792.054   5.026357E-7
     2792.463   5.026708E-7
     2792.871   5.027059E-7
     2793.281   5.027415E-7
     2793.688   5.027772E-7
     2794.098   5.028135E-7
     2794.506   5.028507E-7
     2794.916   5.028880E-7
     2795.324   5.029240E-7
     2795.733   5.029599E-7
     2796.143   5.029960E-7
     2796.552   5.030325E-7
     2796.962   5.030691E-7
      2797.37   5.031056E-7
      2797.78   5.031421E-7
     2798.189   5.031779E-7
     2798.599   5.032123E-7
     2799.008   5.032466E-7
     2799.418   5.032840E-7
     2799.828   5.033213E-7
     2800.237   5.033801E-7
     2800.648   5.034550E-7
     2801.057   5.035297E-7
     2801.467   5.036060E-7
     2801.876   5.036820E-7
     2802.287   5.037568E-7
     2802.696   5.038307E-7
     2803.107   5.039052E-7
     2803.518   5.039810E-7
     2803.927   5.040563E-7
     2804.339   5.041320E-7
     2804.748   5.042074E-7
     2805.159   5.042828E-7
     2805.569   5.043575E-7
      2805.98   5.044326E-7
      2806.39   5.045087E-7
     2806.803   5.045854E-7
     2807.213   5.046610E-7
     2807.624   5.047361E-7
     2808.034   5.048109E-7
     2808.446   5.048861E-7
     2808.856   5.049610E-7
     2809.268   5.050366E-7
     2809.678   5.051122E-7
     2810.088   5.051914E-7
       2810.5   5.052835E-7
     2810.912   5.053759E-7
     2811.324   5.054675E-7
     2811.735   5.055588E-7
     2812.147   5.056509E-7
     2812.558   5.057437E-7
      2812.97   5.058367E-7
     2813.381   5.059276E-7
     2813.793   5.060186E-7
     2814.206   5.061103E-7
     2814.617   5.062024E-7
     2815.029   5.062949E-7
      2815.44   5.063864E-7
     2815.853   5.064780E-7
     2816.264   5.065710E-7
     2816.677   5.066652E-7
     2817.089   5.067582E-7
     2817.501   5.068487E-7
     2817.913   5.069388E-7
     2818.328   5.070313E-7
     2818.739   5.071237E-7
     2819.152   5.072171E-7
     2819.564   5.073109E-7
     2819.976   5.074049E-7
     2820.389   5.074805E-7
     2820.801   5.075548E-7
     2821.215   5.076300E-7
     2821.628   5.077060E-7
     2822.042   5.077820E-7
     2822.454   5.078577E-7
     2822.868   5.079339E-7
      2823.28   5.080095E-7
     2823.694   5.080857E-7
     2824.106   5.081613E-7
     2824.519   5.082364E-7
     2824.933   5.083119E-7
     2825.345   5.083876E-7
     2825.761   5.084641E-7
     2826.174   5.085400E-7
     2826.588   5.086161E-7
        2827.   5.086921E-7
     2827.415   5.087683E-7
     2827.828   5.088442E-7
     2828.242   5.089202E-7
     2828.656   5.089955E-7
      2829.07   5.090712E-7
     2829.485   5.091482E-7
     2829.898   5.092249E-7
     2830.313   5.093078E-7
     2830.726   5.093924E-7
     2831.141   5.094781E-7
     2831.555   5.095655E-7
      2831.97   5.096533E-7
     2832.383   5.097386E-7
     2832.798   5.098242E-7
     2833.214   5.099098E-7
     2833.629   5.099955E-7
     2834.043   5.100810E-7
     2834.457   5.101687E-7
     2834.872   5.102564E-7
     2835.286   5.103425E-7
     2835.702   5.104283E-7
     2836.116   5.105140E-7
     2836.533   5.106008E-7
     2836.948   5.106870E-7
     2837.363   5.107722E-7
     2837.778   5.108570E-7
     2838.194   5.109433E-7
     2838.608   5.110303E-7
     2839.023   5.111173E-7
     2839.439   5.112040E-7
     2839.854   5.112903E-7
      2840.27   5.113748E-7
     2840.686   5.114583E-7
     2841.103   5.115420E-7
     2841.518   5.116267E-7
     2841.934   5.117115E-7
     2842.349   5.117955E-7
     2842.766   5.118798E-7
     2843.181   5.119634E-7
     2843.598   5.120470E-7
     2844.014   5.121306E-7
      2844.43   5.122153E-7
     2844.847   5.123005E-7
     2845.262   5.123842E-7
     2845.679   5.124680E-7
     2846.095   5.125517E-7
     2846.512   5.126367E-7
     2846.928   5.127216E-7
     2847.345   5.128068E-7
     2847.761   5.128916E-7
     2848.178   5.129764E-7
     2848.596   5.130601E-7
     2849.012   5.131437E-7
      2849.43   5.132282E-7
     2849.846   5.133124E-7
     2850.263   5.133957E-7
      2850.68   5.134779E-7
     2851.098   5.135608E-7
     2851.516   5.136449E-7
     2851.934   5.137289E-7
      2852.35   5.138122E-7
     2852.767   5.138951E-7
     2853.185   5.139782E-7
     2853.601   5.140606E-7
      2854.02   5.141432E-7
     2854.437   5.142271E-7
     2854.855   5.143114E-7
     2855.272   5.143948E-7
      2855.69   5.144784E-7
     2856.109   5.145616E-7
     2856.528   5.146443E-7
     2856.945   5.147270E-7
     2857.364   5.148110E-7
     2857.781   5.148951E-7
     2858.198   5.149784E-7
     2858.617   5.150613E-7
     2859.036   5.151444E-7
     2859.455   5.152287E-7
     2859.873   5.153129E-7
     2860.292   5.154066E-7
      2860.71   5.155038E-7
     2861.129   5.156017E-7
     2861.547   5.156989E-7
     2861.967   5.157966E-7
     2862.385   5.158940E-7
     2862.804   5.159919E-7
     2863.222   5.160890E-7
     2863.642   5.161860E-7
     2864.062   5.162835E-7
      2864.48   5.163818E-7
       2864.9   5.164804E-7
     2865.318   5.165782E-7
     2865.738   5.166762E-7
     2866.157   5.167739E-7
     2866.577   5.168719E-7
     2866.997   5.169699E-7
     2867.417   5.170688E-7
     2867.836   5.171673E-7
     2868.255   5.172654E-7
     2868.676   5.173636E-7
     2869.094   5.174613E-7
     2869.515   5.175588E-7
     2869.934   5.176559E-7
     2870.355   5.177360E-7
     2870.774   5.178126E-7
     2871.196   5.178891E-7
     2871.616   5.179642E-7
     2872.037   5.180398E-7
     2872.456   5.181157E-7
     2872.875   5.181916E-7
     2873.297   5.182678E-7
     2873.716   5.183439E-7
     2874.137   5.184203E-7
     2874.559   5.184973E-7
      2874.98   5.185744E-7
       2875.4   5.186498E-7
     2875.822   5.187254E-7
     2876.241   5.188015E-7
     2876.663   5.188787E-7
     2877.083   5.189553E-7
     2877.505   5.190309E-7
     2877.925   5.191063E-7
     2878.345   5.191836E-7
     2878.769   5.192618E-7
     2879.189   5.193382E-7
     2879.612   5.194131E-7
     2880.032   5.194885E-7
     2880.454   5.195715E-7
     2880.875   5.196543E-7
     2881.297   5.197375E-7
     2881.718   5.198204E-7
     2882.142   5.199043E-7
     2882.563   5.199887E-7
     2882.984   5.200731E-7
