WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f380w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.558206E-17
PIVWV    r 3982.836
BANDW    r 289.7876
TPEAK    r 0.005207384
EQUVW    r 4.298374
RECTW    r 825.4382
EMFLX    r 2.117223E-14
        1850.   1.639562E-7
      1850.33   1.588889E-7
     1850.659   1.538181E-7
     1850.989   1.487230E-7
     1851.319   1.436168E-7
      1851.65   1.385013E-7
      1851.98   1.333766E-7
      1852.31   1.282407E-7
      1852.64   1.231089E-7
     1852.971   1.179527E-7
     1853.301   1.127871E-7
     1853.631   1.076256E-7
     1853.962   1.024376E-7
     1854.292   9.724027E-8
     1854.623   9.203365E-8
     1854.954   8.681575E-8
     1855.284   8.160396E-8
     1855.615   7.636548E-8
     1855.946   7.111763E-8
     1856.276   6.587401E-8
     1856.608   6.060550E-8
     1856.939   5.532566E-8
     1857.269   5.005204E-8
     1857.602   4.473583E-8
     1857.933   3.942387E-8
     1858.264   3.412014E-8
     1858.595   2.878935E-8
     1858.927   2.344715E-8
     1859.258   1.811127E-8
     1859.589   1.274822E-8
     1859.921   7.375703E-9
     1860.252   7.137067E-9
     1860.585   8.513370E-9
     1860.917   9.888090E-9
     1861.248   1.126070E-8
      1861.58   1.264082E-8
     1861.912   1.402340E-8
     1862.243   1.540436E-8
     1862.576   1.679287E-8
     1862.908   1.818333E-8
      1863.24   1.957267E-8
     1863.573   2.097318E-8
     1863.904   2.236744E-8
     1864.237   2.376931E-8
      1864.57   2.517365E-8
     1864.901   2.657633E-8
     1865.234   2.798612E-8
     1865.567   2.939893E-8
     1865.899   3.080954E-8
     1866.232   3.222783E-8
     1866.566   3.365277E-8
     1866.898   3.507187E-8
     1867.231   3.649814E-8
     1867.564   3.792691E-8
     1867.896   3.935451E-8
      1868.23   4.078881E-8
     1868.563   4.222611E-8
     1868.895   4.366172E-8
     1869.229   4.510456E-8
     1869.562   4.654992E-8
     1869.896   4.799832E-8
      1870.23   4.876000E-8
     1870.563   4.921067E-8
     1870.896   4.966077E-8
      1871.23   5.011295E-8
     1871.564   5.056621E-8
     1871.897   5.101872E-8
     1872.231   5.147349E-8
     1872.565   5.192917E-8
     1872.899   5.238561E-8
     1873.233   5.284297E-8
     1873.566   5.329975E-8
     1873.901   5.375861E-8
     1874.235   5.421841E-8
     1874.568   5.467780E-8
     1874.903   5.513927E-8
     1875.237   5.560152E-8
     1875.572   5.606469E-8
     1875.907   5.652879E-8
     1876.241   5.699365E-8
     1876.575   5.745792E-8
      1876.91   5.792449E-8
     1877.245   5.839197E-8
     1877.579   5.885869E-8
     1877.914   5.932789E-8
     1878.249   5.979784E-8
     1878.584   6.026857E-8
     1878.919   6.074024E-8
     1879.254   6.120490E-8
     1879.589   6.166972E-8
     1879.924   6.213534E-8
      1880.26   6.115567E-8
     1880.594   5.975691E-8
      1880.93   5.835133E-8
     1881.265   5.694352E-8
     1881.601   5.553300E-8
     1881.937   5.412022E-8
     1882.272   5.270884E-8
     1882.607   5.129111E-8
     1882.943   4.987062E-8
     1883.278   4.845206E-8
     1883.614   4.702660E-8
      1883.95   4.559891E-8
     1884.286   4.417313E-8
     1884.623   4.273577E-8
     1884.959   4.130032E-8
     1885.294   3.986681E-8
     1885.631   3.842636E-8
     1885.967   3.698368E-8
     1886.303   3.554294E-8
     1886.639   3.409524E-8
     1886.976   3.264477E-8
     1887.312   3.119628E-8
     1887.648   2.974078E-8
     1887.985   2.828305E-8
     1888.322   2.682253E-8
     1888.659   2.535975E-8
     1888.995   2.389897E-8
     1889.332   2.243117E-8
     1889.669   2.096057E-8
     1890.006   1.951989E-8
     1890.343   1.975416E-8
     1890.681   1.999030E-8
     1891.017   2.022534E-8
     1891.355   2.046149E-8
     1891.692   2.069807E-8
     1892.029   2.093430E-8
     1892.366   2.117157E-8
     1892.704   2.140935E-8
     1893.041   2.164669E-8
     1893.378   2.188516E-8
     1893.716   2.212396E-8
     1894.054   2.236320E-8
     1894.392   2.260287E-8
      1894.73   2.284288E-8
     1895.067   2.308254E-8
     1895.405   2.332333E-8
     1895.744   2.356454E-8
     1896.081   2.380532E-8
     1896.419   2.404731E-8
     1896.757   2.428966E-8
     1897.096   2.453243E-8
     1897.434   2.477555E-8
     1897.772   2.501830E-8
     1898.111   2.526221E-8
     1898.449   2.550645E-8
     1898.787   2.575042E-8
     1899.126   2.599544E-8
     1899.465   2.624090E-8
     1899.802   2.648600E-8
     1900.143   2.677347E-8
     1900.482   2.711630E-8
      1900.82   2.745877E-8
     1901.159   2.780273E-8
     1901.498   2.814731E-8
     1901.836   2.849141E-8
     1902.176   2.883713E-8
     1902.515   2.918348E-8
     1902.854   2.952921E-8
     1903.194   2.987769E-8
     1903.534   3.022568E-8
     1903.872   3.057317E-8
     1904.212   3.092229E-8
     1904.552   3.127193E-8
     1904.891   3.162118E-8
      1905.23   3.197195E-8
      1905.57   3.232335E-8
     1905.909   3.267425E-8
      1906.25   3.302781E-8
      1906.59   3.337985E-8
      1906.93   3.373353E-8
      1907.27   3.408786E-8
     1907.609   3.444154E-8
      1907.95   3.479688E-8
      1908.29   3.515285E-8
     1908.631   3.550947E-8
      1908.97   3.586543E-8
     1909.312   3.622423E-8
     1909.651   3.658134E-8
     1909.992   3.694026E-8
     1910.333   3.631861E-8
     1910.673   3.567538E-8
     1911.014   3.502879E-8
     1911.355   3.438092E-8
     1911.695   3.373410E-8
     1912.036   3.308414E-8
     1912.378   3.243079E-8
     1912.718   3.178036E-8
      1913.06   3.112702E-8
     1913.401   3.047216E-8
     1913.741   2.981836E-8
     1914.083   2.916139E-8
     1914.424   2.850314E-8
     1914.765   2.784572E-8
     1915.107   2.718513E-8
     1915.448   2.652349E-8
      1915.79   2.586056E-8
     1916.132   2.519632E-8
     1916.473   2.453318E-8
     1916.815   2.386684E-8
     1917.157   2.319920E-8
     1917.498   2.253243E-8
      1917.84   2.186243E-8
     1918.182   2.119139E-8
     1918.524   2.051905E-8
     1918.867   1.984564E-8
     1919.209   1.917094E-8
     1919.551   1.849710E-8
     1919.893   1.782003E-8
     1920.236   1.740472E-8
     1920.577   1.710898E-8
      1920.92   1.681171E-8
     1921.263   1.651395E-8
     1921.605   1.621570E-8
     1921.948   1.591687E-8
     1922.291   1.561755E-8
     1922.633   1.531861E-8
     1922.976   1.501811E-8
     1923.319   1.471712E-8
     1923.661   1.441663E-8
     1924.005   1.411457E-8
     1924.348   1.381192E-8
     1924.692   1.350879E-8
     1925.035   1.320516E-8
     1925.377   1.290192E-8
     1925.721   1.259712E-8
     1926.064   1.229193E-8
     1926.407   1.198702E-8
     1926.751   1.168064E-8
     1927.095   1.137367E-8
     1927.438   1.106720E-8
     1927.782   1.075827E-8
