WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,ccd,f28x50lp
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.637050E-19
PIVWV    r 7218.918
BANDW    r 1140.357
TPEAK    r 0.1240126
EQUVW    r 366.392
RECTW    r 2954.473
EMFLX    r 6.195580E-16
     5759.143     0.1131223
     5759.595      0.113123
      5760.05     0.1131237
     5760.506     0.1131245
     5760.961     0.1131252
     5761.414     0.1131259
     5761.869     0.1131266
     5762.321     0.1131273
     5762.777      0.113128
     5763.229     0.1131285
     5763.685     0.1131265
     5764.141     0.1131244
     5764.593     0.1131224
     5765.049     0.1131204
     5765.501     0.1131184
     5765.957     0.1131163
      5766.41     0.1131143
     5766.866     0.1131123
     5767.318     0.1131103
     5767.774     0.1131082
     5768.227     0.1131058
     5768.683     0.1131023
     5769.139     0.1130989
     5769.592     0.1130955
     5770.048     0.1130921
     5770.501     0.1130887
     5770.954     0.1130853
     5771.411     0.1130819
     5771.867     0.1130785
     5772.323     0.1130751
     5772.776     0.1130717
     5773.232     0.1130666
     5773.686     0.1130605
     5774.142     0.1130543
     5774.596     0.1130481
     5775.052      0.113042
     5775.505     0.1130358
     5775.959     0.1130297
     5776.416     0.1130235
     5776.872     0.1130174
     5777.329     0.1130112
     5777.783      0.113005
     5778.239     0.1129989
     5778.693     0.1129927
      5779.15     0.1129866
     5779.604     0.1129804
     5780.061     0.1129742
     5780.517     0.1129681
     5780.971     0.1129619
     5781.428     0.1129557
     5781.885     0.1129495
     5782.339     0.1129434
     5782.793      0.112937
      5783.25     0.1129294
     5783.704     0.1129219
     5784.158     0.1129144
     5784.616     0.1129068
      5785.07     0.1128993
      5785.53     0.1128917
     5785.984     0.1128842
     5786.442     0.1128766
     5786.896     0.1128691
     5787.354     0.1128615
     5787.808      0.112854
     5788.266     0.1128464
     5788.723     0.1128388
     5789.181     0.1128313
     5789.635     0.1128237
      5790.09     0.1128162
     5790.547     0.1128086
     5791.002     0.1128011
      5791.46     0.1127935
     5791.915      0.112786
     5792.369     0.1127784
     5792.827     0.1127719
     5793.285     0.1127657
     5793.743     0.1127595
     5794.198     0.1127533
     5794.656     0.1127471
     5795.111      0.112741
     5795.566     0.1127348
     5796.024     0.1127286
     5796.482     0.1127224
      5796.94     0.1127162
     5797.399     0.1127099
     5797.854     0.1127038
     5798.309     0.1126976
     5798.768     0.1126914
     5799.223     0.1126852
     5799.678     0.1126791
     5800.137     0.1126722
     5800.595     0.1126638
     5801.051     0.1126554
     5801.509     0.1126469
     5801.968     0.1126385
     5802.423     0.1126307
     5802.882     0.1126236
     5803.337     0.1126166
     5803.796     0.1126095
     5804.252     0.1126025
     5804.711     0.1125955
      5805.17     0.1125884
     5805.625     0.1125814
     5806.084     0.1125744
     5806.541     0.1125674
        5807.     0.1125603
     5807.455     0.1125543
     5807.915     0.1125486
      5808.37      0.112543
      5808.83     0.1125373
     5809.286     0.1125316
     5809.745      0.112526
     5810.204     0.1125193
      5810.66     0.1125115
      5811.12     0.1125035
     5811.576     0.1124957
     5812.035      0.112488
     5812.492     0.1124843
     5812.951     0.1124805
     5813.411     0.1124767
     5813.867      0.112473
     5814.327     0.1124692
     5814.783     0.1124655
     5815.243     0.1124617
     5815.699      0.112458
     5816.159     0.1124542
     5816.616     0.1124505
     5817.076     0.1124473
     5817.532     0.1124449
     5817.989     0.1124425
     5818.452     0.1124401
     5818.909     0.1124377
     5819.369     0.1124354
     5819.826      0.112433
     5820.286      0.112432
     5820.743     0.1124318
     5821.203     0.1124317
     5821.663     0.1124315
     5822.124     0.1124336
     5822.581     0.1124362
     5823.038     0.1124388
     5823.498     0.1124414
     5823.955      0.112444
     5824.412     0.1124466
     5824.873     0.1124492
     5825.333     0.1124518
     5825.791     0.1124544
     5826.251     0.1124571
     5826.712     0.1124603
     5827.169      0.112467
      5827.63     0.1124738
     5828.087     0.1124805
     5828.545     0.1124872
     5829.006      0.112494
     5829.466     0.1125008
     5829.927     0.1125076
     5830.385     0.1125143
     5830.846     0.1125211
     5831.304     0.1125278
     5831.765     0.1125367
     5832.223     0.1125475
     5832.681     0.1125584
     5833.142     0.1125693
     5833.603     0.1125802
     5834.061     0.1125911
     5834.522      0.112602
     5834.983     0.1126129
     5835.441     0.1126238
     5835.903     0.1126347
     5836.361     0.1126455
     5836.822      0.112659
      5837.28     0.1126726
     5837.742     0.1126863
     5838.204        0.1127
     5838.662     0.1127136
     5839.124     0.1127273
     5839.582     0.1127409
     5840.043     0.1127544
     5840.502     0.1127657
     5840.963     0.1127772
     5841.422     0.1127897
     5841.884     0.1128053
     5842.343     0.1128208
     5842.801     0.1128363
     5843.267      0.112852
     5843.725     0.1128675
     5844.187     0.1128831
     5844.646     0.1128985
     5845.108     0.1129141
     5845.567     0.1129296
     5846.029     0.1129452
     5846.491     0.1129627
      5846.95     0.1129809
     5847.412     0.1129993
     5847.872     0.1130176
     5848.333     0.1130359
     5848.793     0.1130542
     5849.255     0.1130725
     5849.714     0.1130907
     5850.177       0.11311
     5850.636     0.1131305
     5851.099     0.1131516
     5851.561     0.1131764
     5852.021      0.113201
     5852.483     0.1132259
     5852.943     0.1132505
     5853.405     0.1132753
     5853.865        0.1133
     5854.328     0.1133248
     5854.791     0.1133496
     5855.253     0.1133745
     5855.713     0.1133991
     5856.173     0.1134259
     5856.636     0.1134549
     5857.096     0.1134837
     5857.559     0.1135127
     5858.019     0.1135415
     5858.481     0.1135705
     5858.941     0.1135993
     5859.405     0.1136283
     5859.868     0.1136573
     5860.328     0.1136861
     5860.792     0.1137152
     5861.251     0.1137453
     5861.715     0.1137757
     5862.175     0.1138059
     5862.638     0.1138363
     5863.102     0.1138667
     5863.562     0.1138969
     5864.026     0.1139273
     5864.486     0.1139575
      5864.95     0.1139879
      5865.41     0.1140181
     5865.874     0.1140507
     5866.334     0.1140864
     5866.798     0.1141224
     5867.259     0.1141581
     5867.719     0.1141938
     5868.187     0.1142301
     5868.647     0.1142658
     5869.111     0.1143018
     5869.572     0.1143375
     5870.036     0.1143735
     5870.497     0.1144093
     5870.961     0.1144464
     5871.425     0.1144838
     5871.886     0.1145209
      5872.35     0.1145583
     5872.811     0.1145954
     5873.275     0.1146328
     5873.736     0.1146699
     5874.201     0.1147073
     5874.662     0.1147445
     5875.126     0.1147818
     5875.588     0.1148194
     5876.049     0.1148579
     5876.517     0.1148969
     5876.978     0.1149354
     5877.443     0.1149743
     5877.904     0.1150128
     5878.369     0.1150516
      5878.83     0.1150901
     5879.295     0.1151288
      5879.76     0.1151676
     5880.222     0.1152051
     5880.687     0.1152447
     5881.148      0.115285
     5881.613     0.1153257
     5882.075     0.1153661
      5882.54     0.1154067
     5883.001      0.115447
     5883.467     0.1154877
     5883.929      0.115528
     5884.394     0.1155687
     5884.855      0.115609
     5885.321     0.1156496
     5885.786     0.1156903
     5886.248     0.1157306
     5886.713     0.1157712
     5887.176     0.1158116
     5887.638     0.1158519
     5888.106     0.1158928
     5888.569     0.1159332
     5889.034     0.1159738
     5889.497     0.1160141
     5889.962     0.1160548
     5890.425     0.1160992
      5890.89      0.116145
     5891.353     0.1161904
     5891.818     0.1162362
     5892.281     0.1162816
     5892.747     0.1163274
     5893.209     0.1163728
     5893.675     0.1164186
     5894.142     0.1164644
     5894.604     0.1165098
      5895.07     0.1165556
     5895.533     0.1166011
     5895.999     0.1166469
     5896.465     0.1166927
     5896.928     0.1167381
     5897.394     0.1167839
     5897.857     0.1168294
     5898.324     0.1168752
     5898.787     0.1169207
     5899.253     0.1169665
     5899.716     0.1170119
     5900.183     0.1170586
     5900.646     0.1171053
     5901.109      0.117152
     5901.575     0.1171989
     5902.042     0.1172459
     5902.509     0.1172929
     5902.972     0.1173396
     5903.438     0.1173866
     5903.902     0.1174332
     5904.369     0.1174802
     5904.835     0.1175272
     5905.299     0.1175739
     5905.766     0.1176209
     5906.229     0.1176675
     5906.697     0.1177146
      5907.16     0.1177612
     5907.627     0.1178082
     5908.091     0.1178549
     5908.558     0.1179019
     5909.022     0.1179485
     5909.486     0.1179952
     5909.953     0.1180412
      5910.42     0.1180847
     5910.888     0.1181279
     5911.352     0.1181708
     5911.819     0.1182141
     5912.283      0.118257
      5912.75     0.1183002
     5913.215     0.1183432
     5913.682     0.1183864
     5914.149     0.1184296
     5914.614     0.1184728
     5915.082     0.1185175
     5915.546     0.1185618
     5916.014     0.1186064
     5916.478     0.1186507
     5916.942      0.118695
      5917.41     0.1187396
     5917.878     0.1187842
     5918.343     0.1188285
     5918.811     0.1188731
     5919.278     0.1189177
     5919.743     0.1189599
     5920.211     0.1190027
     5920.676     0.1190467
     5921.144     0.1190909
     5921.609     0.1191349
     5922.077     0.1191791
     5922.545     0.1192234
      5923.01     0.1192673
     5923.479     0.1193116
     5923.943     0.1193555
     5924.412     0.1193998
     5924.877     0.1194437
     5925.345      0.119488
     5925.811     0.1195319
     5926.276     0.1195759
     5926.744     0.1196202
     5927.213     0.1196644
     5927.681     0.1197087
     5928.146     0.1197526
     5928.615     0.1197969
     5929.081     0.1198409
     5929.549     0.1198839
     5930.015     0.1199265
     5930.484     0.1199694
     5930.953     0.1200123
     5931.418     0.1200549
     5931.887     0.1200978
     5932.353     0.1201404
     5932.822     0.1201833
     5933.288     0.1202259
     5933.757     0.1202688
     5934.223     0.1203108
     5934.688      0.120352
     5935.158     0.1203935
     5935.627      0.120435
     5936.096     0.1204765
     5936.562     0.1205177
     5937.031     0.1205591
     5937.498     0.1206004
     5937.967     0.1206418
     5938.433     0.1206831
     5938.902     0.1207245
     5939.372     0.1207632
     5939.838     0.1208017
     5940.308     0.1208404
     5940.774     0.1208788
     5941.244     0.1209175
      5941.71      0.120956
     5942.177     0.1209944
     5942.646     0.1210331
     5943.113     0.1210716
     5943.583     0.1211103
     5944.053     0.1211482
     5944.523     0.1211855
     5944.989     0.1212226
     5945.459     0.1212599
     5945.926     0.1212969
     5946.393      0.121334
     5946.863     0.1213714
     5947.333     0.1214087
     5947.803      0.121446
     5948.271     0.1214831
     5948.741     0.1215199
     5949.208     0.1215542
     5949.678     0.1215887
     5950.145     0.1216222
     5950.615     0.1216543
     5951.083     0.1216861
      5951.55     0.1217179
     5952.021     0.1217499
     5952.491     0.1217819
     5952.961      0.121814
     5953.429     0.1218458
     5953.899     0.1218757
     5954.367     0.1219047
     5954.837     0.1219339
     5955.305     0.1219629
     5955.776     0.1219921
     5956.247     0.1220213
     5956.714     0.1220503
     5957.185     0.1220795
     5957.653     0.1221085
     5958.124     0.1221378
     5958.592     0.1221658
     5959.063     0.1221921
     5959.531     0.1222184
     5959.999     0.1222446
      5960.47     0.1222735
     5960.941     0.1223025
     5961.412     0.1223314
      5961.88     0.1223601
     5962.352     0.1223891
     5962.819     0.1224178
     5963.291     0.1224467
     5963.759     0.1224741
      5964.23     0.1225016
     5964.702     0.1225292
      5965.17     0.1225565
     5965.642     0.1225841
      5966.11     0.1226114
     5966.582     0.1226389
      5967.05     0.1226663
     5967.522     0.1226938
     5967.991     0.1227212
     5968.459     0.1227469
     5968.931     0.1227716
     5969.403     0.1227963
     5969.875     0.1228211
     5970.343     0.1228457
     5970.815     0.1228704
     5971.284      0.122895
     5971.753     0.1229196
     5972.225     0.1229443
     5972.697     0.1229691
     5973.169     0.1229932
     5973.638      0.123015
      5974.11     0.1230369
      5974.58     0.1230587
     5975.052     0.1230806
     5975.521     0.1231024
      5975.99     0.1231242
     5976.462     0.1231461
     5976.935      0.123168
     5977.404     0.1231898
     5977.877     0.1232117
     5978.349     0.1232313
     5978.819     0.1232503
     5979.292     0.1232694
     5979.761     0.1232883
      5980.23     0.1233061
     5980.703     0.1233227
     5981.176     0.1233393
     5981.648     0.1233558
     5982.118     0.1233723
     5982.591     0.1233889
     5983.061      0.123404
     5983.534     0.1234177
     5984.003     0.1234314
     5984.477     0.1234452
     5984.946     0.1234588
     5985.417     0.1234725
      5985.89     0.1234862
     5986.363        0.1235
     5986.836     0.1235137
     5987.306     0.1235274
     5987.779      0.123541
      5988.25     0.1235532
     5988.723     0.1235656
     5989.193     0.1235778
     5989.667     0.1235901
      5990.14     0.1236033
      5990.61     0.1236181
     5991.084      0.123633
     5991.554     0.1236478
     5992.028     0.1236627
     5992.498     0.1236775
     5992.972     0.1236891
     5993.442     0.1236997
     5993.913     0.1237104
     5994.387      0.123721
     5994.857     0.1237317
     5995.335     0.1237425
     5995.805     0.1237531
     5996.279     0.1237638
      5996.75     0.1237744
     5997.224     0.1237851
     5997.695     0.1237951
     5998.169     0.1238044
     5998.644     0.1238137
     5999.114     0.1238229
     5999.588     0.1238322
      6000.06     0.1238414
     6000.534     0.1238507
     6001.005     0.1238599
     6001.476     0.1238692
     6001.951     0.1238785
     6002.422     0.1238876
     6002.896     0.1238955
     6003.371     0.1239034
     6003.846     0.1239113
     6004.317     0.1239191
     6004.792      0.123927
     6005.263     0.1239349
     6005.734     0.1239427
     6006.209     0.1239506
     6006.684     0.1239585
     6007.159     0.1239664
      6007.63     0.1239719
     6008.105      0.123977
     6008.577      0.123982
     6009.052     0.1239871
     6009.524     0.1239922
     6009.996     0.1239972
     6010.471     0.1239998
     6010.943     0.1240023
     6011.418     0.1240048
     6011.893     0.1240073
     6012.368     0.1240084
      6012.84     0.1240081
     6013.316     0.1240078
     6013.788     0.1240075
     6014.263     0.1240072
     6014.735     0.1240069
     6015.211     0.1240066
     6015.687     0.1240064
     6016.159     0.1240061
     6016.634     0.1240057
     6017.107     0.1240055
     6017.583     0.1240052
     6018.055     0.1240049
     6018.531     0.1240046
     6019.003     0.1240043
     6019.479      0.124004
     6019.952     0.1240037
     6020.424     0.1240057
     6020.903      0.124008
     6021.376     0.1240103
     6021.852     0.1240126
     6022.325     0.1240123
     6022.801     0.1240118
     6023.274     0.1240113
      6023.75     0.1240107
     6024.226     0.1240102
     6024.699     0.1240097
     6025.175     0.1240092
     6025.648     0.1240087
     6026.125     0.1240081
     6026.598     0.1240076
     6027.071     0.1240062
     6027.547     0.1240043
     6028.024     0.1240023
     6028.497     0.1240004
     6028.971     0.1239985
      6029.45     0.1239966
     6029.924     0.1239946
       6030.4     0.1239927
     6030.874     0.1239908
     6031.347     0.1239889
     6031.824     0.1239865
     6032.301     0.1239831
     6032.778     0.1239798
     6033.255     0.1239764
     6033.729     0.1239731
     6034.202     0.1239698
     6034.679     0.1239665
     6035.153     0.1239631
     6035.627     0.1239598
     6036.104     0.1239565
     6036.578      0.123953
     6037.055     0.1239483
     6037.532     0.1239435
      6038.01     0.1239388
     6038.484      0.123934
     6038.961     0.1239293
     6039.435     0.1239246
     6039.909     0.1239198
     6040.387     0.1239151
     6040.864     0.1239103
     6041.342     0.1239056
     6041.816     0.1239009
     6042.294     0.1238961
     6042.768     0.1238914
     6043.246     0.1238867
      6043.72     0.1238819
     6044.198     0.1238772
     6044.673     0.1238725
      6045.15     0.1238678
     6045.625      0.123863
       6046.1     0.1238583
     6046.581     0.1238526
     6047.056     0.1238465
      6047.53     0.1238404
     6048.009     0.1238342
     6048.487     0.1238281
     6048.961     0.1238219
      6049.44     0.1238158
     6049.918     0.1238096
     6050.393     0.1238013
     6050.871     0.1237926
     6051.346     0.1237833
     6051.821     0.1237732
       6052.3      0.123763
     6052.778     0.1237529
     6053.253     0.1237428
     6053.732     0.1237326
     6054.207     0.1237225
     6054.683     0.1237124
     6055.165     0.1237021
      6055.64      0.123692
     6056.119     0.1236818
     6056.594     0.1236717
     6057.073     0.1236615
     6057.548     0.1236514
     6058.027     0.1236413
     6058.506     0.1236311
     6058.982      0.123621
     6059.461     0.1236107
     6059.937     0.1236007
     6060.416     0.1235927
     6060.892     0.1235852
     6061.371     0.1235763
     6061.847     0.1235674
     6062.326     0.1235584
     6062.802     0.1235495
     6063.278     0.1235406
      6063.76     0.1235315
     6064.236     0.1235226
     6064.716     0.1235136
     6065.192     0.1235047
     6065.671     0.1234957
     6066.147     0.1234877
     6066.624     0.1234802
     6067.107     0.1234726
     6067.583     0.1234651
     6068.063     0.1234575
     6068.539       0.12345
     6069.019     0.1234424
     6069.495     0.1234349
     6069.975     0.1234273
     6070.452     0.1234198
     6070.932     0.1234115
     6071.408     0.1234026
     6071.885     0.1233937
     6072.368     0.1233847
     6072.845     0.1233758
     6073.325     0.1233668
     6073.802     0.1233579
     6074.282     0.1233489
     6074.759       0.12334
     6075.236     0.1233311
     6075.719     0.1233216
     6076.196     0.1233113
     6076.677     0.1233009
     6077.154     0.1232906
     6077.634     0.1232802
     6078.111     0.1232699
     6078.592     0.1232595
     6079.069     0.1232491
      6079.55     0.1232388
     6080.027     0.1232283
     6080.508     0.1232154
     6080.985     0.1232039
     6081.466     0.1231924
     6081.946     0.1231808
     6082.424     0.1231693
     6082.905     0.1231577
     6083.382     0.1231462
     6083.863     0.1231346
     6084.344      0.123123
     6084.822     0.1231115
     6085.303     0.1230999
     6085.781     0.1230884
     6086.258     0.1230769
      6086.74     0.1230653
     6087.217     0.1230538
     6087.699     0.1230422
      6088.18     0.1230306
     6088.658     0.1230191
     6089.139     0.1230075
     6089.617      0.122996
     6090.099      0.122985
      6090.58     0.1229749
     6091.059     0.1229646
      6091.54     0.1229542
     6092.018     0.1229439
       6092.5     0.1229335
     6092.981     0.1229231
      6093.46     0.1229128
     6093.941     0.1229024
      6094.42     0.1228921
     6094.898     0.1228817
      6095.38     0.1228722
     6095.862     0.1228632
     6096.341     0.1228543
     6096.819     0.1228454
     6097.301     0.1228364
     6097.783     0.1228274
     6098.262     0.1228185
     6098.744     0.1228095
     6099.226     0.1228005
     6099.705     0.1227916
     6100.187      0.122781
     6100.666     0.1227681
     6101.148     0.1227551
     6101.631      0.122742
      6102.11     0.1227291
     6102.592     0.1227161
     6103.071     0.1227031
     6103.554     0.1226901
     6104.033     0.1226772
     6104.516     0.1226641
     6104.995     0.1226516
     6105.474     0.1226401
     6105.957     0.1226285
     6106.436      0.122617
     6106.919     0.1226054
     6107.402     0.1225938
     6107.881     0.1225823
     6108.364     0.1225707
     6108.847     0.1225591
     6109.327     0.1225475
      6109.81     0.1225357
     6110.292     0.1225227
     6110.772     0.1225098
     6111.255     0.1224967
     6111.738     0.1224837
     6112.218     0.1224708
     6112.698     0.1224579
     6113.181     0.1224449
     6113.661     0.1224319
     6114.141      0.122419
     6114.625      0.122406
     6115.104     0.1223945
     6115.588     0.1223829
     6116.068     0.1223714
     6116.552     0.1223598
     6117.035     0.1223482
     6117.516     0.1223366
     6117.999     0.1223251
     6118.483     0.1223135
     6118.966     0.1223019
      6119.45     0.1222903
     6119.931     0.1222775
     6120.415     0.1222667
     6120.895     0.1222564
     6121.375     0.1222461
     6121.859     0.1222357
      6122.34     0.1222253
     6122.821      0.122215
     6123.305     0.1222046
     6123.786     0.1221943
      6124.27     0.1221839
      6124.75     0.1221747
     6125.234     0.1221657
     6125.719     0.1221567
     6126.203     0.1221477
     6126.684     0.1221388
     6127.168     0.1221299
     6127.653     0.1221209
     6128.134      0.122112
     6128.618      0.122103
       6129.1     0.1220941
     6129.584     0.1220841
     6130.065     0.1220735
      6130.55     0.1220604
     6131.031     0.1220475
     6131.513     0.1220346
     6131.997     0.1220216
     6132.479     0.1220086
     6132.963     0.1219956
     6133.445     0.1219826
     6133.933     0.1219695
     6134.415     0.1219566
       6134.9     0.1219435
     6135.381     0.1219306
     6135.866     0.1219176
     6136.352     0.1219046
     6136.833     0.1218916
     6137.318     0.1218786
       6137.8     0.1218656
     6138.282     0.1218527
     6138.767     0.1218397
     6139.252     0.1218267
     6139.734     0.1218137
      6140.22     0.1218007
     6140.702     0.1217877
     6141.184     0.1217748
     6141.669     0.1217618
     6142.155     0.1217488
     6142.641     0.1217358
     6143.123     0.1217228
     6143.608     0.1217098
     6144.091     0.1216969
     6144.577     0.1216838
     6145.063     0.1216708
     6145.545     0.1216579
     6146.031     0.1216448
     6146.513     0.1216319
     6146.996      0.121619
     6147.481     0.1216059
     6147.964      0.121593
      6148.45       0.12158
     6148.937      0.121567
     6149.419      0.121554
     6149.905      0.121541
     6150.388     0.1215281
     6150.875      0.121515
      6151.36      0.121502
     6151.844      0.121489
      6152.33      0.121476
     6152.813     0.1214631
     6153.299       0.12145
     6153.786      0.121437
     6154.269      0.121424
     6154.755      0.121411
     6155.239      0.121398
     6155.722     0.1213851
     6156.208      0.121372
     6156.692     0.1213591
     6157.179      0.121346
     6157.665      0.121333
     6158.148     0.1213201
     6158.632     0.1213071
     6159.119      0.121294
     6159.606      0.121281
     6160.093      0.121268
     6160.577      0.121255
     6161.063      0.121242
     6161.547      0.121229
     6162.034      0.121216
     6162.521     0.1212029
     6163.005     0.1211899
     6163.493     0.1211769
     6163.977     0.1211639
      6164.46      0.121151
     6164.948     0.1211379
     6165.435     0.1211248
     6165.919     0.1211119
     6166.406     0.1210988
     6166.891     0.1210858
     6167.375     0.1210729
     6167.862     0.1210598
     6168.347     0.1210469
     6168.834     0.1210338
     6169.322     0.1210208
      6169.81     0.1210077
     6170.294     0.1209963
     6170.782     0.1209859
      6171.27     0.1209754
     6171.754     0.1209651
     6172.242     0.1209547
      6172.73     0.1209442
     6173.214     0.1209339
     6173.699     0.1209235
     6174.187     0.1209131
     6174.672     0.1209027
      6175.16     0.1208923
     6175.645     0.1208819
      6176.13     0.1208715
     6176.618     0.1208611
     6177.103     0.1208507
     6177.591     0.1208403
      6178.08     0.1208298
     6178.564      0.120818
     6179.053     0.1208062
     6179.538     0.1207944
     6180.027     0.1207824
     6180.515     0.1207679
     6181.004     0.1207534
     6181.493     0.1207389
     6181.978     0.1207245
     6182.463     0.1207101
     6182.952     0.1206956
     6183.437     0.1206826
     6183.926     0.1206695
     6184.412     0.1206565
     6184.897     0.1206436
     6185.386     0.1206305
     6185.872     0.1206175
     6186.361     0.1206044
      6186.85     0.1205914
     6187.335     0.1205784
     6187.825     0.1205653
     6188.314     0.1205537
     6188.803      0.120542
     6189.289     0.1205305
     6189.778     0.1205188
     6190.264     0.1205073
     6190.753     0.1204956
      6191.24      0.120484
     6191.729     0.1204723
     6192.215     0.1204608
     6192.705     0.1204491
     6193.191     0.1204361
     6193.677     0.1204231
     6194.167     0.1204101
     6194.653     0.1203971
     6195.143     0.1203839
     6195.632     0.1203709
     6196.122     0.1203578
     6196.609     0.1203448
     6197.099     0.1203317
     6197.588     0.1203186
     6198.075      0.120307
     6198.565     0.1202953
     6199.052     0.1202837
     6199.542     0.1202721
     6200.028     0.1202605
     6200.515     0.1202489
     6201.005     0.1202372
     6201.496     0.1202256
     6201.982      0.120214
     6202.469     0.1202024
      6202.96     0.1201921
      6203.45     0.1201819
     6203.937     0.1201717
     6204.428     0.1201614
     6204.918     0.1201512
     6205.405      0.120141
     6205.896     0.1201308
     6206.386     0.1201206
     6206.874     0.1201104
     6207.364     0.1201001
     6207.852     0.1200885
     6208.342     0.1200769
      6208.83     0.1200652
     6209.317     0.1200536
     6209.808      0.120042
     6210.296     0.1200304
     6210.787     0.1200187
     6211.278      0.120007
     6211.765     0.1199954
     6212.256     0.1199838
     6212.744     0.1199751
     6213.235     0.1199663
     6213.727     0.1199574
     6214.214     0.1199487
     6214.706     0.1199399
     6215.197     0.1199311
     6215.685     0.1199223
     6216.176     0.1199135
     6216.664     0.1199048
     6217.156     0.1198959
     6217.644     0.1198872
     6218.132     0.1198784
     6218.624     0.1198696
     6219.115     0.1198608
     6219.604      0.119852
     6220.092     0.1198438
     6220.583     0.1198376
     6221.075     0.1198314
     6221.563     0.1198252
     6222.055     0.1198192
     6222.547     0.1198144
     6223.036     0.1198097
     6223.528     0.1198049
      6224.02     0.1198002
     6224.508     0.1197954
        6225.     0.1197907
     6225.489     0.1197859
     6225.981     0.1197812
      6226.47     0.1197765
     6226.962     0.1197717
     6227.451      0.119767
     6227.943     0.1197622
     6228.433     0.1197575
     6228.921     0.1197527
     6229.414      0.119748
     6229.903     0.1197432
     6230.396     0.1197364
     6230.888      0.119729
     6231.377     0.1197217
      6231.87     0.1197146
     6232.362     0.1197086
     6232.855     0.1197027
     6233.344     0.1196968
     6233.837     0.1196908
     6234.327     0.1196849
     6234.819      0.119679
     6235.309     0.1196731
     6235.802     0.1196671
     6236.292     0.1196612
     6236.785     0.1196561
     6237.274      0.119653
     6237.764       0.11965
     6238.257     0.1196469
     6238.747     0.1196438
      6239.24     0.1196408
     6239.733     0.1196377
     6240.223     0.1196346
     6240.716     0.1196315
     6241.206     0.1196284
       6241.7     0.1196248
     6242.193     0.1196203
     6242.687     0.1196157
      6243.18     0.1196112
      6243.67     0.1196067
     6244.161     0.1196021
     6244.654     0.1195976
     6245.145     0.1195931
     6245.638     0.1195885
     6246.128      0.119584
     6246.619     0.1195807
     6247.113      0.119579
     6247.603     0.1195774
     6248.097     0.1195757
     6248.591      0.119574
     6249.082     0.1195724
     6249.576     0.1195707
     6250.069      0.119569
      6250.56     0.1195673
     6251.054     0.1195656
     6251.548     0.1195646
      6252.04     0.1195644
     6252.534     0.1195641
     6253.024     0.1195638
     6253.519     0.1195635
      6254.01     0.1195633
     6254.504      0.119563
     6254.995     0.1195627
     6255.486     0.1195625
     6255.981     0.1195622
     6256.472     0.1195619
     6256.966     0.1195616
     6257.461     0.1195614
     6257.956     0.1195611
     6258.447     0.1195608
     6258.942     0.1195605
     6259.433     0.1195602
     6259.928       0.11956
     6260.423     0.1195597
     6260.915     0.1195594
      6261.41     0.1195601
     6261.901     0.1195612
     6262.393     0.1195623
     6262.888     0.1195634
     6263.383     0.1195645
     6263.875     0.1195656
     6264.366     0.1195668
     6264.861     0.1195679
     6265.354      0.119569
     6265.849     0.1195701
     6266.344     0.1195724
     6266.839      0.119575
     6267.332     0.1195775
     6267.827     0.1195801
     6268.319     0.1195826
     6268.814     0.1195851
      6269.31     0.1195877
     6269.802     0.1195902
     6270.298     0.1195944
      6270.79     0.1195995
     6271.283     0.1196047
     6271.778     0.1196098
     6272.271      0.119615
     6272.767     0.1196202
     6273.259     0.1196253
     6273.755     0.1196305
     6274.251     0.1196357
     6274.744     0.1196409
      6275.24     0.1196461
     6275.736     0.1196514
     6276.229      0.119658
     6276.725     0.1196646
     6277.217     0.1196712
     6277.713     0.1196778
      6278.21     0.1196844
     6278.703      0.119691
     6279.199     0.1196976
     6279.692     0.1197042
     6280.185     0.1197098
     6280.682     0.1197138
     6281.175     0.1197177
     6281.671     0.1197217
     6282.165     0.1197256
     6282.661     0.1197295
     6283.158     0.1197335
     6283.651     0.1197374
     6284.147     0.1197414
     6284.645     0.1197454
     6285.138     0.1197493
     6285.635     0.1197537
     6286.128     0.1197591
     6286.625     0.1197645
     6287.122     0.1197699
     6287.616     0.1197753
     6288.113     0.1197807
     6288.606      0.119786
       6289.1     0.1197914
     6289.597     0.1197968
     6290.095     0.1198022
     6290.588     0.1198075
     6291.083     0.1198128
      6291.58     0.1198182
     6292.074     0.1198235
     6292.571     0.1198289
     6293.068     0.1198343
     6293.563     0.1198396
      6294.06      0.119845
     6294.558     0.1198503
     6295.052     0.1198557
     6295.549      0.119861
     6296.047     0.1198664
     6296.542     0.1198717
     6297.039     0.1198771
     6297.537     0.1198824
     6298.031     0.1198878
     6298.526     0.1198931
     6299.024     0.1198984
     6299.519     0.1199038
     6300.013      0.119909
     6300.511      0.119912
     6301.005      0.119915
     6301.504      0.119918
     6301.999     0.1199209
     6302.497     0.1199239
     6302.995     0.1199269
      6303.49     0.1199299
     6303.988     0.1199329
     6304.486     0.1199359
     6304.981     0.1199388
      6305.48     0.1199403
     6305.979     0.1199419
     6306.477     0.1199434
     6306.972     0.1199449
     6307.467     0.1199464
     6307.966      0.119948
     6308.461     0.1199495
     6308.956      0.119951
