WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f555w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.482945E-18
PIVWV    r 5442.928
BANDW    r 522.2411
TPEAK    r 0.01585097
EQUVW    r 23.0545
RECTW    r 1454.453
EMFLX    r 5.105301E-15
        1850.  8.976124E-10
      1850.33   1.746713E-8
     1850.659   3.404759E-8
     1850.989   5.070671E-8
     1851.319   6.740152E-8
      1851.65   8.412592E-8
      1851.98   1.008799E-7
      1852.31   1.176698E-7
      1852.64   1.344457E-7
     1852.971   1.513010E-7
     1853.301   1.681860E-7
     1853.631   1.850570E-7
     1853.962   2.020139E-7
     1854.292   2.190006E-7
     1854.623   2.360172E-7
     1854.954   2.530699E-7
     1855.284   2.701020E-7
     1855.615   2.872206E-7
     1855.946   3.043694E-7
     1856.276   3.215036E-7
     1856.608   3.387184E-7
     1856.939   3.559696E-7
     1857.269   3.731999E-7
     1857.602   3.905685E-7
     1857.933   4.079228E-7
     1858.264   4.252495E-7
     1858.595   4.426639E-7
     1858.927   4.601150E-7
     1859.258   4.775447E-7
     1859.589   4.950626E-7
     1859.921   5.126109E-7
     1860.252   5.190704E-7
     1860.585   5.220938E-7
     1860.917   5.251131E-7
     1861.248   5.281271E-7
      1861.58   5.311570E-7
     1861.912   5.341917E-7
     1862.243   5.372221E-7
     1862.576   5.402686E-7
     1862.908   5.433186E-7
      1863.24   5.463656E-7
     1863.573   5.494364E-7
     1863.904   5.524930E-7
     1864.237   5.555656E-7
      1864.57   5.586430E-7
     1864.901   5.617161E-7
     1865.234   5.648042E-7
     1865.567   5.678984E-7
     1865.899   5.709869E-7
     1866.232   5.740918E-7
     1866.566   5.772107E-7
     1866.898   5.803160E-7
     1867.231   5.834364E-7
     1867.564   5.865616E-7
     1867.896   5.896838E-7
      1868.23   5.928200E-7
     1868.563   5.959620E-7
     1868.895   5.990998E-7
     1869.229   6.022526E-7
     1869.562   6.054105E-7
     1869.896   6.085743E-7
      1870.23   6.094700E-7
     1870.563   6.093357E-7
     1870.896   6.092008E-7
      1871.23   6.090646E-7
     1871.564   6.089272E-7
     1871.897   6.087892E-7
     1872.231   6.086497E-7
     1872.565   6.085093E-7
     1872.899   6.083678E-7
     1873.233   6.082252E-7
     1873.566   6.080820E-7
     1873.901   6.079372E-7
     1874.235   6.077917E-7
     1874.568   6.076453E-7
     1874.903   6.074974E-7
     1875.237   6.073486E-7
     1875.572   6.071986E-7
     1875.907   6.070476E-7
     1876.241   6.068955E-7
     1876.575   6.067430E-7
      1876.91   6.065889E-7
     1877.245   6.064334E-7
     1877.579   6.062778E-7
     1877.914   6.061204E-7
     1878.249   6.059620E-7
     1878.584   6.058025E-7
     1878.919   6.056420E-7
     1879.254   6.054175E-7
     1879.589   6.051714E-7
     1879.924   6.049240E-7
      1880.26   5.942281E-7
     1880.594   5.805089E-7
      1880.93   5.667229E-7
     1881.265   5.529150E-7
     1881.601   5.390804E-7
     1881.937   5.252238E-7
     1882.272   5.113808E-7
     1882.607   4.974755E-7
     1882.943   4.835433E-7
     1883.278   4.696298E-7
     1883.614   4.556488E-7
      1883.95   4.416459E-7
     1884.286   4.276618E-7
     1884.623   4.135640E-7
     1884.959   3.994851E-7
     1885.294   3.854252E-7
     1885.631   3.712971E-7
     1885.967   3.571472E-7
     1886.303   3.430164E-7
     1886.639   3.288173E-7
     1886.976   3.145910E-7
     1887.312   3.003842E-7
     1887.648   2.861086E-7
     1887.985   2.718110E-7
     1888.322   2.574863E-7
     1888.659   2.431393E-7
     1888.995   2.288120E-7
     1889.332   2.144157E-7
     1889.669   1.999921E-7
     1890.006   1.857536E-7
     1890.343   1.823149E-7
     1890.681   1.788482E-7
     1891.017   1.753972E-7
     1891.355   1.719294E-7
     1891.692   1.684549E-7
     1892.029   1.649848E-7
     1892.366   1.614992E-7
     1892.704   1.580054E-7
     1893.041   1.545175E-7
     1893.378   1.510127E-7
     1893.716   1.475023E-7
     1894.054   1.439851E-7
     1894.392   1.404610E-7
      1894.73   1.369314E-7
     1895.067   1.334064E-7
     1895.405   1.298643E-7
     1895.744   1.263154E-7
     1896.081   1.227725E-7
     1896.419   1.192112E-7
     1896.757   1.156443E-7
     1897.096   1.120704E-7
     1897.434   1.084910E-7
     1897.772   1.049164E-7
     1898.111   1.013245E-7
     1898.449   9.772700E-8
     1898.787   9.413298E-8
     1899.126   9.052301E-8
     1899.465   8.690611E-8
     1899.802   8.329404E-8
     1900.143   8.447760E-8
     1900.482   9.232631E-8
      1900.82   1.001673E-7
     1901.159   1.080430E-7
     1901.498   1.159337E-7
     1901.836   1.238137E-7
     1902.176   1.317315E-7
     1902.515   1.396642E-7
     1902.854   1.475834E-7
     1903.194   1.555662E-7
     1903.534   1.635382E-7
     1903.872   1.714995E-7
     1904.212   1.794987E-7
     1904.552   1.875101E-7
     1904.891   1.955136E-7
      1905.23   2.035522E-7
      1905.57   2.116060E-7
     1905.909   2.196487E-7
      1906.25   2.277530E-7
      1906.59   2.358230E-7
      1906.93   2.439314E-7
      1907.27   2.520550E-7
     1907.609   2.601644E-7
      1907.95   2.683124E-7
      1908.29   2.764756E-7
     1908.631   2.846540E-7
      1908.97   2.928182E-7
     1909.312   3.010475E-7
     1909.651   3.092392E-7
     1909.992   3.174726E-7
     1910.333   3.122364E-7
     1910.673   3.066982E-7
     1911.014   3.011311E-7
     1911.355   2.955530E-7
     1911.695   2.899838E-7
     1912.036   2.843877E-7
     1912.378   2.787625E-7
     1912.718   2.731623E-7
      1913.06   2.675370E-7
     1913.401   2.618987E-7
     1913.741   2.562695E-7
     1914.083   2.506131E-7
     1914.424   2.449457E-7
     1914.765   2.392853E-7
     1915.107   2.335977E-7
     1915.448   2.279010E-7
      1915.79   2.221932E-7
     1916.132   2.164742E-7
     1916.473   2.107646E-7
     1916.815   2.050274E-7
     1917.157   1.992791E-7
     1917.498   1.935382E-7
      1917.84   1.877697E-7
     1918.182   1.819920E-7
     1918.524   1.762032E-7
     1918.867   1.704052E-7
     1919.209   1.645961E-7
     1919.551   1.587944E-7
     1919.893   1.529649E-7
     1920.236   1.481015E-7
     1920.577   1.436860E-7
      1920.92   1.392476E-7
     1921.263   1.348022E-7
     1921.605   1.303496E-7
     1921.948   1.258884E-7
     1922.291   1.214201E-7
     1922.633   1.169575E-7
     1922.976   1.124718E-7
     1923.319   1.079790E-7
     1923.661   1.034936E-7
     1924.005   9.898499E-8
     1924.348   9.446769E-8
     1924.692   8.994327E-8
     1925.035   8.541172E-8
     1925.377   8.088595E-8
     1925.721   7.633692E-8
     1926.064   7.178239E-8
     1926.407   6.723207E-8
     1926.751   6.266001E-8
     1927.095   5.807919E-8
     1927.438   5.350589E-8
     1927.782   4.889608E-8
