WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f850lp
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.286984E-19
PIVWV    r 9145.235
BANDW    r 538.9528
TPEAK    r 0.138128
EQUVW    r 209.575
RECTW    r 1517.252
EMFLX    r 3.622200E-16
     4994.125   2.360391E-8
     4994.629   2.359316E-8
     4995.134   2.358243E-8
     4995.641   2.357164E-8
     4996.146   2.356091E-8
      4996.65   2.355020E-8
     4997.155   2.353946E-8
     4997.663   2.352865E-8
      4998.17   2.351782E-8
     4998.675   2.350705E-8
      4999.18   2.349629E-8
     4999.685   2.348555E-8
      5000.19   2.347842E-8
     5000.698   2.347728E-8
     5001.201   2.347613E-8
     5001.708   2.347498E-8
     5002.214   2.347384E-8
     5002.719   2.347269E-8
     5003.227   2.347153E-8
     5003.732   2.347037E-8
     5004.238   2.346921E-8
     5004.746   2.346805E-8
     5005.252   2.346690E-8
     5005.757   2.346575E-8
     5006.263   2.346461E-8
     5006.771   2.346345E-8
      5007.28   2.346228E-8
     5007.786   2.346111E-8
     5008.292   2.345994E-8
     5008.798   2.345877E-8
     5009.304   2.345760E-8
     5009.812   2.345642E-8
     5010.318   2.345544E-8
     5010.825   2.345455E-8
     5011.331   2.345369E-8
     5011.837   2.345282E-8
     5012.346   2.345194E-8
     5012.855   2.345106E-8
     5013.362   2.345017E-8
     5013.868   2.344929E-8
     5014.375   2.344842E-8
     5014.881   2.344755E-8
     5015.391   2.344665E-8
     5015.897   2.344575E-8
     5016.407   2.344484E-8
     5016.913   2.344394E-8
      5017.42   2.344305E-8
     5017.927   2.344216E-8
     5018.437   2.344127E-8
     5018.943   2.344038E-8
     5019.451   2.343949E-8
     5019.958   2.343861E-8
     5020.465   2.343771E-8
     5020.975   2.343682E-8
     5021.482   2.343592E-8
     5021.992   2.343503E-8
     5022.499   2.343416E-8
     5023.006   2.343328E-8
     5023.514   2.343239E-8
     5024.024   2.343150E-8
     5024.532   2.343060E-8
     5025.042   2.342970E-8
     5025.549   2.342881E-8
     5026.057   2.342791E-8
     5026.565   2.342704E-8
     5027.076   2.342615E-8
     5027.583   2.342523E-8
     5028.091   2.342432E-8
     5028.599   2.342343E-8
     5029.107   2.342253E-8
     5029.618   2.342165E-8
     5030.126   2.342077E-8
     5030.637   2.341988E-8
     5031.145   2.341900E-8
     5031.653   2.341815E-8
     5032.162   2.341728E-8
     5032.672   2.341639E-8
     5033.181   2.341552E-8
     5033.689   2.341466E-8
     5034.201   2.341379E-8
     5034.709   2.341292E-8
     5035.218   2.341205E-8
     5035.729   2.341117E-8
     5036.238   2.341030E-8
     5036.747   2.340945E-8
     5037.255   2.340859E-8
     5037.764   2.340771E-8
     5038.273   2.340683E-8
     5038.785   2.340592E-8
     5039.294   2.340504E-8
     5039.806   2.340416E-8
     5040.315   2.340322E-8
     5040.827   2.340225E-8
     5041.333   2.340128E-8
     5041.845   2.340030E-8
     5042.354   2.339931E-8
     5042.864   2.339831E-8
     5043.376   2.339732E-8
     5043.886   2.339632E-8
     5044.398   2.339534E-8
     5044.907   2.339436E-8
     5045.417   2.339337E-8
     5045.927   2.339237E-8
     5046.437   2.339138E-8
     5046.946   2.339041E-8
     5047.459   2.338939E-8
     5047.969   2.338838E-8
     5048.479   2.338738E-8
     5048.991   2.338637E-8
     5049.501   2.338539E-8
     5050.014   2.338441E-8
     5050.524   2.338358E-8
     5051.035   2.338275E-8
     5051.545   2.338189E-8
     5052.055   2.338103E-8
     5052.568   2.338023E-8
     5053.079   2.337942E-8
     5053.592   2.337855E-8
     5054.103   2.337769E-8
     5054.613   2.337684E-8
     5055.124   2.337600E-8
     5055.637   2.337518E-8
     5056.147   2.337435E-8
     5056.659   2.337350E-8
     5057.169   2.337265E-8
      5057.68   2.337179E-8
     5058.194   2.337094E-8
     5058.705   2.337008E-8
     5059.219   2.336922E-8
     5059.729   2.336837E-8
     5060.241   2.336746E-8
     5060.752   2.336646E-8
     5061.266   2.336546E-8
     5061.777   2.336447E-8
     5062.292   2.336348E-8
     5062.803   2.336251E-8
     5063.314   2.336150E-8
     5063.826   2.336049E-8
     5064.337   2.335948E-8
     5064.852   2.335846E-8
     5065.363   2.335746E-8
     5065.875   2.335646E-8
     5066.387   2.335546E-8
     5066.901   2.335446E-8
     5067.413   2.335344E-8
     5067.928   2.335242E-8
     5068.439   2.335139E-8
     5068.952   2.335036E-8
     5069.464   2.334935E-8
     5069.976   2.334835E-8
     5070.491   2.334781E-8
     5071.006   2.334728E-8
     5071.518   2.334676E-8
      5072.03   2.334624E-8
     5072.542   2.334571E-8
     5073.058   2.334519E-8
      5073.57   2.334467E-8
     5074.083   2.334415E-8
     5074.595   2.334363E-8
     5075.108   2.334310E-8
     5075.621   2.334254E-8
     5076.136   2.334198E-8
     5076.649   2.334145E-8
     5077.165   2.334092E-8
     5077.677   2.334040E-8
      5078.19   2.333987E-8
     5078.706   2.333931E-8
     5079.216   2.333878E-8
     5079.732   2.333825E-8
     5080.246   2.333740E-8
     5080.761   2.333618E-8
     5081.275   2.333495E-8
     5081.791   2.333371E-8
     5082.304   2.333249E-8
     5082.817   2.333127E-8
     5083.331   2.333003E-8
     5083.844   2.332878E-8
     5084.358   2.332753E-8
     5084.875   2.332626E-8
     5085.388   2.332502E-8
     5085.902   2.332379E-8
     5086.418   2.332254E-8
     5086.932   2.332130E-8
     5087.446   2.332007E-8
     5087.963   2.331882E-8
     5088.477   2.331757E-8
     5088.991   2.331631E-8
     5089.505   2.331505E-8
     5090.022   2.331378E-8
     5090.536   2.331255E-8
     5091.053   2.331131E-8
     5091.567   2.331008E-8
     5092.082   2.330883E-8
     5092.596   2.330756E-8
      5093.11   2.330630E-8
     5093.627   2.330503E-8
     5094.142   2.330379E-8
     5094.657   2.330257E-8
     5095.171   2.330133E-8
     5095.689   2.330003E-8
     5096.204   2.329875E-8
     5096.721   2.329749E-8
     5097.236   2.329624E-8
     5097.751   2.329500E-8
     5098.266   2.329374E-8
     5098.784   2.329246E-8
     5099.299   2.329119E-8
     5099.817   2.328992E-8
     5100.332   2.328880E-8
     5100.847   2.328776E-8
     5101.362   2.328672E-8
     5101.878   2.328568E-8
     5102.396   2.328463E-8
     5102.912   2.328359E-8
     5103.427   2.328257E-8
     5103.942   2.328155E-8
     5104.461   2.328048E-8
     5104.977   2.327941E-8
     5105.495   2.327840E-8
     5106.011   2.327740E-8
     5106.526   2.327631E-8
     5107.042   2.327524E-8
     5107.558   2.327423E-8
     5108.077   2.327320E-8
     5108.596   2.327212E-8
     5109.112   2.327104E-8
     5109.628   2.327002E-8
     5110.144   2.326895E-8
      5110.66   2.326780E-8
     5111.179   2.326667E-8
     5111.696   2.326557E-8
     5112.212   2.326446E-8
     5112.729   2.326331E-8
     5113.245   2.326219E-8
     5113.764   2.326108E-8
     5114.284   2.325996E-8
       5114.8   2.325883E-8
     5115.317   2.325767E-8
     5115.834   2.325650E-8
     5116.354   2.325537E-8
     5116.867   2.325428E-8
     5117.387   2.325315E-8
     5117.907   2.325201E-8
     5118.424   2.325085E-8
     5118.941   2.324970E-8
     5119.461   2.324856E-8
     5119.975   2.324742E-8
     5120.495   2.324625E-8
     5121.012   2.324508E-8
      5121.53   2.324393E-8
     5122.047   2.324278E-8
     5122.564   2.324165E-8
     5123.085   2.324050E-8
     5123.605   2.323931E-8
     5124.123   2.323812E-8
      5124.64   2.323696E-8
     5125.158   2.323580E-8
     5125.679   2.323461E-8
     5126.196   2.323344E-8
     5126.714   2.323230E-8
     5127.235   2.323113E-8
     5127.753   2.322994E-8
     5128.271   2.322875E-8
     5128.792   2.322757E-8
      5129.31   2.322640E-8
     5129.828   2.322522E-8
     5130.346   2.322429E-8
     5130.864   2.322348E-8
     5131.385   2.322268E-8
     5131.904   2.322189E-8
     5132.422   2.322112E-8
     5132.943   2.322034E-8
     5133.462   2.321953E-8
      5133.98   2.321872E-8
     5134.502   2.321791E-8
     5135.021   2.321710E-8
      5135.54   2.321629E-8
     5136.058   2.321548E-8
      5136.58   2.321468E-8
     5137.099   2.321388E-8
     5137.621   2.321304E-8
      5138.14   2.321222E-8
     5138.659   2.321140E-8
     5139.178   2.321058E-8
       5139.7   2.320977E-8
     5140.219   2.320877E-8
     5140.738   2.320752E-8
     5141.257   2.320627E-8
     5141.777   2.320500E-8
     5142.299   2.320373E-8
     5142.821   2.320246E-8
     5143.341   2.320117E-8
      5143.86   2.319989E-8
      5144.38   2.319862E-8
     5144.899   2.319735E-8
     5145.419   2.319606E-8
     5145.942   2.319477E-8
     5146.464   2.319347E-8
     5146.984   2.319219E-8
     5147.504   2.319092E-8
     5148.024   2.318964E-8
     5148.544   2.318837E-8
     5149.067   2.318709E-8
     5149.587   2.318578E-8
     5150.108   2.318443E-8
     5150.628   2.318298E-8
     5151.151   2.318153E-8
     5151.668   2.318010E-8
     5152.192   2.317866E-8
     5152.715   2.317723E-8
     5153.236   2.317582E-8
     5153.756   2.317439E-8
      5154.28   2.317292E-8
       5154.8   2.317143E-8
     5155.321   2.316999E-8
     5155.845   2.316856E-8
     5156.366   2.316712E-8
     5156.889   2.316567E-8
     5157.407   2.316421E-8
     5157.931   2.316272E-8
     5158.452   2.316126E-8
     5158.973   2.315980E-8
     5159.495   2.315837E-8
     5160.016   2.315695E-8
      5160.54   2.315558E-8
     5161.061   2.315422E-8
     5161.583   2.315289E-8
     5162.106   2.315155E-8
     5162.628   2.315019E-8
     5163.149   2.314883E-8
     5163.674   2.314748E-8
     5164.198   2.314613E-8
      5164.72   2.314478E-8
     5165.242   2.314343E-8
     5165.764   2.314209E-8
     5166.288   2.314072E-8
     5166.807   2.313936E-8
     5167.332   2.313798E-8
     5167.854   2.313661E-8
     5168.379   2.313526E-8
     5168.898   2.313394E-8
      5169.42   2.313256E-8
     5169.945   2.313117E-8
     5170.468   2.313011E-8
      5170.99   2.312910E-8
     5171.515   2.312809E-8
     5172.038   2.312709E-8
      5172.56   2.312607E-8
     5173.085   2.312505E-8
     5173.611   2.312402E-8
     5174.133   2.312300E-8
     5174.656   2.312195E-8
     5175.179   2.312093E-8
     5175.705   2.311990E-8
     5176.227   2.311886E-8
      5176.75   2.311783E-8
     5177.273   2.311680E-8
     5177.799   2.311577E-8
     5178.319   2.311474E-8
     5178.845   2.311369E-8
     5179.368   2.311265E-8
     5179.892   2.311163E-8
     5180.415   2.311057E-8
     5180.941   2.310950E-8
     5181.467   2.310846E-8
     5181.991   2.310743E-8
     5182.514   2.310635E-8
     5183.041   2.310526E-8
     5183.564   2.310421E-8
     5184.087   2.310315E-8
     5184.614   2.310206E-8
     5185.138   2.310096E-8
     5185.662   2.309986E-8
     5186.186   2.309877E-8
     5186.709   2.309772E-8
     5187.236   2.309665E-8
      5187.76   2.309558E-8
     5188.284   2.309450E-8
     5188.808   2.309340E-8
     5189.335   2.309232E-8
     5189.856   2.309125E-8
     5190.384   2.308983E-8
     5190.911   2.308828E-8
     5191.436   2.308671E-8
      5191.96   2.308514E-8
     5192.487   2.308359E-8
     5193.012   2.308205E-8
     5193.539   2.308051E-8
     5194.063   2.307896E-8
     5194.588   2.307738E-8
     5195.113   2.307581E-8
     5195.638   2.307425E-8
     5196.166   2.307268E-8
      5196.69   2.307112E-8
     5197.215   2.306955E-8
      5197.74   2.306798E-8
     5198.266   2.306641E-8
     5198.793   2.306486E-8
     5199.319   2.306330E-8
     5199.844   2.306172E-8
     5200.372   2.306003E-8
     5200.897   2.305833E-8
     5201.423   2.305663E-8
     5201.951   2.305493E-8
     5202.479   2.305323E-8
     5203.005   2.305154E-8
      5203.53   2.304979E-8
     5204.056   2.304805E-8
     5204.582   2.304634E-8
     5205.107   2.304463E-8
     5205.636   2.304291E-8
     5206.162   2.304119E-8
     5206.688   2.303948E-8
     5207.214   2.303776E-8
      5207.74   2.303602E-8
     5208.269   2.303431E-8
     5208.795   2.303261E-8
     5209.324   2.303087E-8
      5209.85   2.302912E-8
     5210.376   2.302734E-8
     5210.903   2.302555E-8
     5211.432   2.302379E-8
     5211.961   2.302202E-8
     5212.488   2.302023E-8
     5213.015   2.301844E-8
     5213.544   2.301664E-8
     5214.068   2.301486E-8
     5214.597   2.301308E-8
     5215.124   2.301130E-8
     5215.651   2.300951E-8
     5216.181   2.300770E-8
     5216.705   2.300589E-8
     5217.234   2.300408E-8
     5217.762   2.300228E-8
     5218.289   2.300048E-8
     5218.819   2.299866E-8
     5219.346   2.299686E-8
     5219.876   2.299505E-8
     5220.403   2.299318E-8
     5220.931   2.299128E-8
     5221.461   2.298936E-8
     5221.988   2.298745E-8
     5222.516   2.298554E-8
     5223.046   2.298361E-8
     5223.574   2.298170E-8
     5224.102   2.297979E-8
     5224.629   2.297789E-8
     5225.157   2.297599E-8
     5225.688   2.297406E-8
     5226.216   2.297215E-8
     5226.744   2.297023E-8
     5227.271   2.296830E-8
     5227.803   2.296636E-8
     5228.331   2.296444E-8
     5228.859   2.296255E-8
      5229.39   2.296062E-8
     5229.918   2.295870E-8
     5230.446   2.295688E-8
     5230.978   2.295507E-8
     5231.506   2.295327E-8
     5232.038   2.295145E-8
     5232.566   2.294967E-8
     5233.095   2.294788E-8
     5233.623   2.294607E-8
     5234.152   2.294427E-8
     5234.684   2.294245E-8
     5235.212   2.294065E-8
     5235.741   2.293884E-8
      5236.27   2.293704E-8
     5236.799   2.293526E-8
     5237.331   2.293343E-8
     5237.863   2.293159E-8
     5238.389   2.292979E-8
     5238.921   2.292798E-8
      5239.45   2.292617E-8
     5239.979   2.292436E-8
     5240.512   2.292253E-8
     5241.044   2.292070E-8
     5241.574   2.291892E-8
     5242.103   2.291713E-8
     5242.632   2.291531E-8
     5243.162   2.291349E-8
     5243.695   2.291166E-8
     5244.224   2.290984E-8
     5244.754   2.290802E-8
     5245.284   2.290622E-8
     5245.814   2.290440E-8
     5246.344   2.290260E-8
     5246.876   2.290079E-8
      5247.41   2.289893E-8
     5247.939   2.289707E-8
      5248.47   2.289526E-8
     5249.003   2.289345E-8
      5249.53   2.289161E-8
     5250.063   2.288974E-8
     5250.597   2.288776E-8
     5251.127   2.288579E-8
     5251.657   2.288382E-8
     5252.188   2.288185E-8
     5252.718   2.287988E-8
     5253.252   2.287788E-8
     5253.783   2.287589E-8
     5254.313   2.287391E-8
     5254.844   2.287194E-8
     5255.375   2.286995E-8
     5255.909   2.286795E-8
     5256.439   2.286595E-8
     5256.974   2.286395E-8
     5257.504   2.286198E-8
     5258.036   2.285999E-8
      5258.57   2.285798E-8
     5259.101   2.285596E-8
     5259.632   2.285397E-8
     5260.167   2.285191E-8
     5260.698   2.284977E-8
     5261.229   2.284763E-8
     5261.761   2.284548E-8
     5262.295   2.284333E-8
     5262.827   2.284118E-8
     5263.358   2.283904E-8
      5263.89   2.283689E-8
     5264.422   2.283473E-8
     5264.957   2.283256E-8
     5265.488   2.283039E-8
      5266.02   2.282823E-8
     5266.555   2.282605E-8
     5267.087   2.282389E-8
     5267.619   2.282174E-8
     5268.154   2.281957E-8
     5268.686   2.281740E-8
     5269.221   2.281523E-8
     5269.753   2.281306E-8
     5270.286   2.281111E-8
     5270.821   2.280933E-8
     5271.354   2.280756E-8
     5271.886   2.280579E-8
     5272.419   2.280401E-8
     5272.951   2.280222E-8
     5273.487   2.280044E-8
     5274.017   2.279868E-8
     5274.552   2.279690E-8
     5275.085   2.279513E-8
     5275.618   2.279336E-8
     5276.154   2.279157E-8
      5276.69   2.278975E-8
     5277.223   2.278795E-8
     5277.756   2.278618E-8
     5278.289   2.278440E-8
     5278.825   2.278260E-8
     5279.358   2.278080E-8
     5279.895   2.277901E-8
     5280.428   2.277718E-8
     5280.961   2.277534E-8
     5281.495   2.277350E-8
     5282.028   2.277166E-8
     5282.565   2.276977E-8
     5283.099   2.276790E-8
     5283.632   2.276608E-8
     5284.166   2.276427E-8
       5284.7   2.276244E-8
     5285.233   2.276060E-8
     5285.771   2.275871E-8
     5286.307   2.275684E-8
     5286.841   2.275500E-8
     5287.375   2.275314E-8
     5287.912   2.275127E-8
     5288.446   2.274941E-8
      5288.98   2.274754E-8
     5289.518   2.274567E-8
     5290.052   2.274378E-8
     5290.586   2.274171E-8
     5291.121   2.273962E-8
     5291.656   2.273750E-8
     5292.193   2.273537E-8
     5292.728   2.273325E-8
     5293.262   2.273112E-8
     5293.797   2.272899E-8
     5294.334   2.272683E-8
      5294.87   2.272469E-8
     5295.404   2.272257E-8
     5295.942   2.272044E-8
     5296.477   2.271830E-8
     5297.012   2.271616E-8
      5297.55   2.271405E-8
     5298.088   2.271192E-8
     5298.621   2.270980E-8
     5299.159   2.270763E-8
     5299.694   2.270547E-8
     5300.229   2.270343E-8
     5300.765   2.270155E-8
     5301.303   2.269962E-8
     5301.839   2.269768E-8
     5302.374   2.269575E-8
      5302.91   2.269382E-8
     5303.446   2.269190E-8
     5303.984   2.268997E-8
      5304.52   2.268804E-8
     5305.056   2.268612E-8
     5305.595   2.268418E-8
     5306.131   2.268225E-8
     5306.667   2.268030E-8
     5307.206   2.267835E-8
     5307.745   2.267642E-8
     5308.281   2.267448E-8
     5308.817   2.267253E-8
     5309.354   2.267059E-8
     5309.893   2.266863E-8
     5310.426   2.266671E-8
     5310.965   2.266477E-8
     5311.502   2.266281E-8
     5312.039   2.266085E-8
     5312.575   2.265892E-8
     5313.115   2.265698E-8
     5313.651   2.265501E-8
     5314.188   2.265306E-8
     5314.725   2.265115E-8
     5315.265   2.264920E-8
     5315.805   2.264723E-8
     5316.342   2.264527E-8
     5316.878   2.264332E-8
     5317.418   2.264136E-8
     5317.956   2.263941E-8
     5318.493   2.263742E-8
     5319.033   2.263542E-8
      5319.57   2.263348E-8
     5320.105   2.263150E-8
     5320.646   2.262940E-8
     5321.183   2.262729E-8
     5321.723   2.262515E-8
     5322.258   2.262304E-8
     5322.798   2.262094E-8
     5323.336   2.261883E-8
     5323.874   2.261670E-8
     5324.412   2.261459E-8
     5324.953   2.261246E-8
     5325.493   2.261032E-8
     5326.031   2.260818E-8
     5326.569   2.260604E-8
      5327.11   2.260390E-8
     5327.648   2.260180E-8
     5328.187   2.259969E-8
     5328.728   2.259754E-8
     5329.266   2.259540E-8
     5329.804   2.259326E-8
     5330.343   2.259117E-8
     5330.881   2.258911E-8
     5331.423   2.258703E-8
     5331.961   2.258494E-8
       5332.5   2.258286E-8
     5333.039   2.258078E-8
      5333.58   2.257872E-8
     5334.119   2.257667E-8
     5334.658   2.257457E-8
       5335.2   2.257246E-8
     5335.739   2.257038E-8
     5336.278   2.256830E-8
      5336.82   2.256622E-8
     5337.362   2.256413E-8
     5337.898   2.256206E-8
      5338.44   2.255995E-8
     5338.979   2.255784E-8
     5339.519   2.255576E-8
     5340.058   2.255364E-8
     5340.601   2.255126E-8
      5341.14   2.254888E-8
     5341.679   2.254648E-8
     5342.219   2.254407E-8
     5342.759   2.254167E-8
     5343.301   2.253927E-8
     5343.841   2.253688E-8
     5344.384   2.253448E-8
     5344.924   2.253209E-8
     5345.464   2.252971E-8
     5346.003   2.252731E-8
     5346.546   2.252490E-8
      5347.09   2.252247E-8
      5347.63   2.252007E-8
      5348.17   2.251766E-8
      5348.71   2.251527E-8
      5349.25   2.251288E-8
     5349.791   2.251046E-8
     5350.334   2.250836E-8
     5350.875   2.250647E-8
     5351.416   2.250457E-8
     5351.956   2.250265E-8
       5352.5   2.250071E-8
      5353.04   2.249878E-8
     5353.581   2.249687E-8
     5354.125   2.249495E-8
     5354.666   2.249305E-8
     5355.209   2.249114E-8
      5355.75   2.248922E-8
     5356.292   2.248731E-8
     5356.835   2.248538E-8
     5357.376   2.248344E-8
     5357.917   2.248149E-8
     5358.462   2.247957E-8
     5359.003   2.247767E-8
     5359.542   2.247576E-8
     5360.086   2.247379E-8
     5360.627   2.247161E-8
     5361.172   2.246942E-8
      5361.71   2.246723E-8
     5362.255   2.246503E-8
     5362.797   2.246285E-8
     5363.338   2.246067E-8
     5363.883   2.245848E-8
     5364.425   2.245627E-8
      5364.97   2.245404E-8
     5365.512   2.245186E-8
     5366.054   2.244967E-8
     5366.599   2.244746E-8
     5367.141   2.244526E-8
     5367.683   2.244303E-8
     5368.229   2.244082E-8
     5368.771   2.243866E-8
     5369.313   2.243648E-8
     5369.855   2.243427E-8
     5370.401   2.243190E-8
     5370.943   2.242948E-8
     5371.483   2.242710E-8
     5372.028   2.242469E-8
     5372.571   2.242225E-8
     5373.117   2.241980E-8
      5373.66   2.241739E-8
     5374.202   2.241496E-8
     5374.748   2.241249E-8
     5375.291   2.241007E-8
     5375.834   2.240767E-8
      5376.38   2.240523E-8
     5376.926   2.240278E-8
     5377.466   2.240039E-8
     5378.013   2.239797E-8
     5378.556   2.239553E-8
     5379.099   2.239310E-8
     5379.643   2.239070E-8
     5380.189   2.238837E-8
     5380.732   2.238623E-8
     5381.276   2.238412E-8
      5381.82   2.238203E-8
     5382.363   2.237995E-8
      5382.91   2.237785E-8
     5383.454   2.237576E-8
        5384.   2.237366E-8
     5384.544   2.237154E-8
     5385.088   2.236941E-8
     5385.632   2.236732E-8
     5386.179   2.236522E-8
     5386.727   2.236309E-8
     5387.271   2.236098E-8
     5387.814   2.235885E-8
     5388.359   2.235676E-8
     5388.903   2.235469E-8
     5389.448   2.235255E-8
     5389.995   2.235039E-8
      5390.54   2.234831E-8
     5391.084   2.234623E-8
     5391.628   2.234417E-8
     5392.176   2.234208E-8
     5392.721   2.234000E-8
     5393.266   2.233790E-8
     5393.813   2.233577E-8
     5394.358   2.233369E-8
     5394.906   2.233164E-8
     5395.451   2.232954E-8
     5395.996   2.232744E-8
     5396.544   2.232533E-8
     5397.089   2.232325E-8
     5397.635   2.232119E-8
     5398.183   2.231911E-8
     5398.728   2.231701E-8
     5399.273   2.231492E-8
     5399.819   2.231281E-8
     5400.364   2.231057E-8
      5400.91   2.230825E-8
     5401.456   2.230594E-8
     5402.004   2.230363E-8
      5402.55   2.230131E-8
     5403.096   2.229899E-8
     5403.645   2.229665E-8
      5404.19   2.229432E-8
     5404.739   2.229200E-8
     5405.285   2.228969E-8
     5405.834   2.228736E-8
      5406.38   2.228505E-8
     5406.926   2.228274E-8
     5407.473   2.228042E-8
     5408.021   2.227809E-8
     5408.568   2.227581E-8
     5409.114   2.227352E-8
     5409.661   2.227117E-8
      5410.21   2.226873E-8
     5410.754   2.226619E-8
       5411.3   2.226362E-8
      5411.85   2.226099E-8
     5412.396   2.225842E-8
     5412.946   2.225584E-8
     5413.493   2.225325E-8
      5414.04   2.225067E-8
      5414.59   2.224809E-8
     5415.137   2.224552E-8
     5415.687   2.224293E-8
     5416.234   2.224036E-8
     5416.784   2.223777E-8
     5417.328   2.223521E-8
     5417.878   2.223260E-8
     5418.426   2.223003E-8
     5418.973   2.222746E-8
     5419.521   2.222490E-8
     5420.071   2.222236E-8
     5420.619   2.221997E-8
     5421.166   2.221759E-8
     5421.714   2.221522E-8
     5422.261   2.221285E-8
     5422.812   2.221045E-8
      5423.36   2.220807E-8
     5423.911   2.220569E-8
     5424.458   2.220330E-8
     5425.007   2.220092E-8
     5425.558   2.219855E-8
     5426.105   2.219619E-8
     5426.657   2.219377E-8
     5427.205   2.219138E-8
     5427.753   2.218903E-8
     5428.302   2.218665E-8
      5428.85   2.218426E-8
     5429.398   2.218189E-8
      5429.95   2.217950E-8
     5430.498   2.217722E-8
     5431.047   2.217495E-8
     5431.595   2.217270E-8
     5432.147   2.217042E-8
     5432.696   2.216813E-8
     5433.245   2.216585E-8
     5433.796   2.216358E-8
     5434.345   2.216133E-8
     5434.897   2.215906E-8
     5435.446   2.215682E-8
     5435.996   2.215458E-8
     5436.547   2.215229E-8
     5437.097   2.215001E-8
     5437.646   2.214774E-8
     5438.195   2.214547E-8
     5438.748   2.214319E-8
     5439.297   2.214093E-8
     5439.847   2.213867E-8
     5440.396   2.213657E-8
     5440.946   2.213451E-8
     5441.495   2.213248E-8
     5442.048   2.213043E-8
     5442.598   2.212837E-8
     5443.147   2.212630E-8
       5443.7   2.212423E-8
      5444.25   2.212219E-8
     5444.803   2.212015E-8
     5445.353   2.211810E-8
     5445.906   2.211603E-8
     5446.457   2.211400E-8
     5447.006   2.211196E-8
     5447.557   2.210991E-8
     5448.107   2.210786E-8
      5448.66   2.210580E-8
     5449.211   2.210376E-8
     5449.761   2.210171E-8
     5450.315   2.209946E-8
     5450.862   2.209711E-8
     5451.413   2.209470E-8
     5451.967   2.209224E-8
     5452.518   2.208986E-8
     5453.071   2.208746E-8
     5453.622   2.208504E-8
     5454.173   2.208264E-8
     5454.727   2.208024E-8
     5455.278   2.207785E-8
     5455.832   2.207546E-8
     5456.383   2.207305E-8
     5456.938   2.207062E-8
     5457.489   2.206822E-8
     5458.037   2.206585E-8
     5458.591   2.206346E-8
     5459.143   2.206108E-8
     5459.694   2.205871E-8
     5460.249   2.205629E-8
       5460.8   2.205382E-8
     5461.352   2.205135E-8
     5461.903   2.204887E-8
     5462.455   2.204644E-8
      5463.01   2.204402E-8
     5463.562   2.204156E-8
     5464.117   2.203909E-8
     5464.669   2.203666E-8
     5465.224   2.203421E-8
     5465.776   2.203176E-8
     5466.328   2.202932E-8
     5466.883   2.202686E-8
     5467.436   2.202442E-8
     5467.988   2.202199E-8
      5468.54   2.201954E-8
     5469.093   2.201709E-8
     5469.645   2.201467E-8
     5470.201   2.201227E-8
     5470.753   2.200998E-8
     5471.306   2.200769E-8
     5471.858   2.200538E-8
     5472.414   2.200308E-8
     5472.967   2.200078E-8
      5473.52   2.199850E-8
     5474.076   2.199619E-8
     5474.629   2.199390E-8
     5475.185   2.199160E-8
     5475.738   2.198931E-8
     5476.291   2.198702E-8
     5476.847   2.198471E-8
       5477.4   2.198244E-8
     5477.954   2.198016E-8
     5478.507   2.197787E-8
     5479.063   2.197557E-8
     5479.617   2.197329E-8
     5480.171   2.197098E-8
     5480.724   2.196861E-8
     5481.278   2.196624E-8
     5481.832   2.196388E-8
     5482.389   2.196151E-8
     5482.945   2.195913E-8
     5483.499   2.195677E-8
     5484.053   2.195441E-8
     5484.607   2.195203E-8
     5485.164   2.194964E-8
     5485.718   2.194728E-8
     5486.275   2.194492E-8
      5486.83   2.194257E-8
     5487.384   2.194021E-8
     5487.938   2.193784E-8
     5488.493   2.193547E-8
      5489.05   2.193307E-8
     5489.604   2.193075E-8
     5490.159   2.192848E-8
     5490.713   2.192637E-8
     5491.268   2.192428E-8
     5491.823   2.192223E-8
     5492.381   2.192013E-8
     5492.938   2.191803E-8
     5493.494   2.191595E-8
     5494.048   2.191387E-8
     5494.606   2.191176E-8
     5495.162   2.190967E-8
     5495.717   2.190763E-8
     5496.275   2.190555E-8
      5496.83   2.190346E-8
     5497.388   2.190134E-8
      5497.94   2.189925E-8
     5498.496   2.189717E-8
     5499.054   2.189508E-8
      5499.61   2.189299E-8
     5500.166   2.189702E-8
     5500.721   2.191540E-8
      5501.28   2.193387E-8
     5501.835   2.195221E-8
     5502.391   2.197059E-8
      5502.95   2.198910E-8
     5503.506   2.200746E-8
     5504.062   2.202585E-8
     5504.621   2.204434E-8
     5505.177   2.206274E-8
     5505.736   2.208122E-8
     5506.292   2.209962E-8
     5506.849   2.211804E-8
     5507.408   2.213654E-8
     5507.961   2.215484E-8
     5508.521   2.217336E-8
     5509.077   2.219179E-8
     5509.634   2.221020E-8
      5510.19   2.222855E-8
     5510.747   2.224680E-8
     5511.307   2.226513E-8
     5511.863   2.228336E-8
      5512.42   2.230161E-8
      5512.98   2.231999E-8
     5513.537   2.233823E-8
     5514.094   2.235648E-8
     5514.654   2.237482E-8
     5515.211   2.239308E-8
     5515.771   2.241145E-8
