WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f547m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 7.691164E-18
PIVWV    r 5483.873
BANDW    r 205.5184
TPEAK    r 0.01630851
EQUVW    r 10.40373
RECTW    r 637.9322
EMFLX    r 4.990218E-15
     2905.004   1.918019E-9
     2905.521   1.912065E-9
     2906.039   1.906096E-9
     2906.556   1.900145E-9
     2907.074   1.894179E-9
     2907.593   1.888213E-9
     2908.112   1.882250E-9
     2908.629   1.876307E-9
      2909.15   1.870329E-9
     2909.669   1.864371E-9
     2910.187   1.860395E-9
     2910.706   1.859900E-9
     2911.225   1.859405E-9
     2911.745   1.858909E-9
     2912.264   1.858413E-9
     2912.782   1.857919E-9
     2913.302   1.857423E-9
     2913.822   1.856926E-9
      2914.34   1.856431E-9
      2914.86   1.855934E-9
      2915.38   1.855437E-9
     2915.899   1.854941E-9
     2916.419   1.854444E-9
      2916.94   1.853946E-9
      2917.46   1.853448E-9
     2917.979   1.852951E-9
       2918.5   1.852453E-9
     2919.021   1.851954E-9
     2919.541   1.851455E-9
     2920.062   1.861331E-9
     2920.583   1.947629E-9
     2921.104   2.033919E-9
     2921.624   2.119880E-9
     2922.145   2.206076E-9
     2922.667   2.292265E-9
     2923.188   2.378407E-9
     2923.708   2.464259E-9
      2924.23   2.550346E-9
     2924.752   2.636386E-9
     2925.272   2.722135E-9
     2925.794   2.808120E-9
     2926.316   2.894097E-9
     2926.838   2.979985E-9
     2927.359   3.065626E-9
     2927.881   3.151460E-9
     2928.404   3.237286E-9
     2928.926   3.323104E-9
     2929.447   3.408594E-9
     2929.971   3.494556E-9
     2930.494   4.512337E-9
     2931.017   5.582887E-9
     2931.539   6.650339E-9
     2932.062   7.720692E-9
     2932.583   8.786950E-9
     2933.106   9.856101E-9
      2933.63   1.092515E-8
     2934.153   1.199360E-8
     2934.675   1.305846E-8
     2935.197   1.412272E-8
     2935.721   1.518987E-8
     2936.245   1.625690E-8
     2936.769   1.732333E-8
     2937.293   1.838917E-8
     2937.817   1.945488E-8
     2938.341   2.052000E-8
     2938.864   2.158154E-8
     2939.388   2.264594E-8
     2939.913   2.370973E-8
     2940.437   2.502028E-8
     2940.962   2.637941E-8
     2941.487   2.773838E-8
      2942.01   2.909218E-8
     2942.533   3.044519E-8
     2943.058   3.180248E-8
     2943.583   3.315900E-8
     2944.109   3.451473E-8
     2944.633   3.586654E-8
     2945.158   3.722136E-8
     2945.683   3.857539E-8
     2946.209   3.992927E-8
     2946.735   4.128238E-8
      2947.26   4.263532E-8
     2947.785   4.398310E-8
     2948.311   4.533512E-8
     2948.837   4.668636E-8
     2949.363   4.803681E-8
     2949.889   4.938710E-8
     2950.414   4.767855E-8
      2950.94   4.514735E-8
     2951.467   4.261646E-8
     2951.994   4.008703E-8
     2952.519   3.756609E-8
     2953.046   3.503840E-8
     2953.573   3.251219E-8
     2954.098   2.999448E-8
     2954.625   2.747003E-8
     2955.152   2.494589E-8
     2955.679   2.242438E-8
     2956.205   1.991018E-8
     2956.733   1.738929E-8
      2957.26   1.486987E-8
     2957.788   1.235192E-8
     2958.316   9.834293E-9
     2958.844   7.318141E-9
     2959.372   4.803467E-9
     2959.898   2.296083E-9
     2960.426   2.282495E-9
     2960.953   2.864031E-9
     2961.481   3.447110E-9
      2962.01   4.029846E-9
     2962.538   4.612506E-9
     2963.067   5.194821E-9
     2963.594   5.775177E-9
     2964.121   6.355461E-9
      2964.65   6.937011E-9
     2965.179   7.518481E-9
     2965.708   8.099605E-9
     2966.237   8.680654E-9
     2966.766   9.261085E-9
     2967.296   9.841707E-9
     2967.824   1.042011E-8
     2968.353   1.100004E-8
     2968.883   1.157961E-8
     2969.413   1.215911E-8
     2969.942   1.273826E-8
     2970.471   1.274875E-8
     2971.001   1.268969E-8
     2971.529   1.263083E-8
      2972.06   1.257180E-8
      2972.59   1.251281E-8
      2973.12   1.245383E-8
     2973.649   1.239506E-8
      2974.18   1.233614E-8
      2974.71   1.227722E-8
     2975.241   1.221834E-8
     2975.772   1.215946E-8
     2976.303   1.210062E-8
     2976.834   1.204181E-8
     2977.364   1.198319E-8
     2977.895   1.192442E-8
     2978.426   1.186567E-8
     2978.958   1.180694E-8
     2979.488   1.174840E-8
     2980.019   1.167263E-8
     2980.551   1.114276E-8
     2981.083   1.061297E-8
     2981.613   1.008520E-8
     2982.145   9.556052E-9
     2982.676   9.028683E-9
     2983.208   8.499939E-9
      2983.74   7.971517E-9
     2984.273   7.443177E-9
     2984.805   6.915161E-9
     2985.336   6.388920E-9
     2985.869   5.861551E-9
     2986.402   5.334023E-9
     2986.934   4.807062E-9
     2987.467   4.280184E-9
        2988.   3.753390E-9
     2988.534   3.226921E-9
     2989.065   2.702464E-9
     2989.599   2.176406E-9
     2990.132   1.802967E-9
     2990.664   1.892125E-9
     2991.198   1.981553E-9
     2991.731   2.070927E-9
     2992.263   2.159998E-9
     2992.797   2.249299E-9
     2993.331   2.338545E-9
     2993.864   2.427488E-9
       2994.4   2.516947E-9
     2994.932   2.605819E-9
     2995.467   2.694921E-9
     2996.001   2.783965E-9
     2996.536   2.872994E-9
     2997.071   2.961965E-9
     2997.605   3.050881E-9
     2998.139   3.139536E-9
     2998.674   3.228379E-9
     2999.207   3.316922E-9
     2999.742   3.405692E-9
     3000.277   4.051382E-9
     3000.813   5.214779E-9
     3001.348   6.377437E-9
     3001.882   7.536178E-9
     3002.418   8.697890E-9
     3002.952   9.855684E-9
     3003.488   1.101592E-8
     3004.023   1.217593E-8
      3004.56   1.333574E-8
     3005.096   1.449480E-8
     3005.632   1.565312E-8
     3006.168   1.681122E-8
     3006.703   1.796490E-8
      3007.24   1.912204E-8
     3007.776   2.027843E-8
     3008.313   2.143408E-8
      3008.85   2.258951E-8
     3009.385   2.374052E-8
     3009.922   2.489446E-8
     3010.457   2.423306E-8
     3010.994   2.325803E-8
     3011.531   2.228405E-8
     3012.069   2.131026E-8
     3012.605   2.033973E-8
     3013.142   1.936673E-8
      3013.68   1.839436E-8
     3014.218   1.742216E-8
     3014.754   1.645367E-8
     3015.292   1.548272E-8
      3015.83   1.451195E-8
     3016.368   1.354181E-8
     3016.906   1.257184E-8
     3017.445   1.160251E-8
     3017.983   1.063379E-8
      3018.52   9.668342E-9
     3019.058   8.700440E-9
     3019.597   7.732726E-9
     3020.136   6.937545E-9
     3020.673   6.652866E-9
      3021.21   6.368241E-9
      3021.75   6.082892E-9
     3022.289   5.797602E-9
     3022.828   5.512498E-9
     3023.367   5.227578E-9
     3023.907   4.942845E-9
     3024.445   4.658939E-9
     3024.984   4.374448E-9
     3025.524   4.090014E-9
     3026.064   3.805765E-9
     3026.604   3.521574E-9
     3027.144   3.237570E-9
     3027.684   2.953752E-9
     3028.223   2.670890E-9
     3028.761   2.388085E-9
     3029.302   2.104698E-9
     3029.843   1.821242E-9
     3030.383   2.035422E-9
     3030.922   2.452701E-9
     3031.463   2.871024E-9
     3032.004   3.289255E-9
     3032.543   3.705887E-9
     3033.084   4.123560E-9
     3033.627   4.542458E-9
     3034.167   4.958440E-9
     3034.708   5.375648E-9
      3035.25   5.792573E-9
     3035.791   6.209218E-9
     3036.331   6.624456E-9
     3036.873   7.040726E-9
     3037.415   7.456904E-9
     3037.957   7.872798E-9
     3038.497   8.287100E-9
      3039.04   8.702619E-9
     3039.582   9.117855E-9
     3040.123   9.450195E-9
     3040.665   9.504497E-9
     3041.208   9.558757E-9
      3041.75   9.613001E-9
     3042.291   9.667039E-9
     3042.834   9.721205E-9
     3043.377   9.775357E-9
      3043.92   9.829494E-9
     3044.463   9.883568E-9
     3045.005   9.937477E-9
      3045.55   9.991664E-9
     3046.092   1.004550E-8
     3046.635   1.009946E-8
     3047.179   1.015341E-8
     3047.722   1.020731E-8
     3048.265   1.026103E-8
     3048.809   1.031488E-8
     3049.353   1.036870E-8
     3049.895   1.042233E-8
     3050.439   1.103646E-8
     3050.982   1.178171E-8
     3051.526   1.252913E-8
     3052.071   1.327604E-8
     3052.615   1.402275E-8
      3053.16   1.476895E-8
     3053.705   1.551497E-8
     3054.248   1.625813E-8
     3054.793   1.700310E-8
     3055.338   1.774756E-8
     3055.883   1.849184E-8
     3056.428   1.923592E-8
     3056.974   1.997948E-8
     3057.519   2.072252E-8
     3058.063   2.146304E-8
     3058.607   2.220306E-8
     3059.153   2.294487E-8
     3059.699   2.368649E-8
     3060.243   2.398186E-8
     3060.789   2.372677E-8
     3061.335   2.347174E-8
     3061.882   2.321675E-8
     3062.426   2.296274E-8
     3062.974   2.270731E-8
     3063.521   2.245284E-8
     3064.066   2.219922E-8
     3064.613   2.194486E-8
     3065.159   2.169068E-8
     3065.706   2.143667E-8
     3066.253   2.118271E-8
     3066.799   2.092972E-8
     3067.346   2.067611E-8
     3067.892   2.042335E-8
     3068.439   2.016997E-8
     3068.987   1.991664E-8
     3069.534   1.966349E-8
      3070.08   1.933318E-8
     3070.628   1.854604E-8
     3071.176   1.775945E-8
     3071.724   1.697305E-8
      3072.27   1.618965E-8
     3072.819   1.540400E-8
     3073.367   1.461925E-8
     3073.915   1.383436E-8
     3074.464   1.305036E-8
     3075.012   1.226657E-8
     3075.561   1.148298E-8
     3076.108   1.070238E-8
     3076.657   9.919896E-9
     3077.206   9.137962E-9
     3077.755   8.356234E-9
     3078.302   7.577145E-9
     3078.852   6.796176E-9
     3079.401   6.015762E-9
     3079.949   5.237982E-9
     3080.499   7.277185E-9
     3081.048   9.603328E-9
     3081.596   1.192161E-8
     3082.146   1.424544E-8
     3082.696   1.656862E-8
     3083.246   1.889013E-8
     3083.794   2.120275E-8
     3084.345   2.352194E-8
     3084.895   2.584047E-8
     3085.447   2.816348E-8
     3085.996   3.047145E-8
     3086.547   3.278596E-8
     3087.098   3.509878E-8
     3087.647   3.740274E-8
     3088.198   3.971323E-8
     3088.749   4.202200E-8
     3089.298   4.432195E-8
     3089.849   4.662838E-8
     3090.399   4.545987E-8
      3090.95   4.297507E-8
     3091.502   4.049205E-8
     3092.053   3.801084E-8
     3092.605   3.553033E-8
     3093.157   3.305052E-8
     3093.709   3.057360E-8
     3094.259   2.810503E-8
     3094.812   2.562952E-8
     3095.364   2.315581E-8
     3095.916   2.068389E-8
     3096.469   1.821269E-8
     3097.021   1.574330E-8
     3097.572   1.328334E-8
     3098.123   1.082409E-8
     3098.676   8.357923E-9
     3099.229   5.894659E-9
     3099.782   3.431032E-9
     3100.333   2.433456E-9
     3100.886   2.390068E-9
     3101.439   2.346653E-9
     3101.991   2.303327E-9
     3102.546   2.259706E-9
     3103.098   2.216309E-9
     3103.652   2.172750E-9
     3104.206   2.129166E-9
      3104.76   2.085535E-9
     3105.314   2.041878E-9
     3105.868   1.998176E-9
      3106.42   1.954581E-9
     3106.975   1.910826E-9
     3107.529   1.867025E-9
     3108.082   1.823333E-9
     3108.636   1.779459E-9
     3109.191   1.735559E-9
     3109.746   1.691633E-9
     3110.299   1.693414E-9
     3110.854   1.734099E-9
     3111.409   1.774827E-9
     3111.964   1.815578E-9
     3112.518   1.856228E-9
     3113.073   1.897045E-9
     3113.629   1.937887E-9
     3114.184   1.978770E-9
     3114.738   2.019552E-9
     3115.296   2.060611E-9
     3115.852   2.101585E-9
     3116.406   2.142458E-9
     3116.962   2.183498E-9
     3117.516   2.224437E-9
     3118.073   2.265545E-9
     3118.629   2.306676E-9
     3119.186   2.347832E-9
     3119.742   2.389031E-9
     3120.295   2.433393E-9
     3120.852   2.481034E-9
     3121.409   2.528724E-9
     3121.966   2.576444E-9
     3122.523   2.624211E-9
      3123.08   2.672008E-9
     3123.637   2.719853E-9
     3124.195   2.767727E-9
      3124.75   2.815482E-9
     3125.308   2.863433E-9
     3125.866   2.911413E-9
     3126.424   2.959442E-9
     3126.981   3.007500E-9
     3127.539   3.055586E-9
     3128.096   3.103573E-9
     3128.652   3.151589E-9
      3129.21   3.199803E-9
     3129.769   3.248043E-9
     3130.327   3.785493E-9
     3130.884   4.666759E-9
     3131.443   5.551254E-9
     3132.001   6.436664E-9
     3132.559   7.319890E-9
     3133.119   8.209065E-9
     3133.678   9.096444E-9
     3134.236   9.982024E-9
     3134.795   1.087046E-8
     3135.354   1.175981E-8
     3135.914   1.265007E-8
     3136.472   1.353815E-8
     3137.031   1.442947E-8
     3137.591   1.532172E-8
     3138.151   1.621449E-8
     3138.709   1.710546E-8
     3139.269   1.799968E-8
     3139.829   1.889443E-8
     3140.388   1.849335E-8
     3140.948   1.751963E-8
     3141.509   1.654533E-8
     3142.069   1.556959E-8
     3142.628   1.459667E-8
     3143.189   1.361975E-8
      3143.75   1.264225E-8
     3144.311   1.166374E-8
     3144.872   1.068463E-8
     3145.433   9.704935E-9
     3145.994   8.724224E-9
     3146.555   7.742924E-9
     3147.115   6.763593E-9
     3147.677   5.780685E-9
     3148.237   4.799753E-9
     3148.799   3.815237E-9
      3149.36   2.830127E-9
     3149.922   1.843999E-9
     3150.483   1.713093E-9
     3151.045   1.719345E-9
     3151.605   1.725583E-9
     3152.168   1.731847E-9
      3152.73   1.738111E-9
     3153.293   1.744385E-9
     3153.855   1.750659E-9
     3154.418   1.756940E-9
     3154.979   1.763207E-9
     3155.544   1.769516E-9
     3156.107   1.775810E-9
     3156.668   1.782091E-9
     3157.232   1.788395E-9
     3157.795   1.794702E-9
     3158.357   1.800996E-9
      3158.92   1.807313E-9
     3159.484   1.813636E-9
     3160.046   2.057592E-9
      3160.61   4.984913E-9
     3161.172   7.905106E-9
     3161.736   1.083592E-8
       3162.3   1.376976E-8
     3162.865   1.670535E-8
     3163.429   1.964396E-8
     3163.993   2.258433E-8
     3164.558   2.552645E-8
     3165.123   2.847160E-8
     3165.686   3.140960E-8
      3166.25   3.435953E-8
     3166.815   3.731123E-8
      3167.38   4.026468E-8
     3167.944   4.321224E-8
     3168.509   4.617176E-8
     3169.074   4.913178E-8
     3169.638   5.208589E-8
     3170.204   5.348686E-8
      3170.77   5.210999E-8
     3171.335   5.073229E-8
     3171.899   4.935733E-8
     3172.465   4.797738E-8
     3173.031   4.659602E-8
     3173.598   4.521382E-8
     3174.162   4.383497E-8
     3174.729   4.245053E-8
     3175.295   4.106465E-8
     3175.862   3.967854E-8
     3176.428   3.829101E-8
     3176.995   3.690205E-8
     3177.562   3.551225E-8
     3178.127   3.412581E-8
     3178.694   3.273376E-8
     3179.261   3.134087E-8
     3179.827   2.995075E-8
     3180.395   2.918769E-8
      3180.96   2.870263E-8
     3181.528   2.821561E-8
     3182.095   2.772829E-8
     3182.663   2.724047E-8
     3183.231   2.675234E-8
     3183.797   2.626540E-8
     3184.365   2.577648E-8
     3184.934   2.528726E-8
     3185.502   2.479753E-8
      3186.07   2.430751E-8
     3186.639   2.381698E-8
     3187.208   2.332615E-8
     3187.776   2.283503E-8
     3188.343   2.234487E-8
      3188.91   2.185442E-8
     3189.479   2.136198E-8
     3190.049   2.097475E-8
     3190.618   2.171799E-8
     3191.187   2.246200E-8
     3191.755   2.320420E-8
     3192.323   2.394717E-8
     3192.892   2.469281E-8
     3193.462   2.543922E-8
     3194.032   2.618606E-8
     3194.602   2.693334E-8
     3195.172   2.768140E-8
     3195.742   2.842989E-8
      3196.31   2.917689E-8
     3196.881   2.992659E-8
     3197.451   3.067672E-8
     3198.021   3.142762E-8
     3198.592   3.217897E-8
     3199.161   3.292883E-8
     3199.732   3.368138E-8
     3200.303   3.310572E-8
     3200.872   3.135878E-8
     3201.443   2.960555E-8
     3202.015   2.785052E-8
     3202.584   2.609969E-8
     3203.156   2.434255E-8
     3203.727   2.258287E-8
     3204.299   2.082288E-8
     3204.871   1.906107E-8
     3205.442   1.729823E-8
     3206.013   1.553884E-8
     3206.585   1.377314E-8
     3207.157   1.200562E-8
     3207.729   1.023705E-8
     3208.302   8.467417E-9
     3208.872   6.701265E-9
     3209.445   4.928767E-9
     3210.018   3.258624E-9
      3210.59   4.878480E-9
     3211.161   6.494471E-9
     3211.734   8.116961E-9
     3212.306   9.735582E-9
     3212.879   1.136071E-8
     3213.452   1.298682E-8
     3214.026   1.461459E-8
     3214.599   1.624334E-8
     3215.171   1.786820E-8
     3215.745   1.949960E-8
     3216.318   2.113197E-8
     3216.892   2.276602E-8
     3217.466   2.440104E-8
      3218.04   2.603704E-8
     3218.615   2.767472E-8
     3219.189   2.931408E-8
     3219.761   3.094884E-8
     3220.334   3.116370E-8
     3220.909   3.036114E-8
     3221.484   2.955810E-8
     3222.058   2.875457E-8
     3222.632   2.795261E-8
     3223.207   2.714777E-8
      3223.78   2.634450E-8
     3224.355   2.553835E-8
     3224.932   2.472898E-8
     3225.508   2.392151E-8
     3226.082   2.311596E-8
     3226.657   2.230719E-8
     3227.233   2.149792E-8
     3227.809   2.068782E-8
     3228.383   1.987999E-8
     3228.959   1.906858E-8
     3229.535   1.825667E-8
      3230.11   1.742887E-8
     3230.686   1.652185E-8
     3231.262   1.561429E-8
     3231.839   1.470580E-8
     3232.414   1.379984E-8
     3232.991   1.288987E-8
     3233.568   1.197936E-8
     3234.143   1.107100E-8
      3234.72   1.015900E-8
     3235.297   9.246464E-9
     3235.874   8.333376E-9
     3236.452   7.419354E-9
     3237.029   6.504396E-9
     3237.607   5.589277E-9
     3238.183   4.675934E-9
      3238.76   3.758943E-9
     3239.338   2.841404E-9
     3239.917   1.922927E-9
     3240.493   1.792921E-9
     3241.071   1.796084E-9
     3241.649   1.799248E-9
     3242.228   1.802413E-9
     3242.804   1.805570E-9
     3243.383   1.808740E-9
      3243.96   1.811903E-9
     3244.539   1.815077E-9
     3245.118   1.818255E-9
     3245.697   1.821433E-9
     3246.276   1.824614E-9
     3246.854   1.827788E-9
     3247.433   1.830974E-9
     3248.012   1.834161E-9
     3248.592   1.837351E-9
     3249.171   1.840543E-9
     3249.751   1.843738E-9
     3250.331   2.072652E-9
     3250.909   2.470199E-9
     3251.489   2.869328E-9
      3252.07   3.268863E-9
     3252.648   3.667293E-9
     3253.229   4.067475E-9
     3253.807   4.466549E-9
     3254.388   4.867211E-9
     3254.969   5.268280E-9
     3255.549   5.669590E-9
     3256.128   6.069958E-9
     3256.711   6.473098E-9
     3257.291   6.874114E-9
     3257.872   7.276553E-9
     3258.453   7.679402E-9
     3259.034   8.082661E-9
     3259.616   8.486160E-9
     3260.198   8.644619E-9
     3260.778   8.326915E-9
     3261.359   8.008080E-9
     3261.939   7.689992E-9
     3262.521   7.370639E-9
     3263.104   7.051093E-9
     3263.686   6.731221E-9
     3264.266   6.412094E-9
     3264.849   6.091702E-9
     3265.431   5.771115E-9
     3266.012   5.451142E-9
     3266.595   5.130032E-9
     3267.178   4.808733E-9
     3267.761   4.487102E-9
     3268.344   4.165277E-9
     3268.927   3.843124E-9
      3269.51   3.520777E-9
     3270.092   3.237069E-9
     3270.676   3.154473E-9
     3271.259   3.071792E-9
     3271.843   2.989061E-9
     3272.425   2.906556E-9
     3273.009   2.823689E-9
     3273.593   2.740771E-9
     3274.177   2.657768E-9
     3274.759   2.574992E-9
     3275.344   2.491853E-9
     3275.928   2.408663E-9
     3276.511   2.325667E-9
     3277.095   2.242375E-9
      3277.68   2.158999E-9
     3278.265   2.075536E-9
     3278.848   1.992268E-9
     3279.433   1.908703E-9
      3280.02   1.827859E-9
     3280.605   1.832268E-9
     3281.189   1.836668E-9
     3281.775   1.841083E-9
      3282.36   1.845500E-9
     3282.944   1.849909E-9
      3283.53   1.854333E-9
     3284.116   1.858762E-9
     3284.702   1.863192E-9
     3285.284   1.867599E-9
      3285.87   1.872037E-9
     3286.457   1.876479E-9
     3287.043   1.880923E-9
      3287.63   1.885370E-9
     3288.216   1.889820E-9
     3288.803   1.894273E-9
     3289.388   1.898718E-9
     3289.975   1.903178E-9
     3290.562   2.385824E-9
     3291.149   2.890167E-9
     3291.737   3.395026E-9
     3292.324   3.899982E-9
     3292.911   4.405663E-9
     3293.495   4.908497E-9
     3294.083   5.414791E-9
     3294.671   5.921392E-9
     3295.259   6.428508E-9
     3295.845   6.934458E-9
     3296.433   7.442398E-9
     3297.021   7.950650E-9
     3297.609   8.459418E-9
     3298.196   8.967016E-9
     3298.786   9.478089E-9
     3299.375   9.987995E-9
     3299.962   1.049652E-8
     3300.551   1.005457E-8
      3301.14   9.545798E-9
     3301.729   9.036926E-9
     3302.316   8.529009E-9
     3302.905   8.019092E-9
     3303.494   7.509074E-9
     3304.084   6.998325E-9
     3304.672   6.488956E-9
     3305.261   5.977371E-9
     3305.851   5.465684E-9
     3306.439   4.954959E-9
     3307.029   4.442226E-9
     3307.619   3.929179E-9
     3308.209   3.415820E-9
     3308.798   2.903637E-9
     3309.388   2.389227E-9
     3309.979   1.874717E-9
      3310.57   1.965545E-9
      3311.16   2.078989E-9
     3311.751   2.192548E-9
     3312.342   2.306224E-9
     3312.931   2.419593E-9
     3313.522   2.533407E-9
     3314.114   2.647336E-9
     3314.703   2.761005E-9
     3315.294   2.875073E-9
     3315.886   2.989256E-9
     3316.478   3.103557E-9
     3317.068   3.217548E-9
      3317.66   3.332034E-9
      3318.25   3.446212E-9
     3318.842   3.560835E-9
     3319.434   3.675576E-9
     3320.026   3.860248E-9
     3320.619   5.544918E-9
     3321.211   7.231314E-9
     3321.802   8.913871E-9
     3322.395   1.060301E-8
     3322.988   1.229319E-8
     3323.581   1.398509E-8
     3324.174   1.567802E-8
     3324.767   1.737199E-8
     3325.358   1.906280E-8
     3325.951   2.075952E-8
     3326.543   2.245309E-8
     3327.137   2.415257E-8
      3327.73   2.585379E-8
     3328.322   2.755046E-8
     3328.916   2.925444E-8
      3329.51   3.095947E-8
     3330.104   3.205525E-8
     3330.698   3.028306E-8
     3331.293   2.850976E-8
     3331.887   2.673464E-8
      3332.48   2.496354E-8
     3333.074   2.318624E-8
     3333.669   2.140710E-8
     3334.264   1.962613E-8
     3334.859   1.784407E-8
     3335.452   1.606603E-8
     3336.047   1.428177E-8
     3336.643   1.249494E-8
     3337.236   1.071288E-8
     3337.832   8.923853E-9
     3338.427   7.133724E-9
     3339.021   5.346899E-9
     3339.617   3.553830E-9
     3340.213   2.779846E-9
     3340.809   3.842913E-9
     3341.403   4.903582E-9
        3342.   5.968829E-9
     3342.596   7.034296E-9
     3343.192   8.100856E-9
     3343.789   9.168074E-9
     3344.385   1.023638E-8
     3344.982   1.130579E-8
     3345.577   1.237235E-8
     3346.174   1.344307E-8
     3346.771   1.451489E-8
     3347.368   1.558736E-8
     3347.964   1.665742E-8
     3348.561   1.773166E-8
     3349.159   1.880655E-8
     3349.754   1.987902E-8
     3350.352   2.013349E-8
      3350.95   1.981421E-8
     3351.546   1.949564E-8
     3352.144   1.917596E-8
     3352.742   1.885595E-8
      3353.34   1.853573E-8
     3353.939   1.821519E-8
     3354.535   1.789536E-8
     3355.136   1.757337E-8
     3355.734   1.725209E-8
     3356.332   1.693140E-8
      3356.93   1.660959E-8
     3357.527   1.628863E-8
     3358.126   1.596629E-8
     3358.726   1.564361E-8
     3359.325   1.532086E-8
     3359.923   1.499870E-8
     3360.522   1.447417E-8
      3361.12   1.392130E-8
      3361.72   1.336606E-8
      3362.32   1.281046E-8
     3362.919   1.225453E-8
      3363.52   1.169802E-8
      3364.12   1.114116E-8
      3364.72   1.058373E-8
     3365.319   1.002754E-8
     3365.919   9.469419E-9
      3366.52   8.910724E-9
      3367.12   8.351451E-9
     3367.721   7.791833E-9
      3368.32   7.233686E-9
     3368.921   6.673146E-9
     3369.521   6.113852E-9
     3370.122   5.620818E-9
     3370.723   5.396896E-9
     3371.324   5.172833E-9
     3371.924   4.949177E-9
     3372.526   4.724742E-9
     3373.128   4.500075E-9
     3373.729   4.275269E-9
     3374.332   4.050229E-9
     3374.932   3.825687E-9
     3375.534   3.600366E-9
     3376.136   3.374812E-9
     3376.739   3.149026E-9
     3377.341   2.923097E-9
     3377.944   2.697028E-9
     3378.545   2.471458E-9
     3379.148   2.244922E-9
      3379.75   2.018336E-9
     3380.354   1.929053E-9
     3380.955   1.936795E-9
     3381.558   1.944567E-9
      3382.16   1.952321E-9
     3382.763   1.960105E-9
     3383.367   1.967897E-9
      3383.97   1.975690E-9
     3384.574   1.983494E-9
     3385.177   1.991277E-9
     3385.781   1.999090E-9
     3386.385   2.006908E-9
     3386.989   2.014734E-9
     3387.593   2.022567E-9
     3388.198   2.030405E-9
     3388.802   2.038247E-9
     3389.405   2.046073E-9
      3390.01   2.054035E-9
     3390.613   2.068557E-9
     3391.218   2.083135E-9
     3391.823   2.097728E-9
     3392.428   2.112330E-9
     3393.032   2.126899E-9
     3393.637   2.141524E-9
     3394.241   2.156111E-9
     3394.846   2.170760E-9
     3395.452   2.185418E-9
     3396.058   2.200090E-9
     3396.664   2.214772E-9
      3397.27   2.229463E-9
     3397.876   2.244168E-9
     3398.483   2.258888E-9
     3399.087   2.273570E-9
     3399.694   2.288308E-9
       3400.3   3.150881E-9
     3400.907   4.879325E-9
     3401.512   6.603986E-9
     3402.119   8.335308E-9
     3402.724   1.006284E-8
     3403.331   1.179705E-8
     3403.938   1.353235E-8
     3404.546   1.526944E-8
     3405.152   1.700274E-8
     3405.759   1.874202E-8
     3406.367   2.048310E-8
     3406.975   2.222598E-8
     3407.583   2.396995E-8
     3408.191   2.571573E-8
     3408.797   2.745699E-8
     3409.405   2.920497E-8
     3410.013   3.088725E-8
     3410.622   2.957909E-8
      3411.23   2.826958E-8
     3411.837   2.696344E-8
     3412.446   2.565173E-8
     3413.055   2.433918E-8
     3413.662   2.302949E-8
     3414.271   2.171476E-8
      3414.88   2.039918E-8
     3415.488   1.908646E-8
     3416.097   1.776815E-8
     3416.707   1.644954E-8
     3417.317   1.512903E-8
     3417.926   1.380821E-8
     3418.534   1.249025E-8
     3419.144   1.116670E-8
     3419.754   9.842296E-9
     3420.365   9.868233E-9
     3420.975   1.080529E-8
     3421.585   1.174294E-8
     3422.196   1.268157E-8
     3422.805   1.361816E-8
     3423.415   1.455798E-8
     3424.024   1.549615E-8
     3424.635   1.643754E-8
     3425.246   1.737991E-8
     3425.856   1.832024E-8
     3426.467   1.926418E-8
     3427.078   2.020873E-8
      3427.69   2.115426E-8
       3428.3   2.209736E-8
     3428.913   2.304711E-8
     3429.523   2.399217E-8
     3430.135   2.450047E-8
     3430.747   2.345421E-8
     3431.359   2.240687E-8
     3431.972   2.135884E-8
     3432.584   2.031013E-8
     3433.195   1.926367E-8
     3433.807   1.821319E-8
     3434.418   1.716495E-8
     3435.031   1.611270E-8
     3435.644   1.505933E-8
     3436.257   1.400528E-8
     3436.868   1.295392E-8
     3437.481   1.189809E-8
     3438.095   1.084116E-8
     3438.706   9.786918E-9
      3439.32   8.728620E-9
     3439.934   7.669220E-9
     3440.547   7.988931E-9
     3441.161   8.476298E-9
     3441.775   8.964175E-9
     3442.389   9.452559E-9
     3443.002   9.939703E-9
     3443.616   1.042871E-8
      3444.23   1.091824E-8
     3444.845   1.140807E-8
     3445.458   1.189686E-8
     3446.073   1.238771E-8
     3446.687   1.287869E-8
     3447.301   1.336861E-8
     3447.916   1.386061E-8
     3448.531   1.435292E-8
     3449.146   1.484555E-8
      3449.76   1.533713E-8
     3450.375   1.505887E-8
     3450.991   1.428640E-8
     3451.607   1.351343E-8
     3452.221   1.274210E-8
     3452.837   1.196781E-8
     3453.453   1.119301E-8
     3454.069   1.041740E-8
     3454.686   9.640971E-9
     3455.302   8.864036E-9
     3455.918   8.086592E-9
     3456.533   7.310798E-9
      3457.15   6.532030E-9
     3457.767   5.752445E-9
     3458.382   4.974510E-9
     3458.999   4.193907E-9
     3459.614   3.414958E-9
     3460.232   3.225916E-9
     3460.849   4.024695E-9
