WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f435w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 5.368590E-19
PIVWV    r 4311.012
BANDW    r 309.5509
TPEAK    r 0.2260234
EQUVW    r 189.2471
RECTW    r 837.2897
EMFLX    r 5.543418E-16
        2500.   7.769279E-7
     2500.358   7.767801E-7
     2500.717   7.766314E-7
     2501.076   7.764833E-7
     2501.434   7.763352E-7
     2501.795   7.761856E-7
     2502.154   7.760374E-7
     2502.512   7.758892E-7
     2502.872   7.757404E-7
     2503.231   7.755916E-7
      2503.59   7.754425E-7
      2503.95   7.752927E-7
     2504.309   7.751441E-7
     2504.667   7.749958E-7
     2505.028   7.748469E-7
     2505.388   7.746977E-7
     2505.747   7.745495E-7
     2506.107   7.744002E-7
     2506.467   7.742507E-7
     2506.826   7.741015E-7
     2507.186   7.739524E-7
     2507.546   7.738046E-7
     2507.905   7.736568E-7
     2508.266   7.735068E-7
     2508.626   7.733556E-7
     2508.986   7.732054E-7
     2509.345   7.730575E-7
     2509.706   7.729092E-7
     2510.066   7.727656E-7
     2510.426   7.726425E-7
     2510.787   7.725191E-7
     2511.146   7.723955E-7
     2511.508   7.722711E-7
     2511.869   7.721465E-7
     2512.229   7.720228E-7
     2512.589   7.718997E-7
      2512.95   7.717760E-7
     2513.311   7.716519E-7
     2513.671   7.715277E-7
     2514.032   7.714032E-7
     2514.392   7.712805E-7
     2514.754   7.711575E-7
     2515.116   7.710339E-7
     2515.476   7.709097E-7
     2515.837   7.707852E-7
     2516.198   7.706613E-7
     2516.559   7.705385E-7
      2516.92   7.704157E-7
     2517.282   7.702905E-7
     2517.643   7.701652E-7
     2518.005   7.700391E-7
     2518.367   7.699159E-7
     2518.728   7.697929E-7
     2519.089   7.696699E-7
     2519.451   7.695457E-7
     2519.812   7.694217E-7
     2520.173   7.692905E-7
     2520.536   7.691507E-7
     2520.897   7.690114E-7
     2521.259   7.688731E-7
     2521.621   7.687356E-7
     2521.983   7.685974E-7
     2522.345   7.684590E-7
     2522.706   7.683204E-7
     2523.069   7.681815E-7
     2523.431   7.680428E-7
     2523.794   7.679037E-7
     2524.155   7.677643E-7
     2524.518   7.676235E-7
      2524.88   7.674830E-7
     2525.243   7.673441E-7
     2525.605   7.672062E-7
     2525.967   7.670681E-7
      2526.33   7.669290E-7
     2526.692   7.667903E-7
     2527.054   7.666512E-7
     2527.418   7.665109E-7
     2527.781   7.663708E-7
     2528.144   7.662317E-7
     2528.507   7.660933E-7
      2528.87   7.659550E-7
     2529.232   7.658164E-7
     2529.596   7.656769E-7
     2529.958   7.655378E-7
     2530.321   7.654108E-7
     2530.685   7.652847E-7
     2531.049   7.651586E-7
     2531.412   7.650338E-7
     2531.776   7.649086E-7
     2532.138   7.647828E-7
     2532.501   7.646564E-7
     2532.865   7.645293E-7
     2533.229   7.644026E-7
     2533.592   7.642759E-7
     2533.956   7.641486E-7
      2534.32   7.640228E-7
     2534.684   7.638977E-7
     2535.047   7.637725E-7
     2535.411   7.636452E-7
     2535.775   7.635182E-7
     2536.139   7.633915E-7
     2536.503   7.632665E-7
     2536.866   7.631410E-7
     2537.231   7.630148E-7
     2537.596   7.628880E-7
      2537.96   7.627618E-7
     2538.323   7.626363E-7
     2538.689   7.625105E-7
     2539.052   7.623848E-7
     2539.416   7.622577E-7
     2539.781   7.621300E-7
     2540.146   7.620010E-7
      2540.51   7.618690E-7
     2540.875   7.617365E-7
      2541.24   7.616029E-7
     2541.604   7.614691E-7
      2541.97   7.613348E-7
     2542.334   7.612010E-7
     2542.699   7.610673E-7
     2543.064   7.609334E-7
     2543.429   7.608021E-7
     2543.793   7.606708E-7
     2544.161   7.605374E-7
     2544.525   7.604034E-7
      2544.89   7.602694E-7
     2545.256   7.601359E-7
     2545.621   7.600037E-7
     2545.985   7.598713E-7
     2546.352   7.597378E-7
     2546.716   7.596046E-7
     2547.081   7.594712E-7
     2547.448   7.593375E-7
     2547.814   7.592034E-7
     2548.179   7.590705E-7
     2548.546   7.589375E-7
     2548.911   7.588050E-7
     2549.276   7.586711E-7
     2549.643   7.585361E-7
     2550.008   7.584018E-7
     2550.374   7.582727E-7
      2550.74   7.581431E-7
     2551.107   7.580127E-7
     2551.473   7.578818E-7
     2551.839   7.577507E-7
     2552.206   7.576198E-7
     2552.571   7.574895E-7
     2552.937   7.573593E-7
     2553.304   7.572290E-7
      2553.67   7.570998E-7
     2554.038   7.569697E-7
     2554.405   7.568389E-7
     2554.771   7.567085E-7
     2555.137   7.565780E-7
     2555.505   7.564470E-7
     2555.871   7.563165E-7
     2556.237   7.561866E-7
     2556.605   7.560564E-7
     2556.971   7.559267E-7
     2557.337   7.557962E-7
     2557.707   7.556645E-7
     2558.073   7.555340E-7
      2558.44   7.554031E-7
     2558.808   7.552720E-7
     2559.175   7.551416E-7
     2559.541   7.550118E-7
     2559.909   7.548812E-7
     2560.276   7.547455E-7
     2560.643   7.546078E-7
     2561.013   7.544689E-7
      2561.38   7.543302E-7
     2561.747   7.541916E-7
     2562.115   7.540528E-7
     2562.482   7.539160E-7
      2562.85   7.537789E-7
     2563.218   7.536413E-7
     2563.585   7.535042E-7
     2563.953   7.533670E-7
     2564.322   7.532279E-7
      2564.69   7.530884E-7
     2565.058   7.529499E-7
     2565.427   7.528132E-7
     2565.795   7.526767E-7
     2566.162   7.525396E-7
     2566.531   7.524009E-7
     2566.899   7.522625E-7
     2567.267   7.521238E-7
     2567.636   7.519841E-7
     2568.006   7.518445E-7
     2568.374   7.517081E-7
     2568.742   7.515715E-7
     2569.111   7.514337E-7
     2569.479   7.512952E-7
     2569.847   7.511568E-7
     2570.217   7.510216E-7
     2570.585   7.508896E-7
     2570.955   7.507568E-7
     2571.325   7.506227E-7
     2571.693   7.504887E-7
     2572.062   7.503550E-7
     2572.432   7.502222E-7
     2572.801   7.500901E-7
     2573.169   7.499568E-7
     2573.539   7.498222E-7
     2573.908   7.496880E-7
     2574.278   7.495547E-7
     2574.649   7.494218E-7
     2575.018   7.492894E-7
     2575.386   7.491578E-7
     2575.757   7.490256E-7
     2576.126   7.488933E-7
     2576.495   7.487588E-7
     2576.866   7.486240E-7
     2577.235   7.484900E-7
     2577.606   7.483559E-7
     2577.977   7.482217E-7
     2578.346   7.480899E-7
     2578.715   7.479582E-7
     2579.086   7.478251E-7
     2579.456   7.476916E-7
     2579.825   7.475578E-7
     2580.197   7.474228E-7
     2580.566   7.472871E-7
     2580.937   7.471511E-7
     2581.307   7.470163E-7
     2581.679   7.468811E-7
     2582.049   7.467462E-7
     2582.419   7.466106E-7
      2582.79   7.464744E-7
      2583.16   7.463390E-7
     2583.532   7.462037E-7
     2583.902   7.460690E-7
     2584.274   7.459334E-7
     2584.644   7.457984E-7
