WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f606w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.899712E-18
PIVWV    r 6001.28
BANDW    r 637.8022
TPEAK    r 0.02030833
EQUVW    r 38.29924
RECTW    r 1885.888
EMFLX    r 3.770696E-15
        1850.   1.056170E-7
      1850.33   1.068037E-7
     1850.659   1.079911E-7
     1850.989   1.091839E-7
     1851.319   1.103793E-7
      1851.65   1.115766E-7
      1851.98   1.127759E-7
      1852.31   1.139776E-7
      1852.64   1.151782E-7
     1852.971   1.163843E-7
     1853.301   1.175925E-7
     1853.631   1.187995E-7
     1853.962   1.200125E-7
     1854.292   1.212276E-7
     1854.623   1.224446E-7
     1854.954   1.236641E-7
     1855.284   1.248820E-7
     1855.615   1.261060E-7
     1855.946   1.273320E-7
     1856.276   1.285568E-7
     1856.608   1.297873E-7
     1856.939   1.310202E-7
     1857.269   1.322515E-7
     1857.602   1.334925E-7
     1857.933   1.347324E-7
     1858.264   1.359703E-7
     1858.595   1.372142E-7
     1858.927   1.384607E-7
     1859.258   1.397054E-7
     1859.589   1.409564E-7
     1859.921   1.422094E-7
     1860.252   1.401012E-7
     1860.585   1.369156E-7
     1860.917   1.337335E-7
     1861.248   1.305560E-7
      1861.58   1.273610E-7
     1861.912   1.241601E-7
     1862.243   1.209627E-7
     1862.576   1.177477E-7
     1862.908   1.145280E-7
      1863.24   1.113107E-7
     1863.573   1.080672E-7
     1863.904   1.048381E-7
     1864.237   1.015912E-7
      1864.57   9.833831E-8
     1864.901   9.508911E-8
     1865.234   9.182320E-8
     1865.567   8.855018E-8
     1865.899   8.528200E-8
     1866.232   8.199588E-8
     1866.566   7.869414E-8
     1866.898   7.540576E-8
     1867.231   7.210050E-8
     1867.564   6.878930E-8
     1867.896   6.548063E-8
      1868.23   6.215625E-8
     1868.563   5.882466E-8
     1868.895   5.549687E-8
     1869.229   5.215207E-8
     1869.562   4.880127E-8
     1869.896   4.544322E-8
      1870.23   4.349313E-8
     1870.563   4.218003E-8
     1870.896   4.086835E-8
      1871.23   3.955041E-8
     1871.564   3.822907E-8
     1871.897   3.690967E-8
     1872.231   3.558347E-8
     1872.565   3.425437E-8
     1872.899   3.292282E-8
     1873.233   3.158835E-8
     1873.566   3.025535E-8
     1873.901   2.891599E-8
     1874.235   2.757371E-8
     1874.568   2.623242E-8
     1874.903   2.488475E-8
     1875.237   2.353463E-8
     1875.572   2.218156E-8
     1875.907   2.082554E-8
     1876.241   1.946706E-8
     1876.575   1.811009E-8
      1876.91   1.674620E-8
     1877.245   1.537933E-8
     1877.579   1.401449E-8
     1877.914   1.264220E-8
     1878.249   1.126743E-8
     1878.584   9.890180E-9
     1878.919   8.509954E-9
     1879.254   7.130531E-9
     1879.589   5.744195E-9
     1879.924   4.355250E-9
      1880.26   4.043202E-9
     1880.594   4.045281E-9
      1880.93   4.047366E-9
     1881.265   4.049451E-9
     1881.601   4.051536E-9
     1881.937   4.053618E-9
     1882.272   4.055694E-9
     1882.607   4.057775E-9
     1882.943   4.059856E-9
     1883.278   4.061929E-9
     1883.614   4.064008E-9
      1883.95   4.066087E-9
     1884.286   4.068157E-9
     1884.623   4.070241E-9
     1884.959   4.072317E-9
     1885.294   4.074386E-9
     1885.631   4.076460E-9
     1885.967   4.078534E-9
     1886.303   4.080599E-9
     1886.639   4.082672E-9
     1886.976   4.084743E-9
     1887.312   4.086808E-9
     1887.648   4.088877E-9
     1887.985   4.090946E-9
     1888.322   4.093014E-9
     1888.659   4.095081E-9
     1888.995   4.097141E-9
     1889.332   4.099206E-9
     1889.669   4.101271E-9
     1890.006   4.126608E-9
     1890.343   5.362127E-9
     1890.681   6.607637E-9
     1891.017   7.847416E-9
     1891.355   9.093156E-9
     1891.692   1.034126E-8
     1892.029   1.158766E-8
     1892.366   1.283959E-8
     1892.704   1.409435E-8
     1893.041   1.534693E-8
     1893.378   1.660551E-8
     1893.716   1.786602E-8
     1894.054   1.912890E-8
     1894.392   2.039417E-8
      1894.73   2.166135E-8
     1895.067   2.292679E-8
     1895.405   2.419828E-8
     1895.744   2.547216E-8
     1896.081   2.674381E-8
     1896.419   2.802200E-8
     1896.757   2.930213E-8
     1897.096   3.058464E-8
     1897.434   3.186907E-8
     1897.772   3.315174E-8
     1898.111   3.444052E-8
     1898.449   3.573122E-8
     1898.787   3.702059E-8
     1899.126   3.831563E-8
     1899.465   3.961307E-8
     1899.802   4.090872E-8
     1900.143   4.270591E-8
     1900.482   4.517880E-8
      1900.82   4.764923E-8
     1901.159   5.013059E-8
     1901.498   5.261664E-8
     1901.836   5.509932E-8
     1902.176   5.759387E-8
     1902.515   6.009312E-8
     1902.854   6.258809E-8
     1903.194   6.510307E-8
     1903.534   6.761466E-8
     1903.872   7.012282E-8
     1904.212   7.264293E-8
     1904.552   7.516687E-8
     1904.891   7.768827E-8
      1905.23   8.022074E-8
      1905.57   8.275796E-8
     1905.909   8.529170E-8
      1906.25   8.784480E-8
      1906.59   9.038710E-8
      1906.93   9.294146E-8
      1907.27   9.550058E-8
     1907.609   9.805525E-8
      1907.95   1.006220E-7
      1908.29   1.031936E-7
     1908.631   1.057699E-7
      1908.97   1.083417E-7
     1909.312   1.109341E-7
     1909.651   1.135145E-7
     1909.992   1.161081E-7
     1910.333   1.141014E-7
     1910.673   1.119919E-7
     1911.014   1.098713E-7
     1911.355   1.077466E-7
     1911.695   1.056253E-7
     1912.036   1.034938E-7
     1912.378   1.013511E-7
     1912.718   9.921803E-8
      1913.06   9.707538E-8
     1913.401   9.492777E-8
     1913.741   9.278362E-8
     1914.083   9.062913E-8
     1914.424   8.847041E-8
     1914.765   8.631444E-8
     1915.107   8.414807E-8
     1915.448   8.197826E-8
      1915.79   7.980420E-8
     1916.132   7.762589E-8
     1916.473   7.545118E-8
     1916.815   7.326597E-8
     1917.157   7.107653E-8
     1917.498   6.888990E-8
      1917.84   6.669275E-8
     1918.182   6.449213E-8
     1918.524   6.228728E-8
     1918.867   6.007894E-8
     1919.209   5.786633E-8
     1919.551   5.565659E-8
     1919.893   5.343626E-8
     1920.236   5.233437E-8
     1920.577   5.174204E-8
      1920.92   5.114661E-8
     1921.263   5.055018E-8
     1921.605   4.995277E-8
     1921.948   4.935417E-8
     1922.291   4.875457E-8
     1922.633   4.815570E-8
     1922.976   4.755369E-8
     1923.319   4.695071E-8
     1923.661   4.634867E-8
     1924.005   4.574349E-8
     1924.348   4.513710E-8
     1924.692   4.452972E-8
     1925.035   4.392134E-8
     1925.377   4.331371E-8
     1925.721   4.270292E-8
     1926.064   4.209135E-8
     1926.407   4.148032E-8
     1926.751   4.086633E-8
     1927.095   4.025112E-8
     1927.438   3.963690E-8
     1927.782   3.901773E-8
