WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,nuvmama,f25cn182
     1262.499   1.376178E-4
     1262.779   1.379847E-4
     1263.059   1.383528E-4
     1263.338   1.387207E-4
     1263.618   1.390891E-4
     1263.898   1.394591E-4
     1264.177   1.398285E-4
     1264.458   1.401996E-4
     1264.738   1.405711E-4
     1265.018   1.409424E-4
     1265.298   1.413139E-4
     1265.579   1.416869E-4
     1265.859   1.420595E-4
     1266.139   1.424326E-4
      1266.42   1.428072E-4
       1266.7   1.431813E-4
     1266.981   1.435570E-4
     1267.262   1.439333E-4
     1267.542   1.443092E-4
     1267.823   1.446857E-4
     1268.104   1.450636E-4
     1268.385   1.454410E-4
     1268.665   1.458188E-4
     1268.947   1.461982E-4
     1269.228   1.465772E-4
     1269.509   1.469576E-4
     1269.791   1.473386E-4
     1270.072   1.477152E-4
     1270.353   1.480830E-4
     1270.634   1.484519E-4
     1270.916   1.488203E-4
     1271.197   1.491889E-4
     1271.479   1.495591E-4
      1271.76   1.499290E-4
     1272.042   1.503001E-4
     1272.324   1.506717E-4
     1272.606   1.510432E-4
     1272.887   1.514148E-4
      1273.17   1.517881E-4
     1273.451   1.521612E-4
     1273.733   1.525346E-4
     1274.016   1.529096E-4
     1274.298   1.532838E-4
      1274.58   1.536595E-4
     1274.863   1.540358E-4
     1275.145   1.544117E-4
     1275.427   1.547882E-4
      1275.71   1.551659E-4
     1275.992   1.555432E-4
     1276.275   1.559213E-4
     1276.558   1.563008E-4
      1276.84   1.566799E-4
     1277.123   1.570603E-4
     1277.407   1.574412E-4
     1277.689   1.578216E-4
     1277.972   1.582026E-4
     1278.256   1.585852E-4
     1278.538   1.589670E-4
     1278.821   1.593496E-4
     1279.105   1.597337E-4
     1279.388   1.601173E-4
     1279.672   1.605025E-4
     1279.955   1.608870E-4
     1280.239   1.612635E-4
     1280.522   1.616377E-4
     1280.806   1.620133E-4
     1281.089   1.623883E-4
     1281.373   1.627639E-4
     1281.657   1.631410E-4
     1281.941   1.635176E-4
     1282.225   1.638957E-4
     1282.509   1.642734E-4
     1282.793   1.646526E-4
     1283.077   1.650313E-4
     1283.361   1.654104E-4
     1283.646   1.657909E-4
      1283.93   1.661709E-4
     1284.214   1.665523E-4
     1284.499   1.669334E-4
     1284.783   1.673149E-4
     1285.068   1.676980E-4
     1285.353   1.680816E-4
     1285.637   1.684649E-4
     1285.922   1.688485E-4
     1286.207   1.692336E-4
     1286.492   1.696181E-4
     1286.777   1.700041E-4
     1287.062   1.703896E-4
     1287.347   1.707766E-4
     1287.632   1.711630E-4
     1287.918   1.715511E-4
     1288.203   1.719386E-4
     1288.488   1.723268E-4
     1288.773   1.727166E-4
     1289.059   1.731058E-4
     1289.344   1.734962E-4
      1289.63   1.738862E-4
     1289.915   1.742762E-4
     1290.201   1.746626E-4
     1290.487   1.750461E-4
     1290.773   1.754291E-4
     1291.059   1.758128E-4
     1291.345   1.761980E-4
     1291.631   1.765826E-4
     1291.917   1.769689E-4
     1292.203   1.773545E-4
      1292.49   1.777414E-4
     1292.776   1.781280E-4
     1293.062   1.785160E-4
     1293.349   1.789035E-4
     1293.635   1.792914E-4
     1293.922   1.796809E-4
     1294.208   1.800699E-4
     1294.494   1.804595E-4
     1294.781   1.808506E-4
     1295.068   1.812411E-4
     1295.355   1.816330E-4
     1295.642   1.820254E-4
     1295.929   1.824172E-4
     1296.216   1.828096E-4
     1296.503   1.832035E-4
      1296.79   1.835969E-4
     1297.077   1.839907E-4
     1297.365   1.843862E-4
     1297.653   1.847823E-4
      1297.94   1.851778E-4
     1298.228   1.855746E-4
     1298.515   1.859708E-4
     1298.802   1.863677E-4
      1299.09   1.867660E-4
     1299.378   1.871639E-4
     1299.665   1.875621E-4
     1299.954   1.879615E-4
     1300.241   1.883559E-4
      1300.53   1.887504E-4
     1300.818   1.891453E-4
     1301.106   1.895397E-4
     1301.394   1.899344E-4
     1301.682   1.903306E-4
      1301.97   1.907262E-4
     1302.259   1.911224E-4
     1302.547   1.915200E-4
     1302.836   1.919182E-4
     1303.125   1.923160E-4
     1303.414   1.927153E-4
     1303.702   1.931140E-4
      1303.99   1.935133E-4
      1304.28   1.939140E-4
     1304.568   1.943140E-4
     1304.857   1.947144E-4
     1305.146   1.951165E-4
     1305.435   1.955181E-4
     1305.725   1.959211E-4
     1306.014   1.963246E-4
     1306.303   1.967278E-4
     1306.592   1.971315E-4
     1306.882   1.975366E-4
     1307.171   1.979412E-4
     1307.461   1.983461E-4
     1307.751   1.987526E-4
     1308.041   1.991595E-4
      1308.33   1.995659E-4
      1308.62   1.999739E-4
      1308.91   2.003814E-4
     1309.199   2.007893E-4
      1309.49   2.011989E-4
      1309.78   2.016080E-4
     1310.069   2.020167E-4
      1310.36   2.024237E-4
      1310.65   2.028302E-4
     1310.941   2.032384E-4
     1311.231   2.036470E-4
     1311.522   2.040551E-4
     1311.812   2.044636E-4
     1312.103   2.048737E-4
     1312.393   2.052834E-4
     1312.683   2.056936E-4
     1312.975   2.061053E-4
     1313.265   2.065163E-4
     1313.556   2.069287E-4
     1313.848   2.073417E-4
     1314.139   2.077542E-4
     1314.429   2.081672E-4
     1314.721   2.085815E-4
     1315.012   2.089954E-4
     1315.303   2.094101E-4
     1315.594   2.098263E-4
     1315.885   2.102417E-4
     1316.177   2.106587E-4
     1316.469   2.110762E-4
     1316.761   2.114930E-4
     1317.052   2.119104E-4
     1317.344   2.123292E-4
     1317.636   2.127476E-4
     1317.927   2.131663E-4
     1318.219   2.135869E-4
     1318.511   2.140068E-4
     1318.804   2.144284E-4
     1319.095   2.148495E-4
     1319.388   2.152718E-4
      1319.68   2.156935E-4
     1319.973   2.161158E-4
     1320.265   2.166959E-4
     1320.557   2.172917E-4
      1320.85   2.178899E-4
     1321.142   2.184876E-4
     1321.435   2.190876E-4
     1321.727   2.196870E-4
     1322.021   2.202889E-4
     1322.313   2.208903E-4
     1322.606   2.214928E-4
     1322.899   2.220975E-4
     1323.192   2.227018E-4
     1323.485   2.233087E-4
     1323.778   2.239148E-4
     1324.072   2.245232E-4
     1324.365   2.251310E-4
     1324.658   2.257411E-4
     1324.952   2.263507E-4
     1325.245   2.269616E-4
     1325.539   2.275747E-4
     1325.832   2.281875E-4
     1326.126   2.288026E-4
      1326.42   2.294172E-4
     1326.714   2.300341E-4
     1327.007   2.306505E-4
     1327.302   2.312691E-4
     1327.595   2.318872E-4
     1327.889   2.325061E-4
     1328.184   2.331278E-4
     1328.478   2.337489E-4
     1328.772   2.343723E-4
     1329.066   2.349954E-4
     1329.361   2.356208E-4
     1329.655   2.362458E-4
      1329.95   2.368731E-4
     1330.244   2.374957E-4
     1330.539   2.381189E-4
     1330.834   2.387441E-4
     1331.128   2.393690E-4
     1331.423   2.399949E-4
     1331.718   2.406236E-4
     1332.013   2.412528E-4
     1332.308   2.418816E-4
     1332.604   2.425129E-4
     1332.899   2.431434E-4
     1333.193   2.437748E-4
     1333.489   2.444087E-4
     1333.784   2.450419E-4
     1334.079   2.456759E-4
     1334.375   2.463130E-4
     1334.671   2.469506E-4
     1334.967   2.475877E-4
     1335.263   2.482274E-4
     1335.558   2.488664E-4
     1335.854   2.495064E-4
      1336.15   2.501489E-4
     1336.446   2.507903E-4
     1336.741   2.514331E-4
     1337.038   2.520782E-4
     1337.334   2.527243E-4
      1337.63   2.533699E-4
     1337.927   2.540182E-4
     1338.223   2.546656E-4
     1338.519   2.553142E-4
     1338.816   2.559651E-4
     1339.112   2.566154E-4
     1339.409   2.572664E-4
     1339.706   2.579201E-4
     1340.003   2.585732E-4
     1340.299   2.592232E-4
     1340.597   2.598743E-4
     1340.893   2.605248E-4
      1341.19   2.611764E-4
     1341.487   2.618303E-4
     1341.784   2.624835E-4
     1342.081   2.631379E-4
     1342.379   2.637943E-4
     1342.676   2.644502E-4
     1342.974   2.651087E-4
     1343.271   2.657682E-4
     1343.569   2.664272E-4
     1343.866   2.670872E-4
     1344.164   2.677496E-4
     1344.462   2.684113E-4
     1344.759   2.690740E-4
     1345.057   2.697390E-4
     1345.356   2.704052E-4
     1345.653   2.710703E-4
     1345.952   2.717381E-4
      1346.25   2.724055E-4
     1346.547   2.730738E-4
     1346.846   2.737447E-4
     1347.144   2.744148E-4
     1347.442   2.750860E-4
     1347.741   2.757596E-4
     1348.039   2.764327E-4
     1348.338   2.771082E-4
     1348.637   2.777845E-4
     1348.936   2.784600E-4
     1349.234   2.791368E-4
     1349.534   2.798163E-4
     1349.832   2.804949E-4
     1350.131   2.811716E-4
      1350.43   2.818484E-4
      1350.73   2.825258E-4
     1351.029   2.832023E-4
     1351.328   2.838812E-4
     1351.627   2.845596E-4
     1351.927   2.852388E-4
     1352.226   2.859205E-4
     1352.526   2.866018E-4
     1352.825   2.872841E-4
     1353.125   2.879689E-4
     1353.424   2.886530E-4
     1353.724   2.893396E-4
     1354.025   2.900273E-4
     1354.324   2.907138E-4
     1354.624   2.914014E-4
     1354.924   2.920915E-4
     1355.224   2.927811E-4
     1355.524   2.934719E-4
     1355.825   2.941652E-4
     1356.126   2.948595E-4
     1356.426   2.955529E-4
     1356.726   2.962472E-4
     1357.027   2.969444E-4
     1357.327   2.976402E-4
     1357.628   2.983391E-4
     1357.928   2.990368E-4
     1358.229   2.997360E-4
      1358.53   3.004378E-4
     1358.831   3.011386E-4
     1359.132   3.018423E-4
     1359.434   3.025470E-4
     1359.734   3.032509E-4
     1360.035   3.039543E-4
     1360.336   3.046543E-4
     1360.638   3.053563E-4
     1360.939   3.060574E-4
     1361.241   3.067614E-4
     1361.543   3.074665E-4
     1361.844   3.081705E-4
     1362.145   3.088759E-4
     1362.448   3.095837E-4
     1362.749   3.102908E-4
     1363.051   3.109987E-4
     1363.353   3.117092E-4
     1363.655   3.124186E-4
     1363.957   3.131310E-4
     1364.259   3.138425E-4
     1364.561   3.145570E-4
     1364.863   3.152704E-4
     1365.166   3.159867E-4
     1365.468   3.167024E-4
      1365.77   3.174187E-4
     1366.073   3.181379E-4
     1366.375   3.188559E-4
     1366.678   3.195764E-4
     1366.982   3.202982E-4
     1367.284   3.210194E-4
     1367.587   3.217414E-4
      1367.89   3.224661E-4
     1368.193   3.231900E-4
     1368.495   3.239149E-4
     1368.799   3.246426E-4
     1369.102   3.253693E-4
     1369.405   3.260969E-4
     1369.708   3.268271E-4
     1370.012   3.275568E-4
     1370.315   3.282818E-4
     1370.619   3.290084E-4
     1370.923   3.297344E-4
     1371.226   3.304608E-4
      1371.53   3.311903E-4
     1371.834   3.319189E-4
     1372.137   3.326484E-4
     1372.442   3.333820E-4
     1372.746   3.341131E-4
      1373.05   3.348452E-4
     1373.354   3.355803E-4
     1373.658   3.363143E-4
     1373.962   3.370494E-4
     1374.267   3.377874E-4
     1374.571   3.385244E-4
     1374.875   3.392621E-4
      1375.18   3.400029E-4
     1375.485   3.407440E-4
     1375.789   3.414847E-4
     1376.094   3.422278E-4
     1376.399   3.429706E-4
     1376.704   3.437142E-4
     1377.009   3.444603E-4
     1377.314   3.452058E-4
     1377.618   3.459523E-4
     1377.925   3.467032E-4
      1378.23   3.474514E-4
     1378.535   3.482003E-4
      1378.84   3.489521E-4
     1379.145   3.497030E-4
     1379.451   3.504550E-4
     1379.756   3.512097E-4
     1380.062   3.519618E-4
     1380.367   3.527097E-4
     1380.673   3.534599E-4
      1380.98   3.542112E-4
     1381.285   3.549610E-4
     1381.592   3.557139E-4
     1381.897   3.564657E-4
     1382.203   3.572187E-4
      1382.51   3.579746E-4
     1382.816   3.587295E-4
     1383.121   3.594852E-4
     1383.429   3.602456E-4
     1383.735   3.610034E-4
     1384.041   3.617620E-4
     1384.348   3.625232E-4
     1384.655   3.632834E-4
     1384.961   3.640445E-4
     1385.268   3.648089E-4
     1385.575   3.655723E-4
     1385.881   3.663363E-4
     1386.189   3.671033E-4
     1386.495   3.678695E-4
     1386.803   3.686384E-4
      1387.11   3.694083E-4
     1387.417   3.701772E-4
     1387.724   3.709465E-4
     1388.032   3.717191E-4
     1388.339   3.724908E-4
     1388.646   3.732634E-4
     1388.955   3.740392E-4
     1389.263   3.748158E-4
      1389.57   3.755912E-4
     1389.878   3.763697E-4
     1390.186   3.771415E-4
     1390.493   3.779117E-4
     1390.802   3.786841E-4
     1391.109   3.794558E-4
     1391.417   3.802288E-4
     1391.726   3.810043E-4
     1392.034   3.817791E-4
     1392.343   3.825565E-4
     1392.651   3.833350E-4
      1392.96   3.841126E-4
     1393.268   3.848905E-4
     1393.577   3.856716E-4
     1393.885   3.864515E-4
     1394.194   3.872328E-4
     1394.503   3.880167E-4
     1394.812   3.888017E-4
     1395.121   3.895856E-4
      1395.43   3.903724E-4
     1395.739   3.911584E-4
     1396.048   3.919449E-4
     1396.357   3.927324E-4
     1396.667   3.935227E-4
     1396.976   3.943121E-4
     1397.285   3.951043E-4
     1397.595   3.958959E-4
     1397.905   3.966900E-4
     1398.215   3.974856E-4
     1398.524   3.982797E-4
     1398.833   3.990749E-4
     1399.144   3.998730E-4
     1399.453   4.006697E-4
     1399.763   4.014672E-4
     1400.073   4.022652E-4
     1400.384   4.030584E-4
     1400.694   4.038497E-4
     1401.004   4.046421E-4
     1401.315   4.054375E-4
     1401.625   4.062317E-4
     1401.935   4.070266E-4
     1402.246   4.078246E-4
     1402.556   4.086214E-4
     1402.867   4.094209E-4
     1403.177   4.102196E-4
     1403.489   4.110214E-4
     1403.799   4.118221E-4
     1404.111   4.126253E-4
     1404.421   4.134282E-4
     1404.732   4.142314E-4
     1405.044   4.150379E-4
     1405.354   4.158426E-4
     1405.666   4.166506E-4
     1405.978   4.174595E-4
     1406.289   4.182676E-4
       1406.6   4.190766E-4
     1406.912   4.198886E-4
     1407.224   4.206994E-4
     1407.535   4.215112E-4
     1407.847   4.223258E-4
     1408.159   4.231393E-4
     1408.471   4.239556E-4
     1408.783   4.247708E-4
     1409.095   4.255891E-4
     1409.407   4.264064E-4
      1409.72   4.272268E-4
     1410.031   4.280443E-4
     1410.344   4.288545E-4
     1410.656   4.296669E-4
     1410.968   4.304782E-4
     1411.281   4.312905E-4
     1411.594   4.321077E-4
     1411.907   4.329213E-4
     1412.219   4.337365E-4
     1412.532   4.345545E-4
     1412.845   4.353713E-4
     1413.158   4.361891E-4
     1413.471   4.370100E-4
     1413.784   4.378296E-4
     1414.097   4.386521E-4
      1414.41   4.394733E-4
     1414.724   4.402973E-4
     1415.037   4.411202E-4
     1415.351   4.419468E-4
     1415.664   4.427718E-4
     1415.977   4.435977E-4
     1416.291   4.444268E-4
     1416.605   4.452546E-4
     1416.918   4.460834E-4
     1417.233   4.469171E-4
     1417.547   4.477474E-4
      1417.86   4.485785E-4
     1418.175   4.494132E-4
     1418.489   4.502464E-4
     1418.803   4.510807E-4
     1419.117   4.519179E-4
     1419.431   4.527543E-4
     1419.745   4.535911E-4
      1420.06   4.544275E-4
     1420.375   4.552579E-4
      1420.69   4.560854E-4
     1421.005   4.569161E-4
     1421.319   4.577456E-4
     1421.634   4.585764E-4
     1421.949   4.594100E-4
     1422.264   4.602423E-4
     1422.578   4.610755E-4
     1422.895   4.619141E-4
     1423.209   4.627490E-4
     1423.524   4.635845E-4
      1423.84   4.644232E-4
     1424.155   4.652610E-4
      1424.47   4.660996E-4
     1424.786   4.669414E-4
     1425.101   4.677817E-4
     1425.417   4.686232E-4
     1425.733   4.694675E-4
     1426.049   4.703128E-4
     1426.365   4.711567E-4
     1426.681   4.720037E-4
     1426.997   4.728493E-4
     1427.312   4.736959E-4
     1427.629   4.745459E-4
     1427.945   4.753947E-4
     1428.261   4.762441E-4
     1428.578   4.770966E-4
     1428.895   4.779501E-4
     1429.211   4.788023E-4
     1429.527   4.796553E-4
     1429.844   4.805104E-4
     1430.161   4.813591E-4
     1430.478   4.822037E-4
     1430.794   4.830468E-4
     1431.111   4.838910E-4
     1431.428   4.847381E-4
     1431.746   4.855861E-4
     1432.063   4.864328E-4
     1432.379   4.872803E-4
     1432.697   4.881307E-4
     1433.014   4.889799E-4
     1433.332   4.898324E-4
     1433.649   4.906836E-4
     1433.966   4.915355E-4
     1434.284   4.923907E-4
     1434.603   4.932467E-4
      1434.92   4.941017E-4
     1435.238   4.949571E-4
     1435.556   4.958151E-4
     1435.874   4.966725E-4
     1436.192   4.975328E-4
      1436.51   4.983919E-4
     1436.828   4.992521E-4
     1437.146   5.001152E-4
     1437.465   5.009791E-4
     1437.783   5.018417E-4
     1438.102   5.027076E-4
      1438.42   5.035719E-4
     1438.739   5.044370E-4
     1439.058   5.053050E-4
     1439.376   5.061724E-4
     1439.695   5.070404E-4
     1440.014   5.079208E-4
     1440.333   5.090497E-4
     1440.652   5.101755E-4
     1440.971   5.113023E-4
      1441.29   5.124335E-4
     1441.609   5.135627E-4
     1441.929   5.146965E-4
     1442.248   5.158281E-4
     1442.567   5.169616E-4
     1442.887   5.180988E-4
     1443.207   5.192374E-4
     1443.527   5.203745E-4
     1443.846   5.215125E-4
     1444.166   5.226550E-4
     1444.486   5.237955E-4
     1444.805   5.249378E-4
     1445.126   5.260838E-4
     1445.446   5.272281E-4
     1445.766   5.283771E-4
     1446.087   5.295270E-4
     1446.407   5.306753E-4
     1446.727   5.318250E-4
     1447.048   5.329789E-4
     1447.368   5.341311E-4
     1447.688   5.352842E-4
     1448.009   5.364420E-4
      1448.33   5.375977E-4
      1448.65   5.387553E-4
     1448.972   5.399192E-4
     1449.293   5.410791E-4
     1449.614   5.422403E-4
     1449.935   5.433693E-4
     1450.256   5.444009E-4
     1450.577   5.453545E-4
     1450.899   5.463109E-4
      1451.22   5.472656E-4
     1451.542   5.482234E-4
     1451.864   5.491818E-4
     1452.185   5.501384E-4
     1452.506   5.510955E-4
     1452.828   5.520554E-4
      1453.15   5.530136E-4
     1453.471   5.539725E-4
     1453.794   5.549347E-4
     1454.115   5.558947E-4
     1454.437   5.568550E-4
      1454.76   5.578213E-4
     1455.082   5.587831E-4
     1455.404   5.597454E-4
     1455.727   5.607110E-4
     1456.049   5.616742E-4
     1456.371   5.626388E-4
     1456.694   5.636057E-4
     1457.017   5.645709E-4
      1457.34   5.655394E-4
     1457.663   5.665084E-4
     1457.986   5.674755E-4
     1458.308   5.684433E-4
     1458.632   5.694141E-4
     1458.955   5.703830E-4
     1459.277   5.713523E-4
     1459.601   5.723250E-4
     1459.924   5.732953E-4
     1460.247   5.742561E-4
     1460.571   5.752158E-4
     1460.895   5.761763E-4
     1461.218   5.771350E-4
     1461.542   5.780966E-4
     1461.866   5.790562E-4
     1462.189   5.800167E-4
     1462.513   5.809800E-4
     1462.837   5.819414E-4
     1463.161   5.829057E-4
     1463.486   5.838707E-4
      1463.81   5.848335E-4
     1464.134   5.857974E-4
     1464.458   5.867637E-4
     1464.783   5.877286E-4
     1465.107   5.886940E-4
     1465.432   5.896622E-4
     1465.756   5.906284E-4
      1466.08   5.915954E-4
     1466.405   5.925653E-4
     1466.731   5.935357E-4
     1467.055   5.945043E-4
     1467.381   5.954761E-4
     1467.705   5.964458E-4
      1468.03   5.974159E-4
     1468.356   5.983890E-4
     1468.681   5.993605E-4
     1469.005   6.003325E-4
     1469.332   6.013098E-4
     1469.657   6.022828E-4
     1469.982   6.032542E-4
     1470.308   6.042122E-4
     1470.634   6.051648E-4
     1470.959   6.061179E-4
     1471.286   6.070739E-4
     1471.611   6.080282E-4
     1471.937   6.089825E-4
     1472.263   6.099401E-4
      1472.59   6.108979E-4
     1472.916   6.118540E-4
     1473.241   6.128107E-4
     1473.568   6.137701E-4
     1473.894   6.147277E-4
     1474.221   6.156881E-4
     1474.547   6.166465E-4
     1474.874   6.176057E-4
     1475.202   6.185701E-4
     1475.528   6.195297E-4
     1475.854   6.204905E-4
     1476.182   6.214540E-4
     1476.508   6.224152E-4
     1476.835   6.233775E-4
     1477.162   6.243399E-4
      1477.49   6.253053E-4
     1477.817   6.262687E-4
     1478.144   6.272351E-4
     1478.472   6.282019E-4
     1478.799   6.291670E-4
     1479.126   6.301323E-4
     1479.455   6.311007E-4
     1479.782   6.320674E-4
      1480.11   6.330241E-4
     1480.438   6.339557E-4
     1480.765   6.348875E-4
     1481.094   6.358221E-4
     1481.422   6.367567E-4
      1481.75   6.376895E-4
     1482.078   6.386229E-4
     1482.407   6.395589E-4
     1482.735   6.404930E-4
     1483.063   6.414297E-4
     1483.392   6.423646E-4
      1483.72   6.432998E-4
     1484.049   6.442377E-4
     1484.378   6.451762E-4
     1484.707   6.461125E-4
     1485.035   6.470492E-4
     1485.365   6.479889E-4
     1485.693   6.489264E-4
     1486.023   6.498668E-4
     1486.351   6.508050E-4
      1486.68   6.517441E-4
      1487.01   6.526856E-4
      1487.34   6.536273E-4
     1487.669   6.545674E-4
