WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f439w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.945270E-17
PIVWV    r 4312.088
BANDW    r 202.3133
TPEAK    r 0.005430296
EQUVW    r 3.453619
RECTW    r 635.9909
EMFLX    r 1.874356E-14
        1850.   2.080131E-9
      1850.33   2.119001E-9
     1850.659   2.157893E-9
     1850.989   2.196968E-9
     1851.319   2.236124E-9
      1851.65   2.275347E-9
      1851.98   2.314636E-9
      1852.31   2.354008E-9
      1852.64   2.393344E-9
     1852.971   2.432863E-9
     1853.301   2.472450E-9
     1853.631   2.512001E-9
     1853.962   2.551751E-9
     1854.292   2.591568E-9
     1854.623   2.631453E-9
     1854.954   2.671420E-9
     1855.284   2.711336E-9
     1855.615   2.751453E-9
     1855.946   2.791638E-9
     1856.276   2.831786E-9
     1856.608   2.872120E-9
     1856.939   2.912538E-9
     1857.269   2.952903E-9
     1857.602   2.993590E-9
     1857.933   3.034241E-9
     1858.264   3.074825E-9
     1858.595   3.115612E-9
     1858.927   3.156482E-9
     1859.258   3.197300E-9
     1859.589   3.238322E-9
     1859.921   3.279412E-9
     1860.252   5.019849E-9
     1860.585   7.310884E-9
     1860.917   9.599291E-9
     1861.248   1.188419E-8
      1861.58   1.418161E-8
     1861.912   1.648312E-8
     1862.243   1.878195E-8
     1862.576   2.109336E-8
     1862.908   2.340801E-8
      1863.24   2.572082E-8
     1863.573   2.805223E-8
     1863.904   3.037324E-8
     1864.237   3.270692E-8
      1864.57   3.504472E-8
     1864.901   3.737978E-8
     1865.234   3.972670E-8
     1865.567   4.207863E-8
     1865.899   4.442690E-8
     1866.232   4.678797E-8
     1866.566   4.916013E-8
     1866.898   5.152256E-8
     1867.231   5.389695E-8
     1867.564   5.627552E-8
     1867.896   5.865213E-8
      1868.23   6.103988E-8
     1868.563   6.343269E-8
     1868.895   6.582265E-8
     1869.229   6.822467E-8
     1869.562   7.063090E-8
     1869.896   7.304219E-8
      1870.23   7.215402E-8
     1870.563   6.976556E-8
     1870.896   6.737969E-8
      1871.23   6.498242E-8
     1871.564   6.257899E-8
     1871.897   6.017908E-8
     1872.231   5.776684E-8
     1872.565   5.534930E-8
     1872.899   5.292734E-8
     1873.233   5.050006E-8
     1873.566   4.807546E-8
     1873.901   4.563932E-8
     1874.235   4.319786E-8
     1874.568   4.075821E-8
     1874.903   3.830697E-8
     1875.237   3.585129E-8
     1875.572   3.339024E-8
     1875.907   3.092384E-8
     1876.241   2.845297E-8
     1876.575   2.598486E-8
      1876.91   2.350416E-8
     1877.245   2.101806E-8
     1877.579   1.853567E-8
     1877.914   1.603972E-8
     1878.249   1.353927E-8
     1878.584   1.103433E-8
     1878.919   8.523976E-9
     1879.254   6.015823E-9
     1879.589   3.495336E-9
     1879.924  9.701129E-10
      1880.26  5.260724E-10
     1880.594  6.888203E-10
      1880.93  8.523530E-10
     1881.265   1.016136E-9
     1881.601   1.180230E-9
     1881.937   1.344575E-9
     1882.272   1.508751E-9
     1882.607   1.673658E-9
     1882.943   1.838875E-9
     1883.278   2.003863E-9
     1883.614   2.169643E-9
      1883.95   2.335676E-9
     1884.286   2.501476E-9
     1884.623   2.668616E-9
     1884.959   2.835526E-9
     1885.294   3.002202E-9
     1885.631   3.169676E-9
     1885.967   3.337403E-9
     1886.303   3.504895E-9
     1886.639   3.673188E-9
     1886.976   3.841795E-9
     1887.312   4.010167E-9
     1887.648   4.179340E-9
     1887.985   4.348768E-9
     1888.322   4.518511E-9
     1888.659   4.688508E-9
     1888.995   4.858266E-9
     1889.332   5.028832E-9
     1889.669   5.199714E-9
     1890.006   5.470848E-9
     1890.343   1.094170E-8
     1890.681   1.645680E-8
     1891.017   2.194655E-8
     1891.355   2.746270E-8
     1891.692   3.298933E-8
     1892.029   3.850843E-8
     1892.366   4.405203E-8
     1892.704   4.960815E-8
     1893.041   5.515467E-8
     1893.378   6.072779E-8
     1893.716   6.630940E-8
     1894.054   7.190158E-8
     1894.392   7.750430E-8
      1894.73   8.311555E-8
     1895.067   8.871910E-8
     1895.405   9.434945E-8
     1895.744   9.999034E-8
     1896.081   1.056215E-7
     1896.419   1.112815E-7
     1896.757   1.169501E-7
     1897.096   1.226293E-7
     1897.434   1.283171E-7
     1897.772   1.339970E-7
     1898.111   1.397040E-7
     1898.449   1.454196E-7
     1898.787   1.511292E-7
     1899.126   1.568640E-7
     1899.465   1.626094E-7
     1899.802   1.683469E-7
     1900.143   1.693261E-7
     1900.482   1.636648E-7
      1900.82   1.580088E-7
     1901.159   1.523276E-7
     1901.498   1.466352E-7
     1901.836   1.409503E-7
     1902.176   1.352379E-7
     1902.515   1.295144E-7
     1902.854   1.238005E-7
     1903.194   1.180405E-7
     1903.534   1.122879E-7
     1903.872   1.065429E-7
     1904.212   1.007702E-7
     1904.552   9.498844E-8
     1904.891   8.921225E-8
      1905.23   8.341035E-8
      1905.57   7.759733E-8
     1905.909   7.179197E-8
      1906.25   6.594199E-8
      1906.59   6.011647E-8
      1906.93   5.426299E-8
      1907.27   4.839834E-8
     1907.609   4.254356E-8
      1907.95   3.666075E-8
      1908.29   3.076673E-8
     1908.631   2.486149E-8
      1908.97   1.896623E-8
     1909.312   1.302367E-8
     1909.651   7.108121E-9
     1909.992   1.162189E-9
     1910.333   1.614748E-9
     1910.673   2.214113E-9
     1911.014   2.816564E-9
     1911.355   3.420169E-9
     1911.695   4.022762E-9
     1912.036   4.628237E-9
     1912.378   5.236825E-9
     1912.718   5.842657E-9
      1913.06   6.451164E-9
     1913.401   7.061050E-9
     1913.741   7.669906E-9
     1914.083   8.281668E-9
     1914.424   8.894590E-9
     1914.765   9.506696E-9
     1915.107   1.012172E-8
     1915.448   1.073769E-8
      1915.79   1.135482E-8
     1916.132   1.197311E-8
     1916.473   1.259036E-8
     1916.815   1.321053E-8
     1917.157   1.383188E-8
     1917.498   1.445240E-8
      1917.84   1.507585E-8
     1918.182   1.570026E-8
     1918.524   1.632584E-8
     1918.867   1.695236E-8
     1919.209   1.758005E-8
     1919.551   1.820690E-8
     1919.893   1.883672E-8
     1920.236   1.869339E-8
     1920.577   1.819961E-8
      1920.92   1.770327E-8
     1921.263   1.720613E-8
     1921.605   1.670820E-8
     1921.948   1.620930E-8
     1922.291   1.570960E-8
     1922.633   1.521053E-8
     1922.976   1.470888E-8
     1923.319   1.420644E-8
     1923.661   1.370481E-8
     1924.005   1.320060E-8
     1924.348   1.269541E-8
     1924.692   1.218941E-8
     1925.035   1.168262E-8
     1925.377   1.117647E-8
     1925.721   1.066772E-8
     1926.064   1.015835E-8
     1926.407   9.649455E-9
     1926.751   9.138121E-9
     1927.095   8.625805E-9
     1927.438   8.114327E-9
     1927.782   7.598765E-9
