WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,ccd,50ccd
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 9.985971E-20
PIVWV    r 5751.909
BANDW    r 1838.721
TPEAK    r 0.1475836
EQUVW    r 724.715
RECTW    r 4910.538
EMFLX    r 5.013340E-16
        1150.  7.715551E-21
     1150.259  7.885188E-21
     1150.519  8.056126E-21
     1150.779  8.228369E-21
     1151.038  8.401834E-21
     1151.299  8.577020E-21
     1151.558  8.753103E-21
     1151.818  8.929913E-21
     1152.078  9.108447E-21
     1152.338  9.288292E-21
     1152.598  9.469363E-21
     1152.858  9.651748E-21
     1153.118  9.835361E-21
     1153.378  1.002029E-20
     1153.639  1.020689E-20
     1153.899  1.039428E-20
      1154.16  1.058308E-20
      1154.42  1.077302E-20
     1154.681  1.096428E-20
     1154.941  1.115687E-20
     1155.202  1.135069E-20
     1155.462  1.154574E-20
     1155.723  1.174212E-20
     1155.984  1.193973E-20
     1156.245  1.213867E-20
     1156.506  1.233894E-20
     1156.767  1.254044E-20
     1157.028  1.274319E-20
     1157.289  1.294726E-20
      1157.55  1.315257E-20
     1157.811  1.335922E-20
     1158.072  1.356711E-20
     1158.334  1.377682E-20
     1158.596  1.398739E-20
     1158.857  1.419909E-20
     1159.119  1.441224E-20
      1159.38  1.462653E-20
     1159.642  1.484226E-20
     1159.903  1.505863E-20
     1160.165  1.524730E-20
     1160.427  1.541956E-20
     1160.689  1.559304E-20
     1160.951  1.576703E-20
     1161.213  1.594185E-20
     1161.475  1.611750E-20
     1161.737  1.629414E-20
     1161.999  1.647153E-20
     1162.261  1.664983E-20
     1162.524  1.682904E-20
     1162.786  1.700909E-20
     1163.049  1.719038E-20
     1163.311  1.737175E-20
     1163.573  1.755446E-20
     1163.836  1.773800E-20
     1164.099  1.792237E-20
     1164.361  1.810766E-20
     1164.624  1.829378E-20
     1164.887  1.848082E-20
      1165.15  1.866878E-20
     1165.413  1.885802E-20
     1165.676  1.904765E-20
     1165.939  1.923821E-20
     1166.202  1.942961E-20
     1166.465  1.962192E-20
     1166.729  1.981508E-20
     1166.992  2.000915E-20
     1167.255  2.020407E-20
     1167.519  2.039992E-20
     1167.782  2.059660E-20
     1168.046  2.079421E-20
     1168.309  2.099266E-20
     1168.573  2.119204E-20
     1168.837  2.139226E-20
       1169.1  2.159341E-20
     1169.364  2.179540E-20
     1169.628  2.199832E-20
     1169.892  2.220209E-20
     1170.157  2.242419E-20
     1170.421  2.265829E-20
     1170.685  2.289331E-20
     1170.949  2.312945E-20
     1171.213  2.336583E-20
     1171.477  2.360378E-20
     1171.741  2.384274E-20
     1172.006  2.408261E-20
      1172.27  2.432339E-20
     1172.535  2.456575E-20
       1172.8  2.480856E-20
     1173.064  2.505229E-20
     1173.329  2.529692E-20
     1173.594  2.554258E-20
     1173.859  2.578926E-20
     1174.124  2.603685E-20
     1174.389  2.628535E-20
     1174.654  2.653488E-20
     1174.919  2.678543E-20
     1175.184  2.703690E-20
     1175.449  2.728927E-20
     1175.714  2.754267E-20
     1175.979  2.779699E-20
     1176.245  2.805234E-20
      1176.51  2.830872E-20
     1176.776  2.856589E-20
     1177.041  2.882422E-20
     1177.308  2.908406E-20
     1177.573  2.934422E-20
     1177.839  2.960541E-20
     1178.105  2.986752E-20
     1178.371  3.013067E-20
     1178.637  3.039486E-20
     1178.902  3.065984E-20
     1179.169  3.092598E-20
     1179.434  3.119231E-20
       1179.7  3.146029E-20
     1179.967  3.172992E-20
     1180.233  3.199289E-20
       1180.5  3.225547E-20
     1180.766  3.251901E-20
     1181.032  3.278314E-20
     1181.299  3.304824E-20
     1181.565  3.331393E-20
     1181.832  3.358059E-20
     1182.099  3.384858E-20
     1182.366  3.411669E-20
     1182.633  3.438551E-20
     1182.899  3.465456E-20
     1183.166  3.492507E-20
     1183.433  3.519631E-20
       1183.7  3.546839E-20
     1183.967  3.574119E-20
     1184.234  3.601484E-20
     1184.502  3.628922E-20
      1184.77  3.656507E-20
     1185.037  3.684102E-20
     1185.304  3.711769E-20
     1185.572  3.739535E-20
     1185.839  3.767360E-20
     1186.107  3.795270E-20
     1186.375  3.823266E-20
     1186.642  3.851334E-20
      1186.91  3.879488E-20
     1187.178  3.907715E-20
     1187.446  3.936014E-20
     1187.714  3.964398E-20
     1187.982  3.992870E-20
      1188.25  4.021412E-20
     1188.518  4.050042E-20
     1188.786  4.078745E-20
     1189.054  4.107518E-20
     1189.323  4.136380E-20
     1189.592  4.165393E-20
      1189.86  4.194414E-20
     1190.129  4.224388E-20
     1190.397  4.255354E-20
     1190.666  4.286362E-20
     1190.935  4.317428E-20
     1191.203  4.348480E-20
     1191.472  4.379646E-20
      1191.74  4.410854E-20
      1192.01  4.442192E-20
     1192.279  4.473514E-20
     1192.548  4.504881E-20
     1192.817  4.536304E-20
     1193.086  4.567770E-20
     1193.355  4.599280E-20
     1193.625  4.630847E-20
     1193.894  4.662471E-20
     1194.164  4.694139E-20
     1194.433  4.725850E-20
     1194.703  4.757618E-20
     1194.972  4.789444E-20
     1195.242  4.821313E-20
     1195.511  4.853225E-20
     1195.781  4.885195E-20
     1196.051  4.917209E-20
     1196.321  4.949280E-20
     1196.591  4.981409E-20
     1196.862  5.013654E-20
     1197.132  5.045884E-20
     1197.402  5.078158E-20
     1197.672  5.110475E-20
     1197.942  5.142850E-20
     1198.213  5.175284E-20
     1198.483  5.207760E-20
     1198.753  5.240280E-20
     1199.024  5.272859E-20
     1199.295  5.305495E-20
     1199.565  5.338175E-20
     1199.836  5.370900E-20
     1200.107  5.405530E-20
     1200.377  5.443071E-20
     1200.648  5.480656E-20
     1200.919  5.518286E-20
      1201.19  5.555976E-20
     1201.461  5.593728E-20
     1201.733  5.631608E-20
     1202.004  5.669448E-20
     1202.275  5.707349E-20
     1202.547  5.745311E-20
     1202.818  5.783318E-20
     1203.089  5.821283E-20
      1203.36  5.859395E-20
     1203.632  5.897568E-20
     1203.904  5.935786E-20
     1204.176  5.974134E-20
     1204.448  6.012458E-20
     1204.719  6.050843E-20
     1204.991  6.089272E-20
     1205.263  6.127747E-20
     1205.535  6.166282E-20
     1205.807  6.204880E-20
     1206.079  6.243521E-20
     1206.351  6.282225E-20
     1206.624  6.320974E-20
     1206.896  6.359766E-20
     1207.168  6.398621E-20
     1207.441  6.437538E-20
     1207.713  6.476498E-20
     1207.986  6.515504E-20
     1208.258  6.554573E-20
     1208.531  6.593703E-20
     1208.804  6.632877E-20
     1209.077  6.672202E-20
      1209.35  6.711484E-20
     1209.623  6.750828E-20
     1209.896  6.790216E-20
     1210.169  6.834893E-20
     1210.442  6.882887E-20
     1210.715  6.930960E-20
     1210.988  6.979091E-20
     1211.261  7.027301E-20
     1211.535  7.075570E-20
     1211.808  7.123898E-20
     1212.082  7.172304E-20
     1212.355  7.220791E-20
     1212.629  7.269337E-20
     1212.902  7.317962E-20
     1213.176  7.366644E-20
      1213.45  7.415409E-20
     1213.724  7.464230E-20
     1213.998  7.513242E-20
     1214.272  7.562203E-20
     1214.546  7.611244E-20
     1214.819  7.660211E-20
     1215.094  7.709392E-20
     1215.368  7.758629E-20
     1215.642  7.807948E-20
     1215.916  7.857327E-20
     1216.191  7.906784E-20
     1216.466  7.956433E-20
      1216.74  8.006009E-20
     1217.015  8.055687E-20
      1217.29  8.105403E-20
     1217.564  8.155221E-20
     1217.839  8.205075E-20
     1218.114  8.255032E-20
     1218.389  8.305027E-20
     1218.664  8.355125E-20
     1218.939  8.405259E-20
     1219.214  8.455496E-20
     1219.489  8.505772E-20
     1219.764  8.556150E-20
     1220.039  8.607642E-20
     1220.315  8.665527E-20
      1220.59  8.723502E-20
     1220.865  8.781541E-20
     1221.141  8.839668E-20
     1221.417  8.898015E-20
     1221.693  8.956296E-20
     1221.968  9.014641E-20
     1222.244  9.073075E-20
      1222.52  9.131572E-20
     1222.796  9.190159E-20
     1223.072  9.248838E-20
     1223.347  9.307423E-20
     1223.623  9.366253E-20
       1223.9  9.425277E-20
     1224.176  9.484262E-20
     1224.452  9.543310E-20
     1224.729  9.602422E-20
     1225.005  9.661625E-20
     1225.281  9.720917E-20
     1225.558  9.780275E-20
     1225.834  9.839695E-20
     1226.111  9.899206E-20
     1226.388  9.958937E-20
     1226.665  1.001860E-19
     1226.941  1.007820E-19
     1227.218  1.013802E-19
     1227.495  1.019793E-19
     1227.772  1.025791E-19
     1228.049  1.031797E-19
     1228.326  1.037810E-19
     1228.604  1.043832E-19
     1228.881  1.049874E-19
     1229.159  1.055912E-19
     1229.436  1.061956E-19
     1229.714  1.068009E-19
     1229.991  1.074068E-19
     1230.269  1.081158E-19
     1230.546  1.088287E-19
     1230.824  1.095426E-19
     1231.102  1.102570E-19
     1231.379  1.109724E-19
     1231.657  1.116884E-19
     1231.935  1.124053E-19
     1232.213  1.131228E-19
     1232.491  1.138412E-19
     1232.769  1.145602E-19
     1233.047  1.152801E-19
     1233.326  1.160009E-19
     1233.604  1.167223E-19
     1233.882  1.174443E-19
     1234.161  1.181689E-19
      1234.44  1.188927E-19
     1234.719  1.196172E-19
     1234.997  1.203422E-19
     1235.276  1.210682E-19
     1235.554  1.217932E-19
     1235.833  1.225207E-19
     1236.112  1.232491E-19
     1236.391  1.239797E-19
      1236.67  1.247097E-19
     1236.949  1.254402E-19
     1237.229  1.261717E-19
     1237.508  1.269038E-19
     1237.787  1.276365E-19
     1238.066  1.283700E-19
     1238.346  1.291046E-19
     1238.625  1.298397E-19
     1238.905  1.305758E-19
     1239.184  1.313124E-19
     1239.464  1.320500E-19
     1239.743  1.327882E-19
     1240.023  1.335257E-19
     1240.303  1.342456E-19
     1240.583  1.349663E-19
     1240.863  1.356873E-19
     1241.143  1.364091E-19
     1241.424  1.371332E-19
     1241.704  1.378560E-19
     1241.984  1.385793E-19
     1242.264  1.393033E-19
     1242.545  1.400280E-19
     1242.825  1.407530E-19
     1243.105  1.414785E-19
     1243.386  1.422047E-19
     1243.666  1.429313E-19
     1243.946  1.436570E-19
     1244.228  1.443866E-19
     1244.509  1.451150E-19
     1244.789  1.458441E-19
      1245.07  1.465737E-19
     1245.351  1.473036E-19
     1245.632  1.480342E-19
     1245.913  1.487656E-19
     1246.194  1.494973E-19
     1246.476  1.502314E-19
     1246.758  1.509646E-19
     1247.039  1.516978E-19
      1247.32  1.524321E-19
     1247.602  1.531665E-19
     1247.883  1.539000E-19
     1248.164  1.546358E-19
     1248.446  1.553720E-19
     1248.728  1.561090E-19
     1249.009  1.568463E-19
     1249.292  1.575863E-19
     1249.574  1.583247E-19
     1249.856  1.590639E-19
     1250.138  1.598553E-19
      1250.42  1.607007E-19
     1250.702  1.615464E-19
     1250.984  1.623927E-19
     1251.267  1.632397E-19
     1251.549  1.640869E-19
     1251.831  1.649344E-19
     1252.114  1.657825E-19
     1252.396  1.666312E-19
     1252.679  1.674802E-19
     1252.962  1.683298E-19
     1253.245  1.691797E-19
     1253.527  1.700302E-19
      1253.81  1.708809E-19
     1254.093  1.717323E-19
     1254.377  1.725861E-19
      1254.66  1.734384E-19
     1254.943  1.742909E-19
     1255.226  1.751440E-19
     1255.509  1.759974E-19
     1255.793  1.768515E-19
     1256.076  1.777058E-19
     1256.359  1.785607E-19
     1256.643  1.794162E-19
     1256.927  1.802720E-19
      1257.21  1.811281E-19
     1257.494  1.819848E-19
     1257.778  1.828421E-19
     1258.062  1.836997E-19
     1258.345  1.845579E-19
     1258.629  1.854164E-19
     1258.913  1.862751E-19
     1259.198  1.871348E-19
     1259.482  1.879967E-19
     1259.766  1.888570E-19
      1260.05  1.897099E-19
     1260.334  1.905389E-19
     1260.619  1.913676E-19
     1260.903  1.921972E-19
     1261.188  1.930267E-19
     1261.472  1.938564E-19
     1261.757  1.946865E-19
     1262.042  1.955189E-19
     1262.327  1.963495E-19
     1262.612  1.971806E-19
     1262.897  1.980117E-19
     1263.182  1.988430E-19
     1263.467  1.996747E-19
     1263.752  2.005068E-19
     1264.037  2.013390E-19
     1264.323  2.021716E-19
     1264.608  2.030044E-19
     1264.893  2.038375E-19
     1265.179  2.046707E-19
     1265.464  2.055044E-19
      1265.75  2.063382E-19
     1266.035  2.071725E-19
     1266.321  2.080067E-19
     1266.607  2.088414E-19
     1266.893  2.096762E-19
     1267.179  2.105137E-19
     1267.465  2.113493E-19
     1267.751  2.121851E-19
     1268.037  2.130210E-19
     1268.323  2.138572E-19
      1268.61  2.146940E-19
     1268.895  2.155287E-19
     1269.182  2.163659E-19
     1269.468  2.172033E-19
     1269.755  2.180428E-19
     1270.042  2.188968E-19
     1270.328  2.198431E-19
     1270.615  2.207902E-19
     1270.902  2.217371E-19
     1271.188  2.226841E-19
     1271.475  2.236313E-19
     1271.762  2.245786E-19
     1272.049  2.255262E-19
     1272.337  2.264761E-19
     1272.623  2.274220E-19
      1272.91  2.283698E-19
     1273.198  2.293180E-19
     1273.485  2.302665E-19
     1273.772  2.312150E-19
      1274.06  2.321638E-19
     1274.347  2.331125E-19
     1274.635  2.340613E-19
     1274.923  2.350128E-19
     1275.211  2.359622E-19
     1275.499  2.369119E-19
     1275.786  2.378612E-19
     1276.074  2.388112E-19
     1276.362  2.397612E-19
      1276.65  2.407112E-19
     1276.938  2.416615E-19
     1277.227  2.426121E-19
     1277.515  2.435627E-19
     1277.803  2.445132E-19
     1278.091  2.454641E-19
      1278.38  2.464153E-19
     1278.668  2.473665E-19
     1278.957  2.483180E-19
     1279.245  2.492695E-19
     1279.534  2.502213E-19
     1279.823  2.511730E-19
     1280.112  2.521294E-19
     1280.401  2.530861E-19
      1280.69  2.540431E-19
     1280.979  2.550003E-19
     1281.267  2.559550E-19
     1281.557  2.569144E-19
     1281.846  2.578691E-19
     1282.135  2.588265E-19
     1282.424  2.597839E-19
     1282.714  2.607438E-19
     1283.004  2.617012E-19
     1283.293  2.626584E-19
     1283.583  2.636163E-19
     1283.873  2.645741E-19
     1284.162  2.655316E-19
     1284.452  2.664894E-19
     1284.742  2.674471E-19
     1285.032  2.684050E-19
     1285.322  2.693632E-19
     1285.612  2.703213E-19
     1285.902  2.712791E-19
     1286.192  2.722372E-19
     1286.482  2.731956E-19
     1286.773  2.741538E-19
     1287.063  2.751123E-19
     1287.354  2.760706E-19
     1287.644  2.770291E-19
     1287.935  2.779900E-19
     1288.226  2.789487E-19
     1288.517  2.799071E-19
     1288.807  2.808659E-19
     1289.098  2.818245E-19
     1289.389  2.827833E-19
      1289.68  2.837424E-19
     1289.971  2.847014E-19
     1290.261  2.857701E-19
     1290.553  2.868564E-19
     1290.844  2.879398E-19
     1291.136  2.890239E-19
     1291.427  2.901072E-19
     1291.719  2.911912E-19
      1292.01  2.922746E-19
     1292.302  2.933586E-19
     1292.593  2.944424E-19
     1292.885  2.955259E-19
     1293.177  2.966124E-19
     1293.469  2.976965E-19
     1293.761  2.987802E-19
     1294.053  2.998637E-19
     1294.344  3.009452E-19
     1294.636  3.020287E-19
     1294.928  3.031124E-19
     1295.221  3.041963E-19
     1295.513  3.052805E-19
     1295.805  3.063640E-19
     1296.099  3.074508E-19
     1296.391  3.085347E-19
     1296.683  3.096184E-19
     1296.976  3.107023E-19
     1297.269  3.117864E-19
     1297.562  3.128703E-19
     1297.854  3.139539E-19
     1298.147  3.150383E-19
      1298.44  3.161218E-19
     1298.733  3.172056E-19
     1299.026  3.182897E-19
     1299.319  3.193739E-19
     1299.613  3.204580E-19
     1299.906  3.215417E-19
     1300.199  3.226356E-19
     1300.492  3.237339E-19
     1300.786  3.248324E-19
     1301.079  3.259311E-19
     1301.374  3.270323E-19
     1301.667  3.281309E-19
     1301.961  3.292293E-19
     1302.255  3.303278E-19
     1302.549  3.314261E-19
     1302.843  3.325246E-19
     1303.137  3.336229E-19
      1303.43  3.347185E-19
     1303.725  3.358199E-19
     1304.019  3.369182E-19
     1304.313  3.380163E-19
     1304.608  3.391146E-19
     1304.902  3.402131E-19
     1305.197  3.413113E-19
     1305.491  3.424097E-19
     1305.786  3.435079E-19
      1306.08  3.446062E-19
     1306.375  3.457048E-19
      1306.67  3.468030E-19
     1306.965  3.479038E-19
      1307.26  3.489992E-19
     1307.555  3.500977E-19
      1307.85  3.511958E-19
     1308.145  3.522937E-19
      1308.44  3.533922E-19
     1308.735  3.544900E-19
     1309.031  3.555911E-19
     1309.327  3.566888E-19
     1309.622  3.577872E-19
     1309.918  3.588853E-19
     1310.213  3.600836E-19
     1310.509  3.613208E-19
     1310.805  3.625583E-19
       1311.1  3.637955E-19
     1311.396  3.650329E-19
     1311.692  3.662701E-19
     1311.988  3.675070E-19
     1312.284  3.687446E-19
      1312.58  3.699819E-19
     1312.877  3.712190E-19
     1313.173  3.724563E-19
     1313.469  3.736933E-19
     1313.766  3.749310E-19
     1314.062  3.761680E-19
     1314.359  3.774082E-19
     1314.656  3.786456E-19
     1314.953  3.798827E-19
     1315.249  3.811201E-19
     1315.546  3.823571E-19
     1315.843  3.835945E-19
     1316.139  3.848289E-19
     1316.436  3.860662E-19
     1316.733  3.873031E-19
      1317.03  3.885404E-19
     1317.328  3.897807E-19
     1317.625  3.910179E-19
     1317.923  3.922553E-19
      1318.22  3.934924E-19
     1318.518  3.947297E-19
     1318.815  3.959666E-19
     1319.113  3.972039E-19
     1319.411  3.984414E-19
     1319.708  3.996786E-19
     1320.006  4.009156E-19
     1320.304  4.021621E-19
     1320.602  4.034088E-19
       1320.9  4.046552E-19
     1321.198  4.059019E-19
     1321.496  4.071484E-19
     1321.794  4.083950E-19
     1322.093  4.096419E-19
     1322.391  4.108885E-19
      1322.69  4.121379E-19
     1322.988  4.133845E-19
     1323.287  4.146314E-19
     1323.586  4.158780E-19
     1323.884  4.171248E-19
     1324.183  4.183714E-19
     1324.482  4.196182E-19
     1324.781  4.208647E-19
      1325.08  4.221116E-19
     1325.379  4.233585E-19
     1325.678  4.246053E-19
     1325.977  4.258518E-19
     1326.276  4.270990E-19
     1326.575  4.283455E-19
     1326.875  4.295926E-19
     1327.174  4.308391E-19
     1327.474  4.320863E-19
     1327.773  4.333332E-19
     1328.073  4.345829E-19
     1328.373  4.358298E-19
     1328.673  4.370769E-19
     1328.973  4.383238E-19
     1329.273  4.395709E-19
     1329.572  4.408146E-19
     1329.872  4.420618E-19
     1330.172  4.433877E-19
     1330.473  4.447762E-19
     1330.773  4.461611E-19
     1331.073  4.475468E-19
     1331.374  4.489318E-19
     1331.674  4.503170E-19
     1331.975  4.517023E-19
     1332.275  4.530875E-19
     1332.576  4.544729E-19
     1332.877  4.558580E-19
     1333.177  4.572435E-19
     1333.478  4.586291E-19
     1333.779  4.600145E-19
      1334.08  4.613995E-19
     1334.381  4.627855E-19
     1334.682  4.641705E-19
     1334.983  4.655559E-19
     1335.285  4.669415E-19
     1335.586  4.683274E-19
     1335.888  4.697164E-19
      1336.19  4.711016E-19
     1336.491  4.724873E-19
     1336.793  4.738731E-19
     1337.094  4.752587E-19
     1337.396  4.766445E-19
     1337.698  4.780300E-19
        1338.  4.794157E-19
     1338.301  4.807980E-19
     1338.603  4.821837E-19
     1338.905  4.835697E-19
     1339.208  4.849589E-19
      1339.51  4.863444E-19
     1339.812  4.877300E-19
     1340.115  4.891113E-19
     1340.417  4.904845E-19
     1340.719  4.918580E-19
     1341.022  4.932317E-19
     1341.325  4.946052E-19
     1341.628  4.959816E-19
     1341.931  4.973551E-19
     1342.234  4.987287E-19
     1342.536  5.000988E-19
     1342.839  5.014725E-19
     1343.142  5.028458E-19
     1343.445  5.042194E-19
     1343.748  5.055933E-19
     1344.051  5.069669E-19
     1344.354  5.083402E-19
     1344.659  5.097171E-19
     1344.962  5.110909E-19
     1345.266  5.124644E-19
     1345.569  5.138382E-19
     1345.873  5.152123E-19
     1346.177  5.165860E-19
      1346.48  5.179596E-19
     1346.784  5.193333E-19
     1347.088  5.207072E-19
     1347.392  5.220809E-19
     1347.696  5.234549E-19
        1348.  5.248286E-19
     1348.304  5.262024E-19
     1348.609  5.275761E-19
     1348.913  5.289500E-19
     1349.217  5.303242E-19
     1349.522  5.316980E-19
     1349.826  5.330722E-19
     1350.132  5.345038E-19
     1350.436  5.360042E-19
     1350.741  5.375042E-19
     1351.046  5.390046E-19
      1351.35  5.405015E-19
     1351.655  5.420018E-19
     1351.961  5.435054E-19
     1352.265  5.450021E-19
     1352.571  5.465062E-19
     1352.876  5.480071E-19
     1353.181  5.495075E-19
     1353.487  5.510077E-19
     1353.792  5.525081E-19
     1354.098  5.540088E-19
     1354.403  5.555092E-19
     1354.709  5.570094E-19
     1355.015  5.585102E-19
      1355.32  5.600109E-19
     1355.627  5.615148E-19
     1355.932  5.630117E-19
     1356.238  5.645127E-19
     1356.544  5.660131E-19
      1356.85  5.675134E-19
     1357.156  5.690144E-19
     1357.463  5.705146E-19
     1357.769  5.720155E-19
     1358.076  5.735199E-19
     1358.382  5.750202E-19
     1358.689  5.765209E-19
     1358.996  5.780219E-19
     1359.302  5.795224E-19
     1359.609  5.810233E-19
     1359.916  5.825239E-19
     1360.223  5.840522E-19
      1360.53  5.855911E-19
     1360.837  5.871297E-19
     1361.144  5.886680E-19
     1361.451  5.902067E-19
     1361.758  5.917455E-19
     1362.065  5.932841E-19
     1362.373  5.948228E-19
      1362.68  5.963619E-19
     1362.988  5.979007E-19
     1363.295  5.994391E-19
     1363.604  6.009820E-19
     1363.911  6.025203E-19
     1364.219  6.040596E-19
     1364.527  6.055985E-19
     1364.834  6.071334E-19
     1365.142  6.086722E-19
     1365.451  6.102150E-19
     1365.758  6.117501E-19
     1366.066  6.132885E-19
     1366.375  6.148278E-19
     1366.684  6.163703E-19
     1366.992  6.179090E-19
     1367.301  6.194480E-19
     1367.609  6.209864E-19
     1367.918  6.225259E-19
     1368.226  6.240644E-19
     1368.535  6.256038E-19
     1368.844  6.271422E-19
     1369.153  6.286815E-19
     1369.462  6.302204E-19
     1369.771  6.317590E-19
      1370.08  6.333374E-19
     1370.389  6.350288E-19
     1370.698  6.367200E-19
     1371.008  6.384113E-19
     1371.317  6.401030E-19
     1371.627  6.417943E-19
     1371.936  6.434853E-19
     1372.246  6.451805E-19
     1372.556  6.468721E-19
     1372.866  6.485633E-19
     1373.176  6.502546E-19
     1373.485  6.519464E-19
     1373.795  6.536378E-19
     1374.105  6.553287E-19
     1374.415  6.570200E-19
     1374.726  6.587115E-19
     1375.036  6.604027E-19
     1375.346  6.620942E-19
     1375.656  6.637859E-19
     1375.967  6.654773E-19
     1376.277  6.671683E-19
     1376.588  6.688595E-19
     1376.899  6.705511E-19
     1377.209  6.722423E-19
      1377.52  6.739337E-19
     1377.832  6.756294E-19
     1378.142  6.773168E-19
     1378.453  6.790079E-19
     1378.765  6.807038E-19
     1379.075  6.823907E-19
     1379.386  6.840825E-19
     1379.697  6.857733E-19
     1380.009  6.874650E-19
     1380.321  6.891589E-19
     1380.632  6.908492E-19
     1380.944  6.925389E-19
     1381.256  6.942289E-19
     1381.567  6.959186E-19
     1381.879  6.976085E-19
     1382.191  6.992987E-19
     1382.503  7.009885E-19
     1382.815  7.026780E-19
     1383.127  7.043683E-19
     1383.439  7.060576E-19
     1383.751  7.077478E-19
     1384.063  7.094377E-19
     1384.376  7.111271E-19
     1384.688  7.128169E-19
        1385.  7.145069E-19
     1385.313  7.161965E-19
     1385.626  7.178864E-19
     1385.939  7.195804E-19
     1386.252  7.212702E-19
     1386.565  7.229596E-19
     1386.878  7.246498E-19
      1387.19  7.263390E-19
     1387.504  7.280292E-19
     1387.817  7.297189E-19
     1388.129  7.314044E-19
     1388.442  7.330941E-19
     1388.755  7.347832E-19
      1389.07  7.364774E-19
     1389.383  7.381672E-19
     1389.697  7.398566E-19
      1390.01  7.415507E-19
     1390.324  7.433793E-19
     1390.638  7.452075E-19
     1390.951  7.470352E-19
     1391.265  7.488639E-19
      1391.58  7.506965E-19
     1391.893  7.525201E-19
     1392.207  7.543482E-19
     1392.522  7.561808E-19
     1392.836  7.580045E-19
      1393.15  7.598327E-19
     1393.464  7.616605E-19
     1393.779  7.634884E-19
     1394.093  7.653160E-19
     1394.408  7.671439E-19
     1394.723  7.689764E-19
     1395.038  7.708046E-19
     1395.353  7.726320E-19
     1395.668  7.744602E-19
     1395.983  7.762880E-19
     1396.298  7.781154E-19
     1396.613  7.799436E-19
     1396.928  7.817707E-19
     1397.243  7.835989E-19
     1397.559  7.854266E-19
     1397.874  7.872537E-19
     1398.189  7.890813E-19
     1398.505  7.909091E-19
      1398.82  7.927364E-19
     1399.136  7.945640E-19
     1399.452  7.963910E-19
     1399.768  7.982185E-19
     1400.083  7.996910E-19
       1400.4  8.001753E-19
     1400.716  8.006587E-19
     1401.032  8.011418E-19
     1401.348  8.016250E-19
     1401.665  8.021083E-19
      1401.98  8.025900E-19
     1402.297  8.030733E-19
     1402.613  8.035562E-19
      1402.93  8.040405E-19
     1403.247  8.045235E-19
     1403.563  8.050065E-19
      1403.88  8.054896E-19
     1404.197  8.059724E-19
     1404.514  8.064551E-19
     1404.831  8.069381E-19
     1405.148  8.074209E-19
     1405.465  8.079036E-19
     1405.782  8.083863E-19
     1406.099  8.088692E-19
     1406.417  8.093530E-19
     1406.734  8.098344E-19
     1407.051  8.103171E-19
     1407.369  8.107997E-19
     1407.686  8.112822E-19
     1408.004  8.117648E-19
     1408.322  8.122472E-19
      1408.64  8.127309E-19
     1408.958  8.132132E-19
     1409.276  8.136957E-19
     1409.594  8.141780E-19
     1409.912  8.146601E-19
      1410.23  8.151483E-19
     1410.549  8.156382E-19
     1410.867  8.161279E-19
     1411.185  8.166179E-19
     1411.504  8.171078E-19
     1411.822  8.175975E-19
     1412.141  8.180872E-19
      1412.46  8.185771E-19
     1412.778  8.190666E-19
     1413.097  8.195562E-19
     1413.416  8.200457E-19
     1413.735  8.205353E-19
     1414.054  8.210249E-19
     1414.373  8.215144E-19
     1414.693  8.220047E-19
     1415.012  8.224944E-19
     1415.331  8.229834E-19
     1415.651  8.234728E-19
     1415.969  8.239609E-19
     1416.289  8.244499E-19
     1416.609  8.249391E-19
     1416.928  8.254284E-19
     1417.248  8.259174E-19
     1417.568  8.264063E-19
     1417.889  8.268965E-19
     1418.208  8.273854E-19
     1418.528  8.278741E-19
     1418.849  8.283632E-19
     1419.169  8.288520E-19
     1419.489  8.293405E-19
     1419.809  8.298292E-19
      1420.13  8.302154E-19
      1420.45  8.304510E-19
     1420.771  8.306865E-19
     1421.091  8.309219E-19
     1421.412  8.311572E-19
     1421.733  8.313926E-19
     1422.054  8.316279E-19
     1422.375  8.318631E-19
     1422.695  8.320983E-19
     1423.016  8.323334E-19
     1423.338  8.325685E-19
      1423.66  8.328042E-19
     1423.981  8.330392E-19
     1424.302  8.332740E-19
     1424.624  8.335090E-19
     1424.945  8.337438E-19
     1425.267  8.339787E-19
     1425.588  8.342135E-19
     1425.909  8.344477E-19
     1426.232  8.346831E-19
     1426.553  8.349176E-19
     1426.875  8.351523E-19
     1427.197  8.353868E-19
     1427.519  8.356212E-19
     1427.842  8.358558E-19
     1428.164  8.360903E-19
     1428.486  8.363247E-19
     1428.808  8.365589E-19
     1429.131  8.367931E-19
     1429.454  8.370281E-19
     1429.776  8.372617E-19
     1430.099  8.374934E-19
     1430.421  8.377192E-19
     1430.744  8.379449E-19
     1431.067  8.381705E-19
      1431.39  8.383963E-19
     1431.713  8.386219E-19
     1432.037  8.388479E-19
      1432.36  8.390734E-19
     1432.683  8.392989E-19
     1433.006  8.395241E-19
      1433.33  8.397494E-19
     1433.653  8.399747E-19
     1433.977  8.402000E-19
       1434.3  8.404252E-19
     1434.624  8.406501E-19
     1434.948  8.408752E-19
     1435.271  8.411001E-19
