WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f555w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.020065E-19
PIVWV    r 5355.949
BANDW    r 357.1921
TPEAK    r 0.2403675
EQUVW    r 270.86
RECTW    r 1126.858
EMFLX    r 3.601905E-16
        3480.   1.712791E-6
     3480.384   1.733135E-6
     3480.768   1.753485E-6
     3481.152   1.773839E-6
     3481.536   1.794210E-6
     3481.922   1.814678E-6
     3482.307   1.835061E-6
     3482.691   1.855450E-6
     3483.077   1.875950E-6
     3483.462   1.896368E-6
     3483.846   1.916779E-6
      3484.23   1.937208E-6
     3484.615   1.957642E-6
        3485.   1.978082E-6
     3485.386   1.998632E-6
     3485.771   2.019085E-6
     3486.155   2.039557E-6
      3486.54   2.060023E-6
     3486.925   2.080509E-6
     3487.309   2.100999E-6
     3487.694   2.121508E-6
     3488.081   2.142113E-6
     3488.466   2.162621E-6
     3488.853   2.183251E-6
     3489.238   2.203786E-6
     3489.623   2.224327E-6
     3490.008   2.244875E-6
     3490.393   2.265466E-6
     3490.778   2.286063E-6
     3491.163   2.306653E-6
     3491.549   2.327261E-6
     3491.934   2.347889E-6
     3492.321   2.368617E-6
     3492.707   2.389248E-6
     3493.092   2.409898E-6
     3493.479   2.430662E-6
     3493.865   2.451327E-6
      3494.25   2.471998E-6
     3494.636   2.492674E-6
     3495.022   2.513370E-6
     3495.407   2.534073E-6
     3495.795   2.554874E-6
     3496.181   2.575604E-6
     3496.567   2.596328E-6
     3496.952   2.617060E-6
     3497.338   2.637809E-6
     3497.724   2.658564E-6
      3498.11   2.679326E-6
     3498.498   2.700199E-6
     3498.884   2.720975E-6
     3499.272   2.741858E-6
     3499.658   2.762657E-6
     3500.045   2.783465E-6
     3500.431   2.804301E-6
     3500.817   2.825145E-6
     3501.203   2.845993E-6
      3501.59   2.866860E-6
     3501.976   2.887734E-6
     3502.363   2.908607E-6
     3502.751   2.929607E-6
     3503.138   2.950518E-6
     3503.524   2.971420E-6
     3503.911   2.992342E-6
     3504.299   3.013365E-6
     3504.686   3.034304E-6
     3505.073   3.055246E-6
      3505.46   3.076198E-6
     3505.846   3.097145E-6
     3506.235   3.118227E-6
     3506.622   3.139203E-6
     3507.009   3.160199E-6
     3507.396   3.181210E-6
     3507.783   3.202213E-6
      3508.17   3.223223E-6
     3508.557   3.244254E-6
     3508.945   3.265291E-6
     3509.334   3.286448E-6
     3509.723   3.307613E-6
      3510.11   3.328682E-6
     3510.498   3.349781E-6
     3510.885   3.370887E-6
     3511.272   3.392002E-6
      3511.66   3.413126E-6
     3512.047   3.434255E-6
     3512.435   3.455383E-6
     3512.823   3.476529E-6
     3513.212   3.497799E-6
       3513.6   3.518976E-6
     3513.988   3.540159E-6
     3514.375   3.561344E-6
     3514.765   3.582642E-6
     3515.153   3.603855E-6
     3515.541   3.625076E-6
     3515.929   3.646306E-6
     3516.317   3.667540E-6
     3516.707   3.688887E-6
     3517.095   3.710149E-6
     3517.483   3.731420E-6
     3517.871   3.752699E-6
     3518.259   3.773980E-6
     3518.647   3.795265E-6
     3519.036   3.816559E-6
     3519.424   3.837880E-6
     3519.814   3.859316E-6
     3520.203   3.854271E-6
     3520.593   3.824895E-6
     3520.982   3.795672E-6
      3521.37   3.766452E-6
     3521.759   3.737202E-6
     3522.147   3.707940E-6
     3522.536   3.678661E-6
     3522.925   3.649371E-6
     3523.313   3.620068E-6
     3523.702   3.590736E-6
     3524.093   3.561265E-6
     3524.482   3.531919E-6
     3524.871   3.502562E-6
      3525.26   3.473176E-6
     3525.651   3.443651E-6
      3526.04   3.414243E-6
     3526.429   3.384840E-6
     3526.818   3.355407E-6
     3527.209   3.325818E-6
     3527.599   3.296351E-6
     3527.988   3.266890E-6
     3528.377   3.237397E-6
     3528.766   3.207912E-6
     3529.156   3.178397E-6
     3529.545   3.148853E-6
     3529.935   3.119318E-6
     3530.324   3.089751E-6
     3530.716   3.060043E-6
     3531.107   3.030304E-6
     3531.497   3.000699E-6
     3531.887   2.971082E-6
     3532.277   2.941441E-6
     3532.666   2.911810E-6
     3533.056   2.882150E-6
     3533.446   2.852473E-6
     3533.836   2.822786E-6
     3534.226   2.793091E-6
     3534.618   2.763222E-6
     3535.008   2.733509E-6
     3535.398   2.703767E-6
     3535.788   2.674014E-6
      3536.18   2.644100E-6
     3536.571   2.614305E-6
     3536.961   2.584518E-6
     3537.351   2.554704E-6
     3537.741   2.524878E-6
     3538.134   2.494893E-6
     3538.524   2.465042E-6
     3538.915   2.435180E-6
     3539.305   2.405294E-6
     3539.696   2.375398E-6
     3540.086   2.345490E-6
     3540.477   2.315565E-6
     3540.868   2.285631E-6
      3541.26   2.255540E-6
     3541.651   2.225573E-6
     3542.044   2.195444E-6
     3542.435   2.165449E-6
     3542.826   2.135442E-6
     3543.217   2.105427E-6
     3543.608   2.075383E-6
     3543.999   2.045329E-6
      3544.39   2.015286E-6
     3544.781   1.985194E-6
     3545.174   1.954960E-6
     3545.565   1.924865E-6
     3545.957   1.894741E-6
     3546.348   1.864622E-6
     3546.739   1.834473E-6
     3547.133   1.804145E-6
     3547.524   1.773979E-6
     3547.915   1.743802E-6
     3548.307   1.713593E-6
       3548.7   1.683222E-6
     3549.092   1.652992E-6
     3549.484   1.622753E-6
     3549.875   1.592504E-6
     3550.267   1.562237E-6
     3550.659   1.531963E-6
     3551.051   1.501697E-6
     3551.442   1.471397E-6
     3551.834   1.441068E-6
     3552.228   1.410597E-6
     3552.622   1.380097E-6
     3553.014   1.349756E-6
     3553.406   1.319383E-6
     3553.799   1.288980E-6
     3554.191   1.258585E-6
     3554.583   1.228180E-6
     3554.975   1.197744E-6
     3555.367   1.167295E-6
     3555.762   1.136683E-6
     3556.154   1.106211E-6
     3556.546   1.075730E-6
     3556.939   1.045218E-6
     3557.332   1.014695E-6
     3557.726   9.840098E-7
     3558.119   9.534643E-7
     3558.511   9.229074E-7
     3558.904   8.923385E-7
     3559.299   8.615878E-7
     3559.691   8.309776E-7
     3560.084   8.061580E-7
     3560.477   8.025900E-7
      3560.87   7.990206E-7
     3561.263   7.954470E-7
     3561.656   7.918741E-7
     3562.049   7.882973E-7
     3562.442   7.847178E-7
     3562.837   7.811170E-7
      3563.23   7.775363E-7
     3563.625   7.739351E-7
     3564.019   7.703527E-7
     3564.412   7.667674E-7
     3564.805   7.631807E-7
     3565.199   7.595892E-7
     3565.592   7.559974E-7
     3565.986   7.524019E-7
     3566.381   7.487884E-7
     3566.775   7.451910E-7
     3567.168   7.415925E-7
     3567.562   7.379924E-7
     3567.956   7.343888E-7
     3568.351   7.307688E-7
     3568.745   7.271633E-7
     3569.139   7.235561E-7
     3569.532   7.199469E-7
     3569.928   7.163163E-7
     3570.323   7.126931E-7
