WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f702w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.872439E-18
PIVWV    r 6917.126
BANDW    r 586.7167
TPEAK    r 0.0203246
EQUVW    r 33.77742
RECTW    r 1661.899
EMFLX    r 3.615734E-15
        1850.   5.441070E-9
      1850.33   6.809975E-9
     1850.659   8.179779E-9
     1850.989   9.556073E-9
     1851.319   1.093531E-8
      1851.65   1.231698E-8
      1851.98   1.370110E-8
      1852.31   1.508816E-8
      1852.64   1.647408E-8
     1852.971   1.786654E-8
     1853.301   1.926145E-8
     1853.631   2.065519E-8
     1853.962   2.205603E-8
     1854.292   2.345932E-8
     1854.623   2.486508E-8
     1854.954   2.627380E-8
     1855.284   2.768082E-8
     1855.615   2.909500E-8
     1855.946   3.051164E-8
     1856.276   3.192708E-8
     1856.608   3.334916E-8
     1856.939   3.477425E-8
     1857.269   3.619761E-8
     1857.602   3.763239E-8
     1857.933   3.906597E-8
     1858.264   4.049727E-8
     1858.595   4.193582E-8
     1858.927   4.337738E-8
     1859.258   4.481717E-8
     1859.589   4.626424E-8
     1859.921   4.771381E-8
     1860.252   4.733607E-8
     1860.585   4.637941E-8
     1860.917   4.542378E-8
     1861.248   4.446956E-8
      1861.58   4.351005E-8
     1861.912   4.254876E-8
     1862.243   4.158853E-8
     1862.576   4.062300E-8
     1862.908   3.965603E-8
      1863.24   3.868979E-8
     1863.573   3.771571E-8
     1863.904   3.674591E-8
     1864.237   3.577076E-8
      1864.57   3.479382E-8
     1864.901   3.381797E-8
     1865.234   3.283710E-8
     1865.567   3.185409E-8
     1865.899   3.087252E-8
     1866.232   2.988556E-8
     1866.566   2.889390E-8
     1866.898   2.790625E-8
     1867.231   2.691351E-8
     1867.564   2.591900E-8
     1867.896   2.492523E-8
      1868.23   2.392674E-8
     1868.563   2.292608E-8
     1868.895   2.192655E-8
     1869.229   2.092190E-8
     1869.562   1.991545E-8
     1869.896   1.890682E-8
      1870.23   1.927084E-8
     1870.563   2.025901E-8
     1870.896   2.124603E-8
      1871.23   2.223770E-8
     1871.564   2.323186E-8
     1871.897   2.422450E-8
     1872.231   2.522218E-8
     1872.565   2.622200E-8
     1872.899   2.722357E-8
     1873.233   2.822729E-8
     1873.566   2.922983E-8
     1873.901   3.023708E-8
     1874.235   3.124648E-8
     1874.568   3.225507E-8
     1874.903   3.326837E-8
     1875.237   3.428346E-8
     1875.572   3.530070E-8
     1875.907   3.632010E-8
     1876.241   3.734128E-8
     1876.575   3.836126E-8
      1876.91   3.938639E-8
     1877.245   4.041367E-8
     1877.579   4.143937E-8
     1877.914   4.247061E-8
     1878.249   4.350365E-8
     1878.584   4.453847E-8
     1878.919   4.557548E-8
     1879.254   4.660638E-8
     1879.589   4.764069E-8
     1879.924   4.867687E-8
      1880.26   4.862614E-8
     1880.594   4.825901E-8
      1880.93   4.789005E-8
     1881.265   4.752046E-8
     1881.601   4.715015E-8
     1881.937   4.677918E-8
     1882.272   4.640856E-8
     1882.607   4.603623E-8
     1882.943   4.566315E-8
     1883.278   4.529053E-8
     1883.614   4.491607E-8
      1883.95   4.454099E-8
     1884.286   4.416637E-8
     1884.623   4.378868E-8
     1884.959   4.341146E-8
     1885.294   4.303471E-8
     1885.631   4.265610E-8
     1885.967   4.227687E-8
     1886.303   4.189812E-8
     1886.639   4.151750E-8
     1886.976   4.113612E-8
     1887.312   4.075523E-8
     1887.648   4.037245E-8
     1887.985   3.998906E-8
     1888.322   3.960490E-8
     1888.659   3.922011E-8
     1888.995   3.883582E-8
     1889.332   3.844963E-8
     1889.669   3.806269E-8
     1890.006   3.768148E-8
     1890.343   3.763172E-8
     1890.681   3.758153E-8
     1891.017   3.753153E-8
     1891.355   3.748124E-8
     1891.692   3.743082E-8
     1892.029   3.738043E-8
     1892.366   3.732977E-8
     1892.704   3.727896E-8
     1893.041   3.722819E-8
     1893.378   3.717714E-8
     1893.716   3.712597E-8
     1894.054   3.707466E-8
     1894.392   3.702322E-8
      1894.73   3.697166E-8
     1895.067   3.692012E-8
     1895.405   3.686831E-8
     1895.744   3.681635E-8
     1896.081   3.676444E-8
     1896.419   3.671223E-8
     1896.757   3.665991E-8
     1897.096   3.660743E-8
     1897.434   3.655483E-8
     1897.772   3.650227E-8
     1898.111   3.644943E-8
     1898.449   3.639646E-8
     1898.787   3.634349E-8
     1899.126   3.629027E-8
     1899.465   3.623691E-8
     1899.802   3.618358E-8
     1900.143   3.580039E-8
     1900.482   3.496266E-8
      1900.82   3.412569E-8
     1901.159   3.328498E-8
     1901.498   3.244261E-8
     1901.836   3.160133E-8
     1902.176   3.075598E-8
     1902.515   2.990898E-8
     1902.854   2.906338E-8
     1903.194   2.821094E-8
     1903.534   2.735958E-8
     1903.872   2.650934E-8
     1904.212   2.565499E-8
     1904.552   2.479929E-8
     1904.891   2.394440E-8
      1905.23   2.308569E-8
      1905.57   2.222533E-8
     1905.909   2.136608E-8
      1906.25   2.050022E-8
      1906.59   1.963797E-8
      1906.93   1.877157E-8
      1907.27   1.790351E-8
     1907.609   1.703689E-8
      1907.95   1.616612E-8
      1908.29   1.529367E-8
     1908.631   1.441955E-8
      1908.97   1.354689E-8
     1909.312   1.266723E-8
     1909.651   1.179155E-8
     1909.992   1.091136E-8
     1910.333   1.054853E-8
     1910.673   1.019825E-8
     1911.014   9.846151E-9
     1911.355   9.493364E-9
     1911.695   9.141156E-9
     1912.036   8.787250E-9
     1912.378   8.431513E-9
     1912.718   8.077373E-9
      1913.06   7.721656E-9
     1913.401   7.365122E-9
     1913.741   7.009176E-9
     1914.083   6.651519E-9
     1914.424   6.293171E-9
     1914.765   5.935287E-9
     1915.107   5.575687E-9
     1915.448   5.215521E-9
      1915.79   4.854663E-9
     1916.132   4.493111E-9
     1916.473   4.132160E-9
     1916.815   3.769479E-9
     1917.157   3.406105E-9
     1917.498   3.043205E-9
      1917.84   2.678569E-9
     1918.182   2.313368E-9
     1918.524   1.947471E-9
     1918.867   1.581005E-9
     1919.209   1.213842E-9
     1919.551  8.471610E-10
     1919.893  4.787327E-10
     1920.236  6.566362E-10
     1920.577   1.082025E-9
      1920.92   1.509599E-9
     1921.263   1.937839E-9
     1921.605   2.366745E-9
     1921.948   2.796470E-9
     1922.291   3.226862E-9
     1922.633   3.656692E-9
     1922.976   4.088723E-9
     1923.319   4.521422E-9
     1923.661   4.953401E-9
     1924.005   5.387590E-9
     1924.348   5.822602E-9
     1924.692   6.258283E-9
     1925.035   6.694636E-9
     1925.377   7.130412E-9
     1925.721   7.568412E-9
     1926.064   8.006928E-9
     1926.407   8.445022E-9
     1926.751   8.885189E-9
     1927.095   9.326185E-9
     1927.438   9.766444E-9
     1927.782   1.021020E-8
