WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f255w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 5.735732E-16
PIVWV    r 2600.082
BANDW    r 170.8064
TPEAK    r 6.523263E-4
EQUVW    r 0.2937802
RECTW    r 450.3577
EMFLX    r 2.684156E-13
        1216.  3.204009E-23
     1216.268  3.212933E-23
     1216.535  3.221878E-23
     1216.803  3.230837E-23
     1217.071  3.239808E-23
      1217.34  3.248823E-23
     1217.608  3.257851E-23
     1217.876  3.266871E-23
     1218.145  3.275910E-23
     1218.413  3.284962E-23
     1218.681  3.294028E-23
     1218.949  3.303111E-23
     1219.218  3.312213E-23
     1219.486  3.321327E-23
     1219.755  3.330476E-23
     1220.024  3.339442E-23
     1220.293  3.346574E-23
     1220.562  3.353700E-23
     1220.831  3.360839E-23
     1221.099  3.367986E-23
     1221.368  3.375142E-23
     1221.637  3.382312E-23
     1221.906  3.389490E-23
     1222.176  3.396697E-23
     1222.445  3.403901E-23
     1222.714  3.411110E-23
     1222.984  3.418352E-23
     1223.253  3.425587E-23
     1223.522  3.432830E-23
     1223.792  3.440086E-23
     1224.061  3.447352E-23
     1224.331  3.454630E-23
     1224.601  3.461938E-23
      1224.87  3.469235E-23
      1225.14  3.476544E-23
      1225.41  3.483867E-23
      1225.68  3.491218E-23
      1225.95  3.498559E-23
      1226.22  3.505912E-23
      1226.49  3.513280E-23
      1226.76  3.520655E-23
     1227.031  3.528061E-23
     1227.301  3.535459E-23
     1227.571  3.542870E-23
     1227.842  3.550290E-23
     1228.112  3.557720E-23
     1228.383  3.565182E-23
     1228.653  3.572634E-23
     1228.924  3.580099E-23
     1229.194  3.587577E-23
     1229.466  3.595082E-23
     1229.736  3.602582E-23
     1230.007  3.610042E-23
     1230.278  3.615730E-23
     1230.549  3.621426E-23
      1230.82  3.627130E-23
     1231.091  3.632853E-23
     1231.362  3.638568E-23
     1231.634  3.644292E-23
     1231.905  3.650037E-23
     1232.177  3.655775E-23
     1232.448  3.661519E-23
     1232.719  3.667271E-23
     1232.991  3.673033E-23
     1233.262  3.678796E-23
     1233.534  3.684571E-23
     1233.806  3.690365E-23
     1234.078  3.696151E-23
      1234.35  3.701962E-23
     1234.622  3.707763E-23
     1234.894  3.713572E-23
     1235.165  3.719387E-23
     1235.437  3.725211E-23
     1235.709  3.731040E-23
     1235.981  3.736875E-23
     1236.254  3.742722E-23
     1236.526  3.748588E-23
     1236.799  3.754446E-23
     1237.072  3.760326E-23
     1237.344  3.766201E-23
     1237.616  3.772079E-23
     1237.889  3.777967E-23
     1238.161  3.783862E-23
     1238.434  3.789764E-23
     1238.707  3.795674E-23
     1238.979  3.801590E-23
     1239.253  3.807528E-23
     1239.526  3.813458E-23
     1239.799  3.819411E-23
     1240.072  3.824967E-23
     1240.345  3.829446E-23
     1240.618  3.833929E-23
     1240.891  3.838418E-23
     1241.165  3.842909E-23
     1241.438  3.847404E-23
     1241.712  3.851917E-23
     1241.985  3.856421E-23
     1242.259  3.860930E-23
     1242.533  3.865458E-23
     1242.807  3.869975E-23
      1243.08  3.874497E-23
     1243.354  3.879024E-23
     1243.628  3.883558E-23
     1243.901  3.888094E-23
     1244.176  3.892645E-23
      1244.45  3.897190E-23
     1244.724  3.901739E-23
     1244.998  3.906292E-23
     1245.273  3.910862E-23
     1245.547  3.915425E-23
     1245.821  3.919994E-23
     1246.095  3.924566E-23
      1246.37  3.929141E-23
     1246.644  3.933722E-23
     1246.919  3.938320E-23
     1247.194  3.942909E-23
     1247.468  3.947502E-23
     1247.743  3.952102E-23
     1248.018  3.956717E-23
     1248.293  3.961325E-23
     1248.568  3.965938E-23
     1248.843  3.970556E-23
     1249.119  3.975188E-23
     1249.393  3.979813E-23
     1249.669  3.984445E-23
     1249.944  3.989080E-23
     1250.219  3.992852E-23
     1250.494  3.996404E-23
      1250.77  3.999967E-23
     1251.046  4.003525E-23
     1251.321  4.007085E-23
     1251.596  4.010648E-23
     1251.873  4.014223E-23
     1252.148  4.017792E-23
     1252.424  4.021363E-23
       1252.7  4.024937E-23
     1252.976  4.028515E-23
     1253.251  4.032093E-23
     1253.528  4.035685E-23
     1253.804  4.039270E-23
      1254.08  4.042859E-23
     1254.357  4.046459E-23
     1254.633  4.050051E-23
     1254.909  4.053648E-23
     1255.186  4.057248E-23
     1255.462  4.060849E-23
     1255.738  4.064454E-23
     1256.015  4.068063E-23
     1256.292  4.071682E-23
     1256.568  4.075294E-23
     1256.846  4.078919E-23
     1257.123  4.082538E-23
     1257.399  4.086161E-23
     1257.676  4.089783E-23
     1257.953  4.093412E-23
      1258.23  4.097042E-23
     1258.507  4.100674E-23
     1258.784  4.104310E-23
     1259.062  4.107958E-23
     1259.339  4.111600E-23
     1259.617  4.115252E-23
     1259.894  4.118897E-23
     1260.172  4.121990E-23
     1260.449  4.124740E-23
     1260.727  4.127491E-23
     1261.004  4.130244E-23
     1261.282  4.132998E-23
      1261.56  4.135754E-23
     1261.838  4.138518E-23
     1262.116  4.141278E-23
     1262.395  4.144046E-23
     1262.672  4.146809E-23
      1262.95  4.149573E-23
     1263.229  4.152338E-23
     1263.507  4.155104E-23
     1263.785  4.157874E-23
     1264.063  4.160644E-23
     1264.342  4.163423E-23
      1264.62  4.166196E-23
     1264.899  4.168971E-23
     1265.178  4.171754E-23
     1265.457  4.174533E-23
     1265.735  4.177312E-23
     1266.014  4.180094E-23
     1266.293  4.182878E-23
     1266.571  4.185662E-23
     1266.851  4.188455E-23
      1267.13  4.191242E-23
     1267.409  4.194031E-23
     1267.688  4.196823E-23
     1267.968  4.199623E-23
     1268.247  4.202416E-23
     1268.526  4.205212E-23
     1268.805  4.208008E-23
     1269.085  4.210807E-23
     1269.365  4.213616E-23
     1269.644  4.216417E-23
     1269.924  4.219220E-23
     1270.203  4.221473E-23
     1270.483  4.223519E-23
     1270.763  4.225569E-23
     1271.043  4.227616E-23
     1271.323  4.229663E-23
     1271.603  4.231711E-23
     1271.884  4.233764E-23
     1272.164  4.235814E-23
     1272.444  4.237865E-23
     1272.724  4.239916E-23
     1273.004  4.241967E-23
     1273.284  4.244019E-23
     1273.565  4.246077E-23
     1273.846  4.248131E-23
     1274.126  4.250185E-23
     1274.407  4.252246E-23
     1274.688  4.254301E-23
     1274.969  4.256357E-23
     1275.249  4.258415E-23
      1275.53  4.260473E-23
     1275.811  4.262531E-23
     1276.092  4.264591E-23
     1276.374  4.266656E-23
     1276.655  4.268717E-23
     1276.936  4.270784E-23
     1277.217  4.272846E-23
     1277.499  4.274909E-23
      1277.78  4.276972E-23
     1278.061  4.279036E-23
     1278.343  4.281101E-23
     1278.624  4.283167E-23
     1278.906  4.285234E-23
     1279.188  4.287306E-23
     1279.469  4.289374E-23
