WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t nicmos,2,f187w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.495856E-20
PIVWV    r 18705.6
BANDW    r 723.4031
TPEAK    r 0.2357159
EQUVW    r 521.7516
RECTW    r 2213.477
EMFLX    r 1.010906E-16
       15002.            0.
     15002.65            0.
     15003.29            0.
     15003.93            0.
     15004.56            0.
     15005.22            0.
     15005.86            0.
      15006.5            0.
     15007.13            0.
     15007.77            0.
     15008.42            0.
     15009.06            0.
      15009.7            0.
     15010.34            0.
     15010.99   3.900096E-6
     15011.63   4.798485E-5
     15012.27   5.290957E-5
     15012.92   4.634851E-6
     15013.56            0.
     15014.18            0.
     15014.83            0.
     15015.47            0.
     15016.11            0.
     15016.76            0.
      15017.4            0.
     15018.04   3.171048E-5
     15018.69   4.020372E-5
     15019.33   4.871021E-5
     15019.97   5.720416E-5
     15020.62   3.407061E-5
     15021.26   9.516867E-6
     15021.88            0.
     15022.54            0.
     15023.19   1.746442E-5
     15023.81   3.658963E-5
     15024.46   1.846124E-5
      15025.1            0.
     15025.75            0.
     15026.39            0.
     15027.03            0.
     15027.68            0.
     15028.32            0.
     15028.96            0.
     15029.61            0.
     15030.25            0.
     15030.89            0.
     15031.52            0.
     15032.16   7.025404E-6
     15032.81   4.790414E-5
     15033.45   8.878465E-5
     15034.09   1.192582E-4
     15034.74   8.938082E-5
     15035.38   5.954734E-5
     15036.03   3.032581E-5
     15036.67   1.545780E-5
     15037.31   5.665761E-7
     15037.96            0.
     15038.59            0.
     15039.23            0.
     15039.89            0.
     15040.53            0.
     15041.16            0.
     15041.81   4.806172E-6
     15042.45            0.
     15043.09            0.
     15043.74            0.
     15044.38            0.
     15045.03            0.
     15045.67            0.
     15046.32            0.
     15046.96            0.
      15047.6            0.
     15048.23            0.
     15048.88            0.
     15049.52   3.880953E-5
     15050.17   9.391607E-5
     15050.81   1.103096E-4
     15051.45   1.267037E-4
      15052.1   1.311685E-4
     15052.74   6.960321E-5
     15053.39   8.035317E-6
     15054.03            0.
     15054.68            0.
      15055.3            0.
     15055.95            0.
     15056.59            0.
     15057.26            0.
     15057.88            0.
     15058.53            0.
     15059.17            0.
     15059.82            0.
     15060.46            0.
     15061.11            0.
     15061.75            0.
      15062.4            0.
     15063.04            0.
     15063.69            0.
     15064.33            0.
     15064.96            0.
     15065.61            0.
     15066.25            0.
      15066.9            0.
     15067.54            0.
     15068.19            0.
     15068.83            0.
     15069.48            0.
     15070.12            0.
     15070.77   1.338473E-5
     15071.41   3.734800E-5
     15072.06   5.235293E-5
     15072.69            0.
     15073.33            0.
     15073.98            0.
     15074.62            0.
     15075.27   2.542391E-5
     15075.92   1.235059E-4
     15076.56   7.648738E-5
     15077.21   7.368789E-6
     15077.85            0.
      15078.5            0.
     15079.14   1.152623E-5
     15079.77   6.044313E-5
     15080.43   6.476018E-5
     15081.08   4.485235E-5
     15081.73   2.497376E-5
     15082.36   1.578370E-5
       15083.   1.438471E-5
     15083.65   1.298777E-5
     15084.29   1.048552E-5
     15084.94   6.647325E-6
     15085.58   2.814769E-6
     15086.23            0.
     15086.88            0.
     15087.52            0.
     15088.17            0.
     15088.82            0.
     15089.45            0.
     15090.09   1.262588E-5
     15090.74   1.766505E-5
     15091.38   2.270444E-5
     15092.03   2.709479E-5
     15092.68   1.828342E-5
     15093.32   9.458317E-6
     15093.97   6.328397E-7
     15094.62            0.
     15095.26            0.
     15095.91            0.
     15096.54            0.
     15097.18            0.
     15097.83   7.321061E-5
     15098.49   5.573413E-5
     15099.12   6.270698E-6
     15099.77            0.
     15100.42            0.
     15101.06            0.
     15101.71            0.
     15102.36            0.
       15103.            0.
     15103.65            0.
      15104.3            0.
     15104.94            0.
     15105.59   1.882587E-5
     15106.22   3.639614E-5
     15106.87   6.741505E-7
     15107.51            0.
     15108.16            0.
     15108.81            0.
     15109.46            0.
      15110.1            0.
     15110.75            0.
      15111.4            0.
     15112.04            0.
     15112.69            0.
     15113.34            0.
     15113.97   2.981572E-5
     15114.62   1.632594E-5
     15115.26            0.
     15115.91            0.
     15116.56            0.
     15117.21            0.
     15117.85            0.
      15118.5            0.
     15119.15            0.
     15119.79            0.
     15120.44            0.
     15121.07            0.
     15121.74            0.
     15122.38            0.
     15123.03            0.
     15123.66            0.
     15124.31            0.
     15124.96            0.
     15125.61            0.
     15126.25            0.
      15126.9            0.
     15127.55            0.
      15128.2   2.229852E-5
     15128.84   4.102680E-5
     15129.49   5.972819E-5
     15130.14   5.679070E-5
     15130.77            0.
     15131.42            0.
     15132.07            0.
     15132.71            0.
     15133.36            0.
     15134.01   1.431503E-5
     15134.66            0.
     15135.31            0.
     15135.96            0.
      15136.6            0.
     15137.25            0.
     15137.88            0.
     15138.53            0.
      15139.2            0.
     15139.84            0.
     15140.48            0.
     15141.13   4.677176E-7
     15141.77   1.031663E-4
     15142.42   9.871517E-5
     15143.07   3.671443E-5
     15143.72            0.
     15144.37            0.
     15145.02            0.
     15145.66            0.
     15146.31            0.
     15146.96            0.
     15147.59            0.
     15148.24   1.244934E-5
     15148.89   1.400775E-5
     15149.54   1.556393E-5
     15150.19   3.453452E-5
     15150.84   9.641118E-5
     15151.49   1.581992E-4
     15152.13   1.909971E-4
     15152.78   1.121418E-4
     15153.43   3.339946E-5
     15154.08            0.
     15154.73   2.408566E-5
     15155.36   7.588520E-5
     15156.01   1.282625E-4
     15156.68   1.390775E-4
     15157.33   1.496079E-4
     15157.96   1.598852E-4
     15158.61   1.300299E-4
     15159.26   9.742843E-5
     15159.91   6.477543E-5
     15160.55   4.790379E-5
      15161.2   3.372651E-5
     15161.85   1.956954E-5
      15162.5   2.312911E-5
     15163.15   3.190034E-5
      15163.8   4.067217E-5
     15164.45   3.653211E-6
     15165.08            0.
     15165.73            0.
     15166.38            0.
     15167.03            0.
     15167.68            0.
     15168.33            0.
     15168.98            0.
     15169.63            0.
     15170.28            0.
     15170.93            0.
     15171.58            0.
     15172.21   1.327396E-6
     15172.86            0.
     15173.51            0.
     15174.18            0.
     15174.81            0.
     15175.46            0.
     15176.11   1.356496E-5
     15176.76   2.402601E-5
     15177.41   3.447208E-5
     15178.06   4.363833E-5
     15178.71   3.995385E-5
     15179.34   3.635777E-5
     15180.01   3.220240E-5
     15180.66   6.737142E-7
     15181.31            0.
     15181.94            0.
     15182.59            0.
     15183.24            0.
     15183.89   2.323073E-5
     15184.54   2.371288E-5
     15185.19   1.833616E-5
     15185.84   1.295905E-5
     15186.49   2.458075E-5
     15187.14   4.157869E-5
     15187.79   5.857785E-5
     15188.45   1.036682E-5
     15189.08            0.
     15189.73            0.
     15190.38            0.
     15191.03            0.
     15191.68            0.
     15192.33            0.
     15192.98            0.
     15193.63            0.
     15194.28            0.
