WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,nuvmama,f25srf2
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 5.838036E-18
PIVWV    r 2306.378
BANDW    r 481.6373
TPEAK    r 0.02686201
EQUVW    r 31.92801
RECTW    r 1188.593
EMFLX    r 6.958812E-15
        1150.   7.603052E-9
     1150.259   7.919988E-9
     1150.519   8.257629E-9
     1150.779   8.602447E-9
     1151.038   8.954278E-9
     1151.299   9.314078E-9
     1151.558   9.680233E-9
     1151.818   1.005235E-8
     1152.078   1.043254E-8
     1152.338   1.081994E-8
     1152.598   1.121438E-8
     1152.858   1.161604E-8
     1153.118   1.202474E-8
     1153.378   1.244068E-8
     1153.639   1.286468E-8
     1153.899   1.329473E-8
      1154.16   1.373225E-8
      1154.42   1.417662E-8
     1154.681   1.462825E-8
     1154.941   1.508718E-8
     1155.202   1.555316E-8
     1155.462   1.602622E-8
     1155.723   1.650650E-8
     1155.984   1.699384E-8
     1156.245   1.748848E-8
     1156.506   1.799045E-8
     1156.767   1.849950E-8
     1157.028   1.901564E-8
     1157.289   1.953912E-8
      1157.55   2.006969E-8
     1157.811   2.060761E-8
     1158.072   2.115263E-8
     1158.334   2.170631E-8
     1158.596   2.226608E-8
     1158.857   2.283270E-8
     1159.119   2.340698E-8
      1159.38   2.398810E-8
     1159.642   2.457688E-8
     1159.903   2.517153E-8
     1160.165   2.596744E-8
     1160.427   2.688988E-8
     1160.689   2.782965E-8
     1160.951   2.878228E-8
     1161.213   2.974950E-8
     1161.475   3.073132E-8
     1161.737   3.172866E-8
     1161.999   3.274016E-8
     1162.261   3.376674E-8
     1162.524   3.480844E-8
     1162.786   3.586477E-8
     1163.049   3.693825E-8
     1163.311   3.802187E-8
     1163.573   3.912314E-8
     1163.836   4.023909E-8
     1164.099   4.136971E-8
     1164.361   4.251552E-8
     1164.624   4.367594E-8
     1164.887   4.485154E-8
      1165.15   4.604238E-8
     1165.413   4.725073E-8
     1165.676   4.847102E-8
     1165.939   4.970658E-8
     1166.202   5.095687E-8
     1166.465   5.222246E-8
     1166.729   5.350278E-8
     1166.992   5.479845E-8
     1167.255   5.610886E-8
     1167.519   5.743463E-8
     1167.782   5.877518E-8
     1168.046   6.013111E-8
     1168.309   6.150182E-8
     1168.573   6.288794E-8
     1168.837   6.428885E-8
       1169.1   6.570517E-8
     1169.364   6.713616E-8
     1169.628   6.858265E-8
     1169.892   7.004397E-8
     1170.157   7.209663E-8
     1170.421   7.454332E-8
     1170.685   7.703516E-8
     1170.949   7.956469E-8
     1171.213   8.212243E-8
     1171.477   8.472263E-8
     1171.741   8.735942E-8
     1172.006   9.003163E-8
      1172.27   9.273926E-8
     1172.535   9.548997E-8
       1172.8   9.827112E-8
     1173.064   1.010878E-7
     1173.329   1.039399E-7
     1173.594   1.068288E-7
     1173.859   1.097544E-7
     1174.124   1.127155E-7
     1174.389   1.157122E-7
     1174.654   1.187458E-7
     1174.919   1.218165E-7
     1175.184   1.249227E-7
     1175.449   1.280646E-7
     1175.714   1.312435E-7
     1175.979   1.344581E-7
     1176.245   1.377099E-7
      1176.51   1.409988E-7
     1176.776   1.443220E-7
     1177.041   1.476839E-7
     1177.308   1.510895E-7
     1177.573   1.545230E-7
     1177.839   1.579939E-7
     1178.105   1.615005E-7
     1178.371   1.650443E-7
     1178.637   1.686255E-7
     1178.902   1.722409E-7
     1179.169   1.758956E-7
     1179.434   1.795758E-7
       1179.7   1.833021E-7
     1179.967   1.870808E-7
     1180.233   1.926661E-7
       1180.5   1.985708E-7
     1180.766   2.045452E-7
     1181.032   2.105810E-7
     1181.299   2.166866E-7
     1181.565   2.228535E-7
     1181.832   2.290904E-7
     1182.099   2.354062E-7
     1182.366   2.417719E-7
     1182.633   2.482020E-7
     1182.899   2.546842E-7
     1183.166   2.612485E-7
     1183.433   2.678772E-7
       1183.7   2.745735E-7
     1183.967   2.813343E-7
     1184.234   2.881627E-7
     1184.502   2.950556E-7
      1184.77   3.020323E-7
     1185.037   3.090578E-7
     1185.304   3.161479E-7
     1185.572   3.233092E-7
     1185.839   3.305320E-7
     1186.107   3.378227E-7
     1186.375   3.451816E-7
     1186.642   3.526052E-7
      1186.91   3.600971E-7
     1187.178   3.676539E-7
     1187.446   3.752752E-7
     1187.714   3.829649E-7
     1187.982   3.907229E-7
      1188.25   3.985459E-7
     1188.518   4.064376E-7
     1188.786   4.143943E-7
     1189.054   4.224160E-7
     1189.323   4.305065E-7
     1189.592   4.386845E-7
      1189.86   4.469258E-7
     1190.129   4.577078E-7
     1190.397   4.713358E-7
     1190.666   4.850907E-7
     1190.935   4.989789E-7
     1191.203   5.129688E-7
     1191.472   5.271174E-7
      1191.74   5.413933E-7
      1192.01   5.558357E-7
     1192.279   5.703792E-7
     1192.548   5.850503E-7
     1192.817   5.998554E-7
     1193.086   6.147881E-7
     1193.355   6.298484E-7
     1193.625   6.450433E-7
     1193.894   6.603726E-7
     1194.164   6.758298E-7
     1194.433   6.914148E-7
     1194.703   7.071346E-7
     1194.972   7.229897E-7
     1195.242   7.389727E-7
     1195.511   7.550837E-7
     1195.781   7.713301E-7
     1196.051   7.877047E-7
     1196.321   8.042149E-7
     1196.591   8.208606E-7
     1196.862   8.376726E-7
     1197.132   8.545830E-7
     1197.402   8.716218E-7
     1197.672   8.887891E-7
     1197.942   9.060929E-7
     1198.213   9.235329E-7
     1198.483   9.411017E-7
     1198.753   9.587991E-7
     1199.024   9.766334E-7
     1199.295   9.946048E-7
     1199.565   1.012705E-6
     1199.836   1.030881E-6
     1200.107   1.053498E-6
     1200.377   1.082707E-6
     1200.648   1.112097E-6
     1200.919   1.141669E-6
      1201.19   1.171437E-6
     1201.461   1.201399E-6
     1201.733   1.231612E-6
     1202.004   1.261939E-6
     1202.275   1.292462E-6
     1202.547   1.323182E-6
     1202.818   1.354083E-6
     1203.089   1.385097E-6
      1203.36   1.416377E-6
     1203.632   1.447854E-6
     1203.904   1.479513E-6
     1204.176   1.511428E-6
     1204.448   1.543468E-6
     1204.719   1.575705E-6
     1204.991   1.608125E-6
     1205.263   1.640729E-6
     1205.535   1.673530E-6
     1205.807   1.706530E-6
     1206.079   1.739712E-6
     1206.351   1.773093E-6
     1206.624   1.806658E-6
     1206.896   1.840406E-6
     1207.168   1.874352E-6
     1207.441   1.908498E-6
     1207.713   1.942828E-6
     1207.986   1.977342E-6
     1208.258   2.012055E-6
     1208.531   2.046968E-6
     1208.804   2.082065E-6
     1209.077   2.117442E-6
      1209.35   2.152923E-6
     1209.623   2.188606E-6
     1209.896   2.224487E-6
     1210.169   2.276766E-6
     1210.442   2.339453E-6
     1210.715   2.402532E-6
     1210.988   2.465978E-6
     1211.261   2.529816E-6
     1211.535   2.594020E-6
     1211.808   2.658589E-6
     1212.082   2.723553E-6
     1212.355   2.788912E-6
     1212.629   2.854637E-6
     1212.902   2.920758E-6
     1213.176   2.987245E-6
      1213.45   3.054128E-6
     1213.724   3.121379E-6
     1213.998   3.189178E-6
     1214.272   3.257192E-6
     1214.546   3.325605E-6
     1214.819   3.394201E-6
     1215.094   3.463378E-6
     1215.368   3.532922E-6
     1215.642   3.602866E-6
     1215.916   3.673177E-6
     1216.191   3.743889E-6
     1216.466   3.815158E-6
      1216.74   3.886607E-6
     1217.015   3.958488E-6
      1217.29   4.030706E-6
     1217.564   4.103358E-6
     1217.839   4.176346E-6
     1218.114   4.249769E-6
     1218.389   4.323529E-6
     1218.664   4.397724E-6
     1218.939   4.472256E-6
     1219.214   4.547224E-6
     1219.489   4.622530E-6
     1219.764   4.698273E-6
     1220.039   4.782347E-6
     1220.315   4.914652E-6
      1220.59   5.047740E-6
     1220.865   5.181538E-6
     1221.141   5.316105E-6
     1221.417   5.451744E-6
     1221.693   5.587793E-6
     1221.968   5.724554E-6
     1222.244   5.862086E-6
      1222.52   6.000330E-6
     1222.796   6.139348E-6
     1223.072   6.279137E-6
     1223.347   6.419268E-6
     1223.623   6.560545E-6
       1223.9   6.702849E-6
     1224.176   6.845617E-6
     1224.452   6.989100E-6
     1224.729   7.133294E-6
     1225.005   7.278267E-6
     1225.281   7.424019E-6
     1225.558   7.570486E-6
     1225.834   7.717667E-6
     1226.111   7.865630E-6
     1226.388   8.014703E-6
     1226.665   8.164166E-6
     1226.941   8.314013E-6
     1227.218   8.464973E-6
     1227.495   8.616717E-6
     1227.772   8.769179E-6
     1228.049   8.922426E-6
     1228.326   9.076394E-6
     1228.604   9.231145E-6
     1228.881   9.386960E-6
     1229.159   9.543220E-6
     1229.436   9.700202E-6
     1229.714   9.857969E-6
     1229.991   1.001652E-5
     1230.269   1.028921E-5
     1230.546   1.056710E-5
     1230.824   1.084644E-5
     1231.102   1.112709E-5
     1231.379   1.140920E-5
     1231.657   1.169264E-5
     1231.935   1.197752E-5
     1232.213   1.226374E-5
     1232.491   1.255141E-5
     1232.769   1.284040E-5
     1233.047   1.313086E-5
     1233.326   1.342277E-5
     1233.604   1.371601E-5
     1233.882   1.401059E-5
     1234.161   1.430727E-5
      1234.44   1.460477E-5
     1234.719   1.490360E-5
     1234.997   1.520377E-5
     1235.276   1.550540E-5
     1235.554   1.580770E-5
     1235.833   1.611214E-5
     1236.112   1.641804E-5
     1236.391   1.672595E-5
      1236.67   1.703466E-5
     1236.949   1.734471E-5
     1237.229   1.765624E-5
     1237.508   1.796911E-5
     1237.787   1.828331E-5
     1238.066   1.859899E-5
     1238.346   1.891615E-5
     1238.625   1.923465E-5
     1238.905   1.955464E-5
     1239.184   1.987597E-5
     1239.464   2.019878E-5
     1239.743   2.052293E-5
     1240.023   2.086895E-5
     1240.303   2.144083E-5
     1240.583   2.201551E-5
     1240.863   2.259261E-5
     1241.143   2.317238E-5
     1241.424   2.375611E-5
     1241.704   2.434099E-5
     1241.984   2.492831E-5
     1242.264   2.551831E-5
     1242.545   2.611100E-5
     1242.825   2.670612E-5
     1243.105   2.730367E-5
     1243.386   2.790393E-5
     1243.666   2.850661E-5
     1243.946   2.911066E-5
     1244.228   2.972006E-5
     1244.509   3.033058E-5
     1244.789   3.094380E-5
      1245.07   3.155945E-5
     1245.351   3.217756E-5
     1245.632   3.279838E-5
     1245.913   3.342191E-5
     1246.194   3.404788E-5
     1246.476   3.467793E-5
     1246.758   3.530935E-5
     1247.039   3.594294E-5
      1247.32   3.657953E-5
     1247.602   3.721829E-5
     1247.883   3.785839E-5
     1248.164   3.850262E-5
     1248.446   3.914928E-5
     1248.728   3.979869E-5
     1249.009   4.045054E-5
     1249.292   4.110684E-5
     1249.574   4.176390E-5
     1249.856   4.242372E-5
     1250.138   4.310212E-5
      1250.42   4.379949E-5
     1250.702   4.449935E-5
     1250.984   4.520200E-5
     1251.267   4.590743E-5
     1251.549   4.661533E-5
     1251.831   4.732573E-5
     1252.114   4.803890E-5
     1252.396   4.875486E-5
     1252.679   4.947330E-5
     1252.962   5.019455E-5
     1253.245   5.091828E-5
     1253.527   5.164481E-5
      1253.81   5.237382E-5
     1254.093   5.310564E-5
     1254.377   5.384185E-5
      1254.66   5.457897E-5
     1254.943   5.531859E-5
     1255.226   5.606103E-5
     1255.509   5.680594E-5
     1255.793   5.755368E-5
     1256.076   5.830392E-5
     1256.359   5.905697E-5
     1256.643   5.981286E-5
     1256.927   6.057123E-5
      1257.21   6.133212E-5
     1257.494   6.209583E-5
     1257.778   6.286236E-5
     1258.062   6.363144E-5
     1258.345   6.440331E-5
     1258.629   6.517771E-5
     1258.913   6.595459E-5
     1259.198   6.673468E-5
     1259.482   6.751894E-5
     1259.766   6.830406E-5
      1260.05   6.838518E-5
     1260.334   6.516257E-5
     1260.619   6.192923E-5
     1260.903   5.868111E-5
     1261.188   5.542095E-5
     1261.472   5.214876E-5
     1261.757   4.886313E-5
     1262.042   4.555694E-5
     1262.327   4.224577E-5
     1262.612   3.892111E-5
     1262.897   3.558438E-5
     1263.182   3.223560E-5
     1263.467   2.887331E-5
     1263.752   2.549749E-5
     1264.037   2.210960E-5
     1264.323   1.870816E-5
     1264.608   1.529462E-5
     1264.893   1.186752E-5
     1265.179   1.106695E-5
     1265.464   1.184186E-5
      1265.75   1.261941E-5
     1266.035   1.339993E-5
     1266.321   1.418309E-5
     1266.607   1.496923E-5
     1266.893   1.575802E-5
     1267.179   1.655182E-5
     1267.465   1.734658E-5
     1267.751   1.814399E-5
     1268.037   1.894405E-5
     1268.323   1.974710E-5
      1268.61   2.055315E-5
     1268.895   2.135978E-5
     1269.182   2.217147E-5
     1269.468   2.298582E-5
     1269.755   2.380492E-5
     1270.042   2.495364E-5
     1270.328   2.804103E-5
     1270.615   3.114078E-5
     1270.902   3.425034E-5
     1271.188   3.736971E-5
     1271.475   4.050022E-5
     1271.762   4.364056E-5
     1272.049   4.679205E-5
     1272.337   4.996146E-5
     1272.623   5.312723E-5
      1272.91   5.630958E-5
     1273.198   5.950312E-5
     1273.485   6.270787E-5
     1273.772   6.592248E-5
      1274.06   6.914829E-5
     1274.347   7.238398E-5
     1274.635   7.562953E-5
     1274.923   7.889464E-5
     1275.211   9.406165E-5
     1275.499   1.136317E-4
     1275.786   1.332545E-4
     1276.074   1.529548E-4
     1276.362   1.727161E-4
      1276.65   1.925385E-4
     1276.938   2.124303E-4
     1277.227   2.323916E-4
     1277.515   2.524140E-4
     1277.803   2.724976E-4
     1278.091   2.926508E-4
      1278.38   3.128737E-4
     1278.668   3.331579E-4
     1278.957   3.535118E-4
     1279.245   3.739271E-4
     1279.534   3.944122E-4
     1279.823   4.149587E-4
     1280.112   4.455062E-4
     1280.401   4.916420E-4
      1280.69   5.379294E-4
     1280.979   5.843695E-4
     1281.267   6.308246E-4
     1281.557   6.776491E-4
     1281.846   7.243896E-4
     1282.135   7.714020E-4
     1282.424   8.185475E-4
     1282.714   8.659663E-4
     1283.004   9.133992E-4
     1283.293   9.609653E-4
     1283.583   0.001008705
     1283.873   0.001056579
     1284.162   0.001104587
     1284.452   0.001152748
     1284.742   0.001201044
     1285.032   0.001250612
     1285.322    0.00130942
     1285.612    0.00136839
     1285.902   0.001427524
     1286.192   0.001486846
     1286.482   0.001546357
     1286.773   0.001606031
     1287.063   0.001665894
     1287.354   0.001725921
     1287.644   0.001786137
     1287.935   0.001846669
     1288.226   0.001907238
     1288.517   0.001967972
     1288.807   0.002028894
     1289.098   0.002089981
     1289.389   0.002151258
      1289.68   0.002212724
     1289.971   0.002274344
     1290.261   0.002325961
     1290.553   0.002376839
     1290.844   0.002427717
     1291.136   0.002478766
     1291.427   0.002529923
     1291.719   0.002581251
      1292.01   0.002632687
     1292.302   0.002684294
     1292.593   0.002736031
     1292.885   0.002787896
     1293.177   0.002840043
     1293.469   0.002892211
     1293.761   0.002944507
     1294.053   0.002996933
     1294.344   0.003049399
     1294.636   0.003102105
     1294.928   0.003154962
     1295.221   0.003195334
     1295.513   0.003231715
     1295.805   0.003268168
     1296.099   0.003304826
     1296.391   0.003341479
     1296.683   0.003378217
     1296.976   0.003415055
     1297.269   0.003451995
     1297.562    0.00348902
     1297.854   0.003526131
     1298.147   0.003563357
      1298.44   0.003600653
     1298.733   0.003638051
     1299.026    0.00367555
     1299.319   0.003713149
     1299.613   0.003750835
     1299.906   0.003788598
     1300.199   0.003817181
     1300.492   0.003841409
     1300.786   0.003865696
     1301.079   0.003890043
     1301.374     0.0039145
     1301.667   0.003938954
     1301.961   0.003963459
     1302.255   0.003988023
     1302.549   0.004012635
     1302.843   0.004037308
     1303.137    0.00406203
      1303.43   0.004086749
     1303.725   0.004111652
     1304.019   0.004136542
     1304.313   0.004161481
     1304.608   0.004186481
     1304.902   0.004211539
     1305.197   0.004232306
     1305.491   0.004250954
     1305.786   0.004269634
      1306.08   0.004288355
     1306.375   0.004307119
      1306.67   0.004325915
     1306.965   0.004344791
      1307.26   0.004363614
     1307.555   0.004382526
      1307.85   0.004401471
     1308.145   0.004420449
      1308.44   0.004439476
     1308.735    0.00445853
     1309.031    0.00447768
     1309.327   0.004496807
     1309.622   0.004515984
     1309.918   0.004535184
     1310.213   0.004551346
     1310.509   0.004566335
     1310.805   0.004581352
       1311.1   0.004596392
     1311.396   0.004611462
     1311.692   0.004626554
     1311.988   0.004641669
     1312.284    0.00465682
      1312.58   0.004671993
     1312.877   0.004687189
     1313.173   0.004702414
     1313.469   0.004717663
     1313.766   0.004732947
     1314.062   0.004748249
     1314.359   0.004763617
     1314.656   0.004778976
     1314.953   0.004794358
     1315.249    0.00480703
     1315.546   0.004819196
     1315.843   0.004831382
     1316.139   0.004843559
     1316.436   0.004855781
     1316.733   0.004868017
      1317.03   0.004880274
     1317.328   0.004892583
     1317.625   0.004904876
     1317.923   0.004917188
      1318.22   0.004929518
     1318.518   0.004941867
     1318.815   0.004954233
     1319.113   0.004966618
     1319.411   0.004979024
     1319.708   0.004991445
     1320.006   0.005003805
     1320.304   0.005013957
     1320.602   0.005024093
       1320.9   0.005034239
     1321.198     0.0050444
     1321.496    0.00505457
     1321.794   0.005064755
     1322.093   0.005074954
     1322.391   0.005085163
      1322.69   0.005095408
     1322.988   0.005105642
     1323.287   0.005115889
     1323.586   0.005126147
     1323.884   0.005136419
     1324.183     0.0051467
     1324.482   0.005156996
     1324.781   0.005167303
      1325.08   0.005177287
     1325.379   0.005186353
     1325.678   0.005195427
     1325.977   0.005204506
     1326.276   0.005213602
     1326.575     0.0052227
     1326.875   0.005231813
     1327.174   0.005240931
     1327.474   0.005250062
     1327.773     0.0052592
     1328.073   0.005268369
     1328.373   0.005277525
     1328.673   0.005286695
     1328.973   0.005295869
     1329.273   0.005305056
     1329.572   0.005314227
     1329.872   0.005323432
     1330.172     0.0053322
     1330.473   0.005340679
     1330.773   0.005349138
     1331.073   0.005357611
     1331.374   0.005366086
     1331.674    0.00537457
     1331.975   0.005383064
     1332.275   0.005391562
     1332.576    0.00540007
     1332.877   0.005408584
     1333.177   0.005417107
     1333.478   0.005425639
     1333.779   0.005434177
      1334.08    0.00544272
     1334.381   0.005451278
     1334.682   0.005459835
     1334.983   0.005468403
     1335.285   0.005476577
     1335.586   0.005484734
     1335.888   0.005492916
      1336.19   0.005501082
     1336.491   0.005509258
     1336.793   0.005517441
     1337.094   0.005525629
     1337.396   0.005533826
     1337.698   0.005542027
        1338.   0.005550235
     1338.301   0.005558431
     1338.603   0.005566652
     1338.905   0.005574883
     1339.208   0.005583139
      1339.51   0.005591379
     1339.812   0.005599627
     1340.115    0.00560775
     1340.417   0.005615707
     1340.719   0.005623657
     1341.022   0.005631616
     1341.325   0.005639579
     1341.628   0.005647565
     1341.931    0.00565554
     1342.234   0.005663523
     1342.536    0.00567149
     1342.839   0.005679484
     1343.142   0.005687482
     1343.445   0.005695489
     1343.748   0.005703503
     1344.051   0.005711521
     1344.354   0.005719543
     1344.659   0.005727594
     1344.962   0.005735632
     1345.266   0.005743627
     1345.569   0.005751624
     1345.873   0.005759628
     1346.177   0.005767637
      1346.48   0.005775651
     1346.784   0.005783671
     1347.088   0.005791699
     1347.392   0.005799732
     1347.696   0.005807772
        1348.   0.005815817
     1348.304   0.005823867
     1348.609   0.005831924
     1348.913   0.005839988
     1349.217   0.005848058
     1349.522   0.005856133
     1349.826   0.005864217
     1350.132   0.005872201
     1350.436    0.00588005
     1350.741   0.005887891
     1351.046   0.005895739
      1351.35   0.005903576
     1351.655   0.005911436
     1351.961   0.005919318
     1352.265    0.00592717
     1352.571   0.005935066
     1352.876   0.005942952
     1353.181   0.005950839
     1353.487   0.005958733
     1353.792   0.005966632
     1354.098    0.00597454
     1354.403   0.005982451
     1354.709   0.005990367
     1355.015   0.005998288
      1355.32   0.006006145
     1355.627   0.006014025
     1355.932   0.006021875
     1356.238   0.006029749
     1356.544   0.006037628
      1356.85   0.006045511
     1357.156   0.006053404
     1357.463   0.006061298
     1357.769     0.0060692
     1358.076   0.006077128
     1358.382    0.00608504
     1358.689   0.006092958
     1358.996   0.006100886
     1359.302   0.006108813
     1359.609    0.00611675
     1359.916   0.006124691
     1360.223   0.006132509
      1360.53   0.006140294
     1360.837   0.006148078
     1361.144   0.006155866
     1361.451   0.006163661
     1361.758   0.006171463
     1362.065   0.006179269
     1362.373   0.006187083
      1362.68   0.006194901
     1362.988   0.006202725
     1363.295   0.006210552
     1363.604   0.006218407
     1363.911   0.006226244
     1364.219   0.006234091
     1364.527   0.006241942
     1364.834   0.006249778
     1365.142   0.006257618
     1365.451   0.006265458
     1365.758   0.006273264
     1366.066   0.006281093
     1366.375   0.006288932
     1366.684   0.006296793
     1366.992   0.006304638
     1367.301    0.00631249
     1367.609   0.006320346
     1367.918   0.006328212
     1368.226   0.006336079
     1368.535   0.006343956
     1368.844   0.006351832
     1369.153   0.006359718
     1369.462   0.006367608
     1369.771   0.006375502
      1370.08   0.006383355
     1370.389   0.006391085
     1370.698   0.006398817
     1371.008   0.006406554
     1371.317   0.006414298
     1371.627   0.006422047
     1371.936   0.006429798
     1372.246   0.006437575
     1372.556   0.006445338
     1372.866   0.006453107
     1373.176   0.006460881
     1373.485   0.006468662
     1373.795   0.006476446
     1374.105   0.006484235
     1374.415   0.006492029
     1374.726   0.006499831
     1375.036    0.00650763
     1375.346   0.006515394
     1375.656   0.006523165
     1375.967   0.006530939
     1376.277   0.006538717
     1376.588   0.006546502
     1376.899   0.006554292
     1377.209   0.006562085
      1377.52   0.006569885
     1377.832   0.006577711
     1378.142   0.006585503
     1378.453   0.006593317
     1378.765   0.006601159
     1379.075   0.006608964
     1379.386   0.006616798
     1379.697   0.006624632
     1380.009    0.00663246
     1380.321   0.006640143
     1380.632   0.006647806
     1380.944   0.006655471
     1381.256   0.006663143
     1381.567   0.006670819
     1381.879   0.006678501
     1382.191   0.006686188
     1382.503   0.006693878
     1382.815   0.006701573
     1383.127   0.006709276
     1383.439    0.00671698
     1383.751   0.006724693
     1384.063   0.006732409
     1384.376   0.006740129
     1384.688   0.006747857
        1385.    0.00675559
     1385.313   0.006763277
     1385.626   0.006770971
     1385.939   0.006778689
     1386.252   0.006786392
     1386.565     0.0067941
     1386.878   0.006801816
      1387.19   0.006809533
     1387.504   0.006817258
     1387.817   0.006824986
     1388.129     0.0068327
     1388.442   0.006840438
     1388.755    0.00684818
      1389.07   0.006855949
     1389.383   0.006863703
     1389.697    0.00687146
      1390.01   0.006879196
     1390.324   0.006886784
     1390.638   0.006894354
     1390.951   0.006901928
     1391.265   0.006909509
      1391.58   0.006917112
     1391.893   0.006924683
     1392.207   0.006932278
     1392.522   0.006939895
     1392.836   0.006947481
      1393.15    0.00695509
     1393.464   0.006962704
     1393.779   0.006970323
     1394.093   0.006977944
     1394.408   0.006985572
     1394.723   0.006993224
     1395.038   0.007000857
     1395.353   0.007008448
     1395.668   0.007016046
     1395.983   0.007023648
     1396.298   0.007031252
     1396.613   0.007038866
     1396.928   0.007046478
     1397.243   0.007054103
     1397.559   0.007061728
     1397.874   0.007069356
     1398.189   0.007076989
     1398.505   0.007084631
      1398.82   0.007092275
     1399.136   0.007099925
     1399.452   0.007107578
     1399.768   0.007115238
     1400.083    0.00712283
       1400.4   0.007130293
     1400.716   0.007137734
     1401.032   0.007145179
     1401.348   0.007152629
     1401.665   0.007160086
      1401.98   0.007167523
     1402.297   0.007174989
     1402.613   0.007182456
      1402.93   0.007189949
     1403.247   0.007197426
     1403.563   0.007204907
      1403.88   0.007212394
     1404.197   0.007219885
     1404.514   0.007227379
     1404.831   0.007234881
     1405.148   0.007242363
     1405.465   0.007249821
     1405.782   0.007257286
     1406.099   0.007264755
     1406.417   0.007272247
     1406.734   0.007279705
     1407.051   0.007287188
     1407.369   0.007294675
     1407.686   0.007302165
     1408.004   0.007309665
     1408.322   0.007317161
      1408.64   0.007324685
     1408.958   0.007332194
     1409.276    0.00733971
     1409.594   0.007347228
     1409.912   0.007354734
      1410.23   0.007362107
     1410.549   0.007369406
     1410.867   0.007376706
     1411.185   0.007384012
     1411.504   0.007391325
     1411.822   0.007398639
     1412.141   0.007405959
      1412.46   0.007413283
     1412.778   0.007420611
     1413.097   0.007427942
     1413.416   0.007435279
     1413.735    0.00744262
     1414.054   0.007449967
     1414.373   0.007457317
     1414.693   0.007464686
     1415.012   0.007472045
     1415.331   0.007479356
     1415.651   0.007486675
     1415.969   0.007493978
     1416.289   0.007501303
     1416.609   0.007508634
     1416.928    0.00751597
     1417.248   0.007523307
     1417.568   0.007530652
     1417.889   0.007538017
     1418.208   0.007545368
     1418.528   0.007552722
     1418.849   0.007560085
     1419.169    0.00756745
     1419.489   0.007574818
     1419.809   0.007582191
      1420.13   0.007589451
      1420.45   0.007596594
     1420.771   0.007603728
     1421.091   0.007610864
     1421.412   0.007618005
     1421.733   0.007625152
     1422.054   0.007632301
     1422.375   0.007639454
     1422.695   0.007646612
     1423.016   0.007653772
     1423.338   0.007660937
      1423.66   0.007668125
     1423.981     0.0076753
     1424.302   0.007682477
     1424.624   0.007689659
     1424.945   0.007696843
     1425.267   0.007703994
     1425.588   0.007711138
     1425.909   0.007718268
     1426.232    0.00772544
     1426.553   0.007732595
     1426.875   0.007739755
     1427.197    0.00774692
     1427.519   0.007754089
     1427.842   0.007761261
     1428.164   0.007768436
     1428.486   0.007775618
     1428.808   0.007782802
     1429.131    0.00778999
     1429.454   0.007797203
     1429.776   0.007804382
     1430.099    0.00781149
     1430.421    0.00781843
     1430.744   0.007825367
     1431.067   0.007832303
      1431.39   0.007839249
     1431.713   0.007846194
     1432.037   0.007853162
      1432.36   0.007860115
     1432.683   0.007867076
     1433.006   0.007874037
      1433.33   0.007881001
     1433.653   0.007887973
     1433.977   0.007894946
       1434.3   0.007901923
     1434.624   0.007908904
     1434.948   0.007915889
     1435.271   0.007922838
     1435.595   0.007929778
     1435.919   0.007936724
     1436.243   0.007943675
     1436.567   0.007950628
     1436.891   0.007957586
     1437.216   0.007964546
      1437.54   0.007971512
     1437.865   0.007978498
      1438.19    0.00798547
     1438.514   0.007992448
     1438.839   0.007999428
     1439.164    0.00800641
     1439.488   0.008013397
     1439.813   0.008020381
     1440.137   0.008027272
     1440.462   0.008034048
     1440.787   0.008040826
     1441.113   0.008047625
     1441.438    0.00805441
     1441.764   0.008061203
     1442.089   0.008067994
     1442.414   0.008074792
      1442.74   0.008081593
     1443.065   0.008088398
     1443.391   0.008095207
     1443.718   0.008102033
     1444.043   0.008108835
     1444.368   0.008115654
     1444.694   0.008122475
      1445.02   0.008129311
     1445.346   0.008136276
     1445.673   0.008143247
     1445.999   0.008150221
     1446.325   0.008157197
     1446.651    0.00816418
     1446.979   0.008171184
     1447.305   0.008178172
     1447.632   0.008185166
     1447.958   0.008192164
     1448.285   0.008199167
     1448.612   0.008206172
     1448.939   0.008213181
     1449.266   0.008220192
     1449.593    0.00822721
      1449.92   0.008233747
     1450.247   0.008238763
     1450.574   0.008242493
     1450.902   0.008246223
     1451.229   0.008249955
     1451.557   0.008253688
     1451.884   0.008257425
     1452.212   0.008261161
      1452.54   0.008264898
     1452.868   0.008268648
     1453.196   0.008272391
     1453.524   0.008276134
     1453.852    0.00827988
      1454.18   0.008283627
     1454.507   0.008287366
     1454.836   0.008291117
     1455.164   0.008294846
     1455.493   0.008298563
     1455.821   0.008302273
      1456.15   0.008305985
     1456.479   0.008309698
     1456.807   0.008313415
     1457.136    0.00831713
     1457.465   0.008320848
     1457.794   0.008324568
     1458.123    0.00832829
     1458.452   0.008332015
     1458.781    0.00833574
      1459.11   0.008339466
     1459.439   0.008343196
     1459.769   0.008346925
     1460.098   0.008350571
     1460.427   0.008354056
     1460.757   0.008357535
     1461.087   0.008361015
     1461.417   0.008364504
     1461.747   0.008367987
     1462.077    0.00837147
     1462.407   0.008374956
