WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,nuvmama,f25ciii
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.702968E-16
PIVWV    r 2011.582
BANDW    r 165.3093
TPEAK    r 0.002297113
EQUVW    r 0.4621071
RECTW    r 201.1686
EMFLX    r 1.141463E-13
        1259.            0.
     1259.272   1.455131E-6
     1259.545   2.920868E-6
     1259.818   4.389364E-6
     1260.091   5.383817E-6
     1260.364   5.412742E-6
     1260.638   5.441756E-6
      1260.91   5.470761E-6
     1261.183   5.499845E-6
     1261.457   5.529091E-6
     1261.729   5.558327E-6
     1262.003   5.587721E-6
     1262.276   5.617091E-6
      1262.55   5.646620E-6
     1262.824   5.676216E-6
     1263.097   5.705815E-6
     1263.371   5.735561E-6
     1263.644   5.765296E-6
     1263.918   5.795191E-6
     1264.191   5.825099E-6
     1264.466   5.855160E-6
     1264.739   5.885220E-6
     1265.013   5.915429E-6
     1265.288   5.945692E-6
     1265.561   5.975955E-6
     1265.836   6.006381E-6
      1266.11   6.036795E-6
     1266.384   6.067358E-6
     1266.658   6.097934E-6
     1266.933   6.128647E-6
     1267.207   6.159373E-6
     1267.482   6.190252E-6
     1267.757   6.221212E-6
     1268.031   6.252171E-6
     1268.306   6.283268E-6
      1268.58   6.314350E-6
     1268.855   6.345598E-6
      1269.13   6.376831E-6
     1269.405   6.408229E-6
      1269.68   6.439627E-6
     1269.955   6.471143E-6
     1270.231   6.502309E-6
     1270.505   6.533343E-6
     1270.781   6.564525E-6
     1271.056   6.595699E-6
     1271.331   6.627010E-6
     1271.606   6.658316E-6
     1271.882   6.689769E-6
     1272.157   6.721218E-6
     1272.432   6.752733E-6
     1272.709   6.784493E-6
     1272.984   6.816151E-6
     1273.261   6.847988E-6
     1273.536   6.879806E-6
     1273.812   6.911703E-6
     1274.088   6.943746E-6
     1274.363   6.975771E-6
      1274.64   7.007947E-6
     1274.915   7.040103E-6
     1275.193   7.072509E-6
     1275.469   7.104823E-6
     1275.744   7.137205E-6
     1276.021   7.169750E-6
     1276.297   7.202292E-6
     1276.574   7.234986E-6
      1276.85   7.267686E-6
     1277.127   7.300519E-6
     1277.403   7.333334E-6
      1277.68   7.366316E-6
     1277.957   7.399365E-6
     1278.234   7.432391E-6
     1278.511   7.465586E-6
     1278.788   7.498772E-6
     1279.065   7.532117E-6
     1279.342   7.565451E-6
     1279.619   7.598954E-6
     1279.896   7.632450E-6
     1280.173   7.665749E-6
     1280.451   7.698920E-6
     1280.728   7.732072E-6
     1281.006   7.765390E-6
     1281.283   7.798683E-6
     1281.561   7.832126E-6
     1281.838   7.865560E-6
     1282.116   7.899152E-6
     1282.393   7.932743E-6
     1282.672   7.966500E-6
      1282.95   8.000305E-6
     1283.227   8.034101E-6
     1283.505   8.068046E-6
     1283.783   8.101963E-6
     1284.062   8.136049E-6
     1284.339   8.170121E-6
     1284.618   8.204333E-6
     1284.896   8.238548E-6
     1285.174   8.272926E-6
     1285.453   8.307376E-6
     1285.731   8.341812E-6
      1286.01   8.376401E-6
     1286.288   8.410963E-6
     1286.567   8.445680E-6
     1286.845   8.480381E-6
     1287.124   8.515148E-6
     1287.403   8.550084E-6
     1287.682   8.585083E-6
     1287.961   8.620163E-6
      1288.24   8.655228E-6
     1288.519   8.690467E-6
     1288.798   8.725691E-6
     1289.077   8.760961E-6
     1289.357   8.796402E-6
     1289.635   8.831801E-6
     1289.915   8.867355E-6
     1290.194   8.902634E-6
     1290.475   8.937978E-6
     1290.754   8.973229E-6
     1291.033   9.008559E-6
     1291.313   9.044043E-6
     1291.592   9.079527E-6
     1291.872   9.115151E-6
     1292.152   9.150763E-6
     1292.432   9.186506E-6
     1292.712   9.222328E-6
     1292.992   9.258131E-6
     1293.272   9.294092E-6
     1293.552   9.330037E-6
     1293.833   9.366136E-6
     1294.113   9.402223E-6
     1294.393   9.438481E-6
     1294.673   9.474720E-6
     1294.954   9.511116E-6
     1295.234   9.547479E-6
     1295.515   9.583996E-6
     1295.796   9.620591E-6
     1296.076   9.657152E-6
     1296.358   9.693887E-6
     1296.638   9.730591E-6
     1296.919   9.767449E-6
       1297.2   9.804319E-6
     1297.481   9.841337E-6
     1297.762   9.878354E-6
     1298.043   9.915509E-6
     1298.325   9.952727E-6
     1298.605   9.989926E-6
     1298.887   1.002729E-5
     1299.168   1.006462E-5
      1299.45   1.010212E-5
     1299.731   1.013961E-5
     1300.012   1.017711E-5
     1300.294   1.021452E-5
     1300.576   1.025198E-5
     1300.858   1.028949E-5
      1301.14   1.032699E-5
     1301.422   1.036463E-5
     1301.703   1.040224E-5
     1301.985   1.044003E-5
     1302.267   1.047778E-5
     1302.549   1.051561E-5
     1302.831   1.055359E-5
     1303.114   1.059167E-5
     1303.396   1.062981E-5
     1303.678   1.066793E-5
      1303.96   1.070612E-5
     1304.243   1.074446E-5
     1304.525   1.078276E-5
     1304.808   1.082123E-5
     1305.091   1.085968E-5
     1305.374   1.089828E-5
     1305.657   1.093696E-5
     1305.939   1.097562E-5
     1306.222   1.101446E-5
     1306.505   1.105327E-5
     1306.788   1.109225E-5
     1307.071   1.113120E-5
     1307.354   1.117030E-5
     1307.637   1.120937E-5
     1307.921   1.124861E-5
     1308.204   1.128793E-5
     1308.487   1.132720E-5
     1308.771   1.136666E-5
     1309.054   1.140608E-5
     1309.338   1.144569E-5
     1309.621   1.148527E-5
     1309.906   1.152500E-5
     1310.189   1.156459E-5
     1310.473   1.160423E-5
     1310.757   1.164398E-5
     1311.041   1.168366E-5
     1311.325   1.172354E-5
     1311.609   1.176337E-5
     1311.893   1.180339E-5
     1312.177   1.184336E-5
     1312.462   1.188354E-5
     1312.745   1.192367E-5
      1313.03   1.196397E-5
     1313.315   1.200431E-5
     1313.599   1.204465E-5
     1313.884   1.208515E-5
     1314.168   1.212560E-5
     1314.453   1.216624E-5
     1314.737   1.220683E-5
     1315.023   1.224761E-5
     1315.307   1.228836E-5
     1315.592   1.232920E-5
     1315.878   1.237030E-5
     1316.162   1.241126E-5
     1316.448   1.245238E-5
     1316.732   1.249348E-5
     1317.018   1.253475E-5
     1317.303   1.257596E-5
     1317.588   1.261728E-5
     1317.874   1.265875E-5
     1318.159   1.270020E-5
     1318.445   1.274194E-5
      1318.73   1.278354E-5
     1319.016   1.282532E-5
     1319.302   1.286705E-5
     1319.587   1.290882E-5
     1319.873   1.295078E-5
     1320.159   1.299072E-5
     1320.445   1.302919E-5
     1320.731   1.306763E-5
     1321.018   1.310633E-5
     1321.304   1.314486E-5
      1321.59   1.318346E-5
     1321.876   1.322223E-5
     1322.162   1.326096E-5
     1322.449   1.329986E-5
     1322.735   1.333874E-5
     1323.022   1.337777E-5
     1323.308   1.341675E-5
     1323.595   1.345590E-5
     1323.882   1.349513E-5
     1324.168   1.353429E-5
     1324.456   1.357360E-5
     1324.742   1.361289E-5
     1325.029   1.365233E-5
     1325.316   1.369176E-5
     1325.604   1.373135E-5
      1325.89   1.377090E-5
     1326.178   1.381060E-5
     1326.465   1.385037E-5
     1326.752   1.389011E-5
      1327.04   1.393000E-5
     1327.327   1.396985E-5
     1327.615   1.400985E-5
     1327.902   1.404982E-5
      1328.19   1.408996E-5
     1328.478   1.413007E-5
     1328.766   1.417034E-5
     1329.054   1.421066E-5
     1329.341   1.425097E-5
      1329.63   1.429142E-5
     1329.917   1.433186E-5
     1330.206   1.437222E-5
     1330.493   1.441250E-5
     1330.781   1.445280E-5
      1331.07   1.449330E-5
     1331.358   1.453386E-5
     1331.647   1.457450E-5
     1331.935   1.461507E-5
     1332.224   1.465584E-5
     1332.512   1.469655E-5
     1332.801   1.473732E-5
      1333.09   1.477825E-5
     1333.378   1.481912E-5
     1333.667   1.486016E-5
     1333.956   1.490126E-5
     1334.246   1.494244E-5
     1334.534   1.498360E-5
     1334.823   1.502481E-5
     1335.112   1.506618E-5
     1335.401   1.510751E-5
     1335.691   1.514902E-5
      1335.98   1.519048E-5
      1336.27   1.523207E-5
     1336.559   1.527374E-5
     1336.849   1.531537E-5
     1337.138   1.535717E-5
     1337.428   1.539892E-5
     1337.718   1.544086E-5
     1338.007   1.548276E-5
     1338.297   1.552483E-5
     1338.587   1.556685E-5
     1338.877   1.560904E-5
     1339.167   1.565127E-5
     1339.457   1.569347E-5
     1339.748   1.573581E-5
     1340.037   1.577801E-5
     1340.328   1.582026E-5
     1340.618   1.586239E-5
     1340.909   1.590469E-5
     1341.199   1.594695E-5
      1341.49   1.598938E-5
     1341.781   1.603186E-5
     1342.071   1.607429E-5
     1342.362   1.611688E-5
     1342.652   1.615943E-5
     1342.943   1.620215E-5
     1343.234   1.624482E-5
     1343.525   1.628769E-5
     1343.816   1.633051E-5
     1344.107   1.637348E-5
     1344.399   1.641653E-5
      1344.69   1.645953E-5
     1344.981   1.650270E-5
     1345.272   1.654581E-5
     1345.564   1.658909E-5
     1345.855   1.663230E-5
     1346.147   1.667571E-5
     1346.438   1.671910E-5
     1346.729   1.676253E-5
     1347.021   1.680615E-5
     1347.314   1.684982E-5
     1347.606   1.689355E-5
     1347.897   1.693723E-5
      1348.19   1.698108E-5
     1348.481   1.702487E-5
     1348.773   1.706873E-5
     1349.065   1.711276E-5
     1349.357   1.715677E-5
     1349.651   1.720105E-5
     1349.943   1.724514E-5
     1350.235   1.728920E-5
     1350.527   1.733310E-5
      1350.82   1.737705E-5
     1351.113   1.742118E-5
     1351.405   1.746524E-5
     1351.698   1.750948E-5
      1351.99   1.755368E-5
     1352.284   1.759806E-5
     1352.577   1.764250E-5
     1352.869   1.768690E-5
     1353.163   1.773146E-5
     1353.455   1.777598E-5
     1353.749   1.782068E-5
     1354.042   1.786533E-5
     1354.335   1.791011E-5
     1354.629   1.795487E-5
     1354.922   1.799978E-5
     1355.216   1.804478E-5
     1355.509   1.808975E-5
     1355.803   1.813487E-5
     1356.097   1.817997E-5
     1356.391   1.822522E-5
     1356.684   1.827043E-5
     1356.978   1.831581E-5
     1357.272   1.836112E-5
     1357.566   1.840660E-5
     1357.861   1.845215E-5
     1358.154   1.849765E-5
     1358.449   1.854335E-5
     1358.743   1.858899E-5
     1359.037   1.863482E-5
     1359.331   1.868060E-5
     1359.626   1.872656E-5
      1359.92   1.877245E-5
     1360.215   1.881821E-5
      1360.51   1.886398E-5
     1360.805   1.890966E-5
       1361.1   1.895552E-5
     1361.394   1.900136E-5
     1361.689   1.904738E-5
     1361.984   1.909333E-5
     1362.278   1.913934E-5
     1362.574   1.918555E-5
     1362.869   1.923169E-5
     1363.165   1.927812E-5
      1363.46   1.932436E-5
     1363.756   1.937079E-5
     1364.051   1.941715E-5
     1364.346   1.946362E-5
     1364.641   1.951024E-5
     1364.937   1.955683E-5
     1365.233   1.960360E-5
     1365.529   1.965041E-5
     1365.825   1.969729E-5
      1366.12   1.974413E-5
     1366.417   1.979111E-5
     1366.712   1.983803E-5
     1367.008   1.988503E-5
     1367.304   1.993223E-5
       1367.6   1.997938E-5
     1367.897   2.002669E-5
     1368.193   2.007396E-5
     1368.489   2.012141E-5
     1368.786   2.016892E-5
     1369.082   2.021638E-5
     1369.379   2.026398E-5
     1369.675   2.031155E-5
     1369.972   2.035921E-5
     1370.269   2.040663E-5
     1370.566   2.045412E-5
     1370.863   2.050165E-5
      1371.16   2.054915E-5
     1371.457   2.059682E-5
     1371.754   2.064443E-5
     1372.051   2.069222E-5
     1372.348   2.073994E-5
     1372.646   2.078783E-5
     1372.943   2.083565E-5
      1373.24   2.088369E-5
     1373.537   2.093168E-5
     1373.835   2.097985E-5
     1374.133   2.102808E-5
     1374.431   2.107625E-5
     1374.729   2.112461E-5
     1375.026   2.117290E-5
     1375.324   2.122136E-5
     1375.622   2.126975E-5
      1375.92   2.131833E-5
     1376.218   2.136686E-5
     1376.516   2.141559E-5
     1376.815   2.146440E-5
     1377.113   2.151313E-5
     1377.411   2.156204E-5
     1377.709   2.161089E-5
     1378.008   2.165995E-5
     1378.306   2.170891E-5
     1378.604   2.175792E-5
     1378.903   2.180712E-5
     1379.202   2.185641E-5
     1379.501   2.190579E-5
       1379.8   2.195507E-5
     1380.099   2.197972E-5
     1380.397   2.195419E-5
     1380.696   2.192857E-5
     1380.995   2.190280E-5
     1381.294   2.187703E-5
     1381.594   2.185113E-5
     1381.893   2.182516E-5
     1382.192   2.179914E-5
     1382.492   2.177297E-5
     1382.791   2.174679E-5
     1383.091   2.172048E-5
      1383.39   2.169414E-5
      1383.69   2.166766E-5
      1383.99   2.164117E-5
      1384.29   2.161455E-5
      1384.59   2.158786E-5
      1384.89   2.156116E-5
      1385.19   2.153429E-5
      1385.49   2.150740E-5
      1385.79   2.148037E-5
      1386.09   2.145332E-5
      1386.39   2.142612E-5
      1386.69   2.139892E-5
     1386.991   2.137156E-5
     1387.292   2.134415E-5
     1387.592   2.131673E-5
     1387.893   2.128916E-5
     1388.193   2.126158E-5
     1388.494   2.123382E-5
     1388.794   2.120605E-5
     1389.096   2.117815E-5
     1389.396   2.115022E-5
     1389.697   2.112214E-5
     1389.999   2.109393E-5
       1390.3   2.106540E-5
     1390.601   2.103666E-5
     1390.902   2.100791E-5
     1391.203   2.097900E-5
     1391.504   2.095007E-5
     1391.806   2.092099E-5
     1392.107   2.089190E-5
     1392.408   2.086274E-5
     1392.711   2.083335E-5
     1393.012   2.080402E-5
     1393.315   2.077457E-5
     1393.616   2.074512E-5
     1393.918   2.071552E-5
      1394.22   2.068589E-5
     1394.522   2.065609E-5
     1394.824   2.062630E-5
     1395.125   2.059643E-5
     1395.429   2.056632E-5
     1395.731   2.053629E-5
     1396.033   2.050611E-5
     1396.335   2.047595E-5
     1396.637   2.044570E-5
      1396.94   2.041531E-5
     1397.242   2.038489E-5
     1397.546   2.035430E-5
     1397.848   2.032372E-5
     1398.152   2.029289E-5
     1398.454   2.026215E-5
     1398.757   2.023132E-5
      1399.06   2.020035E-5
     1399.363   2.016939E-5
     1399.666   2.013828E-5
     1399.969   2.010715E-5
     1400.273   2.007545E-5
     1400.575   2.004370E-5
     1400.879   2.001179E-5
     1401.183   1.997980E-5
     1401.486   1.994781E-5
      1401.79   1.991566E-5
     1402.093   1.988352E-5
     1402.397   1.985125E-5
     1402.701   1.981898E-5
     1403.005   1.978653E-5
     1403.308   1.975408E-5
     1403.613   1.972146E-5
     1403.917   1.968876E-5
     1404.221   1.965608E-5
     1404.525   1.962322E-5
     1404.829   1.959037E-5
     1405.134   1.955737E-5
     1405.438   1.952440E-5
     1405.743   1.949125E-5
     1406.047   1.945812E-5
     1406.352   1.942479E-5
     1406.657   1.939138E-5
     1406.961   1.935799E-5
     1407.266   1.932442E-5
     1407.571   1.929086E-5
     1407.876   1.925715E-5
      1408.18   1.922345E-5
     1408.486   1.918959E-5
      1408.79   1.915575E-5
     1409.096   1.912173E-5
     1409.401   1.908761E-5
     1409.706   1.905350E-5
     1410.012   1.901917E-5
     1410.317   1.898448E-5
     1410.623   1.894958E-5
     1410.928   1.891471E-5
     1411.233   1.887977E-5
     1411.539   1.884468E-5
     1411.845   1.880960E-5
     1412.152   1.877425E-5
     1412.457   1.873899E-5
     1412.763   1.870364E-5
     1413.069   1.866813E-5
     1413.375   1.863263E-5
     1413.681   1.859696E-5
     1413.987   1.856130E-5
     1414.294   1.852551E-5
       1414.6   1.848965E-5
     1414.907   1.845369E-5
     1415.213   1.841774E-5
      1415.52   1.838170E-5
     1415.827   1.834548E-5
     1416.133   1.830928E-5
      1416.44   1.827291E-5
     1416.746   1.823656E-5
     1417.054   1.820004E-5
      1417.36   1.816356E-5
     1417.667   1.812691E-5
     1417.975   1.809018E-5
     1418.282   1.805344E-5
     1418.589   1.801652E-5
     1418.896   1.797962E-5
     1419.204   1.794254E-5
     1419.511   1.790548E-5
     1419.819   1.786825E-5
     1420.127   1.783073E-5
     1420.434   1.779304E-5
     1420.742   1.775516E-5
     1421.049   1.771728E-5
     1421.357   1.767920E-5
     1421.665   1.764116E-5
     1421.973   1.760293E-5
     1422.281   1.756471E-5
     1422.589   1.752633E-5
     1422.897   1.748798E-5
     1423.206   1.744946E-5
     1423.514   1.741088E-5
     1423.822   1.737232E-5
     1424.131   1.733358E-5
     1424.439   1.729483E-5
     1424.748   1.725591E-5
     1425.056   1.721702E-5
     1425.364   1.717803E-5
     1425.674   1.713878E-5
     1425.983   1.709966E-5
     1426.292   1.706039E-5
       1426.6   1.702113E-5
      1426.91   1.698171E-5
     1427.219   1.694228E-5
     1427.527   1.690277E-5
     1427.837   1.686308E-5
     1428.146   1.682340E-5
     1428.455   1.678356E-5
     1428.765   1.674362E-5
     1429.075   1.670363E-5
     1429.384   1.666368E-5
     1429.693   1.662365E-5
     1430.004   1.658337E-5
     1430.313   1.654278E-5
     1430.623   1.650194E-5
     1430.932   1.646113E-5
     1431.244   1.642002E-5
     1431.553   1.637906E-5
     1431.863   1.633802E-5
     1432.173   1.629682E-5
     1432.483   1.625566E-5
     1432.794   1.621432E-5
     1433.104   1.617300E-5
     1433.415   1.613147E-5
     1433.725   1.608998E-5
     1434.036   1.604831E-5
     1434.347   1.600656E-5
     1434.657   1.596486E-5
     1434.968   1.592295E-5
     1435.278   1.588111E-5
      1435.59   1.583908E-5
       1435.9   1.579710E-5
     1436.212   1.575490E-5
     1436.522   1.571273E-5
     1436.834   1.567037E-5
     1437.146   1.562794E-5
     1437.456   1.558553E-5
     1437.768   1.554294E-5
     1438.079   1.550041E-5
     1438.391   1.545770E-5
     1438.702   1.541503E-5
     1439.014   1.537217E-5
     1439.325   1.532931E-5
     1439.638   1.528626E-5
      1439.95   1.524309E-5
     1440.261   1.521960E-5
     1440.574   1.519971E-5
     1440.885   1.517984E-5
     1441.198   1.515991E-5
      1441.51   1.513998E-5
     1441.822   1.511997E-5
     1442.134   1.509996E-5
     1442.447   1.507984E-5
      1442.76   1.505968E-5
     1443.072   1.503952E-5
     1443.385   1.501928E-5
     1443.697   1.499906E-5
      1444.01   1.497874E-5
     1444.322   1.495846E-5
     1444.635   1.493814E-5
     1444.948   1.491773E-5
     1445.261   1.489731E-5
     1445.575   1.487674E-5
     1445.888   1.485623E-5
     1446.201   1.483563E-5
     1446.514   1.481504E-5
     1446.827   1.479441E-5
     1447.141   1.477371E-5
     1447.454   1.475303E-5
     1447.768   1.473226E-5
     1448.082   1.471145E-5
     1448.395   1.469062E-5
     1448.709   1.466969E-5
     1449.023   1.464874E-5
     1449.337   1.462779E-5
      1449.65   1.460679E-5
     1449.965   1.458452E-5
     1450.278   1.455978E-5
     1450.593   1.453315E-5
     1450.907   1.450656E-5
     1451.221   1.447988E-5
     1451.536   1.445315E-5
      1451.85   1.442647E-5
     1452.165   1.439972E-5
     1452.479   1.437300E-5
     1452.794   1.434620E-5
     1453.108   1.431946E-5
     1453.423   1.429266E-5
     1453.739   1.426584E-5
     1454.053   1.423906E-5
     1454.368   1.421217E-5
     1454.683   1.418532E-5
     1454.999   1.415839E-5
     1455.313   1.413151E-5
     1455.629   1.410454E-5
     1455.944   1.407762E-5
     1456.259   1.405070E-5
     1456.574   1.402371E-5
      1456.89   1.399670E-5
     1457.206   1.396964E-5
     1457.522   1.394262E-5
     1457.838   1.391552E-5
     1458.153   1.388846E-5
     1458.469   1.386132E-5
     1458.785   1.383423E-5
       1459.1   1.380713E-5
     1459.417   1.377996E-5
     1459.733   1.375277E-5
      1460.05   1.372549E-5
     1460.366   1.369799E-5
     1460.682   1.367038E-5
     1460.998   1.364283E-5
     1461.314   1.361524E-5
     1461.631   1.358758E-5
     1461.948   1.355998E-5
     1462.265   1.353231E-5
     1462.581   1.350470E-5
     1462.899   1.347693E-5
     1463.215   1.344925E-5
     1463.532   1.342155E-5
     1463.849   1.339376E-5
     1464.166   1.336602E-5
     1464.483   1.333820E-5
       1464.8   1.331043E-5
     1465.118   1.328258E-5
     1465.436   1.325473E-5
     1465.753   1.322694E-5
     1466.071   1.319905E-5
     1466.388   1.317119E-5
     1466.706   1.314324E-5
     1467.023   1.311535E-5
     1467.341   1.308736E-5
     1467.659   1.305942E-5
     1467.977   1.303140E-5
     1468.294   1.300346E-5
     1468.613   1.297544E-5
     1468.931   1.294740E-5
     1469.249   1.291938E-5
     1469.568   1.289126E-5
     1469.886   1.286318E-5
     1470.204   1.283477E-5
     1470.522   1.280621E-5
     1470.841   1.277757E-5
      1471.16   1.274893E-5
     1471.479   1.272037E-5
     1471.798   1.269172E-5
     1472.116   1.266309E-5
     1472.435   1.263438E-5
     1472.754   1.260572E-5
     1473.073   1.257696E-5
     1473.392   1.254827E-5
     1473.711   1.251948E-5
      1474.03   1.249076E-5
      1474.35   1.246197E-5
      1474.67   1.243317E-5
     1474.989   1.240443E-5
     1475.308   1.237563E-5
     1475.628   1.234675E-5
     1475.947   1.231793E-5
     1476.267   1.228902E-5
     1476.586   1.226016E-5
     1476.907   1.223114E-5
     1477.227   1.220228E-5
     1477.547   1.217332E-5
     1477.867   1.214444E-5
     1478.187   1.211545E-5
     1478.507   1.208649E-5
     1478.827   1.205752E-5
     1479.148   1.202846E-5
     1479.468   1.199945E-5
     1479.788   1.197037E-5
     1480.109   1.194103E-5
      1480.43   1.191128E-5
     1480.751   1.188159E-5
     1481.071   1.185187E-5
     1481.392   1.182205E-5
     1481.713   1.179228E-5
     1482.034   1.176242E-5
     1482.354   1.173264E-5
     1482.676   1.170275E-5
     1482.998   1.167286E-5
     1483.318   1.164306E-5
      1483.64   1.161318E-5
     1483.961   1.158335E-5
     1484.283   1.155341E-5
     1484.604   1.152353E-5
     1484.926   1.149355E-5
     1485.247   1.146364E-5
     1485.569   1.143364E-5
     1485.891   1.140363E-5
     1486.213   1.137371E-5
     1486.535   1.134370E-5
     1486.857   1.131376E-5
     1487.179   1.128372E-5
     1487.501   1.125371E-5
     1487.823   1.122362E-5
     1488.145   1.119360E-5
     1488.468   1.116348E-5
     1488.791   1.113336E-5
     1489.113   1.110330E-5
     1489.436   1.107318E-5
     1489.758   1.104312E-5
     1490.081   1.101283E-5
     1490.403   1.098225E-5
     1490.727   1.095157E-5
     1491.049   1.092095E-5
     1491.372   1.089033E-5
     1491.696   1.085955E-5
     1492.019   1.082890E-5
     1492.342   1.079820E-5
     1492.665   1.076757E-5
     1492.989   1.073685E-5
     1493.312   1.070617E-5
     1493.635   1.067539E-5
     1493.959   1.064468E-5
     1494.283   1.061390E-5
     1494.607   1.058309E-5
      1494.93   1.055236E-5
     1495.253   1.052162E-5
     1495.578   1.049080E-5
     1495.902   1.045995E-5
     1496.226   1.042919E-5
     1496.549   1.039841E-5
     1496.874   1.036753E-5
     1497.198   1.033674E-5
     1497.523   1.030576E-5
     1497.847   1.027493E-5
     1498.171   1.024410E-5
     1498.496   1.021318E-5
      1498.82   1.018233E-5
     1499.145   1.015138E-5
      1499.47   1.012050E-5
     1499.795   1.008953E-5
      1500.12   1.006991E-5
     1500.444   1.006966E-5
      1500.77   1.006941E-5
     1501.095   1.006917E-5
      1501.42   1.006892E-5
     1501.745   1.006867E-5
     1502.071   1.006842E-5
     1502.396   1.006818E-5
     1502.721   1.006793E-5
     1503.046   1.006768E-5
     1503.372   1.006744E-5
     1503.698   1.006719E-5
     1504.024   1.006694E-5
      1504.35   1.006669E-5
     1504.675   1.006644E-5
     1505.002   1.006619E-5
     1505.327   1.006594E-5
     1505.654   1.006569E-5
      1505.98   1.006544E-5
     1506.306   1.006519E-5
     1506.633   1.006494E-5
     1506.958   1.006469E-5
     1507.285   1.006444E-5
     1507.611   1.006419E-5
     1507.938   1.006393E-5
     1508.265   1.006369E-5
     1508.591   1.006343E-5
     1508.918   1.006318E-5
     1509.245   1.006293E-5
     1509.573   1.006268E-5
     1509.899   1.006240E-5
     1510.227   1.006188E-5
     1510.553   1.006120E-5
      1510.88   1.006052E-5
     1511.208   1.005984E-5
     1511.535   1.005916E-5
     1511.863   1.005848E-5
      1512.19   1.005781E-5
     1512.517   1.005713E-5
     1512.845   1.005645E-5
     1513.173   1.005577E-5
     1513.501   1.005509E-5
     1513.828   1.005441E-5
     1514.156   1.005372E-5
     1514.484   1.005304E-5
     1514.812   1.005236E-5
     1515.141   1.005168E-5
      1515.47   1.005100E-5
     1515.797   1.005032E-5
     1516.125   1.004964E-5
     1516.454   1.004895E-5
     1516.782   1.004827E-5
     1517.111   1.004759E-5
     1517.439   1.004690E-5
     1517.768   1.004622E-5
     1518.098   1.004554E-5
     1518.426   1.004486E-5
     1518.755   1.004417E-5
     1519.084   1.004349E-5
     1519.413   1.004280E-5
     1519.742   1.004212E-5
     1520.072   1.004104E-5
       1520.4   1.003945E-5
      1520.73   1.003770E-5
      1521.06   1.003595E-5
     1521.389   1.003420E-5
     1521.719   1.003245E-5
     1522.048   1.003070E-5
     1522.378   1.002895E-5
     1522.707   1.002720E-5
     1523.038   1.002544E-5
     1523.367   1.002369E-5
     1523.698   1.002194E-5
     1524.028   1.002019E-5
     1524.358   1.001844E-5
     1524.688   1.001668E-5
     1525.018   1.001493E-5
     1525.349   1.001318E-5
     1525.679   1.001142E-5
      1526.01   1.000966E-5
      1526.34   1.000791E-5
      1526.67   1.000616E-5
     1527.001   1.000441E-5
     1527.332   1.000265E-5
     1527.663   1.000090E-5
     1527.994   9.999145E-6
     1528.325   9.997386E-6
     1528.656   9.995630E-6
     1528.987   9.993873E-6
     1529.318   9.992116E-6
      1529.65   9.990360E-6
     1529.982   9.988545E-6
     1530.313   9.986539E-6
     1530.644   9.984454E-6
     1530.975   9.982373E-6
     1531.307   9.980288E-6
     1531.639   9.978198E-6
      1531.97   9.976113E-6
     1532.302   9.974024E-6
     1532.634   9.971942E-6
     1532.966   9.969855E-6
     1533.299   9.967767E-6
     1533.631   9.965678E-6
     1533.963   9.963595E-6
     1534.295   9.961508E-6
     1534.627   9.959416E-6
     1534.959   9.957328E-6
     1535.292   9.955239E-6
     1535.625   9.953154E-6
     1535.958   9.951064E-6
     1536.291   9.948975E-6
     1536.623   9.946890E-6
     1536.956   9.944799E-6
     1537.289   9.942710E-6
     1537.622   9.940616E-6
     1537.955   9.938525E-6
     1538.288   9.936433E-6
     1538.621   9.934347E-6
     1538.955   9.932254E-6
     1539.288   9.930164E-6
     1539.621   9.928077E-6
     1539.955   9.925965E-6
     1540.288   9.923740E-6
     1540.622   9.921465E-6
     1540.956   9.919198E-6
      1541.29   9.916927E-6
     1541.623   9.914665E-6
     1541.958   9.912395E-6
     1542.292   9.910125E-6
     1542.626   9.907859E-6
      1542.96   9.905587E-6
     1543.294   9.903320E-6
     1543.629   9.901043E-6
     1543.963   9.898774E-6
     1544.297   9.896501E-6
     1544.631   9.894236E-6
     1544.966   9.891969E-6
     1545.302   9.889690E-6
     1545.636   9.887422E-6
     1545.971   9.885150E-6
     1546.305   9.882880E-6
      1546.64   9.880607E-6
     1546.975   9.878331E-6
      1547.31   9.876061E-6
     1547.646   9.873788E-6
     1547.981   9.871514E-6
     1548.317   9.869239E-6
     1548.652   9.866970E-6
     1548.987   9.864701E-6
     1549.323   9.862420E-6
     1549.658   9.860148E-6
     1549.994   9.857812E-6
     1550.329   9.855178E-6
     1550.666   9.852474E-6
     1551.001   9.849777E-6
     1551.338   9.847066E-6
     1551.674   9.844369E-6
      1552.01   9.841670E-6
     1552.346   9.838964E-6
     1552.682   9.836262E-6
     1553.019   9.833552E-6
     1553.354   9.830852E-6
     1553.691   9.828148E-6
     1554.028   9.825442E-6
     1554.365   9.822742E-6
     1554.702   9.820036E-6
     1555.038   9.817335E-6
     1555.375   9.814626E-6
     1555.712   9.811921E-6
     1556.049   9.809210E-6
     1556.386   9.806511E-6
     1556.723   9.803802E-6
      1557.06   9.801101E-6
     1557.398   9.798394E-6
