WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f435w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.141246E-19
PIVWV    r 4317.404
BANDW    r 293.4741
TPEAK    r 0.3807041
EQUVW    r 323.0391
RECTW    r 848.5308
EMFLX    r 2.991577E-16
        2999.            0.
     2999.375  4.750477E-37
      2999.75  9.519051E-37
     3000.127  3.764079E-14
     3000.503  1.486412E-13
      3000.88  2.603652E-13
     3001.256  3.716547E-13
     3001.632  4.831607E-13
     3002.007  5.948117E-13
     3002.385  7.071180E-13
      3002.76  8.190608E-13
     3003.136  9.312176E-13
     3003.512  1.043513E-12
     3003.888  1.155952E-12
     3004.266  1.268979E-12
     3004.644  1.382299E-12
      3005.02  1.495177E-12
     3005.396  1.608270E-12
     3005.772  1.721508E-12
     3006.148  1.834888E-12
     3006.525  1.948409E-12
     3006.903  2.062590E-12
     3007.279  2.176471E-12
     3007.657  2.291013E-12
     3008.034  2.405182E-12
      3008.41  2.519498E-12
     3008.787  2.634033E-12
     3009.165  2.749154E-12
     3009.542  2.863968E-12
     3009.918  2.978926E-12
     3010.295  3.097592E-12
     3010.672  3.217760E-12
     3011.051  3.338872E-12
     3011.429  3.460540E-12
     3011.806  3.582135E-12
     3012.183  3.704204E-12
      3012.56  3.826748E-12
     3012.937  3.949845E-12
     3013.316  4.073891E-12
     3013.693  4.197928E-12
      3014.07  4.322438E-12
     3014.449  4.448070E-12
     3014.827  4.573527E-12
     3015.204  4.699538E-12
     3015.583  4.826594E-12
     3015.961  4.953551E-12
     3016.338  5.080969E-12
     3016.716  5.208941E-12
     3017.093  5.337303E-12
     3017.471  5.466229E-12
     3017.852  5.596797E-12
      3018.23  5.726660E-12
     3018.608  5.857075E-12
     3018.985  5.987874E-12
     3019.363  6.119231E-12
     3019.741  6.251058E-12
     3020.121  6.383182E-12
     3020.499  6.513559E-12
     3020.877  6.644316E-12
     3021.257  6.775958E-12
     3021.635  6.907470E-12
     3022.013  7.039447E-12
     3022.393  7.172317E-12
     3022.771  7.304970E-12
      3023.15  7.438088E-12
     3023.528  7.571589E-12
     3023.907  7.705468E-12
     3024.287  7.840420E-12
     3024.667  7.975667E-12
     3025.046  8.110764E-12
     3025.425  8.246194E-12
     3025.803  8.382001E-12
     3026.182  8.518224E-12
     3026.562  8.655574E-12
     3026.941  8.792684E-12
      3027.32  8.930149E-12
     3027.699  9.067988E-12
      3028.08  9.206814E-12
     3028.459  9.345353E-12
      3028.84  9.484986E-12
     3029.219  9.624399E-12
     3029.598  9.764214E-12
     3029.977  9.904405E-12
     3030.356  1.004809E-11
     3030.736  1.019243E-11
     3031.117  1.033780E-11
     3031.498  1.048376E-11
     3031.877  1.062961E-11
     3032.257  1.077582E-11
     3032.636  1.092258E-11
     3033.016  1.106979E-11
     3033.397  1.121809E-11
     3033.777  1.136618E-11
     3034.157  1.151472E-11
     3034.537  1.166378E-11
     3034.918  1.181396E-11
     3035.298  1.196398E-11
      3035.68  1.211512E-11
      3036.06  1.226604E-11
      3036.44  1.241746E-11
      3036.82  1.256933E-11
       3037.2  1.272165E-11
     3037.582  1.287510E-11
     3037.962  1.302832E-11
     3038.344  1.318285E-11
     3038.724  1.333706E-11
     3039.104  1.349178E-11
     3039.485  1.364696E-11
     3039.867  1.380319E-11
     3040.248  1.395022E-11
     3040.628  1.409277E-11
     3041.009  1.423551E-11
     3041.389  1.437844E-11
      3041.77  1.452166E-11
     3042.154  1.466625E-11
     3042.535  1.480980E-11
     3042.916  1.495354E-11
     3043.297  1.509752E-11
     3043.678  1.524170E-11
     3044.059  1.538616E-11
     3044.441  1.553138E-11
     3044.823  1.567623E-11
     3045.205  1.582189E-11
     3045.587  1.596716E-11
     3045.968  1.611252E-11
     3046.349  1.625823E-11
     3046.732  1.640479E-11
     3047.114  1.655086E-11
     3047.495  1.669708E-11
     3047.876  1.684359E-11
     3048.258  1.699023E-11
     3048.641  1.713784E-11
     3049.024  1.728563E-11
     3049.406  1.743290E-11
     3049.788  1.758045E-11
     3050.169  1.773890E-11
     3050.551  1.791143E-11
     3050.935  1.808527E-11
     3051.317  1.825888E-11
     3051.699  1.843315E-11
     3052.081  1.860796E-11
     3052.464  1.878401E-11
     3052.846  1.895993E-11
      3053.23  1.913713E-11
     3053.613  1.931415E-11
     3053.995  1.949172E-11
     3054.377  1.966976E-11
     3054.759  1.984846E-11
     3055.142  2.002781E-11
     3055.526  2.020839E-11
      3055.91  2.038952E-11
     3056.292  2.057048E-11
     3056.675  2.075199E-11
     3057.058  2.093401E-11
      3057.44  2.111664E-11
     3057.825  2.130050E-11
     3058.208  2.148424E-11
      3058.59  2.166854E-11
     3058.973  2.185336E-11
     3059.358  2.203964E-11
     3059.741  2.222550E-11
     3060.125  2.240376E-11
     3060.509  2.256283E-11
     3060.892  2.272209E-11
     3061.275  2.288150E-11
     3061.658  2.304119E-11
     3062.043  2.320178E-11
     3062.426  2.336189E-11
     3062.811  2.352291E-11
     3063.195  2.368340E-11
     3063.578  2.384418E-11
     3063.961  2.400506E-11
     3064.347  2.416695E-11
      3064.73  2.432832E-11
     3065.114  2.448997E-11
     3065.498  2.465169E-11
     3065.881  2.481370E-11
     3066.267  2.497664E-11
     3066.652  2.513979E-11
     3067.036  2.530241E-11
      3067.42  2.546532E-11
     3067.804  2.562833E-11
     3068.188  2.579163E-11
     3068.572  2.595515E-11
     3068.958  2.611958E-11
     3069.342  2.628349E-11
     3069.728  2.644832E-11
     3070.112  2.660130E-11
     3070.497  2.672685E-11
     3070.881  2.685218E-11
     3071.267  2.697791E-11
     3071.651  2.710297E-11
     3072.036  2.722780E-11
      3072.42  2.735234E-11
     3072.805  2.747666E-11
     3073.191  2.760143E-11
     3073.578  2.772594E-11
     3073.962  2.784977E-11
     3074.347  2.797336E-11
     3074.732  2.809674E-11
     3075.117  2.821998E-11
     3075.503  2.834347E-11
     3075.888  2.846629E-11
     3076.273  2.858887E-11
      3076.66  2.871187E-11
     3077.045  2.883401E-11
     3077.431  2.895610E-11
     3077.817  2.907844E-11
     3078.203  2.920017E-11
     3078.588  2.932162E-11
     3078.973  2.944286E-11
     3079.359  2.956387E-11
     3079.744  2.968467E-11
     3080.133  2.979280E-11
     3080.519  2.987383E-11
     3080.904  2.995429E-11
      3081.29  3.003426E-11
     3081.676  3.011367E-11
     3082.062  3.019250E-11
     3082.449  3.027112E-11
     3082.835  3.034882E-11
     3083.221  3.042598E-11
     3083.608  3.050290E-11
     3083.994  3.057891E-11
      3084.38  3.065439E-11
     3084.768  3.072963E-11
     3085.154  3.080401E-11
     3085.541  3.087780E-11
     3085.927  3.095103E-11
     3086.313  3.102366E-11
     3086.701  3.109605E-11
     3087.089  3.116793E-11
     3087.476  3.123903E-11
