WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,sbc,f115lp
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.493316E-17
PIVWV    r 1406.078
BANDW    r 150.5569
TPEAK    r 0.05797604
EQUVW    r 20.78094
RECTW    r 358.4401
EMFLX    r 7.039153E-15
        1162.   0.004477325
     1162.191   0.004558334
     1162.381   0.004640399
     1162.572   0.004723422
     1162.763   0.004807412
     1162.954     0.0048927
     1163.145   0.004978697
     1163.336   0.005065679
     1163.527   0.005153707
     1163.718   0.005242734
     1163.909   0.005332707
       1164.1   0.005423807
     1164.291   0.005515569
     1164.482   0.005608708
     1164.674    0.00570318
     1164.865   0.005798389
     1165.056   0.005894702
     1165.247   0.005992006
     1165.439   0.006090427
      1165.63   0.006189974
     1165.821   0.006290531
     1166.013   0.006392227
     1166.204   0.006495008
     1166.396   0.006599211
     1166.588   0.006704251
     1166.779   0.006810394
     1166.971   0.006917648
     1167.162    0.00702602
     1167.354   0.007135586
     1167.546   0.007246287
     1167.737   0.007358124
     1167.929   0.007471107
     1168.121   0.007585314
     1168.313   0.007700682
     1168.504   0.007817216
     1168.696   0.007934922
     1168.888   0.008053887
      1169.08   0.008174038
     1169.272   0.008295385
     1169.464   0.008417932
     1169.656   0.008541767
     1169.848   0.008667218
      1170.04   0.008792777
     1170.232   0.008916886
     1170.424   0.009042068
     1170.617   0.009168489
     1170.809   0.009296157
     1171.001   0.009424917
     1171.193   0.009554937
     1171.385   0.009686145
     1171.578   0.009818543
      1171.77   0.009952222
     1171.962    0.01008702
     1172.155    0.01022312
     1172.347    0.01036052
      1172.54    0.01049905
     1172.732    0.01063891
     1172.925       0.01078
     1173.117    0.01092243
      1173.31    0.01106647
     1173.503    0.01121141
     1173.696    0.01135761
     1173.888    0.01150518
     1174.081    0.01165393
     1174.274    0.01180406
     1174.467    0.01195547
     1174.659    0.01210828
     1174.852     0.0122623
     1175.046    0.01241179
     1175.238    0.01254036
     1175.431    0.01267026
     1175.624    0.01280117
     1175.817    0.01293301
      1176.01    0.01306577
     1176.203    0.01319948
     1176.396    0.01333422
     1176.589    0.01346989
     1176.783    0.01360705
     1176.976    0.01374463
     1177.169    0.01388327
     1177.363    0.01402287
     1177.556    0.01416344
     1177.749    0.01430506
     1177.943    0.01444767
     1178.136    0.01459126
     1178.329    0.01473583
     1178.523    0.01488194
     1178.717    0.01502859
      1178.91    0.01517625
     1179.104     0.0153249
     1179.297    0.01547466
      1179.49    0.01562495
     1179.684    0.01577674
     1179.878    0.01592954
     1180.071    0.01608079
     1180.266    0.01622886
     1180.459    0.01637739
     1180.653    0.01652693
     1180.847    0.01667731
     1181.041    0.01682871
     1181.235    0.01698114
     1181.429    0.01713441
     1181.623    0.01728873
     1181.817    0.01744398
     1182.011    0.01760078
     1182.205    0.01775795
     1182.399    0.01791617
     1182.593    0.01807535
     1182.787    0.01823549
     1182.982    0.01839671
     1183.176     0.0185589
      1183.37    0.01872206
     1183.564     0.0188862
     1183.758    0.01905091
     1183.953    0.01921765
     1184.147    0.01938486
     1184.342    0.01955307
     1184.536    0.01972238
     1184.731    0.01989269
     1184.925    0.02006401
      1185.12    0.02023646
     1185.314     0.0204098
     1185.509    0.02058493
     1185.704    0.02076043
     1185.899    0.02093707
     1186.093    0.02111463
     1186.288    0.02129333
     1186.483    0.02147319
     1186.677    0.02165397
     1186.872    0.02183592
     1187.067    0.02201892
     1187.262    0.02220297
     1187.457    0.02238819
     1187.652    0.02257448
     1187.847    0.02276183
     1188.042    0.02295026
     1188.237    0.02313988
     1188.432    0.02333058
     1188.627    0.02352235
     1188.822    0.02371534
     1189.017     0.0239093
     1189.213    0.02410521
     1189.408    0.02430149
     1189.604    0.02449888
     1189.799    0.02469749
     1189.994    0.02489721
      1190.19    0.02508273
     1190.385    0.02526855
      1190.58    0.02545539
     1190.776    0.02564315
     1190.971    0.02583181
     1191.167     0.0260215
     1191.362    0.02621211
     1191.558    0.02640364
     1191.753    0.02659609
     1191.949    0.02678959
     1192.145    0.02698402
      1192.34    0.02717937
     1192.536    0.02737565
     1192.733    0.02757374
     1192.928    0.02777189
     1193.124    0.02797125
      1193.32    0.02817142
     1193.516    0.02837266
     1193.712    0.02857485
     1193.908    0.02877799
     1194.104    0.02898222
       1194.3    0.02918741
     1194.497    0.02939419
     1194.693    0.02960131
     1194.888    0.02980887
     1195.084    0.03001804
     1195.281    0.03022818
     1195.477    0.03043931
     1195.673    0.03065154
     1195.869    0.03086475
     1196.066    0.03107894
     1196.263    0.03129493
     1196.459    0.03151111
     1196.655    0.03172841
     1196.852    0.03194685
     1197.048    0.03216614
     1197.245    0.03238657
     1197.441    0.03260801
     1197.638    0.03283045
     1197.834    0.03305405
     1198.032    0.03327936
     1198.228    0.03350498
     1198.425    0.03373162
     1198.622    0.03395944
     1198.819    0.03418827
     1199.015    0.03441812
     1199.212     0.0346483
     1199.408    0.03488037
     1199.605    0.03511347
     1199.803    0.03534833
        1200.    0.03558366
     1200.197    0.03574332
     1200.394     0.0359033
     1200.591    0.03606366
     1200.788     0.0362244
     1200.985    0.03638563
     1201.182    0.03654724
      1201.38    0.03670932
     1201.577    0.03687229
     1201.775    0.03703504
     1201.972    0.03719838
     1202.169    0.03736199
     1202.367     0.0375261
     1202.564    0.03769059
     1202.761    0.03785547
     1202.959    0.03802073
     1203.156    0.03818648
     1203.354    0.03835262
     1203.551    0.03851914
     1203.749    0.03868616
     1203.946    0.03885347
     1204.144    0.03902126
     1204.342    0.03918955
     1204.539    0.03935813
     1204.737    0.03952721
     1204.935    0.03969667
     1205.133    0.03986716
     1205.331    0.04003751
     1205.529    0.04020826
     1205.727    0.04037941
     1205.925    0.04055095
     1206.123    0.04072299
     1206.321    0.04089544
     1206.519    0.04106826
     1206.717     0.0412416
     1206.915    0.04141534
     1207.113    0.04158947
     1207.311    0.04176401
      1207.51    0.04193894
     1207.708    0.04211438
     1207.906    0.04229023
     1208.104    0.04246658
     1208.303    0.04264323
     1208.501    0.04282039
       1208.7     0.0429986
     1208.898    0.04317656
     1209.097    0.04335505
     1209.295    0.04353394
     1209.494    0.04371323
     1209.693    0.04389303
     1209.891    0.04407325
      1210.09    0.04425433
     1210.288    0.04443639
     1210.488    0.04461953
     1210.686    0.04480187
     1210.884    0.04498529
     1211.083    0.04516924
     1211.282    0.04535349
     1211.481    0.04553829
      1211.68    0.04572361
     1211.879    0.04590924
     1212.078     0.0460954
     1212.277    0.04628256
     1212.476    0.04646958
     1212.675    0.04665713
     1212.874    0.04684509
     1213.073    0.04703349
     1213.273    0.04722232
     1213.472    0.04741168
     1213.671    0.04760147
      1213.87    0.04779169
      1214.07    0.04798304
     1214.269    0.04817411
     1214.469    0.04836573
     1214.668    0.04855778
     1214.868    0.04875037
