WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f814w
     4091.879   1.590815E-7
     4092.276   1.590387E-7
     4092.676   1.589956E-7
     4093.074   1.589528E-7
     4093.474   1.589098E-7
     4093.872   1.588671E-7
     4094.272   1.588239E-7
     4094.672   1.587806E-7
      4095.07   1.587376E-7
      4095.47   1.586941E-7
     4095.868   1.586509E-7
     4096.268   1.586075E-7
     4096.666   1.585644E-7
     4097.066   1.585209E-7
     4097.465   1.584775E-7
     4097.863   1.584342E-7
     4098.266   1.583901E-7
     4098.664   1.583466E-7
     4099.064   1.583026E-7
     4099.462   1.582590E-7
     4099.863   1.582151E-7
     4100.262   1.581650E-7
      4100.66   1.581115E-7
     4101.061   1.580578E-7
     4101.459   1.580041E-7
     4101.862   1.579500E-7
     4102.261   1.578963E-7
     4102.662   1.578423E-7
     4103.061   1.577884E-7
     4103.459   1.577346E-7
      4103.86   1.576803E-7
     4104.259   1.576265E-7
      4104.66   1.575723E-7
     4105.059   1.575183E-7
     4105.462   1.574636E-7
     4105.861   1.574095E-7
      4106.26   1.573554E-7
     4106.662   1.573009E-7
     4107.061   1.572467E-7
     4107.462   1.571921E-7
     4107.861   1.571378E-7
     4108.263   1.570833E-7
     4108.662   1.570291E-7
     4109.063   1.569744E-7
     4109.465   1.569196E-7
     4109.864   1.568650E-7
     4110.266   1.568151E-7
     4110.665   1.567680E-7
     4111.067   1.567205E-7
     4111.466   1.566734E-7
     4111.866   1.566261E-7
     4112.268   1.565786E-7
     4112.669   1.565310E-7
     4113.071   1.564833E-7
     4113.471   1.564358E-7
     4113.873   1.563880E-7
     4114.273   1.563404E-7
     4114.675   1.562925E-7
     4115.075   1.562448E-7
     4115.475   1.561972E-7
     4115.877   1.561493E-7
     4116.279   1.561012E-7
     4116.681   1.560531E-7
     4117.082   1.560051E-7
     4117.481   1.559570E-7
     4117.884   1.559086E-7
     4118.284   1.558606E-7
     4118.687   1.558125E-7
     4119.086   1.557645E-7
     4119.489   1.557160E-7
     4119.892   1.556674E-7
     4120.292   1.556103E-7
     4120.695   1.555495E-7
     4121.095   1.554890E-7
     4121.498   1.554281E-7
     4121.898   1.553676E-7
     4122.301   1.553066E-7
     4122.702   1.552459E-7
     4123.104   1.551848E-7
     4123.505   1.551242E-7
     4123.908   1.550632E-7
     4124.312   1.550019E-7
     4124.712   1.549411E-7
     4125.115   1.548797E-7
     4125.516   1.548187E-7
     4125.917   1.547577E-7
      4126.32   1.546963E-7
     4126.721   1.546353E-7
     4127.126   1.545736E-7
     4127.528   1.545124E-7
     4127.931   1.544509E-7
     4128.332   1.543898E-7
     4128.733   1.543286E-7
     4129.137   1.542670E-7
     4129.538   1.542057E-7
     4129.941   1.541440E-7
     4130.343   1.540840E-7
     4130.747   1.540239E-7
      4131.15   1.539639E-7
     4131.552   1.539042E-7
     4131.956   1.538441E-7
     4132.357   1.537843E-7
     4132.761   1.537240E-7
     4133.162   1.536640E-7
     4133.566   1.536038E-7
     4133.968   1.535439E-7
     4134.372   1.534834E-7
     4134.776   1.534229E-7
     4135.178   1.533627E-7
     4135.582   1.533023E-7
     4135.984   1.532421E-7
     4136.388   1.531815E-7
      4136.79   1.531211E-7
     4137.194   1.530604E-7
     4137.596   1.530000E-7
     4137.998   1.529397E-7
     4138.405   1.528785E-7
     4138.807   1.528178E-7
     4139.211   1.527570E-7
     4139.614   1.526965E-7
     4140.018   1.526366E-7
      4140.42   1.525951E-7
     4140.823   1.525536E-7
     4141.228   1.525119E-7
     4141.632   1.524702E-7
     4142.037   1.524285E-7
     4142.439   1.523868E-7
     4142.844   1.523448E-7
     4143.247   1.523029E-7
     4143.649   1.522610E-7
     4144.054   1.522189E-7
     4144.457   1.521771E-7
     4144.862   1.521350E-7
     4145.265   1.520930E-7
      4145.67   1.520505E-7
     4146.075   1.520080E-7
     4146.478   1.519659E-7
     4146.883   1.519235E-7
     4147.286   1.518811E-7
     4147.691   1.518385E-7
     4148.094   1.517960E-7
       4148.5   1.517533E-7
     4148.905   1.517105E-7
     4149.309   1.516678E-7
     4149.714   1.516249E-7
     4150.117   1.515745E-7
     4150.522   1.515051E-7
     4150.926   1.514359E-7
     4151.332   1.513661E-7
     4151.735   1.512967E-7
     4152.139   1.512272E-7
     4152.544   1.511574E-7
      4152.95   1.510876E-7
     4153.356   1.510177E-7
     4153.759   1.509481E-7
     4154.163   1.508785E-7
     4154.569   1.508086E-7
     4154.973   1.507391E-7
     4155.379   1.506690E-7
     4155.783   1.505992E-7
     4156.191   1.505287E-7
     4156.595   1.504588E-7
     4157.001   1.503886E-7
     4157.405   1.503188E-7
     4157.809   1.502490E-7
     4158.215   1.501786E-7
      4158.62   1.501085E-7
     4159.026   1.500380E-7
      4159.43   1.499679E-7
     4159.836   1.498974E-7
     4160.243   1.498299E-7
     4160.647   1.497647E-7
     4161.054   1.496991E-7
     4161.458   1.496338E-7
     4161.865   1.495681E-7
     4162.269   1.495026E-7
     4162.676   1.494367E-7
     4163.081   1.493711E-7
     4163.487   1.493053E-7
     4163.894   1.492395E-7
     4164.299   1.491738E-7
     4164.706   1.491077E-7
      4165.11   1.490420E-7
     4165.518   1.489758E-7
     4165.922   1.489100E-7
     4166.327   1.488442E-7
     4166.734   1.487780E-7
     4167.139   1.487122E-7
     4167.549   1.486454E-7
     4167.954   1.485794E-7
     4168.361   1.485130E-7
     4168.766   1.484468E-7
     4169.171   1.483807E-7
     4169.579   1.483142E-7
     4169.984   1.482481E-7
     4170.391   1.481858E-7
     4170.796   1.481239E-7
     4171.206   1.480615E-7
     4171.612   1.479998E-7
     4172.017   1.479381E-7
     4172.425   1.478757E-7
      4172.83   1.478138E-7
     4173.238   1.477514E-7
     4173.644   1.476893E-7
     4174.051   1.476269E-7
     4174.457   1.475647E-7
     4174.865   1.475021E-7
     4175.273   1.474395E-7
     4175.679   1.473772E-7
     4176.086   1.473145E-7
     4176.493   1.472521E-7
       4176.9   1.471894E-7
     4177.307   1.471269E-7
     4177.712   1.470643E-7
     4178.121   1.470013E-7
     4178.529   1.469384E-7
     4178.937   1.468754E-7
     4179.343   1.468127E-7
     4179.752   1.467496E-7
     4180.158   1.466865E-7
     4180.564   1.466231E-7
     4180.973   1.465592E-7
     4181.379   1.464956E-7
     4181.788   1.464316E-7
     4182.196   1.463675E-7
     4182.605   1.463033E-7
     4183.011   1.462395E-7
     4183.418   1.461757E-7
     4183.827   1.461115E-7
     4184.233   1.460476E-7
     4184.642   1.459834E-7
     4185.049   1.459194E-7
     4185.458   1.458550E-7
     4185.867   1.457906E-7
     4186.273   1.457264E-7
     4186.683   1.456619E-7
     4187.089   1.455977E-7
     4187.499   1.455329E-7
     4187.906   1.454685E-7
     4188.315   1.454039E-7
     4188.722   1.453396E-7
     4189.131   1.452748E-7
     4189.541   1.452098E-7
     4189.948   1.451451E-7
     4190.357   1.450654E-7
     4190.764   1.449840E-7
     4191.174   1.449021E-7
     4191.581   1.448207E-7
     4191.991   1.447387E-7
     4192.398   1.446574E-7
     4192.806   1.445758E-7
     4193.217   1.444935E-7
     4193.625   1.444119E-7
     4194.035   1.443299E-7
     4194.442   1.442481E-7
      4194.85   1.441663E-7
      4195.26   1.440842E-7
     4195.667   1.440026E-7
     4196.078   1.439204E-7
     4196.485   1.438385E-7
     4196.897   1.437557E-7
     4197.306   1.436738E-7
     4197.713   1.435919E-7
     4198.124   1.435096E-7
     4198.532   1.434277E-7
     4198.942   1.433453E-7
      4199.35   1.432634E-7
      4199.76   1.431810E-7
     4200.168   1.431003E-7
     4200.579   1.430209E-7
     4200.989   1.429413E-7
     4201.397   1.428622E-7
     4201.808   1.427825E-7
     4202.216   1.427034E-7
     4202.627   1.426239E-7
     4203.036   1.425447E-7
     4203.444   1.424655E-7
     4203.854   1.423858E-7
     4204.263   1.423065E-7
     4204.676   1.422263E-7
     4205.085   1.421470E-7
     4205.496   1.420672E-7
     4205.904   1.419878E-7
     4206.315   1.419080E-7
     4206.724   1.418286E-7
     4207.133   1.417492E-7
     4207.544   1.416692E-7
     4207.956   1.415890E-7
     4208.367   1.415090E-7
     4208.775   1.414294E-7
     4209.185   1.413497E-7
     4209.596   1.412697E-7
     4210.005   1.411900E-7
     4210.417   1.411087E-7
     4210.825   1.410280E-7
     4211.237   1.409467E-7
     4211.646   1.408658E-7
     4212.058   1.407844E-7
     4212.469   1.407031E-7
     4212.879   1.406221E-7
     4213.291   1.405408E-7
       4213.7   1.404599E-7
     4214.112   1.403785E-7
     4214.521   1.402975E-7
     4214.933   1.402159E-7
     4215.345   1.401343E-7
     4215.754   1.400531E-7
     4216.167   1.399714E-7
     4216.576   1.398903E-7
     4216.988   1.398086E-7
     4217.398   1.397273E-7
     4217.808   1.396460E-7
      4218.22   1.395642E-7
      4218.63   1.394829E-7
     4219.042   1.394013E-7
     4219.455   1.393193E-7
     4219.867   1.392374E-7
     4220.277   1.391543E-7
     4220.687   1.390704E-7
       4221.1   1.389859E-7
      4221.51   1.389019E-7
     4221.922   1.388174E-7
     4222.333   1.387334E-7
     4222.747   1.386486E-7
     4223.158   1.385644E-7
     4223.568   1.384803E-7
     4223.981   1.383955E-7
     4224.391   1.383115E-7
     4224.804   1.382268E-7
     4225.214   1.381427E-7
     4225.627   1.380578E-7
     4226.038   1.379735E-7
     4226.451   1.378886E-7
     4226.864   1.378038E-7
     4227.275   1.377195E-7
     4227.688   1.376346E-7
     4228.099   1.375502E-7
     4228.512   1.374654E-7
     4228.923   1.373809E-7
     4229.336   1.372959E-7
     4229.747   1.372113E-7
     4230.161   1.371240E-7
     4230.574   1.370335E-7
     4230.985   1.369434E-7
     4231.398   1.368529E-7
      4231.81   1.367630E-7
     4232.223   1.366724E-7
     4232.634   1.365822E-7
     4233.046   1.364919E-7
     4233.459   1.364013E-7
     4233.871   1.363111E-7
     4234.287   1.362198E-7
     4234.698   1.361295E-7
     4235.112   1.360386E-7
     4235.523   1.359484E-7
     4235.935   1.358582E-7
     4236.349   1.357674E-7
     4236.761   1.356770E-7
     4237.175   1.355862E-7
     4237.589   1.354952E-7
     4238.003   1.354043E-7
     4238.415   1.353138E-7
     4238.827   1.352234E-7
     4239.241   1.351325E-7
     4239.653   1.350421E-7
     4240.067   1.349507E-7
     4240.479   1.348576E-7
     4240.894   1.347639E-7
     4241.306   1.346708E-7
      4241.72   1.345772E-7
     4242.135   1.344836E-7
     4242.547   1.343906E-7
     4242.961   1.342970E-7
     4243.374   1.342039E-7
     4243.789   1.341103E-7
     4244.201   1.340172E-7
     4244.613   1.339239E-7
      4245.03   1.338295E-7
     4245.443   1.337363E-7
     4245.858   1.336426E-7
     4246.271   1.335493E-7
     4246.686   1.334553E-7
     4247.098   1.333620E-7
     4247.511   1.332687E-7
     4247.926   1.331749E-7
     4248.339   1.330815E-7
     4248.754   1.329875E-7
     4249.169   1.328936E-7
     4249.584   1.327996E-7
     4249.997   1.327063E-7
      4250.41   1.326161E-7
     4250.826   1.325255E-7
     4251.239   1.324352E-7
     4251.654   1.323443E-7
     4252.067   1.322538E-7
     4252.483   1.321629E-7
     4252.898   1.320719E-7
     4253.312   1.319815E-7
     4253.727   1.318906E-7
     4254.141   1.318002E-7
     4254.556   1.317093E-7
      4254.97   1.316187E-7
     4255.386   1.315276E-7
     4255.799   1.314370E-7
     4256.212   1.313464E-7
     4256.631   1.312547E-7
     4257.044   1.311641E-7
      4257.46   1.310729E-7
     4257.874   1.309823E-7
     4258.291   1.308910E-7
     4258.704   1.308003E-7
     4259.118   1.307095E-7
     4259.534   1.306182E-7
      4259.95   1.305269E-7
     4260.367   1.304384E-7
     4260.781   1.303508E-7
     4261.197   1.302627E-7
     4261.611   1.301751E-7
     4262.025   1.300874E-7
     4262.442   1.299991E-7
     4262.856   1.299114E-7
     4263.272   1.298231E-7
     4263.687   1.297351E-7
     4264.104   1.296467E-7
      4264.52   1.295584E-7
     4264.935   1.294705E-7
     4265.352   1.293820E-7
     4265.766   1.292940E-7
     4266.183   1.292054E-7
     4266.597   1.291176E-7
     4267.014   1.290291E-7
     4267.431   1.289405E-7
     4267.846   1.288524E-7
     4268.263   1.287636E-7
     4268.678   1.286754E-7
     4269.095   1.285868E-7
      4269.51   1.284986E-7
     4269.927   1.284100E-7
     4270.342   1.283179E-7
     4270.757   1.282250E-7
     4271.174   1.281315E-7
     4271.589   1.280386E-7
     4272.009   1.279446E-7
     4272.424   1.278516E-7
     4272.842   1.277582E-7
     4273.257   1.276653E-7
     4273.672   1.275722E-7
      4274.09   1.274785E-7
     4274.505   1.273855E-7
     4274.923   1.272918E-7
      4275.34   1.271981E-7
     4275.758   1.271043E-7
     4276.174   1.270111E-7
     4276.589   1.269179E-7
     4277.007   1.268242E-7
     4277.423   1.267309E-7
     4277.841   1.266371E-7
     4278.257   1.265438E-7
     4278.675   1.264501E-7
      4279.09   1.263569E-7
     4279.509   1.262628E-7
     4279.927   1.261688E-7
     4280.343   1.260714E-7
     4280.761   1.259726E-7
     4281.177   1.258744E-7
     4281.595   1.257757E-7
     4282.011   1.256776E-7
      4282.43   1.255787E-7
     4282.849   1.254797E-7
     4283.265   1.253815E-7
     4283.683   1.252827E-7
       4284.1   1.251843E-7
     4284.518   1.250854E-7
     4284.935   1.249870E-7
     4285.351   1.248887E-7
      4285.77   1.247898E-7
     4286.186   1.246913E-7
     4286.605   1.245924E-7
     4287.024   1.244934E-7
     4287.443   1.243943E-7
     4287.859   1.242958E-7
     4288.276   1.241974E-7
     4288.695   1.240983E-7
     4289.112   1.240000E-7
     4289.531   1.239010E-7
     4289.948   1.238024E-7
      4290.37   1.237070E-7
     4290.786   1.236134E-7
     4291.206   1.235191E-7
     4291.623   1.234253E-7
      4292.04   1.233316E-7
     4292.459   1.232373E-7
     4292.876   1.231434E-7
     4293.296   1.230489E-7
     4293.713   1.229551E-7
     4294.132   1.228606E-7
     4294.552   1.227661E-7
     4294.969   1.226722E-7
     4295.389   1.225777E-7
     4295.807   1.224838E-7
     4296.227   1.223892E-7
     4296.644   1.222952E-7
     4297.064   1.222005E-7
     4297.481   1.221066E-7
     4297.901   1.220120E-7
     4298.321   1.219175E-7
     4298.739   1.218234E-7
     4299.159   1.217287E-7
     4299.577   1.216344E-7
     4299.995   1.215401E-7
     4300.415   1.214410E-7
     4300.833   1.213425E-7
     4301.253   1.212434E-7
     4301.671   1.211448E-7
     4302.094   1.210450E-7
     4302.512   1.209463E-7
      4302.93   1.208475E-7
     4303.351   1.207483E-7
     4303.769   1.206497E-7
     4304.189   1.205505E-7
     4304.607   1.204517E-7
     4305.028   1.203524E-7
     4305.449   1.202530E-7
     4305.867   1.201541E-7
     4306.288   1.200548E-7
     4306.707   1.199560E-7
     4307.127   1.198567E-7
     4307.546   1.197580E-7
     4307.967   1.196586E-7
     4308.385   1.195598E-7
     4308.806   1.194604E-7
     4309.225   1.193614E-7
     4309.646   1.192620E-7
     4310.067   1.191638E-7
     4310.486   1.190727E-7
     4310.907   1.189813E-7
     4311.326   1.188902E-7
     4311.748   1.187986E-7
     4312.167   1.187076E-7
     4312.585   1.186165E-7
     4313.009   1.185244E-7
     4313.429   1.184332E-7
      4313.85   1.183416E-7
     4314.269   1.182505E-7
     4314.688   1.181592E-7
      4315.11   1.180675E-7
     4315.529   1.179763E-7
     4315.951   1.178845E-7
     4316.371   1.177931E-7
     4316.792   1.177012E-7
     4317.214   1.176093E-7
     4317.636   1.175173E-7
     4318.056   1.174260E-7
     4318.475   1.173345E-7
     4318.897   1.172425E-7
     4319.317   1.171510E-7
     4319.739   1.170589E-7
     4320.159   1.169643E-7
     4320.581   1.168641E-7
     4321.003   1.167639E-7
     4321.423   1.166641E-7
     4321.845   1.165639E-7
     4322.266   1.164641E-7
     4322.688   1.163639E-7
     4323.108   1.162643E-7
      4323.53   1.161640E-7
     4323.951   1.160641E-7
     4324.371   1.159645E-7
     4324.795   1.158637E-7
     4325.216   1.157638E-7
     4325.639   1.156633E-7
     4326.059   1.155634E-7
     4326.481   1.154630E-7
     4326.902   1.153631E-7
     4327.322   1.152632E-7
     4327.746   1.151625E-7
     4328.168   1.150621E-7
     4328.591   1.149617E-7
     4329.012   1.148619E-7
     4329.433   1.147618E-7
     4329.855   1.146613E-7
     4330.276   1.145593E-7
       4330.7   1.144556E-7
     4331.121   1.143526E-7
     4331.543   1.142491E-7
     4331.964   1.141461E-7
     4332.388   1.140424E-7
     4332.811   1.139388E-7
     4333.232   1.138357E-7
     4333.656   1.137321E-7
     4334.077   1.136291E-7
       4334.5   1.135254E-7
     4334.921   1.134224E-7
     4335.345   1.133187E-7
     4335.769   1.132149E-7
      4336.19   1.131118E-7
     4336.614   1.130081E-7
     4337.035   1.129048E-7
     4337.459   1.128011E-7
     4337.881   1.126978E-7
     4338.305   1.125941E-7
     4338.726   1.124910E-7
     4339.148   1.123877E-7
     4339.572   1.122840E-7
     4339.996   1.121802E-7
      4340.42   1.120823E-7
     4340.842   1.119849E-7
     4341.266   1.118868E-7
     4341.688   1.117893E-7
      4342.11   1.116918E-7
     4342.534   1.115938E-7
     4342.956   1.114964E-7
     4343.383   1.113977E-7
     4343.805   1.113001E-7
     4344.229   1.112019E-7
     4344.651   1.111044E-7
     4345.074   1.110068E-7
     4345.499   1.109086E-7
      4345.92   1.108110E-7
     4346.345   1.107127E-7
     4346.768   1.106150E-7
     4347.192   1.105167E-7
     4347.617   1.104184E-7
      4348.04   1.103207E-7
     4348.465   1.102223E-7
     4348.887   1.101245E-7
     4349.312   1.100262E-7
     4349.735   1.099284E-7
      4350.16   1.098276E-7
     4350.583   1.097234E-7
     4351.008   1.096185E-7
     4351.433   1.095136E-7
     4351.856   1.094093E-7
     4352.281   1.093045E-7
     4352.704   1.092002E-7
     4353.129   1.090954E-7
     4353.552   1.089912E-7
     4353.976   1.088869E-7
     4354.401   1.087820E-7
     4354.824   1.086776E-7
     4355.252   1.085722E-7
     4355.675   1.084678E-7
     4356.101   1.083629E-7
     4356.524   1.082586E-7
     4356.948   1.081544E-7
     4357.374   1.080495E-7
     4357.797   1.079452E-7
     4358.223   1.078402E-7
     4358.648   1.077352E-7
     4359.074   1.076302E-7
     4359.498   1.075257E-7
     4359.922   1.074211E-7
     4360.348   1.073188E-7
     4360.771   1.072176E-7
     4361.198   1.071156E-7
     4361.622   1.070142E-7
     4362.047   1.069123E-7
     4362.472   1.068109E-7
     4362.898   1.067089E-7
     4363.324   1.066069E-7
     4363.748   1.065055E-7
     4364.175   1.064033E-7
     4364.599   1.063020E-7
     4365.025   1.061998E-7
     4365.449   1.060984E-7
     4365.874   1.059967E-7
     4366.303   1.058941E-7
     4366.727   1.057926E-7
     4367.154   1.056905E-7
     4367.578   1.055890E-7
     4368.005   1.054868E-7
     4368.429   1.053852E-7
     4368.854   1.052835E-7
     4369.281   1.051813E-7
     4369.705   1.050797E-7
     4370.132   1.049777E-7
     4370.557   1.048768E-7
     4370.986   1.047749E-7
     4371.411   1.046739E-7
     4371.836   1.045729E-7
     4372.263   1.044714E-7
     4372.688   1.043705E-7
     4373.115   1.042690E-7
     4373.541   1.041679E-7
     4373.968   1.040664E-7
     4374.395   1.039648E-7
      4374.82   1.038637E-7
     4375.248   1.037622E-7
     4375.673   1.036612E-7
     4376.101   1.035595E-7
     4376.526   1.034583E-7
     4376.954   1.033565E-7
     4377.379   1.032554E-7
     4377.807   1.031537E-7
     4378.232   1.030526E-7
      4378.66   1.029510E-7
     4379.088   1.028491E-7
     4379.513   1.027479E-7
     4379.941   1.026459E-7
     4380.367   1.025405E-7
     4380.792   1.024342E-7
     4381.221   1.023274E-7
     4381.646   1.022211E-7
     4382.077   1.021136E-7
     4382.503   1.020074E-7
     4382.931   1.019006E-7
     4383.357   1.017944E-7
     4383.783   1.016882E-7
     4384.211   1.015812E-7
     4384.637   1.014748E-7
     4385.066   1.013678E-7
     4385.492   1.012615E-7
      4385.92   1.011548E-7
     4386.349   1.010478E-7
     4386.778   1.009409E-7
     4387.204   1.008345E-7
      4387.63   1.007281E-7
     4388.059   1.006211E-7
     4388.485   1.005149E-7
     4388.915   1.004078E-7
     4389.341   1.003015E-7
      4389.77   1.001944E-7
     4390.199   1.000867E-7
     4390.625   9.997892E-8
     4391.055   9.987053E-8
     4391.481   9.976284E-8
      4391.91   9.965441E-8
     4392.337   9.954661E-8
     4392.766   9.943822E-8
     4393.193   9.933030E-8
      4393.62   9.922250E-8
     4394.052   9.911353E-8
     4394.479   9.900566E-8
     4394.908   9.889732E-8
     4395.335   9.878948E-8
     4395.763   9.868165E-8
     4396.192   9.857334E-8
     4396.619   9.846551E-8
     4397.049   9.835706E-8
     4397.479   9.824864E-8
     4397.908   9.814018E-8
     4398.336   9.803221E-8
