WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f170w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.551355E-15
PIVWV    r 1831.179
BANDW    r 291.5576
TPEAK    r 2.462036E-4
EQUVW    r 0.1503303
RECTW    r 610.5932
EMFLX    r 9.674763E-13
        1216.   4.344112E-6
     1216.268   4.370284E-6
     1216.535   4.396579E-6
     1216.803   4.422970E-6
     1217.071   4.449456E-6
      1217.34   4.476127E-6
     1217.608   4.502895E-6
     1217.876   4.529700E-6
     1218.145   4.556615E-6
     1218.413   4.583629E-6
     1218.681   4.610741E-6
     1218.949   4.637964E-6
     1219.218   4.665299E-6
     1219.486   4.692733E-6
     1219.755   4.720329E-6
     1220.024   4.747717E-6
     1220.293   4.772611E-6
     1220.562   4.797525E-6
     1220.831   4.822526E-6
     1221.099   4.847602E-6
     1221.368   4.872756E-6
     1221.637   4.897997E-6
     1221.906   4.923314E-6
     1222.176   4.948777E-6
     1222.445   4.974271E-6
     1222.714   4.999831E-6
     1222.984   5.025549E-6
     1223.253   5.051287E-6
     1223.522   5.077101E-6
     1223.792   5.103007E-6
     1224.061   5.128988E-6
     1224.331   5.155061E-6
     1224.601   5.181283E-6
      1224.87   5.207511E-6
      1225.14   5.233831E-6
      1225.41   5.260241E-6
      1225.68   5.286802E-6
      1225.95   5.313370E-6
      1226.22   5.340028E-6
      1226.49   5.366779E-6
      1226.76   5.393609E-6
     1227.031   5.420592E-6
     1227.301   5.447595E-6
     1227.571   5.474688E-6
     1227.842   5.501863E-6
     1228.112   5.529118E-6
     1228.383   5.556540E-6
     1228.653   5.583968E-6
     1228.924   5.611490E-6
     1229.194   5.639106E-6
     1229.466   5.666866E-6
     1229.736   5.694656E-6
     1230.007   5.722800E-6
     1230.278   5.760977E-6
     1230.549   5.799273E-6
      1230.82   5.837686E-6
     1231.091   5.876288E-6
     1231.362   5.914905E-6
     1231.634   5.953641E-6
     1231.905   5.992584E-6
     1232.177   6.031543E-6
     1232.448   6.070602E-6
     1232.719   6.109783E-6
     1232.991   6.149085E-6
     1233.262   6.188470E-6
     1233.534   6.227994E-6
     1233.806   6.267712E-6
     1234.078   6.307442E-6
      1234.35   6.347404E-6
     1234.622   6.387362E-6
     1234.894   6.427441E-6
     1235.165   6.467625E-6
     1235.437   6.507930E-6
     1235.709   6.548342E-6
     1235.981   6.588857E-6
     1236.254   6.629515E-6
     1236.526   6.670368E-6
     1236.799   6.711236E-6
     1237.072   6.752321E-6
     1237.344   6.793437E-6
     1237.616   6.834640E-6
     1237.889   6.875970E-6
     1238.161   6.917423E-6
     1238.434   6.958985E-6
     1238.707   7.000669E-6
     1238.979   7.042461E-6
     1239.253   7.084474E-6
     1239.526   7.126500E-6
     1239.799   7.168748E-6
     1240.072   7.210276E-6
     1240.345   7.249869E-6
     1240.618   7.289542E-6
     1240.891   7.329311E-6
     1241.165   7.369162E-6
     1241.438   7.409089E-6
     1241.712   7.449223E-6
     1241.985   7.489331E-6
     1242.259   7.529535E-6
     1242.533   7.569946E-6
     1242.807   7.610330E-6
      1243.08   7.650795E-6
     1243.354   7.691357E-6
     1243.628   7.732019E-6
     1243.901   7.772762E-6
     1244.176   7.813695E-6
      1244.45   7.854617E-6
     1244.724   7.895621E-6
     1244.998   7.936724E-6
     1245.273   7.978019E-6
     1245.547   8.019305E-6
     1245.821   8.060691E-6
     1246.095   8.102157E-6
      1246.37   8.143707E-6
     1246.644   8.185356E-6
     1246.919   8.227201E-6
     1247.194   8.269032E-6
     1247.468   8.310947E-6
     1247.743   8.352965E-6
     1248.018   8.395177E-6
     1248.293   8.437377E-6
     1248.568   8.479678E-6
     1248.843   8.522065E-6
     1249.119   8.564647E-6
     1249.393   8.607201E-6
     1249.669   8.649873E-6
     1249.944   8.692631E-6
     1250.219   8.733575E-6
     1250.494   8.774115E-6
      1250.77   8.814823E-6
     1251.046   8.855506E-6
     1251.321   8.896251E-6
     1251.596   8.937076E-6
     1251.873   8.978075E-6
     1252.148   9.019045E-6
     1252.424   9.060077E-6
       1252.7   9.101193E-6
     1252.976   9.142386E-6
     1253.251   9.183630E-6
     1253.528   9.225063E-6
     1253.804   9.266465E-6
      1254.08   9.307952E-6
     1254.357   9.349595E-6
     1254.633   9.391208E-6
     1254.909   9.432904E-6
     1255.186   9.474684E-6
     1255.462   9.516505E-6
     1255.738   9.558429E-6
     1256.015   9.600420E-6
     1256.292   9.642586E-6
     1256.568   9.684703E-6
     1256.846   9.727015E-6
     1257.123   9.769299E-6
     1257.399   9.811665E-6
     1257.676   9.854078E-6
     1257.953   9.896593E-6
      1258.23   9.939172E-6
     1258.507   9.981816E-6
     1258.784   1.002455E-5
     1259.062   1.006745E-5
     1259.339   1.011033E-5
     1259.617   1.015338E-5
     1259.894   1.019639E-5
     1260.172   1.023852E-5
     1260.449   1.028011E-5
     1260.727   1.032174E-5
     1261.004   1.036344E-5
     1261.282   1.040519E-5
      1261.56   1.044701E-5
     1261.838   1.048899E-5
     1262.116   1.053092E-5
     1262.395   1.057301E-5
     1262.672   1.061506E-5
      1262.95   1.065717E-5
     1263.229   1.069933E-5
     1263.507   1.074155E-5
     1263.785   1.078383E-5
     1264.063   1.082616E-5
     1264.342   1.086868E-5
      1264.62   1.091113E-5
     1264.899   1.095365E-5
     1265.178   1.099633E-5
     1265.457   1.103896E-5
     1265.735   1.108165E-5
     1266.014   1.112441E-5
     1266.293   1.116723E-5
     1266.571   1.121010E-5
     1266.851   1.125314E-5
      1267.13   1.129611E-5
     1267.409   1.133917E-5
     1267.688   1.138228E-5
     1267.968   1.142555E-5
     1268.247   1.146878E-5
     1268.526   1.151206E-5
     1268.805   1.155541E-5
     1269.085   1.159881E-5
     1269.365   1.164239E-5
     1269.644   1.168591E-5
     1269.924   1.172949E-5
     1270.203   1.177161E-5
     1270.483   1.181318E-5
     1270.763   1.185489E-5
     1271.043   1.189655E-5
     1271.323   1.193825E-5
     1271.603   1.198000E-5
     1271.884   1.202189E-5
     1272.164   1.206374E-5
     1272.444   1.210563E-5
     1272.724   1.214756E-5
     1273.004   1.218952E-5
     1273.284   1.223154E-5
     1273.565   1.227370E-5
     1273.846   1.231581E-5
     1274.126   1.235797E-5
     1274.407   1.240028E-5
     1274.688   1.244252E-5
     1274.969   1.248480E-5
     1275.249   1.252715E-5
      1275.53   1.256953E-5
     1275.811   1.261194E-5
     1276.092   1.265441E-5
     1276.374   1.269704E-5
     1276.655   1.273960E-5
     1276.936   1.278231E-5
     1277.217   1.282496E-5
     1277.499   1.286766E-5
      1277.78   1.291040E-5
     1278.061   1.295318E-5
     1278.343   1.299601E-5
     1278.624   1.303889E-5
     1278.906   1.308181E-5
     1279.188   1.312488E-5
     1279.469   1.316791E-5
