WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,fuvmama,f25srf2
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.311402E-17
PIVWV    r 1453.116
BANDW    r 119.6688
TPEAK    r 0.02648978
EQUVW    r 6.983327
RECTW    r 263.6234
EMFLX    r 1.622220E-14
        1150.   7.950416E-8
     1150.259   8.293794E-8
     1150.519   8.645787E-8
     1150.779   9.006493E-8
     1151.038   9.375835E-8
     1151.299   9.754974E-8
     1151.558   1.014223E-7
     1151.818   1.053727E-7
     1152.078   1.094241E-7
     1152.338   1.135682E-7
     1152.598   1.178041E-7
     1152.858   1.221347E-7
     1153.118   1.265588E-7
     1153.378   1.310794E-7
     1153.639   1.357065E-7
     1153.899   1.404191E-7
      1154.16   1.452334E-7
      1154.42   1.501435E-7
     1154.681   1.551550E-7
     1154.941   1.602690E-7
     1155.202   1.654838E-7
     1155.462   1.708005E-7
     1155.723   1.762225E-7
     1155.984   1.817482E-7
     1156.245   1.873811E-7
     1156.506   1.931223E-7
     1156.767   1.989702E-7
     1157.028   2.049255E-7
     1157.289   2.109920E-7
      1157.55   2.171679E-7
     1157.811   2.234571E-7
     1158.072   2.298576E-7
     1158.334   2.363887E-7
     1158.596   2.430210E-7
     1158.857   2.497645E-7
     1159.119   2.566294E-7
      1159.38   2.636072E-7
     1159.642   2.707087E-7
     1159.903   2.779080E-7
     1160.165   2.866710E-7
     1160.427   2.964283E-7
     1160.689   3.063672E-7
     1160.951   3.164473E-7
     1161.213   3.266880E-7
     1161.475   3.370906E-7
     1161.737   3.476661E-7
     1161.999   3.584009E-7
     1162.261   3.693063E-7
     1162.524   3.803837E-7
     1162.786   3.916291E-7
     1163.049   4.030705E-7
     1163.311   4.146342E-7
     1163.573   4.264018E-7
     1163.836   4.383426E-7
     1164.099   4.504575E-7
     1164.361   4.627536E-7
     1164.624   4.752264E-7
     1164.887   4.878830E-7
      1165.15   5.007250E-7
     1165.413   5.137780E-7
     1165.676   5.269828E-7
     1165.939   5.403768E-7
     1166.202   5.539553E-7
     1166.465   5.677257E-7
     1166.729   5.816831E-7
     1166.992   5.958352E-7
     1167.255   6.101768E-7
     1167.519   6.247159E-7
     1167.782   6.394473E-7
     1168.046   6.543787E-7
     1168.309   6.695049E-7
     1168.573   6.848343E-7
     1168.837   7.003610E-7
       1169.1   7.160936E-7
     1169.364   7.320261E-7
     1169.628   7.481673E-7
     1169.892   7.645113E-7
     1170.157   7.866372E-7
     1170.421   8.128740E-7
     1170.685   8.395058E-7
     1170.949   8.665605E-7
     1171.213   8.939390E-7
     1171.477   9.217964E-7
     1171.741   9.500724E-7
     1172.006   9.787568E-7
      1172.27   1.007852E-6
     1172.535   1.037443E-6
       1172.8   1.067397E-6
     1173.064   1.097769E-6
     1173.329   1.128564E-6
     1173.594   1.159796E-6
     1173.859   1.191471E-6
     1174.124   1.223575E-6
     1174.389   1.256112E-6
     1174.654   1.289098E-6
     1174.919   1.322538E-6
     1175.184   1.356419E-6
     1175.449   1.390743E-6
     1175.714   1.425529E-6
     1175.979   1.460764E-6
     1176.245   1.496466E-6
      1176.51   1.532640E-6
     1176.776   1.569254E-6
     1177.041   1.606361E-6
     1177.308   1.644018E-6
     1177.573   1.682055E-6
     1177.839   1.720578E-6
     1178.105   1.759571E-6
     1178.371   1.799056E-6
     1178.637   1.839037E-6
     1178.902   1.879478E-6
     1179.169   1.920439E-6
     1179.434   1.961770E-6
       1179.7   2.003703E-6
     1179.967   2.046244E-6
     1180.233   2.106386E-6
       1180.5   2.169607E-6
     1180.766   2.233571E-6
     1181.032   2.298196E-6
     1181.299   2.363573E-6
     1181.565   2.429614E-6
     1181.832   2.496417E-6
     1182.099   2.564077E-6
     1182.366   2.632290E-6
     1182.633   2.701213E-6
     1182.899   2.770720E-6
     1183.166   2.841134E-6
     1183.433   2.912268E-6
       1183.7   2.984158E-6
     1183.967   3.056776E-6
     1184.234   3.130157E-6
     1184.502   3.204272E-6
      1184.77   3.279332E-6
     1185.037   3.354961E-6
     1185.304   3.431336E-6
     1185.572   3.508528E-6
     1185.839   3.586438E-6
     1186.107   3.665137E-6
     1186.375   3.744632E-6
     1186.642   3.824889E-6
      1186.91   3.905949E-6
     1187.178   3.987780E-6
     1187.446   4.070382E-6
     1187.714   4.153800E-6
     1187.982   4.238035E-6
      1188.25   4.323054E-6
     1188.518   4.408901E-6
     1188.786   4.495539E-6
     1189.054   4.582971E-6
     1189.323   4.671243E-6
     1189.592   4.760561E-6
      1189.86   4.850482E-6
     1190.129   4.967441E-6
     1190.397   5.114045E-6
     1190.666   5.262027E-6
     1190.935   5.411459E-6
     1191.203   5.562003E-6
     1191.472   5.714280E-6
      1191.74   5.867954E-6
      1192.01   6.023452E-6
     1192.279   6.180078E-6
     1192.548   6.338116E-6
     1192.817   6.497642E-6
     1193.086   6.658589E-6
     1193.355   6.820962E-6
     1193.625   6.984839E-6
     1193.894   7.150227E-6
     1194.164   7.317054E-6
     1194.433   7.485328E-6
     1194.703   7.655128E-6
     1194.972   7.826461E-6
     1195.242   7.999253E-6
     1195.511   8.173511E-6
     1195.781   8.349317E-6
     1196.051   8.526598E-6
     1196.321   8.705440E-6
     1196.591   8.885846E-6
     1196.862   9.068157E-6
     1197.132   9.251636E-6
     1197.402   9.436614E-6
     1197.672   9.623098E-6
     1197.942   9.811174E-6
     1198.213   1.000085E-5
     1198.483   1.019205E-5
     1198.753   1.038477E-5
     1199.024   1.057911E-5
     1199.295   1.077507E-5
     1199.565   1.097258E-5
     1199.836   1.117163E-5
     1200.107   1.141682E-5
     1200.377   1.173259E-5
     1200.648   1.205033E-5
     1200.919   1.237006E-5
      1201.19   1.269193E-5
     1201.461   1.301593E-5
     1201.733   1.334267E-5
     1202.004   1.367068E-5
     1202.275   1.400084E-5
     1202.547   1.433317E-5
     1202.818   1.466751E-5
     1203.089   1.500311E-5
      1203.36   1.534164E-5
     1203.632   1.568236E-5
     1203.904   1.602510E-5
     1204.176   1.637066E-5
     1204.448   1.671764E-5
     1204.719   1.706683E-5
     1204.991   1.741806E-5
     1205.263   1.777135E-5
     1205.535   1.812686E-5
     1205.807   1.848459E-5
     1206.079   1.884438E-5
     1206.351   1.920642E-5
     1206.624   1.957052E-5
     1206.896   1.993671E-5
     1207.168   2.030515E-5
     1207.441   2.067584E-5
     1207.713   2.104862E-5
     1207.986   2.142350E-5
     1208.258   2.180066E-5
     1208.531   2.218008E-5
     1208.804   2.256162E-5
     1209.077   2.294631E-5
      1209.35   2.333226E-5
     1209.623   2.372051E-5
     1209.896   2.411088E-5
     1210.169   2.468202E-5
     1210.442   2.536777E-5
     1210.715   2.605817E-5
     1210.988   2.675295E-5
     1211.261   2.745241E-5
     1211.535   2.815626E-5
     1211.808   2.886449E-5
     1212.082   2.957744E-5
     1212.355   3.029513E-5
     1212.629   3.101724E-5
     1212.902   3.174411E-5
     1213.176   3.247541E-5
      1213.45   3.321150E-5
     1213.724   3.395204E-5
     1213.998   3.469906E-5
     1214.272   3.544890E-5
     1214.546   3.620357E-5
     1214.819   3.696070E-5
     1215.094   3.772470E-5
     1215.368   3.849321E-5
     1215.642   3.926660E-5
     1215.916   4.004454E-5
     1216.191   4.082736E-5
     1216.466   4.161685E-5
      1216.74   4.240881E-5
     1217.015   4.320606E-5
      1217.29   4.400753E-5
     1217.564   4.481432E-5
     1217.839   4.562535E-5
     1218.114   4.644172E-5
     1218.389   4.726236E-5
     1218.664   4.808836E-5
     1218.939   4.891864E-5
     1219.214   4.975432E-5
     1219.489   5.059429E-5
     1219.764   5.143969E-5
     1220.039   5.235505E-5
     1220.315   5.366490E-5
      1220.59   5.497644E-5
     1220.865   5.628906E-5
     1221.141   5.760336E-5
     1221.417   5.892224E-5
     1221.693   6.023930E-5
     1221.968   6.155744E-5
     1222.244   6.287727E-5
      1222.52   6.419816E-5
     1222.796   6.552075E-5
     1223.072   6.684499E-5
     1223.347   6.816682E-5
     1223.623   6.949383E-5
       1223.9   7.082485E-5
     1224.176   7.215461E-5
     1224.452   7.348546E-5
     1224.729   7.481739E-5
     1225.005   7.615100E-5
     1225.281   7.748629E-5
     1225.558   7.882264E-5
     1225.834   8.016008E-5
     1226.111   8.149920E-5
     1226.388   8.284294E-5
     1226.665   8.418482E-5
     1226.941   8.552479E-5
     1227.218   8.686941E-5
     1227.495   8.821570E-5
     1227.772   8.956308E-5
     1228.049   9.091212E-5
     1228.326   9.226224E-5
     1228.604   9.361405E-5
     1228.881   9.496990E-5
     1229.159   9.632444E-5
     1229.436   9.768006E-5
     1229.714   9.903735E-5
     1229.991   1.003957E-4
     1230.269   1.028848E-4
     1230.546   1.054133E-4
     1230.824   1.079442E-4
     1231.102   1.104764E-4
     1231.379   1.130111E-4
     1231.657   1.155471E-4
     1231.935   1.180856E-4
     1232.213   1.206255E-4
     1232.491   1.231678E-4
     1232.769   1.257115E-4
     1233.047   1.282576E-4
     1233.326   1.308061E-4
     1233.604   1.333560E-4
     1233.882   1.359073E-4
     1234.161   1.384666E-4
      1234.44   1.410228E-4
     1234.719   1.435802E-4
     1234.997   1.461391E-4
     1235.276   1.487004E-4
     1235.554   1.512574E-4
     1235.833   1.538225E-4
     1236.112   1.563900E-4
     1236.391   1.589645E-4
      1236.67   1.615358E-4
     1236.949   1.641085E-4
     1237.229   1.666836E-4
     1237.508   1.692600E-4
     1237.787   1.718378E-4
     1238.066   1.744180E-4
     1238.346   1.770007E-4
     1238.625   1.795847E-4
     1238.905   1.821712E-4
     1239.184   1.847590E-4
     1239.464   1.873492E-4
     1239.743   1.899408E-4
     1240.023   1.927207E-4
     1240.303   1.975590E-4
     1240.583   2.024000E-4
     1240.863   2.072417E-4
     1241.143   2.120861E-4
     1241.424   2.169439E-4
     1241.704   2.217917E-4
     1241.984   2.266401E-4
     1242.264   2.314912E-4
     1242.545   2.363451E-4
     1242.825   2.411996E-4
     1243.105   2.460548E-4
     1243.386   2.509126E-4
     1243.666   2.557711E-4
     1243.946   2.606217E-4
     1244.228   2.654962E-4
     1244.509   2.703607E-4
     1244.789   2.752280E-4
      1245.07   2.800958E-4
     1245.351   2.849643E-4
     1245.632   2.898355E-4
     1245.913   2.947094E-4
     1246.194   2.995838E-4
     1246.476   3.044717E-4
     1246.758   3.093516E-4
     1247.039   3.142299E-4
      1247.32   3.191131E-4
     1247.602   3.239948E-4
     1247.883   3.288685E-4
     1248.164   3.337556E-4
     1248.446   3.386432E-4
     1248.728   3.435336E-4
     1249.009   3.484244E-4
     1249.292   3.533308E-4
     1249.574   3.582249E-4
     1249.856   3.631218E-4
     1250.138   3.681358E-4
      1250.42   3.732683E-4
     1250.702   3.783990E-4
     1250.984   3.835300E-4
     1251.267   3.886615E-4
     1251.549   3.937910E-4
     1251.831   3.989188E-4
     1252.114   4.040469E-4
     1252.396   4.091754E-4
     1252.679   4.143020E-4
     1252.962   4.194291E-4
     1253.245   4.245542E-4
     1253.527   4.296798E-4
      1253.81   4.348033E-4
     1254.093   4.399274E-4
     1254.377   4.450628E-4
      1254.66   4.501852E-4
     1254.943   4.553059E-4
     1255.226   4.604268E-4
     1255.509   4.655459E-4
     1255.793   4.706653E-4
     1256.076   4.757829E-4
     1256.359   4.809008E-4
     1256.643   4.860191E-4
     1256.927   4.911353E-4
      1257.21   4.962498E-4
     1257.494   5.013646E-4
     1257.778   5.064796E-4
     1258.062   5.115930E-4
     1258.345   5.167064E-4
     1258.629   5.218181E-4
     1258.913   5.269278E-4
     1259.198   5.320400E-4
     1259.482   5.371612E-4
     1259.766   5.422697E-4
      1260.05   5.417708E-4
     1260.334   5.151008E-4
     1260.619   4.884638E-4
     1260.903   4.618257E-4
     1261.188   4.352094E-4
     1261.472   4.086147E-4
     1261.757   3.820304E-4
     1262.042   3.553994E-4
     1262.327   3.288473E-4
     1262.612   3.023055E-4
     1262.897   2.757854E-4
     1263.182   2.492871E-4
     1263.467   2.227993E-4
     1263.752   1.963220E-4
     1264.037   1.698664E-4
     1264.323   1.434214E-4
     1264.608   1.169982E-4
     1264.893   9.058548E-5
     1265.179   8.429202E-5
     1265.464   8.999922E-5
      1265.75   9.570166E-5
     1266.035   1.014018E-4
     1266.321   1.070971E-4
     1266.607   1.127900E-4
     1266.893   1.184783E-4
     1267.179   1.241787E-4
     1267.465   1.298622E-4
     1267.751   1.355409E-4
     1268.037   1.412148E-4
     1268.323   1.468864E-4
      1268.61   1.525556E-4
     1268.895   1.582055E-4
     1269.182   1.638675E-4
     1269.468   1.695248E-4
     1269.755   1.751916E-4
     1270.042   1.832567E-4
     1270.328   2.054974E-4
     1270.615   2.277351E-4
     1270.902   2.499508E-4
     1271.188   2.721445E-4
     1271.475   2.943256E-4
     1271.762   3.164848E-4
     1272.049   3.386314E-4
     1272.337   3.608124E-4
     1272.623   3.828773E-4
      1272.91   4.049673E-4
     1273.198   4.270447E-4
     1273.485   4.491093E-4
     1273.772   4.711520E-4
      1274.06   4.931819E-4
     1274.347   5.151897E-4
     1274.635   5.371755E-4
     1274.923   5.592046E-4
     1275.211   6.653303E-4
     1275.499   8.020959E-4
     1275.786   9.386674E-4
     1276.074   0.001075218
     1276.362   0.001211633
      1276.65   0.001347911
     1276.938   0.001484111
     1277.227   0.001620231
     1277.515   0.001756215
     1277.803   0.001892063
     1278.091   0.002027831
      1278.38   0.002163521
     1278.668   0.002299073
     1278.957   0.002434547
     1279.245   0.002569884
     1279.534   0.002705141
     1279.823   0.002840261
     1280.112   0.003043147
     1280.401   0.003351505
      1280.69   0.003659646
     1280.979   0.003967572
     1281.267   0.004274372
     1281.557   0.004582384
     1281.846   0.004888623
     1282.135   0.005195426
     1282.424    0.00550188
     1282.714   0.005808892
     1283.004   0.006114784
     1283.293   0.006420327
     1283.583   0.006725783
     1283.873    0.00703089
     1284.162   0.007335654
     1284.452   0.007640197
     1284.742   0.007944394
     1285.032   0.008255759
     1285.322   0.008626727
     1285.612   0.008997272
     1285.902   0.009367392
     1286.192   0.009737248
     1286.482    0.01010684
     1286.773      0.010476
     1287.063     0.0108449
     1287.354    0.01121337
     1287.644    0.01158158
     1287.935    0.01195029
     1288.226     0.0123178
     1288.517    0.01268489
     1288.807    0.01305171
     1289.098    0.01341811
     1289.389    0.01378424
      1289.68     0.0141501
     1289.971    0.01451553
     1290.261    0.01481612
     1290.553     0.0151108
     1290.844    0.01540438
     1291.136    0.01569786
     1291.427    0.01599085
     1291.719    0.01628373
      1292.01    0.01657614
     1292.302    0.01686844
     1292.593    0.01716038
     1292.885    0.01745197
     1293.177    0.01774406
     1293.469    0.01803518
     1293.761    0.01832595
     1294.053    0.01861636
     1294.344    0.01890593
     1294.636    0.01919575
     1294.928    0.01948534
     1295.221     0.0196968
     1295.513    0.01988285
     1295.805    0.02006858
     1296.099    0.02025471
     1296.391    0.02044013
     1296.683    0.02062532
     1296.976    0.02081035
     1297.269    0.02099524
     1297.562    0.02117988
     1297.854     0.0213643
     1298.147    0.02154863
      1298.44    0.02173267
     1298.733    0.02191653
     1299.026    0.02210025
     1299.319    0.02228381
     1299.613    0.02246713
     1299.906    0.02265023
     1300.199    0.02277787
     1300.492     0.0228792
     1300.786    0.02298042
     1301.079    0.02308155
     1301.374    0.02318279
     1301.667    0.02328368
     1301.961    0.02338443
     1302.255    0.02348508
     1302.549     0.0235856
     1302.843    0.02368601
     1303.137    0.02378629
      1303.43    0.02388621
     1303.725    0.02398654
     1304.019    0.02408648
     1304.313    0.02418628
     1304.608    0.02428597
     1304.902    0.02438557
     1305.197    0.02445995
     1305.491    0.02452174
     1305.786    0.02458344
      1306.08    0.02464507
     1306.375    0.02470664
      1306.67    0.02476812
     1306.965    0.02482965
      1307.26    0.02489082
     1307.555    0.02495206
      1307.85    0.02501322
     1308.145    0.02507428
      1308.44     0.0251353
     1308.735    0.02519621
     1309.031    0.02525722
     1309.327    0.02531796
     1309.622    0.02537866
     1309.918    0.02543927
     1310.213    0.02548306
     1310.509    0.02552033
     1310.805    0.02555756
       1311.1    0.02559473
     1311.396    0.02563185
     1311.692    0.02566891
     1311.988    0.02570591
     1312.284    0.02574288
      1312.58    0.02577979
     1312.877    0.02581664
     1313.173    0.02585343
     1313.469    0.02589017
     1313.766    0.02592688
     1314.062    0.02596351
     1314.359    0.02600018
     1314.656    0.02603672
     1314.953     0.0260732
     1315.249    0.02609475
     1315.546    0.02611344
     1315.843    0.02613208
     1316.139    0.02615066
     1316.436    0.02616923
     1316.733    0.02618777
      1317.03    0.02620628
     1317.328     0.0262248
     1317.625    0.02624324
     1317.923    0.02626164
      1318.22    0.02628001
     1318.518    0.02629834
     1318.815    0.02631663
     1319.113     0.0263349
     1319.411    0.02635313
     1319.708    0.02637132
     1320.006    0.02638923
     1320.304    0.02639543
     1320.602    0.02640161
       1320.9    0.02640776
     1321.198    0.02641389
     1321.496       0.02642
     1321.794    0.02642609
     1322.093    0.02643215
     1322.391    0.02643819
      1322.69    0.02644422
     1322.988    0.02645021
     1323.287    0.02645618
     1323.586    0.02646212
     1323.884    0.02646805
     1324.183    0.02647395
     1324.482    0.02647983
     1324.781    0.02648568
      1325.08    0.02648978
     1325.379    0.02648912
     1325.678    0.02648843
     1325.977    0.02648772
     1326.276    0.02648701
     1326.575    0.02648627
     1326.875    0.02648552
     1327.174    0.02648476
     1327.474    0.02648398
     1327.773    0.02648317
     1328.073    0.02648236
     1328.373    0.02648152
     1328.673    0.02648068
     1328.973    0.02647981
     1329.273    0.02647894
     1329.572    0.02647804
     1329.872    0.02647713
     1330.172    0.02647446
     1330.473    0.02647048
     1330.773     0.0264665
     1331.073     0.0264625
     1331.374    0.02645849
     1331.674    0.02645447
     1331.975    0.02645044
     1332.275    0.02644639
     1332.576    0.02644233
     1332.877    0.02643826
     1333.177    0.02643418
     1333.478    0.02643008
     1333.779    0.02642597
      1334.08    0.02642184
     1334.381    0.02641771
     1334.682    0.02641356
     1334.983     0.0264094
     1335.285    0.02640329
     1335.586    0.02639704
     1335.888    0.02639077
      1336.19     0.0263845
     1336.491    0.02637823
     1336.793    0.02637194
     1337.094    0.02636564
     1337.396    0.02635933
     1337.698    0.02635302
        1338.    0.02634669
     1338.301    0.02634037
     1338.603    0.02633402
     1338.905    0.02632766
     1339.208    0.02632128
      1339.51     0.0263149
     1339.812     0.0263085
     1340.115    0.02630116
     1340.417    0.02629226
     1340.719    0.02628334
     1341.022    0.02627442
     1341.325    0.02626548
     1341.628    0.02625651
     1341.931    0.02624756
     1342.234    0.02623859
     1342.536    0.02622963
     1342.839    0.02622065
     1343.142    0.02621165
     1343.445    0.02620264
     1343.748    0.02619362
     1344.051    0.02618459
     1344.354    0.02617555
     1344.659    0.02616649
     1344.962    0.02615743
     1345.266    0.02614815
     1345.569    0.02613883
     1345.873     0.0261295
     1346.177    0.02612016
      1346.48    0.02611081
     1346.784    0.02610145
     1347.088    0.02609208
     1347.392     0.0260827
     1347.696    0.02607331
        1348.    0.02606391
     1348.304     0.0260545
     1348.609    0.02604509
     1348.913    0.02603565
     1349.217    0.02602621
     1349.522    0.02601676
     1349.826     0.0260073
     1350.132    0.02599691
     1350.436    0.02598536
     1350.741    0.02597379
     1351.046    0.02596222
      1351.35    0.02595066
     1351.655    0.02593908
     1351.961    0.02592745
     1352.265    0.02591587
     1352.571    0.02590423
     1352.876     0.0258926
     1353.181    0.02588097
     1353.487    0.02586933
     1353.792    0.02585768
     1354.098    0.02584602
     1354.403    0.02583436
     1354.709    0.02582269
     1355.015    0.02581098
      1355.32    0.02579898
     1355.627    0.02578695
     1355.932    0.02577496
     1356.238    0.02576293
     1356.544     0.0257509
      1356.85    0.02573886
     1357.156     0.0257268
     1357.463    0.02571475
     1357.769    0.02570268
     1358.076    0.02569058
     1358.382     0.0256785
     1358.689    0.02566641
     1358.996    0.02565431
     1359.302    0.02564221
     1359.609    0.02563009
     1359.916    0.02561797
     1360.223    0.02560306
      1360.53    0.02558708
     1360.837    0.02557109
     1361.144    0.02555509
     1361.451    0.02553909
     1361.758    0.02552307
     1362.065    0.02550705
     1362.373    0.02549102
      1362.68    0.02547497
     1362.988    0.02545892
     1363.295    0.02544287
     1363.604    0.02542676
     1363.911    0.02541069
     1364.219    0.02539459
     1364.527     0.0253785
     1364.834    0.02536243
     1365.142    0.02534623
     1365.451    0.02532988
     1365.758     0.0253136
     1366.066    0.02529727
     1366.375    0.02528093
     1366.684    0.02526454
     1366.992    0.02524819
     1367.301    0.02523183
     1367.609    0.02521545
     1367.918    0.02519907
     1368.226    0.02518268
     1368.535    0.02516628
     1368.844    0.02514988
     1369.153    0.02513346
     1369.462    0.02511703
     1369.771     0.0251006
      1370.08     0.0250842
     1370.389    0.02506793
     1370.698    0.02505165
     1371.008    0.02503537
     1371.317    0.02501907
     1371.627    0.02500276
     1371.936    0.02498646
     1372.246     0.0249701
     1372.556    0.02495377
     1372.866    0.02493744
     1373.176    0.02492109
     1373.485    0.02490474
     1373.795    0.02488837
     1374.105    0.02487201
     1374.415    0.02485563
     1374.726    0.02483925
     1375.036    0.02482283
     1375.346    0.02480626
     1375.656    0.02478966
     1375.967    0.02477307
     1376.277    0.02475647
     1376.588    0.02473985
     1376.899    0.02472323
     1377.209    0.02470661
      1377.52    0.02468997
     1377.832    0.02467328
     1378.142    0.02465668
     1378.453    0.02464002
     1378.765    0.02462331
     1379.075    0.02460668
     1379.386       0.02459
     1379.697    0.02457331
     1380.009    0.02455659
     1380.321    0.02453917
     1380.632    0.02452179
     1380.944    0.02450439
     1381.256    0.02448698
     1381.567    0.02446958
     1381.879    0.02445216
     1382.191    0.02443473
     1382.503     0.0244173
     1382.815    0.02439987
     1383.127    0.02438241
     1383.439    0.02436496
     1383.751     0.0243475
     1384.063    0.02433003
     1384.376    0.02431255
     1384.688    0.02429507
        1385.    0.02427758
     1385.313     0.0242599
     1385.626    0.02424223
     1385.939    0.02422449
     1386.252     0.0242068
     1386.565    0.02418911
     1386.878    0.02417139
      1387.19    0.02415368
     1387.504    0.02413595
     1387.817    0.02411822
     1388.129    0.02410053
     1388.442    0.02408279
     1388.755    0.02406505
      1389.07    0.02404724
     1389.383    0.02402948
     1389.697    0.02401171
      1390.01    0.02399394
     1390.324    0.02397631
     1390.638    0.02395869
     1390.951    0.02394106
     1391.265    0.02392342
      1391.58    0.02390573
     1391.893    0.02388812
     1392.207    0.02387047
     1392.522    0.02385275
     1392.836    0.02383513
      1393.15    0.02381745
     1393.464    0.02379977
     1393.779    0.02378207
     1394.093    0.02376438
     1394.408    0.02374667
     1394.723    0.02372892
     1395.038    0.02371118
     1395.353    0.02369329
     1395.668    0.02367538
     1395.983    0.02365748
     1396.298    0.02363957
     1396.613    0.02362164
     1396.928    0.02360372
     1397.243    0.02358579
     1397.559    0.02356785
     1397.874     0.0235499
     1398.189    0.02353195
     1398.505      0.023514
      1398.82    0.02349604
     1399.136    0.02347806
     1399.452    0.02346009
     1399.768    0.02344212
     1400.083    0.02342211
       1400.4    0.02339641
     1400.716    0.02337077
     1401.032    0.02334512
     1401.348    0.02331946
     1401.665     0.0232938
      1401.98     0.0232682
     1402.297    0.02324252
     1402.613    0.02321684
      1402.93    0.02319108
     1403.247    0.02316539
     1403.563    0.02313969
      1403.88    0.02311397
     1404.197    0.02308826
     1404.514    0.02306255
     1404.831    0.02303681
     1405.148    0.02301101
     1405.465    0.02298512
     1405.782    0.02295921
     1406.099     0.0229333
     1406.417    0.02290732
     1406.734    0.02288147
     1407.051    0.02285553
     1407.369     0.0228296
     1407.686    0.02280367
     1408.004    0.02277771
     1408.322    0.02275177
      1408.64    0.02272575
     1408.958    0.02269978
     1409.276    0.02267381
     1409.594    0.02264783
     1409.912    0.02262186
      1410.23    0.02259625
     1410.549     0.0225708
     1410.867    0.02254535
     1411.185    0.02251988
     1411.504    0.02249441
     1411.822    0.02246895
     1412.141    0.02244346
      1412.46    0.02241798
     1412.778    0.02239249
     1413.097      0.022367
     1413.416     0.0223415
     1413.735      0.022316
     1414.054    0.02229048
     1414.373    0.02226496
     1414.693    0.02223939
     1415.012    0.02221385
     1415.331    0.02218818
     1415.651     0.0221625
     1415.969    0.02213688
     1416.289    0.02211118
     1416.609    0.02208549
     1416.928    0.02205978
     1417.248    0.02203408
     1417.568    0.02200837
     1417.889    0.02198259
     1418.208    0.02195688
     1418.528    0.02193116
     1418.849    0.02190542
     1419.169    0.02187969
     1419.489    0.02185396
     1419.809    0.02182821
      1420.13     0.0218018
      1420.45    0.02177442
     1420.771    0.02174703
     1421.091    0.02171965
     1421.412    0.02169226
     1421.733    0.02166486
     1422.054    0.02163746
     1422.375    0.02161005
     1422.695    0.02158265
     1423.016    0.02155523
     1423.338    0.02152782
      1423.66    0.02150033
     1423.981     0.0214729
     1424.302    0.02144547
     1424.624    0.02141804
     1424.945    0.02139061
     1425.267    0.02136304
     1425.588    0.02133547
     1425.909    0.02130795
     1426.232    0.02128029
     1426.553     0.0212527
     1426.875    0.02122511
     1427.197    0.02119751
     1427.519     0.0211699
     1427.842     0.0211423
     1428.164    0.02111469
     1428.486    0.02108708
     1428.808    0.02105946
     1429.131    0.02103185
     1429.454    0.02100415
     1429.776    0.02097659
     1430.099    0.02094914
     1430.421    0.02092211
     1430.744    0.02089507
     1431.067    0.02086804
      1431.39    0.02084099
     1431.713    0.02081394
     1432.037    0.02078683
      1432.36    0.02075978
     1432.683    0.02073273
     1433.006    0.02070568
      1433.33    0.02067862
     1433.653    0.02065156
     1433.977     0.0206245
       1434.3    0.02059743
     1434.624    0.02057036
     1434.948     0.0205433
     1435.271    0.02051611
     1435.595    0.02048891
     1435.919     0.0204617
     1436.243    0.02043449
     1436.567    0.02040728
     1436.891    0.02038007
     1437.216    0.02035285
      1437.54    0.02032563
     1437.865    0.02029835
      1438.19    0.02027113
     1438.514     0.0202439
     1438.839    0.02021667
     1439.164    0.02018945
     1439.488    0.02016222
     1439.813    0.02013499
     1440.137    0.02010758
     1440.462    0.02007978
     1440.787    0.02005196
     1441.113    0.02002408
     1441.438    0.01999626
     1441.764    0.01996844
     1442.089    0.01994063
     1442.414    0.01991281
      1442.74    0.01988499
     1443.065    0.01985717
     1443.391    0.01982934
     1443.718    0.01980145
     1444.043    0.01977369
     1444.368    0.01974587
     1444.694    0.01971803
      1445.02    0.01969022
     1445.346    0.01966272
     1445.673    0.01963522
     1445.999    0.01960771
     1446.325     0.0195802
     1446.651    0.01955268
     1446.979     0.0195251
     1447.305    0.01949759
     1447.632    0.01947006
     1447.958    0.01944254
     1448.285    0.01941501
     1448.612    0.01938749
     1448.939    0.01935996
     1449.266    0.01933243
     1449.593     0.0193049
      1449.92    0.01927736
     1450.247     0.0192498
     1450.574    0.01922224
     1450.902    0.01919468
     1451.229    0.01916712
     1451.557    0.01913957
     1451.884      0.019112
     1452.212    0.01908443
      1452.54    0.01905688
     1452.868    0.01902925
     1453.196    0.01900169
     1453.524    0.01897413
     1453.852    0.01894658
      1454.18    0.01891902
     1454.507    0.01889152
     1454.836    0.01886396
     1455.164    0.01883636
     1455.493    0.01880862
     1455.821    0.01878097
      1456.15    0.01875331
     1456.479    0.01872565
     1456.807    0.01869798
     1457.136    0.01867033
     1457.465    0.01864268
     1457.794    0.01861502
     1458.123    0.01858737
     1458.452    0.01855971
     1458.781    0.01853205
      1459.11     0.0185044
     1459.439    0.01847674
     1459.769    0.01844909
     1460.098    0.01842126
     1460.427    0.01839301
     1460.757    0.01836476
     1461.087    0.01833652
     1461.417    0.01830819
     1461.747    0.01827996
     1462.077    0.01825172
     1462.407    0.01822347
     1462.737    0.01819523
     1463.067    0.01816699
     1463.397    0.01813876
     1463.727    0.01811053
     1464.057    0.01808229
