WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f814w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.507985E-18
PIVWV    r 7995.94
BANDW    r 646.1177
TPEAK    r 0.01481612
EQUVW    r 21.82158
RECTW    r 1472.827
EMFLX    r 5.446721E-15
        1850.  3.001373E-10
      1850.33   1.326006E-9
     1850.659   2.352552E-9
     1850.989   3.383967E-9
     1851.319   4.417591E-9
      1851.65   5.453048E-9
      1851.98   6.490338E-9
      1852.31   7.529844E-9
      1852.64   8.568492E-9
     1852.971   9.612051E-9
     1853.301   1.065745E-8
     1853.631   1.170198E-8
     1853.962   1.275183E-8
     1854.292   1.380352E-8
     1854.623   1.485707E-8
     1854.954   1.591285E-8
     1855.284   1.696735E-8
     1855.615   1.802722E-8
     1855.946   1.908894E-8
     1856.276   2.014976E-8
     1856.608   2.121558E-8
     1856.939   2.228364E-8
     1857.269   2.335042E-8
     1857.602   2.442576E-8
     1857.933   2.550020E-8
     1858.264   2.657294E-8
     1858.595   2.765112E-8
     1858.927   2.873156E-8
     1859.258   2.981067E-8
     1859.589   3.089525E-8
     1859.921   3.198171E-8
     1860.252   3.155422E-8
     1860.585   3.064607E-8
     1860.917   2.973893E-8
     1861.248   2.883313E-8
      1861.58   2.792233E-8
     1861.912   2.700986E-8
     1862.243   2.609841E-8
     1862.576   2.518195E-8
     1862.908   2.426414E-8
      1863.24   2.334703E-8
     1863.573   2.242250E-8
     1863.904   2.150206E-8
     1864.237   2.057655E-8
      1864.57   1.964935E-8
     1864.901   1.872321E-8
     1865.234   1.779232E-8
     1865.567   1.685941E-8
     1865.899   1.592790E-8
     1866.232   1.499128E-8
     1866.566   1.405021E-8
     1866.898   1.311297E-8
     1867.231   1.217092E-8
     1867.564   1.122720E-8
     1867.896   1.028420E-8
      1868.23   9.336739E-9
     1868.563   8.387231E-9
     1868.895   7.438816E-9
     1869.229   6.485565E-9
     1869.562   5.530612E-9
     1869.896   4.573605E-9
      1870.23   4.190233E-9
     1870.563   4.066960E-9
     1870.896   3.943820E-9
      1871.23   3.820093E-9
     1871.564   3.696045E-9
     1871.897   3.572180E-9
     1872.231   3.447677E-9
     1872.565   3.322900E-9
     1872.899   3.197894E-9
     1873.233   3.072613E-9
     1873.566   2.947470E-9
     1873.901   2.821731E-9
     1874.235   2.695716E-9
     1874.568   2.569795E-9
     1874.903   2.443274E-9
     1875.237   2.316524E-9
     1875.572   2.189496E-9
     1875.907   2.062191E-9
     1876.241   1.934655E-9
     1876.575   1.807261E-9
      1876.91   1.679216E-9
     1877.245   1.550893E-9
     1877.579   1.422760E-9
     1877.914   1.293926E-9
     1878.249   1.164860E-9
     1878.584   1.035561E-9
     1878.919  9.059827E-10
     1879.254  7.764683E-10
     1879.589  6.463012E-10
     1879.924  5.158889E-10
      1880.26  5.832554E-10
     1880.594  7.080864E-10
      1880.93  8.335193E-10
     1881.265  9.591441E-10
     1881.601   1.085007E-9
     1881.937   1.211062E-9
     1882.272   1.336988E-9
     1882.607   1.463473E-9
     1882.943   1.590197E-9
     1883.278   1.716745E-9
     1883.614   1.843900E-9
      1883.95   1.971248E-9
     1884.286   2.098418E-9
     1884.623   2.226616E-9
     1884.959   2.354637E-9
     1885.294   2.482478E-9
     1885.631   2.610931E-9
     1885.967   2.739579E-9
     1886.303   2.868045E-9
     1886.639   2.997126E-9
     1886.976   3.126448E-9
     1887.312   3.255588E-9
     1887.648   3.385344E-9
     1887.985   3.515294E-9
     1888.322   3.645487E-9
     1888.659   3.775873E-9
     1888.995   3.906076E-9
     1889.332   4.036898E-9
     1889.669   4.167963E-9
     1890.006   4.294296E-9
     1890.343   4.164233E-9
     1890.681   4.033112E-9
     1891.017   3.902590E-9
     1891.355   3.771435E-9
     1891.692   3.640027E-9
     1892.029   3.508792E-9
     1892.366   3.376970E-9
     1892.704   3.244846E-9
     1893.041   3.112946E-9
     1893.378   2.980408E-9
     1893.716   2.847662E-9
     1894.054   2.714662E-9
     1894.392   2.581406E-9
      1894.73   2.447941E-9
     1895.067   2.314656E-9
     1895.405   2.180729E-9
     1895.744   2.046544E-9
     1896.081   1.912589E-9
     1896.419   1.777941E-9
     1896.757   1.643085E-9
     1897.096   1.507971E-9
     1897.434   1.372648E-9
     1897.772   1.237508E-9
     1898.111   1.101720E-9
     1898.449  9.657224E-10
     1898.787  8.298600E-10
     1899.126  6.933960E-10
     1899.465  5.566735E-10
     1899.802  4.201364E-10
     1900.143  3.403403E-10
     1900.482  3.406048E-10
      1900.82  3.408687E-10
     1901.159  3.411335E-10
     1901.498  3.413983E-10
     1901.836  3.416624E-10
     1902.176  3.419274E-10
     1902.515  3.421926E-10
     1902.854  3.424569E-10
     1903.194  3.427230E-10
     1903.534  3.429883E-10
     1903.872  3.432529E-10
     1904.212  3.435184E-10
     1904.552  3.437840E-10
     1904.891  3.440490E-10
      1905.23  3.443146E-10
      1905.57  3.445805E-10
     1905.909  3.448456E-10
      1906.25  3.451124E-10
      1906.59  3.453778E-10
      1906.93  3.456439E-10
      1907.27  3.459102E-10
     1907.609  3.461757E-10
      1907.95  3.464421E-10
      1908.29  3.467086E-10
     1908.631  3.469752E-10
      1908.97  3.472411E-10
     1909.312  3.475087E-10
     1909.651  3.477747E-10
     1909.992  3.480417E-10
     1910.333   2.594261E-9
     1910.673   4.888453E-9
     1911.014   7.194465E-9
     1911.355   9.504893E-9
     1911.695   1.181145E-8
     1912.036   1.412905E-8
     1912.378   1.645857E-8
     1912.718   1.877754E-8
      1913.06   2.110676E-8
     1913.401   2.344125E-8
     1913.741   2.577181E-8
     1914.083   2.811349E-8
     1914.424   3.045962E-8
     1914.765   3.280263E-8
     1915.107   3.515681E-8
     1915.448   3.751461E-8
      1915.79   3.987686E-8
     1916.132   4.224356E-8
     1916.473   4.460627E-8
     1916.815   4.698020E-8
     1917.157   4.935860E-8
     1917.498   5.173385E-8
      1917.84   5.412034E-8
     1918.182   5.651046E-8
     1918.524   5.890509E-8
     1918.867   6.130333E-8
     1919.209   6.370606E-8
     1919.551   6.610556E-8
     1919.893   6.851642E-8
     1920.236   6.780416E-8
     1920.577   6.567651E-8
      1920.92   6.353785E-8
     1921.263   6.139578E-8
     1921.605   5.925028E-8
     1921.948   5.710063E-8
     1922.291   5.494756E-8
     1922.633   5.279722E-8
     1922.976   5.063578E-8
     1923.319   4.847092E-8
     1923.661   4.630959E-8
     1924.005   4.413713E-8
     1924.348   4.196047E-8
     1924.692   3.978038E-8
     1925.035   3.759685E-8
     1925.377   3.541613E-8
     1925.721   3.322420E-8
     1926.064   3.102961E-8
     1926.407   2.883706E-8
     1926.751   2.663405E-8
     1927.095   2.442681E-8
     1927.438   2.222319E-8
     1927.782   2.000200E-8
