WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,fuvmama,25mama
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.341392E-17
PIVWV    r 1369.428
BANDW    r 135.2006
TPEAK    r 0.04285724
EQUVW    r 13.62213
RECTW    r 317.849
EMFLX    r 9.694944E-15
     1754.569    0.00346374
     1754.948   0.003453567
     1755.327    0.00344336
     1755.707   0.003433145
     1756.087   0.003422914
     1756.468   0.003412649
     1756.847   0.003402401
     1757.227   0.003392142
     1757.608   0.003381871
     1757.988   0.003371588
     1758.368   0.003361298
     1758.748   0.003350994
     1759.129   0.003340679
      1759.51   0.003330353
      1759.89   0.003320018
     1760.271   0.003310375
     1760.652   0.003301004
     1761.032   0.003291625
     1761.413   0.003282237
     1761.794   0.003272836
     1762.176   0.003263427
     1762.557   0.003254007
     1762.938   0.003244579
     1763.319    0.00323514
     1763.702   0.003225666
     1764.083   0.003216208
     1764.464   0.003206761
     1764.846   0.003197284
     1765.227   0.003187793
     1765.609   0.003178295
     1765.991   0.003168785
     1766.374   0.003159243
     1766.756   0.003149712
     1767.138   0.003140175
     1767.521   0.003130625
     1767.903   0.003121067
     1768.286   0.003111497
     1768.668   0.003101916
     1769.051   0.003092328
     1769.433   0.003082728
     1769.815   0.003073142
     1770.198   0.003063997
     1770.582   0.003055262
     1770.965   0.003046541
     1771.348   0.003037808
     1771.731   0.003029066
     1772.114   0.003020318
     1772.498   0.003011556
     1772.881   0.003002787
     1773.265   0.002994008
     1773.649   0.002985199
     1774.032   0.002976425
     1774.416   0.002967618
       1774.8   0.002958804
     1775.183   0.002949978
     1775.568   0.002941144
     1775.952   0.002932299
     1776.336   0.002923446
      1776.72   0.002914583
     1777.104   0.002905713
      1777.49   0.002896807
     1777.874   0.002887919
     1778.258   0.002879041
     1778.644   0.002870109
     1779.028    0.00286119
     1779.412   0.002852284
     1779.797   0.002843347
     1780.183   0.002834784
     1780.568   0.002826681
     1780.953    0.00281857
     1781.339   0.002810451
     1781.724   0.002802323
     1782.109   0.002794187
     1782.495   0.002786041
      1782.88   0.002777885
     1783.266   0.002769721
     1783.652    0.00276155
     1784.038   0.002753372
     1784.424   0.002745181
      1784.81   0.002736983
     1785.196   0.002728776
     1785.582   0.002720559
     1785.968   0.002712336
     1786.355   0.002704102
     1786.741   0.002695862
     1787.128   0.002687609
     1787.514    0.00267935
     1787.901   0.002671083
     1788.289   0.002662784
     1788.675   0.002654498
     1789.061   0.002646226
     1789.448   0.002637921
     1789.835    0.00262961
     1790.223   0.002621745
      1790.61    0.00261421
     1790.997   0.002606666
     1791.386   0.002599095
     1791.773   0.002591534
     1792.161   0.002583967
     1792.547   0.002576409
     1792.935   0.002568826
     1793.324   0.002561212
     1793.712   0.002553611
       1794.1   0.002546004
     1794.488   0.002538385
     1794.876   0.002530759
     1795.265   0.002523127
     1795.653   0.002515484
     1796.041   0.002507834
      1796.43   0.002500178
     1796.818    0.00249251
     1797.207   0.002484836
     1797.595   0.002477172
     1797.984   0.002469482
     1798.374   0.002461761
     1798.763   0.002454053
     1799.152   0.002446339
     1799.541   0.002438616
      1799.93   0.002430883
      1800.32   0.002423668
     1800.709   0.002416561
       1801.1   0.002409425
     1801.489   0.002402304
     1801.878   0.002395189
     1802.268    0.00238805
     1802.658   0.002380904
     1803.048   0.002373751
     1803.438   0.002366589
     1803.828   0.002359419
     1804.218    0.00235224
     1804.608   0.002345056
     1804.999   0.002337863
     1805.389   0.002330661
     1805.781   0.002323435
     1806.171   0.002316219
     1806.562   0.002308994
     1806.953   0.002301763
     1807.343   0.002294541
     1807.734   0.002287293
     1808.126   0.002280019
     1808.517   0.002272756
     1808.908   0.002265485
     1809.299   0.002258208
     1809.691   0.002250921
     1810.082   0.002243774
     1810.474   0.002237173
     1810.865   0.002230566
     1811.257   0.002223952
     1811.649   0.002217329
     1812.041   0.002210699
     1812.433   0.002204063
     1812.825   0.002197419
     1813.217   0.002190769
     1813.609   0.002184111
     1814.002   0.002177446
     1814.394   0.002170773
     1814.786   0.002164094
      1815.18    0.00215739
     1815.573   0.002150695
     1815.965   0.002143994
     1816.358   0.002137285
     1816.751   0.002130568
     1817.143   0.002123863
     1817.536    0.00211713
     1817.929   0.002110394
     1818.323   0.002103648
     1818.716   0.002096897
     1819.109   0.002090137
     1819.503   0.002083369
     1819.898   0.002076578
     1820.291   0.002062403
     1820.685   0.002045609
     1821.079   0.002028797
     1821.473    0.00201197
     1821.867   0.001995126
     1822.261   0.001978267
     1822.655   0.001961389
     1823.049   0.001944492
     1823.444   0.001927577
     1823.838   0.001910647
     1824.233   0.001893699
     1824.627   0.001876732
     1825.022   0.001859751
     1825.417   0.001842746
     1825.812   0.001825732
     1826.207   0.001808694
     1826.602   0.001791642
     1826.997   0.001774571
     1827.392   0.001757481
     1827.787   0.001740378
     1828.183   0.001723254
     1828.578   0.001706112
     1828.974   0.001688957
      1829.37   0.001671782
     1829.766   0.001654546
     1830.162   0.001637575
     1830.557   0.001620982
     1830.954   0.001604289
      1831.35   0.001587617
     1831.746   0.001570932
     1832.141    0.00155427
     1832.538   0.001537548
     1832.934   0.001520812
     1833.331   0.001504058
     1833.727   0.001487285
     1834.125   0.001470452
     1834.522   0.001453647
     1834.919   0.001436823
     1835.316    0.00141998
     1835.712   0.001403165
      1836.11   0.001386249
     1836.507   0.001369355
     1836.904   0.001352447
     1837.302   0.001335516
     1837.699   0.001318571
     1838.096   0.001301612
     1838.494   0.001284634
     1838.892   0.001267638
      1839.29   0.001250623
     1839.688   0.001233589
     1840.085    0.00121754
     1840.483   0.001205134
     1840.882   0.001192709
      1841.28   0.001180275
     1841.679   0.001167796
     1842.077   0.001155364
     1842.475   0.001142891
     1842.874   0.001130405
     1843.272   0.001117904
     1843.671   0.001105394
     1844.071   0.001092835
      1844.47   0.001080296
     1844.869   0.001067747
     1845.268   0.001055181
     1845.666   0.001042639
     1846.065   0.001030048
     1846.464   0.001017447
     1846.864   0.001004828
     1847.265   9.921686E-4
     1847.663   9.795603E-4
     1848.063   9.669070E-4
     1848.464   9.542050E-4
     1848.863   9.415274E-4
     1849.263   9.288320E-4
     1849.663   9.161265E-4
     1850.063   9.039612E-4
     1850.464   8.947002E-4
     1850.864   8.854317E-4
     1851.264   8.761528E-4
     1851.665   8.668634E-4
     1852.065   8.575665E-4
     1852.466   8.482593E-4
     1852.867   8.389416E-4
     1853.268   8.296163E-4
     1853.668   8.202805E-4
     1854.069   8.109344E-4
     1854.471   8.015777E-4
     1854.872   7.922135E-4
     1855.273   7.828389E-4
     1855.674   7.734537E-4
     1856.076   7.640581E-4
     1856.477   7.546550E-4
     1856.879   7.452414E-4
     1857.281   7.358202E-4
     1857.682   7.263882E-4
     1858.084   7.169461E-4
     1858.487   7.074705E-4
     1858.889   6.980072E-4
     1859.291   6.885362E-4
     1859.693   6.790548E-4
     1860.096   6.701818E-4
     1860.498   6.632712E-4
     1860.901   6.563549E-4
     1861.302   6.494498E-4
     1861.705   6.425181E-4
     1862.108   6.355806E-4
      1862.51   6.286376E-4
     1862.914   6.216678E-4
     1863.317   6.147070E-4
      1863.72   6.077405E-4
     1864.123   6.007684E-4
     1864.527   5.937864E-4
      1864.93   5.867988E-4
     1865.333   5.798033E-4
     1865.737   5.728021E-4
     1866.141   5.657909E-4
     1866.544   5.587742E-4
     1866.948   5.517516E-4
     1867.352   5.447193E-4
     1867.756   5.376812E-4
      1868.16   5.306352E-4
     1868.564   5.235836E-4
     1868.968   5.165219E-4
     1869.373   5.094546E-4
     1869.777   5.023816E-4
     1870.182   4.961525E-4
     1870.587   4.909969E-4
     1870.992   4.858356E-4
     1871.395   4.806825E-4
       1871.8   4.755096E-4
     1872.205   4.703325E-4
      1872.61   4.651512E-4
     1873.016   4.599499E-4
     1873.421   4.547554E-4
     1873.827   4.495582E-4
     1874.232   4.443535E-4
     1874.637   4.391447E-4
     1875.043   4.339301E-4
     1875.448   4.287096E-4
     1875.854   4.234833E-4
      1876.26   4.182528E-4
     1876.665   4.130306E-4
     1877.071   4.077885E-4
     1877.478   4.025278E-4
     1877.884   3.972756E-4
      1878.29   3.920174E-4
     1878.697   3.867551E-4
     1879.103   3.814868E-4
     1879.509   3.762128E-4
     1879.916   3.709328E-4
     1880.323   3.667908E-4
      1880.73   3.629340E-4
     1881.136   3.590924E-4
     1881.543   3.552362E-4
      1881.95   3.513768E-4
     1882.357   3.475131E-4
     1882.765   3.436450E-4
     1883.172   3.397726E-4
     1883.579   3.358971E-4
     1883.987   3.320173E-4
     1884.394   3.281342E-4
     1884.802   3.242457E-4
     1885.211   3.203447E-4
     1885.618   3.164486E-4
     1886.026   3.125494E-4
     1886.434   3.086447E-4
     1886.841   3.047473E-4
      1887.25   3.008351E-4
     1887.659   2.969091E-4
     1888.067   2.929893E-4
     1888.476   2.890652E-4
     1888.884   2.851379E-4
     1889.293   2.812051E-4
     1889.701   2.772690E-4
      1890.11   2.736192E-4
     1890.519   2.707499E-4
     1890.928   2.678782E-4
     1891.336   2.650110E-4
     1891.746   2.621260E-4
     1892.155   2.592447E-4
     1892.565   2.563610E-4
     1892.974   2.534740E-4
     1893.384   2.505848E-4
     1893.793   2.476914E-4
     1894.203   2.447957E-4
     1894.613   2.418975E-4
     1895.022   2.389954E-4
     1895.432   2.360908E-4
     1895.843   2.331761E-4
     1896.252   2.302729E-4
     1896.663   2.273586E-4
     1897.073   2.244420E-4
     1897.483   2.215222E-4
     1897.894   2.185999E-4
     1898.304   2.156736E-4
     1898.715   2.127457E-4
     1899.126   2.098138E-4
     1899.537   2.068785E-4
     1899.948   2.039340E-4
     1900.359   2.016943E-4
      1900.77   1.995585E-4
     1901.182   1.974095E-4
     1901.592   1.952689E-4
     1902.003   1.931208E-4
     1902.416   1.909651E-4
     1902.827   1.888129E-4
     1903.239   1.866582E-4
     1903.651   1.845012E-4
     1904.062   1.823423E-4
     1904.474   1.801811E-4
     1904.886   1.780175E-4
     1905.298   1.758514E-4
     1905.711   1.736836E-4
     1906.122   1.715186E-4
     1906.535   1.693408E-4
     1906.948   1.671658E-4
      1907.36   1.649890E-4
     1907.773   1.628098E-4
     1908.185   1.606282E-4
     1908.598   1.584442E-4
     1909.011   1.562583E-4
     1909.424   1.540701E-4
     1909.838   1.518743E-4
     1910.251   1.500452E-4
     1910.665   1.484480E-4
     1911.077   1.468537E-4
     1911.491   1.452495E-4
     1911.904   1.436517E-4
     1912.317   1.420482E-4
     1912.731   1.404430E-4
     1913.145   1.388365E-4
     1913.559   1.372277E-4
     1913.973   1.356176E-4
     1914.386   1.340061E-4
     1914.802   1.323882E-4
     1915.216   1.307732E-4
      1915.63   1.291564E-4
     1916.045   1.275383E-4
     1916.458   1.259222E-4
     1916.874   1.242963E-4
     1917.288   1.226728E-4
     1917.703   1.210475E-4
     1918.118   1.194209E-4
     1918.533   1.177925E-4
     1918.948   1.161623E-4
     1919.363   1.145308E-4
     1919.778   1.128970E-4
     1920.193   1.114695E-4
     1920.609   1.102786E-4
     1921.024   1.090867E-4
      1921.44   1.078934E-4
     1921.855   1.066988E-4
     1922.271   1.055029E-4
     1922.687   1.043061E-4
     1923.103   1.031075E-4
     1923.519   1.019080E-4
     1923.935   1.007075E-4
     1924.351   9.950528E-5
     1924.768   9.830214E-5
     1925.185   9.709479E-5
     1925.601   9.588897E-5
     1926.018   9.468217E-5
     1926.435   9.347402E-5
      1926.85   9.226737E-5
     1927.267   9.105693E-5
     1927.684   8.984477E-5
     1928.101   8.863166E-5
     1928.518   8.741755E-5
     1928.935   8.620175E-5
     1929.353   8.498497E-5
     1929.771   8.376363E-5
     1930.188   8.269417E-5
     1930.606   8.180612E-5
     1931.024   8.091710E-5
     1931.441   8.002708E-5
     1931.859   7.913610E-5
     1932.277   7.824413E-5
     1932.695   7.735141E-5
     1933.113   7.645773E-5
     1933.531   7.556330E-5
      1933.95   7.466763E-5
     1934.368   7.377124E-5
     1934.786   7.287385E-5
     1935.205   7.197574E-5
     1935.624   7.107638E-5
     1936.042   7.017628E-5
     1936.461   6.927521E-5
      1936.88   6.837339E-5
     1937.299   6.747032E-5
     1937.718   6.656653E-5
     1938.137   6.566173E-5
     1938.556   6.475621E-5
     1938.976   6.384943E-5
     1939.395   6.294192E-5
     1939.815   6.203369E-5
     1940.235   6.126078E-5
     1940.655   6.059841E-5
     1941.075   5.993530E-5
     1941.495   5.927147E-5
     1941.914   5.860864E-5
     1942.334   5.794354E-5
     1942.754   5.727770E-5
     1943.174   5.661112E-5
     1943.595   5.594400E-5
     1944.015   5.527616E-5
     1944.436   5.460758E-5
     1944.857   5.393650E-5
     1945.278   5.326665E-5
     1945.699   5.259585E-5
      1946.12   5.192451E-5
     1946.541   5.125264E-5
     1946.962   5.057984E-5
     1947.383   4.990648E-5
     1947.804   4.923240E-5
     1948.226   4.855757E-5
     1948.647   4.788220E-5
     1949.068   4.720609E-5
      1949.49   4.652924E-5
     1949.912   4.585165E-5
     1950.334   4.532521E-5
     1950.756   4.483814E-5
     1951.178   4.435068E-5
       1951.6   4.386283E-5
     1952.022   4.337429E-5
     1952.444   4.288537E-5
     1952.866   4.239590E-5
     1953.289   4.190590E-5
     1953.711   4.141550E-5
     1954.134   4.092456E-5
     1954.557   4.043309E-5
      1954.98   3.994107E-5
     1955.404   3.944738E-5
     1955.827   3.895443E-5
      1956.25   3.846094E-5
     1956.673   3.796690E-5
     1957.096   3.747248E-5
     1957.519   3.697751E-5
     1957.943   3.648200E-5
     1958.365   3.598724E-5
     1958.789   3.549065E-5
     1959.213   3.499366E-5
     1959.637   3.449613E-5
     1960.062   3.401633E-5
     1960.486   3.365160E-5
      1960.91   3.328657E-5
     1961.334   3.292114E-5
     1961.758   3.255541E-5
     1962.182   3.218919E-5
     1962.607   3.182266E-5
     1963.031   3.145574E-5
     1963.456   3.108841E-5
     1963.881   3.072079E-5
     1964.306   3.035276E-5
     1964.731   2.998434E-5
     1965.156   2.961551E-5
     1965.581   2.924639E-5
     1966.006   2.887675E-5
     1966.431   2.850682E-5
     1966.857   2.813660E-5
     1967.282   2.776587E-5
     1967.708   2.739483E-5
     1968.134   2.702244E-5
      1968.56   2.665060E-5
     1968.985   2.627942E-5
     1969.411   2.590688E-5
     1969.837   2.553394E-5
     1970.263   2.522243E-5
      1970.69   2.494830E-5
     1971.117   2.467465E-5
     1971.543   2.440070E-5
     1971.969   2.412645E-5
     1972.396   2.385198E-5
     1972.823   2.357722E-5
     1973.249   2.330215E-5
     1973.676   2.302679E-5
     1974.103   2.275112E-5
     1974.529   2.247595E-5
     1974.956   2.219976E-5
     1975.384   2.192328E-5
     1975.811   2.164649E-5
     1976.239   2.136877E-5
     1976.667   2.109147E-5
     1977.094   2.081386E-5
     1977.522   2.053596E-5
      1977.95   2.025782E-5
     1978.378   1.997939E-5
     1978.806   1.970066E-5
     1979.234   1.942163E-5
     1979.662   1.914238E-5
      1980.09   1.887863E-5
     1980.519   1.867386E-5
     1980.947   1.846888E-5
     1981.375   1.826373E-5
     1981.804   1.805836E-5
     1982.233   1.785277E-5
     1982.662   1.764695E-5
     1983.091   1.744092E-5
      1983.52   1.723471E-5
     1983.949   1.702828E-5
     1984.378   1.682164E-5
     1984.808   1.661429E-5
     1985.237   1.640725E-5
     1985.667   1.619999E-5
     1986.096   1.599251E-5
     1986.526   1.578480E-5
     1986.956   1.557692E-5
     1987.386   1.536882E-5
     1987.816   1.516050E-5
     1988.246   1.495196E-5
     1988.676   1.474325E-5
     1989.106   1.453431E-5
     1989.535   1.432568E-5
     1989.965   1.411630E-5
     1990.396   1.395845E-5
     1990.826   1.380495E-5
     1991.257   1.365128E-5
     1991.689   1.349705E-5
      1992.12   1.334309E-5
     1992.551   1.318893E-5
     1992.982   1.303464E-5
     1993.414   1.287983E-5
     1993.845   1.272521E-5
     1994.276   1.257047E-5
     1994.708   1.241556E-5
     1995.139   1.226048E-5
      1995.57   1.210563E-5
     1996.002   1.195027E-5
     1996.433   1.179474E-5
     1996.865   1.163904E-5
     1997.297   1.148317E-5
     1997.729   1.132718E-5
     1998.161   1.117102E-5
     1998.594   1.101470E-5
     1999.026   1.085821E-5
     1999.458   1.070159E-5
     1999.891   1.054477E-5
     2000.324   1.048251E-5
     2000.756   1.045210E-5
      2001.19   1.042159E-5
     2001.623   1.039112E-5
     2002.056   1.036061E-5
     2002.489   1.033007E-5
     2002.922   1.029950E-5
     2003.354   1.026897E-5
     2003.788   1.023834E-5
     2004.222   1.020759E-5
     2004.656   1.017688E-5
      2005.09   1.014614E-5
     2005.523   1.011537E-5
     2005.957   1.008457E-5
     2006.391   1.005373E-5
     2006.825   1.002287E-5
     2007.259   9.991967E-6
     2007.693   9.961033E-6
     2008.128   9.930062E-6
     2008.562   9.899059E-6
     2008.997   9.868028E-6
     2009.432   9.836880E-6
     2009.867   9.805779E-6
     2010.302   9.776464E-6
     2010.737   9.747921E-6
     2011.171   9.719424E-6
     2011.606   9.690823E-6
     2012.041   9.662198E-6
     2012.476   9.633532E-6
     2012.911   9.604841E-6
     2013.347   9.576117E-6
     2013.782   9.547362E-6
     2014.218   9.518574E-6
     2014.654   9.489761E-6
     2015.089   9.460914E-6
     2015.525   9.432037E-6
     2015.961   9.403127E-6
     2016.399   9.374109E-6
     2016.835   9.345142E-6
     2017.271   9.316139E-6
     2017.708   9.287107E-6
     2018.144   9.258048E-6
     2018.581   9.228949E-6
     2019.017   9.199824E-6
     2019.454   9.170667E-6
     2019.891   9.141485E-6
     2020.328   9.114104E-6
     2020.765   9.087313E-6
     2021.202   9.060493E-6
     2021.639   9.033642E-6
     2022.076   9.006767E-6
     2022.514   8.979856E-6
     2022.951   8.952921E-6
     2023.389   8.925957E-6
     2023.827   8.898970E-6
     2024.265   8.871944E-6
     2024.702   8.844896E-6
      2025.14   8.817817E-6
     2025.578   8.790709E-6
     2026.017   8.763575E-6
     2026.456   8.736338E-6
     2026.893   8.709214E-6
     2027.332   8.681991E-6
      2027.77   8.654745E-6
     2028.209   8.627459E-6
     2028.649   8.600086E-6
     2029.087   8.572816E-6
     2029.526   8.545449E-6
     2029.964   8.518056E-6
     2030.404   8.492745E-6
     2030.844   8.467520E-6
     2031.283   8.442336E-6
     2031.723   8.417133E-6
     2032.162   8.391893E-6
     2032.602   8.366634E-6
     2033.042   8.341345E-6
     2033.481   8.316028E-6
     2033.921   8.290689E-6
     2034.361   8.265323E-6
     2034.801   8.239930E-6
     2035.241   8.214507E-6
     2035.682   8.189056E-6
     2036.122   8.163584E-6
     2036.563   8.138079E-6
     2037.002   8.112621E-6
     2037.443   8.087064E-6
     2037.884   8.061415E-6
     2038.325   8.035810E-6
     2038.766   8.010174E-6
     2039.207   7.984512E-6
     2039.648   7.958820E-6
      2040.09   7.933537E-6
     2040.532   7.909884E-6
     2040.973   7.886267E-6
     2041.415   7.862622E-6
     2041.856   7.838958E-6
     2042.298   7.815261E-6
     2042.739   7.791604E-6
     2043.182   7.767803E-6
     2043.624   7.744035E-6
     2044.066   7.720246E-6
     2044.508   7.696432E-6
     2044.949   7.672651E-6
     2045.392   7.648783E-6
     2045.834   7.624892E-6
     2046.277   7.600980E-6
      2046.72   7.576974E-6
     2047.163   7.553008E-6
     2047.606   7.529023E-6
     2048.049   7.505013E-6
     2048.492   7.480970E-6
     2048.935   7.456906E-6
     2049.378   7.432809E-6
     2049.822   7.408692E-6
     2050.265   7.384871E-6
     2050.708   7.361242E-6
     2051.152   7.337582E-6
     2051.596   7.313888E-6
      2052.04   7.290175E-6
     2052.484   7.266444E-6
     2052.928   7.242679E-6
     2053.372   7.218896E-6
     2053.816   7.195094E-6
      2054.26   7.171259E-6
     2054.705   7.147405E-6
     2055.149   7.123532E-6
     2055.594   7.099627E-6
     2056.038   7.075689E-6
     2056.483   7.051731E-6
     2056.929   7.027703E-6
     2057.374   7.003694E-6
     2057.819   6.979666E-6
     2058.264   6.955619E-6
     2058.708   6.931604E-6
     2059.154   6.907506E-6
     2059.599   6.883375E-6
     2060.045   6.859435E-6
     2060.491   6.837315E-6
     2060.936   6.815286E-6
     2061.382   6.793180E-6
     2061.828   6.771056E-6
     2062.274   6.748902E-6
      2062.72   6.726718E-6
     2063.167   6.704468E-6
     2063.614   6.682249E-6
      2064.06   6.660012E-6
     2064.506   6.637746E-6
     2064.953   6.615449E-6
       2065.4   6.593149E-6
     2065.846   6.570816E-6
     2066.294   6.548406E-6
      2066.74   6.526076E-6
     2067.188   6.503679E-6
     2067.635   6.481265E-6
     2068.082   6.458820E-6
     2068.529   6.436345E-6
     2068.977   6.413853E-6
     2069.424   6.391343E-6
     2069.872   6.368804E-6
      2070.32   6.347647E-6
     2070.768   6.327033E-6
     2071.216   6.306392E-6
     2071.664   6.285735E-6
     2072.112   6.265050E-6
      2072.56   6.244350E-6
      2073.01   6.223577E-6
     2073.458   6.202844E-6
     2073.906   6.182072E-6
     2074.355   6.161295E-6
     2074.804   6.140492E-6
     2075.251   6.119717E-6
       2075.7   6.098869E-6
     2076.149   6.078006E-6
     2076.598   6.057126E-6
     2077.048   6.036218E-6
     2077.497   6.015283E-6
     2077.948   5.994286E-6
     2078.397   5.973318E-6
     2078.847   5.952323E-6
     2079.296   5.931312E-6
     2079.746   5.910283E-6
     2080.196   5.890023E-6
     2080.646   5.870777E-6
     2081.096   5.851505E-6
     2081.546   5.832219E-6
     2081.997   5.812919E-6
     2082.447   5.793592E-6
     2082.897   5.774252E-6
     2083.348   5.754885E-6
     2083.799   5.735515E-6
      2084.25   5.716109E-6
       2084.7   5.696688E-6
     2085.151   5.677251E-6
     2085.602   5.657801E-6
     2086.053   5.638325E-6
     2086.505   5.618823E-6
     2086.956   5.599317E-6
     2087.407   5.579787E-6
     2087.859   5.560230E-6
     2088.311   5.540659E-6
     2088.762   5.521073E-6
     2089.216   5.501407E-6
     2089.667   5.481782E-6
     2090.119   5.462588E-6
     2090.572   5.444619E-6
     2091.024   5.426626E-6
     2091.476   5.408619E-6
     2091.929   5.390600E-6
     2092.381   5.372566E-6
     2092.834   5.354510E-6
     2093.285   5.336480E-6
     2093.738   5.318387E-6
     2094.191   5.300280E-6
     2094.644   5.282161E-6
     2095.098   5.263968E-6
     2095.552   5.245811E-6
     2096.005   5.227631E-6
     2096.458   5.209436E-6
     2096.912   5.191220E-6
     2097.365   5.172988E-6
     2097.819   5.154745E-6
     2098.273   5.136477E-6
     2098.727   5.118196E-6
     2099.181   5.099891E-6
     2099.635   5.081574E-6
     2100.089   5.063549E-6
     2100.543   5.046766E-6
     2100.998   5.029970E-6
     2101.452   5.013151E-6
     2101.907   4.996322E-6
     2102.362   4.979479E-6
     2102.816   4.962616E-6
     2103.271   4.945740E-6
     2103.727   4.928806E-6
     2104.182   4.911898E-6
     2104.638   4.894966E-6
     2105.093   4.878024E-6
     2105.548   4.861068E-6
     2106.004   4.844091E-6
     2106.459   4.827101E-6
     2106.915   4.810099E-6
     2107.371   4.793077E-6
     2107.827   4.776040E-6
     2108.283   4.758984E-6
     2108.739   4.741913E-6
     2109.195   4.724832E-6
      2109.65   4.707774E-6
     2110.106   4.690991E-6
     2110.563   4.675331E-6
     2111.019   4.659651E-6
     2111.476   4.643950E-6
     2111.934   4.628205E-6
     2112.391   4.612475E-6
     2112.848   4.596741E-6
     2113.305   4.580987E-6
     2113.762   4.565215E-6
     2114.219   4.549431E-6
     2114.678   4.533592E-6
     2115.135   4.517777E-6
     2115.593   4.501951E-6
     2116.049   4.486148E-6
     2116.507   4.470299E-6
     2116.965   4.454423E-6
     2117.423   4.438534E-6
     2117.881   4.422634E-6
     2118.339   4.406725E-6
     2118.797   4.390794E-6
     2119.256   4.374844E-6
     2119.714   4.358891E-6
     2120.172   4.343431E-6
     2120.631   4.328802E-6
      2121.09   4.314164E-6
      2121.55   4.299477E-6
     2122.009   4.284810E-6
     2122.468   4.270134E-6
     2122.927   4.255439E-6
     2123.386   4.240735E-6
     2123.845   4.226020E-6
     2124.305   4.211287E-6
     2124.764   4.196545E-6
     2125.224   4.181783E-6
     2125.684   4.167012E-6
     2126.144   4.152223E-6
     2126.603   4.137462E-6
     2127.063   4.122653E-6
     2127.524   4.107793E-6
     2127.984   4.092955E-6
     2128.444   4.078100E-6
     2128.905   4.063233E-6
     2129.365   4.048356E-6
     2129.826   4.033462E-6
     2130.287   4.019345E-6
     2130.749   4.005660E-6
     2131.209   3.991995E-6
     2131.671   3.978313E-6
     2132.132   3.964630E-6
     2132.592   3.950959E-6
     2133.053   3.937250E-6
     2133.514   3.923524E-6
     2133.976   3.909782E-6
     2134.438   3.896032E-6
     2134.899   3.882270E-6
     2135.361   3.868494E-6
     2135.823   3.854708E-6
     2136.285   3.840912E-6
     2136.747   3.827100E-6
     2137.209   3.813279E-6
     2137.672   3.799441E-6
     2138.134   3.785594E-6
     2138.597   3.771738E-6
     2139.061   3.757829E-6
     2139.523   3.743946E-6
     2139.986   3.730047E-6
     2140.449   3.717281E-6
     2140.912   3.704532E-6
     2141.375   3.691777E-6
     2141.838   3.679013E-6
     2142.302   3.666234E-6
     2142.765   3.653446E-6
     2143.229   3.640644E-6
     2143.692   3.627833E-6
     2144.156   3.615014E-6
      2144.62   3.602180E-6
     2145.084   3.589337E-6
     2145.548   3.576480E-6
     2146.012   3.563614E-6
     2146.476   3.550740E-6
      2146.94   3.537850E-6
     2147.405   3.524946E-6
     2147.871   3.512006E-6
     2148.335   3.499085E-6
       2148.8   3.486148E-6
     2149.264   3.473237E-6
     2149.729   3.460285E-6
     2150.194   3.447771E-6
     2150.659   3.435888E-6
     2151.124   3.423991E-6
     2151.589   3.412086E-6
     2152.055   3.400174E-6
      2152.52   3.388249E-6
     2152.986   3.376315E-6
     2153.453   3.364337E-6
     2153.919   3.352383E-6
     2154.385   3.340421E-6
     2154.851   3.328445E-6
     2155.317   3.316456E-6
     2155.783   3.304465E-6
     2156.249   3.292461E-6
     2156.716   3.280442E-6
     2157.182   3.268417E-6
     2157.649   3.256383E-6
     2158.116   3.244336E-6
     2158.583   3.232282E-6
      2159.05   3.220213E-6
     2159.517   3.208138E-6
     2159.984   3.196055E-6
     2160.451   3.184935E-6
     2160.918   3.173839E-6
     2161.386   3.162741E-6
     2161.853   3.151631E-6
     2162.321   3.140509E-6
     2162.789   3.129380E-6
     2163.257   3.118245E-6
     2163.725   3.107096E-6
     2164.193   3.095941E-6
     2164.661   3.084773E-6
     2165.129   3.073599E-6
     2165.599   3.062389E-6
     2166.067   3.051196E-6
     2166.536   3.039996E-6
     2167.004   3.028783E-6
     2167.473   3.017563E-6
     2167.942   3.006337E-6
      2168.41   2.995127E-6
     2168.879   2.983876E-6
     2169.348   2.972624E-6
     2169.817   2.961359E-6
     2170.288   2.950628E-6
     2170.757   2.940285E-6
     2171.227   2.929936E-6
     2171.697   2.919575E-6
     2172.166   2.909209E-6
     2172.636   2.898831E-6
     2173.106   2.888447E-6
     2173.576   2.878051E-6
     2174.046   2.867655E-6
     2174.517   2.857243E-6
     2174.987   2.846824E-6
     2175.458   2.836399E-6
     2175.928   2.825968E-6
     2176.399   2.815526E-6
     2176.869   2.805099E-6
      2177.34   2.794640E-6
     2177.811   2.784174E-6
     2178.283   2.773675E-6
     2178.754   2.763192E-6
     2179.225   2.752698E-6
     2179.697   2.742197E-6
     2180.168   2.732001E-6
      2180.64   2.722355E-6
     2181.113   2.712680E-6
     2181.585   2.703018E-6
     2182.057   2.693352E-6
     2182.529   2.683681E-6
     2183.001   2.673998E-6
     2183.472   2.664336E-6
     2183.944   2.654638E-6
     2184.418   2.644910E-6
      2184.89   2.635202E-6
     2185.362   2.625507E-6
     2185.834   2.615778E-6
