WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,nuvmama,f25mgii
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.080680E-16
PIVWV    r 2874.169
BANDW    r 249.5852
TPEAK    r 0.01245324
EQUVW    r 0.7293755
RECTW    r 58.56913
EMFLX    r 3.753901E-10
        2693.            0.
     2693.378   3.765883E-6
     2693.757   7.532382E-6
     2694.135   1.011147E-5
     2694.514   1.056894E-5
     2694.895   1.102825E-5
     2695.272   1.156486E-5
      2695.65   1.213499E-5
     2696.029   1.272430E-5
     2696.408   1.354103E-5
     2696.787   1.435790E-5
     2697.166   1.533856E-5
     2697.545   1.653012E-5
     2697.925   1.772110E-5
     2698.305   1.918877E-5
     2698.684   2.071721E-5
     2699.064   2.232406E-5
     2699.443   2.431729E-5
     2699.823   2.630957E-5
     2700.202   2.850047E-5
      2700.58   3.085822E-5
     2700.959   3.322249E-5
     2701.339   3.567940E-5
      2701.72   3.815571E-5
       2702.1   4.059290E-5
      2702.48   4.294348E-5
      2702.86   4.529448E-5
      2703.24   4.741698E-5
     2703.619   4.940522E-5
        2704.   5.139382E-5
     2704.379   5.282596E-5
      2704.76   5.425766E-5
      2705.14   5.539282E-5
      2705.52   5.601850E-5
       2705.9   5.664348E-5
     2706.281   5.680770E-5
     2706.661   5.680785E-5
     2707.041   5.675358E-5
     2707.422   5.625225E-5
     2707.802   5.575081E-5
     2708.183   5.507990E-5
     2708.565   5.422254E-5
     2708.946   5.336886E-5
     2709.326   5.246844E-5
     2709.707   5.156067E-5
     2710.086   5.068691E-5
     2710.468   4.990945E-5
     2710.848   4.913286E-5
     2711.229   4.853588E-5
      2711.61   4.805820E-5
     2711.993   4.757828E-5
     2712.374   4.731201E-5
     2712.755   4.704972E-5
     2713.137   4.687095E-5
     2713.518   4.684177E-5
     2713.899   4.681259E-5
     2714.281   4.689623E-5
     2714.662   4.702029E-5
     2715.042   4.714886E-5
     2715.426   4.731884E-5
     2715.807   4.748808E-5
     2716.189   4.765977E-5
     2716.571   4.783407E-5
     2716.952   4.800828E-5
     2717.334   4.816345E-5
     2717.716   4.831595E-5
     2718.098   4.847813E-5
      2718.48   4.866886E-5
     2718.864   4.886021E-5
     2719.244   4.914091E-5
     2719.626   4.947340E-5
     2720.009   4.981099E-5
     2720.391   5.036178E-5
     2720.773   5.091233E-5
     2721.156   5.159017E-5
     2721.538   5.245374E-5
     2721.921   5.331689E-5
     2722.305   5.452531E-5
     2722.687   5.581702E-5
      2723.07   5.716369E-5
     2723.453   5.875851E-5
     2723.836   6.035260E-5
     2724.219   6.203254E-5
       2724.6   6.377019E-5
     2724.983   6.551480E-5
     2725.366   6.716424E-5
      2725.75   6.881589E-5
     2726.134   7.036175E-5
     2726.517   7.171941E-5
       2726.9   7.307730E-5
     2727.283   7.396562E-5
     2727.667   7.468782E-5
      2728.05   7.529832E-5
     2728.433   7.516287E-5
     2728.817   7.502744E-5
       2729.2   7.460234E-5
     2729.584   7.391215E-5
     2729.968   7.322181E-5
     2730.351   7.214311E-5
     2730.735   7.102816E-5
     2731.119   6.992193E-5
     2731.502   6.883449E-5
     2731.886   6.774686E-5
     2732.271   6.692985E-5
     2732.656   6.622386E-5
      2733.04   6.561401E-5
     2733.424   6.580455E-5
     2733.808   6.599511E-5
     2734.191   6.671834E-5
     2734.575   6.798239E-5
      2734.96   6.924663E-5
     2735.344   7.133312E-5
     2735.729   7.351644E-5
     2736.113   7.593787E-5
     2736.499   7.894375E-5
     2736.884   8.193682E-5
     2737.268   8.508366E-5
     2737.653   8.829556E-5
     2738.038   9.149034E-5
     2738.423   9.454080E-5
     2738.808   9.759177E-5
     2739.191   1.003252E-4
     2739.577   1.027724E-4
     2739.962   1.052093E-4
     2740.348   1.070299E-4
     2740.733   1.087818E-4
     2741.118   1.103600E-4
     2741.503   1.115431E-4
     2741.888   1.127256E-4
     2742.274   1.138010E-4
     2742.659   1.148320E-4
     2743.045   1.159087E-4
     2743.432   1.173476E-4
     2743.816   1.187741E-4
     2744.202   1.207734E-4
     2744.587   1.232878E-4
     2744.973   1.258026E-4
     2745.359   1.298372E-4
     2745.745   1.339820E-4
     2746.131   1.386044E-4
     2746.517   1.441570E-4
     2746.904   1.497281E-4
      2747.29   1.562806E-4
     2747.676   1.631669E-4
     2748.062   1.701161E-4
     2748.449   1.774045E-4
     2748.833   1.846619E-4
      2749.22   1.916997E-4
     2749.606   1.985538E-4
     2749.993   2.054048E-4
     2750.381   2.108367E-4
     2750.767   2.162215E-4
     2751.154   2.208517E-4
     2751.541   2.243497E-4
     2751.927   2.278461E-4
     2752.314   2.300461E-4
     2752.701   2.319463E-4
     2753.088   2.337529E-4
     2753.475   2.352471E-4
     2753.862   2.367407E-4
     2754.249   2.393296E-4
     2754.636   2.425244E-4
     2755.023   2.459753E-4
      2755.41   2.534794E-4
     2755.797   2.609800E-4
     2756.185   2.721032E-4
     2756.572   2.871910E-4
      2756.96   3.022717E-4
     2757.349   3.236416E-4
     2757.736   3.456389E-4
     2758.124   3.708739E-4
      2758.51   4.028498E-4
     2758.897   4.349520E-4
     2759.285   4.752578E-4
     2759.673   5.184623E-4
     2760.061   5.627879E-4
     2760.449   6.130579E-4
     2760.838   6.634944E-4
     2761.227   7.190763E-4
     2761.615   7.783940E-4
     2762.003   8.377808E-4
     2762.391   9.056832E-4
     2762.779   9.735537E-4
     2763.167   0.001044757
     2763.556   0.001120307
     2763.943    0.00119549
     2764.333   0.001287594
     2764.721   0.001382048
      2765.11   0.001484857
     2765.499    0.00160878
     2765.887   0.001732644
     2766.276   0.001886385
     2766.665   0.002052289
     2767.053   0.002227763
     2767.442   0.002463012
     2767.833   0.002699036
      2768.22    0.00297167
     2768.609   0.003274204
     2768.999   0.003576786
     2769.388   0.003958879
     2769.777   0.004341332
     2770.166   0.004756551
     2770.556   0.005216348
     2770.945   0.005675929
     2771.336   0.006157481
     2771.726   0.006640638
     2772.115   0.007120049
     2772.505   0.007591856
     2772.894   0.008063439
     2773.284   0.008490621
     2773.672   0.008899264
     2774.062   0.009297328
     2774.452   0.009631104
     2774.844   0.009965975
     2775.233     0.0102259
     2775.624    0.01043654
     2776.014    0.01064257
     2776.404    0.01072433
     2776.794    0.01080605
     2777.184    0.01085364
     2777.575    0.01086307
     2777.965    0.01087249
     2778.355    0.01082172
     2778.746    0.01076502
     2779.136    0.01069904
     2779.527    0.01061563
     2779.918    0.01053226
     2780.309    0.01045159
     2780.699    0.01037173
      2781.09    0.01029707
     2781.481    0.01023979
     2781.874    0.01018229
     2782.264    0.01014286
     2782.656    0.01011194
     2783.047    0.01008343
     2783.436    0.01007268
     2783.827     0.0100619
     2784.219    0.01005958
      2784.61    0.01006393
     2785.001    0.01006829
     2785.394     0.0100759
     2785.786    0.01008348
     2786.177    0.01008959
     2786.569    0.01009392
     2786.961    0.01009826
     2787.352    0.01009499
     2787.744    0.01009088
     2788.136    0.01008492
     2788.526    0.01007554
      2788.92    0.01006608
     2789.312    0.01005398
     2789.704     0.0100412
     2790.096     0.0100287
     2790.488    0.01001707
      2790.88    0.01000545
     2791.272   0.009996908
     2791.665   0.009989724
     2792.057   0.009983951
     2792.451   0.009986481
     2792.842    0.00998899
     2793.234   0.009999226
     2793.627    0.01001466
      2794.02    0.01003072
     2794.412    0.01005838
     2794.805    0.01008605
     2795.198    0.01012255
     2795.591    0.01016774
     2795.985    0.01021308
     2796.378    0.01027432
     2796.771    0.01033617
     2797.164    0.01040525
     2797.557     0.0104844
     2797.951    0.01056357
     2798.342    0.01066061
     2798.736    0.01076066
     2799.129    0.01086522
     2799.524    0.01097955
     2799.917    0.01109101
     2800.311    0.01120732
     2800.705    0.01132104
     2801.098    0.01143464
     2801.492    0.01154843
     2801.885     0.0116619
     2802.279    0.01177024
     2802.673    0.01187639
     2803.067     0.0119792
     2803.461    0.01206703
     2803.855    0.01215466
     2804.249    0.01222452
     2804.643    0.01228403
     2805.038    0.01234138
     2805.432    0.01237921
     2805.826    0.01241694
      2806.22    0.01243804
     2806.616    0.01244608
     2807.011    0.01245324
     2807.405    0.01243223
       2807.8    0.01241121
     2808.193    0.01237999
     2808.588    0.01233801
     2808.982    0.01229606
     2809.377    0.01222865
     2809.772    0.01216018
     2810.169    0.01208231
     2810.563    0.01199246
     2810.958    0.01190277
     2811.354     0.0117996
     2811.749    0.01169509
     2812.144    0.01158616
     2812.539    0.01146953
     2812.935     0.0113531
     2813.328    0.01123473
     2813.724    0.01111562
     2814.121    0.01099707
     2814.516     0.0108814
     2814.912    0.01076593
     2815.307    0.01065934
     2815.703    0.01055535
     2816.099    0.01045497
     2816.495      0.010365
     2816.891    0.01027513
     2817.288    0.01020071
     2817.682    0.01013289
     2818.078    0.01007073
     2818.475    0.01003232
     2818.871   0.009993989
     2819.267   0.009970983
     2819.663   0.009955414
     2820.059   0.009945232
     2820.456   0.009964949
     2820.852    0.00998468
      2821.25    0.01002842
     2821.647    0.01008596
     2822.043    0.01014576
      2822.44      0.010225
     2822.837    0.01030407
     2823.232    0.01038596
     2823.629    0.01047045
     2824.025    0.01055303
     2824.424    0.01061134
     2824.821    0.01066931
     2825.218     0.0107004
     2825.615    0.01070942
     2826.012    0.01071551
     2826.409    0.01063039
     2826.807    0.01054541
     2827.204    0.01040646
     2827.601    0.01021636
     2827.999    0.01002674
     2828.396   0.009733655
     2828.794   0.009440579
     2829.191   0.009097638
     2829.589   0.008700557
     2829.987   0.008304295
     2830.384   0.007864396
     2830.782   0.007423537
      2831.18   0.006975562
     2831.579   0.006516515
     2831.978   0.006059762
     2832.375   0.005622743
     2832.773   0.005187686
      2833.17   0.004773182
     2833.568    0.00438249
     2833.967   0.003992562
     2834.365   0.003663946
     2834.763   0.003341737
     2835.162   0.003050463
     2835.562   0.002803353
      2835.96   0.002557782
     2836.359    0.00234935
     2836.758   0.002145405
     2837.156   0.001960684
     2837.555     0.0018055
     2837.954   0.001650527
     2838.353   0.001528669
     2838.751   0.001411256
     2839.151    0.00130181
      2839.55   0.001205507
     2839.949   0.001109337
     2840.348   0.001032345
     2840.747   9.583042E-4
     2841.146   8.899437E-4
     2841.546   8.312460E-4
     2841.945   7.726628E-4
     2842.344   7.239376E-4
     2842.745   6.766874E-4
     2843.144   6.338549E-4
     2843.543   5.981019E-4
     2843.943   5.623967E-4
     2844.342   5.320807E-4
     2844.742   5.026966E-4
     2845.142   4.750254E-4
     2845.542   4.504089E-4
     2845.943   4.257508E-4
     2846.343   4.046759E-4
     2846.743   3.841979E-4
     2847.144   3.645770E-4
     2847.544   3.464533E-4
     2847.944   3.283654E-4
     2848.343   3.125917E-4
     2848.743   2.971455E-4
     2849.143   2.826468E-4
     2849.544   2.698201E-4
     2849.946   2.569673E-4
     2850.346   2.453723E-4
     2850.747   2.339890E-4
     2851.148   2.232575E-4
     2851.548   2.136246E-4
     2851.949   2.040042E-4
      2852.35   1.957929E-4
     2852.751   1.877989E-4
     2853.152   1.802364E-4
     2853.553   1.733662E-4
     2853.954   1.665134E-4
     2854.355   1.609418E-4
     2854.756   1.555430E-4
     2855.157   1.506654E-4
     2855.559   1.465795E-4
      2855.96   1.425013E-4
     2856.362   1.393740E-4
     2856.763   1.363563E-4
     2857.166   1.337955E-4
     2857.568   1.319085E-4
     2857.969   1.300250E-4
     2858.371   1.287297E-4
     2858.771   1.274898E-4
     2859.173   1.263510E-4
     2859.575   1.253521E-4
     2859.977   1.243555E-4
     2860.379   1.231864E-4
     2860.782   1.220045E-4
     2861.184   1.205837E-4
     2861.586   1.188759E-4
     2861.989   1.171712E-4
     2862.391   1.145291E-4
     2862.793   1.118645E-4
     2863.196   1.086273E-4
     2863.598   1.047861E-4
     2863.999   1.009662E-4
     2864.403   9.657328E-5
     2864.805   9.220307E-5
     2865.208   8.772191E-5
     2865.611   8.314323E-5
     2866.014   7.858334E-5
     2866.417   7.439026E-5
     2866.819   7.020543E-5
     2867.222   6.642711E-5
     2867.625   6.297770E-5
      2868.03   5.962120E-5
     2868.431   5.752607E-5
     2868.834   5.542743E-5
     2869.238   5.420766E-5
     2869.641   5.359959E-5
     2870.044   5.309431E-5
     2870.448   5.340921E-5
     2870.851   5.372371E-5
     2871.255   5.454186E-5
      2871.66   5.565691E-5
     2872.063   5.680566E-5
     2872.467   5.816228E-5
     2872.871   5.951692E-5
     2873.274   6.077045E-5
     2873.677   6.197190E-5
     2874.081   6.307197E-5
     2874.485   6.375631E-5
     2874.889   6.443914E-5
     2875.294   6.468056E-5
     2875.698   6.475386E-5
     2876.103   6.466834E-5
     2876.507   6.411689E-5
     2876.911   6.356641E-5
     2877.315   6.250078E-5
      2877.72   6.129191E-5
     2878.124   5.996751E-5
     2878.529   5.838181E-5
     2878.933   5.679920E-5
     2879.338   5.487041E-5
     2879.743   5.287537E-5
     2880.147   5.075710E-5
     2880.552   4.842023E-5
     2880.957   4.608817E-5
     2881.362   4.366602E-5
     2881.767   4.123754E-5
     2882.172   3.882316E-5
     2882.579   3.641750E-5
     2882.984   3.402376E-5
     2883.389   3.185839E-5
     2883.793   2.971296E-5
     2884.198   2.772777E-5
     2884.603   2.591782E-5
     2885.009   2.412360E-5
     2885.414   2.293093E-5
      2885.82   2.174061E-5
     2886.227   2.093055E-5
     2886.633   2.042775E-5
     2887.038   1.997922E-5
     2887.444   2.004492E-5
      2887.85   2.011046E-5
     2888.256   2.056005E-5
     2888.662   2.123392E-5
     2889.068   2.196715E-5
     2889.472   2.299695E-5
      2889.88   2.403344E-5
     2890.286   2.524332E-5
     2890.692   2.652620E-5
     2891.099   2.648539E-5
     2891.505   2.232844E-5
     2891.911   1.817723E-5
     2892.318   1.190708E-5
     2892.724   5.056947E-6
     2893.131   4.153245E-7
     2893.538   4.013959E-7
     2893.944   3.875027E-7
     2894.351   3.736283E-7
     2894.758   3.597727E-7
     2895.165   3.459525E-7
     2895.572   3.321512E-7
     2895.979   3.183770E-7
     2896.385   3.046300E-7
     2896.792   2.909101E-7
     2897.201   2.771517E-7
     2897.608   2.634862E-7
     2898.016   2.498315E-7
     2898.423   2.362122E-7
     2898.831   2.226119E-7
     2899.238   2.090468E-7
     2899.644   1.955493E-7
     2900.051   1.820324E-7
     2900.459   1.685420E-7
     2900.866   1.550858E-7
     2901.276   1.415910E-7
     2901.684   1.281783E-7
     2902.092   1.156556E-7
     2902.499   1.061744E-7
     2902.907   9.670579E-8
     2903.315   9.137532E-8
     2903.723   8.726411E-8
     2904.131   8.316315E-8
      2904.54   7.906755E-8
     2904.948   7.497979E-8
     2905.356   7.089741E-8
     2905.764   6.682530E-8
     2906.173   6.275857E-8
     2906.581   5.869969E-8
      2906.99   5.464864E-8
     2907.398   5.060301E-8
     2907.807   4.656523E-8
     2908.216   4.253528E-8
     2908.626   3.849639E-8
     2909.035   3.448218E-8
     2909.444   3.047343E-8
     2909.851   2.648938E-8
      2910.26   2.249659E-8
     2910.669   1.850935E-8
     2911.078   1.453222E-8
     2911.487   1.056037E-8
     2911.898   6.579653E-9
     2912.307   3.974780E-9
     2912.717   1.820908E-9
     2913.126  4.331871E-10
     2913.536  7.569527E-10
     2913.945   1.079893E-9
     2914.354   1.402200E-9
     2914.764   1.724065E-9
     2915.172   2.044153E-9
     2915.582   2.364758E-9
     2915.993   2.686065E-9
     2916.403   3.005403E-9
     2916.813   3.324297E-9
     2917.223   3.642746E-9
     2917.633   3.960373E-9
     2918.043   4.277553E-9
     2918.453   4.594091E-9
     2918.864   4.909995E-9
     2919.275   5.226581E-9
     2919.686   5.541236E-9
     2920.094   5.854150E-9
     2920.505   6.167847E-9
     2920.915   6.481123E-9
     2921.326   8.670805E-9
     2921.736   1.134563E-8
     2922.147   1.401523E-8
     2922.558   1.667959E-8
     2922.969   1.934032E-8
     2923.381   2.200526E-8
     2923.792   2.465549E-8
     2924.203   2.730050E-8
     2924.614   2.994183E-8
     2925.025   3.257635E-8
     2925.436   3.520720E-8
     2925.845   3.782346E-8
     2926.257   4.044383E-8
     2926.669   4.306983E-8
     2927.081   4.568125E-8
     2927.492   4.828741E-8
     2927.904   5.088987E-8
     2928.315   5.348553E-8
     2928.727   5.607747E-8
     2929.138   5.866415E-8
      2929.55   6.124559E-8
     2929.962   6.382329E-8
     2930.374   6.759114E-8
     2930.785   7.147560E-8
     2931.198   7.535473E-8
     2931.609   7.922385E-8
     2932.021   8.308756E-8
     2932.434   8.694354E-8
     2932.846   9.079181E-8
     2933.258   9.463238E-8
      2933.67   9.846749E-8
     2934.084   1.023084E-7
     2934.496   1.061281E-7
     2934.909   1.099422E-7
     2935.321   1.137464E-7
     2935.732   1.175316E-7
     2936.145   1.213226E-7
     2936.558   1.251058E-7
      2936.97   1.288835E-7
     2937.383   1.326513E-7
     2937.796   1.364134E-7
      2938.21   1.401834E-7
     2938.624   1.439323E-7
     2939.036   1.476713E-7
     2939.449   1.514046E-7
     2939.863   1.551329E-7
     2940.276   1.566980E-7
     2940.689   1.571895E-7
     2941.101   1.576784E-7
     2941.516   1.581700E-7
     2941.929   1.586583E-7
     2942.343   1.591457E-7
     2942.756   1.596318E-7
      2943.17   1.601166E-7
     2943.583   1.606001E-7
     2943.997   1.610826E-7
     2944.411   1.615636E-7
     2944.825   1.620439E-7
     2945.239   1.625226E-7
     2945.654   1.630020E-7
     2946.068   1.634785E-7
     2946.481   1.639517E-7
     2946.895   1.644256E-7
     2947.309   1.648985E-7
     2947.723   1.653701E-7
     2948.138   1.658404E-7
     2948.552   1.663095E-7
     2948.968   1.667792E-7
     2949.383   1.672459E-7
     2949.797   1.677118E-7
     2950.212   1.648769E-7
     2950.626   1.588865E-7
     2951.041   1.529048E-7
     2951.454   1.469592E-7
     2951.869   1.410003E-7
     2952.284   1.350529E-7
     2952.699   1.291134E-7
     2953.114   1.231854E-7
      2953.53   1.172480E-7
     2953.946   1.113394E-7
     2954.361   1.054457E-7
     2954.776   9.956013E-8
     2955.191   9.368593E-8
     2955.606   8.782322E-8
     2956.022   8.196856E-8
     2956.438   7.612535E-8
     2956.854   7.027310E-8
     2957.269   6.447342E-8
     2957.684   5.866469E-8
       2958.1   5.286403E-8
     2958.516   4.707488E-8
     2958.931   4.129723E-8
     2959.347   3.552769E-8
     2959.763   2.977318E-8
     2960.179   2.726072E-8
     2960.595   2.902280E-8
     2961.013   3.078868E-8
     2961.429   3.254484E-8
     2961.845   3.429748E-8
      2962.26   3.603940E-8
     2962.677   3.778603E-8
     2963.093   3.952809E-8
     2963.509   4.126765E-8
     2963.926   4.300367E-8
     2964.344   4.474326E-8
      2964.76   4.647221E-8
     2965.177   4.819864E-8
     2965.594   4.992152E-8
     2966.011   5.164087E-8
     2966.428   5.335768E-8
     2966.845   5.507096E-8
      2967.26   5.677369E-8
     2967.679   5.848688E-8
     2968.094   6.018355E-8
     2968.513   6.188962E-8
      2968.93   6.358617E-8
     2969.347   6.527915E-8
     2969.765   6.696992E-8
     2970.182   6.892139E-8
       2970.6   7.121280E-8
     2971.017   7.349972E-8
     2971.435   7.578332E-8
     2971.854   7.807023E-8
     2972.272   8.034445E-8
     2972.688   8.260474E-8
     2973.106   8.487097E-8
     2973.523   8.713120E-8
     2973.941   8.938807E-8
     2974.359   9.164029E-8
     2974.777   9.388779E-8
     2975.196   9.613195E-8
     2975.614   9.837140E-8
     2976.033   1.006140E-7
     2976.452   1.028454E-7
      2976.87   1.050708E-7
     2977.289   1.072927E-7
     2977.705   1.095010E-7
     2978.124   1.117136E-7
     2978.542   1.139229E-7
     2978.961   1.161274E-7
     2979.381   1.183349E-7
       2979.8   1.205307E-7
     2980.219   1.233800E-7
     2980.638   1.268223E-7
     2981.057   1.302596E-7
     2981.476   1.336918E-7
     2981.895   1.371150E-7
     2982.314   1.405330E-7
     2982.733   1.439420E-7
     2983.152   1.473479E-7
     2983.572   1.507447E-7
     2983.991   1.541363E-7
      2984.41   1.575190E-7
      2984.83   1.608964E-7
     2985.249   1.642687E-7
     2985.669   1.676320E-7
     2986.088   1.709901E-7
     2986.508   1.743411E-7
     2986.929   1.776986E-7
     2987.349   1.810373E-7
     2987.769   1.843688E-7
     2988.188   1.876797E-7
     2988.607   1.909970E-7
     2989.028   1.943092E-7
     2989.448   1.976123E-7
     2989.868   2.009116E-7
     2990.288   1.987475E-7
     2990.708   1.940882E-7
      2991.13   1.894189E-7
     2991.551   1.847746E-7
     2991.971   1.801366E-7
     2992.392   1.755101E-7
     2992.812   1.708898E-7
     2993.233   1.662784E-7
     2993.654   1.616760E-7
     2994.074   1.570824E-7
     2994.495   1.524950E-7
     2994.916   1.479166E-7
     2995.337   1.433470E-7
     2995.758   1.387863E-7
     2996.179   1.342320E-7
       2996.6   1.296865E-7
     2997.021   1.251500E-7
     2997.442   1.206224E-7
     2997.864   1.161011E-7
     2998.285   1.115887E-7
     2998.708   1.070696E-7
     2999.128   1.025907E-7
      2999.55   9.810251E-8
     2999.971   9.354208E-8
     3000.393   9.249354E-8
     3000.814   9.161181E-8
     3001.236   9.073445E-8
     3001.658   8.986045E-8
     3002.082   8.898679E-8
     3002.503   8.812053E-8
     3002.926   8.725765E-8
     3003.347   8.639913E-8
      3003.77   8.554397E-8
     3004.192   8.469272E-8
     3004.612   8.384824E-8
     3005.035   8.300422E-8
     3005.457   8.216409E-8
     3005.879   8.132781E-8
     3006.303   8.049206E-8
     3006.726   7.966309E-8
     3007.149   7.883799E-8
     3007.571   7.801676E-8
     3007.994   7.719942E-8
     3008.417   7.638549E-8
      3008.84   7.557545E-8
     3009.262   7.476932E-8
     3009.686   7.396743E-8
     3010.108   7.372014E-8
     3010.531   7.503783E-8
     3010.955   7.635141E-8
     3011.378   7.765500E-8
     3011.801   7.894707E-8
     3012.224   8.022919E-8
     3012.648   8.150053E-8
     3013.071   8.276186E-8
     3013.495   8.401170E-8
      3013.92   8.525650E-8
     3014.344   8.648551E-8
     3014.765   8.769886E-8
     3015.191   8.891195E-8
     3015.613   9.010454E-8
     3016.037   9.129122E-8
     3016.461   9.246713E-8
     3016.885   9.363293E-8
      3017.31   9.479192E-8
     3017.734   9.593611E-8
     3018.158   9.706951E-8
     3018.583   9.819278E-8
     3019.007   9.930525E-8
     3019.431   1.004069E-7
     3019.856   1.015020E-7
      3020.28   1.017490E-7
     3020.705   1.015581E-7
     3021.127   1.013716E-7
     3021.554   1.011826E-7
     3021.979   1.009931E-7
     3022.403   1.008025E-7
     3022.828   1.006107E-7
     3023.253   1.004179E-7
     3023.678   1.002240E-7
     3024.103   1.000288E-7
     3024.528   9.983256E-8
     3024.955   9.963439E-8
      3025.38   9.943591E-8
     3025.803   9.923701E-8
     3026.229   9.903621E-8
     3026.654   9.883426E-8
     3027.079   9.863113E-8
     3027.505   9.842699E-8
      3027.93   9.822164E-8
     3028.356   9.801517E-8
     3028.781   9.780747E-8
     3029.209   9.759796E-8
     3029.635   9.738802E-8
      3030.06   9.771506E-8
     3030.486   1.012522E-7
     3030.912   1.047667E-7
     3031.336   1.082420E-7
     3031.762   1.117047E-7
     3032.188   1.151408E-7
     3032.616   1.185659E-7
     3033.043   1.219506E-7
     3033.469   1.253087E-7
     3033.895   1.286401E-7
     3034.322   1.319468E-7
     3034.748   1.352268E-7
     3035.175   1.384802E-7
     3035.601   1.417068E-7
     3036.028   1.449068E-7
     3036.455   1.480820E-7
     3036.881   1.512304E-7
     3037.308   1.543539E-7
     3037.735   1.574489E-7
     3038.162   1.605190E-7
     3038.589   1.635624E-7
     3039.016   1.665790E-7
     3039.443   1.695717E-7
     3039.871   1.725436E-7
     3040.299   1.739121E-7
     3040.727   1.745959E-7
     3041.154   1.752705E-7
     3041.582   1.759365E-7
     3042.009   1.765938E-7
     3042.435   1.772397E-7
     3042.863   1.778796E-7
      3043.29   1.785108E-7
     3043.718   1.791330E-7
     3044.146   1.797464E-7
     3044.575   1.803534E-7
     3045.003   1.809494E-7
     3045.431   1.815365E-7
     3045.859   1.821147E-7
     3046.287   1.826841E-7
     3046.715   1.832450E-7
     3047.144   1.837970E-7
     3047.572   1.843400E-7
        3048.   1.848746E-7
     3048.428   1.853999E-7
     3048.857   1.859166E-7
     3049.286   1.864248E-7
     3049.714   1.869311E-7
     3050.143   1.856788E-7
     3050.572   1.809255E-7
        3051.   1.762132E-7
     3051.429   1.715292E-7
     3051.858   1.668709E-7
     3052.287   1.622411E-7
     3052.718   1.576213E-7
     3053.145   1.530665E-7
     3053.574   1.485192E-7
     3054.003   1.440003E-7
     3054.432   1.395099E-7
     3054.862   1.350478E-7
     3055.291   1.306117E-7
     3055.722   1.261865E-7
     3056.152   1.218073E-7
     3056.581   1.174566E-7
     3057.011   1.131319E-7
      3057.44   1.088357E-7
      3057.87   1.045680E-7
     3058.298   1.003431E-7
     3058.728   9.613224E-8
     3059.158   9.194746E-8
     3059.588   8.779120E-8
     3060.018   8.367994E-8
      3060.45   7.977646E-8
      3060.88   7.591769E-8
      3061.31   7.208530E-8
      3061.74   6.827781E-8
     3062.171   6.449311E-8
     3062.601   6.073332E-8
     3063.031   5.699846E-8
     3063.462   5.328852E-8
     3063.893   4.960143E-8
     3064.323   4.593931E-8
     3064.754   4.230214E-8
     3065.185   3.868993E-8
     3065.615   3.510064E-8
     3066.046   3.153836E-8
     3066.477   2.799704E-8
     3066.908   2.448272E-8
     3067.339   2.099338E-8
      3067.77   1.752707E-8
     3068.203   1.407219E-8
     3068.635   1.065409E-8
     3069.064   7.276328E-9
     3069.495   3.908242E-9
     3069.927  5.651345E-10
     3070.358            0.
      3070.79            0.
     3071.221            0.
     3071.655            0.
     3072.086            0.
     3072.518            0.
      3072.95            0.
     3073.382            0.
     3073.814            0.
     3074.244            0.
     3074.678            0.
      3075.11            0.
     3075.541            0.
     3075.975            0.
     3076.407            0.
     3076.839            0.
     3077.272            0.
     3077.704            0.
     3078.137            0.
      3078.57            0.
     3079.002            0.
     3079.437            0.
     3079.869            0.
     3080.301            0.
     3080.734            0.
     3081.167            0.
       3081.6            0.
     3082.033            0.
     3082.466            0.
     3082.899            0.
     3083.333            0.
     3083.768            0.
     3084.201            0.
     3084.634            0.
     3085.068            0.
       3085.5            0.
     3085.933            0.
     3086.367            0.
     3086.801            0.
     3087.237            0.
      3087.67            0.
     3088.104            0.
     3088.538            0.
     3088.972            0.
     3089.407            0.
     3089.841            0.
     3090.275            0.
     3090.709            0.
     3091.144            0.
     3091.578            0.
     3092.013            0.
     3092.448            0.
     3092.882            0.
     3093.317            0.
     3093.751            0.
     3094.186            0.
     3094.621            0.
     3095.058            0.
     3095.493            0.
     3095.928            0.
     3096.361            0.
     3096.797            0.
     3097.232            0.
     3097.667            0.
     3098.103            0.
     3098.538            0.
     3098.973            0.
     3099.411            0.
     3099.846            0.
     3100.282            0.
     3100.718            0.
     3101.154            0.
     3101.589            0.
     3102.025            0.
     3102.461            0.
     3102.897            0.
     3103.333            0.
      3103.77            0.
     3104.206            0.
     3104.642            0.
     3105.078            0.
     3105.515            0.
     3105.951            0.
     3106.388            0.
     3106.824            0.
     3107.263            0.
     3107.698            0.
     3108.135            0.
     3108.572            0.
     3109.009            0.
     3109.445            0.
     3109.882            0.
      3110.32            0.
     3110.758            0.
     3111.196            0.
     3111.633            0.
      3112.07            0.
     3112.508            0.
     3112.945            0.
     3113.381            0.
     3113.818            0.
     3114.256            0.
     3114.694            0.
     3115.133            0.
     3115.571            0.
     3116.009            0.
     3116.447            0.
     3116.885            0.
     3117.323            0.
     3117.761            0.
     3118.199            0.
     3118.638            0.
     3119.076            0.
     3119.514            0.
     3119.953            0.
     3120.391            0.
      3120.83            0.
     3121.269            0.
     3121.707            0.
     3122.146            0.
     3122.585            0.
     3123.025            0.
     3123.464            0.
