WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f502n
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.004924E-16
PIVWV    r 5013.257
BANDW    r 48.2887
TPEAK    r 0.008138288
EQUVW    r 0.2914694
RECTW    r 35.81459
EMFLX    r 1.092269E-14
     2896.212   8.134434E-9
     2896.729   8.127932E-9
     2897.244   8.121449E-9
      2897.76   8.114962E-9
     2898.277   8.108453E-9
     2898.794   8.101939E-9
     2899.311   8.095425E-9
     2899.828   8.088906E-9
     2900.346   8.091969E-9
     2900.862   8.099758E-9
     2901.379   8.107565E-9
     2901.899   8.115394E-9
     2902.415   8.123169E-9
     2902.933   8.130966E-9
     2903.451   8.138755E-9
     2903.969   8.146540E-9
     2904.485   8.154299E-9
     2905.004   8.162080E-9
     2905.521   8.169832E-9
     2906.039   8.177600E-9
     2906.556   8.185342E-9
     2907.074   8.193101E-9
     2907.593   8.200860E-9
     2908.112   8.208610E-9
     2908.629   8.216335E-9
      2909.15   8.224101E-9
     2909.669   8.231839E-9
     2910.187   8.240570E-9
     2910.706   8.251140E-9
     2911.225   8.261703E-9
     2911.745   8.272262E-9
     2912.264   8.282815E-9
     2912.782   8.293331E-9
     2913.302   8.303875E-9
     2913.822   8.314410E-9
      2914.34   8.324908E-9
      2914.86   8.335435E-9
      2915.38   8.345957E-9
     2915.899   8.356437E-9
     2916.419   8.366948E-9
      2916.94   8.377453E-9
      2917.46   8.387947E-9
     2917.979   8.398406E-9
       2918.5   8.408897E-9
     2919.021   8.419377E-9
     2919.541   8.429851E-9
     2920.062   8.440091E-9
     2920.583   8.448626E-9
     2921.104   8.457159E-9
     2921.624   8.465658E-9
     2922.145   8.474177E-9
     2922.667   8.482695E-9
     2923.188   8.491205E-9
     2923.708   8.499685E-9
      2924.23   8.508187E-9
     2924.752   8.516683E-9
     2925.272   8.525146E-9
     2925.794   8.533633E-9
     2926.316   8.542118E-9
     2926.838   8.550589E-9
     2927.359   8.559037E-9
     2927.881   8.567501E-9
     2928.404   8.575962E-9
     2928.926   8.584420E-9
     2929.447   8.592846E-9
     2929.971   8.601316E-9
     2930.494   8.607925E-9
     2931.017   8.614421E-9
     2931.539   8.620898E-9
     2932.062   8.627389E-9
     2932.583   8.633855E-9
     2933.106   8.640334E-9
      2933.63   8.646811E-9
     2934.153   8.653285E-9
     2934.675   8.659731E-9
     2935.197   8.666174E-9
     2935.721   8.672633E-9
     2936.245   8.679089E-9
     2936.769   8.685538E-9
     2937.293   8.691984E-9
     2937.817   8.698425E-9
     2938.341   8.704860E-9
     2938.864   8.711274E-9
     2939.388   8.717702E-9
     2939.913   8.724124E-9
     2940.437   8.722347E-9
     2940.962   8.718930E-9
     2941.487   8.715509E-9
      2942.01   8.712103E-9
     2942.533   8.708694E-9
     2943.058   8.705274E-9
     2943.583   8.701853E-9
     2944.109   8.698432E-9
     2944.633   8.695020E-9
     2945.158   8.691598E-9
     2945.683   8.688175E-9
     2946.209   8.684750E-9
     2946.735   8.681329E-9
      2947.26   8.677899E-9
     2947.785   8.674487E-9
     2948.311   8.671059E-9
     2948.837   8.667631E-9
     2949.363   8.664204E-9
     2949.889   8.660773E-9
     2950.414   8.645116E-9
      2950.94   8.626134E-9
     2951.467   8.607156E-9
     2951.994   8.588186E-9
     2952.519   8.569276E-9
     2953.046   8.550313E-9
     2953.573   8.531361E-9
     2954.098   8.512471E-9
     2954.625   8.493529E-9
     2955.152   8.474585E-9
     2955.679   8.455659E-9
     2956.205   8.436785E-9
     2956.733   8.417862E-9
      2957.26   8.398946E-9
     2957.788   8.380041E-9
     2958.316   8.361134E-9
     2958.844   8.342237E-9
     2959.372   8.323350E-9
     2959.898   8.304514E-9
     2960.426   8.284364E-9
     2960.953   8.263978E-9
     2961.481   8.243535E-9
      2962.01   8.223103E-9
     2962.538   8.202671E-9
     2963.067   8.182250E-9
     2963.594   8.161893E-9
     2964.121   8.141540E-9
      2964.65   8.121139E-9
     2965.179   8.100738E-9
     2965.708   8.080347E-9
     2966.237   8.059957E-9
     2966.766   8.039588E-9
     2967.296   8.019209E-9
     2967.824   7.998906E-9
     2968.353   7.978547E-9
     2968.883   7.958198E-9
     2969.413   7.937850E-9
     2969.942   7.917514E-9
     2970.471   7.907589E-9
     2971.001   7.898906E-9
     2971.529   7.890250E-9
      2972.06   7.881569E-9
      2972.59   7.872892E-9
      2973.12   7.864213E-9
     2973.649   7.855567E-9
      2974.18   7.846896E-9
      2974.71   7.838223E-9
     2975.241   7.829553E-9
     2975.772   7.820883E-9
     2976.303   7.812218E-9
     2976.834   7.803555E-9
     2977.364   7.794918E-9
     2977.895   7.786258E-9
     2978.426   7.777601E-9
     2978.958   7.768943E-9
     2979.488   7.760312E-9
     2980.019   7.751774E-9
     2980.551   7.746250E-9
     2981.083   7.740726E-9
     2981.613   7.735220E-9
     2982.145   7.729700E-9
     2982.676   7.724194E-9
     2983.208   7.718672E-9
      2983.74   7.713153E-9
     2984.273   7.707632E-9
     2984.805   7.702112E-9
     2985.336   7.696610E-9
     2985.869   7.691092E-9
     2986.402   7.685571E-9
     2986.934   7.680056E-9
     2987.467   7.674537E-9
        2988.   7.669019E-9
     2988.534   7.663501E-9
     2989.065   7.658003E-9
     2989.599   7.652487E-9
     2990.132   7.650623E-9
     2990.664   7.659820E-9
     2991.198   7.669045E-9
     2991.731   7.678262E-9
     2992.263   7.687447E-9
     2992.797   7.696652E-9
     2993.331   7.705850E-9
     2993.864   7.715015E-9
       2994.4   7.724232E-9
     2994.932   7.733385E-9
     2995.467   7.742559E-9
     2996.001   7.751727E-9
     2996.536   7.760891E-9
     2997.071   7.770046E-9
     2997.605   7.779194E-9
     2998.139   7.788314E-9
     2998.674   7.797450E-9
     2999.207   7.806554E-9
     2999.742   7.815679E-9
     3000.277   7.837116E-9
     3000.813   7.870002E-9
     3001.348   7.902862E-9
     3001.882   7.935610E-9
     3002.418   7.968441E-9
     3002.952   8.001159E-9
     3003.488   8.033943E-9
     3004.023   8.066720E-9
      3004.56   8.099490E-9
     3005.096   8.132234E-9
     3005.632   8.164957E-9
     3006.168   8.197671E-9
     3006.703   8.230257E-9
      3007.24   8.262941E-9
     3007.776   8.295601E-9
     3008.313   8.328235E-9
      3008.85   8.360864E-9
     3009.385   8.393365E-9
     3009.922   8.425945E-9
     3010.457   8.447259E-9
     3010.994   8.466714E-9
     3011.531   8.486147E-9
     3012.069   8.505570E-9
     3012.605   8.524928E-9
     3013.142   8.544333E-9
      3013.68   8.563723E-9
     3014.218   8.583108E-9
     3014.754   8.602413E-9
     3015.292   8.621767E-9
      3015.83   8.641114E-9
     3016.368   8.660449E-9
     3016.906   8.679774E-9
     3017.445   8.699088E-9
     3017.983   8.718383E-9
      3018.52   8.737613E-9
     3019.058   8.756889E-9
     3019.597   8.776158E-9
     3020.136   8.788414E-9
     3020.673   8.779965E-9
      3021.21   8.771516E-9
      3021.75   8.763040E-9
     3022.289   8.754565E-9
     3022.828   8.746094E-9
     3023.367   8.737623E-9
     3023.907   8.729159E-9
     3024.445   8.720714E-9
     3024.984   8.712251E-9
     3025.524   8.703786E-9
     3026.064   8.695326E-9
     3026.604   8.686863E-9
     3027.144   8.678403E-9
     3027.684   8.669947E-9
     3028.223   8.661519E-9
     3028.761   8.653087E-9
     3029.302   8.644636E-9
     3029.843   8.636183E-9
     3030.383   8.631025E-9
     3030.922   8.627230E-9
     3031.463   8.623422E-9
     3032.004   8.619613E-9
     3032.543   8.615818E-9
     3033.084   8.612010E-9
     3033.627   8.608188E-9
     3034.167   8.604389E-9
     3034.708   8.600579E-9
      3035.25   8.596766E-9
     3035.791   8.592954E-9
     3036.331   8.589152E-9
     3036.873   8.585339E-9
     3037.415   8.581524E-9
     3037.957   8.577709E-9
     3038.497   8.573905E-9
      3039.04   8.570090E-9
     3039.582   8.566274E-9
     3040.123   8.561277E-9
     3040.665   8.552196E-9
     3041.208   8.543120E-9
      3041.75   8.534041E-9
     3042.291   8.524997E-9
     3042.834   8.515926E-9
     3043.377   8.506855E-9
      3043.92   8.497783E-9
     3044.463   8.488721E-9
     3045.005   8.479680E-9
      3045.55   8.470590E-9
     3046.092   8.461561E-9
     3046.635   8.452501E-9
     3047.179   8.443443E-9
     3047.722   8.434389E-9
     3048.265   8.425364E-9
     3048.809   8.416312E-9
     3049.353   8.407266E-9
     3049.895   8.398247E-9
     3050.439   8.383463E-9
     3050.982   8.367365E-9
     3051.526   8.351219E-9
     3052.071   8.335083E-9
     3052.615   8.318946E-9
      3053.16   8.302819E-9
     3053.705   8.286691E-9
     3054.248   8.270624E-9
     3054.793   8.254514E-9
     3055.338   8.238413E-9
     3055.883   8.222315E-9
     3056.428   8.206218E-9
     3056.974   8.190128E-9
     3057.519   8.174046E-9
     3058.063   8.158016E-9
     3058.607   8.141996E-9
     3059.153   8.125935E-9
     3059.699   8.109875E-9
     3060.243   8.094413E-9
     3060.789   8.079601E-9
     3061.335   8.064790E-9
     3061.882   8.049978E-9
     3062.426   8.035221E-9
     3062.974   8.020381E-9
     3063.521   8.005594E-9
     3064.066   7.990853E-9
     3064.613   7.976069E-9
     3065.159   7.961292E-9
     3065.706   7.946523E-9
     3066.253   7.931754E-9
     3066.799   7.917039E-9
     3067.346   7.902289E-9
     3067.892   7.887583E-9
     3068.439   7.872839E-9
     3068.987   7.858096E-9
     3069.534   7.843363E-9
      3070.08   7.828998E-9
     3070.628   7.816421E-9
     3071.176   7.803854E-9
     3071.724   7.791284E-9
      3072.27   7.778760E-9
     3072.819   7.766199E-9
     3073.367   7.753650E-9
     3073.915   7.741096E-9
     3074.464   7.728553E-9
     3075.012   7.716011E-9
     3075.561   7.703472E-9
     3076.108   7.690975E-9
     3076.657   7.678448E-9
     3077.206   7.665926E-9
     3077.755   7.653405E-9
     3078.302   7.640924E-9
     3078.852   7.628411E-9
     3079.401   7.615903E-9
     3079.949   7.603438E-9
     3080.499   7.616998E-9
     3081.048   7.633212E-9
     3081.596   7.649370E-9
     3082.146   7.665563E-9
     3082.696   7.681749E-9
     3083.246   7.697923E-9
     3083.794   7.714030E-9
     3084.345   7.730181E-9
     3084.895   7.746326E-9
     3085.447   7.762499E-9
     3085.996   7.778565E-9
     3086.547   7.794674E-9
     3087.098   7.810768E-9
     3087.647   7.826798E-9
     3088.198   7.842871E-9
     3088.749   7.858930E-9
     3089.298   7.874925E-9
     3089.849   7.890963E-9
     3090.399   7.906276E-9
      3090.95   7.921379E-9
     3091.502   7.936467E-9
     3092.053   7.951543E-9
     3092.605   7.966611E-9
     3093.157   7.981674E-9
     3093.709   7.996714E-9
     3094.259   8.011702E-9
     3094.812   8.026730E-9
     3095.364   8.041742E-9
     3095.916   8.056743E-9
     3096.469   8.071736E-9
     3097.021   8.086714E-9
     3097.572   8.101633E-9
     3098.123   8.116547E-9
     3098.676   8.131496E-9
     3099.229   8.146428E-9
     3099.782   8.161359E-9
     3100.333   8.158472E-9
     3100.886   8.143891E-9
     3101.439   8.129298E-9
     3101.991   8.114736E-9
     3102.546   8.100074E-9
     3103.098   8.085485E-9
     3103.652   8.070841E-9
     3104.206   8.056188E-9
      3104.76   8.041518E-9
     3105.314   8.026838E-9
     3105.868   8.012142E-9
      3106.42   7.997480E-9
     3106.975   7.982765E-9
     3107.529   7.968030E-9
     3108.082   7.953335E-9
     3108.636   7.938575E-9
     3109.191   7.923806E-9
     3109.746   7.909028E-9
     3110.299   7.894113E-9
     3110.854   7.879001E-9
     3111.409   7.863874E-9
     3111.964   7.848735E-9
     3112.518   7.833633E-9
     3113.073   7.818469E-9
     3113.629   7.803294E-9
     3114.184   7.788101E-9
     3114.738   7.772946E-9
     3115.296   7.757688E-9
     3115.852   7.742456E-9
     3116.406   7.727263E-9
     3116.962   7.712006E-9
     3117.516   7.696785E-9
     3118.073   7.681503E-9
     3118.629   7.666209E-9
     3119.186   7.650904E-9
     3119.742   7.635582E-9
     3120.295   7.622807E-9
     3120.852   7.612106E-9
     3121.409   7.601390E-9
     3121.966   7.590669E-9
     3122.523   7.579935E-9
      3123.08   7.569193E-9
     3123.637   7.558440E-9
     3124.195   7.547679E-9
      3124.75   7.536943E-9
     3125.308   7.526162E-9
     3125.866   7.515374E-9
     3126.424   7.504573E-9
     3126.981   7.493766E-9
     3127.539   7.482949E-9
     3128.096   7.472154E-9
     3128.652   7.461351E-9
      3129.21   7.450504E-9
     3129.769   7.439649E-9
     3130.327   7.429144E-9
     3130.884   7.418913E-9
     3131.443   7.408643E-9
     3132.001   7.398361E-9
     3132.559   7.388105E-9
     3133.119   7.377778E-9
     3133.678   7.367470E-9
     3134.236   7.357182E-9
     3134.795   7.346860E-9
     3135.354   7.336527E-9
     3135.914   7.326182E-9
     3136.472   7.315861E-9
     3137.031   7.305502E-9
     3137.591   7.295131E-9
     3138.151   7.284752E-9
     3138.709   7.274393E-9
     3139.269   7.263995E-9
     3139.829   7.253592E-9
     3140.388   7.261724E-9
     3140.948   7.278062E-9
     3141.509   7.294406E-9
     3142.069   7.310774E-9
     3142.628   7.327095E-9
     3143.189   7.343480E-9
      3143.75   7.359875E-9
     3144.311   7.376285E-9
     3144.872   7.392705E-9
     3145.433   7.409133E-9
     3145.994   7.425577E-9
     3146.555   7.442032E-9
     3147.115   7.458448E-9
     3147.677   7.474926E-9
     3148.237   7.491371E-9
     3148.799   7.507873E-9
      3149.36   7.524384E-9
     3149.922   7.540912E-9
     3150.483   7.555753E-9
     3151.045   7.570381E-9
     3151.605   7.584979E-9
     3152.168   7.599637E-9
      3152.73   7.614295E-9
     3153.293   7.628973E-9
     3153.855   7.643654E-9
     3154.418   7.658347E-9
     3154.979   7.673012E-9
     3155.544   7.687770E-9
     3156.107   7.702493E-9
     3156.668   7.717187E-9
     3157.232   7.731933E-9
     3157.795   7.746687E-9
     3158.357   7.761408E-9
      3158.92   7.776182E-9
     3159.484   7.790972E-9
     3160.046   7.805045E-9
      3160.61   7.811541E-9
     3161.172   7.818018E-9
     3161.736   7.824516E-9
       3162.3   7.831021E-9
     3162.865   7.837529E-9
     3163.429   7.844043E-9
     3163.993   7.850558E-9
     3164.558   7.857077E-9
     3165.123   7.863602E-9
     3165.686   7.870110E-9
      3166.25   7.876642E-9
     3166.815   7.883178E-9
      3167.38   7.889716E-9
     3167.944   7.896240E-9
     3168.509   7.902789E-9
     3169.074   7.909339E-9
     3169.638   7.915876E-9
     3170.204   7.930220E-9
      3170.77   7.958392E-9
     3171.335   7.986580E-9
     3171.899   8.014710E-9
     3172.465   8.042941E-9
     3173.031   8.071201E-9
     3173.598   8.099477E-9
     3174.162   8.127681E-9
     3174.729   8.156000E-9
     3175.295   8.184346E-9
     3175.862   8.212695E-9
     3176.428   8.241073E-9
     3176.995   8.269478E-9
     3177.562   8.297899E-9
     3178.127   8.326251E-9
     3178.694   8.354716E-9
     3179.261   8.383198E-9
     3179.827   8.411620E-9
     3180.395   8.417992E-9
      3180.96   8.414665E-9
     3181.528   8.411324E-9
     3182.095   8.407980E-9
     3182.663   8.404631E-9
     3183.231   8.401279E-9
     3183.797   8.397934E-9
     3184.365   8.394575E-9
     3184.934   8.391212E-9
     3185.502   8.387846E-9
      3186.07   8.384473E-9
     3186.639   8.381099E-9
     3187.208   8.377720E-9
     3187.776   8.374339E-9
     3188.343   8.370960E-9
      3188.91   8.367582E-9
     3189.479   8.364189E-9
     3190.049   8.360062E-9
     3190.618   8.348120E-9
     3191.187   8.336164E-9
     3191.755   8.324236E-9
     3192.323   8.312293E-9
     3192.892   8.300310E-9
     3193.462   8.288310E-9
     3194.032   8.276302E-9
     3194.602   8.264286E-9
     3195.172   8.252258E-9
     3195.742   8.240222E-9
      3196.31   8.228206E-9
     3196.881   8.216146E-9
     3197.451   8.204078E-9
     3198.021   8.191999E-9
     3198.592   8.179908E-9
     3199.161   8.167842E-9
     3199.732   8.155730E-9
     3200.303   8.159580E-9
     3200.872   8.177513E-9
     3201.443   8.195510E-9
     3202.015   8.213524E-9
     3202.584   8.231495E-9
     3203.156   8.249527E-9
     3203.727   8.267587E-9
     3204.299   8.285648E-9
     3204.871   8.303723E-9
     3205.442   8.321811E-9
     3206.013   8.339859E-9
     3206.585   8.357976E-9
     3207.157   8.376108E-9
     3207.729   8.394247E-9
     3208.302   8.412399E-9
     3208.872   8.430513E-9
     3209.445   8.448691E-9
     3210.018   8.466457E-9
      3210.59   8.470669E-9
     3211.161   8.474869E-9
     3211.734   8.479086E-9
     3212.306   8.483291E-9
     3212.879   8.487512E-9
     3213.452   8.491734E-9
     3214.026   8.495959E-9
     3214.599   8.500187E-9
     3215.171   8.504402E-9
     3215.745   8.508632E-9
     3216.318   8.512867E-9
     3216.892   8.517103E-9
     3217.466   8.521339E-9
      3218.04   8.525578E-9
     3218.615   8.529820E-9
     3219.189   8.534065E-9
     3219.761   8.538295E-9
     3220.334   8.541153E-9
     3220.909   8.543035E-9
     3221.484   8.544915E-9
     3222.058   8.546795E-9
     3222.632   8.548671E-9
     3223.207   8.550554E-9
      3223.78   8.552428E-9
     3224.355   8.554311E-9
     3224.932   8.556200E-9
     3225.508   8.558082E-9
     3226.082   8.559959E-9
     3226.657   8.561843E-9
     3227.233   8.563726E-9
     3227.809   8.565610E-9
     3228.383   8.567488E-9
     3228.959   8.569373E-9
     3229.535   8.571256E-9
      3230.11   8.570427E-9
     3230.686   8.558064E-9
     3231.262   8.545693E-9
     3231.839   8.533307E-9
     3232.414   8.520956E-9
     3232.991   8.508549E-9
     3233.568   8.496134E-9
     3234.143   8.483745E-9
      3234.72   8.471309E-9
     3235.297   8.458860E-9
     3235.874   8.446405E-9
     3236.452   8.433936E-9
     3237.029   8.421450E-9
     3237.607   8.408964E-9
     3238.183   8.396500E-9
      3238.76   8.383986E-9
     3239.338   8.371463E-9
     3239.917   8.358927E-9
     3240.493   8.356637E-9
     3241.071   8.356079E-9
     3241.649   8.355519E-9
     3242.228   8.354956E-9
     3242.804   8.354394E-9
     3243.383   8.353830E-9
      3243.96   8.353264E-9
     3244.539   8.352695E-9
     3245.118   8.352125E-9
     3245.697   8.351552E-9
     3246.276   8.350981E-9
     3246.854   8.350405E-9
     3247.433   8.349828E-9
     3248.012   8.349251E-9
     3248.592   8.348669E-9
     3249.171   8.348088E-9
     3249.751   8.347506E-9
     3250.331   8.351834E-9
     3250.909   8.359834E-9
     3251.489   8.367866E-9
      3252.07   8.375903E-9
     3252.648   8.383918E-9
     3253.229   8.391965E-9
     3253.807   8.399992E-9
     3254.388   8.408048E-9
     3254.969   8.416111E-9
     3255.549   8.424177E-9
     3256.128   8.432225E-9
     3256.711   8.440325E-9
     3257.291   8.448382E-9
     3257.872   8.456468E-9
     3258.453   8.464559E-9
     3259.034   8.472658E-9
     3259.616   8.480760E-9
     3260.198   8.478715E-9
     3260.778   8.456981E-9
     3261.359   8.435166E-9
     3261.939   8.413402E-9
     3262.521   8.391551E-9
     3263.104   8.369687E-9
     3263.686   8.347799E-9
     3264.266   8.325958E-9
     3264.849   8.304033E-9
     3265.431   8.282091E-9
     3266.012   8.260191E-9
     3266.595   8.238210E-9
     3267.178   8.216219E-9
     3267.761   8.194201E-9
     3268.344   8.172170E-9
     3268.927   8.150113E-9
      3269.51   8.128045E-9
     3270.092   8.107632E-9
     3270.676   8.095712E-9
     3271.259   8.083778E-9
     3271.843   8.071837E-9
     3272.425   8.059926E-9
     3273.009   8.047962E-9
     3273.593   8.035991E-9
     3274.177   8.024005E-9
     3274.759   8.012051E-9
     3275.344   8.000045E-9
     3275.928   7.988028E-9
     3276.511   7.976039E-9
     3277.095   7.964007E-9
      3277.68   7.951962E-9
     3278.265   7.939901E-9
     3278.848   7.927869E-9
     3279.433   7.915792E-9
      3280.02   7.904791E-9
     3280.605   7.925204E-9
     3281.189   7.945574E-9
     3281.775   7.966014E-9
      3282.36   7.986466E-9
     3282.944   8.006879E-9
      3283.53   8.027362E-9
     3284.116   8.047866E-9
     3284.702   8.068378E-9
     3285.284   8.088784E-9
      3285.87   8.109330E-9
     3286.457   8.129894E-9
     3287.043   8.150469E-9
      3287.63   8.171058E-9
     3288.216   8.191665E-9
     3288.803   8.212284E-9
     3289.388   8.232862E-9
     3289.975   8.253511E-9
     3290.562   8.261225E-9
     3291.149   8.268369E-9
     3291.737   8.275519E-9
     3292.324   8.282670E-9
     3292.911   8.289831E-9
     3293.495   8.296949E-9
     3294.083   8.304117E-9
     3294.671   8.311286E-9
     3295.259   8.318461E-9
     3295.845   8.325620E-9
     3296.433   8.332803E-9
     3297.021   8.339993E-9
     3297.609   8.347188E-9
     3298.196   8.354366E-9
     3298.786   8.361589E-9
     3299.375   8.368797E-9
     3299.962   8.375983E-9
     3300.551   8.383874E-9
      3301.14   8.391820E-9
     3301.729   8.399767E-9
     3302.316   8.407695E-9
     3302.905   8.415655E-9
     3303.494   8.423615E-9
     3304.084   8.431585E-9
     3304.672   8.439534E-9
     3305.261   8.447515E-9
     3305.851   8.455494E-9
     3306.439   8.463461E-9
     3307.029   8.471457E-9
     3307.619   8.479454E-9
     3308.209   8.487458E-9
     3308.798   8.495442E-9
     3309.388   8.503458E-9
     3309.979   8.511472E-9
      3310.57   8.541167E-9
      3311.16   8.571673E-9
     3311.751   8.602208E-9
     3312.342   8.632775E-9
     3312.931   8.663258E-9
     3313.522   8.693860E-9
     3314.114   8.724488E-9
     3314.703   8.755049E-9
     3315.294   8.785715E-9
     3315.886   8.816408E-9
     3316.478   8.847137E-9
     3317.068   8.877778E-9
      3317.66   8.908551E-9
      3318.25   8.939242E-9
     3318.842   8.970050E-9
     3319.434   9.000887E-9
     3320.026   9.030900E-9
     3320.619   9.042786E-9
     3321.211   9.054684E-9
     3321.802   9.066556E-9
     3322.395   9.078467E-9
     3322.988   9.090391E-9
     3323.581   9.102321E-9
     3324.174   9.114257E-9
     3324.767   9.126201E-9
     3325.358   9.138120E-9
     3325.951   9.150081E-9
     3326.543   9.162017E-9
     3327.137   9.173993E-9
      3327.73   9.185982E-9
     3328.322   9.197937E-9
     3328.916   9.209941E-9
      3329.51   9.221952E-9
     3330.104   9.230743E-9
     3330.698   9.224376E-9
     3331.293   9.218003E-9
     3331.887   9.211625E-9
      3332.48   9.205258E-9
     3333.074   9.198867E-9
     3333.669   9.192467E-9
     3334.264   9.186061E-9
     3334.859   9.179649E-9
     3335.452   9.173251E-9
     3336.047   9.166829E-9
     3336.643   9.160394E-9
     3337.236   9.153981E-9
     3337.832   9.147534E-9
     3338.427   9.141089E-9
     3339.021   9.134650E-9
     3339.617   9.128189E-9
     3340.213   9.114824E-9
     3340.809   9.089043E-9
     3341.403   9.063320E-9
        3342.   9.037484E-9
     3342.596   9.011640E-9
     3343.192   8.985770E-9
     3343.789   8.959884E-9
     3344.385   8.933966E-9
     3344.982   8.908023E-9
     3345.577   8.882147E-9
     3346.174   8.856168E-9
     3346.771   8.830163E-9
     3347.368   8.804141E-9
     3347.964   8.778172E-9
     3348.561   8.752103E-9
     3349.159   8.726017E-9
     3349.754   8.699988E-9
     3350.352   8.689510E-9
      3350.95   8.689949E-9
     3351.546   8.690384E-9
     3352.144   8.690821E-9
     3352.742   8.691257E-9
      3353.34   8.691689E-9
     3353.939   8.692122E-9
     3354.535   8.692555E-9
     3355.136   8.692989E-9
     3355.734   8.693418E-9
     3356.332   8.693846E-9
      3356.93   8.694276E-9
     3357.527   8.694702E-9
     3358.126   8.695130E-9
     3358.726   8.695556E-9
     3359.325   8.695982E-9
     3359.923   8.696403E-9
     3360.522   8.768158E-9
      3361.12   8.850263E-9
      3361.72   8.932720E-9
      3362.32   9.015226E-9
     3362.919   9.097784E-9
      3363.52   9.180422E-9
      3364.12   9.263112E-9
      3364.72   9.345885E-9
     3365.319   9.428472E-9
     3365.919   9.511345E-9
      3366.52   9.594303E-9
      3367.12   9.677341E-9
     3367.721   9.760432E-9
      3368.32   9.843301E-9
     3368.921   9.926526E-9
     3369.521   1.000956E-8
     3370.122   1.009200E-8
     3370.723   1.017087E-8
     3371.324   1.024978E-8
     3371.924   1.032855E-8
     3372.526   1.040759E-8
     3373.128   1.048671E-8
     3373.729   1.056588E-8
     3374.332   1.064513E-8
     3374.932   1.072420E-8
     3375.534   1.080355E-8
     3376.136   1.088297E-8
     3376.739   1.096248E-8
     3377.341   1.104203E-8
     3377.944   1.112164E-8
     3378.545   1.120106E-8
     3379.148   1.128082E-8
      3379.75   1.136060E-8
     3380.354   1.138358E-8
     3380.955   1.136648E-8
     3381.558   1.134931E-8
      3382.16   1.133217E-8
     3382.763   1.131497E-8
     3383.367   1.129774E-8
      3383.97   1.128051E-8
     3384.574   1.126326E-8
     3385.177   1.124604E-8
     3385.781   1.122876E-8
     3386.385   1.121147E-8
     3386.989   1.119416E-8
     3387.593   1.117683E-8
     3388.198   1.115948E-8
     3388.802   1.114212E-8
     3389.405   1.112481E-8
      3390.01   1.110688E-8
     3390.613   1.105679E-8
     3391.218   1.100650E-8
     3391.823   1.095615E-8
     3392.428   1.090577E-8
     3393.032   1.085551E-8
     3393.637   1.080504E-8
     3394.241   1.075470E-8
     3394.846   1.070415E-8
     3395.452   1.065357E-8
     3396.058   1.060292E-8
     3396.664   1.055226E-8
      3397.27   1.050155E-8
     3397.876   1.045078E-8
     3398.483   1.039997E-8
     3399.087   1.034928E-8
     3399.694   1.029840E-8
       3400.3   1.028722E-8
     3400.907   1.031659E-8
     3401.512   1.034591E-8
     3402.119   1.037533E-8
     3402.724   1.040469E-8
     3403.331   1.043416E-8
     3403.938   1.046365E-8
     3404.546   1.049317E-8
     3405.152   1.052262E-8
     3405.759   1.055217E-8
     3406.367   1.058175E-8
     3406.975   1.061135E-8
     3407.583   1.064098E-8
     3408.191   1.067064E-8
     3408.797   1.070021E-8
     3409.405   1.072990E-8
     3410.013   1.075939E-8
     3410.622   1.077892E-8
      3411.23   1.079846E-8
     3411.837   1.081795E-8
     3412.446   1.083752E-8
     3413.055   1.085710E-8
     3413.662   1.087664E-8
     3414.271   1.089625E-8
      3414.88   1.091587E-8
     3415.488   1.093546E-8
     3416.097   1.095511E-8
     3416.707   1.097478E-8
     3417.317   1.099447E-8
     3417.926   1.101416E-8
     3418.534   1.103381E-8
     3419.144   1.105353E-8
     3419.754   1.107327E-8
     3420.365   1.105897E-8
     3420.975   1.102167E-8
     3421.585   1.098435E-8
     3422.196   1.094699E-8
     3422.805   1.090971E-8
     3423.415   1.087229E-8
     3424.024   1.083495E-8
     3424.635   1.079747E-8
     3425.246   1.075995E-8
     3425.856   1.072251E-8
     3426.467   1.068492E-8
     3427.078   1.064731E-8
      3427.69   1.060966E-8
       3428.3   1.057210E-8
     3428.913   1.053428E-8
     3429.523   1.049664E-8
     3430.135   1.045826E-8
     3430.747   1.041768E-8
     3431.359   1.037705E-8
     3431.972   1.033640E-8
     3432.584   1.029572E-8
     3433.195   1.025512E-8
     3433.807   1.021437E-8
     3434.418   1.017370E-8
     3435.031   1.013288E-8
     3435.644   1.009201E-8
     3436.257   1.005111E-8
     3436.868   1.001032E-8
     3437.481   9.969352E-9
     3438.095   9.928341E-9
     3438.706   9.887430E-9
      3439.32   9.846358E-9
     3439.934   9.805245E-9
     3440.547   9.816553E-9
     3441.161   9.834229E-9
     3441.775   9.851923E-9
     3442.389   9.869635E-9
     3443.002   9.887299E-9
     3443.616   9.905030E-9
      3444.23   9.922777E-9
     3444.845   9.940535E-9
     3445.458   9.958253E-9
     3446.073   9.976043E-9
     3446.687   9.993840E-9
     3447.301   1.001159E-8
     3447.916   1.002942E-8
     3448.531   1.004726E-8
     3449.146   1.006511E-8
      3449.76   1.008292E-8
     3450.375   1.011171E-8
