WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f850lp
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.507451E-19
PIVWV    r 9054.798
BANDW    r 539.4613
TPEAK    r 0.2482886
EQUVW    r 321.105
RECTW    r 1293.273
EMFLX    r 2.473441E-16
     5261.229   3.467756E-8
     5261.761   3.467619E-8
     5262.295   3.467482E-8
     5262.827   3.467345E-8
     5263.358   3.467205E-8
      5263.89   3.467063E-8
     5264.422   3.466927E-8
     5264.957   3.466791E-8
     5265.488   3.466654E-8
      5266.02   3.466515E-8
     5266.555   3.466371E-8
     5267.087   3.466227E-8
     5267.619   3.466086E-8
     5268.154   3.465946E-8
     5268.686   3.465808E-8
     5269.221   3.465667E-8
     5269.753   3.465527E-8
     5270.286   3.465445E-8
     5270.821   3.465415E-8
     5271.354   3.465382E-8
     5271.886   3.465348E-8
     5272.419   3.465315E-8
     5272.951   3.465283E-8
     5273.487   3.465248E-8
     5274.017   3.465213E-8
     5274.552   3.465178E-8
     5275.085   3.465143E-8
     5275.618   3.465108E-8
     5276.154   3.465072E-8
      5276.69   3.465037E-8
     5277.223   3.465003E-8
     5277.756   3.464972E-8
     5278.289   3.464939E-8
     5278.825   3.464906E-8
     5279.358   3.464869E-8
     5279.895   3.464831E-8
     5280.428   3.464541E-8
     5280.961   3.464190E-8
     5281.495   3.463840E-8
     5282.028   3.463490E-8
     5282.565   3.463134E-8
     5283.099   3.462781E-8
     5283.632   3.462434E-8
     5284.166   3.462085E-8
       5284.7   3.461733E-8
     5285.233   3.461381E-8
     5285.771   3.461027E-8
     5286.307   3.460670E-8
     5286.841   3.460316E-8
     5287.375   3.459964E-8
     5287.912   3.459613E-8
     5288.446   3.459261E-8
      5288.98   3.458907E-8
     5289.518   3.458553E-8
     5290.052   3.458230E-8
     5290.586   3.458178E-8
     5291.121   3.458125E-8
     5291.656   3.458066E-8
     5292.193   3.458010E-8
     5292.728   3.457955E-8
     5293.262   3.457900E-8
     5293.797   3.457843E-8
     5294.334   3.457786E-8
      5294.87   3.457729E-8
     5295.404   3.457674E-8
     5295.942   3.457618E-8
     5296.477   3.457559E-8
     5297.012   3.457499E-8
      5297.55   3.457442E-8
     5298.088   3.457384E-8
     5298.621   3.457329E-8
     5299.159   3.457271E-8
     5299.694   3.457211E-8
     5300.229   3.457067E-8
     5300.765   3.456811E-8
     5301.303   3.456552E-8
     5301.839   3.456296E-8
     5302.374   3.456036E-8
      5302.91   3.455775E-8
     5303.446   3.455516E-8
     5303.984   3.455255E-8
      5304.52   3.455000E-8
     5305.056   3.454745E-8
     5305.595   3.454484E-8
     5306.131   3.454224E-8
     5306.667   3.453965E-8
     5307.206   3.453702E-8
     5307.745   3.453439E-8
     5308.281   3.453178E-8
     5308.817   3.452918E-8
     5309.354   3.452658E-8
     5309.893   3.452396E-8
     5310.426   3.452323E-8
     5310.965   3.452297E-8
     5311.502   3.452274E-8
     5312.039   3.452252E-8
     5312.575   3.452222E-8
     5313.115   3.452193E-8
     5313.651   3.452166E-8
     5314.188   3.452140E-8
     5314.725   3.452114E-8
     5315.265   3.452086E-8
     5315.805   3.452056E-8
     5316.342   3.452027E-8
     5316.878   3.451999E-8
     5317.418   3.451973E-8
     5317.956   3.451946E-8
     5318.493   3.451914E-8
     5319.033   3.451881E-8
      5319.57   3.451856E-8
     5320.105   3.451785E-8
     5320.646   3.451519E-8
     5321.183   3.451254E-8
     5321.723   3.450990E-8
     5322.258   3.450729E-8
     5322.798   3.450467E-8
     5323.336   3.450204E-8
     5323.874   3.449940E-8
     5324.412   3.449675E-8
     5324.953   3.449408E-8
     5325.493   3.449142E-8
     5326.031   3.448879E-8
     5326.569   3.448617E-8
      5327.11   3.448354E-8
     5327.648   3.448089E-8
     5328.187   3.447824E-8
     5328.728   3.447557E-8
     5329.266   3.447292E-8
     5329.804   3.447031E-8
     5330.343   3.446819E-8
     5330.881   3.446637E-8
     5331.423   3.446457E-8
     5331.961   3.446279E-8
       5332.5   3.446098E-8
     5333.039   3.445918E-8
      5333.58   3.445734E-8
     5334.119   3.445551E-8
     5334.658   3.445370E-8
       5335.2   3.445186E-8
     5335.739   3.445001E-8
     5336.278   3.444818E-8
      5336.82   3.444638E-8
     5337.362   3.444456E-8
     5337.898   3.444276E-8
      5338.44   3.444093E-8
     5338.979   3.443912E-8
     5339.519   3.443728E-8
     5340.058   3.443552E-8
     5340.601   3.443444E-8
      5341.14   3.443339E-8
     5341.679   3.443239E-8
     5342.219   3.443136E-8
     5342.759   3.443031E-8
     5343.301   3.442926E-8
     5343.841   3.442820E-8
     5344.384   3.442714E-8
     5344.924   3.442609E-8
     5345.464   3.442505E-8
     5346.003   3.442402E-8
     5346.546   3.442296E-8
      5347.09   3.442188E-8
      5347.63   3.442078E-8
      5348.17   3.441969E-8
      5348.71   3.441865E-8
      5349.25   3.441760E-8
     5349.791   3.441650E-8
     5350.334   3.441468E-8
     5350.875   3.441241E-8
     5351.416   3.441012E-8
     5351.956   3.440785E-8
       5352.5   3.440554E-8
      5353.04   3.440324E-8
     5353.581   3.440097E-8
     5354.125   3.439866E-8
     5354.666   3.439636E-8
     5355.209   3.439405E-8
      5355.75   3.439177E-8
     5356.292   3.438948E-8
     5356.835   3.438718E-8
     5357.376   3.438487E-8
     5357.917   3.438257E-8
     5358.462   3.438024E-8
     5359.003   3.437792E-8
     5359.542   3.437562E-8
     5360.086   3.437349E-8
     5360.627   3.437246E-8
     5361.172   3.437141E-8
      5361.71   3.437037E-8
     5362.255   3.436935E-8
     5362.797   3.436836E-8
     5363.338   3.436732E-8
     5363.883   3.436625E-8
     5364.425   3.436520E-8
      5364.97   3.436415E-8
     5365.512   3.436308E-8
     5366.054   3.436201E-8
     5366.599   3.436099E-8
     5367.141   3.435995E-8
     5367.683   3.435891E-8
     5368.229   3.435784E-8
     5368.771   3.435679E-8
     5369.313   3.435573E-8
     5369.855   3.435462E-8
     5370.401   3.435266E-8
     5370.943   3.435039E-8
     5371.483   3.434817E-8
     5372.028   3.434593E-8
     5372.571   3.434369E-8
     5373.117   3.434142E-8
      5373.66   3.433915E-8
     5374.202   3.433687E-8
     5374.748   3.433459E-8
     5375.291   3.433232E-8
     5375.834   3.433006E-8
      5376.38   3.432777E-8
     5376.926   3.432548E-8
     5377.466   3.432320E-8
     5378.013   3.432087E-8
     5378.556   3.431861E-8
     5379.099   3.431634E-8
     5379.643   3.431406E-8
     5380.189   3.431204E-8
     5380.732   3.431058E-8
     5381.276   3.430915E-8
      5381.82   3.430773E-8
     5382.363   3.430629E-8
      5382.91   3.430481E-8
     5383.454   3.430337E-8
        5384.   3.430192E-8
     5384.544   3.430048E-8
     5385.088   3.429902E-8
     5385.632   3.429756E-8
     5386.179   3.429609E-8
     5386.727   3.429463E-8
     5387.271   3.429320E-8
     5387.814   3.429178E-8
     5388.359   3.429032E-8
     5388.903   3.428883E-8
     5389.448   3.428736E-8
     5389.995   3.428588E-8
      5390.54   3.428353E-8
     5391.084   3.428115E-8
     5391.628   3.427873E-8
     5392.176   3.427629E-8
     5392.721   3.427391E-8
     5393.266   3.427150E-8
     5393.813   3.426905E-8
     5394.358   3.426664E-8
     5394.906   3.426425E-8
     5395.451   3.426183E-8
     5395.996   3.425942E-8
     5396.544   3.425697E-8
     5397.089   3.425453E-8
     5397.635   3.425211E-8
     5398.183   3.424968E-8
     5398.728   3.424723E-8
     5399.273   3.424480E-8
     5399.819   3.424238E-8
     5400.364   3.424100E-8
      5400.91   3.424013E-8
     5401.456   3.423927E-8
     5402.004   3.423840E-8
      5402.55   3.423753E-8
     5403.096   3.423667E-8
     5403.645   3.423576E-8
      5404.19   3.423487E-8
     5404.739   3.423397E-8
     5405.285   3.423309E-8
     5405.834   3.423221E-8
      5406.38   3.423131E-8
     5406.926   3.423042E-8
     5407.473   3.422950E-8
     5408.021   3.422858E-8
     5408.568   3.422769E-8
     5409.114   3.422680E-8
     5409.661   3.422588E-8
      5410.21   3.422478E-8
     5410.754   3.422345E-8
       5411.3   3.422214E-8
      5411.85   3.422081E-8
     5412.396   3.421949E-8
     5412.946   3.421814E-8
     5413.493   3.421680E-8
      5414.04   3.421547E-8
      5414.59   3.421415E-8
     5415.137   3.421282E-8
     5415.687   3.421147E-8
     5416.234   3.421011E-8
     5416.784   3.420874E-8
     5417.328   3.420740E-8
     5417.878   3.420604E-8
     5418.426   3.420463E-8
     5418.973   3.420321E-8
     5419.521   3.420186E-8
     5420.071   3.420035E-8
     5420.619   3.419782E-8
     5421.166   3.419532E-8
     5421.714   3.419286E-8
     5422.261   3.419039E-8
     5422.812   3.418786E-8
      5423.36   3.418535E-8
     5423.911   3.418283E-8
     5424.458   3.418026E-8
     5425.007   3.417769E-8
     5425.558   3.417514E-8
     5426.105   3.417262E-8
     5426.657   3.417012E-8
     5427.205   3.416760E-8
     5427.753   3.416503E-8
     5428.302   3.416248E-8
      5428.85   3.415995E-8
     5429.398   3.415741E-8
      5429.95   3.415485E-8
     5430.498   3.415330E-8
     5431.047   3.415184E-8
     5431.595   3.415035E-8
     5432.147   3.414885E-8
     5432.696   3.414736E-8
     5433.245   3.414587E-8
     5433.796   3.414437E-8
     5434.345   3.414287E-8
     5434.897   3.414134E-8
     5435.446   3.413984E-8
     5435.996   3.413835E-8
     5436.547   3.413687E-8
     5437.097   3.413539E-8
     5437.646   3.413387E-8
     5438.195   3.413234E-8
     5438.748   3.413081E-8
     5439.297   3.412929E-8
     5439.847   3.412779E-8
     5440.396   3.412563E-8
     5440.946   3.412321E-8
     5441.495   3.412077E-8
     5442.048   3.411832E-8
     5442.598   3.411592E-8
     5443.147   3.411350E-8
       5443.7   3.411102E-8
      5444.25   3.410856E-8
     5444.803   3.410609E-8
     5445.353   3.410366E-8
     5445.906   3.410121E-8
     5446.457   3.409879E-8
     5447.006   3.409635E-8
     5447.557   3.409387E-8
     5448.107   3.409140E-8
      5448.66   3.408890E-8
     5449.211   3.408643E-8
     5449.761   3.408400E-8
     5450.315   3.408198E-8
     5450.862   3.408032E-8
     5451.413   3.407862E-8
     5451.967   3.407690E-8
     5452.518   3.407522E-8
     5453.071   3.407354E-8
     5453.622   3.407185E-8
     5454.173   3.407015E-8
     5454.727   3.406842E-8
     5455.278   3.406671E-8
     5455.832   3.406500E-8
     5456.383   3.406331E-8
     5456.938   3.406160E-8
     5457.489   3.405989E-8
     5458.037   3.405820E-8
     5458.591   3.405647E-8
     5459.143   3.405475E-8
     5459.694   3.405304E-8
     5460.249   3.405081E-8
       5460.8   3.404795E-8
     5461.352   3.404511E-8
     5461.903   3.404228E-8
     5462.455   3.403945E-8
      5463.01   3.403659E-8
     5463.562   3.403377E-8
     5464.117   3.403090E-8
     5464.669   3.402804E-8
     5465.224   3.402517E-8
     5465.776   3.402230E-8
     5466.328   3.401945E-8
     5466.883   3.401659E-8
     5467.436   3.401372E-8
     5467.988   3.401083E-8
      5468.54   3.400796E-8
     5469.093   3.400508E-8
     5469.645   3.400220E-8
     5470.201   3.399985E-8
     5470.753   3.399854E-8
     5471.306   3.399719E-8
     5471.858   3.399583E-8
     5472.414   3.399447E-8
     5472.967   3.399312E-8
      5473.52   3.399176E-8
     5474.076   3.399037E-8
     5474.629   3.398900E-8
     5475.185   3.398761E-8
     5475.738   3.398622E-8
     5476.291   3.398483E-8
     5476.847   3.398345E-8
       5477.4   3.398204E-8
     5477.954   3.398061E-8
     5478.507   3.397924E-8
     5479.063   3.397784E-8
     5479.617   3.397646E-8
     5480.171   3.397444E-8
     5480.724   3.397100E-8
     5481.278   3.396756E-8
     5481.832   3.396414E-8
     5482.389   3.396072E-8
     5482.945   3.395730E-8
     5483.499   3.395386E-8
     5484.053   3.395041E-8
     5484.607   3.394696E-8
     5485.164   3.394349E-8
     5485.718   3.394003E-8
     5486.275   3.393658E-8
      5486.83   3.393315E-8
     5487.384   3.392970E-8
     5487.938   3.392625E-8
     5488.493   3.392277E-8
      5489.05   3.391928E-8
     5489.604   3.391582E-8
     5490.159   3.391235E-8
     5490.713   3.390883E-8
     5491.268   3.390532E-8
     5491.823   3.390182E-8
     5492.381   3.389830E-8
     5492.938   3.389479E-8
     5493.494   3.389125E-8
     5494.048   3.388771E-8
     5494.606   3.388417E-8
     5495.162   3.388064E-8
     5495.717   3.387712E-8
     5496.275   3.387356E-8
      5496.83   3.387001E-8
     5497.388   3.386646E-8
      5497.94   3.386294E-8
     5498.496   3.385942E-8
     5499.054   3.385588E-8
      5499.61   3.385232E-8
     5500.166   3.385902E-8
     5500.721   3.388986E-8
      5501.28   3.392086E-8
     5501.835   3.395164E-8
     5502.391   3.398247E-8
      5502.95   3.401351E-8
     5503.506   3.404434E-8
     5504.062   3.407521E-8
     5504.621   3.410628E-8
     5505.177   3.413719E-8
     5505.736   3.416823E-8
     5506.292   3.419911E-8
     5506.849   3.422999E-8
     5507.408   3.426105E-8
     5507.961   3.429181E-8
     5508.521   3.432287E-8
     5509.077   3.435381E-8
     5509.634   3.438474E-8
      5510.19   3.441457E-8
     5510.747   3.444223E-8
     5511.307   3.447000E-8
     5511.863   3.449760E-8
      5512.42   3.452520E-8
      5512.98   3.455299E-8
     5513.537   3.458059E-8
     5514.094   3.460821E-8
     5514.654   3.463602E-8
     5515.211   3.466366E-8
     5515.771   3.469143E-8
     5516.328   3.471906E-8
     5516.886   3.474672E-8
     5517.446   3.477453E-8
     5518.003   3.480222E-8
     5518.561   3.482980E-8
     5519.118   3.485744E-8
     5519.679   3.488525E-8
     5520.236   3.491351E-8
     5520.791   3.494244E-8
     5521.352   3.497166E-8
     5521.909   3.500072E-8
     5522.467   3.502982E-8
     5523.028   3.505906E-8
     5523.589   3.508833E-8
     5524.147   3.511745E-8
     5524.705   3.514657E-8
     5525.263   3.517567E-8
     5525.824   3.520490E-8
     5526.382   3.523401E-8
     5526.944   3.526332E-8
     5527.502   3.529242E-8
     5528.061   3.532156E-8
     5528.619   3.535067E-8
     5529.177   3.537980E-8
     5529.739   3.540906E-8
     5530.297   3.543812E-8
     5530.856   3.546717E-8
     5531.415   3.549617E-8
     5531.977   3.552533E-8
     5532.533   3.555425E-8
     5533.094   3.558344E-8
     5533.656   3.561260E-8
     5534.215   3.564161E-8
     5534.774   3.567062E-8
     5535.336   3.569980E-8
     5535.896   3.572887E-8
     5536.458   3.575806E-8
     5537.017   3.578710E-8
     5537.577   3.581617E-8
     5538.139   3.584538E-8
     5538.695   3.587423E-8
     5539.255   3.590328E-8
     5539.817   3.593250E-8
     5540.377   3.596075E-8
     5540.937   3.598855E-8
     5541.497   3.601636E-8
      5542.06   3.604433E-8
     5542.619   3.607214E-8
     5543.179   3.609996E-8
     5543.742   3.612793E-8
     5544.302   3.615576E-8
     5544.862   3.618359E-8
     5545.425   3.621152E-8
     5545.989   3.623947E-8
     5546.549   3.626728E-8
     5547.109   3.629513E-8
     5547.669   3.632294E-8
     5548.233   3.635089E-8
     5548.791   3.637854E-8
     5549.354   3.640654E-8
     5549.915   3.643441E-8
     5550.475   3.646475E-8
     5551.036   3.649557E-8
     5551.597   3.652636E-8
     5552.161   3.655734E-8
     5552.721   3.658814E-8
     5553.282   3.661895E-8
     5553.846   3.664993E-8
     5554.407   3.668076E-8
     5554.968   3.671160E-8
     5555.533   3.674267E-8
     5556.097   3.677370E-8
     5556.658   3.680459E-8
      5557.22   3.683547E-8
     5557.781   3.686630E-8
     5558.345   3.689735E-8
     5558.907   3.692825E-8
     5559.468   3.695911E-8
      5560.03   3.698985E-8
     5560.595   3.701867E-8
     5561.153   3.704716E-8
     5561.718   3.707595E-8
      5562.28   3.710457E-8
     5562.842   3.713322E-8
     5563.404   3.716187E-8
     5563.969   3.719066E-8
     5564.534   3.721949E-8
     5565.096   3.724812E-8
     5565.658   3.727673E-8
     5566.224   3.730552E-8
     5566.786   3.733417E-8
     5567.348   3.736283E-8
     5567.914   3.739160E-8
     5568.476   3.742026E-8
     5569.039   3.744892E-8
     5569.601   3.747760E-8
     5570.164   3.750580E-8
     5570.729   3.753297E-8
     5571.292   3.756002E-8
     5571.855   3.758706E-8
     5572.418   3.761409E-8
     5572.984   3.764125E-8
     5573.544   3.766814E-8
      5574.11   3.769531E-8
     5574.676   3.772247E-8
     5575.239   3.774950E-8
     5575.802   3.777658E-8
     5576.369   3.780376E-8
     5576.932   3.783077E-8
     5577.499   3.785794E-8
     5578.062   3.788498E-8
     5578.625   3.791197E-8
     5579.189   3.793896E-8
     5579.752   3.796597E-8
     5580.316   3.799404E-8
     5580.883   3.802313E-8
     5581.447   3.805203E-8
      5582.01   3.808091E-8
     5582.574   3.810985E-8
     5583.142   3.813898E-8
     5583.706   3.816792E-8
      5584.27   3.819684E-8
     5584.836   3.822586E-8
     5585.401   3.825480E-8
     5585.965   3.828373E-8
     5586.532   3.831281E-8
       5587.1   3.834189E-8
     5587.664   3.837082E-8
     5588.229   3.839974E-8
     5588.793   3.842868E-8
     5589.357   3.845763E-8
     5589.925   3.848676E-8
      5590.49   3.851715E-8
     5591.055   3.854773E-8
     5591.623   3.857852E-8
     5592.185   3.860901E-8
      5592.75   3.863967E-8
     5593.317   3.867050E-8
     5593.882   3.870117E-8
     5594.451   3.873201E-8
     5595.016   3.876267E-8
     5595.581   3.879332E-8
     5596.149   3.882413E-8
     5596.714   3.885484E-8
     5597.283   3.888571E-8
     5597.848   3.891641E-8
     5598.414   3.894707E-8
     5598.979   3.897775E-8
     5599.545   3.900845E-8
     5600.114   3.903927E-8
     5600.679   3.906960E-8
     5601.245   3.909996E-8
     5601.814   3.913045E-8
     5602.377   3.916062E-8
     5602.946   3.919109E-8
     5603.512   3.922144E-8
     5604.078   3.925180E-8
     5604.647   3.928236E-8
     5605.213   3.931273E-8
     5605.783   3.934322E-8
     5606.349   3.937356E-8
     5606.915   3.940394E-8
     5607.485   3.943451E-8
     5608.051   3.946488E-8
     5608.618   3.949529E-8
     5609.187   3.952581E-8
     5609.754   3.955616E-8
      5610.32   3.958704E-8
     5610.887   3.961838E-8
     5611.454   3.964970E-8
     5612.024   3.968118E-8
     5612.591   3.971247E-8
     5613.158   3.974377E-8
     5613.725   3.977510E-8
     5614.295   3.980658E-8
     5614.862   3.983795E-8
     5615.429   3.986927E-8
        5616.   3.990078E-8
     5616.567   3.993211E-8
     5617.134   3.996347E-8
     5617.705   3.999508E-8
     5618.272   4.002644E-8
     5618.843   4.005794E-8
     5619.411   4.008933E-8
     5619.979   4.012076E-8
     5620.546   4.014966E-8
     5621.114   4.017852E-8
     5621.685   4.020760E-8
     5622.252   4.023651E-8
      5622.82   4.026541E-8
     5623.389   4.029435E-8
     5623.957   4.032327E-8
     5624.528   4.035235E-8
     5625.099   4.038143E-8
     5625.664   4.041020E-8
     5626.236   4.043932E-8
     5626.804   4.046822E-8
     5627.373   4.049719E-8
     5627.944   4.052630E-8
     5628.516   4.055543E-8
     5629.084   4.058438E-8
     5629.653   4.061334E-8
     5630.221   4.064266E-8
      5630.79   4.067263E-8
     5631.362   4.070285E-8
     5631.931   4.073291E-8
       5632.5   4.076293E-8
     5633.069   4.079294E-8
     5633.638   4.082299E-8
     5634.207   4.085305E-8
     5634.779   4.088328E-8
     5635.352   4.091353E-8
     5635.921   4.094364E-8
      5636.49   4.097370E-8
      5637.06   4.100376E-8
     5637.632   4.103400E-8
     5638.202   4.106410E-8
     5638.774   4.109435E-8
     5639.344   4.112442E-8
     5639.914   4.115455E-8
     5640.483   4.118522E-8
     5641.053   4.121597E-8
     5641.626   4.124694E-8
     5642.196   4.127774E-8
     5642.766   4.130859E-8
     5643.336   4.133943E-8
     5643.909   4.137041E-8
     5644.479   4.140120E-8
     5645.049   4.143203E-8
      5645.62   4.146289E-8
     5646.193   4.149390E-8
     5646.763   4.152470E-8
     5647.337   4.155573E-8
     5647.907   4.158661E-8
     5648.478   4.161749E-8
     5649.052   4.164854E-8
     5649.622   4.167944E-8
     5650.193   4.171009E-8
     5650.767   4.174035E-8
     5651.337   4.177045E-8
     5651.909   4.180059E-8
     5652.479   4.183072E-8
      5653.05   4.186085E-8
     5653.622   4.189102E-8
     5654.196   4.192135E-8
     5654.767   4.195151E-8
     5655.338   4.198165E-8
     5655.913   4.201202E-8
     5656.484   4.204219E-8
     5657.055   4.207237E-8
      5657.63   4.210272E-8
     5658.201   4.213292E-8
     5658.776   4.216332E-8
     5659.348   4.219354E-8
     5659.919   4.222375E-8
     5660.494   4.225470E-8
     5661.066   4.228557E-8
     5661.638   4.231643E-8
      5662.21   4.234734E-8
     5662.782   4.237829E-8
     5663.357   4.240937E-8
     5663.926   4.244008E-8
     5664.501   4.247118E-8
     5665.073   4.250214E-8
     5665.646   4.253310E-8
     5666.221   4.256425E-8
     5666.796   4.259534E-8
     5667.366   4.262612E-8
     5667.941   4.265724E-8
     5668.514   4.268827E-8
      5669.09   4.271945E-8
     5669.663   4.275041E-8
     5670.238   4.278197E-8
     5670.811   4.281400E-8
     5671.384   4.284606E-8
     5671.957   4.287816E-8
      5672.53   4.291028E-8
     5673.106   4.294257E-8
     5673.679   4.297469E-8
     5674.252   4.300677E-8
     5674.825   4.303887E-8
     5675.398   4.307097E-8
     5675.972   4.310310E-8
     5676.548   4.313546E-8
     5677.125   4.316783E-8
     5677.698   4.319995E-8
     5678.272   4.323213E-8
     5678.846   4.326434E-8
     5679.422   4.329671E-8
     5679.996   4.332891E-8
     5680.573   4.336198E-8
     5681.147   4.339487E-8
     5681.721   4.342776E-8
     5682.295   4.346069E-8
     5682.869   4.349359E-8
     5683.446   4.352672E-8
      5684.02   4.355968E-8
     5684.594   4.359264E-8
     5685.168   4.362559E-8
     5685.746   4.365875E-8
      5686.32   4.369175E-8
     5686.895   4.372478E-8
     5687.472   4.375797E-8
     5688.047   4.379097E-8
     5688.622   4.382398E-8
     5689.199   4.385719E-8
     5689.774   4.389024E-8
     5690.349   4.392210E-8
     5690.927   4.395336E-8
     5691.501   4.398438E-8
      5692.08   4.401560E-8
     5692.651   4.404655E-8
     5693.229   4.407783E-8
     5693.805   4.410891E-8
      5694.38   4.414005E-8
     5694.955   4.417120E-8
      5695.53   4.420233E-8
     5696.109   4.423363E-8
     5696.684   4.426473E-8
      5697.26   4.429588E-8
     5697.838   4.432723E-8
     5698.414   4.435838E-8
      5698.99   4.438952E-8
     5699.568   4.442088E-8
     5700.144   4.445261E-8
     5700.723   4.448613E-8
     5701.299   4.451946E-8
     5701.875   4.455282E-8
     5702.454   4.458639E-8
     5703.027   4.461959E-8
     5703.606   4.465314E-8
     5704.182   4.468652E-8
     5704.759   4.471995E-8
     5705.338   4.475351E-8
     5705.911   4.478675E-8
     5706.491   4.482045E-8
     5707.067   4.485395E-8
     5707.644   4.488732E-8
     5708.223   4.492090E-8
     5708.803   4.495461E-8
     5709.376   4.498793E-8
     5709.957   4.502166E-8
     5710.533   4.505357E-8
     5711.113   4.508552E-8
      5711.69   4.511733E-8
     5712.271   4.514931E-8
     5712.848   4.518116E-8
     5713.421   4.521279E-8
     5714.001   4.524477E-8
     5714.579   4.527668E-8
     5715.159   4.530874E-8
     5715.737   4.534066E-8
     5716.314   4.537254E-8
     5716.892   4.540444E-8
     5717.469   4.543633E-8
     5718.046   4.546827E-8
     5718.627   4.550040E-8
     5719.208   4.553252E-8
     5719.786   4.556450E-8
     5720.364   4.559388E-8
     5720.945   4.562187E-8
     5721.522   4.564976E-8
     5722.101   4.567768E-8
     5722.682   4.570565E-8
      5723.26   4.573352E-8
     5723.838   4.576141E-8
     5724.416   4.578926E-8
     5724.995   4.581711E-8
     5725.576   4.584517E-8
     5726.154   4.587312E-8
     5726.733   4.590102E-8
     5727.311   4.592895E-8
     5727.893   4.595708E-8
     5728.472   4.598500E-8
      5729.05   4.601291E-8
     5729.632   4.604101E-8
     5730.211   4.607102E-8
      5730.79   4.610463E-8
     5731.372   4.613839E-8
     5731.951   4.617197E-8
      5732.53   4.620564E-8
     5733.112   4.623949E-8
     5733.691   4.627315E-8
     5734.271   4.630686E-8
      5734.85   4.634052E-8
     5735.432   4.637442E-8
     5736.011   4.640814E-8
     5736.591   4.644186E-8
      5737.17   4.647562E-8
      5737.75   4.650944E-8
     5738.333   4.654341E-8
     5738.913   4.657721E-8
     5739.495   4.661116E-8
     5740.075   4.664432E-8
     5740.655   4.667302E-8
     5741.235   4.670182E-8
     5741.818   4.673084E-8
     5742.401   4.675975E-8
     5742.981   4.678848E-8
     5743.562   4.681727E-8
     5744.142   4.684605E-8
     5744.722   4.687488E-8
     5745.302   4.690372E-8
     5745.886   4.693268E-8
     5746.466   4.696149E-8
      5747.05   4.699048E-8
     5747.627   4.701920E-8
     5748.208   4.704806E-8
     5748.792   4.707709E-8
     5749.372   4.710594E-8
     5749.956   4.713496E-8
     5750.537   4.717032E-8
     5751.121   4.720642E-8
     5751.702   4.724237E-8
     5752.283   4.727829E-8
     5752.867   4.731434E-8
     5753.448   4.735026E-8
      5754.03   4.738625E-8
     5754.614   4.742247E-8
     5755.195   4.745850E-8
     5755.773   4.749428E-8
     5756.358   4.753055E-8
     5756.939   4.756661E-8
     5757.524   4.760290E-8
     5758.103   4.763879E-8
     5758.687   4.767505E-8
      5759.27   4.771123E-8
     5759.851   4.774743E-8
     5760.436   4.777882E-8
     5761.018   4.780836E-8
     5761.603   4.783815E-8
     5762.185   4.786779E-8
     5762.767   4.789746E-8
     5763.353   4.792727E-8
     5763.935   4.795690E-8
     5764.517   4.798653E-8
     5765.103   4.801633E-8
     5765.685   4.804601E-8
     5766.268   4.807570E-8
      5766.85   4.810544E-8
     5767.433   4.813513E-8
     5768.018   4.816499E-8
     5768.598   4.819454E-8
     5769.184   4.822441E-8
     5769.767   4.825413E-8
     5770.353   4.828733E-8
     5770.935   4.832252E-8
     5771.518   4.835771E-8
     5772.104   4.839311E-8
     5772.687   4.842831E-8
     5773.271   4.846354E-8
     5773.857   4.849900E-8
     5774.443   4.853444E-8
     5775.023   4.856950E-8
      5775.61   4.860500E-8
     5776.193   4.864029E-8
     5776.777   4.867561E-8
     5777.361   4.871101E-8
     5777.947   4.874658E-8
     5778.531   4.878200E-8
     5779.112   4.881720E-8
     5779.699   4.885280E-8
     5780.283   4.888647E-8
      5780.87   4.891842E-8
     5781.454   4.895015E-8
     5782.041   4.898205E-8
     5782.625   4.901391E-8
     5783.209   4.904573E-8
     5783.793   4.907754E-8
      5784.38   4.910956E-8
     5784.968   4.914162E-8
     5785.552   4.917347E-8
     5786.137   4.920533E-8
     5786.721   4.923717E-8
     5787.306   4.926907E-8
     5787.891   4.930095E-8
     5788.479   4.933305E-8
     5789.063   4.936497E-8
     5789.648   4.939690E-8
     5790.233   4.942968E-8
     5790.821   4.946391E-8
     5791.406   4.949797E-8
     5791.991   4.953201E-8
     5792.579   4.956630E-8
     5793.165   4.960043E-8
     5793.753   4.963477E-8
     5794.338   4.966887E-8
     5794.923   4.970297E-8
     5795.512   4.973725E-8
     5796.097   4.977137E-8
     5796.683   4.980564E-8
     5797.271   4.984003E-8
     5797.857   4.987425E-8
      5798.44   4.990829E-8
     5799.029   4.994271E-8
     5799.614   4.997693E-8
       5800.2   5.000971E-8
     5800.786   5.003965E-8
     5801.375   5.006972E-8
     5801.961   5.009958E-8
     5802.551   5.012966E-8
     5803.137   5.015955E-8
     5803.723   5.018949E-8
     5804.312   5.021958E-8
     5804.899   5.024954E-8
     5805.488   5.027960E-8
     5806.075   5.030950E-8
     5806.662   5.033949E-8
     5807.248   5.036948E-8
     5807.838   5.039965E-8
     5808.424   5.042966E-8
     5809.011   5.045968E-8
     5809.598   5.048966E-8
     5810.185   5.052140E-8
     5810.772   5.055690E-8
