WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,sbc,f165lp
     1549.247   6.386433E-5
     1549.461   6.374282E-5
     1549.677   6.362097E-5
     1549.891   6.349967E-5
     1550.106   6.337884E-5
     1550.321   6.325932E-5
     1550.536   6.313948E-5
     1550.752   6.301969E-5
     1550.966   6.290058E-5
     1551.182   6.278107E-5
     1551.396   6.266218E-5
     1551.612   6.254294E-5
     1551.826   6.242425E-5
     1552.042   6.230522E-5
     1552.257   6.218679E-5
     1552.471   6.206850E-5
     1552.688   6.194935E-5
     1552.903   6.183134E-5
     1553.118   6.171293E-5
     1553.333   6.159505E-5
     1553.549   6.147692E-5
     1553.764   6.135932E-5
     1553.979   6.124185E-5
     1554.195   6.112407E-5
      1554.41   6.100680E-5
     1554.626   6.088881E-5
     1554.842   6.077184E-5
     1555.058   6.065445E-5
     1555.273   6.053775E-5
     1555.488   6.042111E-5
     1555.704   6.030413E-5
     1555.919   6.018777E-5
     1556.135   6.007107E-5
     1556.351   5.995491E-5
     1556.568   5.983797E-5
     1556.783   5.972207E-5
     1556.999   5.960579E-5
     1557.215   5.949017E-5
      1557.43   5.937464E-5
     1557.646   5.925876E-5
     1557.862   5.914341E-5
     1558.078   5.902775E-5
     1558.294   5.891274E-5
      1558.51   5.879729E-5
     1558.727   5.868203E-5
     1558.943   5.856731E-5
     1559.159   5.845227E-5
     1559.375   5.833780E-5
     1559.591   5.822304E-5
     1559.807   5.810879E-5
     1560.024   5.799426E-5
      1560.24   5.788063E-5
     1560.456   5.776669E-5
     1560.673   5.765283E-5
     1560.889   5.753960E-5
     1561.106   5.742594E-5
     1561.322   5.731292E-5
     1561.539   5.719959E-5
     1561.755   5.708678E-5
     1561.972   5.697365E-5
     1562.188   5.686104E-5
     1562.405   5.674818E-5
     1562.622   5.663540E-5
     1562.838   5.652319E-5
     1563.055   5.641068E-5
     1563.271   5.629868E-5
     1563.488   5.618637E-5
     1563.705   5.607464E-5
     1563.922   5.596258E-5
     1564.138   5.585106E-5
     1564.355   5.573930E-5
     1564.573   5.562753E-5
     1564.789   5.551642E-5
     1565.007   5.540497E-5
     1565.223   5.529405E-5
     1565.441   5.518283E-5
     1565.657   5.507217E-5
     1565.875   5.496115E-5
     1566.091   5.485069E-5
     1566.308   5.474038E-5
     1566.526   5.462933E-5
     1566.743   5.451927E-5
     1566.961   5.440886E-5
     1567.177   5.429902E-5
     1567.395   5.418886E-5
     1567.612   5.407923E-5
     1567.829   5.396972E-5
     1568.047   5.385991E-5
     1568.265   5.375023E-5
     1568.482   5.364071E-5
     1568.699   5.353167E-5
     1568.917   5.342233E-5
     1569.134   5.331356E-5
     1569.351   5.320487E-5
     1569.569   5.309594E-5
     1569.786   5.298750E-5
     1570.005   5.287879E-5
     1570.222   5.277111E-5
     1570.441   5.266271E-5
     1570.658   5.255528E-5
     1570.875   5.244800E-5
     1571.094   5.234041E-5
     1571.311   5.223331E-5
     1571.529   5.212594E-5
     1571.747   5.201911E-5
     1571.965   5.191198E-5
     1572.183   5.180494E-5
     1572.401   5.169845E-5
     1572.619   5.159166E-5
     1572.837   5.148537E-5
     1573.055   5.137884E-5
     1573.273   5.127281E-5
     1573.491   5.116649E-5
     1573.709   5.106066E-5
     1573.928   5.095460E-5
     1574.145   5.084903E-5
     1574.364   5.074317E-5
     1574.583   5.063739E-5
     1574.801   5.053221E-5
     1575.019   5.042682E-5
     1575.237   5.032328E-5
     1575.456   5.021952E-5
     1575.674   5.011623E-5
     1575.893   5.001273E-5
     1576.112   4.990923E-5
      1576.33   4.980632E-5
     1576.549   4.970309E-5
     1576.767   4.960044E-5
     1576.986   4.949740E-5
     1577.204   4.939494E-5
     1577.423   4.929216E-5
     1577.641   4.918996E-5
     1577.861   4.908736E-5
     1578.079   4.898536E-5
     1578.298   4.888303E-5
     1578.517   4.878081E-5
     1578.736   4.867914E-5
     1578.955   4.857719E-5
     1579.173   4.847570E-5
     1579.393   4.837400E-5
     1579.611   4.827271E-5
     1579.831   4.817121E-5
      1580.05   4.806993E-5
     1580.269   4.796976E-5
     1580.488   4.786920E-5
     1580.707   4.776922E-5
     1580.927   4.766891E-5
     1581.145   4.756918E-5
     1581.365   4.746913E-5
     1581.584   4.736953E-5
     1581.802   4.727011E-5
     1582.022   4.717038E-5
     1582.242   4.707075E-5
     1582.462   4.697120E-5
     1582.681   4.687222E-5
       1582.9   4.677331E-5
     1583.119   4.667414E-5
     1583.338   4.657547E-5
     1583.558   4.647649E-5
     1583.777   4.637802E-5
     1583.998   4.627890E-5
     1584.217   4.618067E-5
     1584.438   4.608214E-5
     1584.657   4.598410E-5
     1584.876   4.588619E-5
     1585.096   4.578803E-5
     1585.315   4.569030E-5
     1585.536   4.559234E-5
     1585.755   4.549487E-5
     1585.975   4.539714E-5
     1586.196   4.529948E-5
     1586.415   4.520232E-5
     1586.635   4.510491E-5
     1586.855   4.500800E-5
     1587.075   4.491079E-5
     1587.295   4.481411E-5
     1587.515   4.471709E-5
     1587.735   4.462063E-5
     1587.955   4.452391E-5
     1588.176   4.442724E-5
     1588.396   4.433110E-5
     1588.616   4.423464E-5
     1588.836   4.413872E-5
     1589.057   4.404251E-5
     1589.277   4.394680E-5
     1589.498   4.385077E-5
     1589.717   4.375530E-5
     1589.938   4.365953E-5
     1590.159   4.580630E-5
     1590.379   4.880555E-5
       1590.6   5.181033E-5
      1590.82   5.479574E-5
     1591.041   5.778496E-5
     1591.261   6.075488E-5
     1591.482   6.373021E-5
     1591.702   6.668628E-5
     1591.923   6.964608E-5
     1592.145   7.259806E-5
     1592.365   7.553255E-5
     1592.586   7.847065E-5
     1592.806   8.138968E-5
     1593.028   8.431228E-5
     1593.248   8.721744E-5
     1593.469   9.012614E-5
      1593.69   9.301587E-5
     1593.911   9.590904E-5
     1594.133   9.879608E-5
     1594.353   1.016626E-4
     1594.575   1.045358E-4
     1594.795   1.073885E-4
     1595.017   1.102462E-4
     1595.237   1.130835E-4
     1595.458   1.159147E-4
      1595.68   1.187507E-4
       1595.9   1.215665E-4
     1596.123   1.243979E-4
     1596.344   1.271998E-4
     1596.566   1.300064E-4
     1596.786   1.327930E-4
     1597.007   1.355734E-4
     1597.229   1.383569E-4
      1597.45   1.411234E-4
     1597.672   1.438915E-4
     1597.893   1.466427E-4
     1598.116   1.494089E-4
     1598.337   1.521447E-4
     1598.559   1.548849E-4
      1598.78   1.576054E-4
     1599.001   1.603197E-4
     1599.224   1.630383E-4
     1599.445   1.657374E-4
     1599.667   1.684406E-4
     1599.888   1.711257E-4
      1600.11   1.767157E-4
     1600.333   1.852230E-4
     1600.554   1.936710E-4
     1600.776   2.021388E-4
     1600.998   2.105475E-4
      1601.22   2.189712E-4
     1601.442   2.273359E-4
     1601.664   2.357201E-4
     1601.886   2.440455E-4
     1602.108   2.523855E-4
     1602.331   2.607034E-4
     1602.553   2.689676E-4
     1602.775   2.772415E-4
     1602.997   2.854661E-4
      1603.22   2.937005E-4
     1603.441   3.018813E-4
     1603.664   3.100717E-4
     1603.886   3.182131E-4
     1604.109   3.263640E-4
     1604.332   3.344927E-4
     1604.554   3.425728E-4
     1604.776   3.506577E-4
     1604.998   3.586940E-4
     1605.221   3.667437E-4
     1605.443   3.747363E-4
     1605.667   3.827420E-4
     1605.889   3.906908E-4
     1606.112   3.986570E-4
     1606.335   4.065968E-4
     1606.557   4.144887E-4
      1606.78   4.223889E-4
     1607.002   4.302371E-4
     1607.226   4.380978E-4
     1607.448   4.459023E-4
     1607.671   4.537192E-4
     1607.894   4.614843E-4
     1608.117   4.692636E-4
      1608.34   4.770230E-4
     1608.563   4.847310E-4
     1608.786   4.924469E-4
     1609.009   5.001157E-4
     1609.232   5.077882E-4
     1609.455   5.154136E-4
     1609.678   5.230175E-4
     1609.901   5.306331E-4
     1610.124   5.464760E-4
     1610.349   5.690159E-4
     1610.571   5.913244E-4
     1610.795   6.136708E-4
     1611.018   6.358600E-4
     1611.242   6.580987E-4
     1611.465   6.801808E-4
     1611.688   7.022033E-4
     1611.911   7.242623E-4
     1612.135   7.462614E-4
     1612.359   7.682127E-4
     1612.582   7.900086E-4
     1612.806   8.117568E-4
      1613.03   8.335284E-4
     1613.253   8.551575E-4
     1613.477   8.768214E-4
       1613.7   8.983315E-4
     1613.924   9.198874E-4
     1614.147   9.412901E-4
     1614.372   9.627266E-4
     1614.596   9.840913E-4
     1614.819   0.001005327
     1615.044   0.001026596
     1615.267   0.001047712
     1615.491   0.001068861
     1615.715   0.001089871
     1615.939   0.001110912
     1616.164   0.001131893
     1616.387   0.001152724
     1616.612   0.001173597
     1616.836    0.00119432
      1617.06   0.001215074
     1617.284   0.001235678
     1617.509   0.001256324
     1617.732   0.001276821
     1617.957   0.001297348
     1618.181   0.001317726
     1618.406   0.001338144
      1618.63   0.001358492
     1618.854   0.001378714
     1619.079   0.001398953
     1619.303   0.001419056
     1619.528   0.001439177
     1619.752   0.001459172
     1619.977   0.001479184
     1620.202   0.001509356
     1620.426   0.001540493
     1620.651   0.001571661
     1620.876   0.001602605
     1621.101   0.001633612
     1621.325   0.001664397
      1621.55   0.001695227
     1621.775   0.001725852
        1622.   0.001756506
     1622.224   0.001786955
      1622.45   0.001817449
     1622.675   0.001847869
       1622.9   0.001878071
     1623.125   0.001908299
     1623.349    0.00193834
     1623.574   0.001968294
       1623.8   0.001998274
     1624.024   0.002028068
     1624.251   0.002057999
     1624.475   0.002087617
     1624.701   0.002117259
     1624.926   0.002146716
     1625.152   0.002176284
     1625.376   0.002205697
     1625.602   0.002235137
     1625.827   0.002264382
     1626.052   0.002293558
     1626.278   0.002322762
     1626.504   0.002351896
      1626.73   0.002380945
     1626.955   0.002409785
      1627.18   0.002438556
     1627.406   0.002467368
     1627.631   0.002495971
     1627.857   0.002524615
     1628.082   0.002553065
     1628.309   0.002581662
     1628.535   0.002609959
      1628.76   0.002638158
     1628.986   0.002666408
     1629.212   0.002694454
     1629.438   0.002722537
     1629.663   0.002750429
      1629.89   0.002778342
     1630.115   0.002812276
     1630.342   0.002852229
     1630.568   0.002892068
     1630.794   0.002931643
      1631.02   0.002971275
     1631.246   0.003010644
     1631.472   0.003050048
     1631.698    0.00308919
     1631.925   0.003128387
     1632.151   0.003167301
     1632.377    0.00320627
     1632.604   0.003245146
      1632.83    0.00328374
     1633.057   0.003322387
     1633.283   0.003360775
     1633.509   0.003399194
     1633.735   0.003437375
     1633.962   0.003475586
     1634.188    0.00351354
     1634.415   0.003551523
     1634.642   0.003589412
     1634.869   0.003627046
     1635.096   0.003664707
     1635.322   0.003702113
     1635.549   0.003739565
     1635.775   0.003776764
     1636.003   0.003813988
     1636.229    0.00385096
     1636.456   0.003887976
     1636.683   0.003924878
      1636.91   0.003961528
     1637.137   0.003998221
     1637.364   0.004034644
     1637.591   0.004071109
     1637.818   0.004107323
     1638.044   0.004143445
     1638.272   0.004179587
     1638.499   0.004215462
     1638.727    0.00425153
     1638.954   0.004287195
     1639.181     0.0043229
     1639.408   0.004358358
     1639.636   0.004393853
     1639.863   0.004429083
      1640.09   0.004465199
     1640.318   0.004502838
     1640.545   0.004540359
     1640.773   0.004577783
        1641.    0.00461495
     1641.228   0.004652137
     1641.455    0.00468907
     1641.682   0.004725886
      1641.91   0.004762741
     1642.137   0.004799343
     1642.366   0.004835984
     1642.593   0.004872349
     1642.821   0.004908755
     1643.049   0.004945063
     1643.277   0.004981231
     1643.505   0.005017167
     1643.732   0.005052987
      1643.96   0.005088822
     1644.188   0.005124407
     1644.416   0.005160027
     1644.645   0.005195529
     1644.873   0.005230931
     1645.101   0.005266065
     1645.328   0.005301082
     1645.557   0.005336151
     1645.785   0.005370952
     1646.013   0.005405764
     1646.241    0.00544035
     1646.469   0.005474947
     1646.697   0.005509296
     1646.926   0.005543675
     1647.155   0.005577937
     1647.383   0.005611953
     1647.611   0.005645977
     1647.839   0.005679776
     1648.068   0.005713584
     1648.296   0.005747147
     1648.525   0.005780719
     1648.753   0.005814066
     1648.982   0.005847419
     1649.211   0.005880655
      1649.44   0.005913647
     1649.669   0.005946664
     1649.897   0.005979441
     1650.126   0.006010628
     1650.354     0.0060403
     1650.583    0.00606989
     1650.812   0.006099491
     1651.041   0.006128994
     1651.271   0.006158414
     1651.499   0.006187624
     1651.729   0.006216845
     1651.957   0.006245858
     1652.187   0.006274898
     1652.415   0.006303714
     1652.644   0.006332447
     1652.873   0.006361188
     1653.103   0.006389847
     1653.332   0.006418404
     1653.561   0.006446757
     1653.791   0.006475132
      1654.02   0.006503288
     1654.249    0.00653136
     1654.478   0.006559438
     1654.707   0.006587311
     1654.937   0.006615205
     1655.166   0.006642896
     1655.397   0.006670708
     1655.626   0.006698201
     1655.855   0.006725594
     1656.085   0.006753006
     1656.314   0.006780216
     1656.544   0.006807444
     1656.773   0.006834469
     1657.003   0.006861497
     1657.234   0.006888425
     1657.464   0.006915266
     1657.693   0.006941911
     1657.922   0.006968441
     1658.153   0.006994999
     1658.382   0.007021345
     1658.612   0.007047703
     1658.842   0.007073864
     1659.072   0.007100037
     1659.302      0.007126
     1659.533   0.007152068
     1659.763   0.007177847
     1659.993   0.007203538
     1660.223   0.007223272
     1660.453   0.007242667
     1660.683   0.007262054
     1660.913     0.0072813
     1661.144   0.007300536
     1661.375   0.007319693
     1661.604   0.007338698
     1661.835   0.007357693
     1662.065   0.007376549
     1662.296   0.007395393
     1662.526   0.007414087
     1662.757   0.007432781
     1662.987   0.007451315
     1663.218   0.007469857
     1663.448    0.00748824
     1663.679   0.007506622
      1663.91   0.007524921
     1664.141   0.007543073
     1664.372   0.007561211
     1664.602   0.007579202
     1664.833   0.007597198
     1665.063   0.007615028
     1665.295   0.007632862
     1665.526   0.007650616
     1665.756   0.007668224
     1665.988   0.007685815
     1666.218   0.007703262
      1666.45     0.0077207
      1666.68   0.007737994
     1666.912    0.00775528
     1667.142   0.007772412
     1667.373   0.007789463
     1667.605   0.007806514
     1667.836   0.007823475
     1668.068   0.007840363
     1668.299   0.007857101
     1668.531   0.007873837
     1668.761   0.007890418
     1668.993   0.007906992
     1669.224   0.007923411
     1669.455   0.007939762
     1669.688   0.007956159
     1669.919   0.007972354
     1670.151   0.007988726
     1670.382   0.008005065
     1670.613   0.008021322
     1670.845   0.008037571
     1671.076   0.008053675
     1671.308   0.008069763
     1671.539   0.008085708
     1671.772   0.008101641
     1672.004   0.008117503
     1672.235   0.008133216
     1672.467   0.008148907
     1672.699   0.008164469
     1672.931   0.008180006
     1673.163   0.008195406
     1673.395   0.008210789
     1673.627   0.008226037
      1673.86   0.008241324
     1674.092   0.008256408
     1674.323   0.008271415
     1674.556   0.008286402
     1674.787   0.008301252
      1675.02   0.008316167
     1675.252   0.008331807
     1675.484   0.008347431
     1675.716   0.008362922
     1675.949   0.008378395
     1676.182    0.00839381
     1676.414   0.008409076
     1676.647   0.008424341
     1676.879   0.008439465
     1677.111   0.008454579
     1677.344   0.008469563
     1677.577   0.008484532
     1677.809   0.008499366
     1678.042   0.008514187
     1678.275   0.008528932
     1678.507   0.008543556
      1678.74   0.008558156
     1678.972    0.00857262
     1679.206   0.008587078
     1679.438   0.008601401
     1679.671   0.008615708
     1679.904   0.008629887
     1680.136   0.008639653
      1680.37   0.008646337
     1680.603   0.008652918
     1680.836   0.008659475
     1681.069    0.00866595
     1681.302     0.0086724
     1681.535   0.008678769
     1681.768   0.008685112
     1682.001   0.008691378
     1682.235   0.008697615
     1682.468   0.008703798
     1682.701   0.008709905
     1682.935    0.00871598
     1683.168   0.008721983
     1683.401   0.008727953
     1683.634   0.008733847
     1683.868   0.008739712
     1684.101   0.008745499
     1684.334   0.008751234
     1684.569   0.008756961
     1684.802   0.008762589
     1685.036   0.008768186
     1685.269   0.008773707
     1685.502   0.008779177
     1685.737   0.008784613
      1685.97   0.008789975
     1686.204   0.008795303
     1686.438   0.008800579
     1686.672   0.008805801
     1686.906   0.008810947
      1687.14   0.008816061
     1687.374     0.0088211
     1687.607   0.008826088
     1687.841   0.008831039
     1688.075   0.008835917
     1688.309   0.008840762
     1688.543    0.00884553
     1688.778   0.008850267
     1689.012   0.008854947
     1689.246   0.008859554
      1689.48    0.00886413
     1689.714   0.008868627
     1689.949   0.008873092
     1690.183   0.008877685
     1690.417     0.0088823
     1690.652   0.008886859
     1690.886   0.008891345
     1691.121   0.008895795
     1691.355   0.008900175
      1691.59   0.008904518
     1691.824   0.008908787
     1692.059   0.008913019
     1692.293   0.008917182
     1692.528   0.008921303
     1692.762   0.008925358
     1692.997   0.008929371
     1693.233   0.008933328
     1693.467   0.008937219
     1693.702   0.008941068
     1693.936    0.00894485
     1694.172   0.008948587
     1694.406   0.008952258
     1694.641   0.008955888
     1694.877   0.008959462
     1695.111   0.008962968
     1695.347   0.008966433
     1695.581   0.008969828
     1695.817   0.008973181
     1696.051   0.008976466
     1696.287   0.008979709
     1696.522   0.008982886
     1696.757   0.008986018
     1696.992   0.008989081
     1697.228   0.008992103
     1697.464    0.00899507
     1697.698   0.008997967
     1697.934   0.009000823
     1698.169   0.009003611
     1698.404   0.009006341
      1698.64    0.00900903
     1698.875   0.009011651
     1699.112   0.009014238
     1699.347   0.009016747
     1699.583   0.009019209
     1699.818   0.009021608
     1700.054   0.009021739
      1700.29   0.009014439
     1700.525   0.009007117
     1700.761   0.008999748
     1700.996   0.008992387
     1701.233   0.008984975
     1701.468   0.008977572
     1701.705   0.008970089
     1701.941   0.008962647
     1702.177   0.008955152
     1702.412   0.008947668
     1702.648    0.00894016
     1702.885   0.008932604
      1703.12   0.008925058
     1703.357   0.008917459
     1703.593   0.008909842
     1703.829   0.008902232
     1704.066   0.008894571
     1704.301   0.008886922
     1704.538   0.008879222
     1704.774   0.008871529
     1705.011   0.008863784
     1705.247   0.008856049
     1705.484   0.008848266
     1705.719   0.008840491
     1705.956   0.008832662
     1706.193   0.008824816
     1706.429   0.008816976
     1706.666   0.008809089
     1706.903   0.008801206
      1707.14   0.008793276
     1707.376   0.008785354
     1707.613    0.00877738
      1707.85   0.008769384
     1708.086   0.008761402
     1708.324   0.008753363
      1708.56   0.008745339
     1708.797   0.008737259
     1709.034   0.008729189
     1709.271   0.008721065
     1709.508   0.008712957
     1709.745   0.008704793
     1709.982   0.008696638
     1710.219   0.008688598
     1710.457   0.008680553
     1710.693   0.008672521
     1710.931   0.008664428
     1711.168    0.00865635
     1711.405   0.008648216
     1711.642   0.008640093
      1711.88    0.00863192
     1712.118   0.008623722
     1712.355   0.008615532
     1712.592   0.008607293
     1712.829   0.008599062
     1713.067   0.008590776
     1713.304   0.008582501
     1713.542   0.008574173
     1713.779   0.008565857
     1714.016   0.008557514
     1714.255    0.00854912
     1714.493   0.008540703
     1714.731   0.008532263
     1714.968    0.00852384
     1715.205    0.00851539
     1715.444   0.008506882
     1715.681   0.008498391
     1715.919   0.008489845
     1716.157   0.008481308
     1716.396   0.008472683
     1716.633   0.008464101
     1716.872   0.008455466
     1717.109    0.00844684
     1717.347   0.008438193
     1717.585   0.008429492
     1717.823   0.008420798
     1718.062   0.008412055
     1718.299   0.008403316
     1718.538   0.008394525
     1718.777   0.008385712
     1719.015   0.008376912
     1719.253   0.008368053
     1719.491   0.008359205
      1719.73   0.008350301
     1719.968   0.008341411
     1720.207    0.00833258
     1720.445   0.008323784
     1720.685   0.008314888
     1720.923   0.008306045
     1721.161   0.008297172
       1721.4    0.00828825
     1721.638   0.008279337
     1721.877   0.008270364
     1722.116   0.008261404
     1722.355   0.008252389
     1722.593   0.008243386
     1722.832   0.008234322
     1723.072   0.008225233
      1723.31    0.00821616
     1723.549    0.00820703
     1723.788   0.008197911
     1724.027   0.008188738
     1724.266   0.008179571
     1724.505   0.008170349
     1724.744   0.008161136
     1724.983   0.008151868
     1725.223   0.008143941
     1725.462   0.008136123
     1725.701   0.008128259
      1725.94   0.008120404
      1726.18   0.008112494
     1726.419     0.0081046
     1726.659   0.008096649
     1726.897   0.008088709
     1727.137   0.008080718
     1727.377   0.008072708
     1727.616   0.008064706
     1727.856   0.008056654
     1728.095   0.008048611
     1728.335   0.008040518
     1728.574   0.008032434
     1728.813   0.008024329
     1729.054   0.008016173
     1729.294   0.008007993
     1729.534   0.007999792
     1729.773   0.007991605
     1730.014    0.00798337
     1730.253   0.007975232
     1730.493   0.007967041
     1730.733   0.007958863
     1730.972   0.007950661
     1731.213   0.007942409
     1731.452   0.007934167
     1731.693   0.007925838
     1731.933   0.007917552
     1732.173   0.007909244
     1732.413   0.007900883
     1732.653   0.007892537
     1732.894   0.007884133
     1733.133   0.007875741
     1733.374   0.007867293
     1733.615   0.007858827
     1733.855    0.00785037
     1734.096   0.007841859
     1734.336   0.007833358
     1734.576   0.007824806
