WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,nuvmama,f25qtz
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 6.213953E-18
PIVWV    r 2361.421
BANDW    r 422.6842
TPEAK    r 0.0260163
EQUVW    r 29.4468
RECTW    r 1131.859
EMFLX    r 7.033336E-15
        1451.            0.
     1451.294   4.028652E-5
     1451.587   8.052260E-5
     1451.881   1.209093E-4
     1452.174   1.837100E-4
     1452.469   2.623085E-4
     1452.763   3.405488E-4
     1453.057   4.202132E-4
     1453.352   5.047788E-4
     1453.645   5.891686E-4
      1453.94   6.738037E-4
     1454.234   7.575629E-4
     1454.528   8.413751E-4
     1454.823   9.252565E-4
     1455.118   0.001008742
     1455.412    0.00109156
     1455.706   0.001174172
     1456.001   0.001257087
     1456.295    0.00133843
      1456.59   0.001420043
     1456.886   0.001501724
      1457.18   0.001582196
     1457.475   0.001662297
      1457.77   0.001742463
     1458.066   0.001822275
      1458.36   0.001900428
     1458.656   0.001978839
     1458.951   0.002057314
     1459.246   0.002133855
     1459.542   0.002210297
     1459.837   0.002286582
     1460.132      0.002362
     1460.428   0.002436175
     1460.724   0.002510374
      1461.02   0.002584424
     1461.315   0.002655888
     1461.611   0.002727584
     1461.907   0.002799159
     1462.203   0.002868981
     1462.499   0.002937956
     1462.794   0.003006757
     1463.092   0.003075022
     1463.387   0.003140834
     1463.684    0.00320686
     1463.979   0.003272719
     1464.276   0.003335707
     1464.573   0.003398485
     1464.869   0.003461131
     1465.165   0.003522024
     1465.461   0.003581194
     1465.759   0.003640702
     1466.055   0.003699256
     1466.352   0.003755023
     1466.649   0.003810789
     1466.946    0.00386646
     1467.243    0.00391939
     1467.539   0.003971582
     1467.837   0.004023922
     1468.134   0.004074832
     1468.431   0.004123922
     1468.729   0.004173048
     1469.026   0.004221796
     1469.323   0.004267786
      1469.62   0.004313678
     1469.918   0.004359708
     1470.216   0.004403468
     1470.513   0.004446219
     1470.811   0.004489122
     1471.109   0.004530964
     1471.407   0.004570947
     1471.704   0.004610858
     1472.002   0.004650861
       1472.3   0.004688084
     1472.598   0.004725229
     1472.896    0.00476249
     1473.194   0.004797918
     1473.492   0.004832516
     1473.791   0.004867123
     1474.089   0.004900984
     1474.388   0.004933059
     1474.686    0.00496505
     1474.985   0.004997157
     1475.283   0.005026861
     1475.581   0.005056533
      1475.88   0.005086226
     1476.179   0.005114462
     1476.479    0.00514193
     1476.777   0.005169259
     1477.076   0.005196107
     1477.374   0.005221266
     1477.674   0.005246507
     1477.973   0.005271763
     1478.272   0.005295064
     1478.571    0.00531825
      1478.87   0.005341395
      1479.17   0.005363556
     1479.469   0.005384761
     1479.769   0.005406034
     1480.069   0.005426833
     1480.368    0.00544597
     1480.668   0.005465163
     1480.967   0.005484305
     1481.267   0.005501995
     1481.567   0.005519507
     1481.867   0.005537022
     1482.167    0.00555366
     1482.467   0.005569562
     1482.767   0.005585519
     1483.067   0.005601105
     1483.367   0.005615587
     1483.668   0.005630078
     1483.968   0.005644535
     1484.268   0.005657817
     1484.568   0.005670915
      1484.87   0.005684096
      1485.17   0.005696545
      1485.47   0.005708511
     1485.771    0.00572049
     1486.072   0.005732186
     1486.373    0.00574312
     1486.673   0.005754029
     1486.974   0.005764975
     1487.276    0.00577508
     1487.577   0.005785107
     1487.878   0.005795138
     1488.179   0.005804691
      1488.48   0.005813951
     1488.781   0.005823197
     1489.083   0.005832298
     1489.384   0.005840947
     1489.685   0.005849577
     1489.987   0.005858225
     1490.289   0.005866042
     1490.591   0.005873813
     1490.892   0.005881564
     1491.194   0.005889077
     1491.496    0.00589645
     1491.797   0.005903805
       1492.1   0.005911089
     1492.401   0.005918165
     1492.703   0.005925265
     1493.006   0.005932365
     1493.308   0.005939303
     1493.611   0.005946241
     1493.913   0.005953164
     1494.215   0.005960035
     1494.517   0.005966865
      1494.82   0.005973713
     1495.123   0.005980526
     1495.425   0.005987262
     1495.729    0.00599404
     1496.031   0.006000774
     1496.334   0.006007449
     1496.636   0.006014104
      1496.94   0.006020782
     1497.243   0.006027391
     1497.545   0.006033965
     1497.849   0.006040557
     1498.151   0.006047089
     1498.456    0.00605361
     1498.759   0.006060101
     1499.062   0.006066591
     1499.366   0.006073013
     1499.669   0.006079423
     1499.973   0.006085851
     1500.276   0.006092324
      1500.58    0.00609882
     1500.884   0.006105321
     1501.188    0.00611177
     1501.492   0.006118187
     1501.795    0.00612459
     1502.099   0.006130985
     1502.403   0.006137301
     1502.707   0.006143637
     1503.012   0.006149972
     1503.315   0.006156217
      1503.62   0.006162478
     1503.925   0.006168743
     1504.229   0.006174943
     1504.533   0.006181111
     1504.838   0.006187295
     1505.143   0.006193445
     1505.447   0.006199539
     1505.752   0.006205651
     1506.056   0.006211736
     1506.361   0.006217768
     1506.667   0.006223803
     1506.972   0.006229843
     1507.277    0.00623581
     1507.582   0.006241759
     1507.887   0.006247724
     1508.192   0.006253627
     1508.497   0.006259519
     1508.803   0.006265414
     1509.108   0.006271267
     1509.414   0.006277104
     1509.719   0.006282911
     1510.025   0.006288688
      1510.33   0.006294194
     1510.636   0.006299698
     1510.942   0.006305201
     1511.247   0.006310629
     1511.554   0.006316063
     1511.859    0.00632148
     1512.166   0.006326891
     1512.472   0.006332242
     1512.778   0.006337608
     1513.085   0.006342955
      1513.39   0.006348239
     1513.697   0.006353533
     1514.004   0.006358829
     1514.309   0.006364043
     1514.616   0.006369273
     1514.923   0.006374502
      1515.23   0.006379683
     1515.536   0.006384829
     1515.843   0.006389992
      1516.15    0.00639511
     1516.457   0.006400207
     1516.764   0.006405307
      1517.07   0.006410377
     1517.378    0.00641541
     1517.685   0.006420444
     1517.993    0.00642548
     1518.299   0.006430439
     1518.607   0.006435407
     1518.915   0.006440379
     1519.221   0.006445291
     1519.529   0.006450194
     1519.836   0.006455088
     1520.144   0.006459607
     1520.452   0.006463872
      1520.76   0.006468074
     1521.068   0.006472265
     1521.376     0.0064764
     1521.684   0.006480545
     1521.992   0.006484692
       1522.3   0.006488762
     1522.608   0.006492846
     1522.916   0.006496916
     1523.225   0.006500963
     1523.533   0.006504971
     1523.841   0.006508993
     1524.149   0.006512973
     1524.458   0.006516935
     1524.767   0.006520898
     1525.075   0.006524834
     1525.384   0.006528738
     1525.692   0.006532631
     1526.002   0.006536547
      1526.31   0.006540385
      1526.62   0.006544234
     1526.929   0.006548084
     1527.237   0.006551878
     1527.547   0.006555668
     1527.855    0.00655945
     1528.165   0.006563212
     1528.475   0.006566952
     1528.784   0.006570691
     1529.094   0.006574414
     1529.403   0.006578092
     1529.713   0.006581779
     1530.023   0.006585417
     1530.332    0.00658887
     1530.642   0.006592299
     1530.951    0.00659572
     1531.261   0.006599106
     1531.572   0.006602484
     1531.882    0.00660586
     1532.191     0.0066092
     1532.502   0.006612532
     1532.812   0.006615864
     1533.122   0.006619164
     1533.432   0.006622443
     1533.742   0.006625713
     1534.053   0.006628969
     1534.364   0.006632112
     1534.675   0.006635256
     1534.986   0.006638399
     1535.296   0.006641209
     1535.607   0.006644012
     1535.917    0.00664681
     1536.228    0.00664955
     1536.539   0.006652268
      1536.85   0.006654978
     1537.162   0.006657681
     1537.473   0.006660348
     1537.784   0.006663021
     1538.096   0.006665683
     1538.406   0.006668304
     1538.718   0.006670933
     1539.029   0.006673548
     1539.341   0.006676135
     1539.653   0.006678719
     1539.965   0.006681293
     1540.277   0.006683757
     1540.588   0.006686185
       1540.9   0.006688619
     1541.211   0.006691018
     1541.523   0.006693408
     1541.835   0.006695795
     1542.147   0.006698166
      1542.46   0.006700518
     1542.772   0.006702868
     1543.085   0.006705208
     1543.396   0.006707516
     1543.709   0.006709831
     1544.021   0.006712135
     1544.334   0.006714409
     1544.647   0.006716683
     1544.959    0.00671895
     1545.272   0.006721193
     1545.585    0.00672343
     1545.898   0.006725667
      1546.21   0.006727877
     1546.524   0.006730085
     1546.837   0.006732291
      1547.15   0.006734474
     1547.463   0.006736642
     1547.776   0.006738813
     1548.089   0.006740967
     1548.404   0.006743111
     1548.717   0.006745242
      1549.03   0.006747373
     1549.343   0.006749474
     1549.657   0.006751577
     1549.971   0.006753648
     1550.284   0.006755511
     1550.598   0.006757316
     1550.912   0.006759116
     1551.226   0.006760896
      1551.54   0.006762667
     1551.854   0.006764437
     1552.169   0.006766194
     1552.482   0.006767936
     1552.797   0.006769679
     1553.111   0.006771409
     1553.425   0.006773124
      1553.74   0.006774838
     1554.055   0.006776548
     1554.369   0.006778233
     1554.684   0.006779924
     1554.999   0.006781613
     1555.313   0.006783274
     1555.628   0.006784939
     1555.943   0.006786603
     1556.257   0.006788247
     1556.573   0.006789892
     1556.887    0.00679153
     1557.203   0.006793163
     1557.518   0.006794779
     1557.834   0.006796396
     1558.149   0.006798006
     1558.464     0.0067996
      1558.78   0.006801197
     1559.095   0.006802785
     1559.411   0.006804365
     1559.727   0.006805946
     1560.043   0.006807526
     1560.359   0.006809133
     1560.674   0.006810734
      1560.99   0.006812336
     1561.305   0.006813921
     1561.622   0.006815508
     1561.938   0.006817091
     1562.254   0.006818663
      1562.57   0.006820234
     1562.887   0.006821807
     1563.203   0.006823371
     1563.519   0.006824923
     1563.836   0.006826481
     1564.153   0.006828032
     1564.469   0.006829574
     1564.786   0.006831121
     1565.102   0.006832659
      1565.42   0.006834195
     1565.736   0.006835722
     1566.053   0.006837252
     1566.371   0.006838772
     1566.687   0.006840287
     1567.005   0.006841809
     1567.321   0.006843317
     1567.639   0.006844828
     1567.956    0.00684634
     1568.273   0.006847844
     1568.592   0.006849353
     1568.909   0.006850853
     1569.226   0.006852352
     1569.544   0.006853845
     1569.861   0.006855341
      1570.18   0.006856796
     1570.497   0.006858241
     1570.815    0.00685968
     1571.133   0.006861117
     1571.452   0.006862551
     1571.769   0.006863981
     1572.087   0.006865414
     1572.406   0.006866845
     1572.724   0.006868271
     1573.042     0.0068697
      1573.36   0.006871126
     1573.679   0.006872554
     1573.998   0.006873981
     1574.317   0.006875411
     1574.635    0.00687684
     1574.954   0.006878268
     1575.273   0.006879696
     1575.591    0.00688112
      1575.91    0.00688255
     1576.229    0.00688398
     1576.548   0.006885408
     1576.867   0.006886838
     1577.187    0.00688827
     1577.506   0.006889703
     1577.825    0.00689113
     1578.145   0.006892566
     1578.464   0.006894004
     1578.783   0.006895438
     1579.103   0.006896878
     1579.422   0.006898317
     1579.742   0.006899753
     1580.062   0.006901202
     1580.382   0.006902634
     1580.703   0.006904066
     1581.022   0.006905509
     1581.342   0.006907128
     1581.662   0.006908739
     1581.982   0.006910357
     1582.303   0.006912107
     1582.622   0.006913858
     1582.944   0.006915618
     1583.264   0.006917377
     1583.584   0.006919143
     1583.904   0.006920903
     1584.225   0.006922677
     1584.546   0.006924456
     1584.866    0.00692623
     1585.188   0.006928019
     1585.508   0.006929808
      1585.83   0.006931606
      1586.15     0.0069334
     1586.472   0.006935208
     1586.793   0.006937011
     1587.114   0.006938821
     1587.435   0.006940649
     1587.756   0.006942471
     1588.078   0.006944301
     1588.399   0.006946145
     1588.721   0.006947986
     1589.043    0.00694983
     1589.364   0.006951687
     1589.686   0.006953548
     1590.007   0.006955376
     1590.329   0.006957332
     1590.651   0.006959258
     1590.973    0.00696118
     1591.295   0.006963128
     1591.618   0.006965078
      1591.94   0.006967028
     1592.262    0.00696899
     1592.584    0.00697096
     1592.907   0.006972931
     1593.229   0.006974915
     1593.552   0.006976911
     1593.874   0.006978903
     1594.196   0.006980914
     1594.519   0.006982935
     1594.842   0.006984956
     1595.166   0.006986989
     1595.488   0.006989031
     1595.811   0.006991075
     1596.134   0.006993128
     1596.457   0.006995202
      1596.78   0.006997276
     1597.103   0.006999354
     1597.427   0.007001461
      1597.75   0.007003559
     1598.074   0.007005668
     1598.397   0.007007794
      1598.72   0.007009923
     1599.044   0.007012058
     1599.367   0.007014213
     1599.692   0.007016371
     1600.015   0.007018442
      1600.34    0.00701999
     1600.663   0.007021478
     1600.987   0.007022966
     1601.312   0.007024481
     1601.635   0.007025991
      1601.96   0.007027503
     1602.283   0.007029035
     1602.608   0.007030571
     1602.933   0.007032107
     1603.257   0.007033665
     1603.582   0.007035229
     1603.906   0.007036788
     1604.231   0.007038369
     1604.555    0.00703995
      1604.88   0.007041537
     1605.206   0.007043138
      1605.53   0.007044742
     1605.855    0.00704635
      1606.18   0.007047971
     1606.506   0.007049602
      1606.83   0.007051226
     1607.156   0.007052866
     1607.482   0.007054517
     1607.806   0.007056165
     1608.132   0.007057826
     1608.457   0.007059497
     1608.783   0.007061172
     1609.109   0.007062852
     1609.435   0.007064547
     1609.761   0.007066241
     1610.086   0.007068186
     1610.412   0.007070515
     1610.738   0.007072907
     1611.064    0.00707531
      1611.39   0.007077731
     1611.716   0.007080145
     1612.043   0.007082574
     1612.369   0.007085009
     1612.696   0.007087451
     1613.022   0.007089888
     1613.348   0.007092348
     1613.675   0.007094808
     1614.001   0.007097261
     1614.328   0.007099744
     1614.654   0.007102219
     1614.981   0.007104698
     1615.309   0.007107199
     1615.636   0.007109698
     1615.963   0.007112198
      1616.29    0.00711471
     1616.617   0.007117231
     1616.944   0.007119745
     1617.271   0.007122279
     1617.599   0.007124817
     1617.927   0.007127351
     1618.255   0.007129904
     1618.582   0.007132456
     1618.909   0.007135013
     1619.237   0.007137574
     1619.565   0.007140147
     1619.893   0.007142717
      1620.22   0.007145628
     1620.548   0.007148697
     1620.876   0.007151764
     1621.205   0.007154859
     1621.532   0.007157943
     1621.861   0.007161034
      1622.19   0.007164139
     1622.517   0.007167243
     1622.846   0.007170355
     1623.174   0.007173467
     1623.503   0.007176596
     1623.832   0.007179724
     1624.161    0.00718286
      1624.49   0.007186006
     1624.818   0.007189141
     1625.147   0.007192293
     1625.475   0.007195447
     1625.805   0.007198606
     1626.134   0.007201771
     1626.463   0.007204934
     1626.792   0.007208106
     1627.122   0.007211274
     1627.451   0.007214437
      1627.78   0.007217593
      1628.11   0.007220747
      1628.44   0.007223887
     1628.769   0.007227018
     1629.099   0.007230162
     1629.428   0.007233306
     1629.759   0.007236464
     1630.088   0.007239691
     1630.419   0.007243145
     1630.749   0.007246596
     1631.078    0.00725004
     1631.409   0.007253501
     1631.738   0.007256954
     1632.069   0.007260419
       1632.4   0.007263896
     1632.729   0.007267362
     1633.061    0.00727085
     1633.391   0.007274331
     1633.722   0.007277822
     1634.052   0.007281304
     1634.383   0.007284808
     1634.714   0.007288312
     1635.045   0.007291807
     1635.376   0.007295317
     1635.707   0.007298829
     1636.038   0.007302342
     1636.369   0.007305855
     1636.701   0.007309376
     1637.032   0.007312899
     1637.363   0.007316425
     1637.695   0.007319961
     1638.026   0.007323489
     1638.357   0.007327029
     1638.689   0.007330574
     1639.021   0.007334117
     1639.353    0.00733767
     1639.685   0.007341215
     1640.017   0.007344812
     1640.348    0.00734885
      1640.68   0.007352916
     1641.013   0.007356984
     1641.344   0.007361044
     1641.678   0.007365126
      1642.01   0.007369189
     1642.342   0.007373273
     1642.674   0.007377345
     1643.007   0.007381429
      1643.34   0.007385522
     1643.672   0.007389605
     1644.005   0.007393699
     1644.337   0.007397789
      1644.67   0.007401891
     1645.003   0.007405994
     1645.336   0.007410101
      1645.67   0.007414209
     1646.002   0.007418306
     1646.336   0.007422423
     1646.669   0.007426539
     1647.002   0.007430643
     1647.336   0.007434766
     1647.669   0.007438888
     1648.003   0.007443011
     1648.336   0.007447131
      1648.67    0.00745126
     1649.003   0.007455381
     1649.337   0.007459517
     1649.671   0.007463652
     1650.005   0.007467741
     1650.339   0.007472182
     1650.672   0.007476572
     1651.008   0.007480988
     1651.341   0.007485382
     1651.676   0.007489789
      1652.01   0.007494197
     1652.344   0.007498599
     1652.679   0.007503012
     1653.013   0.007507417
     1653.348   0.007511835
     1653.683   0.007516256
     1654.018   0.007520678
     1654.353   0.007525099
     1654.687   0.007529513
     1655.022   0.007533936
     1655.357   0.007538349
     1655.692   0.007542776
     1656.028   0.007547203
     1656.362   0.007551617
     1656.698   0.007556041
     1657.032   0.007560458
     1657.369   0.007564901
     1657.705   0.007569332
      1658.04   0.007573755
     1658.376   0.007578189
     1658.711   0.007582614
     1659.047   0.007587051
     1659.382   0.007591472
     1659.719   0.007595917
     1660.055   0.007600428
     1660.391   0.007605287
     1660.727   0.007610165
     1661.063   0.007615029
     1661.399   0.007619907
     1661.735   0.007624777
     1662.072   0.007629658
     1662.408   0.007634535
     1662.744   0.007639398
     1663.081   0.007644281
     1663.418   0.007649162
     1663.755   0.007654046
     1664.092   0.007658927
     1664.428   0.007663792
     1664.766   0.007668674
     1665.102    0.00767354
     1665.439   0.007678419
     1665.777   0.007683305
     1666.114   0.007688184
     1666.451   0.007693051
     1666.788   0.007697935
     1667.126   0.007702815
     1667.463   0.007707676
     1667.801   0.007712553
     1668.138   0.007717416
     1668.476   0.007722293
     1668.814   0.007727169
     1669.151   0.007732032
      1669.49   0.007736918
     1669.827   0.007741779
     1670.165   0.007746861
     1670.503   0.007752145
     1670.841   0.007757446
      1671.18   0.007762743
     1671.517   0.007768026
     1671.856   0.007773325
     1672.195   0.007778255
     1672.534   0.007782911
     1672.871   0.007787557
      1673.21   0.007791522
     1673.549   0.007795064
     1673.888   0.007798597
     1674.227    0.00780221
     1674.565   0.007805849
     1674.904   0.007809498
     1675.244   0.007813137
     1675.583   0.007816776
     1675.922   0.007820413
     1676.261   0.007824033
     1676.601   0.007827659
     1676.939   0.007831278
     1677.279   0.007834894
     1677.619    0.00783851
     1677.958   0.007842117
     1678.299   0.007845733
     1678.638   0.007849327
     1678.978   0.007852933
     1679.317   0.007856513
     1679.657   0.007860105
     1679.998   0.007863698
     1680.337   0.007867669
     1680.677   0.007871653
     1681.017   0.007875628
     1681.358   0.007879599
     1681.699   0.007883582
     1682.039   0.007887543
      1682.38   0.007891499
      1682.72   0.007895447
     1683.061   0.007899404
     1683.401   0.007903336
     1683.742    0.00790728
     1684.083   0.007911222
     1684.424   0.007915151
     1684.765   0.007919082
     1685.106   0.007922996
     1685.447   0.007926911
     1685.787   0.007930818
     1686.129   0.007934728
     1686.471    0.00793863
     1686.811   0.007942522
     1687.153   0.007946413
     1687.495   0.007950294
     1687.837   0.007954176
     1688.179   0.007958049
      1688.52   0.007961904
     1688.862   0.007965772
     1689.203   0.007969616
     1689.545   0.007973463
     1689.888   0.007977324
     1690.229   0.007981407
     1690.572   0.007985638
     1690.914   0.007989869
     1691.257   0.007994089
     1691.598    0.00799829
     1691.941   0.008002507
     1692.283    0.00800748
     1692.626   0.008012631
     1692.969   0.008017784
     1693.311   0.008023745
     1693.654   0.008029806
     1693.997   0.008035871
      1694.34   0.008041925
     1694.682   0.008047966
     1695.026    0.00805402
     1695.369   0.008060016
     1695.712   0.008065997
     1696.055   0.008071969
     1696.399   0.008077816
     1696.742   0.008083663
     1697.085   0.008089494
     1697.429   0.008095324
     1697.773   0.008101158
     1698.116   0.008106969
      1698.46   0.008112785
     1698.803   0.008118587
     1699.147   0.008124393
     1699.492   0.008130192
     1699.835    0.00813598
      1700.18   0.008142576
     1700.524    0.00814981
     1700.868   0.008157082
     1701.212   0.008164326
     1701.557   0.008171588
     1701.901   0.008178853
     1702.245    0.00818608
      1702.59   0.008193322
     1702.935   0.008200569
      1703.28   0.008207801
     1703.624   0.008215012
     1703.969   0.008222247
     1704.314   0.008229461
     1704.659    0.00823666
     1705.004   0.008243878
      1705.35   0.008251077
     1705.694   0.008258262
      1706.04   0.008265465
     1706.385   0.008272642
     1706.731   0.008279827
     1707.076    0.00828699
     1707.422   0.008294152
     1707.768   0.008301321
     1708.113   0.008308464
     1708.459   0.008315606
     1708.804   0.008322733
     1709.151    0.00832989
     1709.496   0.008336995
     1709.843   0.008344136
     1710.188    0.00835144
     1710.535   0.008358953
     1710.881   0.008366472
     1711.227    0.00837395
     1711.574   0.008381438
      1711.92   0.008388931
     1712.266   0.008396389
     1712.613   0.008403864
      1712.96   0.008411341
     1713.307   0.008418793
     1713.653   0.008426221
        1714.   0.008433675
     1714.348     0.0084411
     1714.694   0.008448512
     1715.042   0.008455942
     1715.389   0.008463342
     1715.736   0.008470746
     1716.083   0.008478126
     1716.431   0.008485505
     1716.779   0.008492889
     1717.125   0.008500242
     1717.473   0.008507596
      1717.82   0.008514938
     1718.168   0.008522283
     1718.516   0.008529611
     1718.865   0.008536945
     1719.212   0.008544235
      1719.56   0.008551537
     1719.908   0.008558837
     1720.256   0.008566402
     1720.604   0.008574071
     1720.952   0.008581735
     1721.301   0.008589387
      1721.65   0.008597039
     1721.998   0.008604697
     1722.347   0.008612315
     1722.695   0.008619918
     1723.044   0.008627539
     1723.393   0.008635128
     1723.741   0.008642699
     1724.091   0.008650285
     1724.439   0.008657817
     1724.788   0.008665374
     1725.138   0.008672921
     1725.487   0.008680448
     1725.837    0.00868798
     1726.186   0.008695469
     1726.535   0.008702962
     1726.884   0.008710438
     1727.234    0.00871791
     1727.583   0.008725353
     1727.934   0.008732838
     1728.283   0.008740248
     1728.633   0.008747675
     1728.983   0.008755106
     1729.333   0.008762476
     1729.683   0.008769868
     1730.033   0.008777352
     1730.383   0.008785024
     1730.734   0.008792781
     1731.083   0.008800508
     1731.435   0.008808245
     1731.785   0.008815947
     1732.136   0.008823653
     1732.487   0.008831329
     1732.837   0.008838989
     1733.188   0.008846649
     1733.538   0.008854271
     1733.889   0.008861918
      1734.24   0.008869532
     1734.592   0.008877134
     1734.943   0.008884741
     1735.294   0.008892288
     1735.645   0.008899856
     1735.996   0.008907407
     1736.348    0.00891493
     1736.699   0.008922457
      1737.05   0.008929958
     1737.402   0.008937447
     1737.753   0.008944924
     1738.106   0.008952426
     1738.457   0.008959854
      1738.81   0.008967306
     1739.162   0.008974741
     1739.513   0.008982137
     1739.866   0.008989573
     1740.217   0.008997192
     1740.571   0.009004988
     1740.922   0.009012758
     1741.275   0.009020514
     1741.628   0.009028262
      1741.98   0.009035996
     1742.333   0.009043711
     1742.685   0.009051406
     1743.038   0.009059121
     1743.391   0.009066796
     1743.743   0.009074453
     1744.096   0.009082125
      1744.45   0.009089765
     1744.803    0.00909741
     1745.156   0.009105017
     1745.509   0.009112623
     1745.862   0.009120213
     1746.216   0.009127804
     1746.569   0.009135379
     1746.922   0.009142941
     1747.277   0.009150509
      1747.63    0.00915803
     1747.984   0.009165574
     1748.338   0.009173078
     1748.692   0.009180566
     1749.046   0.009188071
     1749.399   0.009195522
     1749.754      0.009203
     1750.108   0.009210413
     1750.462    0.00921777
     1750.817   0.009225146
     1751.171   0.009232465
     1751.526   0.009239788
      1751.88   0.009247092
     1752.235   0.009254389
     1752.589   0.009261657
     1752.944    0.00926895
     1753.299    0.00927621
     1753.654    0.00928347
     1754.009   0.009290735
     1754.364   0.009297938
     1754.719   0.009305164
     1755.075   0.009312386
     1755.429   0.009319559
     1755.785   0.009326751
      1756.14   0.009333914
     1756.495   0.009341076
     1756.851    0.00934824
     1757.207   0.009355385
     1757.563   0.009362516
     1757.918   0.009369633
     1758.274   0.009376734
      1758.63   0.009383815
     1758.986   0.009390914
     1759.342   0.009397983
     1759.698    0.00940503
     1760.055   0.009412218
     1760.411   0.009419641
     1760.768    0.00942712
     1761.123   0.009434566
      1761.48   0.009442013
     1761.837   0.009449462
     1762.193   0.009456878
      1762.55   0.009464297
     1762.906   0.009471699
     1763.263   0.009479098
      1763.62   0.009486489
     1763.978   0.009493883
     1764.334   0.009501228
     1764.692   0.009508596
     1765.049   0.009515963
     1765.406   0.009523279
     1765.763   0.009530615
     1766.121   0.009537942
     1766.479   0.009545254
     1766.837   0.009552569
     1767.194   0.009559846
     1767.552    0.00956713
     1767.909   0.009574401
     1768.267   0.009581662
     1768.625    0.00958892
     1768.983    0.00959616
     1769.341   0.009603392
     1769.698   0.009610609
     1770.058   0.009617982
     1770.416   0.009625601
     1770.774   0.009633293
     1771.132   0.009640952
     1771.491   0.009648618
      1771.85   0.009656286
     1772.208   0.009663919
     1772.567   0.009671557
     1772.926   0.009679203
     1773.285   0.009686822
     1773.644    0.00969444
     1774.003    0.00970204
     1774.362   0.009709631
     1774.721   0.009717205
      1775.08   0.009724794
      1775.44   0.009732365
     1775.799   0.009739919
     1776.158    0.00974748
     1776.518    0.00975503
     1776.878   0.009762578
     1777.237    0.00977009
     1777.597   0.009777617
     1777.957   0.009785146
     1778.317   0.009792631
     1778.677   0.009800131
     1779.036   0.009807613
     1779.398   0.009815123
     1779.757    0.00982259
     1780.118   0.009830316
     1780.478   0.009838241
     1780.838    0.00984622
     1781.199   0.009854209
     1781.559   0.009862161
      1781.92   0.009870139
     1782.281   0.009878103
     1782.641   0.009886045
     1783.003    0.00989403
     1783.363   0.009901952
     1783.724   0.009909895
     1784.085   0.009917812
     1784.446   0.009925732
     1784.808   0.009933652
     1785.168   0.009941546
      1785.53   0.009949454
     1785.892   0.009957363
     1786.254   0.009965257
     1786.615   0.009973126
     1786.976   0.009981017
     1787.339    0.00998889
       1787.7    0.00999674
     1788.062    0.01000461
     1788.423    0.01001245
     1788.785    0.01002031
     1789.148    0.01002816
      1789.51      0.010036
     1789.873    0.01004392
     1790.234    0.01005202
     1790.597    0.01006042
     1790.959    0.01006881
     1791.322    0.01007719
     1791.685    0.01008558
     1792.047    0.01009395
     1792.411    0.01010235
     1792.773     0.0101107
     1793.136    0.01011907
     1793.498    0.01012741
     1793.862    0.01013577
     1794.225    0.01014413
     1794.588    0.01015245
     1794.951     0.0101608
     1795.314    0.01016911
     1795.678    0.01017745
     1796.041    0.01018578
     1796.405    0.01019411
     1796.769    0.01020244
     1797.132    0.01021074
     1797.496    0.01021905
     1797.859    0.01022734
     1798.224    0.01023565
     1798.588    0.01024395
     1798.952    0.01025226
     1799.317    0.01026055
      1799.68    0.01026883
     1800.045    0.01027712
     1800.409    0.01028533
     1800.773    0.01029358
     1801.138    0.01030182
     1801.502    0.01031003
     1801.867    0.01031827
     1802.231    0.01032647
     1802.597    0.01033472
     1802.962    0.01034292
     1803.327    0.01035113
     1803.692    0.01035935
     1804.057    0.01036754
     1804.422    0.01037574
     1804.787    0.01038392
     1805.152    0.01039212
     1805.518    0.01040032
     1805.884    0.01040852
      1806.25    0.01041671
     1806.615    0.01042487
     1806.981    0.01043306
     1807.346    0.01044122
     1807.712     0.0104494
     1808.078    0.01045758
     1808.443    0.01046573
      1808.81    0.01047391
     1809.176    0.01048208
     1809.543    0.01049025
     1809.908     0.0104984
     1810.275    0.01050704
     1810.642    0.01051583
     1811.008     0.0105246
     1811.375    0.01053338
      1811.74    0.01054215
     1812.109    0.01055096
     1812.475    0.01055972
     1812.842    0.01056851
     1813.209     0.0105773
     1813.575    0.01058605
     1813.943    0.01059483
     1814.309    0.01060354
     1814.677    0.01061227
     1815.045      0.010621
     1815.411    0.01062967
     1815.779    0.01063837
     1816.147    0.01064707
     1816.515    0.01065576
     1816.882    0.01066443
      1817.25    0.01067315
     1817.618    0.01068186
     1817.985    0.01069055
     1818.354     0.0106993
     1818.722    0.01070805
     1819.091     0.0107168
     1819.458    0.01072552
     1819.827    0.01073426
     1820.195      0.010743
     1820.563    0.01075171
     1820.932    0.01076045
       1821.3    0.01076916
     1821.669    0.01077789
     1822.038    0.01078663
     1822.406    0.01079534
     1822.776     0.0108041
     1823.145    0.01081281
     1823.514    0.01082155
     1823.882    0.01083027
     1824.252    0.01083901
     1824.621    0.01084775
      1824.99    0.01085647
      1825.36    0.01086522
      1825.73    0.01087397
     1826.099    0.01088273
     1826.469    0.01089148
     1826.839    0.01090021
     1827.209    0.01090897
     1827.578     0.0109177
     1827.948    0.01092646
     1828.317     0.0109352
     1828.688    0.01094396
     1829.058    0.01095273
