WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t wfpc2,a2d7,1,f569w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.149974E-18
PIVWV    r 5644.398
BANDW    r 410.8718
TPEAK    r 0.01630988
EQUVW    r 18.69461
RECTW    r 1146.214
EMFLX    r 4.887044E-15
        1850.   3.791337E-9
      1850.33   3.690583E-9
     1850.659   3.589758E-9
     1850.989   3.488449E-9
     1851.319   3.386919E-9
      1851.65   3.285204E-9
      1851.98   3.183305E-9
      1852.31   3.081183E-9
      1852.64   2.979141E-9
     1852.971   2.876612E-9
     1853.301   2.773897E-9
     1853.631   2.671263E-9
     1853.962   2.568102E-9
     1854.292   2.464754E-9
     1854.623   2.361221E-9
     1854.954   2.257462E-9
     1855.284   2.153825E-9
     1855.615   2.049656E-9
     1855.946   1.945301E-9
     1856.276   1.841028E-9
     1856.608   1.736260E-9
     1856.939   1.631266E-9
     1857.269   1.526395E-9
     1857.602   1.420677E-9
     1857.933   1.315042E-9
     1858.264   1.209571E-9
     1858.595   1.103561E-9
     1858.927  9.973227E-10
     1859.258  8.912101E-10
     1859.589  7.845563E-10
     1859.921  6.777137E-10
     1860.252   6.243075E-9
     1860.585   1.364412E-8
     1860.917   2.103669E-8
     1861.248   2.841794E-8
      1861.58   3.583965E-8
     1861.912   4.327460E-8
     1862.243   5.070087E-8
     1862.576   5.816781E-8
     1862.908   6.564525E-8
      1863.24   7.311671E-8
     1863.573   8.064831E-8
     1863.904   8.814631E-8
     1864.237   9.568527E-8
      1864.57   1.032375E-7
     1864.901   1.107810E-7
     1865.234   1.183627E-7
     1865.567   1.259607E-7
     1865.899   1.335468E-7
     1866.232   1.411743E-7
     1866.566   1.488377E-7
     1866.898   1.564696E-7
     1867.231   1.641401E-7
     1867.564   1.718242E-7
     1867.896   1.795020E-7
      1868.23   1.872158E-7
     1868.563   1.949459E-7
     1868.895   2.026668E-7
     1869.229   2.104267E-7
     1869.562   2.182002E-7
     1869.896   2.259901E-7
      1870.23   2.295878E-7
     1870.563   2.312855E-7
     1870.896   2.329810E-7
      1871.23   2.346842E-7
     1871.564   2.363915E-7
     1871.897   2.380959E-7
     1872.231   2.398087E-7
     1872.565   2.415250E-7
     1872.899   2.432440E-7
     1873.233   2.449664E-7
     1873.566   2.466866E-7
     1873.901   2.484146E-7
     1874.235   2.501460E-7
     1874.568   2.518759E-7
     1874.903   2.536135E-7
     1875.237   2.553540E-7
     1875.572   2.570979E-7
     1875.907   2.588452E-7
     1876.241   2.605954E-7
     1876.575   2.623433E-7
      1876.91   2.640997E-7
     1877.245   2.658596E-7
     1877.579   2.676165E-7
     1877.914   2.693827E-7
     1878.249   2.711517E-7
     1878.584   2.729235E-7
     1878.919   2.746988E-7
     1879.254   2.764429E-7
     1879.589   2.781860E-7
     1879.924   2.799320E-7
      1880.26   2.733134E-7
     1880.594   2.642711E-7
      1880.93   2.551848E-7
     1881.265   2.460844E-7
     1881.601   2.369664E-7
     1881.937   2.278340E-7
     1882.272   2.187107E-7
     1882.607   2.095466E-7
     1882.943   2.003648E-7
     1883.278   1.911955E-7
     1883.614   1.819818E-7
      1883.95   1.727537E-7
     1884.286   1.635382E-7
     1884.623   1.542480E-7
     1884.959   1.449702E-7
     1885.294   1.357051E-7
     1885.631   1.263953E-7
     1885.967   1.170711E-7
     1886.303   1.077597E-7
     1886.639   9.840346E-8
     1886.976   8.902939E-8
     1887.312   7.966820E-8
     1887.648   7.026194E-8
     1887.985   6.084128E-8
     1888.322   5.140278E-8
     1888.659   4.194984E-8
     1888.995   3.250993E-8
     1889.332   2.302472E-8
     1889.669   1.352161E-8
     1890.006   4.181663E-9
     1890.343   4.091908E-9
     1890.681   4.001422E-9
     1891.017   3.911349E-9
     1891.355   3.820837E-9
     1891.692   3.730148E-9
     1892.029   3.639579E-9
     1892.366   3.548603E-9
     1892.704   3.457417E-9
     1893.041   3.366385E-9
     1893.378   3.274910E-9
     1893.716   3.183291E-9
     1894.054   3.091495E-9
     1894.392   2.999521E-9
      1894.73   2.907403E-9
     1895.067   2.815406E-9
     1895.405   2.722965E-9
     1895.744   2.630345E-9
     1896.081   2.537883E-9
     1896.419   2.444940E-9
     1896.757   2.351853E-9
     1897.096   2.258586E-9
     1897.434   2.165174E-9
     1897.772   2.071887E-9
     1898.111   1.978151E-9
     1898.449   1.884269E-9
     1898.787   1.790479E-9
     1899.126   1.696273E-9
     1899.465   1.601887E-9
     1899.802   1.507628E-9
     1900.143   1.445004E-9
     1900.482   1.427251E-9
      1900.82   1.409514E-9
     1901.159   1.391696E-9
     1901.498   1.373843E-9
     1901.836   1.356012E-9
     1902.176   1.338094E-9
     1902.515   1.320140E-9
     1902.854   1.302215E-9
     1903.194   1.284144E-9
     1903.534   1.266096E-9
     1903.872   1.248070E-9
     1904.212   1.229957E-9
     1904.552   1.211814E-9
     1904.891   1.193688E-9
      1905.23   1.175480E-9
      1905.57   1.157236E-9
     1905.909   1.139015E-9
      1906.25   1.120653E-9
      1906.59   1.102367E-9
      1906.93   1.083992E-9
      1907.27   1.065582E-9
     1907.609   1.047201E-9
      1907.95   1.028731E-9
      1908.29   1.010224E-9
     1908.631  9.916821E-10
      1908.97  9.731701E-10
     1909.312  9.545087E-10
     1909.651  9.359311E-10
     1909.992  9.172572E-10
     1910.333  9.032917E-10
     1910.673  8.894580E-10
     1911.014  8.755518E-10
     1911.355  8.616181E-10
     1911.695  8.477065E-10
     1912.036  8.337274E-10
     1912.378  8.196755E-10
     1912.718  8.056861E-10
      1913.06  7.916338E-10
     1913.401  7.775488E-10
     1913.741  7.634864E-10
     1914.083  7.493559E-10
     1914.424  7.351976E-10
     1914.765  7.210571E-10
     1915.107  7.068482E-10
     1915.448  6.926166E-10
      1915.79  6.783570E-10
     1916.132  6.640692E-10
     1916.473  6.498049E-10
     1916.815  6.354717E-10
     1917.157  6.211104E-10
     1917.498  6.067676E-10
      1917.84  5.923554E-10
     1918.182  5.779204E-10
     1918.524  5.634574E-10
     1918.867  5.489714E-10
     1919.209  5.344573E-10
     1919.551  5.199616E-10
     1919.893  5.053964E-10
     1920.236   1.968524E-9
     1920.577   4.099076E-9
      1920.92   6.240576E-9
     1921.263   8.385408E-9
     1921.605   1.053358E-8
     1921.948   1.268586E-8
     1922.291   1.484147E-8
     1922.633   1.699428E-8
     1922.976   1.915811E-8
     1923.319   2.132528E-8
     1923.661   2.348886E-8
     1924.005   2.566350E-8
     1924.348   2.784226E-8
     1924.692   3.002438E-8
     1925.035   3.220986E-8
     1925.377   3.439246E-8
     1925.721   3.658620E-8
     1926.064   3.878253E-8
     1926.407   4.097673E-8
     1926.751   4.318133E-8
     1927.095   4.539008E-8
     1927.438   4.759513E-8
     1927.782   4.981769E-8
