WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f475w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.937018E-19
PIVWV    r 4775.741
BANDW    r 418.8124
TPEAK    r 0.247354
EQUVW    r 311.8668
RECTW    r 1260.812
EMFLX    r 3.891285E-16
        3510.   4.705233E-6
     3510.386   4.710228E-6
     3510.769   4.715197E-6
     3511.155   4.720193E-6
     3511.538   4.725170E-6
     3511.924   4.730173E-6
      3512.31   4.735167E-6
     3512.695   4.740161E-6
     3513.079   4.745135E-6
     3513.465   4.750153E-6
     3513.849   4.755147E-6
     3514.234   4.760160E-6
     3514.618   4.765148E-6
     3515.004   4.770161E-6
      3515.39   4.775185E-6
     3515.776   4.780208E-6
      3516.16   4.785209E-6
     3516.546   4.790231E-6
     3516.931   4.795231E-6
     3517.317   4.800260E-6
     3517.701   4.805270E-6
     3518.087   4.810306E-6
     3518.472   4.815308E-6
      3518.86   4.820362E-6
     3519.244   4.825376E-6
     3519.631   4.830421E-6
     3520.015   4.835442E-6
     3520.402   4.840495E-6
     3520.786   4.845523E-6
     3521.173   4.850589E-6
     3521.558   4.855635E-6
     3521.944   4.860713E-6
     3522.331   4.865781E-6
     3522.718   4.870852E-6
     3523.103   4.875899E-6
      3523.49   4.880967E-6
     3523.875   4.886013E-6
     3524.261   4.891095E-6
     3524.646   4.896155E-6
     3525.033   4.901242E-6
     3525.419   4.906307E-6
     3525.808   4.911424E-6
     3526.193   4.916491E-6
      3526.58   4.921582E-6
     3526.965   4.926649E-6
     3527.353   4.931748E-6
     3527.738   4.936826E-6
     3528.125   4.941926E-6
     3528.511   4.947002E-6
     3528.898   4.952105E-6
     3529.286   4.957210E-6
     3529.673   4.962317E-6
     3530.059   4.967402E-6
     3530.447   4.972510E-6
     3530.832   4.977594E-6
      3531.22   4.982699E-6
     3531.608   4.987802E-6
     3531.993   4.992880E-6
     3532.381   4.997999E-6
     3532.769   5.003116E-6
     3533.155   5.008209E-6
     3533.543   5.013320E-6
     3533.931   5.018434E-6
     3534.317   5.023536E-6
     3534.705   5.028664E-6
     3535.091   5.033772E-6
     3535.479   5.038906E-6
     3535.866   5.044016E-6
     3536.256   5.049175E-6
     3536.642   5.054285E-6
     3537.031   5.059421E-6
     3537.417   5.064540E-6
     3537.805   5.069686E-6
     3538.192   5.074803E-6
     3538.581   5.079945E-6
     3538.967   5.085059E-6
     3539.356   5.090213E-6
     3539.744   5.095371E-6
     3540.133   5.100525E-6
      3540.52   5.105644E-6
     3540.908   5.110790E-6
     3541.295   5.115928E-6
     3541.684   5.121093E-6
     3542.071   5.126235E-6
      3542.46   5.131391E-6
     3542.847   5.136525E-6
     3543.238   5.141713E-6
     3543.625   5.146856E-6
     3544.014   5.152024E-6
     3544.401   5.157175E-6
     3544.791   5.162355E-6
     3545.178   5.167512E-6
     3545.567   5.172692E-6
     3545.955   5.177854E-6
     3546.344   5.183033E-6
     3546.733   5.188208E-6
     3547.123   5.193394E-6
      3547.51   5.198562E-6
       3547.9   5.203754E-6
     3548.287   5.208920E-6
     3548.677   5.214110E-6
     3549.065   5.219275E-6
     3549.454   5.224480E-6
     3549.842   5.229661E-6
     3550.234   5.226724E-6
     3550.622   5.218354E-6
     3551.012   5.209939E-6
       3551.4   5.201552E-6
      3551.79   5.193119E-6
     3552.177   5.184730E-6
     3552.568   5.176295E-6
     3552.956   5.167901E-6
     3553.346   5.159455E-6
     3553.736   5.151006E-6
     3554.126   5.142554E-6
     3554.515   5.134140E-6
     3554.905   5.125686E-6
     3555.295   5.117215E-6
     3555.684   5.108780E-6
     3556.074   5.100300E-6
     3556.463   5.091859E-6
     3556.853   5.083377E-6
     3557.244   5.074890E-6
     3557.634   5.066400E-6
     3558.023   5.057950E-6
     3558.414   5.049450E-6
     3558.802   5.040987E-6
     3559.193   5.032474E-6
     3559.582   5.024000E-6
     3559.973   5.015486E-6
     3560.362   5.007002E-6
     3560.753   4.998479E-6
     3561.144   4.989950E-6
     3561.535   4.981408E-6
     3561.924   4.972906E-6
     3562.315   4.964350E-6
     3562.704   4.955831E-6
     3563.095   4.947269E-6
     3563.485   4.938754E-6
     3563.876   4.930198E-6
     3564.265   4.921679E-6
     3564.658   4.913073E-6
     3565.048   4.904547E-6
     3565.439   4.895954E-6
     3565.829   4.887409E-6
      3566.22   4.878814E-6
      3566.61   4.870260E-6
     3567.002   4.861661E-6
     3567.391   4.853100E-6
     3567.783   4.844489E-6
     3568.175   4.835880E-6
     3568.567   4.827267E-6
     3568.957   4.818693E-6
     3569.348   4.810069E-6
     3569.738   4.801483E-6
      3570.13   4.792819E-6
      3570.52   4.784151E-6
     3570.912   4.775431E-6
     3571.302   4.766755E-6
     3571.697   4.757991E-6
     3572.087   4.749302E-6
     3572.479   4.740565E-6
     3572.869   4.731862E-6
     3573.262   4.723113E-6
     3573.652   4.714404E-6
     3574.044   4.705650E-6
     3574.435   4.696944E-6
     3574.827   4.688197E-6
      3575.22   4.679439E-6
     3575.613   4.670674E-6
     3576.003   4.661950E-6
     3576.396   4.653165E-6
     3576.787   4.644417E-6
     3577.179   4.635632E-6
     3577.572   4.626847E-6
     3577.963   4.618103E-6
     3578.356   4.609306E-6
     3578.749   4.600501E-6
     3579.142   4.591697E-6
     3579.533   4.582925E-6
     3579.926   4.574105E-6
     3580.317   4.565406E-6
      3580.71   4.556679E-6
     3581.101   4.547991E-6
     3581.494   4.539250E-6
     3581.886   4.530551E-6
     3582.281   4.521757E-6
     3582.672   4.513044E-6
     3583.066   4.504284E-6
     3583.457   4.495556E-6
     3583.851   4.486777E-6
     3584.242   4.478043E-6
     3584.636   4.469270E-6
     3585.027   4.460536E-6
     3585.421   4.451750E-6
     3585.815   4.442956E-6
     3586.208   4.434161E-6
       3586.6   4.425413E-6
     3586.994   4.416607E-6
     3587.386   4.407847E-6
      3587.78   4.399040E-6
     3588.172   4.390261E-6
     3588.566   4.381432E-6
     3588.958   4.372639E-6
     3589.354   4.363757E-6
     3589.746   4.354966E-6
      3590.14   4.351401E-6
     3590.532   4.357368E-6
     3590.927   4.363366E-6
     3591.319   4.369337E-6
     3591.713   4.375339E-6
     3592.106   4.381310E-6
       3592.5   4.387311E-6
     3592.895   4.393309E-6
     3593.289   4.399315E-6
     3593.682   4.405296E-6
     3594.076   4.411308E-6
     3594.469   4.417297E-6
     3594.864   4.423312E-6
     3595.256   4.429304E-6
     3595.651   4.435327E-6
     3596.044   4.441324E-6
     3596.441   4.447390E-6
     3596.834   4.453393E-6
     3597.229   4.459424E-6
     3597.622   4.465417E-6
     3598.017   4.471447E-6
     3598.412   4.477496E-6
     3598.805   4.483512E-6
       3599.2   4.489561E-6
     3599.593   4.495585E-6
     3599.989   4.501642E-6
     3600.384   4.507764E-6
