WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,sbc,f122m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 2.809785E-16
PIVWV    r 1273.737
BANDW    r 90.86664
TPEAK    r 0.0095276
EQUVW    r 1.223294
RECTW    r 128.3948
EMFLX    r 7.300118E-14
        1162.   0.001976742
      1162.08   0.001989593
     1162.161   0.002002518
     1162.241   0.002015515
     1162.321   0.002028546
     1162.402    0.00204165
     1162.482   0.002054808
     1162.563   0.002068019
     1162.643   0.002081265
     1162.723   0.002094585
     1162.804   0.002107959
     1162.884   0.002121285
     1162.964   0.002134767
     1163.045   0.002148304
     1163.126   0.002161999
     1163.206   0.002175645
     1163.286   0.002189347
     1163.366   0.002202999
     1163.447   0.002216832
     1163.527   0.002230698
     1163.608   0.002244621
     1163.688    0.00225862
     1163.769   0.002272654
     1163.849   0.002286744
      1163.93   0.002300911
      1164.01   0.002315134
     1164.091   0.002329392
     1164.171   0.002343729
     1164.252   0.002358122
     1164.332    0.00237255
     1164.413   0.002387056
     1164.493   0.002401509
     1164.574    0.00241624
     1164.655   0.002430919
     1164.735   0.002445654
     1164.816   0.002460447
     1164.896   0.002475298
     1164.976   0.002490094
     1165.057    0.00250506
     1165.137   0.002520085
     1165.218   0.002535167
     1165.299   0.002550446
      1165.38   0.002565646
      1165.46   0.002580789
     1165.541   0.002596129
     1165.621   0.002611505
     1165.702   0.002626963
     1165.782   0.002642458
     1165.863   0.002658035
     1165.944   0.002673672
     1166.024   0.002689343
     1166.105     0.0027051
     1166.186   0.002720916
     1166.266   0.002736792
     1166.347   0.002752729
     1166.428   0.002768726
     1166.508    0.00278476
     1166.588   0.002800755
     1166.669   0.002816933
      1166.75   0.002833321
     1166.831   0.002849622
     1166.912   0.002865984
     1166.993   0.002882407
     1167.073   0.002898917
     1167.153   0.002915339
     1167.234   0.002931947
     1167.315   0.002948642
     1167.396   0.002965374
     1167.477   0.002982321
     1167.558   0.002999177
     1167.638   0.003015994
     1167.719   0.003032976
     1167.799   0.003050046
      1167.88   0.003067179
     1167.961   0.003084376
     1168.042   0.003101635
     1168.123   0.003118932
     1168.203   0.003136319
     1168.284   0.003153769
     1168.365   0.003171283
     1168.446   0.003188887
     1168.527   0.003206529
     1168.608   0.003224236
     1168.688   0.003242006
     1168.769   0.003259707
     1168.849   0.003277607
     1168.931   0.003295734
     1169.012   0.003313764
     1169.093   0.003331886
     1169.173   0.003350046
     1169.254   0.003368162
     1169.335   0.003386452
     1169.416   0.003404837
     1169.496   0.003423259
     1169.577   0.003441776
     1169.659   0.003460498
     1169.739   0.003479006
      1169.82   0.003497722
     1169.901   0.003516476
     1169.982   0.003535324
     1170.063   0.003551814
     1170.144   0.003567646
     1170.225   0.003583544
     1170.306   0.003599461
     1170.387   0.003615421
     1170.468   0.003631423
     1170.548   0.003647469
      1170.63   0.003663582
      1170.71   0.003679714
     1170.791   0.003695888
     1170.872   0.003712009
     1170.953    0.00372827
     1171.034   0.003744598
     1171.115   0.003760946
     1171.196   0.003777486
     1171.277   0.003793945
     1171.358   0.003810299
     1171.439   0.003826846
      1171.52   0.003843437
     1171.601   0.003860072
     1171.682    0.00387675
     1171.763   0.003893472
     1171.845   0.003910366
     1171.925   0.003927051
     1172.006   0.003943905
     1172.087   0.003960805
     1172.168   0.003977749
     1172.249   0.003994738
     1172.331   0.004011797
     1172.412   0.004028874
     1172.493   0.004045997
     1172.573    0.00406306
     1172.655   0.004080402
     1172.736   0.004097684
     1172.817   0.004114986
     1172.898   0.004132359
     1172.979   0.004149777
      1173.06   0.004167083
     1173.141   0.004184592
     1173.222   0.004202146
     1173.303   0.004219719
     1173.385   0.004237496
     1173.466   0.004255188
     1173.547   0.004272791
     1173.628   0.004290573
     1173.709   0.004308401
      1173.79   0.004326275
     1173.872   0.004344196
     1173.953   0.004362188
     1174.034   0.004380201
     1174.115   0.004398259
     1174.197   0.004416391
     1174.278   0.004434543
     1174.359   0.004452741
      1174.44   0.004471012
     1174.521   0.004489304
     1174.603   0.004507668
     1174.683   0.004525914
     1174.765   0.004544373
     1174.846   0.004563018
     1174.928   0.004581571
     1175.009   0.004599671
      1175.09    0.00461401
     1175.171   0.004628271
     1175.252   0.004642672
     1175.333   0.004657105
     1175.415   0.004671568
     1175.496   0.004686065
     1175.578   0.004700702
     1175.659   0.004715153
      1175.74   0.004729745
     1175.821    0.00474439
     1175.903   0.004759046
     1175.984   0.004773735
     1176.065   0.004788476
     1176.147   0.004803229
     1176.228   0.004818035
     1176.309   0.004832853
     1176.391   0.004847724
     1176.472   0.004862605
     1176.554   0.004877542
     1176.635   0.004892511
     1176.716   0.004907512
     1176.797   0.004922411
     1176.879   0.004937477
      1176.96   0.004952577
     1177.042   0.004967822
     1177.123   0.004982986
     1177.205   0.004998184
     1177.286   0.005013415
     1177.367   0.005028564
     1177.448    0.00504386
      1177.53    0.00505919
     1177.611   0.005074575
     1177.693   0.005089971
     1177.775   0.005105538
     1177.856   0.005120885
     1177.937    0.00513638
     1178.019   0.005151933
       1178.1   0.005167494
     1178.182   0.005183113
     1178.263   0.005198765
     1178.345   0.005214428
     1178.426   0.005230147
     1178.508   0.005245901
     1178.589   0.005261687
     1178.671   0.005277485
     1178.752   0.005293338
     1178.834   0.005309227
     1178.915   0.005325149
     1178.996   0.005340985
     1179.078   0.005356975
     1179.159   0.005372999
     1179.242   0.005389202
     1179.323   0.005405294
     1179.405   0.005421421
     1179.486   0.005437461
     1179.567    0.00545368
     1179.649   0.005469908
     1179.731   0.005486196
     1179.812   0.005502495
     1179.894   0.005518852
     1179.975   0.005535219
     1180.057   0.005549752
     1180.139   0.005563491
      1180.22   0.005577251
     1180.302   0.005591014
     1180.384   0.005604821
     1180.465    0.00561865
     1180.547   0.005632503
     1180.628   0.005646274
      1180.71   0.005660276
     1180.792   0.005674197
     1180.874   0.005688142
     1180.955   0.005702108
     1181.037    0.00571612
     1181.118   0.005730028
       1181.2   0.005744064
     1181.281   0.005758124
     1181.363   0.005772227
     1181.445   0.005786438
     1181.527   0.005800587
     1181.608   0.005814635
      1181.69    0.00582883
     1181.772   0.005843028
     1181.854   0.005857272
     1181.935   0.005871538
     1182.017   0.005885806
     1182.099   0.005900119
     1182.181   0.005914455
     1182.262   0.005928815
     1182.344   0.005943199
     1182.426   0.005957605
     1182.508   0.005972036
     1182.589    0.00598649
     1182.671   0.006000968
     1182.753   0.006015468
     1182.834   0.006029884
     1182.917   0.006044563
     1182.999   0.006059134
      1183.08   0.006073752
     1183.162   0.006088371
     1183.244   0.006103036
     1183.325   0.006117594
     1183.407   0.006132284
     1183.489    0.00614702
     1183.571    0.00616178
     1183.653   0.006176674
     1183.735   0.006191461
     1183.817   0.006206183
     1183.898   0.006221038
      1183.98   0.006235896
     1184.062   0.006250801
     1184.144   0.006265728
     1184.226    0.00628068
     1184.308   0.006295657
      1184.39   0.006310679
     1184.472   0.006325703
     1184.554   0.006340752
     1184.636   0.006355826
     1184.718   0.006370923
       1184.8   0.006386066
     1184.881   0.006401212
     1184.963    0.00641627
     1185.045   0.006431487
     1185.127   0.006446842
     1185.209   0.006462084
     1185.291   0.006477376
     1185.373   0.006492689
     1185.455   0.006507892
     1185.537   0.006523256
     1185.619   0.006538644
     1185.701   0.006554035
     1185.783   0.006569472
     1185.865   0.006585071
     1185.948   0.006600559
     1186.029   0.006615931
     1186.111   0.006631469
     1186.193    0.00664703
     1186.275   0.006662638
     1186.357   0.006678248
     1186.439   0.006693883
     1186.521   0.006709544
     1186.603   0.006725253
     1186.685   0.006740963
     1186.767   0.006756721
     1186.849    0.00677248
     1186.932   0.006788289
     1187.014   0.006804098
     1187.095    0.00681984
     1187.177   0.006835699
     1187.259   0.006851607
     1187.342   0.006867541
     1187.424   0.006883618
     1187.506   0.006899603
     1187.589   0.006915612
      1187.67   0.006931527
     1187.752   0.006947587
     1187.834   0.006963673
     1187.917   0.006979782
     1187.999   0.006995918
     1188.082   0.007012199
     1188.163   0.007028267
     1188.245   0.007044503
     1188.328   0.007060741
      1188.41   0.007077004
     1188.492   0.007093316
     1188.574   0.007109629
     1188.656   0.007125992
     1188.739   0.007142358
      1188.82   0.007158652
     1188.903   0.007175214
     1188.985   0.007191657
     1189.068   0.007208149
      1189.15   0.007224668
     1189.232    0.00724121
     1189.314   0.007257636
     1189.396   0.007274229
     1189.478    0.00729085
     1189.561   0.007307646
     1189.643   0.007324319
     1189.726   0.007341018
     1189.807    0.00735762
      1189.89   0.007374372
     1189.972   0.007391148
     1190.054   0.007405819
     1190.137   0.007419368
     1190.219   0.007432934
     1190.301   0.007446536
     1190.384   0.007460131
     1190.466   0.007473762
     1190.548   0.007487406
     1190.631   0.007501045
     1190.713   0.007514719
     1190.795    0.00752841
     1190.878   0.007542093
     1190.959   0.007555711
     1191.042   0.007569546
     1191.125   0.007583295
     1191.207   0.007597059
      1191.29   0.007610836
     1191.372   0.007624629
     1191.454   0.007638335
     1191.536   0.007652158
     1191.619   0.007665995
     1191.701   0.007679868
     1191.784   0.007693736
     1191.867   0.007707741
     1191.949   0.007721638
     1192.031   0.007735447
     1192.113   0.007749395
     1192.196   0.007763337
     1192.278   0.007777314
     1192.361   0.007791287
     1192.443   0.007805295
     1192.526   0.007819316
     1192.608   0.007833335
     1192.691   0.007847387
     1192.773   0.007861455
     1192.856   0.007875537
     1192.938   0.007889635
     1193.021   0.007903748
     1193.103   0.007917876
     1193.185   0.007931914
     1193.268   0.007946073
     1193.351   0.007960352
     1193.433   0.007974562
     1193.516   0.007988765
     1193.598   0.008002877
      1193.68   0.008017113
     1193.763   0.008031381
     1193.846   0.008045644
     1193.928   0.008059946
     1194.011   0.008074366
     1194.094   0.008088676
     1194.176   0.008102917
     1194.259   0.008117258
     1194.341   0.008131634
     1194.424   0.008146023
     1194.506   0.008160432
     1194.589   0.008174853
     1194.672   0.008189292
     1194.754   0.008203724
     1194.837   0.008218213
      1194.92   0.008232698
     1195.002   0.008247144
     1195.085   0.008259747
     1195.168   0.008272361
      1195.25   0.008284984
     1195.332   0.008297523
     1195.415   0.008310182
     1195.498   0.008322831
     1195.581   0.008335602
     1195.664   0.008348272
     1195.746   0.008360967
     1195.828   0.008373559
     1195.911   0.008386274
     1195.994   0.008398996
     1196.077    0.00841171
     1196.159   0.008424453
     1196.242   0.008437203
     1196.326   0.008450055
     1196.408   0.008462732
      1196.49   0.008475509
     1196.573   0.008488294
     1196.656   0.008501091
     1196.739   0.008513897
     1196.822   0.008526712
     1196.904   0.008539536
     1196.986   0.008552272
      1197.07   0.008565228
     1197.153   0.008578079
     1197.235   0.008590939
     1197.318   0.008603826
     1197.401   0.008616704
     1197.484   0.008629611
     1197.566   0.008642412
     1197.649   0.008655337
     1197.732    0.00866825
     1197.815   0.008681307
     1197.898   0.008694241
     1197.981   0.008707201
     1198.063   0.008720076
     1198.146   0.008733055
     1198.229   0.008746027
     1198.312   0.008759023
     1198.395   0.008772049
     1198.478   0.008785064
     1198.561   0.008798089
     1198.644   0.008811124
     1198.726   0.008824167
     1198.809    0.00883722
     1198.892   0.008850299
     1198.975   0.008863372
     1199.058   0.008876471
     1199.141    0.00888956
     1199.223   0.008902562
     1199.307   0.008915785
      1199.39    0.00892892
     1199.473   0.008942045
     1199.556     0.0089552
     1199.639   0.008968363
     1199.721   0.008981421
     1199.804   0.008994601
     1199.887   0.009007794
      1199.97   0.009020993
     1200.054   0.009027973
     1200.137   0.009031427
     1200.219   0.009034856
     1200.302   0.009038309
     1200.385    0.00904176
     1200.468   0.009045215
     1200.551   0.009048663
     1200.634   0.009052111
     1200.718   0.009055561
     1200.801   0.009059006
     1200.884   0.009062449
     1200.967   0.009065895
      1201.05   0.009069341
     1201.133   0.009072781
     1201.216   0.009076224
     1201.299   0.009079659
     1201.381   0.009083075
     1201.465   0.009086514
     1201.548   0.009089977
     1201.631   0.009093412
     1201.715   0.009096847
     1201.798   0.009100282
      1201.88   0.009103682
     1201.963   0.009107114
     1202.046   0.009110544
      1202.13   0.009113977
     1202.213   0.009117403
     1202.297   0.009120855
      1202.38   0.009124282
     1202.462    0.00912768
     1202.545   0.009131102
     1202.629   0.009134527
     1202.712   0.009137945
     1202.795   0.009141367
     1202.878   0.009144783
     1202.961   0.009148202
     1203.045   0.009151621
     1203.128   0.009155032
     1203.211   0.009158446
     1203.294   0.009161863
     1203.378   0.009165276
     1203.461   0.009168685
     1203.544   0.009172095
     1203.627   0.009175474
      1203.71   0.009178882
     1203.793   0.009182286
     1203.877   0.009185721
      1203.96   0.009189123
     1204.044   0.009192526
     1204.126   0.009195901
      1204.21   0.009199305
     1204.293   0.009202703
     1204.376   0.009206099
     1204.459   0.009209497
     1204.543   0.009212921
     1204.626   0.009216287
     1204.709   0.009219682
     1204.793   0.009223071
     1204.876   0.009226464
     1204.959   0.009229856
     1205.043   0.009233245
     1205.126   0.009236632
     1205.209   0.009240014
     1205.292   0.009243376
     1205.376   0.009246784
      1205.46   0.009250166
     1205.543   0.009253551
     1205.626   0.009256932
      1205.71   0.009260309
     1205.793   0.009263661
     1205.876   0.009267037
     1205.959    0.00927041
     1206.043   0.009273812
     1206.127   0.009277188
      1206.21   0.009280558
     1206.293   0.009283899
     1206.377   0.009287272
      1206.46   0.009290637
     1206.543   0.009294008
     1206.627   0.009297375
      1206.71   0.009300734
     1206.794   0.009304099
     1206.877   0.009307463
     1206.961   0.009310821
     1207.044   0.009314182
     1207.128   0.009317541
     1207.211   0.009320898
     1207.295   0.009324255
     1207.378   0.009327608
     1207.461   0.009330938
     1207.545   0.009334316
     1207.629   0.009337666
     1207.712   0.009341013
     1207.796   0.009344365
      1207.88   0.009347709
     1207.963   0.009351059
     1208.046   0.009354376
      1208.13   0.009357717
     1208.213   0.009361061
     1208.297     0.0093644
     1208.381   0.009367771
     1208.464   0.009371106
     1208.547   0.009374417
     1208.631   0.009377756
     1208.715   0.009381085
     1208.798   0.009384419
     1208.882   0.009387751
     1208.965   0.009391082
     1209.049   0.009394416
     1209.133   0.009397742
     1209.216   0.009401069
       1209.3   0.009404395
     1209.384   0.009407716
     1209.467   0.009411044
     1209.551   0.009414361
     1209.635   0.009417682
     1209.718   0.009420978
     1209.801   0.009424292
     1209.886   0.009427637
     1209.969   0.009430953
     1210.053   0.009433103
     1210.137   0.009434585
      1210.22    0.00943605
     1210.304   0.009437523
     1210.387   0.009438992
     1210.471   0.009440456
     1210.555    0.00944193
     1210.639   0.009443385
     1210.722   0.009444828
     1210.806   0.009446276
      1210.89    0.00944772
     1210.974    0.00944916
     1211.057   0.009450596
     1211.141   0.009452031
     1211.225    0.00945346
     1211.309   0.009454884
     1211.392   0.009456306
     1211.476    0.00945772
      1211.56   0.009459134
     1211.644   0.009460541
     1211.728   0.009461948
     1211.812   0.009463347
     1211.895   0.009464733
     1211.979   0.009466127
     1212.063   0.009467525
     1212.147    0.00946891
     1212.231   0.009470291
     1212.314   0.009471665
     1212.398   0.009473028
     1212.482   0.009474395
     1212.565   0.009475758
     1212.649   0.009477119
     1212.733   0.009478472
     1212.817   0.009479826
     1212.902   0.009481185
     1212.985   0.009482518
     1213.069   0.009483858
     1213.153   0.009485193
     1213.237   0.009486523
     1213.321    0.00948785
     1213.405   0.009489172
     1213.488    0.00949049
     1213.572   0.009491807
     1213.656   0.009493115
      1213.74   0.009494422
     1213.824   0.009495724
     1213.908   0.009497024
     1213.992   0.009498317
     1214.076   0.009499607
     1214.159    0.00950088
     1214.243   0.009502163
     1214.327    0.00950344
     1214.412   0.009504723
     1214.496   0.009505994
      1214.58   0.009507257
     1214.663   0.009508506
     1214.747   0.009509762
     1214.832   0.009511015
     1214.916   0.009512263
        1215.   0.009513506
     1215.084   0.009514757
     1215.168   0.009515983
     1215.252   0.009517213
     1215.336   0.009518439
      1215.42   0.009519662
     1215.504   0.009520879
     1215.588   0.009522093
     1215.672   0.009523304
     1215.756   0.009524509
      1215.84     0.0095257
     1215.924   0.009526897
     1216.009     0.0095276
     1216.093   0.009523864
     1216.177   0.009520122
     1216.261   0.009516376
     1216.344   0.009512655
     1216.428   0.009508903
     1216.513   0.009505143
     1216.597   0.009501357
     1216.682    0.00949759
     1216.766   0.009493824
      1216.85   0.009490049
     1216.933   0.009486305
     1217.018    0.00948253
     1217.102   0.009478744
     1217.186   0.009474956
      1217.27   0.009471165
     1217.354   0.009467375
     1217.439   0.009463577
     1217.523   0.009459776
     1217.607    0.00945597
     1217.691    0.00945216
     1217.776   0.009448349
      1217.86   0.009444533
     1217.944   0.009440714
     1218.028    0.00943692
     1218.112   0.009433093
     1218.197    0.00942923
     1218.281   0.009425397
     1218.365   0.009421554
      1218.45   0.009417716
     1218.534   0.009413872
     1218.617   0.009410054
     1218.702   0.009406197
     1218.786   0.009402338
      1218.87   0.009398482
     1218.955   0.009394616
      1219.04   0.009390716
     1219.123   0.009386878
     1219.208   0.009383002
     1219.292   0.009379122
     1219.376   0.009375238
     1219.461   0.009371351
     1219.545   0.009367462
     1219.629   0.009363567
     1219.714   0.009359669
     1219.798   0.009355763
     1219.883   0.009351858
     1219.967   0.009347949
     1220.051   0.009343941
     1220.136    0.00933986
      1220.22    0.00933578
     1220.304   0.009331726
     1220.388   0.009327634
     1220.473   0.009323546
     1220.558   0.009319417
     1220.642   0.009315316
     1220.727   0.009311211
      1220.81   0.009307138
     1220.895   0.009303025
     1220.979   0.009298911
     1221.064   0.009294799
     1221.148   0.009290678
     1221.233   0.009286516
     1221.317   0.009282424
     1221.402   0.009278287
     1221.486   0.009274153
     1221.571   0.009270014
     1221.655   0.009265873
      1221.74   0.009261728
     1221.824   0.009257575
     1221.909   0.009253423
     1221.993   0.009249268
     1222.078   0.009245104
     1222.162   0.009240944
     1222.247   0.009236773
     1222.331   0.009232599
     1222.416   0.009228429
       1222.5   0.009224284
     1222.584   0.009220101
     1222.669   0.009215913
     1222.754   0.009211693
     1222.839   0.009207499
     1222.923   0.009203303
     1223.007   0.009199132
     1223.092   0.009194929
     1223.177   0.009190721
     1223.261   0.009186511
     1223.346   0.009182297
      1223.43   0.009178082
     1223.515   0.009173854
       1223.6   0.009169631
     1223.684   0.009165404
     1223.769   0.009161169
     1223.854   0.009156933
     1223.938   0.009152691
     1224.023   0.009148451
     1224.108   0.009144201
     1224.192   0.009139949
     1224.277   0.009135699
     1224.362   0.009131438
     1224.446   0.009127175
     1224.531   0.009122909
     1224.616    0.00911864
       1224.7   0.009114365
     1224.785   0.009110089
     1224.869   0.009105848
     1224.954   0.009101564
     1225.039   0.009096745
     1225.124   0.009091264
     1225.209   0.009085818
     1225.293   0.009080409
     1225.378   0.009074952
     1225.462     0.0090695
     1225.547   0.009064049
     1225.632   0.009058585
     1225.717   0.009053129
     1225.802   0.009047661
     1225.886   0.009042193
     1225.971   0.009036727
     1226.056   0.009031255
     1226.141   0.009025779
     1226.226   0.009020302
      1226.31   0.009014828
     1226.395   0.009009346
     1226.479   0.009003904
     1226.564   0.008998417
      1226.65   0.008992888
     1226.735    0.00898739
     1226.819   0.008981898
     1226.904   0.008976404
     1226.989   0.008970947
     1227.073   0.008965448
     1227.158   0.008959947
     1227.243   0.008954438
     1227.329   0.008948885
     1227.414   0.008943377
     1227.499    0.00893786
     1227.583   0.008932388
     1227.668   0.008926876
     1227.753   0.008921352
     1227.838   0.008915827
     1227.922     0.0089103
     1228.007   0.008904779
     1228.092   0.008899246
     1228.177   0.008893713
     1228.262   0.008888178
     1228.347   0.008882639
     1228.432   0.008877099
     1228.517   0.008871557
     1228.602   0.008866005
     1228.687    0.00886046
     1228.771   0.008854959
     1228.857   0.008849361
     1228.942   0.008843802
     1229.027   0.008838246
     1229.112   0.008832681
     1229.197   0.008827122
     1229.281   0.008821602
     1229.367   0.008816031
     1229.452   0.008810466
     1229.537    0.00880489
     1229.622   0.008799315
     1229.707   0.008793735
     1229.792   0.008788162
     1229.877    0.00878258
     1229.962   0.008776993
     1230.047   0.008770385
     1230.132   0.008762945
     1230.217   0.008755505
     1230.302   0.008748065
     1230.387    0.00874061
     1230.473   0.008733165
     1230.558   0.008725718
     1230.643   0.008718271
     1230.728   0.008710809
     1230.813   0.008703357
     1230.898   0.008695892
     1230.983    0.00868849
     1231.068   0.008681033
     1231.153   0.008673563
     1231.239   0.008666039
     1231.324   0.008658566
     1231.409     0.0086511
     1231.494   0.008643677
     1231.579     0.0086362
     1231.664   0.008628719
     1231.749   0.008621249
     1231.834   0.008613765
      1231.92   0.008606214
     1232.005   0.008598781
      1232.09   0.008591292
     1232.175   0.008583803
      1232.26   0.008576311
     1232.346   0.008568817
     1232.431   0.008561309
     1232.516   0.008553813
     1232.602   0.008546303
     1232.686   0.008538856
     1232.772   0.008531288
     1232.857   0.008523786
     1232.943   0.008516268
     1233.028    0.00850876
     1233.113   0.008501239
     1233.198   0.008493719
     1233.283   0.008486259
     1233.368   0.008478734
     1233.454   0.008471142
      1233.54   0.008463613
     1233.625   0.008456082
      1233.71    0.00844855
     1233.795    0.00844108
      1233.88   0.008433545
     1233.966   0.008425997
     1234.051   0.008418458
     1234.136   0.008410918
     1234.222   0.008403374
     1234.307   0.008395819
     1234.393   0.008388273
     1234.478   0.008380715
     1234.563   0.008373165
     1234.649   0.008365603
     1234.734   0.008358039
      1234.82   0.008350484
     1234.904   0.008342981
      1234.99   0.008335347
     1235.076   0.008327777
     1235.161   0.008320215
     1235.247   0.008312641
     1235.332   0.008305065
     1235.418   0.008297487
     1235.502   0.008289962
     1235.588   0.008282381
     1235.673   0.008274799
     1235.759   0.008267214
     1235.844   0.008259618
     1235.931   0.008251962
     1236.015   0.008244439
     1236.101   0.008236837
     1236.186   0.008229244
     1236.272   0.008221637
     1236.357   0.008214042
     1236.443   0.008206432
     1236.528    0.00819882
     1236.614    0.00819122
     1236.699   0.008183606
     1236.785   0.008175988
     1236.871   0.008168371
     1236.956   0.008160752
     1237.042    0.00815313
     1237.127   0.008145508
     1237.212   0.008137948
     1237.298    0.00813032
     1237.383   0.008122693
      1237.47   0.008114998
     1237.555   0.008107366
     1237.641   0.008099723
     1237.726   0.008092088
     1237.811   0.008084505
     1237.897   0.008076866
     1237.983   0.008069215
     1238.068   0.008061573
     1238.155   0.008053864
      1238.24   0.008046208
     1238.325   0.008038614
     1238.411   0.008030956
     1238.497   0.008023293
     1238.582   0.008015642
     1238.668   0.008007977
     1238.754    0.00800031
     1238.839   0.007992641
     1238.925   0.007984971
     1239.011   0.007977299
     1239.096   0.007969626
     1239.182   0.007961949
     1239.268   0.007954263
     1239.354   0.007946583
     1239.439   0.007938959
     1239.524   0.007931277
      1239.61   0.007923592
     1239.696    0.00791584
     1239.782   0.007908143
     1239.868   0.007900453
     1239.953   0.007892807
     1240.039   0.007885239
     1240.125   0.007877807
      1240.21   0.007870375
     1240.296   0.007862953
     1240.382    0.00785552
     1240.468   0.007848086
     1240.554    0.00784065
     1240.639   0.007833215
     1240.725   0.007825777
     1240.811    0.00781834
     1240.897   0.007810902
     1240.983   0.007803464
     1241.069   0.007796012
     1241.154   0.007788572
      1241.24    0.00778113
     1241.326   0.007773677
     1241.412   0.007766234
     1241.498   0.007758779
     1241.584   0.007751335
      1241.67    0.00774388
     1241.755   0.007736485
     1241.841   0.007729038
     1241.927   0.007721579
     1242.013   0.007714119
     1242.099   0.007706605
     1242.185   0.007699145
      1242.27   0.007691746
     1242.356   0.007684283
     1242.442    0.00767682
     1242.528   0.007669356
     1242.614   0.007661879
       1242.7   0.007654413
     1242.786   0.007646947
     1242.872   0.007639479
     1242.958    0.00763201
     1243.044    0.00762453
      1243.13    0.00761706
     1243.216   0.007609578
     1243.302   0.007602107
     1243.388   0.007594624
     1243.474   0.007587151
     1243.559   0.007579729
     1243.646   0.007572179
     1243.732   0.007564704
     1243.818   0.007557217
     1243.904   0.007549727
     1243.989   0.007542303
     1244.075   0.007534812
     1244.161   0.007527322
     1244.248   0.007519831
     1244.334   0.007512275
      1244.42   0.007504782
     1244.506   0.007497289
     1244.592   0.007489846
     1244.678   0.007482351
     1244.764   0.007474855
      1244.85   0.007467348
     1244.936   0.007459849
     1245.022    0.00745234
     1245.109    0.00744484
     1245.195   0.007437329
     1245.281   0.007429828
     1245.367   0.007422315
     1245.453   0.007414802
     1245.539   0.007407287
     1245.625   0.007399783
     1245.712   0.007392267
     1245.797   0.007384804
     1245.884   0.007377233
      1245.97   0.007369715
     1246.056   0.007362194
     1246.142   0.007354675
     1246.229   0.007347155
     1246.315   0.007339623
       1246.4   0.007332164
     1246.487   0.007324628
     1246.573   0.007317106
     1246.659    0.00730958
     1246.746   0.007301991
     1246.832   0.007294518
     1246.918   0.007286981
     1247.004   0.007279453
      1247.09   0.007271913
     1247.177   0.007264371
     1247.263   0.007256842
     1247.349   0.007249299
     1247.435   0.007241757
     1247.522   0.007234212
     1247.608   0.007226669
     1247.694   0.007219124
     1247.781   0.007211576
     1247.867   0.007204031
     1247.953   0.007196482
     1248.039   0.007188987
     1248.125   0.007181438
     1248.212   0.007173887
     1248.299   0.007166273
     1248.385    0.00715871
     1248.471   0.007151158
     1248.558   0.007143604
     1248.643   0.007136105
      1248.73   0.007128537
     1248.816   0.007120982
     1248.902   0.007113413
      1248.99   0.007105782
     1249.076   0.007098225
     1249.162   0.007090718
     1249.248   0.007083147
     1249.334   0.007075576
     1249.421   0.007068004
     1249.507   0.007060431
     1249.594   0.007052857
      1249.68   0.007045282
     1249.766   0.007037761
     1249.853   0.007030121
      1249.94   0.007022543
     1250.026   0.007014799
     1250.113   0.007006659
     1250.199   0.006998528
     1250.286   0.006990388
     1250.371   0.006982328
     1250.458   0.006974189
     1250.545   0.006965992
     1250.631   0.006957853
     1250.718   0.006949714
     1250.804   0.006941588
     1250.891   0.006933451
     1250.977   0.006925383
     1251.063   0.006917246
      1251.15    0.00690911
     1251.236   0.006900975
     1251.323   0.006892839
      1251.41   0.006884705
     1251.496    0.00687657
     1251.583   0.006868424
     1251.669    0.00686029
     1251.756   0.006852157
     1251.842   0.006844026
     1251.929   0.006835881
     1252.016    0.00682775
     1252.102   0.006819607
     1252.189   0.006811475
     1252.276   0.006803334
     1252.362   0.006795203
     1252.449   0.006787061
     1252.535   0.006778922
     1252.621    0.00677085
     1252.708   0.006762711
     1252.795   0.006754571
     1252.881   0.006746431
     1252.969   0.006738236
     1253.055   0.006730097
     1253.141   0.006722017
     1253.228   0.006713881
     1253.315   0.006705744
     1253.401   0.006697607
     1253.488   0.006689471
     1253.575   0.006681324
     1253.661   0.006673188
     1253.748   0.006665043
     1253.835   0.006656909
     1253.922   0.006648764
     1254.008    0.00664063
     1254.095   0.006632485
     1254.182   0.006624354
     1254.269    0.00661621
     1254.355   0.006608136
     1254.442   0.006599993
     1254.528   0.006591851
     1254.616   0.006583652
     1254.703   0.006575511
     1254.789   0.006567371
     1254.876    0.00655923
     1254.962   0.006551147
     1255.049   0.006543008
     1255.136   0.006534869
     1255.223   0.006526662
      1255.31   0.006518524
     1255.397   0.006510375
     1255.483   0.006502294
      1255.57   0.006494157
     1255.657   0.006486021
     1255.744   0.006477874
     1255.831   0.006469727
     1255.917   0.006461592
     1256.004   0.006453446
     1256.091   0.006445301
     1256.178   0.006437167
     1256.265   0.006429021
     1256.352   0.006420877
     1256.439   0.006412734
     1256.526   0.006404591
     1256.613   0.006396448
     1256.699   0.006388362
     1256.786   0.006380221
     1256.874   0.006372009
      1256.96   0.006363869
     1257.047   0.006355729
     1257.134   0.006347588
     1257.221   0.006339507
     1257.308   0.006331356
     1257.395   0.006323217
     1257.482   0.006315067
     1257.568    0.00630693
     1257.656    0.00629878
     1257.742   0.006290643
     1257.829   0.006282495
