WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t stis,nuvmama,f25cn270
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 4.067560E-17
PIVWV    r 2723.154
BANDW    r 122.2169
TPEAK    r 0.01936391
EQUVW    r 3.957886
RECTW    r 204.395
EMFLX    r 8.822664E-15
        2501.            0.
      2501.37   5.907121E-6
      2501.74   1.183248E-5
      2502.11   1.595291E-5
     2502.481   1.586718E-5
     2502.852   1.578141E-5
     2503.221   1.572244E-5
     2503.592   1.568104E-5
     2503.962   1.563976E-5
     2504.333   1.567603E-5
     2504.703   1.572097E-5
     2505.073   1.577860E-5
     2505.444   1.588835E-5
     2505.814   1.599772E-5
     2506.186   1.618273E-5
     2506.557   1.644307E-5
     2506.927   1.670233E-5
     2507.299   1.708326E-5
     2507.669   1.749141E-5
     2508.041   1.791393E-5
     2508.412   1.843498E-5
     2508.782   1.895592E-5
     2509.154   1.959537E-5
     2509.526   2.039860E-5
     2509.896   2.119902E-5
     2510.269   2.213341E-5
     2510.639   2.311484E-5
     2511.011   2.410441E-5
     2511.382   2.525067E-5
     2511.755   2.640122E-5
     2512.125   2.762826E-5
     2512.497   2.901484E-5
      2512.87   3.041114E-5
     2513.241   3.181931E-5
     2513.613   3.324001E-5
     2513.985   3.466508E-5
     2514.356   3.612026E-5
     2514.729   3.758331E-5
     2515.101   3.901255E-5
     2515.472   4.036766E-5
     2515.845   4.172693E-5
     2516.218   4.302086E-5
     2516.591   4.426683E-5
     2516.963   4.550927E-5
     2517.334   4.656981E-5
     2517.708   4.761468E-5
     2518.079   4.857515E-5
     2518.453   4.924285E-5
     2518.824   4.990778E-5
     2519.197   5.043687E-5
     2519.571   5.084723E-5
     2519.943   5.125454E-5
     2520.317   5.123274E-5
     2520.689   5.113429E-5
     2521.062   5.096794E-5
     2521.435   5.045691E-5
     2521.808   4.994733E-5
     2522.181   4.932453E-5
     2522.554   4.858589E-5
     2522.928   4.784499E-5
     2523.302   4.690859E-5
     2523.675   4.592884E-5
     2524.049   4.495091E-5
     2524.421   4.400860E-5
     2524.794   4.306649E-5
     2525.168   4.213915E-5
     2525.541   4.123784E-5
     2525.916   4.033262E-5
      2526.29   3.973193E-5
     2526.663   3.922093E-5
     2527.038   3.874514E-5
     2527.411   3.859728E-5
     2527.784   3.844935E-5
     2528.159   3.846421E-5
     2528.532   3.869993E-5
     2528.907   3.893669E-5
     2529.281   3.993795E-5
     2529.656   4.119791E-5
     2530.031   4.250164E-5
     2530.404   4.429621E-5
     2530.779   4.609626E-5
     2531.153   4.819372E-5
     2531.527   5.072848E-5
     2531.902   5.327265E-5
     2532.276   5.629305E-5
     2532.651   5.949520E-5
     2533.027   6.271329E-5
     2533.401   6.610625E-5
     2533.776   6.951179E-5
     2534.151   7.298119E-5
     2534.526   7.657622E-5
     2534.901   8.015647E-5
     2535.275   8.359845E-5
     2535.651   8.700549E-5
     2536.025   9.038402E-5
     2536.403   9.358539E-5
     2536.777   9.676534E-5
     2537.152   9.969060E-5
     2537.528   1.022575E-4
     2537.903   1.048138E-4
     2538.279   1.067618E-4
     2538.654   1.084876E-4
     2539.029   1.101667E-4
     2539.405   1.112793E-4
     2539.781   1.123924E-4
     2540.157   1.128731E-4
     2540.533   1.124763E-4
     2540.908   1.120808E-4
     2541.285   1.111916E-4
      2541.66   1.101471E-4
     2542.037   1.090461E-4
     2542.413   1.074634E-4
     2542.788   1.058810E-4
     2543.165   1.041184E-4
     2543.542   1.021324E-4
     2543.917   1.001545E-4
     2544.295   9.830529E-5
      2544.67   9.650192E-5
     2545.048   9.471934E-5
     2545.424   9.313214E-5
     2545.801   9.154012E-5
     2546.177   9.045377E-5
     2546.554   8.992932E-5
     2546.932   8.940497E-5
     2547.308   8.954631E-5
     2547.684   8.983502E-5
     2548.062   9.033508E-5
     2548.438   9.190435E-5
     2548.816   9.348039E-5
     2549.192   9.615532E-5
     2549.569   9.989194E-5
     2549.947   1.036437E-4
     2550.325   1.083917E-4
     2550.703   1.133013E-4
     2551.079   1.185825E-4
     2551.456   1.253198E-4
     2551.834   1.320859E-4
     2552.211   1.394002E-4
      2552.59   1.472026E-4
     2552.967   1.549727E-4
     2553.344   1.632012E-4
     2553.723   1.715365E-4
     2554.101   1.799125E-4
     2554.479   1.886004E-4
     2554.856   1.972522E-4
     2555.234   2.056946E-4
     2555.613   2.140310E-4
      2555.99   2.223382E-4
     2556.369   2.303685E-4
     2556.747   2.383624E-4
     2557.125   2.458821E-4
     2557.505   2.523988E-4
     2557.882   2.588886E-4
     2558.261   2.644899E-4
     2558.639   2.696593E-4
     2559.017   2.747728E-4
     2559.396   2.786821E-4
     2559.774   2.825751E-4
     2560.154   2.854914E-4
     2560.533   2.869550E-4
     2560.912   2.884126E-4
     2561.291   2.895705E-4
     2561.669   2.906315E-4
     2562.048   2.916397E-4
     2562.427   2.922824E-4
     2562.806   2.929228E-4
     2563.186   2.941088E-4
     2563.564   2.958564E-4
     2563.944   2.976092E-4
     2564.324   3.003921E-4
     2564.703   3.033394E-4
     2565.083   3.067970E-4
     2565.462   3.120002E-4
     2565.841   3.172052E-4
     2566.221   3.247818E-4
       2566.6   3.340090E-4
     2566.981   3.432752E-4
     2567.361   3.552090E-4
      2567.74   3.672418E-4
     2568.121   3.811437E-4
       2568.5   3.988980E-4
     2568.881   4.167043E-4
      2569.26   4.383762E-4
      2569.64   4.618493E-4
     2570.021   4.855986E-4
     2570.401   5.128038E-4
     2570.783   5.401939E-4
     2571.163   5.701989E-4
     2571.542   6.039525E-4
     2571.924   6.378486E-4
     2572.303   6.741735E-4
     2572.685   7.112537E-4
     2573.065   7.486589E-4
     2573.445   7.881256E-4
     2573.826   8.277591E-4
     2574.208   8.694848E-4
     2574.588   9.127914E-4
     2574.969   9.562526E-4
      2575.35   0.001000493
     2575.731   0.001044945
     2576.112   0.001089578
     2576.494   0.001135213
     2576.874   0.001180631
     2577.255   0.001226312
     2577.638   0.001272454
     2578.019   0.001318222
       2578.4   0.001363808
     2578.782   0.001409586
     2579.163   0.001455023
     2579.545   0.001500417
     2579.926   0.001545624
     2580.309   0.001594756
      2580.69   0.001644579
     2581.072   0.001695572
     2581.455   0.001750819
     2581.836   0.001805838
     2582.217   0.001867334
       2582.6   0.001933941
     2582.981   0.002000275
     2583.365   0.002084566
     2583.746   0.002169354
     2584.127   0.002258606
     2584.512   0.002357427
     2584.894    0.00245553
     2585.277   0.002575241
     2585.659   0.002702689
     2586.041   0.002833122
     2586.424   0.002989551
     2586.806   0.003145438
     2587.189   0.003312306
     2587.571   0.003489357
     2587.955   0.003667151
     2588.339   0.003889972
     2588.721   0.004117996
     2589.104   0.004354144
     2589.487   0.004609491
     2589.869   0.004864605
     2590.253   0.005137068
     2590.636   0.005416597
      2591.02   0.005699033
     2591.404   0.006013542
     2591.787   0.006326566
     2592.171   0.006644303
     2592.554   0.006964976
     2592.937    0.00728556
     2593.321   0.007615118
     2593.704   0.007944622
     2594.088    0.00827504
     2594.471    0.00860256
     2594.856   0.008931445
     2595.241    0.00925557
     2595.624   0.009575917
     2596.009   0.009897079
     2596.392    0.01020356
     2596.776    0.01050975
     2597.161    0.01080449
     2597.544    0.01108029
     2597.929    0.01135707
     2598.314    0.01161708
     2598.698    0.01187245
     2599.083    0.01212019
     2599.467    0.01233606
     2599.853     0.0125527
     2600.236    0.01274718
      2600.62    0.01292849
     2601.006    0.01310996
      2601.39    0.01326968
     2601.777    0.01343044
     2602.161    0.01357387
     2602.546    0.01369495
     2602.931    0.01381642
     2603.316     0.0139184
     2603.702    0.01401649
     2604.086     0.0141103
     2604.471    0.01419024
     2604.857    0.01427044
     2605.243    0.01432913
     2605.629    0.01437515
     2606.014    0.01442042
     2606.399    0.01445134
     2606.785    0.01448238
      2607.17    0.01450628
     2607.557    0.01452142
     2607.942     0.0145365
     2608.327    0.01453099
     2608.715    0.01452177
       2609.1    0.01451023
     2609.486    0.01449188
     2609.873     0.0144735
     2610.258     0.0144472
     2610.645    0.01441685
     2611.031    0.01438581
     2611.417    0.01434502
     2611.803    0.01430437
      2612.19     0.0142618
     2612.578    0.01421741
     2612.963     0.0141732
     2613.349    0.01412542
     2613.737    0.01407711
     2614.123    0.01402935
      2614.51    0.01398217
     2614.896    0.01393516
     2615.282    0.01388965
     2615.672    0.01384431
     2616.058    0.01380036
     2616.446    0.01376205
     2616.832    0.01372391
     2617.219    0.01369122
     2617.607    0.01366261
     2617.993    0.01363412
     2618.381     0.0136123
     2618.768     0.0135907
     2619.155    0.01357509
     2619.544     0.0135684
     2619.931    0.01356177
      2620.32    0.01356138
     2620.707    0.01356233
     2621.094    0.01356483
     2621.482    0.01357222
     2621.869    0.01357957
     2622.258    0.01359447
     2622.647    0.01361318
     2623.034    0.01363216
     2623.423    0.01365485
      2623.81    0.01367746
     2624.199    0.01370268
     2624.587    0.01373021
     2624.974    0.01375772
     2625.364    0.01379058
     2625.751    0.01382367
     2626.141     0.0138576
      2626.53    0.01389273
     2626.918    0.01392773
     2627.307     0.0139648
     2627.695    0.01400222
     2628.085    0.01404017
     2628.473    0.01407932
     2628.861    0.01411849
     2629.251    0.01415844
      2629.64    0.01419875
     2630.029    0.01423905
     2630.419    0.01428117
     2630.807    0.01432312
     2631.197    0.01436614
     2631.586    0.01440993
     2631.974     0.0144537
     2632.365    0.01449877
     2632.753    0.01454374
     2633.144    0.01458981
     2633.534    0.01463747
     2633.923    0.01468493
     2634.313    0.01473411
     2634.702    0.01478346
     2635.093    0.01483336
     2635.482    0.01488419
     2635.871    0.01493499
     2636.262    0.01498825
     2636.653    0.01504261
     2637.042    0.01509693
     2637.433    0.01515307
     2637.823    0.01520896
     2638.214    0.01526609
     2638.603     0.0153238
     2638.994     0.0153817
     2639.384    0.01544232
     2639.774      0.015503
     2640.165    0.01556437
     2640.557     0.0156264
     2640.948     0.0156884
     2641.338    0.01575144
     2641.728    0.01581468
      2642.12    0.01587862
      2642.51    0.01594337
     2642.902    0.01600838
     2643.292    0.01607359
     2643.684    0.01613918
     2644.076    0.01620491
     2644.466    0.01627103
     2644.858     0.0163374
     2645.249    0.01640377
     2645.639    0.01647027
     2646.031    0.01653698
     2646.422    0.01660356
     2646.815    0.01667036
     2647.206    0.01673683
     2647.598    0.01680348
      2647.99    0.01687014
     2648.382     0.0169359
     2648.773    0.01700161
     2649.165    0.01706731
     2649.557    0.01713246
     2649.949    0.01719778
     2650.341    0.01726131
     2650.733    0.01732478
     2651.126    0.01738776
     2651.518    0.01744942
     2651.911    0.01751128
     2652.303    0.01757188
     2652.694    0.01763215
     2653.088    0.01769182
     2653.479     0.0177483
     2653.873    0.01780496
     2654.265    0.01785995
     2654.658    0.01791446
     2655.052    0.01796859
     2655.444    0.01802025
     2655.837    0.01807208
      2656.23    0.01812075
     2656.622    0.01816729
     2657.016    0.01821387
     2657.408     0.0182578
     2657.802    0.01830187
     2658.196     0.0183441
     2658.589    0.01838428
     2658.983     0.0184246
     2659.375    0.01846094
      2659.77     0.0184972
     2660.162     0.0185325
     2660.555    0.01856663
      2660.95    0.01860085
     2661.343     0.0186322
     2661.737    0.01866326
     2662.132    0.01869348
     2662.525    0.01872195
      2662.92    0.01875054
     2663.313    0.01877789
     2663.708    0.01880503
     2664.101    0.01883148
     2664.495    0.01885628
     2664.889    0.01888113
     2665.284    0.01890516
     2665.678    0.01892879
     2666.073    0.01895233
     2666.467    0.01897511
     2666.862    0.01899795
     2667.256    0.01901962
      2667.65    0.01904071
     2668.046    0.01906171
     2668.439    0.01908143
     2668.837    0.01910131
     2669.231    0.01912027
     2669.625     0.0191387
     2670.021    0.01915704
     2670.415    0.01917221
     2670.811    0.01918745
     2671.205    0.01920157
       2671.6    0.01921472
     2671.996     0.0192279
     2672.392    0.01923822
     2672.788    0.01924851
     2673.183    0.01925638
     2673.578    0.01926149
     2673.974    0.01926662
     2674.369    0.01926889
     2674.765    0.01927096
      2675.16    0.01927103
     2675.555    0.01926815
     2675.953    0.01926526
     2676.349    0.01925721
     2676.745    0.01924843
     2677.141    0.01923857
     2677.536    0.01922668
     2677.933    0.01921477
     2678.328    0.01919895
     2678.726    0.01918227
     2679.121    0.01916497
     2679.518    0.01914603
     2679.916    0.01912711
     2680.311    0.01910729
     2680.707    0.01908721
     2681.104    0.01906686
       2681.5    0.01904601
     2681.898     0.0190251
     2682.294    0.01900498
     2682.692    0.01898503
     2683.089    0.01896526
     2683.486    0.01894617
     2683.883    0.01892702
      2684.28    0.01891092
     2684.676    0.01889607
     2685.074    0.01888171
     2685.471    0.01886987
     2685.869      0.018858
     2686.265    0.01884856
     2686.664    0.01884026
     2687.062    0.01883284
     2687.459    0.01883017
     2687.857    0.01882749
     2688.254    0.01882602
     2688.651    0.01882523
      2689.05    0.01882474
     2689.447    0.01882632
     2689.845     0.0188279
     2690.244    0.01883013
     2690.641    0.01883275
      2691.04    0.01883537
     2691.438    0.01883791
     2691.837    0.01884045
     2692.234    0.01884245
     2692.632    0.01884406
     2693.031    0.01884546
     2693.429    0.01884443
     2693.829    0.01884341
     2694.227    0.01884121
     2694.625    0.01883813
     2695.025    0.01883472
     2695.423     0.0188265
     2695.822    0.01881824
      2696.22    0.01880789
     2696.618    0.01879581
     2697.018    0.01878356
     2697.417    0.01876882
     2697.816    0.01875404
     2698.216    0.01873761
     2698.615    0.01871988
     2699.015    0.01870207
     2699.413    0.01868445
     2699.813    0.01866678
     2700.212    0.01864931
     2700.611    0.01863203
     2701.013    0.01861473
     2701.412    0.01860088
     2701.811    0.01858704
     2702.211    0.01857474
      2702.61    0.01856389
     2703.011    0.01855312
      2703.41    0.01854639
     2703.809    0.01853967
      2704.21    0.01853759
      2704.61    0.01853975
     2705.012    0.01854208
     2705.412    0.01854954
     2705.811    0.01855697
     2706.212    0.01856895
     2706.612    0.01858488
     2707.013     0.0186011
     2707.413    0.01862452
     2707.814    0.01864802
     2708.216     0.0186735
     2708.615    0.01870058
     2709.017    0.01872798
     2709.417     0.0187601
     2709.817    0.01879221
     2710.219    0.01882552
     2710.619     0.0188596
     2711.021    0.01889386
     2711.421    0.01892889
     2711.822    0.01896391
     2712.225    0.01899894
     2712.626    0.01903352
     2713.028    0.01906806
     2713.429    0.01910044
     2713.829     0.0191328
     2714.232    0.01916425
     2714.633    0.01919481
     2715.035    0.01922485
     2715.437    0.01924832
     2715.838    0.01927168
     2716.241    0.01929232
     2716.642      0.019311
     2717.043    0.01932909
     2717.446    0.01934236
     2717.847    0.01935558
      2718.25     0.0193616
     2718.652    0.01936322
     2719.055    0.01936391
     2719.458    0.01935882
      2719.86    0.01935375
     2720.263    0.01934227
     2720.664    0.01932744
     2721.066     0.0193102
     2721.469    0.01928067
     2721.872    0.01925124
     2722.275    0.01921573
     2722.678    0.01917741
     2723.081    0.01913619
     2723.484    0.01908261
     2723.886    0.01902929
      2724.29    0.01896391
     2724.693    0.01889418
     2725.095    0.01882209
     2725.499    0.01874196
     2725.902    0.01866215
     2726.306    0.01856833
      2726.71    0.01847012
     2727.112    0.01836954
     2727.517    0.01826135
     2727.919    0.01815361
     2728.324     0.0180399
     2728.727    0.01792518
      2729.13    0.01780724
     2729.534    0.01768202
     2729.939    0.01755686
     2730.344    0.01742944
     2730.747    0.01730206
      2731.15    0.01717376
     2731.555     0.0170434
     2731.958     0.0169135
     2732.363    0.01678336
     2732.767    0.01665369
      2733.17    0.01652505
     2733.576    0.01639724
     2733.981    0.01626949
     2734.385    0.01614538
      2734.79    0.01602104
     2735.194    0.01590127
     2735.599    0.01578549
     2736.003    0.01567022
     2736.407    0.01555997
     2736.813    0.01544937
     2737.219    0.01534311
     2737.625    0.01524062
     2738.029    0.01513926
     2738.433    0.01504724
     2738.839    0.01495487
     2739.244    0.01486664
      2739.65    0.01478063
     2740.054    0.01469652
      2740.46    0.01462216
     2740.865    0.01454811
     2741.271    0.01448099
     2741.678    0.01441746
     2742.083    0.01435567
     2742.488    0.01429986
     2742.894    0.01424381
     2743.299    0.01419962
     2743.706    0.01415938
     2744.111    0.01412215
     2744.518    0.01409229
     2744.925    0.01406242
      2745.33    0.01403939
     2745.737     0.0140178
     2746.143    0.01400163
     2746.548    0.01399531
     2746.955    0.01398895
     2747.361    0.01398718
     2747.768    0.01398597
     2748.174    0.01398734
     2748.582    0.01399216
     2748.989    0.01399698
     2749.395    0.01400793
     2749.802     0.0140191
     2750.208    0.01403105
     2750.615     0.0140438
     2751.022    0.01405669
     2751.429     0.0140712
     2751.837    0.01408575
     2752.245    0.01409962
     2752.651    0.01411295
     2753.059     0.0141261
     2753.466    0.01413779
     2753.872    0.01414947
     2754.281     0.0141585
     2754.687    0.01416626
     2755.096    0.01417317
     2755.502    0.01417718
     2755.911     0.0141812
      2756.32     0.0141837
     2756.727    0.01418576
     2757.135    0.01418708
     2757.542    0.01418691
     2757.951    0.01418674
     2758.358    0.01418655
     2758.766    0.01418637
     2759.175    0.01418626
     2759.584    0.01418625
     2759.991    0.01418625
       2760.4    0.01418873
     2760.808    0.01419126
     2761.217    0.01419524
     2761.625    0.01420046
     2762.033     0.0142059
     2762.442    0.01421378
      2762.85    0.01422163
      2763.26    0.01423436
      2763.67    0.01424987
     2764.078    0.01426602
     2764.488    0.01428531
     2764.896     0.0143045
     2765.306    0.01432751
     2765.714    0.01435169
     2766.123    0.01437739
     2766.532    0.01440676
     2766.943    0.01443613
     2767.351    0.01446698
     2767.761    0.01449817
      2768.17    0.01453018
     2768.581    0.01456362
      2768.99    0.01459692
       2769.4    0.01463073
     2769.809    0.01466442
     2770.218    0.01469796
     2770.629    0.01473148
     2771.039    0.01476481
     2771.448    0.01479646
     2771.859    0.01482822
     2772.269    0.01485777
      2772.68    0.01488631
     2773.089    0.01491423
     2773.499     0.0149403
      2773.91    0.01496646
     2774.321    0.01498806
     2774.732    0.01500837
     2775.142    0.01502765
     2775.552    0.01504516
     2775.963    0.01506273
     2776.373    0.01507824
     2776.785     0.0150936
     2777.195    0.01510765
     2777.607    0.01512034
     2778.017    0.01513297
     2778.429    0.01514547
     2778.841    0.01515796
     2779.251    0.01517026
     2779.661    0.01518246
     2780.073      0.015195
     2780.484    0.01520885
     2780.896    0.01522274
     2781.307    0.01523776
     2781.719    0.01525324
     2782.132    0.01526955
     2782.542    0.01528757
     2782.955    0.01530565
     2783.366    0.01532786
     2783.777    0.01535057
      2784.19    0.01537448
     2784.601     0.0153996
     2785.014    0.01542493
     2785.425    0.01545376
     2785.838    0.01548272
     2786.251    0.01551292
     2786.662    0.01554382
     2787.074    0.01557487
     2787.487    0.01560688
     2787.899    0.01563876
     2788.312    0.01567132
     2788.724    0.01570395
     2789.137    0.01573649
     2789.551    0.01576861
     2789.962    0.01580058
     2790.376    0.01583213
     2790.788    0.01586349
       2791.2    0.01589338
     2791.614    0.01592178
     2792.026    0.01594989
      2792.44    0.01597543
     2792.853    0.01600086
     2793.267    0.01602469
     2793.681    0.01604757
     2794.093    0.01606897
     2794.508    0.01608571
      2794.92    0.01610236
     2795.334    0.01611661
     2795.747    0.01613022
      2796.16    0.01614223
     2796.576    0.01615182
     2796.989    0.01616133
     2797.402    0.01616488
     2797.817    0.01616828
      2798.23    0.01616981
     2798.645    0.01616987
     2799.058    0.01616918
     2799.472    0.01616395
     2799.887    0.01615551
       2800.3    0.01614016
     2800.717    0.01611642
      2801.13    0.01609172
     2801.544    0.01606454
     2801.959    0.01603729
     2802.373    0.01600421
     2802.789    0.01597041
     2803.203    0.01593394
     2803.617    0.01589462
     2804.034    0.01585473
     2804.448    0.01581147
     2804.862    0.01576824
     2805.278    0.01571904
     2805.692    0.01566719
     2806.108    0.01561371
     2806.522    0.01555615
     2806.938    0.01549846
     2807.353    0.01543695
     2807.768    0.01537483
     2808.185    0.01530715
       2808.6    0.01523362
     2809.015       0.01516
     2809.431    0.01508077
     2809.846      0.015002
     2810.263    0.01491877
     2810.678    0.01483361
     2811.094    0.01474551
     2811.511    0.01464821
     2811.926    0.01455136
     2812.343    0.01444916
     2812.759    0.01434632
     2813.174    0.01423987
     2813.591    0.01412781
     2814.006    0.01401618
     2814.424    0.01389406
     2814.839    0.01377266
     2815.257    0.01364752
     2815.674    0.01352057
      2816.09    0.01339243
     2816.506    0.01325762
     2816.923     0.0131226
     2817.339    0.01298264
     2817.757    0.01284117
     2818.173     0.0126986
     2818.591    0.01255328
     2819.008     0.0124081
     2819.425     0.0122565
     2819.843    0.01210472
     2820.259    0.01195139
     2820.677    0.01179611
     2821.094    0.01164111
      2821.51    0.01148392
     2821.929    0.01132647
     2822.345    0.01116543
     2822.764    0.01100322
     2823.182    0.01084021
     2823.599    0.01067677
     2824.018    0.01051287
     2824.435    0.01034766
     2824.854     0.0101821
     2825.271    0.01001486
     2825.688   0.009846559
     2826.107    0.00967756
     2826.526   0.009507512
     2826.943   0.009338395
     2827.362   0.009166937
      2827.78   0.008996207
     2828.199   0.008823831
     2828.617   0.008650983
     2829.036   0.008477762
     2829.454   0.008304292
     2829.872   0.008131066
     2830.291   0.007956366
     2830.711   0.007781322
     2831.129   0.007606851
     2831.548   0.007430882
     2831.967   0.007255875
     2832.386   0.007079947
     2832.805   0.006904824
     2833.223   0.006729856
     2833.643   0.006554161
     2834.063   0.006379144
     2834.482   0.006206241
     2834.902   0.006033082
     2835.321   0.005861866
     2835.741   0.005690706
     2836.159    0.00552234
      2836.58   0.005356652
     2836.999   0.005191876
     2837.418   0.005031828
     2837.838   0.004871654
     2838.259   0.004714116
      2838.68   0.004558307
     2839.099   0.004406102
     2839.518    0.00426277
     2839.939    0.00411916
     2840.359   0.003981878
      2840.78   0.003845277
     2841.199    0.00371336
      2841.62   0.003585447
     2842.042   0.003459143
     2842.461   0.003346495
     2842.883   0.003233616
     2843.303   0.003126294
     2843.723   0.003021097
     2844.144   0.002919144
     2844.564   0.002824207
     2844.986   0.002729133
     2845.406   0.002644367
     2845.828    0.00255977
      2846.25   0.002478578
      2846.67   0.002399972
     2847.092   0.002323061
     2847.512   0.002253231
     2847.933   0.002183543
     2848.355   0.002118914
     2848.776   0.002055664
     2849.198   0.001994133
      2849.62   0.001934739
     2850.041   0.001876319
     2850.464    0.00182348
     2850.885   0.001770983
     2851.306   0.001720891
     2851.729   0.001671538
      2852.15   0.001623345
     2852.572   0.001576651
     2852.994   0.001530184
     2853.417    0.00148803
      2853.84   0.001446003
     2854.261   0.001405416
     2854.684   0.001365478
     2855.106   0.001326283
     2855.527   0.001288732
     2855.951   0.001251105
     2856.373   0.001216513
     2856.796   0.001182247
     2857.219   0.001148734
     2857.641   0.001116073
     2858.065   0.001083626
     2858.487   0.001052893
     2858.911   0.001022118
     2859.333   9.930310E-4
     2859.755   9.644155E-4
     2860.179   9.361631E-4
     2860.602   9.086019E-4
     2861.026   8.810692E-4
      2861.45   8.548505E-4
     2861.872   8.287746E-4
     2862.297   8.034674E-4
     2862.719   7.786644E-4
     2863.142   7.541431E-4
     2863.566   7.300741E-4
      2863.99   7.061229E-4
     2864.414   6.834774E-4
     2864.839   6.609120E-4
     2865.263   6.390466E-4
     2865.686   6.177003E-4
      2866.11   5.965829E-4
     2866.534   5.760033E-4
     2866.958   5.555365E-4
     2867.381   5.365582E-4
     2867.806   5.177258E-4
      2868.23   4.994884E-4
     2868.655   4.816401E-4
      2869.08   4.639906E-4
     2869.504   4.471403E-4
     2869.929   4.302598E-4
     2870.353   4.149409E-4
     2870.779   3.999100E-4
     2871.203   3.853423E-4
     2871.627   3.712298E-4
     2872.052   3.572269E-4
     2872.478   3.441727E-4
     2872.904   3.311451E-4
     2873.328   3.193192E-4
     2873.752   3.078485E-4
     2874.178   2.966555E-4
     2874.603   2.859386E-4
     2875.029   2.752792E-4
     2875.454   2.656636E-4
      2875.88   2.560291E-4
     2876.305   2.472256E-4
     2876.731   2.387175E-4
     2877.157   2.304469E-4
     2877.582   2.226088E-4
     2878.007   2.147995E-4
     2878.434   2.079672E-4
     2878.859   2.011762E-4
     2879.286   1.948839E-4
     2879.711   1.888772E-4
     2880.138   1.830267E-4
     2880.565   1.775246E-4
      2880.99   1.720567E-4
     2881.416   1.674694E-4
     2881.843   1.628935E-4
     2882.269   1.586382E-4
     2882.696   1.545461E-4
     2883.122   1.505817E-4
     2883.549   1.468759E-4
     2883.975   1.431880E-4
     2884.402   1.400910E-4
      2884.83   1.370374E-4
     2885.256   1.341248E-4
     2885.682   1.313007E-4
      2886.11   1.285321E-4
     2886.536   1.259622E-4
     2886.964   1.233857E-4
      2887.39   1.210441E-4
     2887.818   1.187170E-4
     2888.246   1.164262E-4
     2888.673   1.141701E-4
     2889.101   1.119215E-4
     2889.528   1.097239E-4
     2889.955   1.075315E-4
     2890.383   1.052713E-4
      2890.81   1.030155E-4
     2891.238   1.007308E-4
     2891.665   9.843813E-5
     2892.094   9.612278E-5
     2892.523   9.374760E-5
      2892.95   9.138533E-5
     2893.379   8.899334E-5
     2893.806   8.661086E-5
     2894.235   8.421907E-5
     2894.662   8.183647E-5
      2895.09   7.946346E-5
     2895.521   7.709437E-5
     2895.948   7.474887E-5
     2896.376   7.245732E-5
     2896.805   7.016832E-5
     2897.233   6.791839E-5
     2897.663   6.568530E-5
     2898.091   6.349722E-5
     2898.519   6.143576E-5
     2898.948   5.937038E-5
     2899.376   5.741775E-5
     2899.806   5.547647E-5
     2900.236   5.360343E-5
     2900.664   5.179453E-5
     2901.094   5.003765E-5
     2901.523   4.848713E-5
     2901.953   4.693348E-5
     2902.381   4.549359E-5
      2902.81   4.406863E-5
     2903.242   4.272455E-5
     2903.671   4.146195E-5
       2904.1   4.025127E-5
      2904.53   3.920514E-5
     2904.959   3.816462E-5
      2905.39   3.722401E-5
     2905.819   3.629914E-5
      2906.25   3.547455E-5
     2906.679   3.472783E-5
     2907.108   3.402781E-5
     2907.541   3.345920E-5
      2907.97   3.289586E-5
     2908.399   3.243315E-5
     2908.831   3.197701E-5
      2909.26   3.163828E-5
     2909.691   3.137372E-5
     2910.121   3.115010E-5
     2910.551   3.102639E-5
     2910.984   3.090211E-5
     2911.414   3.086693E-5
     2911.845   3.083504E-5
     2912.275   3.089715E-5
     2912.707   3.101215E-5
     2913.137   3.114400E-5
     2913.568   3.131303E-5
        2914.   3.148221E-5
      2914.43   3.169848E-5
      2914.86   3.191442E-5
     2915.294   3.216001E-5
     2915.724   3.241649E-5
     2916.157   3.267104E-5
     2916.587   3.291959E-5
     2917.018   3.316717E-5
      2917.45   3.340617E-5
     2917.881   3.364380E-5
     2918.314   3.383302E-5
     2918.746   3.400326E-5
     2919.177   3.415162E-5
      2919.61   3.427020E-5
     2920.042   3.438000E-5
     2920.474   3.441435E-5
     2920.906   3.444859E-5
     2921.337   3.440313E-5
      2921.77   3.433513E-5
     2922.201   3.424182E-5
     2922.635   3.411884E-5
     2923.068   3.398222E-5
       2923.5   3.377193E-5
     2923.933   3.356105E-5
     2924.365   3.329352E-5
     2924.798   3.301460E-5
      2925.23   3.271431E-5
     2925.662   3.239430E-5
     2926.096   3.205724E-5
      2926.53   3.166236E-5
     2926.962   3.126978E-5
     2927.396   3.083855E-5
     2927.828   3.040598E-5
     2928.262   2.995347E-5
     2928.695   2.949118E-5
     2929.127   2.901342E-5
     2929.561   2.849622E-5
     2929.994   2.798185E-5
     2930.428   2.745054E-5
     2930.863   2.691975E-5
     2931.296   2.637962E-5
      2931.73   2.583292E-5
     2932.163   2.528601E-5
     2932.598   2.473367E-5
     2933.031   2.418474E-5
     2933.464   2.364246E-5
     2933.899   2.309943E-5
     2934.334   2.256646E-5
     2934.767   2.203906E-5
     2935.202   2.152810E-5
     2935.636   2.103992E-5
     2936.071   2.055558E-5
