WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f775w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.949664E-19
PIVWV    r 7665.088
BANDW    r 432.0276
TPEAK    r 0.2360466
EQUVW    r 293.3566
RECTW    r 1242.791
EMFLX    r 2.719165E-16
        4000.   9.199628E-8
     4000.385   9.211855E-8
      4000.77   9.224070E-8
     4001.156   9.236346E-8
     4001.541   9.248553E-8
     4001.927   9.260824E-8
     4002.312   9.273046E-8
     4002.696   9.285272E-8
     4003.081   9.297503E-8
     4003.468   9.309822E-8
     4003.852   9.322065E-8
     4004.237   9.334310E-8
     4004.622   9.346554E-8
     4005.006   9.358801E-8
     4005.393   9.371129E-8
      4005.78   9.383462E-8
     4006.165   9.395728E-8
      4006.55   9.408014E-8
     4006.935   9.420295E-8
      4007.32   9.432588E-8
     4007.707   9.444953E-8
     4008.092   9.457248E-8
     4008.477   9.469543E-8
     4008.865   9.481904E-8
      4009.25   9.494215E-8
     4009.637   9.506606E-8
     4010.022   9.518926E-8
     4010.408   9.531283E-8
     4010.793   9.543635E-8
     4011.178   9.555993E-8
     4011.564   9.568360E-8
     4011.951   9.580793E-8
     4012.339   9.593240E-8
     4012.724   9.605618E-8
      4013.11   9.617999E-8
     4013.495   9.630376E-8
     4013.883   9.642835E-8
     4014.269   9.655221E-8
     4014.655   9.667617E-8
      4015.04   9.680020E-8
     4015.426   9.692434E-8
     4015.814   9.704919E-8
     4016.202   9.717411E-8
     4016.588   9.729827E-8
     4016.974   9.742256E-8
      4017.36   9.754701E-8
     4017.746   9.767151E-8
     4018.134   9.779672E-8
      4018.52   9.792124E-8
     4018.906   9.804574E-8
     4019.294   9.817118E-8
     4019.681   9.829594E-8
     4020.067   9.842095E-8
     4020.455   9.854817E-8
     4020.842   9.867481E-8
     4021.228   9.880149E-8
     4021.614   9.892828E-8
        4022.   9.905519E-8
     4022.389   9.918279E-8
     4022.778   9.931042E-8
     4023.164   9.943740E-8
     4023.551   9.956439E-8
     4023.937   9.969143E-8
     4024.324   9.981857E-8
     4024.713   9.994650E-8
       4025.1   1.000738E-7
     4025.486   1.002011E-7
     4025.873   1.003286E-7
     4026.262   1.004567E-7
     4026.649   1.005842E-7
     4027.038   1.007126E-7
     4027.425   1.008401E-7
     4027.812   1.009678E-7
     4028.199   1.010955E-7
     4028.586   1.012234E-7
     4028.975   1.013520E-7
     4029.362   1.014800E-7
     4029.751   1.016087E-7
     4030.139   1.017361E-7
     4030.526   1.018622E-7
     4030.913   1.019885E-7
     4031.302   1.021156E-7
      4031.69   1.022420E-7
     4032.077   1.023686E-7
     4032.465   1.024951E-7
     4032.852   1.026217E-7
     4033.244   1.027498E-7
     4033.631   1.028764E-7
     4034.019   1.030030E-7
     4034.406   1.031299E-7
     4034.794   1.032566E-7
     4035.184   1.033843E-7
     4035.572   1.035114E-7
     4035.959   1.036384E-7
     4036.347   1.037656E-7
     4036.737   1.038935E-7
     4037.125   1.040207E-7
     4037.515   1.041485E-7
     4037.903   1.042756E-7
     4038.291   1.044029E-7
     4038.679   1.045303E-7
     4039.067   1.046577E-7
     4039.457   1.047858E-7
     4039.845   1.049133E-7
     4040.236   1.050416E-7
     4040.624   1.051691E-7
     4041.012   1.052966E-7
       4041.4   1.054242E-7
     4041.791   1.055527E-7
     4042.179   1.056803E-7
     4042.567   1.058079E-7
     4042.956   1.059357E-7
     4043.344   1.060636E-7
     4043.735   1.061923E-7
     4044.126   1.063211E-7
     4044.514   1.064489E-7
     4044.903   1.065769E-7
     4045.291   1.067049E-7
      4045.68   1.068331E-7
     4046.071   1.069620E-7
      4046.46   1.070902E-7
     4046.848   1.072184E-7
      4047.24   1.073475E-7
     4047.628   1.074758E-7
     4048.017   1.076043E-7
     4048.408   1.077334E-7
     4048.797   1.078619E-7
     4049.186   1.079905E-7
     4049.575   1.081193E-7
     4049.964   1.082483E-7
     4050.356   1.083785E-7
     4050.745   1.085081E-7
     4051.136   1.086385E-7
     4051.525   1.087681E-7
     4051.915   1.088979E-7
     4052.304   1.090276E-7
     4052.696   1.091583E-7
     4053.085   1.092883E-7
     4053.474   1.094182E-7
     4053.864   1.095483E-7
     4054.253   1.096784E-7
     4054.647   1.098103E-7
     4055.037   1.099407E-7
     4055.426   1.100709E-7
     4055.816   1.102012E-7
     4056.206   1.103315E-7
     4056.595   1.104620E-7
     4056.987   1.105932E-7
     4057.377   1.107238E-7
     4057.767   1.108544E-7
     4058.159   1.109858E-7
     4058.549   1.111166E-7
     4058.941   1.112482E-7
     4059.331   1.113790E-7
     4059.721   1.115098E-7
     4060.111   1.116405E-7
     4060.501   1.117708E-7
     4060.891   1.119012E-7
     4061.284   1.120324E-7
     4061.676   1.121638E-7
     4062.066   1.122944E-7
     4062.457   1.124251E-7
     4062.847   1.125558E-7
      4063.24   1.126872E-7
      4063.63   1.128179E-7
      4064.02   1.129487E-7
     4064.411   1.130796E-7
     4064.801   1.132107E-7
     4065.194   1.133424E-7
     4065.587   1.134741E-7
     4065.977   1.136051E-7
     4066.368   1.137363E-7
     4066.759   1.138676E-7
     4067.149   1.139990E-7
     4067.542   1.141312E-7
     4067.933   1.142625E-7
     4068.324   1.143939E-7
     4068.717   1.145260E-7
     4069.108   1.146575E-7
     4069.499   1.147893E-7
     4069.892   1.149218E-7
     4070.283   1.150538E-7
     4070.674   1.151858E-7
     4071.065   1.153179E-7
     4071.457   1.154502E-7
      4071.85   1.155833E-7
     4072.243   1.157166E-7
     4072.635   1.158490E-7
     4073.026   1.159815E-7
     4073.417   1.161141E-7
     4073.809   1.162468E-7
     4074.202   1.163801E-7
     4074.594   1.165127E-7
     4074.985   1.166455E-7
     4075.376   1.167784E-7
      4075.77   1.169121E-7
     4076.162   1.170451E-7
     4076.556   1.171788E-7
     4076.948   1.173118E-7
     4077.339   1.174449E-7
     4077.731   1.175780E-7
     4078.123   1.177112E-7
     4078.517   1.178452E-7
     4078.908   1.179785E-7
     4079.303   1.181127E-7
     4079.695   1.182461E-7
     4080.086   1.183794E-7
     4080.479   1.185121E-7
     4080.873   1.186457E-7
     4081.265   1.187785E-7
     4081.657   1.189114E-7
     4082.049   1.190443E-7
     4082.441   1.191773E-7
     4082.838   1.193118E-7
      4083.23   1.194449E-7
     4083.623   1.195780E-7
     4084.015   1.197112E-7
     4084.407   1.198445E-7
       4084.8   1.199779E-7
     4085.194   1.201121E-7
     4085.587   1.202456E-7
     4085.979   1.203791E-7
     4086.374   1.205134E-7
     4086.767   1.206469E-7
     4087.162   1.207812E-7
     4087.554   1.209149E-7
     4087.947   1.210485E-7
      4088.34   1.211824E-7
     4088.733   1.213163E-7
     4089.128   1.214510E-7
     4089.521   1.215850E-7
     4089.916   1.217198E-7
     4090.309   1.218537E-7
