WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,hrc,f606w
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 1.278109E-19
PIVWV    r 5887.955
BANDW    r 664.7836
TPEAK    r 0.2744592
EQUVW    r 579.741
RECTW    r 2112.303
EMFLX    r 2.770053E-16
        3000.   1.245378E-7
     3000.376   1.246450E-7
     3000.752   1.247521E-7
     3001.127   1.248593E-7
     3001.505   1.249668E-7
      3001.88   1.250739E-7
     3002.258   1.251815E-7
     3002.634   1.252886E-7
      3003.01   1.253959E-7
     3003.385   1.255032E-7
     3003.761   1.256104E-7
     3004.137   1.257179E-7
     3004.513   1.258254E-7
     3004.889   1.259329E-7
     3005.267   1.260410E-7
     3005.645   1.261489E-7
     3006.021   1.262564E-7
     3006.398   1.263642E-7
     3006.774   1.264720E-7
      3007.15   1.265798E-7
     3007.527   1.266875E-7
     3007.903   1.267952E-7
      3008.28   1.269029E-7
     3008.658   1.270111E-7
     3009.036   1.271193E-7
     3009.413   1.272275E-7
      3009.79   1.273358E-7
     3010.166   1.274435E-7
     3010.543   1.275503E-7
      3010.92   1.276571E-7
     3011.297   1.277641E-7
     3011.674   1.278710E-7
     3012.052   1.279785E-7
     3012.431   1.280861E-7
     3012.808   1.281933E-7
     3013.185   1.283005E-7
     3013.562   1.284074E-7
      3013.94   1.285144E-7
     3014.317   1.286217E-7
     3014.694   1.287292E-7
     3015.072   1.288366E-7
     3015.451   1.289444E-7
      3015.83   1.290522E-7
     3016.207   1.291596E-7
     3016.585   1.292669E-7
     3016.962   1.293742E-7
      3017.34   1.294818E-7
     3017.718   1.295896E-7
     3018.096   1.296974E-7
     3018.473   1.298054E-7
     3018.853   1.299139E-7
     3019.232   1.300222E-7
      3019.61   1.301300E-7
     3019.988   1.302378E-7
     3020.366   1.303475E-7
     3020.744   1.304573E-7
     3021.123   1.305671E-7
     3021.501   1.306769E-7
     3021.879   1.307867E-7
     3022.259   1.308972E-7
     3022.639   1.310079E-7
     3023.017   1.311181E-7
     3023.396   1.312282E-7
     3023.774   1.313384E-7
     3024.153   1.314486E-7
     3024.531   1.315586E-7
      3024.91   1.316688E-7
     3025.288   1.317792E-7
     3025.669   1.318902E-7
     3026.049   1.320013E-7
     3026.428   1.321119E-7
     3026.807   1.322226E-7
     3027.186   1.323332E-7
     3027.564   1.324436E-7
     3027.944   1.325541E-7
     3028.323   1.326649E-7
     3028.702   1.327758E-7
     3029.082   1.328871E-7
     3029.463   1.329985E-7
     3029.843   1.331094E-7
     3030.222   1.332196E-7
     3030.601   1.333296E-7
      3030.98   1.334395E-7
      3031.36   1.335497E-7
     3031.739   1.336602E-7
     3032.119   1.337705E-7
       3032.5   1.338813E-7
     3032.881   1.339921E-7
     3033.261   1.341023E-7
      3033.64   1.342126E-7
      3034.02   1.343229E-7
       3034.4   1.344337E-7
      3034.78   1.345446E-7
      3035.16   1.346554E-7
      3035.54   1.347660E-7
     3035.921   1.348772E-7
     3036.303   1.349882E-7
     3036.683   1.350988E-7
     3037.063   1.352095E-7
     3037.443   1.353205E-7
     3037.823   1.354315E-7
     3038.204   1.355425E-7
     3038.584   1.356532E-7
     3038.964   1.357640E-7
     3039.346   1.358754E-7
     3039.729   1.359868E-7
     3040.109   1.360971E-7
      3040.49   1.362060E-7
      3040.87   1.363149E-7
     3041.251   1.364236E-7
     3041.632   1.365324E-7
     3042.012   1.366413E-7
     3042.393   1.367499E-7
     3042.776   1.368591E-7
     3043.158   1.369685E-7
     3043.539   1.370776E-7
      3043.92   1.371869E-7
     3044.301   1.372959E-7
     3044.682   1.374050E-7
     3045.063   1.375141E-7
     3045.445   1.376233E-7
     3045.826   1.377324E-7
     3046.208   1.378421E-7
     3046.592   1.379519E-7
     3046.973   1.380612E-7
     3047.354   1.381707E-7
     3047.736   1.382803E-7
     3048.117   1.383899E-7
     3048.499   1.384993E-7
      3048.88   1.386088E-7
     3049.262   1.387183E-7
     3049.646   1.388281E-7
     3050.029   1.389383E-7
     3050.411   1.390521E-7
     3050.792   1.391660E-7
     3051.174   1.392798E-7
     3051.556   1.393936E-7
     3051.938   1.395073E-7
      3052.32   1.396212E-7
     3052.702   1.397351E-7
     3053.086   1.398495E-7
      3053.47   1.399640E-7
     3053.852   1.400780E-7
     3054.235   1.401921E-7
     3054.617   1.403062E-7
     3054.999   1.404204E-7
     3055.382   1.405345E-7
     3055.764   1.406489E-7
     3056.146   1.407630E-7
     3056.531   1.408777E-7
     3056.915   1.409924E-7
     3057.298   1.411068E-7
      3057.68   1.412213E-7
     3058.063   1.413358E-7
     3058.446   1.414502E-7
     3058.829   1.415646E-7
     3059.212   1.416792E-7
     3059.595   1.417939E-7
     3059.979   1.419091E-7
     3060.364   1.420221E-7
     3060.747   1.421344E-7
      3061.13   1.422468E-7
     3061.513   1.423593E-7
     3061.897   1.424717E-7
      3062.28   1.425842E-7
     3062.663   1.426968E-7
     3063.047   1.428094E-7
     3063.432   1.429225E-7
     3063.817   1.430357E-7
       3064.2   1.431484E-7
     3064.584   1.432612E-7
     3064.968   1.433740E-7
     3065.351   1.434868E-7
     3065.735   1.435997E-7
     3066.119   1.437126E-7
     3066.502   1.438256E-7
     3066.888   1.439391E-7
     3067.273   1.440526E-7
     3067.657   1.441658E-7
     3068.042   1.442789E-7
     3068.426   1.443920E-7
      3068.81   1.445052E-7
     3069.194   1.446185E-7
     3069.578   1.447315E-7
     3069.962   1.448447E-7
     3070.348   1.449572E-7
     3070.734   1.450696E-7
     3071.119   1.451815E-7
     3071.503   1.452935E-7
     3071.887   1.454055E-7
     3072.272   1.455175E-7
     3072.656   1.456296E-7
     3073.041   1.457418E-7
     3073.426   1.458537E-7
     3073.812   1.459662E-7
     3074.199   1.460789E-7
     3074.583   1.461911E-7
     3074.968   1.463034E-7
     3075.353   1.464158E-7
     3075.738   1.465282E-7
     3076.123   1.466407E-7
     3076.508   1.467532E-7
     3076.893   1.468656E-7
      3077.28   1.469788E-7
     3077.667   1.470922E-7
     3078.052   1.472049E-7
     3078.438   1.473172E-7
     3078.823   1.474295E-7
     3079.208   1.475421E-7
     3079.594   1.476548E-7
     3079.979   1.477677E-7
     3080.365   1.478735E-7
     3080.752   1.479794E-7
     3081.139   1.480853E-7
     3081.525   1.481910E-7
     3081.911   1.482967E-7
     3082.297   1.484022E-7
     3082.682   1.485075E-7
     3083.068   1.486129E-7
     3083.454   1.487184E-7
      3083.84   1.488238E-7
     3084.228   1.489299E-7
     3084.616   1.490360E-7
     3085.002   1.491418E-7
     3085.388   1.492475E-7
     3085.774   1.493533E-7
      3086.16   1.494590E-7
     3086.547   1.495649E-7
     3086.933   1.496707E-7
      3087.32   1.497766E-7
     3087.708   1.498830E-7
     3088.096   1.499894E-7
     3088.482   1.500951E-7
